"STABLE_ID","LABEL","DEFINITION","PARENT_STABLE_ID","PARENT_LABEL","CATEGORY"
http://purl.obolibrary.org/obo/EUPATH_0051396,Gained weight,,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,Participant
http://purl.obolibrary.org/obo/EUPATH_0051397,Gained weight,,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about,Participant
http://purl.obolibrary.org/obo/EUPATH_0038167,Gasping,Assessed once for infants admitted to NICU,http://purl.obolibrary.org/obo/EUPATH_0038163,"Difficulty breathing type, caregiver report",Participant
http://purl.obolibrary.org/obo/EUPATH_0033407,Gastroenteritis,A diagnosis at patient discharge that is an assertion that a patient has gastroenteritis.,http://purl.obolibrary.org/obo/EUPATH_0000321,Diagnosis at discharge,Participant
http://purl.obolibrary.org/obo/EUPATH_0022348,General malaise,,http://purl.obolibrary.org/obo/EUPATH_0022274,Symptoms on most recent trip,Participant
http://purl.obolibrary.org/obo/EUPATH_0051398,General weakness,,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,Participant
http://purl.obolibrary.org/obo/EUPATH_0051399,General weakness,,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about,Participant
http://purl.obolibrary.org/obo/EUPATH_0038369,Genitourinary findings,Assessed once for infants admitted to NICU,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,Participant
http://purl.obolibrary.org/obo/EUPATH_0015191,Gentamycin,,http://purl.obolibrary.org/obo/EUPATH_0010389,Control participant medication at enrollment,Participant
http://purl.obolibrary.org/obo/EUPATH_0015143,Gentamycin,,http://purl.obolibrary.org/obo/EUPATH_0010390,Diarrhea treatment given in health center,Participant
http://purl.obolibrary.org/obo/EUPATH_0015165,Gentamycin,,http://purl.obolibrary.org/obo/EUPATH_0010391,Diarrhea treatment by prescription at home,Participant
http://purl.obolibrary.org/obo/ONTONEO_00000255,Gestational age,"A time measurement datum that is the result of measurement of the gestational age of a pregnant organism.,Um dado de medida de tempo que é o resultado da medição da idade gestacional de um organismo grávido.,A time measurement datum that is the result of measurement of the gestational age of a pregnant organism.,Um dado de medida de tempo que é o resultado da medição da idade gestacional de um organismo grávido.",http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,Participant
http://purl.obolibrary.org/obo/ONTONEO_00000255,Gestational age,Best estimated gestational age in weeks at the time of first visit,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,Participant
http://purl.obolibrary.org/obo/EUPATH_0036413,Gestational age assessment date,Gestational age was assessed after birth for children enrolled in the 2000 series,http://purl.obolibrary.org/obo/EUPATH_0036006,Gestational age assessment,Participant
http://purl.obolibrary.org/obo/NCIT_C124435,Gestational age at delivery,"Best estimate of gestational age at enrollment between last menstrual period, ultrasound, and Ballard methods. Collected at enrollment",http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,Participant
http://purl.obolibrary.org/obo/NCIT_C124435,Gestational age at delivery,The gestational age of the subject at birth.,http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,Participant
http://purl.obolibrary.org/obo/EUPATH_0038006,"Gestational age at delivery, by last menstrual period",Gestational age estimated by LMP. Collected at enrollment,http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,Participant
http://purl.obolibrary.org/obo/EUPATH_0038011,"Gestational age at delivery, by ultrasound",Gestational age estimated by ultrasound. Collected at enrollment,http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,Participant
http://purl.obolibrary.org/obo/EUPATH_0042082,Gestational age at enrollment,Only collected in 3000 series when women were enrolled when pregnant. Gestational age was estimated by ultrasound at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Participant
http://purl.obolibrary.org/obo/EUPATH_0047274,Gestational age at miscarriage,,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,Participant
http://purl.obolibrary.org/obo/EUPATH_0051020,Gestational age categorization,Best estimated gestational age in weeks at the time of first visit,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,Participant
http://purl.obolibrary.org/obo/EUPATH_0036414,Gestational age score,Gestational age was assessed after birth for children enrolled in the 2000 series,http://purl.obolibrary.org/obo/EUPATH_0036006,Gestational age assessment,Participant
http://purl.obolibrary.org/obo/EUPATH_0036414,Gestational age score,Total Ballard score,http://purl.obolibrary.org/obo/EUPATH_0036006,Gestational age assessment,Participant
http://purl.obolibrary.org/obo/EUPATH_0036414,Gestational age score,Total score based on all gestational age categories.,http://purl.obolibrary.org/obo/EUPATH_0036006,Gestational age assessment,Participant
http://purl.obolibrary.org/obo/EUPATH_0038010,"Gestational age, by ultrasound","Gestational age at time ultrasound was performed, not at screening. Collected at enrollment",http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,Participant
http://purl.obolibrary.org/obo/EUPATH_0051401,Gestational diabetes,,http://purl.obolibrary.org/obo/EUPATH_0051578,Medical conditions recorded in ANC booklet,Participant
http://purl.obolibrary.org/obo/EUPATH_0047542,Give baby other liquids or food,,http://purl.obolibrary.org/obo/EUPATH_0047536,What to do if breastmilk is insufficient,Participant
http://purl.obolibrary.org/obo/EUPATH_0047351,Given additional iron-folic acid prior to delivery,Were you given additional iron and folic acid tablets (blood tonic) prior to delivery?,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,Participant
http://purl.obolibrary.org/obo/EUPATH_0047641,Given answers about FP,,http://purl.obolibrary.org/obo/EUPATH_0047633,Perceptions about family planning,Participant
http://purl.obolibrary.org/obo/EUPATH_0010421,Given antibiotic before stool collection,Assessed at enrollment for cases,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,Participant
http://purl.obolibrary.org/obo/EUPATH_0010421,Given antibiotic before stool collection,"If the child is eligible for VIDA, was child given antibiotic before whole stool sample was collected?",http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,Participant
http://purl.obolibrary.org/obo/EUPATH_0047269,Given birth before,Have you given birth before?,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,Participant
http://purl.obolibrary.org/obo/EUPATH_0022457,Given birth full term before,"In the past, have you had full-term deliveries?",http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,Participant
http://purl.obolibrary.org/obo/EUPATH_0051402,Given birth in the last 12-15 months,,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,Participant
http://purl.obolibrary.org/obo/EUPATH_0051403,Given birth month,When did you last give birth? Month,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,Participant
http://purl.obolibrary.org/obo/NCIT_C83164,Given birth year,When did you last give birth? Year,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,Participant
http://purl.obolibrary.org/obo/EUPATH_0047352,Given iron-folic acid during ANC,Were you given iron and folic acid tablets (blood tonic) during ANC care?,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,Participant
http://purl.obolibrary.org/obo/EUPATH_0047043,Given iron-folic acid supplements,Participant was ever given iron and folic acid supplementation (IFAS),http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,Participant
http://purl.obolibrary.org/obo/EUPATH_0047640,Given opportunity to ask questions about FP,,http://purl.obolibrary.org/obo/EUPATH_0047633,Perceptions about family planning,Participant
http://purl.obolibrary.org/obo/EUPATH_0047324,Given opportunity to ask questions about spacing pregnancies in ANC,During ANC care I was given the opportunity to ask questions about different ways to space pregnancies,http://purl.obolibrary.org/obo/EUPATH_0049857,Postpartum family planning perceptions,Participant
http://purl.obolibrary.org/obo/EUPATH_0010141,Given stored water for drinking,Assessed at enrollment for cases and controls,http://purl.obolibrary.org/obo/EUPATH_0000678,Feeding,Participant
http://purl.obolibrary.org/obo/EUPATH_0010141,Given stored water for drinking,"In the last two weeks, did you give the child stored water for drinking?",http://purl.obolibrary.org/obo/EUPATH_0000678,Feeding,Participant
http://purl.obolibrary.org/obo/EUPATH_0010151,Given untreated water,Assessed at enrollment for cases and controls,http://purl.obolibrary.org/obo/EUPATH_0000678,Feeding,Participant
http://purl.obolibrary.org/obo/EUPATH_0021294,Go outside at night to toilet,,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Participant
http://purl.obolibrary.org/obo/EUPATH_0047088,Good at making health decisions,,http://purl.obolibrary.org/obo/EUPATH_0047003,Attitudes about next pregnancy,Participant
http://purl.obolibrary.org/obo/EUPATH_0049836,Good at making health decisions,,http://purl.obolibrary.org/obo/EUPATH_0047004,Attitudes during pregnancy,Participant
http://purl.obolibrary.org/obo/EUPATH_0030129,Grade in school at enrollment,,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Participant
http://purl.obolibrary.org/obo/EUPATH_0047548,"Grains, roots, or tubers",,http://purl.obolibrary.org/obo/EUPATH_0047546,Child food consumption between waking up yesterday and today,Participant
http://purl.obolibrary.org/obo/EUPATH_0042083,Gravidity,Total number of pregnancies,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,Participant
http://purl.obolibrary.org/obo/EUPATH_0042083,Gravidity,Total number of pregnancies including current one. Data collected only at enrollment,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,Participant
http://purl.obolibrary.org/obo/EUPATH_0054101,Greater frequency of condom use than before PrEP,"Once you start taking PrEP, how do you think your sexual behaviors may change? (choice=Greater frequency of condom use than before PrEP)",http://purl.obolibrary.org/obo/EUPATH_0054148,Anticipated change in sexual behavior upon starting PrEP,Participant
http://purl.obolibrary.org/obo/EUPATH_0054102,Greater number of sexual partners,"Once you start taking PrEP, how do you think your sexual behaviors may change? (choice=Greater number of sexual partners)",http://purl.obolibrary.org/obo/EUPATH_0054148,Anticipated change in sexual behavior upon starting PrEP,Participant
http://purl.obolibrary.org/obo/EUPATH_0050524,Green leaves or green leaves based sauce,,http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,Participant
http://purl.obolibrary.org/obo/EUPATH_0036039,Gross motor raw score,Assessed once at 2 years of age,http://purl.obolibrary.org/obo/EUPATH_0036002,Bayley scales of infant and toddler development,Participant
http://purl.obolibrary.org/obo/EUPATH_0036040,Gross motor scaled score,Assessed once at 2 years of age,http://purl.obolibrary.org/obo/EUPATH_0036002,Bayley scales of infant and toddler development,Participant
http://purl.obolibrary.org/obo/EUPATH_0048063,Gross motor score,Malawi Developmental Assessment Tool Grossmotor score,http://purl.obolibrary.org/obo/EUPATH_0048071,Malawi Developmental Assessment Tool,Participant
http://purl.obolibrary.org/obo/EUPATH_0047599,Group care for next baby,,http://purl.obolibrary.org/obo/EUPATH_0047002,Antenatal and postnatal care,Participant
http://purl.obolibrary.org/obo/EUPATH_0047289,Group changed my thinking,,http://purl.obolibrary.org/obo/EUPATH_0047018,Perceptions of group antenatal care,Participant
http://purl.obolibrary.org/obo/EUPATH_0047290,Group leader answered questions,,http://purl.obolibrary.org/obo/EUPATH_0047018,Perceptions of group antenatal care,Participant
http://purl.obolibrary.org/obo/EUPATH_0047291,Group leader talked at us,,http://purl.obolibrary.org/obo/EUPATH_0047018,Perceptions of group antenatal care,Participant
http://purl.obolibrary.org/obo/EUPATH_0047292,Group leader talked too much,,http://purl.obolibrary.org/obo/EUPATH_0047018,Perceptions of group antenatal care,Participant
http://purl.obolibrary.org/obo/EUPATH_0047254,Group visit date,Date of first meeting for the G-ANC cohort,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Participant
http://purl.obolibrary.org/obo/EUPATH_0038166,Grunting,Assessed once for infants admitted to NICU,http://purl.obolibrary.org/obo/EUPATH_0038163,"Difficulty breathing type, caregiver report",Participant
http://purl.obolibrary.org/obo/EUPATH_0038338,Grunting,Assessed once for infants admitted to NICU,http://purl.obolibrary.org/obo/EUPATH_0041090,Pulmonary exam findings,Participant
http://purl.obolibrary.org/obo/EUPATH_0033187,Grunting,Observed by clinician. Only collected for cases.,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,Participant
http://purl.obolibrary.org/obo/EUPATH_0033411,HIV,,http://purl.obolibrary.org/obo/EUPATH_0000321,Diagnosis at discharge,Participant
http://purl.obolibrary.org/obo/EUPATH_0057521,HIV diagnosis date,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Participant
http://purl.obolibrary.org/obo/EUPATH_0033191,HIV exposed,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Participant
http://purl.obolibrary.org/obo/EUPATH_0033192,HIV exposed categorization,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Participant
http://purl.obolibrary.org/obo/EUPATH_0038242,HIV exposure,Assessed once for infants admitted to NICU,http://purl.obolibrary.org/obo/EUPATH_0000638,Diagnosis at hospitalization,Participant
http://purl.obolibrary.org/obo/EUPATH_0038201,HIV exposure,"Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU",http://purl.obolibrary.org/obo/EUPATH_0000321,Diagnosis at discharge,Participant
http://purl.obolibrary.org/obo/EUPATH_0057595,HIV patient type,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Participant
http://purl.obolibrary.org/obo/EUPATH_0057548,HIV risk group,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Participant
http://purl.obolibrary.org/obo/EUPATH_0033193,HIV status,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Participant
http://purl.obolibrary.org/obo/EUPATH_0047149,HIV test during antenatal care,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Participant
http://purl.obolibrary.org/obo/EUPATH_0051430,HIV/AIDS,,http://purl.obolibrary.org/obo/EUPATH_0051578,Medical conditions recorded in ANC booklet,Participant
http://purl.obolibrary.org/obo/EUPATH_0036294,HLA-A allele 1,Class I alpha-chain. The values are formatted so the digits before the colon represent the allele group and the digits after the colon represent the specific HLA protein.,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,Participant
http://purl.obolibrary.org/obo/EUPATH_0036295,HLA-A allele 2,Class I alpha-chain. The values are formatted so the digits before the colon represent the allele group and the digits after the colon represent the specific HLA protein.,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,Participant
http://purl.obolibrary.org/obo/EUPATH_0036296,HLA-B allele 1,Class I alpha-chain. The values are formatted so the digits before the colon represent the allele group and the digits after the colon represent the specific HLA protein.,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,Participant
http://purl.obolibrary.org/obo/EUPATH_0036297,HLA-B allele 2,Class I alpha-chain. The values are formatted so the digits before the colon represent the allele group and the digits after the colon represent the specific HLA protein.,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,Participant
http://purl.obolibrary.org/obo/EUPATH_0036298,HLA-DQA1 allele 1,DQ alpha-chain as expressed. The values are formatted so the digits before the colon represent the allele group and the digits after the colon represent the specific HLA protein.,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,Participant
http://purl.obolibrary.org/obo/EUPATH_0036299,HLA-DQA1 allele 2,DQ alpha-chain as expressed. The values are formatted so the digits before the colon represent the allele group and the digits after the colon represent the specific HLA protein.,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,Participant
http://purl.obolibrary.org/obo/EUPATH_0036300,HLA-DQB1 allele 1,DQ beta-chain as expressed. The values are formatted so the digits before the colon represent the allele group and the digits after the colon represent the specific HLA protein.,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,Participant
http://purl.obolibrary.org/obo/EUPATH_0036301,HLA-DQB1 allele 2,DQ beta-chain as expressed. The values are formatted so the digits before the colon represent the allele group and the digits after the colon represent the specific HLA protein.,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,Participant
http://purl.obolibrary.org/obo/EUPATH_0036302,HLA-DRB1 allele 1,"DR beta1-chain determining specificities DR1, DR2, DR3, DR4, DR5, etc. The values are formatted so the digits before the colon represent the allele group and the digits after the colon represent the specific HLA protein.",http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,Participant
http://purl.obolibrary.org/obo/EUPATH_0036303,HLA-DRB1 allele 2,"DR beta1-chain determining specificities DR1, DR2, DR3, DR4, DR5, etc. The values are formatted so the digits before the colon represent the allele group and the digits after the colon represent the specific HLA protein.",http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,Participant
http://purl.obolibrary.org/obo/EUPATH_0036304,"HLA-DRB3,4,5 allele 1","DR _3-chain determining DR52 and Dw24, Dw25, Dw26 specificities, DR _4-chain determining DR53, or DR _5-chain determining DR51. The values are formatted so the digits before the colon represent the allele group and the digits after the colon represent the specific HLA protein.",http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,Participant
http://purl.obolibrary.org/obo/EUPATH_0036305,"HLA-DRB3,4,5 allele 2","DR _3-chain determining DR52 and Dw24, Dw25, Dw26 specificities, DR _4-chain determining DR53, or DR _5-chain determining DR51. The values are formatted so the digits before the colon represent the allele group and the digits after the colon represent the specific HLA protein.",http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,Participant
http://purl.obolibrary.org/obo/EUPATH_0047033,HMHB data extraction form completed,Healthy Mother Healthy Baby data extraction form completed,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Participant
http://purl.obolibrary.org/obo/EUPATH_0047434,HMHB meetings attended count,"Since your baby's birth, how many Healthy Mother Healthy Baby meetings have you attended?",http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Participant
http://purl.obolibrary.org/obo/EUPATH_0047597,Had enough time with provider,,http://purl.obolibrary.org/obo/EUPATH_0047590,Satisfaction with postnatal care,Participant
http://purl.obolibrary.org/obo/EUPATH_0051404,Had intercourse since giving birth,Have you had sexual intercourse since you gave birth?,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Participant
http://purl.obolibrary.org/obo/EUPATH_0024109,Had it in the home,,http://purl.obolibrary.org/obo/EUPATH_0024114,Antimalarial medication source,Participant
http://purl.obolibrary.org/obo/EUPATH_0051405,Had to wait too long,,http://purl.obolibrary.org/obo/EUPATH_0051781,Reason for dissatisfaction with FP experience,Participant
http://purl.obolibrary.org/obo/EUPATH_0033188,Haemophilus influenzae type B vaccine doses 14 days before enrollment,Excludes doses given within the 14 days of enrollment since these may not have been able to protect against the pneumonia episode,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,Participant
http://purl.obolibrary.org/obo/EUPATH_0033189,Haemophilus influenzae type B vaccine status,"Fully vaccinated defined as 3 doses, or at least 1 dose if child was 12 months or older at receipt. Partially vaccinated defined as 1 or 2 doses, excluding children 12 months or older at receipt.",http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,Participant
http://purl.obolibrary.org/obo/EUPATH_0022109,Hanseniasis,,http://purl.obolibrary.org/obo/EUPATH_0042161,Medical history,Participant
http://purl.obolibrary.org/obo/EUPATH_0047595,Happy to get similar care with next child,,http://purl.obolibrary.org/obo/EUPATH_0047590,Satisfaction with postnatal care,Participant
http://purl.obolibrary.org/obo/EUPATH_0053057,Has GR code,Has GR code,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Participant
http://purl.obolibrary.org/obo/EUPATH_0042401,Has ITN,Whether the bednet is insectcide treated,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Participant
http://purl.obolibrary.org/obo/EUPATH_0047042,Has LLIN,Participant has long-lasting insecticidal net (LLIN),http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Participant
http://purl.obolibrary.org/obo/EUPATH_0024123,Has bednet,Do you have a mosquito net,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Participant
http://purl.obolibrary.org/obo/EUPATH_0024123,Has bednet,Does the participant have a bednet,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Participant
http://purl.obolibrary.org/obo/EUPATH_0024123,Has bednet,Information collected at household visit,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Participant
http://purl.obolibrary.org/obo/EUPATH_0024123,Has bednet,Own net?,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Participant
http://purl.obolibrary.org/obo/EUPATH_0024123,Has bednet,Whether there are bednets in the house,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Participant
http://purl.obolibrary.org/obo/EUPATH_0051582,Has menstrual period returned,Has your menses returned?,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,Participant
http://purl.obolibrary.org/obo/EUPATH_0053058,Has visit date,Has visit date,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Participant
http://purl.obolibrary.org/obo/EUPATH_0024055,Have a screen on the windows,,http://purl.obolibrary.org/obo/EUPATH_0024067,Malaria prevention knowledge,Participant
http://purl.obolibrary.org/obo/EUPATH_0054330,Have children,Do you have children (either biological or adopted)?,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Participant
http://purl.obolibrary.org/obo/EUPATH_0054111,Have condomless sex with partner,Do you currently have sex with some or all of your partners without a condom?,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,Participant
http://purl.obolibrary.org/obo/EUPATH_0047328,Have control over next pregnancy,I can have some control over if and when I get pregnant again,http://purl.obolibrary.org/obo/EUPATH_0049857,Postpartum family planning perceptions,Participant
http://purl.obolibrary.org/obo/EUPATH_0049821,Have some control over if and when I get pregnant again,Please rate how certain you are that you can do this,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,Participant
http://purl.obolibrary.org/obo/EUPATH_0000035,HbS genotype,"A genotype information which is about the presence of sickle-cell hemoglobin (HbS), an abnormal form of hemoglobin which is the oxygen-carrying protein within the red blood cells.",http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,Participant
http://purl.obolibrary.org/obo/EUPATH_0033190,Head nodding,Only collected for cases. Observed by clinician at admission to inform eligibility status.,http://purl.obolibrary.org/obo/EUPATH_0032053,Severe or very severe pneumonia eligibility,Participant
http://purl.obolibrary.org/obo/HP_0002315,Headache,,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,Participant
http://purl.obolibrary.org/obo/EUPATH_0022339,Headache,,http://purl.obolibrary.org/obo/EUPATH_0022274,Symptoms on most recent trip,Participant
http://purl.obolibrary.org/obo/EUPATH_0024083,Headache,,http://purl.obolibrary.org/obo/EUPATH_0024011,Symptoms in past day,Participant
http://purl.obolibrary.org/obo/EUPATH_0024019,Headache,,http://purl.obolibrary.org/obo/EUPATH_0024032,Malaria symptoms knowledge,Participant
http://purl.obolibrary.org/obo/EUPATH_0024090,Headache,,http://purl.obolibrary.org/obo/EUPATH_0024095,Symptoms in past two weeks,Participant
http://purl.obolibrary.org/obo/EUPATH_0047339,Headache,,http://purl.obolibrary.org/obo/EUPATH_0049831,Sought help for pregnancy symptoms,Participant
http://purl.obolibrary.org/obo/EUPATH_0047348,Headache,,http://purl.obolibrary.org/obo/EUPATH_0049832,Where sought help for pregnancy symptoms,Participant
http://purl.obolibrary.org/obo/EUPATH_0050176,Headache,,http://purl.obolibrary.org/obo/EUPATH_0050101,Symptoms in last 2 months,Participant
http://purl.obolibrary.org/obo/EUPATH_0051406,Headache,,http://purl.obolibrary.org/obo/EUPATH_0051394,FP side effects mentioned by provider,Participant
http://purl.obolibrary.org/obo/EUPATH_0051408,Headache,,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about,Participant
http://purl.obolibrary.org/obo/EUPATH_0025071,Headache duration units,,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,Participant
http://purl.obolibrary.org/obo/EUPATH_0010066,Health at 60 day follow-up visit,Assessed at 60 day follow-up for cases and controls,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Participant
http://purl.obolibrary.org/obo/EUPATH_0010066,Health at 60 day follow-up visit,How is the child's health since the last study visit?,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Participant
http://purl.obolibrary.org/obo/EUPATH_0024196,Health care,,http://purl.obolibrary.org/obo/EUPATH_0024198,Reason for travel,Participant
http://purl.obolibrary.org/obo/EUPATH_0024070,Health care worker at clinic or hospital,,http://purl.obolibrary.org/obo/EUPATH_0024081,Malaria knowledge source,Participant
http://purl.obolibrary.org/obo/EUPATH_0015544,Health center,,http://purl.obolibrary.org/obo/EUPATH_0015679,Where sought diarrheal care in last 2 weeks,Participant
http://purl.obolibrary.org/obo/EUPATH_0024106,Health center,,http://purl.obolibrary.org/obo/EUPATH_0024114,Antimalarial medication source,Participant
http://purl.obolibrary.org/obo/EUPATH_0047683,Health center not open,,http://purl.obolibrary.org/obo/EUPATH_0047662,Factors contributing to not using FP,Participant
http://purl.obolibrary.org/obo/EUPATH_0051414,Health concerns,,http://purl.obolibrary.org/obo/EUPATH_0051784,Reason for not intending to use FP after birth,Participant
http://purl.obolibrary.org/obo/EUPATH_0051994,Health concerns,,http://purl.obolibrary.org/obo/EUPATH_0051980,Reason for discontinuing FP method 2,Participant
http://purl.obolibrary.org/obo/EUPATH_0052008,Health concerns,,http://purl.obolibrary.org/obo/EUPATH_0051981,Reason for discontinuing FP method 3,Participant
http://purl.obolibrary.org/obo/EUPATH_0010068,Health facility code,,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,Participant
http://purl.obolibrary.org/obo/EUPATH_0015249,Health facility for cough,Assessed at 60 day follow-up for cases and controls,http://purl.obolibrary.org/obo/EUPATH_0010395,Visited health facility,Participant
http://purl.obolibrary.org/obo/EUPATH_0015247,Health facility for diarrhea,Assessed at 60 day follow-up for cases and controls,http://purl.obolibrary.org/obo/EUPATH_0010395,Visited health facility,Participant
http://purl.obolibrary.org/obo/EUPATH_0015248,Health facility for dysentery,Assessed at 60 day follow-up for cases and controls,http://purl.obolibrary.org/obo/EUPATH_0010395,Visited health facility,Participant
http://purl.obolibrary.org/obo/EUPATH_0015250,Health facility for fever,Assessed at 60 day follow-up for cases and controls,http://purl.obolibrary.org/obo/EUPATH_0010395,Visited health facility,Participant
http://purl.obolibrary.org/obo/EUPATH_0015251,Health facility for other,Assessed at 60 day follow-up for cases and controls,http://purl.obolibrary.org/obo/EUPATH_0010395,Visited health facility,Participant
http://purl.obolibrary.org/obo/EUPATH_0050586,Health facility name,"In the past 6 months, have you consulted a health facility for this child?",http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Participant
http://purl.obolibrary.org/obo/EUPATH_0010069,Health facility name,,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,Participant
http://purl.obolibrary.org/obo/EUPATH_0050586,Health facility name,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Participant
http://purl.obolibrary.org/obo/EUPATH_0050508,Health facility visit count,How many times did you consult a health facility?,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Participant
http://purl.obolibrary.org/obo/EUPATH_0063123,Health insurance coverage,Do you have a health insurance cover?,http://purl.obolibrary.org/obo/EUPATH_0010008,Current care expenses,Participant
http://purl.obolibrary.org/obo/EUPATH_0024105,Health post,,http://purl.obolibrary.org/obo/EUPATH_0024114,Antimalarial medication source,Participant
http://purl.obolibrary.org/obo/EUPATH_0064597,Health problem associated with pregnancy,,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,Participant
http://purl.obolibrary.org/obo/EUPATH_0047685,Health provider dissuaded,,http://purl.obolibrary.org/obo/EUPATH_0047662,Factors contributing to not using FP,Participant
http://purl.obolibrary.org/obo/EUPATH_0047712,Health provider influenced choice,,http://purl.obolibrary.org/obo/EUPATH_0047703,Factors contributing to current use of LAM or breastfeeding,Participant
http://purl.obolibrary.org/obo/EUPATH_0047726,Health provider influenced choice,,http://purl.obolibrary.org/obo/EUPATH_0047717,Factors contributing to current use of calendar or rhythm,Participant
