?IRI	?label	?parentIRI	?parentLabel	?codebookDescription	?ontology_label	?definition	?ontology_parentIRI	?ontology_parentLabel
http://purl.obolibrary.org/obo/EUPATH_0020209	Anemia (hemoglobin <10 g/dL)	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Anemia defined as Hb < 10				
http://purl.obolibrary.org/obo/EUPATH_0021156	Aspartate aminotransferase	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"AST result | derived variable from \labtest\"" and corresponding \""results\"" variables | Aspartate aminotransaminase (U/L) at two months"""				
http://purl.obolibrary.org/obo/EUPATH_0021161	Calcium	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"derived variable from \labtest\"" and corresponding \""results\"" variables"""				
http://purl.obolibrary.org/obo/EUPATH_0021168	Erythrocyte sedimentation rate	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"derived variable from \labtest\"" and corresponding \""results\"" variables"""				
http://purl.obolibrary.org/obo/EUPATH_0021176	Iron	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"derived variable from \labtest\"" and corresponding \""results\"" variables"""				
http://purl.obolibrary.org/obo/EUPATH_0021215	Potassium	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"derived variable from \labtest\"" and corresponding \""results\"" variables"""				
http://purl.obolibrary.org/obo/EUPATH_0021218	Random blood sugar	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"Blood glucose result | derived variable from \labtest\"" and corresponding \""results\"" variables"""				
http://purl.obolibrary.org/obo/EUPATH_0021223	Sodium	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"derived variable from \labtest\"" and corresponding \""results\"" variables | Sodium (mmol/L) at two months"""				
http://purl.obolibrary.org/obo/EUPATH_0021225	Two-hour postprandial blood sugar	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"derived variable from \labtest\"" and corresponding \""results\"" variables"""				
http://purl.obolibrary.org/obo/EUPATH_0021230	Vitamin B12	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"derived variable from \labtest\"" and corresponding \""results\"" variables"""				
http://purl.obolibrary.org/obo/EUPATH_0023017	Fasting blood sugar	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"derived variable from \labtest\"" and corresponding \""results\"" variables"""				
http://purl.obolibrary.org/obo/EUPATH_0023035	Partial pressure of oxygen	http://purl.obolibrary.org/obo/OBI_0003040	Blood test					
http://purl.obolibrary.org/obo/EUPATH_0024317	"White blood cell count, by microscopy"	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Number of WBC counted | LM Result: Number of white blood cells on slide				
http://purl.obolibrary.org/obo/EUPATH_0024319	"White blood cell count, by microscopy, 2nd"	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Number of WBC counted				
http://purl.obolibrary.org/obo/EUPATH_0024320	"White blood cell count, by microscopy, 3rd"	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Number of WBC counted				
http://purl.obolibrary.org/obo/EUPATH_0027019	Blood tests performed	http://purl.obolibrary.org/obo/OBI_0003040	Blood test					
http://purl.obolibrary.org/obo/EUPATH_0033201	Leukocytosis	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Leukocytosis (elevated WBC)				
http://purl.obolibrary.org/obo/EUPATH_0033202	Leukopenia	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Leukopenia (low WBC)				
http://purl.obolibrary.org/obo/EUPATH_0033220	Neutrophils (%)	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	6.1d Neutrophil percent | Neutrophils				
http://purl.obolibrary.org/obo/EUPATH_0036270	Macrophage inflammatory protein 1 beta	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Macrophage Inflammatory Protein 1_ Conc  (pg/mL) | MIP1b Conc (pg/ml)				
http://purl.obolibrary.org/obo/EUPATH_0036307	Endotoxin core antibodies	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Alpha Lipopolysaccharide GMU/ml (Endocab)				
http://purl.obolibrary.org/obo/EUPATH_0036336	Retinol Binding Protein	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Retinol Binding Protein (RBP) ng/ml				
http://purl.obolibrary.org/obo/EUPATH_0036344	Soluble CD14	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	sCD14 ng/ml | Soluble CD14 measure in ng/ml				
http://purl.obolibrary.org/obo/EUPATH_0036496	Granulocyte-macrophage colony stimulating factor	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	GM-CSF Conc (pg/ml) | Granulocyte-macrophage colony-stimulating factor Conc (pg/ml)				
http://purl.obolibrary.org/obo/EUPATH_0036502	"Interleukin 12, p70"	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	IL-12p70 Conc (pg/ml)				
http://purl.obolibrary.org/obo/EUPATH_0036504	Interleukin 13	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	IL-13 Conc (pg/ml)				
http://purl.obolibrary.org/obo/EUPATH_0036521	Monocyte chemoattractant protein 1	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	MCP-1(MCAF) Conc (pg/mL) | Monocyte Chemoattractant Protein 1 (MCP-1(MCAF)) Conc (pg/mL)				
http://purl.obolibrary.org/obo/EUPATH_0038283	Abnormal electrolyte	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If serum electrolytes abnormal, specify electrolyte"				
http://purl.obolibrary.org/obo/EUPATH_0038284	Albumin measurement interpretation	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If serum albumin abnormal, specify"				
http://purl.obolibrary.org/obo/EUPATH_0038285	Albumin normal	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If serum albumin performed, whether findings were normal"				
http://purl.obolibrary.org/obo/EUPATH_0038286	Bilirubin measurement interpretation	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If bilirubin test abnormal, specify"				
http://purl.obolibrary.org/obo/EUPATH_0038287	Bilirubin normal	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If bilirubin test performed, whether findings were normal"				
http://purl.obolibrary.org/obo/EUPATH_0038288	Blood gas analysis interpretation	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If Blood gas analysis abnormal, specify"				
http://purl.obolibrary.org/obo/EUPATH_0038289	Blood gas analysis normal	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If Blood gas analysis performed, whether findings were normal"				
http://purl.obolibrary.org/obo/EUPATH_0038290	C-reactive protein measurement interpretation	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If C-reactive protein test abnormal, specify"				
http://purl.obolibrary.org/obo/EUPATH_0038291	C-reactive protein normal	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If C-reactive protein test performed, whether findings were normal"				
http://purl.obolibrary.org/obo/EUPATH_0038292	Complete blood count interpretation	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If CBC abnormal, specify"				
http://purl.obolibrary.org/obo/EUPATH_0038293	Complete blood count normal	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If CBC performed, whether findings were normal"				
http://purl.obolibrary.org/obo/EUPATH_0038294	Electrolyte panel interpretation	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If serum electrolytes abnormal, specify"				
http://purl.obolibrary.org/obo/EUPATH_0038295	Electrolyte panel normal	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If serum electrolytes performed, whether findings were normal"				
http://purl.obolibrary.org/obo/EUPATH_0038296	Erythrocyte sedimentation rate measurement interpretation	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If ESR abnormal, specify"				
http://purl.obolibrary.org/obo/EUPATH_0038297	Erythrocyte sedimentation rate normal	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If ESR performed, whether findings were normal"				
http://purl.obolibrary.org/obo/EUPATH_0038298	Liver function tests interpretation	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If liver function test abnormal, specify"				
http://purl.obolibrary.org/obo/EUPATH_0038299	Liver function tests normal	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If liver function test performed, whether findings were normal"				
http://purl.obolibrary.org/obo/EUPATH_0038300	Random blood sugar measurement interpretation	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"If random blood sugar abnormal, specify"				
http://purl.obolibrary.org/obo/EUPATH_0038301	Random blood sugar normal	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	"Ifrandom blood sugar  performed, whether findings were normal"				
http://purl.obolibrary.org/obo/EUPATH_0038302	Red blood cells	http://purl.obolibrary.org/obo/OBI_0003040	Blood test					
http://purl.obolibrary.org/obo/EUPATH_0041020	Basophils (%)	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	7.1h Basophil percent				
http://purl.obolibrary.org/obo/EUPATH_0041021	Basophils	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	7.1h Basophil count				
http://purl.obolibrary.org/obo/EUPATH_0041022	Eosinophils (%)	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	7.1g Eosinophil percent				
http://purl.obolibrary.org/obo/EUPATH_0041023	Eosinophils	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	6.1a7 Eosinophil count				
http://purl.obolibrary.org/obo/EUPATH_0041024	Lymphocytes (%)	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	6.1a5 Lymphocyte percent				
http://purl.obolibrary.org/obo/EUPATH_0041025	Lymphocytes	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	6.1a5 Lymphocyte count				
http://purl.obolibrary.org/obo/EUPATH_0041026	Monocytes (%)	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	7.1f Monocyte percent				
http://purl.obolibrary.org/obo/EUPATH_0041027	Monocytes	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	7.1f Monocyte count				
http://purl.obolibrary.org/obo/EUPATH_0041028	Neutrophils	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	7.1d Neutrophil count | Neutrophils result				
http://purl.obolibrary.org/obo/EUPATH_0042051	Alanine aminotransferase grade	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	ALT (IU/L) grade				
http://purl.obolibrary.org/obo/EUPATH_0042127	Platelets grade	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	platelets grade				
http://purl.obolibrary.org/obo/EUPATH_0042158	White blood cells grade	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	WBC grade				
http://purl.obolibrary.org/obo/EUPATH_0044112	Anemia (hemoglobin <8 g/dL)	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Anemia defined as Hb < 8				
http://purl.obolibrary.org/obo/EUPATH_0048051	Anemia (hemoglobin <10.5 g/dL)	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	M18 Anaemic HB<105g/L				
http://purl.obolibrary.org/obo/EUPATH_0049449	Bilirubin	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Bilirubin (umol/L) at two months				
http://purl.obolibrary.org/obo/EUPATH_0049451	Blood urea nitrogen	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Blood urea nitrogen (mmol/L) at two months				
http://purl.obolibrary.org/obo/EUPATH_0049453	Chloride	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Chloride (mmol/L) at two months				
http://purl.obolibrary.org/obo/EUPATH_0057508	CD4 cells	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	CD4 count (/uL)				
http://purl.obolibrary.org/obo/EUPATH_0057512	CD4 cells categorization	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	CD4 count categorization				
http://purl.obolibrary.org/obo/EUPATH_0057520	CD4 cell sample date	http://purl.obolibrary.org/obo/OBI_0003040	Blood test	Date of CD4 count. Defined as a cell count obtained 90 days before or after the moment of the OI screening.				
http://purl.obolibrary.org/obo/EUPATH_0027005	Hemoglobin measurement performed	http://purl.obolibrary.org/obo/EUPATH_0027019	Blood tests performed	"Hemoglobin measured | Sample taken for hemoglobin measurement | A2. Was hemoglobin measured? | Hemoglobin | 1.1.1 Hemoglobin | If  woman was screened for anemia at the first visit then, SYPH02_28_E2_C2=1, If  woman was not screened for anemia at the first visit then, SYPH02_28_E2_C2=2, If  was unknown if woman was screened for anemia at the first visit then, SYPH02_28_E2_C2=3 | Result code of hemocue test. | F17. Was hemoglobin measured?"				
http://purl.obolibrary.org/obo/EUPATH_0038308	Albumin measurement performed	http://purl.obolibrary.org/obo/EUPATH_0027019	Blood tests performed	serum albumin performed				
http://purl.obolibrary.org/obo/EUPATH_0038309	Bilirubin measurement performed	http://purl.obolibrary.org/obo/EUPATH_0027019	Blood tests performed	bilirubin test performed				
http://purl.obolibrary.org/obo/EUPATH_0038310	Blood gas analysis performed	http://purl.obolibrary.org/obo/EUPATH_0027019	Blood tests performed	Blood gas analysis performed				
http://purl.obolibrary.org/obo/EUPATH_0038311	C-reactive protein measurement performed	http://purl.obolibrary.org/obo/EUPATH_0027019	Blood tests performed	C-reactive protein test performed				
http://purl.obolibrary.org/obo/EUPATH_0038312	Complete blood count performed	http://purl.obolibrary.org/obo/EUPATH_0027019	Blood tests performed	CBC performed				
http://purl.obolibrary.org/obo/EUPATH_0038313	Electrolyte panel performed	http://purl.obolibrary.org/obo/EUPATH_0027019	Blood tests performed	serum electrolytes performed				
http://purl.obolibrary.org/obo/EUPATH_0038314	Erythrocyte sedimentation rate measurement performed	http://purl.obolibrary.org/obo/EUPATH_0027019	Blood tests performed	ESR performed				
http://purl.obolibrary.org/obo/EUPATH_0038315	Liver function tests performed	http://purl.obolibrary.org/obo/EUPATH_0027019	Blood tests performed	liver function test performed				
http://purl.obolibrary.org/obo/EUPATH_0038316	Random blood sugar measurement performed	http://purl.obolibrary.org/obo/EUPATH_0027019	Blood tests performed	random blood sugar performed				
http://purl.obolibrary.org/obo/EUPATH_0038438	HIV test performed	http://purl.obolibrary.org/obo/EUPATH_0038306	Blood virus testing	"If  woman was screened for HIV at the first visit then, SYPH02_30_E2_C2=1, If  woman was not screened for HIV at the first visit then, SYPH02_30_E2_C2=2, If  was unknown if woman was screened for HIV at the first visit then, SYPH02_30_E2_C2=3 | HIV test morther performed"				
http://purl.obolibrary.org/obo/EUPATH_0057522	HIV viral load measurement date	http://purl.obolibrary.org/obo/EUPATH_0038306	Blood virus testing	Date of viral load measurement				
http://purl.obolibrary.org/obo/EUPATH_0032617	"Human bocavirus, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033284	Bocaparvovirus in induced sputum	HBoV induced sputum PCR positive	presence of Human bocavirus in induced sputum by multiplex real time polymerase chain reaction assay	A virus in induced sputum datum that specifies whether Human bocavirus was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032723	"Human bocavirus, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033359	Bocaparvovirus in lung aspirate	HBoV lung aspirate PCR positive	presence of Human bocavirus in lung by multiplex real time polymerase chain reaction assay	A virus in lung datum that specifies whether Human bocavirus was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032815	"Human bocavirus, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033331	Bocaparvovirus in nasopharyngeal/oropharyngeal swabs	HBoV NP PCR positive	presence of Human bocavirus in nasopharynx or oropharynx by multiplex real time polymerase chain reaction assay	A virus in nasopharyngeal or oropharyngeal swab datum that specifies whether Human bocavirus was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0033080	"Human bocavirus, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033354	Bocaparvovirus in pleural fluid	HBoV pleural fluid PCR positive	presence of Human bocavirus in pleural fluid by multiplex real time polymerase chain reaction assay	A virus in pleural fluid datum that specifies whether Human bocavirus was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0057608	Bacteria in bone marrow	http://purl.obolibrary.org/obo/EUPATH_0057652	Bone marrow microbiology test					
http://purl.obolibrary.org/obo/EUPATH_0057620	Eukaryota in bone marrow	http://purl.obolibrary.org/obo/EUPATH_0057652	Bone marrow microbiology test					
http://purl.obolibrary.org/obo/EUPATH_0057607	Bacteria in bone	http://purl.obolibrary.org/obo/EUPATH_0057505	Bone microbiology test					
http://purl.obolibrary.org/obo/EUPATH_0057619	Eukaryota in bone	http://purl.obolibrary.org/obo/EUPATH_0057505	Bone microbiology test					
http://purl.obolibrary.org/obo/EUPATH_0032276	"Bordetella pertussis, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0032135	Bordetella in induced sputum	Bordatella induced sputum PCR positive	presence of Bordetella pertussis in induced sputum by multiplex real time polymerase chain reaction assay	A bacteria in induced sputum datum that specifies whether Bordetella pertussis was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032635	"Bordetella pertussis, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033313	Bordetella in lung aspirate	Bordatella lung aspirate PCR positive	presence of Bordetella pertussis in lung by multiplex real time polymerase chain reaction assay	A bacteria in lung datum that specifies whether Bordetella pertussis was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032735	"Bordetella pertussis, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033321	Bordetella in nasopharyngeal/oropharyngeal swabs	Bordatella NP PCR positive	presence of Bordetella pertussis in nasopharynx or oropharynx by multiplex real time polymerase chain reaction assay	A bacteria in nasopharyngeal or oropharyngeal swab datum that specifies whether Bordetella pertussis was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032995	"Bordetella pertussis, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033343	Bordetella in pleural fluid	Bordatella pleural fluid PCR positive	presence of Bordetella pertussis in pleural fluid by multiplex real time polymerase chain reaction assay	A bacteria in pleural fluid datum that specifies whether Bordetella pertussis was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0036162	Carbon dioxide at baseline	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	Baseline Reading(Carbon Dioxide (CO2) ppm) | 4b3. Carbon Dioxide (CO2) ppm				
http://purl.obolibrary.org/obo/EUPATH_0036163	Carbon dioxide at 100 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	100 minutes (Carbon Dioxide (CO2) ppm) | 4i3. Carbon Dioxide (CO2) ppm at 100 min				
http://purl.obolibrary.org/obo/EUPATH_0036164	Carbon dioxide at 120 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	120 minutes (Carbon Dioxide (CO2) ppm) | 4j3. Carbon Dioxide (CO2) ppm at 120 min				
http://purl.obolibrary.org/obo/EUPATH_0036165	Carbon dioxide at 140 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	"4k3. Carbon Dioxide (CO2) ppm at 140 min | 140 minutes (Carbon Dioxide (CO2) ppm), 999.9 = NA"				
http://purl.obolibrary.org/obo/EUPATH_0036166	Carbon dioxide at 160 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	"4l3. Carbon Dioxide (CO2) ppm at 160 min | 160 minutes (Carbon Dioxide (CO2) ppm), 999.9 = NA"				
http://purl.obolibrary.org/obo/EUPATH_0036167	Carbon dioxide at 180 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	"180 minutes (Carbon Dioxide (CO2) ppm), 999.9 = NA | 4m3. Carbon Dioxide (CO2) ppm at 180 min"				
http://purl.obolibrary.org/obo/EUPATH_0036168	Carbon dioxide at 20 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	20 minutes (Carbon Dioxide (CO2) ppm) | 4e3. Carbon Dioxide (CO2) ppm at 20 min				
http://purl.obolibrary.org/obo/EUPATH_0036169	Carbon dioxide at 40 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	4f3. Carbon Dioxide (CO2) ppm at 40 min | 40 minutes (Carbon Dioxide (CO2) ppm)				
http://purl.obolibrary.org/obo/EUPATH_0036170	Carbon dioxide at 60 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	4g3. Carbon Dioxide (CO2) ppm at 60 min | 60 minutes (Carbon Dioxide (CO2) ppm)				
http://purl.obolibrary.org/obo/EUPATH_0036171	Carbon dioxide at 80 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	4h3. Carbon Dioxide (CO2) ppm at 80 min | 80 minutes (Carbon Dioxide (CO2) ppm)				
http://purl.obolibrary.org/obo/EUPATH_0036172	Hydrogen at baseline	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	4b1. Hydrogen (H2) ppm | Baseline Reading(Hydrogen (H2) ppm )				
http://purl.obolibrary.org/obo/EUPATH_0036173	Hydrogen at 100 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	100 minutes (Hydrogen (H2) ppm ) | 4i1. Hydrogen (H2) ppm at 100 min				
http://purl.obolibrary.org/obo/EUPATH_0036174	Hydrogen at 120 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	120 minutes (Hydrogen (H2) ppm ) | 4j1. Hydrogen (H2) ppm at 120 min				
http://purl.obolibrary.org/obo/EUPATH_0036175	Hydrogen at 140 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	140 minutes (Hydrogen (H2) ppm ) | 4k1. Hydrogen (H2) ppm at 140 min				
http://purl.obolibrary.org/obo/EUPATH_0036176	Hydrogen at 160 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	160 minutes (Hydrogen (H2) ppm ) | 4l1. Hydrogen (H2) ppm at 160 min				
http://purl.obolibrary.org/obo/EUPATH_0036177	Hydrogen at 180 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	4m1. Hydrogen (H2) ppm at 180 min | 180 minutes (Hydrogen (H2) ppm )				
http://purl.obolibrary.org/obo/EUPATH_0036178	Hydrogen at 20 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	4e1. Hydrogen (H2) ppm at 20 min | 20 minutes (Hydrogen (H2) ppm )				
http://purl.obolibrary.org/obo/EUPATH_0036179	Hydrogen at 40 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	4f1. Hydrogen (H2) ppm at 40 min | 40 minutes (Hydrogen (H2) ppm )				
http://purl.obolibrary.org/obo/EUPATH_0036180	Hydrogen at 60 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	60 minutes (Hydrogen (H2) ppm ) | 4g1. Hydrogen (H2) ppm at 60 min				
http://purl.obolibrary.org/obo/EUPATH_0036181	Hydrogen at 80 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	4h1. Hydrogen (H2) ppm at 80 min | 80 minutes (Hydrogen (H2) ppm )				
http://purl.obolibrary.org/obo/EUPATH_0036182	Methane at baseline	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	4b2. Methane(CH4) ppm | Baseline Reading(Methane (CH4) ppm) (CRF Q# 4b) | Baseline Reading(Methane (CH4) ppm)				
http://purl.obolibrary.org/obo/EUPATH_0036183	Methane at 120 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	4j2. Methane (CH4) ppm at 120 min | 120 minutes (Methane (CH4) ppm)				
http://purl.obolibrary.org/obo/EUPATH_0036184	Methane at 140 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	"140 minutes (Methane (CH4) ppm ), 999.9 = NA | 4k2. Methane (CH4) ppm at 140 min"				
http://purl.obolibrary.org/obo/EUPATH_0036185	Methane at 160 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	"160 minutes (Methane (CH4) ppm), 999.9 = NA | 4l2. Methane (CH4) ppm at 160 min"				
http://purl.obolibrary.org/obo/EUPATH_0036186	Methane at 180 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	"4m2. Methane (CH4) ppm at 180 min | 180 minutes (Methane (CH4) ppm), 999.9 = NA"				
http://purl.obolibrary.org/obo/EUPATH_0036187	Methane at 20 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	20 minutes (Methane (CH4) ppm) | 4e2. Methane(CH4) ppm at 20 min				
http://purl.obolibrary.org/obo/EUPATH_0036188	Methane at 40 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	4f2. Methane (CH4) ppm at 40 min | 40 minutes (Methane (CH4) ppm)				
http://purl.obolibrary.org/obo/EUPATH_0036189	Methane at 60 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	4g2. Methane (CH4) ppm at 60 min | 60 minutes (Methane (CH4) ppm)				
http://purl.obolibrary.org/obo/EUPATH_0036190	Methane at 80 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	80 minutes (Methane (CH4) ppm) | 4h2. Methane (CH4) ppm at 80 min				
http://purl.obolibrary.org/obo/EUPATH_0036191	Methane at 100 min	http://purl.obolibrary.org/obo/EUPATH_0036030	Breath test	4i2. Methanee (CH4) ppm at 100 min | 100 minutes (Methane (CH4) ppm)				
http://purl.obolibrary.org/obo/EUPATH_0057609	Bacteria in bronchoalveolar lavage	http://purl.obolibrary.org/obo/EUPATH_0057615	Bronchoalveolar lavage microbiology test					
http://purl.obolibrary.org/obo/EUPATH_0057621	Eukaryota in bronchoalveolar lavage	http://purl.obolibrary.org/obo/EUPATH_0057615	Bronchoalveolar lavage microbiology test					
http://purl.obolibrary.org/obo/EUPATH_0032278	"Burkholderia cepacia, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032136	Burkholderia in induced sputum	Burkholderia Cepacia induced sputum culture positive	presence of Burkholderia cepacia in induced sputum	A Burkholderia cepacia in induced sputum datum that specifies whether the organism was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032277	"Burkholderia cepacia, by Gram stain"	http://purl.obolibrary.org/obo/EUPATH_0032136	Burkholderia in induced sputum	Burkholderia cepacia induced sputum culture gram strain confirmed				
http://purl.obolibrary.org/obo/EUPATH_0015315	"Campylobacter coli, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011969	Campylobacter in stool	Calculated: Campylobacter coli	presence of Campylobacter coli in feces	"A Campylobacter in feces datum that specifies whether Campylobacter coli was detected, without specifying the taxon further."		
http://purl.obolibrary.org/obo/EUPATH_0010999	"Campylobacter, by ELISA"	http://purl.obolibrary.org/obo/EUPATH_0011969	Campylobacter in stool	"Campylobacter detected using ELISA?. Use this Campylobacter variable (campy) for analysis. Per microbiology committee, use only ELISA results for analysis. Source=Calculated. 1=yes;0=no"	presence of Campylobacter in feces by enzyme-linked immunosorbent assay	A Campylobacter in feces by enzyme-linked immunosorbent assay datum that specifies whether the organism was detected.		
http://purl.obolibrary.org/obo/EUPATH_0010998	"Campylobacter, by PCR"	http://purl.obolibrary.org/obo/EUPATH_0011969	Campylobacter in stool	"Calculated: Campylobacter, any"	presence of Campylobacter in feces by polymerase chain reaction assay	A Campylobacter in feces datum that specifies whether the organism was detected by polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0015316	"Campylobacter jejuni, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011969	Campylobacter in stool	Calculated: Campylobacter jejuni	presence of Campylobacter jejuni in feces	A Campylobacter in feces datum that specifies whether Campylobacter jejuni was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015299	"Campylobacter (non-jejuni or coli), by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011969	Campylobacter in stool	Bacteria Isolated: Campylobacter (not jejuni or coli)	presence of Campylobacter non-(jejuni or coli) in feces	A Campylobacter in feces datum that specifies whether Campylobacter other than coli or jejuni was detected.		
