colOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
7,ext_bv_rvn::endtime,ext_bv_rvn,,RPM test end time,Assessed in mothers of participants  at 104 weeks.,Observation,Raven's progressive matrices,,5. Test end time (24 hour scale),,variable,
8,ext_bv_rvn::totltime,ext_bv_rvn,,RPM total test time (min),Assessed in mothers of participants  at 104 weeks.,Observation,Raven's progressive matrices,,6. Total test time (in minutes),99 = missing,variable,
9,ext_bv_rvn::rvascor,ext_bv_rvn,,RPM set A score,Raven's Progressive Matrices (RPM) set A score. Assessed in mothers of participants  at 104 weeks.,Observation,Raven's progressive matrices,,7. Total Set A score,99 = missing,variable,
10,ext_bv_rvn::rvabscor,ext_bv_rvn,,RPM set Ab score,Raven's Progressive Matrices (RPM) set Ab score. Assessed in mothers of participants  at 104 weeks.,Observation,Raven's progressive matrices,,8. Total Set AB score,99 = missing,variable,
11,ext_bv_rvn::rvbscor,ext_bv_rvn,,RPM set B score,Raven's Progressive Matrices (RPM) set B score. Assessed in mothers of participants  at 104 weeks.,Observation,Raven's progressive matrices,,9. Total Set B score,99 = missing,variable,
12,ext_bv_rvn::rvcscor,ext_bv_rvn,,RPM set C score,Raven's Progressive Matrices (RPM) set C score. Assessed in mothers of participants  at 104 weeks.,Observation,Raven's progressive matrices,,10. Total Set C score,99 = missing,variable,
13,ext_bv_rvn::rvdscor,ext_bv_rvn,,RPM set D score,Raven's Progressive Matrices (RPM) set D score. Assessed in mothers of participants  at 104 weeks.,Observation,Raven's progressive matrices,,11. Total Set D score,99 = missing,variable,
14,ext_bv_rvn::rvescor,ext_bv_rvn,,RPM set E score,Raven's Progressive Matrices (RPM) set E score. Assessed in mothers of participants  at 104 weeks.,Observation,Raven's progressive matrices,,12. Total Set E score,99 = missing,variable,
15,ext_bv_rvn::rvtotal,ext_bv_rvn,,RPM score,Assessed in mothers of participants  at 104 weeks.,Observation,Raven's progressive matrices,,"13. TOTAL RAVEN<U+2019>S SCORE 
",99 = missing,variable,
1,ext_bv_sbo::pid,ext_bv_sbo,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
2,ext_bv_sbo::sbdt,ext_bv_sbo,,Small intestine bacterial overgrowth test date,,Sample,Breath test process,,1. Date of Procedure,9/9/99 = missing,variable,
3,ext_bv_sbo::sbvn,ext_bv_sbo,BFO_0000015,Observation type,,Observation,,,2. Visit Number,13= Week 104,variable,
4,ext_bv_sbo::sbwt,ext_bv_sbo,EUPATH_0000732,Weight (kg),,Observation,,,3a. Weight of the baby in Kg,99.99 = missing,variable,
5,ext_bv_sbo::sbht,ext_bv_sbo,EUPATH_0010075,Height (cm),,Observation,,,3b. Length of baby in Cm,999.9 = missing,variable,
6,ext_bv_sbo::sbmal,ext_bv_sbo,,Weight-for-age or Weight-for-height z-score below -3,,Observation,Anthropometry,EUPATH_0000649,3c. Is the child's WAZ or WHZ <-3 SD?,,variable,
7,ext_bv_sbo::sbintk,ext_bv_sbo,,Hours since last oral intake ,Assessed at 104 weeks.,Sample,Breath test process,,4a. Number of hours since last oral intake (other than water),9.9 = missing,variable,
8,ext_bv_sbo::sbhbs,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4b1. Hydrogen (H2) ppm,999.9 = missing,variable,see lab test template
9,ext_bv_sbo::sbchbs,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4b2. Methane(CH4) ppm,999.9 = missing,variable,see lab test template
10,ext_bv_sbo::sbcobs,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4b3. Carbon Dioxide (CO2) ppm,999.9 = missing,variable,see lab test template
11,ext_bv_sbo::sbglugm,ext_bv_sbo,,Glucose administered for breath test (mL),Glucose was administered at 5 mL/kg. Assessed at 104 weeks.,Sample,Breath test process,,4c. Amount of glucose administered in  ml(5ml/kg),99:99 = Missing,variable,
13,ext_bv_sbo::sbh20,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4e1. Hydrogen (H2) ppm at 20 min,999.9 = missing,variable,see lab test template
14,ext_bv_sbo::sbch20,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4e2. Methane(CH4) ppm at 20 min,999.9 = missing,variable,see lab test template
15,ext_bv_sbo::sbco20,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4e3. Carbon Dioxide (CO2) ppm at 20 min,999.9 = missing,variable,see lab test template
16,ext_bv_sbo::sbh40,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4f1. Hydrogen (H2) ppm at 40 min,999.9 = missing,variable,see lab test template
17,ext_bv_sbo::sbch40,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4f2. Methane (CH4) ppm at 40 min,999.9 = missing,variable,see lab test template
18,ext_bv_sbo::sbco40,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4f3. Carbon Dioxide (CO2) ppm at 40 min,999.9 = missing,variable,see lab test template
19,ext_bv_sbo::sbh60,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4g1. Hydrogen (H2) ppm at 60 min,999.9 = missing,variable,see lab test template
20,ext_bv_sbo::sbch60,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4g2. Methane (CH4) ppm at 60 min,999.9 = missing,variable,see lab test template
21,ext_bv_sbo::sbco60,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4g3. Carbon Dioxide (CO2) ppm at 60 min,999.9 = missing,variable,see lab test template
22,ext_bv_sbo::sbh80,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4h1. Hydrogen (H2) ppm at 80 min,999.9 = missing,variable,see lab test template
23,ext_bv_sbo::sbch80,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4h2. Methane (CH4) ppm at 80 min,999.9 = missing,variable,see lab test template
24,ext_bv_sbo::sbco80,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4h3. Carbon Dioxide (CO2) ppm at 80 min,999.9 = missing,variable,see lab test template
25,ext_bv_sbo::sbh100,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4i1. Hydrogen (H2) ppm at 100 min,999.9 = missing,variable,see lab test template
26,ext_bv_sbo::sbch100,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4i2. Methanee (CH4) ppm at 100 min,999.9 = missing,variable,see lab test template
27,ext_bv_sbo::sbco100,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4i3. Carbon Dioxide (CO2) ppm at 100 min,999.9 = missing,variable,see lab test template
28,ext_bv_sbo::sbh120,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4j1. Hydrogen (H2) ppm at 120 min,999.9 = missing,variable,see lab test template
29,ext_bv_sbo::sbch120,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4j2. Methane (CH4) ppm at 120 min,999.9 = missing,variable,see lab test template
30,ext_bv_sbo::sbco120,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4j3. Carbon Dioxide (CO2) ppm at 120 min,999.9 = missing,variable,see lab test template
31,ext_bv_sbo::sbh140,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4k1. Hydrogen (H2) ppm at 140 min,999.9 = missing,variable,see lab test template
32,ext_bv_sbo::sbch140,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4k2. Methane (CH4) ppm at 140 min,999.9 = missing,variable,see lab test template
33,ext_bv_sbo::sbco140,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4k3. Carbon Dioxide (CO2) ppm at 140 min,999.9 = missing,variable,see lab test template
34,ext_bv_sbo::sbh160,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4l1. Hydrogen (H2) ppm at 160 min,999.9 = missing,variable,see lab test template
35,ext_bv_sbo::sbch160,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4l2. Methane (CH4) ppm at 160 min,999.9 = missing,variable,see lab test template
36,ext_bv_sbo::sbco160,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4l3. Carbon Dioxide (CO2) ppm at 160 min,999.9 = missing,variable,see lab test template
37,ext_bv_sbo::sbh180,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4m1. Hydrogen (H2) ppm at 180 min,999.9 = missing,variable,see lab test template
38,ext_bv_sbo::sbch180,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4m2. Methane (CH4) ppm at 180 min,999.9 = missing,variable,see lab test template
39,ext_bv_sbo::sbco180,ext_bv_sbo,,,Assessed at 104 weeks.,Sample,,,4m3. Carbon Dioxide (CO2) ppm at 180 min,999.9 = missing,variable,see lab test template
40,ext_bv_sbo::sboutcm,ext_bv_sbo,,Hydrogen breath testing completed,Assessed at 104 weeks.,Sample,Breath test process,,5a. What was the outcome of today<U+2019>s      procedure?,"1 = Procedure complete, 2 = Child ineligible due to WAZ or WHZ < -3 SD, 3 = Child unable to complete procedure, 4 = Mother or caretaker refusal to complete procedure, 5 = Procedure incomplete due to equipment failure, 6 = Procedure incomplete per PI or staff discretion,7 = Other;
9 = Missing",variable,
42,ext_bv_sbo::sboyes,ext_bv_sbo,,Small intestine bacterial overgrowth,SIBO present (>12 ppm increase in H2 over baseline value on any subsequent value). Assessed at 104 weeks.,Observation,Diagnosis,OGMS_0000073,6a. SIBO present (>12 ppm increase in H2 over baseline value on any subsequent value),1= Yes; 2= No;9=Not applicable,variable,
43,ext_bv_sbo::sbotreat,ext_bv_sbo,,Small intestine bacterial overgrowth treatment,A 14 day course of trimethoprim-sulfamethoxazole and metronidazole was provided for SIBO. Assessed at 104 weeks.,Observation,Treatment,OGMS_0000090,6b. Treatment provided,1= Yes; 2= No;9=Not applicable,variable,
1,ext_bv_ses::pid,ext_bv_ses,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
2,ext_bv_ses::dov,ext_bv_ses,EUPATH_0021085,Household data collection date,,Household,,,1. Date of assessment,,variable,
3,ext_bv_ses::hmem,ext_bv_ses,EUPATH_0000019,Persons living in house,,Household,,,2. How many members are in your household?,,variable,
4,ext_bv_ses::clive,ext_bv_ses,,Living children (count),Number of living children that the participant's mother has.,Participant,Individuals related to participant,EUPATH_0010037,2a. Number of living children,,variable,
5,ext_bv_ses::bodr,ext_bv_ses,,Birth number,Birth order of enrolled child.,Participant,Individuals related to participant,EUPATH_0010037,2b. Birth order of enrolled child,,variable,
6,ext_bv_ses::sb5y,ext_bv_ses,,Siblings <5 years count,Number of siblings the participant has that are under 5 years old.,Participant,Individuals related to participant,EUPATH_0010037,2c. Number of siblings under 5 years,,variable,
7,ext_bv_ses::lvhh,ext_bv_ses,EUPATH_0000377,Years living in dwelling,0 indicates they have lived there less than 1 year.,Household,,,3. How long have you lived in current household in years?,,variable,
8,ext_bv_ses::room,ext_bv_ses,EUPATH_0011593,Room count,,Household,,,4. Number of rooms in current household,,variable,
9,ext_bv_ses::pepl,ext_bv_ses,EUPATH_0000714,Persons sleeping in dwelling,,Household,,,5. Number of people usually sleeping in household,,variable,
10,ext_bv_ses::fam,ext_bv_ses,,Family type,,Household,Socioeconomic factors,EUPATH_0000304,6. Family Type,1=Nuclear; 2= Joint,variable,
11,ext_bv_ses::dwkr,ext_bv_ses,,Domestic workers,Household has domestic workers (maid).,Household,Socioeconomic factors,EUPATH_0000304,7. Household domestic workers (maid),1=Yes; 2=No;,variable,
12,ext_bv_ses::fedu,ext_bv_ses,,Father's education level,,Participant,Individuals related to participant,EUPATH_0010037,8a. Father education,Refer BV_SESCODES.xls for codes,variable,
13,ext_bv_ses::medu,ext_bv_ses,,Mother's education level,,Participant,Individuals related to participant,EUPATH_0010037,8b. Mother education,Refer BV_SESCODES.xls for codes,variable,
14,ext_bv_ses::focc,ext_bv_ses,,Father's occupation,,Participant,Individuals related to participant,EUPATH_0010037,9a. Father Occupation,"Refer BV_SESCODES.xls for codes, 99= missing",variable,
15,ext_bv_ses::mocc,ext_bv_ses,,Mother's occupation,,Participant,Individuals related to participant,EUPATH_0010037,9b. Mother Occupation,"Refer BV_SESCODES.xls for codes, 99= missing",variable,
16,ext_bv_ses::hown,ext_bv_ses,EUPATH_0000383,Home ownership,,Household,,,10. Do you own the house you live in?,1=Yes; 2=No;,variable,
17,ext_bv_ses::inco,ext_bv_ses,EUPATH_0000727,Family income (local currency),,Household,,,11a. Total Monthly  Income (in Taka),,variable,
18,ext_bv_ses::exp,ext_bv_ses,,Family expenditures (local currency),"Based on household rent (considered 0 if the family owns the home), expenditures on things like food, cloths, utility bills, and other expenditures like festivals, medical care, education, and gifts.",Household,Socioeconomic factors,EUPATH_0000304,11b. TotalMonthly Expenditure (in Taka),,variable,
19,ext_bv_ses::flor,ext_bv_ses,EUPATH_0000006,Floor material,,Household,,,12. What is the principal type of flooring in your dwelling?,1= Earth; 2= bamboo/Wood; 3= Cement;,variable,
20,ext_bv_ses::wall,ext_bv_ses,EUPATH_0000009,Wall material,,Household,,,13. What is the principal wall material in your house?,"1= Bamboo/cane/ straw; 2= Rudimentary walls (Mud) or Mixed with mud; 3= Tin; 4= Bricks, cement blocks, concrete walls",variable,
21,ext_bv_ses::roof,ext_bv_ses,EUPATH_0000003,Roof material,,Household,,,14. What is the principal roofing material in your house?,1= Natural material roofing (straw);  2= Rudimentary roofing (Poly-thene or Mixed with mud);  3= Finished roof; 4= Tin,variable,
22,ext_bv_ses::elec,ext_bv_ses,EUPATH_0021084,Electricity,,Household,,,15a1. In your dwelling is there: Electricity,1=Yes; 2=No;,value,
23,ext_bv_ses::gas,ext_bv_ses,,Cooking gas,,Household,Assets,EUPATH_0000144,15a2. In your dwelling is there: Cooking Gas,1=Yes; 2=No;,value,
24,ext_bv_ses::phon,ext_bv_ses,ENVO_01000580,Telephone (mobile or non-mobile),,Household,,,15a3. In your dwelling is there: Telephone/Mobile,1=Yes; 2=No;,value,
25,ext_bv_ses::almr,ext_bv_ses,,Almeria (steel cabinet),,Household,Assets,EUPATH_0000144,15b1. In your dwelling is there Furniture: Almeria,1=Yes; 2=No;,value,
26,ext_bv_ses::tabl,ext_bv_ses,ENVO_01000584,Table,,Household,,,15b2. In your dwelling is there Furniture: Table,1=Yes; 2=No;,value,
27,ext_bv_ses::chair,ext_bv_ses,ENVO_01000586,Chair,,Household,,,15b3. In your dwelling is there Furniture: Chair,1=Yes; 2=No;,value,
28,ext_bv_ses::bench,ext_bv_ses,,Bench,,Household,Assets,EUPATH_0000144,15b4. In your dwelling is there Furniture: Bench,1=Yes; 2=No;,value,
29,ext_bv_ses::clock,ext_bv_ses,,Watch or clock,,Household,Assets,EUPATH_0000144,15b5. In your dwelling is there Furniture: Watch or Clock,1=Yes; 2=No;,value,
30,ext_bv_ses::bed,ext_bv_ses,,Cot or bed,,Household,Assets,EUPATH_0000144,15b6. In your dwelling is there Furniture: Cot or Bed,1=Yes; 2=No;,value,
31,ext_bv_ses::radio,ext_bv_ses,ENVO_01000577,Radio,,Household,,,15b7. In your dwelling is there Furniture: Working radio,1=Yes; 2=No;,value,
32,ext_bv_ses::tv,ext_bv_ses,ENVO_01000579,Television,,Household,,,15b8. In your dwelling is there Furniture:Working TV,1=Yes; 2=No;,value,
33,ext_bv_ses::bcycl,ext_bv_ses,ENVO_01000614,Bicycle,,Household,,,15b9. In your dwelling is there Furniture:Bi-cycle,1=Yes; 2=No;,value,
34,ext_bv_ses::mcycl,ext_bv_ses,ENVO_01000615,Motorcycle or scooter,,Household,,,15b10. In your dwelling is there Furniture: Motor-cycle,1=Yes; 2=No;,value,
35,ext_bv_ses::sewm,ext_bv_ses,,Sewing machine,,Household,Assets,EUPATH_0000144,15b11. In your dwelling is there Furniture: Sewing machine,1=Yes; 2=No;,value,
36,ext_bv_ses::fan,ext_bv_ses,,Fan,,Household,Assets,EUPATH_0000144,15b12. In your dwelling is there Furniture: Fan,1=Yes; 2=No;,value,
37,ext_bv_ses::news,ext_bv_ses,,Household member reads newspaper,,Participant,Individuals related to participant,EUPATH_0010037,16a.  Do you read newspaper?,1 = Regular;  2 = Irregular ly;  3=No,variable,
38,ext_bv_ses::mmed,ext_bv_ses,,Household member listens to or watches radio or TV,,Participant,Individuals related to participant,EUPATH_0010037,16b. Do you listen / watch Radio or TV?,1 = Regular;  2 = Irregular ly ; 3 = No,variable,
39,ext_bv_ses::watr,ext_bv_ses,ENVO_00003064,Drinking water source,,Household,,,17. What is the principal source of household DRINKING WATER?,"1 = Municipality supply/piped water ; 2 = Own arrangement by pump; 3 = Tube well; 4 = Well/Pond/Canal        
surface water",variable,
40,ext_bv_ses::toil,ext_bv_ses,EUPATH_0000335,Human waste facilities,,Household,,,18. What is the principal type of TOILET facility used by members of your household?,"1 = Septic tank or toilet
2 = Water-sealed or slab latrine
3 = Pit latrine
4 = Open latrine
5 = Hanging latrine
6 = Bush, field as latrine",variable,
41,ext_bv_ses::hhfd,ext_bv_ses,,Food availabilty,,Household,Food security,EUPATH_0011683,"19. In terms of household food availability, how do you classify your household?",1 = Deficit in whole year;  2 = Sometimes deficit;  3 = Neither deficit nor surplus;  4 = Surplus,variable,
42,ext_bv_ses::agfd,ext_bv_ses,,Before feeding infant,,Household,Hand washing material,EUPATH_0010400,20a1. Type of Agent before feeding infant,"1 = Water, 2 = Mud, 3 = Ash, 4 = Soap, 5 = Other, 9=None",value,
43,ext_bv_ses::hwfd,ext_bv_ses,,Before feeding infant,,Household,Hand washed,,20a1.How before feeding infant,"1 = Left hand, 2 = Right hand, 3 = Both Hands, 9=None",value,
44,ext_bv_ses::surfd,ext_bv_ses,,Before feeding infant,,Household,Hand washing water source,,20a1.Source of Water before feeding infant,"1 = Municipality supply, 2 = Own Arrangement by plastic pipe, 3 = Tube well,4 = Well/Pond/Canal, 9=None",value,
45,ext_bv_ses::ageat,ext_bv_ses,,Before feeding self,,Household,Hand washing material,EUPATH_0010400,20b1.Type of Agent before feeding self,"1 = Water, 2 = Mud, 3 = Ash, 4 = Soap, 5 = Other, 9=None",value,
46,ext_bv_ses::hweat,ext_bv_ses,,Before feeding self,,Household,Hand washed,,20b1.How before feeding self,"1 = Left hand, 2 = Right hand, 3 = Both Hands, 9=None",value,
47,ext_bv_ses::suret,ext_bv_ses,,Before feeding self,,Household,Hand washing water source,,20b1.Source of Water before feeding self,"1 = Municipality supply, 2 = Own Arrangement by plastic pipe, 3 = Tube well,4 = Well/Pond/Canal, 9=None",value,
48,ext_bv_ses::agdef,ext_bv_ses,,After defecating,,Household,Hand washing material,EUPATH_0010400,20c1. Type of Agent after defecating (self),"1 = Water, 2 = Mud, 3 = Ash, 4 = Soap, 5 = Other, 9=None",value,
49,ext_bv_ses::hwdef,ext_bv_ses,,After defecating,,Household,Hand washed,,20c1. How after defecating (self),"1 = Left hand, 2 = Right hand, 3 = Both Hands, 9=None",value,
50,ext_bv_ses::surdf,ext_bv_ses,,After defecating,,Household,Hand washing water source,,20c1. Source of Water after defecating (self),"1 = Municipality supply, 2 = Own Arrangement by plastic pipe, 3 = Tube well,4 = Well/Pond/Canal, 9=None",value,
51,ext_bv_ses::agbot,ext_bv_ses,,Before cleaning infant's bottle,,Household,Hand washing material,EUPATH_0010400,20d1. Type of Agent before cleaning infant's bottle,"1 = Water, 2 = Mud, 3 = Ash, 4 = Soap, 5 = Other, 9=None",value,
52,ext_bv_ses::hwbot,ext_bv_ses,,Before cleaning infant's bottle,,Household,Hand washed,,20d1. How before cleaning infant's bottle,"1 = Left hand, 2 = Right hand, 3 = Both Hands, 9=None",value,
53,ext_bv_ses::surbt,ext_bv_ses,,Before cleaning infant's bottle,,Household,Hand washing water source,,20d1. Source of Water before cleaning infant's bottle,"1 = Municipality supply, 2 = Own Arrangement by plastic pipe, 3 = Tube well,4 = Well/Pond/Canal, 9=None",value,
54,ext_bv_ses::aganu,ext_bv_ses,,After cleaning infant's anus,,Household,Hand washing material,,20e1. Type of Agent after cleaning infant's anus,"1 = Water, 2 = Mud, 3 = Ash, 4 = Soap, 5 = Other, 9=None",value,
55,ext_bv_ses::hwanu,ext_bv_ses,,After cleaning infant's anus,,Household,Hand washed,,20e1. How after cleaning infant's anus,"1 = Left hand, 2 = Right hand, 3 = Both Hands, 9=None",value,
56,ext_bv_ses::suran,ext_bv_ses,,After cleaning infant's anus,,Household,Hand washing water source,,20e1. Source of Water after cleaning infant's anus,"1 = Municipality supply, 2 = Own Arrangement by plastic pipe, 3 = Tube well,4 = Well/Pond/Canal, 9=None",value,
,,,EUPATH_0010400,Hand washing material,,Household,Hygiene,EUPATH_0000686,,,multifilter,
,,,,Hand washed,,Household,Hygiene,EUPATH_0000686,,,multifilter,
,,,,Hand washing water source,,Household,Hygiene,EUPATH_0000686,,,multifilter,
57,ext_bv_ses::watrt,ext_bv_ses,EUPATH_0010108,Drinking water treatment,,Household,,,21. Water treatment methods used,1 = None  2 = Let it stand and settle; 3 = Water filter; 4 = Solar disinfection; 5 = Boil; 6 = Strain through cloth; 7 = Add bleach/ chlorine;,variable,
58,ext_bv_ses::tshar,ext_bv_ses,,Shared human waste facilities,Toilet facility shared with other households,Household,Waste disposal,EUPATH_0000596,22. Toilet facility shared with other households,1=Yes; 2=No,variable,
59,ext_bv_ses::nail,ext_bv_ses,,Maternal nail cutting frequency,,Household,Hygiene,EUPATH_0000686,23. Frequency of nail cutting of mother,"1 = Once in a week, 2 = Twice in a month; 3 = Once in a month; 4 = Once in Quarter",variable,
60,ext_bv_ses::ckpl,ext_bv_ses,EUPATH_0000381,Kitchen location,,Household,,,24. Place for cooking for household,"1 = inside house, 2 = separate building; 3 = outdoors; 4 = other",variable,
61,ext_bv_ses::fuel,ext_bv_ses,EUPATH_0000023,Cooking fuel,,Household,,,25. Type of cooking fuel,"1 = Gas, 2 = electric stove; 3 = wood stove; 4= Kerosene oil stove; 5 = Animal dung; 6 = Garments products",variable,
62,ext_bv_ses::drain,ext_bv_ses,,Open drain,,Household,Dwelling environment,EUPATH_0010032,26. Open drain beside your house,1=Yes; 2=No;,variable,
1,ext_lab_bv_abo::pid,ext_lab_bv_abo,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
3,ext_lab_bv_abo::abo,ext_lab_bv_abo,,ABO blood group,,Participant,Participant genotype,EUPATH_0000306,Blood group,,variable,
4,ext_lab_bv_abo::rh,ext_lab_bv_abo,,Rh blood group,,Participant,Participant genotype,EUPATH_0000306,rhesus macques postive status,,variable,
1,ext_lab_bv_act::pid,ext_lab_bv_act,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
5,ext_lab_bv_act::vstnum,ext_lab_bv_act,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_act::specdt,ext_lab_bv_act,EUPATH_0033147,Blood sample collection date,,Observation,,,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_act::actvina,ext_lab_bv_act,,,"Assessed at 6, 40, and 104 weeks.",Sample,,,Activin A result pg/mL,0 ( <125 pg/ml) =below detectable limit; -9 = Missing,variable,see lab test template
1,ext_lab_bv_ala::pid,ext_lab_bv_ala,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
4,ext_lab_bv_ala::spectype,ext_lab_bv_ala,EUPATH_0010869,Stool type,,Sample,,,Specimen type,,variable,
5,ext_lab_bv_ala::vstnum,ext_lab_bv_ala,BFO_0000015,Observation type,,Observation,,,Visit number,,variable,
8,ext_lab_bv_ala::specdt,ext_lab_bv_ala,,Stool collection date,,Sample,Stool sample collection process,EUPATH_0010039,Date of Specimen Collection dd/mm/yy,,variable,
10,ext_lab_bv_ala::ala,ext_lab_bv_ala,,,"Assessed at 12, 24, and 40 weeks.",Sample,,,Alpha-1- anti trypsin result mg/g, '-9 = Missing,variable,see lab test template
1,ext_lab_bv_bml_st::pid,ext_lab_bv_bml_st,EUPATH_0000095,Participant ID,,Participant,,,Child Identification,,variable,
2,ext_lab_bv_bml_st::doc,ext_lab_bv_bml_st,,Maternal breast milk sample collection date,Collected at 6 weeks.,Sample,Maternal breast milk sample collection process,,DOC,,variable,
6,ext_lab_bv_bml_st::cap,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Capric,C10:0,variable,see lab test template
7,ext_lab_bv_bml_st::lau,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Lauric,C12:0,variable,see lab test template
8,ext_lab_bv_bml_st::myr,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Myristic,C14:0,variable,see lab test template
9,ext_lab_bv_bml_st::pal,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Palmitic,C16:0,variable,see lab test template
10,ext_lab_bv_bml_st::pla,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Palmitelaidic,C16:1n7t,variable,see lab test template
11,ext_lab_bv_bml_st::ple,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Palmitoleic,C16:1n7,variable,see lab test template
12,ext_lab_bv_bml_st::ste,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Stearic,C18:0,variable,see lab test template
13,ext_lab_bv_bml_st::ela,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Elaidic,C18:1t,variable,see lab test template
14,ext_lab_bv_bml_st::ole,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Oleic,C18:1n9,variable,see lab test template
15,ext_lab_bv_bml_st::lla,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Linoelaidic,C18:2n6t,variable,see lab test template
16,ext_lab_bv_bml_st::la,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Linoleic,C18:2n6,variable,see lab test template
17,ext_lab_bv_bml_st::ara,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Arachidic,C20:0,variable,see lab test template
18,ext_lab_bv_bml_st::gla,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,gamma-Linolenic,C18:3n6,variable,see lab test template
19,ext_lab_bv_bml_st::eic9,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Eicosenoic,C20:1n9,variable,see lab test template
20,ext_lab_bv_bml_st::ala,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Arachidic,C20:0,variable,see lab test template
21,ext_lab_bv_bml_st::eda,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Eicosadienoic,C20:2n6,variable,see lab test template
22,ext_lab_bv_bml_st::beh,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Behenic,C22:0,variable,see lab test template
23,ext_lab_bv_bml_st::dgla,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Dihomo-g-linolenic,C20:3n6,variable,see lab test template
24,ext_lab_bv_bml_st::aa,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Arachidonic,C20:4n6,variable,see lab test template
25,ext_lab_bv_bml_st::lig,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Lignoceric,C24:0,variable,see lab test template
26,ext_lab_bv_bml_st::epa,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Eicosapentaenoic,C20:5n3,variable,see lab test template
27,ext_lab_bv_bml_st::ner,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Nervonic,C24:1n9,variable,see lab test template
28,ext_lab_bv_bml_st::dta,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Docosatetraenoic,C22:4n6,variable,see lab test template
29,ext_lab_bv_bml_st::dpa6,ext_lab_bv_bml_st,,,Assessed at 6 weeks.,Sample,,,Docosapentaenoic - n6,C22:5n6,variable,see lab test template
