variable,dataFile,codebookDescription,suggested_IRI,suggested_label,parent_in_ontology,parent_IRI,score,,
ctr3_consult,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for consultation at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0015011,None of the above,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,22.698147,,
ctr3_consult,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for consultation at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,22.409664,,
ctr3_consult,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for consultation at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0015112,Asking for donations outside the household,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,22.409664,,
ctr3_diag,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010257,"3rd choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,33.971817,,
ctr3_diag,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010258,"3rd choice hospital or health center, transport expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,33.971817,,
ctr3_diag,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010167,3rd choice hospital or health center,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,32.019493,,
ctr3_diag,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010253,"1st choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,24.090578,,
ctr3_diag,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010254,"1st choice hospital or health center, transport expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,24.090578,,
ctr3_diag,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010255,"2nd choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,24.090578,,
ctr3_diag,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010256,"2nd choice hospital or health center, transport expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,24.090578,,
ctr3_diag,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0015011,None of the above,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,22.698147,,
ctr3_diag,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,22.409664,,
ctr3_diag,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0015112,Asking for donations outside the household,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,22.409664,,
ctr3_drug,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010257,"3rd choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,33.971817,,
ctr3_drug,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010258,"3rd choice hospital or health center, transport expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,33.971817,,
ctr3_drug,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010167,3rd choice hospital or health center,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,32.019493,,
ctr3_drug,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010253,"1st choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,24.090578,,
ctr3_drug,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010254,"1st choice hospital or health center, transport expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,24.090578,,
ctr3_drug,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010255,"2nd choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,24.090578,,
ctr3_drug,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010256,"2nd choice hospital or health center, transport expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,24.090578,,
ctr3_drug,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0015011,None of the above,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,22.698147,,
ctr3_drug,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,22.409664,,
ctr3_drug,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0015112,Asking for donations outside the household,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,22.409664,,
ctr3_othr,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010257,"3rd choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,33.971817,,
ctr3_othr,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010258,"3rd choice hospital or health center, transport expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,33.971817,,
ctr3_othr,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010167,3rd choice hospital or health center,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,32.019493,,
ctr3_othr,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010253,"1st choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,24.090578,,
ctr3_othr,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010254,"1st choice hospital or health center, transport expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,24.090578,,
ctr3_othr,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010255,"2nd choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,24.090578,,
ctr3_othr,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010256,"2nd choice hospital or health center, transport expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,24.090578,,
ctr3_othr,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0015011,None of the above,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,22.698147,,
ctr3_othr,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,22.409664,,
ctr3_othr,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0015112,Asking for donations outside the household,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,22.409664,,
ctr3_total,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the \""Total\"" boxes only if the respondent cannot break down the expenses. DO NOT calculate \""total\"" from all the columns.""",http://purl.obolibrary.org/obo/EUPATH_0015011,None of the above,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,51.746346,,
ctr3_total,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the \""Total\"" boxes only if the respondent cannot break down the expenses. DO NOT calculate \""total\"" from all the columns.""",http://purl.obolibrary.org/obo/EUPATH_0010257,"3rd choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,49.88869,,
ctr3_total,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the \""Total\"" boxes only if the respondent cannot break down the expenses. DO NOT calculate \""total\"" from all the columns.""",http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,40.573868,,
ctr3_total,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the \""Total\"" boxes only if the respondent cannot break down the expenses. DO NOT calculate \""total\"" from all the columns.""",http://purl.obolibrary.org/obo/EUPATH_0015112,Asking for donations outside the household,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,40.573868,,
ctr3_total,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the \""Total\"" boxes only if the respondent cannot break down the expenses. DO NOT calculate \""total\"" from all the columns.""",http://purl.obolibrary.org/obo/EUPATH_0010253,"1st choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,40.007458,,
ctr3_total,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the \""Total\"" boxes only if the respondent cannot break down the expenses. DO NOT calculate \""total\"" from all the columns.""",http://purl.obolibrary.org/obo/EUPATH_0010255,"2nd choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,40.007458,,
ctr3_total,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the \""Total\"" boxes only if the respondent cannot break down the expenses. DO NOT calculate \""total\"" from all the columns.""",http://purl.obolibrary.org/obo/EUPATH_0000358,Additional job in the past month,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,38.917416,,
ctr3_total,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the \""Total\"" boxes only if the respondent cannot break down the expenses. DO NOT calculate \""total\"" from all the columns.""",http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,38.917416,,
ctr3_total,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the \""Total\"" boxes only if the respondent cannot break down the expenses. DO NOT calculate \""total\"" from all the columns.""",http://purl.obolibrary.org/obo/EUPATH_0010356,Symptoms in the last 7 days,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,38.917416,,
ctr3_total,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the \""Total\"" boxes only if the respondent cannot break down the expenses. DO NOT calculate \""total\"" from all the columns.""",http://purl.obolibrary.org/obo/EUPATH_0015428,1st day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,38.643497,,
ctr3_trnsprt,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010257,"3rd choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,36.07958,,
ctr3_trnsprt,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010258,"3rd choice hospital or health center, transport expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,36.07958,,
ctr3_trnsprt,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010167,3rd choice hospital or health center,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,34.479233,,
ctr3_trnsprt,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010253,"1st choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,26.198343,,
ctr3_trnsprt,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010254,"1st choice hospital or health center, transport expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,26.198343,,
ctr3_trnsprt,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010255,"2nd choice hospital or health center, total expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,26.198343,,
ctr3_trnsprt,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010256,"2nd choice hospital or health center, transport expenses",Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,26.198343,,
ctr3_trnsprt,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010155,1st choice hospital or health center,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,23.499737,,
ctr3_trnsprt,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0010161,2nd choice hospital or health center,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,23.499737,,
ctr3_trnsprt,gems1_huas_data.sas7bdat,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from hospital/center of 3rd choice. Only complete part F if the answer to E29 is \yes\"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.""",http://purl.obolibrary.org/obo/EUPATH_0015011,None of the above,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,22.698147,,
dad_live,gems1_huas_data.sas7bdat,B10: Household information. Where does the child's father live.,http://purl.obolibrary.org/obo/EUPATH_0000087,Household information,Host information,http://purl.obolibrary.org/obo/EUPATH_0000589,13.608846,,
dad_live,gems1_huas_data.sas7bdat,B10: Household information. Where does the child's father live.,http://purl.obolibrary.org/obo/EUPATH_0000431,Where treated,Days since last malaria diagnosis,http://purl.obolibrary.org/obo/EUPATH_0000427,9.28605,,
dad_live,gems1_huas_data.sas7bdat,B10: Household information. Where does the child's father live.,http://purl.obolibrary.org/obo/EUPATH_0000584,Child's diet,Human or Animal,http://purl.obolibrary.org/obo/EUPATH_0000612,8.638325,,
dad_live,gems1_huas_data.sas7bdat,B10: Household information. Where does the child's father live.,http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,8.188771,,
dad_live,gems1_huas_data.sas7bdat,B10: Household information. Where does the child's father live.,http://purl.obolibrary.org/obo/EUPATH_0015112,Asking for donations outside the household,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,8.188771,,
dad_live,gems1_huas_data.sas7bdat,B10: Household information. Where does the child's father live.,http://purl.obolibrary.org/obo/EUPATH_0000676,Father's residence,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,8.048238,,
dad_live,gems1_huas_data.sas7bdat,B10: Household information. Where does the child's father live.,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,Sample source,http://purl.obolibrary.org/obo/EUPATH_0000611,7.6385612,,
dad_live,gems1_huas_data.sas7bdat,B10: Household information. Where does the child's father live.,http://purl.obolibrary.org/obo/EUPATH_0000589,Host information,Sample source,http://purl.obolibrary.org/obo/EUPATH_0000611,7.6385612,,
dad_live,gems1_huas_data.sas7bdat,B10: Household information. Where does the child's father live.,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,7.6385612,,
dad_live,gems1_huas_data.sas7bdat,B10: Household information. Where does the child's father live.,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,7.6385612,,
dayseek,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E32: Health care utilization. On what day of the child's diarrhea did you seek care t the sentinel hospital/health center. Skip if q31_sentinel=2/3/99. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015433,Last day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,36.937798,,
dayseek,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E32: Health care utilization. On what day of the child's diarrhea did you seek care t the sentinel hospital/health center. Skip if q31_sentinel=2/3/99. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015428,1st day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,34.311096,,
dayseek,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E32: Health care utilization. On what day of the child's diarrhea did you seek care t the sentinel hospital/health center. Skip if q31_sentinel=2/3/99. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010173,Other hospital or health center,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,25.146421,,
dayseek,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E32: Health care utilization. On what day of the child's diarrhea did you seek care t the sentinel hospital/health center. Skip if q31_sentinel=2/3/99. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010155,1st choice hospital or health center,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,23.046822,,
