variable	variable2	values	mappedTerm	valueOrder
household level data 25m survey_final::llincatpp	household level data 25m survey_final::llincatpp	1	Olyset	""
household level data 25m survey_final::llincatpp	household level data 25m survey_final::llincatpp	2	Olyset Plus	""
household level data 25m survey_final::llincatpp	household level data 25m survey_final::llincatpp	3	PermaNet 2.0	""
household level data 25m survey_final::llincatpp	household level data 25m survey_final::llincatpp	4	PermaNet 3.0	""
household level data 25m survey_final::burnyn	household level data 25m survey_final::burnyn	-9	Missing	""
household level data 25m survey_final::burnyn	household level data 25m survey_final::burnyn	No	No	""
household level data 25m survey_final::burnyn	household level data 25m survey_final::burnyn	Yes	Yes	""
household level data 25m survey_final::whatburn	household level data 25m survey_final::whatburn	-9	:::UNDEF:::	""
household level data 25m survey_final::whatburn	household level data 25m survey_final::whatburn	Coil	Coil	""
household level data 25m survey_final::whatburn	household level data 25m survey_final::whatburn	Herbs	Herbs	""
household level data 25m survey_final::whatburn	household level data 25m survey_final::whatburn	Other	Other	""
household level data 25m survey_final::whatburnother	household level data 25m survey_final::whatburnother	-9	:::UNDEF:::	""
household level data 25m survey_final::whatburnother	household level data 25m survey_final::whatburnother	COOKED IN HOUSE	COOKED IN HOUSE	""
household level data 25m survey_final::whatburnother	household level data 25m survey_final::whatburnother	Cooks in the house	Cooks in the house	""
household level data 25m survey_final::whatburnother	household level data 25m survey_final::whatburnother	charcoal stove	charcoal stove	""
household level data 25m survey_final::whatburnother	household level data 25m survey_final::whatburnother	cooked in house	cooked in house	""
household level data 25m survey_final::whatburnother	household level data 25m survey_final::whatburnother	cooked in the house	cooked in the house	""
household level data 25m survey_final::whatburnother	household level data 25m survey_final::whatburnother	cooking from house	cooking from house	""
household level data 25m survey_final::whatburnother	household level data 25m survey_final::whatburnother	cooking in the house	cooking in the house	""
household level data 25m survey_final::whatburnother	household level data 25m survey_final::whatburnother	ooked in house	ooked in house	""
household level data 25m survey_final::whatburnother	household level data 25m survey_final::whatburnother	wood	wood	""
household level data 25m survey_final::spray	household level data 25m survey_final::spray	Dont Know	Don't know	""
household level data 25m survey_final::spray	household level data 25m survey_final::spray	No	No	""
household level data 25m survey_final::spray	household level data 25m survey_final::spray	Yes	Yes	""
household level data 25m survey_final::closewindow	household level data 25m survey_final::closewindow	-9	Missing	""
household level data 25m survey_final::closewindow	household level data 25m survey_final::closewindow	No	No	""
household level data 25m survey_final::closewindow	household level data 25m survey_final::closewindow	Yes	Yes	""
household level data 25m survey_final::closetime	household level data 25m survey_final::closetime	-9	:::UNDEF:::	""
household level data 25m survey_final::closetime	household level data 25m survey_final::closetime	6-7pm	6-7pm	""
household level data 25m survey_final::closetime	household level data 25m survey_final::closetime	7-8pm	7-8pm	""
household level data 25m survey_final::closetime	household level data 25m survey_final::closetime	8-9pm	8:::UNDEF:::pm	""
household level data 25m survey_final::closetime	household level data 25m survey_final::closetime	9-10pm	9-10pm	""
household level data 25m survey_final::closetime	household level data 25m survey_final::closetime	After 10pm	After 10pm	""
household level data 25m survey_final::closetime	household level data 25m survey_final::closetime	Before 6pm	Before 6pm	""
household level data 25m survey_final::airbricks	household level data 25m survey_final::airbricks	Dont Know	Don't know	""
household level data 25m survey_final::airbricks	household level data 25m survey_final::airbricks	No(or not all)	No or only over some windows	""
household level data 25m survey_final::airbricks	household level data 25m survey_final::airbricks	Yes(all)	Yes, over all windows	""
household level data 25m survey_final::scrairbricks	household level data 25m survey_final::scrairbricks	-9	:::UNDEF:::	""
household level data 25m survey_final::scrairbricks	household level data 25m survey_final::scrairbricks	Dont Know	Dont Know	""
household level data 25m survey_final::scrairbricks	household level data 25m survey_final::scrairbricks	No(or not all)	No(or not all)	""
household level data 25m survey_final::scrairbricks	household level data 25m survey_final::scrairbricks	Yes(all)	Yes(all)	""
household level data 25m survey_final::sdoors	household level data 25m survey_final::sdoors	9	9	""
household level data 25m survey_final::sdoors	household level data 25m survey_final::sdoors	Dont Know	Don't know	""
household level data 25m survey_final::sdoors	household level data 25m survey_final::sdoors	No(or not all)	No, or not all	""
household level data 25m survey_final::sdoors	household level data 25m survey_final::sdoors	Yes(all)	Yes, all	""
household level data 25m survey_final::ceiling	household level data 25m survey_final::ceiling	No	No or only over some rooms	""
household level data 25m survey_final::ceiling	household level data 25m survey_final::ceiling	Yes	Yes, over all rooms	""
household level data 25m survey_final::result	household level data 25m survey_final::result	-9	:::UNDEF:::	""
household level data 25m survey_final::result	household level data 25m survey_final::result	Completed	Completed	""
household level data 25m survey_final::otherresult	household level data 25m survey_final::otherresult	-9	:::UNDEF:::	""
household level data 25m survey_final::otherresult	household level data 25m survey_final::otherresult	1	1	""
household level data 25m survey_final::otherresult	household level data 25m survey_final::otherresult	7910011	7910011	""
household level data 25m survey_final::othanophmal	household level data 25m survey_final::othanophmal	0	0	""
household level data 25m survey_final::entoinclude	household level data 25m survey_final::entoinclude	1	Yes	""
household level data 25m survey_final::include	household level data 25m survey_final::include	1	1	""
household member level data 25m survey_final::includehr	household member level data 25m survey_final::includehr	1	1	""
household member level data 25m survey_final::gender	household member level data 25m survey_final::gender	1	Male	""
household member level data 25m survey_final::gender	household member level data 25m survey_final::gender	2	Female	""
household member level data 25m survey_final::lessthantwo	household member level data 25m survey_final::lessthantwo	-9	No	""
household member level data 25m survey_final::lessthantwo	household member level data 25m survey_final::lessthantwo	0	No	""
household member level data 25m survey_final::lessthantwo	household member level data 25m survey_final::lessthantwo	1	Yes	""
household member level data 25m survey_final::agecat	household member level data 25m survey_final::agecat	1	Fewer than 5 years of age	""
household member level data 25m survey_final::agecat	household member level data 25m survey_final::agecat	2	5 - 15 years of age	""
household member level data 25m survey_final::agecat	household member level data 25m survey_final::agecat	3	16 years of age or older	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	0	Self (household head)	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	1	Husband / wife	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	2	Son / daughter	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	3	Father / mother	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	4	Grandson / granddaughter / great-grandson / great-granddaughter	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	5	Grandfather / grandmother / great-grandfather / great-grandmother	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	6	Brother / sister	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	7	Uncle / aunt	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	8	Cousin	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	9	Nephew / niece	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	10	Stepchild / adopted child	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	11	Foster child	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	14	House helper / maid	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	15	Employee	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	18	:::UNDEF:::	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	19	In-law	""
household member level data 25m survey_final::relation	household member level data 25m survey_final::relation	20	Not related	""
household member level data 25m survey_final::relationcat	household member level data 25m survey_final::relationcat	1	1st degree relative	""
household member level data 25m survey_final::relationcat	household member level data 25m survey_final::relationcat	2	2nd degree relative	""
household member level data 25m survey_final::relationcat	household member level data 25m survey_final::relationcat	3	2nd degree relative	""
household member level data 25m survey_final::relationcat	household member level data 25m survey_final::relationcat	4	Not related	""
household member level data 25m survey_final::inclusion_criteria	household member level data 25m survey_final::inclusion_criteria	0	No	""
household member level data 25m survey_final::inclusion_criteria	household member level data 25m survey_final::inclusion_criteria	1	Yes	""
household member level data 25m survey_final::anynet	household member level data 25m survey_final::anynet	1	Yes	""
household member level data 25m survey_final::itn	household member level data 25m survey_final::itn	0	No	""
household member level data 25m survey_final::itn	household member level data 25m survey_final::itn	1	Yes	""
household member level data 25m survey_final::wave	household member level data 25m survey_final::wave	2	Wave 2	""
household member level data 25m survey_final::wave	household member level data 25m survey_final::wave	3	Wave 2	""
household member level data 25m survey_final::wave	household member level data 25m survey_final::wave	4	Wave 2	""
household member level data 25m survey_final::region	household member level data 25m survey_final::region	Eastern	Eastern	""
household member level data 25m survey_final::region	household member level data 25m survey_final::region	Western	Western	""
household member level data 25m survey_final::llindich	household member level data 25m survey_final::llindich	1	Non-PBO LLIN	""
household member level data 25m survey_final::llindich	household member level data 25m survey_final::llindich	2	PBO LLIN	""
household member level data 25m survey_final::llindichpp	household member level data 25m survey_final::llindichpp	1	Non-PBO LLIN	""
household member level data 25m survey_final::llindichpp	household member level data 25m survey_final::llindichpp	2	PBO LLIN	""
household member level data 25m survey_final::llincat	household member level data 25m survey_final::llincat	1	Olyset	""
household member level data 25m survey_final::llincat	household member level data 25m survey_final::llincat	2	Olyset Plus	""
household member level data 25m survey_final::llincat	household member level data 25m survey_final::llincat	3	PermaNet 2.0	""
household member level data 25m survey_final::llincat	household member level data 25m survey_final::llincat	4	PermaNet 3.0	""
household member level data 25m survey_final::llincatpp	household member level data 25m survey_final::llincatpp	1	Olyset	""
household member level data 25m survey_final::llincatpp	household member level data 25m survey_final::llincatpp	2	Olyset Plus	""
household member level data 25m survey_final::llincatpp	household member level data 25m survey_final::llincatpp	3	PermaNet 2.0	""
household member level data 25m survey_final::llincatpp	household member level data 25m survey_final::llincatpp	4	PermaNet 3.0	""
household member level data 25m survey_final::consent	household member level data 25m survey_final::consent	0	No	""
household member level data 25m survey_final::consent	household member level data 25m survey_final::consent	1	Yes	""
household member level data 25m survey_final::consent	household member level data 25m survey_final::consent	2	Not at home	""
household member level data 25m survey_final::febrile	household member level data 25m survey_final::febrile	0	No	""
household member level data 25m survey_final::febrile	household member level data 25m survey_final::febrile	1	Yes	""
household member level data 25m survey_final::rdtiffebrile	household member level data 25m survey_final::rdtiffebrile	0	No	""
household member level data 25m survey_final::rdtiffebrile	household member level data 25m survey_final::rdtiffebrile	1	Yes	""
household member level data 25m survey_final::rdtrslt	household member level data 25m survey_final::rdtrslt	-9	Did not consent / did not meet inclusion criteria / missing	""
household member level data 25m survey_final::rdtrslt	household member level data 25m survey_final::rdtrslt	1	Yes	""
household member level data 25m survey_final::rdtrslt	household member level data 25m survey_final::rdtrslt	2	No	""
household member level data 25m survey_final::hbdone	household member level data 25m survey_final::hbdone	0	No	""
household member level data 25m survey_final::hbdone	household member level data 25m survey_final::hbdone	1	Yes	""
household member level data 25m survey_final::anemia11	household member level data 25m survey_final::anemia11	0	No	""
household member level data 25m survey_final::anemia11	household member level data 25m survey_final::anemia11	1	Yes	""
household member level data 25m survey_final::anemia10	household member level data 25m survey_final::anemia10	0	No	""
household member level data 25m survey_final::anemia10	household member level data 25m survey_final::anemia10	1	Yes	""
household member level data 25m survey_final::anemia8	household member level data 25m survey_final::anemia8	0	No	""
household member level data 25m survey_final::anemia8	household member level data 25m survey_final::anemia8	1	Yes	""
household member level data 25m survey_final::gametocytes	household member level data 25m survey_final::gametocytes	0	No	""
household member level data 25m survey_final::gametocytes	household member level data 25m survey_final::gametocytes	1	Yes	""
household member level data 25m survey_final::bsdich	household member level data 25m survey_final::bsdich	0	No	""
household member level data 25m survey_final::bsdich	household member level data 25m survey_final::bsdich	1	Yes	""
household member level data 25m survey_final::bsdone	household member level data 25m survey_final::bsdone	1	Yes	""
