Term Ontology IRI	Display Label	Term parent ontology IRI	Term parent display label	Data Dictionary Label (es)	Column Name (es)	Term Type	Data Dictionary Label (en)	Amazonia Preferred Label (en)	form	file_name_in_box.net	table	quest_num_in forms	values	time_of_collection
http://purl.obolibrary.org/obo/EUPATH_0000091	Date of visit	http://purl.obolibrary.org/obo/EUPATH_0000310	Visit Details	Mes	Mes	variable	Month	Mes	F2	F2_2012_13.xlsx; F2_2014_15.xlsx; F2_2015_jan_jul.xlsx	PresenciaSintomasTratamiento	2.1	text	each visit
http://purl.obolibrary.org/obo/EUPATH_0000091	Date of visit	http://purl.obolibrary.org/obo/EUPATH_0000310	Visit Details	Dias	Dias	variable	Day	Dias del 1 al 31	F2	F2_2012_13.xlsx; F2_2014_15.xlsx; F2_2015_jan_jul.xlsx	PresenciaSintomasTratamiento	2.3	text	each visit
http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	Muestra	Muestra	variable	Specimen type	Muestra						
	Cahuide	http://purl.obolibrary.org/obo/EUPATH_0000370	Study location	1		value	P.S CAHUIDE	P.S CAHUIDE						
	San Jose de Lupuna	http://purl.obolibrary.org/obo/EUPATH_0000370	Study location	2		value	P.S SAN JOSE DE LUPUNA	P.S SAN JOSE DE LUPUNA						
http://purl.obolibrary.org/obo/PATO_0000384	male	http://purl.obolibrary.org/obo/PATO_0000047	Sex	1		value	Male	MASCULINO						
http://purl.obolibrary.org/obo/PATO_0000383	female	http://purl.obolibrary.org/obo/PATO_0000047	Sex	2		value	Female	FEMENINO						
	Permanent	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	1		value	Permanent	FIJO						
	Eventual	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	2		value	Eventual	EVENTUAL						
	None	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	3		value	Do not work	NO TRABAJA						
	Student	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	4		value	Student	ESTUDIANTE						
	Under age	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	5		value	Under age	MENOR DE EDAD						
	Housewife	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	6		value	Housewife	AMA DE CASA						
	Lumberman	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	1		value	Lumberman	Maderero						
	Urban job	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	2		value	Urban job	Trabajo urbano						
	Fishermen	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	3		value	Fishermen	Pescador						
	Woodcutter/charcoal-burner	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	4		value	Woodcutter/charcoal-burner	Leñador-carbonero						
	Agriculturist	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	5		value	Agriculturist	Agricultor						
	Boat motorist 	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	6		value	Boat motorist 	Motorista lancha						
	Collecter	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	7		value	Collecter	Cobrador						
	Craftsman	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	8		value	Craftsman	Artesano						
	Merchant	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	9		value	Merchant	Comerciante						
	Housekeeper	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	10		value	Housekeeper	Empleada de hogar						
	Retired	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	11		value	Retired	Jubilado						
	Stevedore	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	12		value	Stevedore	Estibador						
	Motorcyclist	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	13		value	Motorcyclist	Motocarrista/Motociclista						
	Others	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	14		value	Others	Otros (especifique)						
	N/A	http://purl.obolibrary.org/obo/EUPATH_0000354	Job (Primary)	99		value	N/A	No Aplica						
	Daily	http://purl.obolibrary.org/obo/EUPATH_0000360	Pay period (Primary)	1		value	Daily	Diario						
	Weekly	http://purl.obolibrary.org/obo/EUPATH_0000360	Pay period (Primary)	2		value	Weekly	Semanal						
	Monthly	http://purl.obolibrary.org/obo/EUPATH_0000360	Pay period (Primary)	3		value	Monthly	Mensual						
	Stint	http://purl.obolibrary.org/obo/EUPATH_0000360	Pay period (Primary)	4		value	Stint	Destajo						
	Others	http://purl.obolibrary.org/obo/EUPATH_0000360	Pay period (Primary)	5		value	Others	Otros						
	N/A	http://purl.obolibrary.org/obo/EUPATH_0000360	Pay period (Primary)	99		value	N/A	No aplica						
	Lumberman	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	1		value	Lumberman	Maderero						
	Urban job	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	2		value	Urban job	Trabajo urbano						
	Fishermen	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	3		value	Fishermen	Pescador						
	Woodcutter/charcoal-burner	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	4		value	Woodcutter/charcoal-burner	Leñador-carbonero						
	Agriculturist	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	5		value	Agriculturist	Agricultor						
	Boat motorist 	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	6		value	Boat motorist 	Motorista lancha						
	Collecter	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	7		value	Collecter	Cobrador						
	Craftsman	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	8		value	Craftsman	Artesano						
	Merchant	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	9		value	Merchant	Comerciante						
	Housekeeper	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	10		value	Housekeeper	Empleada de hogar						
	Retired	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	11		value	Retired	Jubilado						
	Stevedore	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	12		value	Stevedore	Estibador						
	Motorcyclist	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	13		value	Motorcyclist	Motocarrista/Motociclista						
	Others	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	14		value	Others	Otros (especifique)						
	N/A	http://purl.obolibrary.org/obo/EUPATH_0000355	Job (Secondary)	99		value	N/A	No Aplica						
	Daily	http://purl.obolibrary.org/obo/EUPATH_0000361	Pay period (Secondary)	1		value	Daily	Diario						
	Weekly	http://purl.obolibrary.org/obo/EUPATH_0000361	Pay period (Secondary)	2		value	Weekly	Semanal						
	Monthly	http://purl.obolibrary.org/obo/EUPATH_0000361	Pay period (Secondary)	3		value	Monthly	Mensual						
	Stint	http://purl.obolibrary.org/obo/EUPATH_0000361	Pay period (Secondary)	4		value	Stint	Destajo						
	Others	http://purl.obolibrary.org/obo/EUPATH_0000361	Pay period (Secondary)	5		value	Others	Otros						
	N/A	http://purl.obolibrary.org/obo/EUPATH_0000361	Pay period (Secondary)	99		value	N/A	No aplica						
	External	http://purl.obolibrary.org/obo/EUPATH_0000381	Location of kitchen	1		value	EXTERNAL	EXTERNA						
	Internal	http://purl.obolibrary.org/obo/EUPATH_0000381	Location of kitchen	2		value	INTERNAL	INTERNA						
	Public network intrad. Connec.	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	1		value	Public network intrad. Connec.	Red pública conec. intrad						
	Public network extra connec.	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	2		value	Public network extra connec.	Red pública conec. extra						
http://purl.obolibrary.org/obo/ENVO_00003096	Tap water	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	3		value	Pylon or communal tap	Pilón o grifo comunal						
	Tanker	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	4		value	Tanker	Camión cisterna						
	Pulled from neighbor	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	5		value	Pulled from neighbor	Jalada del vecino						
	Gifted	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	6		value	Gifted	Reagalada						
http://purl.obolibrary.org/obo/ENVO_01000599	river/stream	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	7		value	River/creek/ditch	Rio/Quebrada						
	Artesian well	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	8		value	Artesian well	Pozo Artsiano						
	Simple well	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	9		value	Simple well	Pozo Simple						
	Rain water	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	10		value	Rainwater	Agua de lluvia						
	Own	http://purl.obolibrary.org/obo/ICEMR_0102054	Rent or own?	1		value	Own	Propia						
	Rented	http://purl.obolibrary.org/obo/ICEMR_0102054	Rent or own?	2		value	Rented	Alquilada						
	Borrowed	http://purl.obolibrary.org/obo/ICEMR_0102054	Rent or own?	3		value	Borrowed	Prestada						
	House guard	http://purl.obolibrary.org/obo/ICEMR_0102054	Rent or own?	4		value	House guard	Guardiania						
	Others	http://purl.obolibrary.org/obo/ICEMR_0102054	Rent or own?	5		value	Others	Otro						
	Mat / Aguaje	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	1		value	Mat / Aguaje	Estera / Aguaje						
	Wood	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	2		value	Wood	Madera						
	Brick with concrete	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	3		value	Brick with concrete	Ladrillo c/cemento						
	Bricks without concrete	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	4		value	Bricks without concrete	Lad. sent s/cemento						
	Adobe	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	5		value	Adobe	Adobe						
	Plastic	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	6		value	Plastic	Plástico						
	Calamine	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	7		value	Calamine	Calamina						
	Palm	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	8		value	Palm	Palmera						
	Pona / Ripa	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	9		value	Pona / Ripa	Pona / Ripa						
	Others	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	10		value	Others	Otros						
	Palm	http://purl.obolibrary.org/obo/EUPATH_0000003	Roof material	1		value	Palm	Palmera						
	Calamine	http://purl.obolibrary.org/obo/EUPATH_0000003	Roof material	2		value	Calamine	Calamina						
	Plastic	http://purl.obolibrary.org/obo/EUPATH_0000003	Roof material	3		value	Plastic	Plástico						
	Others	http://purl.obolibrary.org/obo/EUPATH_0000003	Roof material	4		value	Others	Otro						
http://purl.obolibrary.org/obo/ENVO_00001998	Soil	http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	1		value	Soil	Tierra						
	Concrete false	http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	2		value	Concrete-false floor	Cemento-falso piso						
	Concrete	http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	3		value	Polished concrete	Cemento pulido						
	Wood	http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	4		value	Wood	Madera						
	Pona	http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	5		value	Pona	Pona						
http://purl.obolibrary.org/obo/ENVO_01000514	Tiles	http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	6		value	Tiles	Mayólica						
	Others	http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	7		value	Others	Otro						
	Truck	http://purl.obolibrary.org/obo/EUPATH_0000368	Garbage disposal	1		value	Truck	Camión 						
	Burning	http://purl.obolibrary.org/obo/EUPATH_0000368	Garbage disposal	2		value	Burning	Queman						
	Buried	http://purl.obolibrary.org/obo/EUPATH_0000368	Garbage disposal	3		value	Buried	Entierran						
	Open field	http://purl.obolibrary.org/obo/EUPATH_0000368	Garbage disposal	4		value	Open field	Campo						
	River	http://purl.obolibrary.org/obo/EUPATH_0000368	Garbage disposal	5		value	River	Río						
	Others	http://purl.obolibrary.org/obo/EUPATH_0000368	Garbage disposal	6		value	Others	Otro						
	Gas	http://purl.obolibrary.org/obo/EUPATH_0000023	Cooking fuel	1		value	Gas	Gas						
	Kerosene	http://purl.obolibrary.org/obo/EUPATH_0000023	Cooking fuel	2		value	Kerosene	Kerosene						
	Carbon	http://purl.obolibrary.org/obo/EUPATH_0000023	Cooking fuel	3		value	Carbon	Carbón						
	Firewood	http://purl.obolibrary.org/obo/EUPATH_0000023	Cooking fuel	4		value	Firewood	Leña						
	Others	http://purl.obolibrary.org/obo/EUPATH_0000023	Cooking fuel	5		value	Others	Otro						
	Drain	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	1		value	Drain	Desague						
	Own latrine	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	2		value	Own latrine	Letrina propia						
	Shared latrine	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	3		value	Shared latrine	Letrina compartida						
	Cesspit-Silo	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	4		value	Cesspit-Silo	Pozo ciego-Silo						
	Open field	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	5		value	Open field	Campo abierto						
	River / creek	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	6		value	River / creek	Río / Quebrada						
	Others	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	7		value	Others	Otros						
	Tocuyo (Natural fiber)	http://purl.obolibrary.org/obo/EUPATH_0000389	Bednet material	1		value	Tocuyo (Natural fiber)	Tocuyo						
	Nylon	http://purl.obolibrary.org/obo/EUPATH_0000389	Bednet material	2		value	Nylon	Nylon						
	Olyset/Permanet	http://purl.obolibrary.org/obo/EUPATH_0000389	Bednet material	3		value	Olyset/Permanet	Olyset/Permanet						
	Others	http://purl.obolibrary.org/obo/EUPATH_0000389	Bednet material	4		value	Others	Otro						
	Never impregnated	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet Treatment	1		value	Never impregnated	Nunca impregnado (Ir Preg 7. 0)						
	Less than 6 month	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet Treatment	2		value	Less than 6 month	Menos de 6 meses						
	From 6 -12 months	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet Treatment	3		value	from 6 -12 months	De 6 -12 meses						
	From 13 - 24 months	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet Treatment	4		value	from 13 - 24 months	De 13 - 24 meses						
	More than 24 months	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet Treatment	5		value	More than 24 months	Más de 24 meses						
	From manufacturing	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet Treatment	6		value	From manufacturing	De fábrica						
	Factory	http://purl.obolibrary.org/obo/EUPATH_0000391	Responsible of treated bednets	1		value	Factory	Fábrica						
	Person from home	http://purl.obolibrary.org/obo/EUPATH_0000391	Responsible of treated bednets	2		value	Person from home	Una persona de la casa						
	Ministry of Health	http://purl.obolibrary.org/obo/EUPATH_0000391	Responsible of treated bednets	3		value	MINSA	MINSA						
	Others	http://purl.obolibrary.org/obo/EUPATH_0000391	Responsible of treated bednets	4		value	Others	Otros						
	N/A	http://purl.obolibrary.org/obo/EUPATH_0000391	Responsible of treated bednets	99		value	N/A	No aplica						
	negative	http://purl.obolibrary.org/obo/EUPATH_0000048	Asexual parasites present	N		value	negative	negativo						
	P. Falciparum	http://purl.obolibrary.org/obo/EUPATH_0000048	Asexual parasites present	F		value	P. Falciparum	P. Falciparum						
	P. vivax	http://purl.obolibrary.org/obo/EUPATH_0000048	Asexual parasites present	V		value	P. vivax	P. vivax						
	Mixed infection	http://purl.obolibrary.org/obo/EUPATH_0000048	Asexual parasites present	M		value	Mixed infection	Mixto						
	Cloroquine	http://purl.obolibrary.org/obo/EUPATH_0000371	Malaria Medication (First Line)	C		value	Cloroquine	Cloroquina						
	Primaquine	http://purl.obolibrary.org/obo/EUPATH_0000371	Malaria Medication (First Line)	P		value	Primaquine	Primaquina						
http://purl.obolibrary.org/obo/DRON_00014453	Artesunate	http://purl.obolibrary.org/obo/EUPATH_0000371	Malaria Medication (First Line)	A		value	Artesunate	Artesunato						
	Mefloquine	http://purl.obolibrary.org/obo/EUPATH_0000371	Malaria Medication (First Line)	M		value	Mefloquine	Mefloquina						
	Quinine	http://purl.obolibrary.org/obo/EUPATH_0000371	Malaria Medication (First Line)	Q		value	Quinine	Quinina						
	Clindamycin	http://purl.obolibrary.org/obo/EUPATH_0000371	Malaria Medication (First Line)	L		value	Clindamicine	Clindamicina						
	Cloroquine	http://purl.obolibrary.org/obo/EUPATH_0000372	Malaria Medication (Second Line)	C		value	Cloroquine	Cloroquina						
	Primaquine	http://purl.obolibrary.org/obo/EUPATH_0000372	Malaria Medication (Second Line)	P		value	Primaquine	Primaquina						
http://purl.obolibrary.org/obo/DRON_00014453	Artesunate	http://purl.obolibrary.org/obo/EUPATH_0000372	Malaria Medication (Second Line)	A		value	Artesunate	Artesunato						
	Mefloquine	http://purl.obolibrary.org/obo/EUPATH_0000372	Malaria Medication (Second Line)	M		value	Mefloquine	Mefloquina						
	Quinine	http://purl.obolibrary.org/obo/EUPATH_0000372	Malaria Medication (Second Line)	Q		value	Quinine	Quinina						
	Clindamycin	http://purl.obolibrary.org/obo/EUPATH_0000372	Malaria Medication (Second Line)	L		value	Clindamicine	Clindamicina						
	Monthly	http://purl.obolibrary.org/obo/EUPATH_0000311	Visit type	1		value	Monthly	Mensual						
	Febrile	http://purl.obolibrary.org/obo/EUPATH_0000311	Visit type	2		value	Febrile	Febril						
	Others	http://purl.obolibrary.org/obo/EUPATH_0000311	Visit type	3		value	Others	Otro						
http://purl.obolibrary.org/obo/EUPATH_0000173	Chair	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	silla		value	Chair - bench	Silla - banca						
http://purl.obolibrary.org/obo/ENVO_01000588	Sofa	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	sillon		value	Sofa	Sillones						
	Phone	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	telefono		value	Telephone - cell phone	Teléfono - celular						
http://purl.obolibrary.org/obo/EUPATH_0000168	Bed	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	camas		value	Beds	Camas						
	Cabinet	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	armarios		value	Cabinets	Armarios						
	Closet	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	roperos		value	Closet	Ropero						
http://purl.obolibrary.org/obo/EUPATH_0000184	Table	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	mesa		value	Table	Mesa						
http://purl.obolibrary.org/obo/ENVO_01000583	Refrigerator	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	refrigeradora		value	Refrigerator	Refrigeradora						
	Freezer	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	congeladora		value	Freezer	Congeladora						
	Blender	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	licuadora		value	Blender	Licuadora						
	Electric stove	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	cocelec		value	Electric stove	Cocina eléctrica						
	Gas stove	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	cocgas		value	Gas stove	Cocina gas						
	Kerosene stove	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	cockero		value	Kerosene stove	Cocina kerosene						
	Coal stove	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	coccar		value	Coal stove	Cocina carbón						
http://purl.obolibrary.org/obo/EUPATH_0000181	Radio	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	radio		value	Radio	Radio						
	B/W TV	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	TV_BN		value	B/W TV	TV BN						
	Color TV 	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	TV_COL		value	Color TV 	TV color						
	VHS - DVD	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	DVD		value	VHS - DVD	VHS - DVD						
	Stereo	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	Min		value	Stereo	Mini compo						
	Cow	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	vacas		value	cows	vacas						
	Goat	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	cabras		value	goats	cabras						
	Chicken	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	pollos		value	chickens	pollos						
	Hen	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	gallinas		value	chickens	gallinas						
	Rooster	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	gallos		value	roosters	gallos						
	Turkey	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	pavo		value	turkeys	pavo						
	Duck	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	patos		value	ducks	patos						
	Parakeet	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	pericos		value	parakeets	pericos						
	Parrot	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	loro		value	parrot	loro						
	Monkey	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	mono		value	monkey	mono						
	Pig	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	chancho		value	pig	chancho						
	Rabbit	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	conejo		value	rabbit	conejo						
	Dog	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	perros		value	dogs	perros						
	Cat	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	gatos		value	cats	gatos						
	Tortoise	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	tortuga		value	tortoise	tortuga						
	blood sample for blood smear	http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	18_GOTA GRUESA		value	blood sample was collected for blood smear	Tomó gota gruesa?						
http://purl.obolibrary.org/obo/EUPATH_0000127	filter paper	http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	20_FILTRO		value	blood sample was collected in filter paper	Tomó papel filtro						
http://purl.obolibrary.org/obo/EUPATH_0000176	Electric	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	elec		value	Electricity supply	Tiene Instalación eléctrica						
