Country,Case source is DataSet13,0,K
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q15e,15e. Postpartum depression  that is if you dont take joy in anything or are feeling sad or tired all the time since [pnc_q3] was born  Mafadhaiko ya baada ya kujifungua  yaani kama hufurahi chochote au umesononeka au kuchoka kila wakati tangu kuzaliwa kwa,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q16a___1,16a. Read books or looked at picture books with [pnc_q3]  Kusoma kitabu au kuangalia kitabu cha picha kwa pamoja na [pnc_q3] (choice=Mother - Mama),0,Unchecked
,,1,Checked
,,,
pnc_q16a___2,16a. Read books or looked at picture books with [pnc_q3]  Kusoma kitabu au kuangalia kitabu cha picha kwa pamoja na [pnc_q3] (choice=Father - Baba),0,Unchecked
,,1,Checked
,,,
pnc_q16a___3,16a. Read books or looked at picture books with [pnc_q3]  Kusoma kitabu au kuangalia kitabu cha picha kwa pamoja na [pnc_q3] (choice=Other - Mwingine),0,Unchecked
,,1,Checked
,,,
pnc_q16a___4,16a. Read books or looked at picture books with [pnc_q3]  Kusoma kitabu au kuangalia kitabu cha picha kwa pamoja na [pnc_q3] (choice=No one - Hakuna Yeyote),0,Unchecked
,,1,Checked
,,,
pnc_q16b___1,16b. Told stories to [pnc_q3]  Kumhadithia [pnc_q3] (choice=Mother - Mama),0,Unchecked
,,1,Checked
,,,
pnc_q16b___2,16b. Told stories to [pnc_q3]  Kumhadithia [pnc_q3] (choice=Father - Baba),0,Unchecked
,,1,Checked
,,,
pnc_q16b___3,16b. Told stories to [pnc_q3]  Kumhadithia [pnc_q3] (choice=Other - Mwingine),0,Unchecked
,,1,Checked
,,,
pnc_q16b___4,16b. Told stories to [pnc_q3]  Kumhadithia [pnc_q3] (choice=No one - Hakuna Yeyote),0,Unchecked
,,1,Checked
,,,
pnc_q16c___1,16c. Sang songs to or with [pnc_q3] including lullabies  Mwimbia au imba na [pnc_q3] ikiwemo nyimbo za bembezi (choice=Mother - Mama),0,Unchecked
,,1,Checked
,,,
pnc_q16c___2,16c. Sang songs to or with [pnc_q3] including lullabies  Mwimbia au imba na [pnc_q3] ikiwemo nyimbo za bembezi (choice=Father - Baba),0,Unchecked
,,1,Checked
,,,
pnc_q16c___3,16c. Sang songs to or with [pnc_q3] including lullabies  Mwimbia au imba na [pnc_q3] ikiwemo nyimbo za bembezi (choice=Other - Mwingine),0,Unchecked
,,1,Checked
,,,
pnc_q16c___4,16c. Sang songs to or with [pnc_q3] including lullabies  Mwimbia au imba na [pnc_q3] ikiwemo nyimbo za bembezi (choice=No one - Hakuna Yeyote),0,Unchecked
,,1,Checked
,,,
pnc_q16d___1,16d. Played with [pnc_q3]  Cheza na [pnc_q3] (choice=Mother - Mama),0,Unchecked
,,1,Checked
,,,
pnc_q16d___2,16d. Played with [pnc_q3]  Cheza na [pnc_q3] (choice=Father - Baba),0,Unchecked
,,1,Checked
,,,
pnc_q16d___3,16d. Played with [pnc_q3]  Cheza na [pnc_q3] (choice=Other - Mwingine),0,Unchecked
,,1,Checked
,,,
pnc_q16d___4,16d. Played with [pnc_q3]  Cheza na [pnc_q3] (choice=No one - Hakuna Yeyote),0,Unchecked
,,1,Checked
,,,
pnc_q16e___1,16e. Named  counted  or drew things for or with [pnc_q3]  Patia jina  kuhesabu au kuchorea/kuchora/kuchorea [pnc_q3]? (choice=Mother - Mama),0,Unchecked
,,1,Checked
,,,
pnc_q16e___2,16e. Named  counted  or drew things for or with [pnc_q3]  Patia jina  kuhesabu au kuchorea/kuchora/kuchorea [pnc_q3]? (choice=Father - Baba),0,Unchecked
,,1,Checked
,,,
pnc_q16e___3,16e. Named  counted  or drew things for or with [pnc_q3]  Patia jina  kuhesabu au kuchorea/kuchora/kuchorea [pnc_q3]? (choice=Other - Mwingine),0,Unchecked
,,1,Checked
,,,
pnc_q16e___4,16e. Named  counted  or drew things for or with [pnc_q3]  Patia jina  kuhesabu au kuchorea/kuchora/kuchorea [pnc_q3]? (choice=No one - Hakuna Yeyote),0,Unchecked
,,1,Checked
,,,
pnc_q17a,17a. In order to bring up  raise  or educate a child properly  the child needs to be physically punished  Ili kumkuza  kumlea au kumuelimisha mtoto vizuri  mtoto lazima aadhibiwe kwa kuchapwa,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q17b,17b. There are things I can do to make my baby smarter/sharper/more intelligent    Kuna vitu ambavyo naweza kuvifanya ili kumfanya mtoto wangu kuwa mwerevu zaidi,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q17c,17c. Showing my baby I love them will help them develop and be healthier  Kuonyesha mtoto wangu kuwa ninampenda itamsaidia kukuwa na kuwa mwenye Afya,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q17d,17d. It is important for fathers to talk and play with their children   Ni muhimu akina baba kuzungumza na kucheza na watoto wao,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q18a,18a. The importance of talking with your baby  Umuhimu wa kuzungumza na mwanawe,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q18b,18b. The importance of playing with your baby  Umuhimu wa kucheza na mwanawe,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q18c,18c. What activities and behaviours you can expect your baby to be doing by age 1  Vitu na tabia ambazo utatarajia mtoto wako awe akifanya kufikia mwaka wa 1,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q18d,18d. Ways you can teach your child right from wrong without hitting or yelling  Njia ya kumfunza mwanao kilicho kizuri na kibaya bila kumpiga au kuzungumza naye kwa sauti ya juu,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q19,19. Do you have a place to wash your hands in your home or yard  Je  una mahali pa kunawa mikono nyumbani au kwa ploti yako,1,Yes - Ndio
,,2,No - La
,,,
pnc_q19i,19(i). May I see it  Ninaomba  kupaona?,1,Piped water/tap/sink observed - Maji ya mfereji/tapu/sinki ilionekana
,,2,Other fixed station that allows one person to wash hands independently observed - Eneo lililotengwa na ambalo linamwezes
,,3,Mobile object observed (bucket/jug/pitcher/kettle) - Chombo kinachoweza kuhamishwa kilionekana (ndoo/jagi/birika)
,,4,No handwashing place observed - Mahali pa kunawia mkono hapakuonekana
,,,
pnc_q19ii,19(ii). Observe presence of water at the place for handwashing  Thibitisha  kwamba kuna  maji katika eneo la kunawia mikono,1,Water is available - Maji yanapatikana
,,2,Water is not available -  Maji hayapatikani
,,,
pnc_q19iii,19(iii). Observe - is soap  detergent or ash/mud/sand present at the place for handwashing  Thibitisha kwamba kuna: - Sabuni ya kipande  sabuni ya maji au poda/jivu/matope/mchanga unapatika kwenye eneo la kunawia mkono?,1,Yes  soap/detergent present - Ndio  sabuni ya kipande  sabuni ya maji au ya poda ipo
,,2,Yes  ash/mud/sand present - Ndio  jivu/matope/mchanga upo
,,3,No  nothing present - La  hakuna chochote
,,,
pnc_q20a,20a. Clean  safe water is always available in the house for drinking  Maji safi na salama ya kunywa yanapatika nyumbani  kila wakati,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q20b,20b. [pnc_q3] has not been fed with a bottle or cup with a teat   [pnc_q3] hajalishwa na chupa au kikombe kilicho na titi,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q20c,20c. My yard is kept clean and free of chicken or other feces  Ploti yangu inawekwa safi na bila kinyesi cha kuku au kinyesi chochote,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q20d,20d. All animal and human feces  including babys   and nappy water is disposed of in latrine  compost or trash bin  Kinyesi chote cha binadamu na wanyama  ikiwemo cha mtoto  na maji ya nepi yanamwagwa chooni  shimo ya uchafu au kifaa cha kuwekea uchafu,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q20e,20e. [pnc_q3] is successfully preventted from eating soil or chicken feces  [pnc_q3] anazuiwa vilivyo  kutokula mchanga au kinyesi cha kuku,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q20f,20f. [pnc_q3] is always supervised  [pnc_q3] anaangaliwa kila wakati,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q21,21. Is [pnc_q3] still breastfeeding  [pnc_q3] bado ananyonya?,1,Yes - Ndio
,,2,No - La
,,,
pnc_q21i,21(i). At what age did you stop breastfeeding [pnc_q3]  Uliacha kumnyonyesha [pnc_q3] akiwa na umri upi?,1,Never breastfed - Hakuwahi kunyonya
,,2,Age in months - Umri katika miezi
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q21i_age,Age in months,,
,,,
pnc_q22a,22a. A non-breastmilk liquid  such as water  formula  cow/goat milk  sugar water  tea  or fruit juice   Kinywaji kingine ambayo sio   maziwa ya mama  kwa mfano maji  maziwa ya watoto wachanga ya kukoroga  maziwa ya ng`ombe/ mbuzi  maji ya sukari  chai  au,1,Months - Miezi
,,2,Dont know/Dont remember - Sijui/Sikumbuki
,,3,Not given yet - Hajapewa bado
,,4,Not given prior to death - Hakupewa kabla ya kuaga
,,,
pnc_q22a_months,Months,,
,,,
pnc_q22b,22b. Thin porridge (from maize  rice etc.)  Uji mwepesi (ya mahindi  mchele  n.k),1,Months - Miezi
,,2,Dont know/Dont remember - Sijui/Sikumbuki
,,3,Not given yet - Hajapewa bado
,,4,Not given prior to death - Hakupewa kabla ya kuaga
,,,
pnc_q22b_months,Months,,
,,,
pnc_q22c,22c. Fish or meat (chicken  beef  goat etc.)  Samaki au nyama (kuku  mbuzi  ng`ombe  n.k),1,Months - Miezi
,,2,Dont know/Dont remember - Sijui/Sikumbuki
,,3,Not given yet - Hajapewa bado
,,4,Not given prior to death - Hakupewa kabla ya kuaga
,,,
pnc_q22c_months,Months,,
,,,
pnc_q22d,22d. Sugar sweetened drinks like soda  juice or sweetened milk  Vinywaji vingine vilivyo na sukari mfano soda  sharubati (maji ya matunda) au maziwa yaliyo na sukari,1,Months - Miezi
,,2,Dont know/Dont remember - Sijui/Sikumbuki
,,3,Not given yet - Hajapewa bado
,,4,Not given prior to death - Hakupewa kabla ya kuaga
,,,
pnc_q22d_months,Months,,
,,,
pnc_q22e,22e. Any food or drink other than breastmilk  Chakula kingine au kinywaji isipokuwa maziwa ya mama,1,Months - Miezi
,,2,Dont know/Dont remember - Sijui/Sikumbuki
,,3,Not given yet - Hajapewa bado
,,4,Not given prior to death - Hakupewa kabla ya kuaga
,,,
pnc_q22e_months,Months,,
,,,
pnc_q23,23. At what age should a baby first start to receive liquid or food other than breastmilk  Ni umri upi ambapo mtoto anastahili kuanza kupewa vinywaji au chakula kingine kando na maziwa ya mama?,,
,,,
pnc_q24,24. At what age should a baby first start to receive foods from animal sources  such as fish  meat  eggs or diary  Ni umri upi ambapo mtoto anastahili kuanza kupewa nyama mfano samaki  nyama  mayai au maziwa?,,
,,,
pnc_q25___1,25. What are some reasons it is best not to give babies less than 6 months old anything but breastmilk?   Ni baadhi ya sababu zipi ambazo ni vyema kutompa mtoto aliye chini ya umri wa miezi sita kitu kingine chochote isipokuwa maziwa ya mama?  (choice=Brea,0,Unchecked
,,1,Checked
,,,
pnc_q25___2,25. What are some reasons it is best not to give babies less than 6 months old anything but breastmilk?   Ni baadhi ya sababu zipi ambazo ni vyema kutompa mtoto aliye chini ya umri wa miezi sita kitu kingine chochote isipokuwa maziwa ya mama?  (choice=Brea,0,Unchecked
,,1,Checked
,,,
pnc_q25___3,25. What are some reasons it is best not to give babies less than 6 months old anything but breastmilk?   Ni baadhi ya sababu zipi ambazo ni vyema kutompa mtoto aliye chini ya umri wa miezi sita kitu kingine chochote isipokuwa maziwa ya mama?  (choice=Befo,0,Unchecked
,,1,Checked
,,,
pnc_q25___4,25. What are some reasons it is best not to give babies less than 6 months old anything but breastmilk?   Ni baadhi ya sababu zipi ambazo ni vyema kutompa mtoto aliye chini ya umri wa miezi sita kitu kingine chochote isipokuwa maziwa ya mama?  (choice=Feed,0,Unchecked
,,1,Checked
,,,
pnc_q25___5,25. What are some reasons it is best not to give babies less than 6 months old anything but breastmilk?   Ni baadhi ya sababu zipi ambazo ni vyema kutompa mtoto aliye chini ya umri wa miezi sita kitu kingine chochote isipokuwa maziwa ya mama?  (choice=Feed,0,Unchecked
,,1,Checked
,,,
pnc_q25___6,25. What are some reasons it is best not to give babies less than 6 months old anything but breastmilk?   Ni baadhi ya sababu zipi ambazo ni vyema kutompa mtoto aliye chini ya umri wa miezi sita kitu kingine chochote isipokuwa maziwa ya mama?  (choice=Feed,0,Unchecked
,,1,Checked
,,,
pnc_q25___7,25. What are some reasons it is best not to give babies less than 6 months old anything but breastmilk?   Ni baadhi ya sababu zipi ambazo ni vyema kutompa mtoto aliye chini ya umri wa miezi sita kitu kingine chochote isipokuwa maziwa ya mama?  (choice=Othe,0,Unchecked
,,1,Checked
,,,
pnc_q26___1,26. If a mother thinks her baby is not getting enough breastmilk  what should she do?   Iwapo mama anahisi kuwa mtoto wake hapati maziwa ya kutosha anastahili kufanya nini?  (choice=Breastfeed more often/more frequently - Mnyonyeshe kila mara),0,Unchecked
,,1,Checked
,,,
pnc_q26___2,26. If a mother thinks her baby is not getting enough breastmilk  what should she do?   Iwapo mama anahisi kuwa mtoto wake hapati maziwa ya kutosha anastahili kufanya nini?  (choice=Breastfeed for a longer period at each feeding - Mnyonyesha kwa kipindi ki,0,Unchecked
,,1,Checked
,,,
pnc_q26___3,26. If a mother thinks her baby is not getting enough breastmilk  what should she do?   Iwapo mama anahisi kuwa mtoto wake hapati maziwa ya kutosha anastahili kufanya nini?  (choice=Empty each breast at each feeding/empty one breast before switching to the,0,Unchecked
,,1,Checked
,,,
pnc_q26___4,26. If a mother thinks her baby is not getting enough breastmilk  what should she do?   Iwapo mama anahisi kuwa mtoto wake hapati maziwa ya kutosha anastahili kufanya nini?  (choice=Mother needs to drink more water/fluids - Mama anywe maji/vinywaji vingi),0,Unchecked
,,1,Checked
,,,
pnc_q26___5,26. If a mother thinks her baby is not getting enough breastmilk  what should she do?   Iwapo mama anahisi kuwa mtoto wake hapati maziwa ya kutosha anastahili kufanya nini?  (choice=Mother needs to eat more food - Mama ale chakula kingi),0,Unchecked
,,1,Checked
,,,
pnc_q26___6,26. If a mother thinks her baby is not getting enough breastmilk  what should she do?   Iwapo mama anahisi kuwa mtoto wake hapati maziwa ya kutosha anastahili kufanya nini?  (choice=Give baby other liquids/foods - Mpe mtoto vyakula/vinywaji vingine),0,Unchecked
,,1,Checked
,,,
pnc_q26___7,26. If a mother thinks her baby is not getting enough breastmilk  what should she do?   Iwapo mama anahisi kuwa mtoto wake hapati maziwa ya kutosha anastahili kufanya nini?  (choice=Other - Nyingine),0,Unchecked
,,1,Checked
,,,
pnc_q27a,27a. How many times did he/she breastfeed Ni mara ngapi amenyonya,,
,,,
pnc_q27b,27b. How many times did they eat solid  semi-solid  or soft foods  including snacks  Ni mara ngapi  amekula chakula kigumu  kisicho kigumu  teputevu  ikiwemo kumbwe,,
,,,
pnc_q27c,27c. Did they eat any foods from an animal source  like meat  fish  eggs  or dairy  Walikula chakula chochote kitokanacho na wanyama mfano nyama  samaki  mayai au maziwa?,1,Yes - Ndio
,,2,No - La
,,3,Not sure - Sina Uhakika
,,,
pnc_q27d,27d. Did they eat any grains  roots  or tubers  Walikula nafaka yoyote au mizizi,1,Yes - Ndio
,,2,No - La
,,3,Not sure - Sina Uhakika
,,,
pnc_q27e,27e. Did they eat any legumes (beans  peas)  seeds  nuts  or lentils  Walikula jamii kunde yoyote (maharage  mbaazi)  tambe  njugu  au dengu?,1,Yes - Ndio
,,2,No - La
,,3,Not sure - Sina Uhakika
,,,
pnc_q27f,27f. Did they eat any fruits and vegetables  Walikula aina zozote za matunda na mboga?,1,Yes - Ndio
,,2,No - La
,,3,Not sure - Sina Uhakika
,,,
pnc_q27g,27g. Did they eat any sugary drinks or sweets  Walikula vinywaji vyovyote vya sukari au peremende,1,Yes - Ndio
,,2,No - La
,,3,Not sure - Sina Uhakika
,,,
pnc_q28a,28a. How to use breastfeeding to prevent another pregnancy right away  a method called lactational amenorrhea method  or LAM   Jinsi ya kutumia kunyonyesha kuzuia kupata ujauzito pindi tu  mbinu iitwayo lactational amenorrhea  au LAM,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q28b,28b. How to increase your milk supply if needed   Jinsi ya kuongeza maziwa iwapo unahitajika,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q28c,28c. Eating extra food while breastfeeding   Kula chakula kingi unapokuwa unanyonyesha,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q28d,28d. When to introduce fluids and foods other than breastmilk to your baby  Wakati wa kuanzisha vinywaji na  vyakula vingine kando na kunyonyesha  mtoto wako,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q28e,28e. Feeding your baby from their own  separate bowl/plate  Kulisha mtoto kutoka kwa sahani yake  mwenyewe,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q28f,28f. Feeding your baby a variety of foods everyday  Kumlisha mwanao aina mbalimbali ya vyakula kila siku,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q28g,28g. Feeding your baby foods from animal sources   Kumliisha mwanao vyakula vitokanavyo kwa mnyama,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q28h,28h. Feeding your baby colorful fruits and vegetables  Kumliisha mwanao matunda na mboga vyenye rangi tofauti tofauti,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q28i,28i. Avoiding sugary drinks and sweets  Kuepuka vinywaji vya sukari na peremende,1,Yes - Ndio
,,2,No - La
,,3,Dont know/Dont remember - Sijui/Sikumbuki
,,,
pnc_q29,29. Who will usually make decisions about health care for yourself and your newborn  Nani kwa kawaida hufanya maamuzi ya kiafya ya mtoto wako na yako?,1,You - Wewe
,,2,Your husband/partner - Mme wako/mwenzio
,,3,You and your husband/partner jointly - Wewe na mme/mwenzio kwa ushirikiano
,,4,Someone else - Mtu mwingine
,,,
pnc_q30,30. Would you say that using contraception is mainly  Unaweza kusema kuwa kutumia mbinu ya upangaji uzazi kwa kiasi kikubwa ni,1,Your decision - Uamuzi wako
,,2,Your husband/partners decision - Uamuzi wa mme/mwenza wako
,,3,Joint decision - Maamuzi ya nyote wawili
,,4,Other - Nyingine
,,,
pnc_q31a,31a. Feed my baby in a way that helps prevent problems and keeps my baby healthy  Lisha mtoto kwa namna ambayo inasaidia kuzuia matatizo na kumfanya mtoto awe mwenye afya,0,0
,,1,1
,,2,2
,,3,3
,,4,4
,,5,5
,,6,6
,,7,7
,,8,8
,,9,9
,,10,10
,,,
pnc_q31b,31b. Help my babys brain grow and stronger/smarter  Saidia ubongo wa  mtoto kukua na kuwa mwerevu,0,0
,,1,1
,,2,2
,,3,3
,,4,4
,,5,5
,,6,6
,,7,7
,,8,8
,,9,9
,,10,10
,,,
pnc_q31c,31c. Prevent serious accidents from happening to my baby  Zuia ajali mbaya kutokea kwa mtoto,0,0
,,1,1
,,2,2
,,3,3
,,4,4
,,5,5
,,6,6
,,7,7
,,8,8
,,9,9
,,10,10
,,,
pnc_q31d,31d. Recognise a health problem with an infant or small child  Tambua tatizo la kiafya kwa mtoto mchanga au mtoto mdogo,0,0
,,1,1
,,2,2
,,3,3
,,4,4
,,5,5
,,6,6
,,7,7
,,8,8
,,9,9
,,10,10
,,,
pnc_q31e,31e. Take action to help an infant or small child with a health problem  Chukua hatua ya kumsaidia mtoto mchanga au mtoto mdogo aliye na tatizo la kiafya,0,0
,,1,1
,,2,2
,,3,3
,,4,4
,,5,5
,,6,6
,,7,7
,,8,8
,,9,9
,,10,10
,,,
pnc_q31f,31f. Make good decisions related to the health of myself and my family  Fanya maamuzi bora yahusianayo na afya yako na ya familia yangu,0,0
,,1,1
,,2,2
,,3,3
,,4,4
,,5,5
,,6,6
,,7,7
,,8,8
,,9,9
,,10,10
,,,
pnc_q31g,31g. Bring up difficult subjects with my husband  Zungumza mambo tata na mme wako,0,0
,,1,1
,,2,2
,,3,3
,,4,4
,,5,5
,,6,6
,,7,7
,,8,8
,,9,9
,,10,10
,,,
pnc_q31h,31h. Bring up difficult subjects with my mother in law  Zungumza mambo tata na mama mkwe wako,0,0
,,1,1
,,2,2
,,3,3
,,4,4
,,5,5
,,6,6
,,7,7
,,8,8
,,9,9
,,10,10
,,,
pnc_q31i,31i. Share my knowledge and let others know what I really think  even if it is different from what they know or think  Shiriki maarifa yangu na kuwafanya wengine kufahamu kile ambacho ninachofikiria   hata kama ni tofauti na wajuayo au wafikiriayo,0,0
,,1,1
,,2,2
,,3,3
,,4,4
,,5,5
,,6,6
,,7,7
,,8,8
,,9,9
,,10,10
,,,
pnc_q31j,31j. Ask a provider to explain something in a different way if I dont understand what they are telling me  Kumuuliza mhudumu kueleza jambo kwa njia tofauti iwapo sielewi wanachoniambia,0,0
,,1,1
,,2,2
,,3,3
,,4,4
,,5,5
,,6,6
,,7,7
,,8,8
,,9,9
,,10,10
,,,
pnc_q31k,31k. Make decisions for myself  Jifanyia maamuzi,0,0
,,1,1
,,2,2
,,3,3
,,4,4
,,5,5
,,6,6
,,7,7
,,8,8
,,9,9
,,10,10
,,,
pnc_q32a,32a. [pnc_q3]s father helps(ed) to take care of him/her  such as by bathing/feeding/playing (not just providing money)  Baba ya [pnc_q3] anakusaidia/alikusaidia kumtunza  mfano kumwogesha/kumlisha/kucheza naye  (sio tu kupeana pesa),1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q32b,32b. He supports(ed) you with breastfeeding  Alikusaidia wakati wa kunyonyesha,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q32c,32c. He let you rest while you were pregnant and when [pnc_q3] was small  Alikuacha upumzike ulipokuwa na ujauzito na [pnc_q3] alipokuwa mdogo,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q32d,32d. He helped you/allowed you extra food while pregnant and nursing  Alikusaidia/alikukubalia uongezee kiasi cha chakula ulipokuwa na ujauzito na ulipokuwa unanyonyesha,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q33a,33a. How to help our baby grow smarter/sharper/more intelligent   Namna ya kumsaidia mtoto kuwa,1,None - Hapana hata kidogo
,,2,A little - Ni  kwa kiwango Kidogo tu
,,3,Some - Kwa kiwango fulani
,,4,Quite a bit - Kwa kiasi kikubwa
,,5,A lot - Sana
,,,
pnc_q33b,33b. How to help our baby stay healthy and well nourished   Namna ya kumfanya mtoto kuwa mwenye Afya na virutubishi,1,None - Hapana hata kidogo
,,2,A little - Ni  kwa kiwango Kidogo tu
,,3,Some - Kwa kiwango fulani
,,4,Quite a bit - Kwa kiasi kikubwa
,,5,A lot - Sana
,,,
pnc_q33c,33c. How to keep our baby safe and prevent accidents  Namna ya kumuweka mtoto wako salama na kumwepusha na ajali,1,None - Hapana hata kidogo
,,2,A little - Ni  kwa kiwango Kidogo tu
,,3,Some - Kwa kiwango fulani
,,4,Quite a bit - Kwa kiasi kikubwa
,,5,A lot - Sana
,,,
pnc_q33d,33d. What family size we want  Ukubwa wa familia mwitakayo,1,None - Hapana hata kidogo
,,2,A little - Ni  kwa kiwango Kidogo tu
,,3,Some - Kwa kiwango fulani
,,4,Quite a bit - Kwa kiasi kikubwa
,,5,A lot - Sana
,,,
pnc_q33e,33e. If and when we want to have another baby  Iwapo na lini kuwa na mtoto mwingine,1,None - Hapana hata kidogo
,,2,A little - Ni  kwa kiwango Kidogo tu
,,3,Some - Kwa kiwango fulani
,,4,Quite a bit - Kwa kiasi kikubwa
,,5,A lot - Sana
,,,
pnc_q33f,33f. What family planning method wed like to use (including none)  Mbinu ya upangaji uzazi ambayo mngependa kuitumia(ikiwemo kutokutumia yoyote),1,None - Hapana hata kidogo
,,2,A little - Ni  kwa kiwango Kidogo tu
,,3,Some - Kwa kiwango fulani
,,4,Quite a bit - Kwa kiasi kikubwa
,,5,A lot - Sana
,,,
pnc_q34a,34a. We agree on what size family we want  Tunakubaliana ukubwa wa familia tunayoitaka,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
pnc_q34b,34b. We agree on if and when we want to have another baby  Tunakubaliana iwapo na lini tunataka kuwa na mtoto,1,Not at all true - Sio kweli hata kidogo
,,2,Slightly true - Ni Kweli kwa kiwango kidogo sana
,,3,Somewhat true - Yana ukweli fulani
,,4,Mostly true - Karibu yote ni kweli
,,5,Completely true - Ni kweli kabisa
,,,
