colOrder,variable,dataFile,IRI,label,definition,category,codebookDescription,codebookValues,termType,parentIRI,parentLabel,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
103,dpt3_hc,hucs_gambia_mali,EUPATH_0031217,"Diphtheria, pertussis, and tetanus (DPT)/Pentavalent 3 health center name",,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,DPT3_HC,hucs_gambia_mali::dpt3_hc,chr,GAMBISSARA H/C,,,>10 unique values,516,0.32080911,NA
104,dpt3_dk,hucs_gambia_mali,EUPATH_0031215,"Diphtheria, pertussis, and tetanus (DPT)/Pentavalent 3 don't know health center code",,Observation,DPT/Pentavalent 3 don't know,"1=""Yes""",,EUPATH_0010947,Immunization and prevention,,,,DPT3_DK,hucs_gambia_mali::dpt3_dk,chr,1,,,"., 1",2,0.999567578,NA
105,dpt3_hcid,hucs_gambia_mali,EUPATH_0031216,"Diphtheria, pertussis, and tetanus (DPT)/Pentavalent 3 health center code",,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,DPT3_HCID,hucs_gambia_mali::dpt3_hcid,chr,102,,,>10 unique values,34,0.321241532,NA
106,dpt_type,hucs_gambia_mali,EUPATH_0031321,"Diphtheria, pertussis, and tetanus (DPT) or Pentavalent vaccine",,Observation,Which vaccine was given,"1=""DPT"", 2=""Pentavalent"", 3=""Don<U+2019>t know""",,EUPATH_0010947,Immunization and prevention,,,,DPT_TYPE,hucs_gambia_mali::dpt_type,chr,2,,,"., 1, 2, 3",4,0.234084466,NA
107,rot1,hucs_gambia_mali,EUPATH_0031266,Rotavirus vaccine,,Observation,Rotavirus vaccine 1,"0=""No"", 1= ""Yes"", 9=""DK""",,EUPATH_0010947,Immunization and prevention,,,,ROT1,hucs_gambia_mali::rot1,chr,1,,,"., 0, 1, 9",4,0.215346178,NA
108,rot1_date,hucs_gambia_mali,EUPATH_0031342,Rotavirus vaccine vaccination date,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,ROT1_DATE,hucs_gambia_mali::rot1_date,chr,6/8/15,date,,>10 unique values,1319,0.358622015,NA
109,rot1_hc,hucs_gambia_mali,EUPATH_0031269,Rotavirus vaccine health center name,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,ROT1_HC,hucs_gambia_mali::rot1_hc,chr,GAMBISSARA,,,>10 unique values,470,0.358525921,NA
110,rot1_dk,hucs_gambia_mali,EUPATH_0031278,Rotavirus vaccine don't know health center code,,Observation,Rotavirus vaccine don't know,"1=""Yes""",,EUPATH_0010947,Immunization and prevention,,,,ROT1_DK,hucs_gambia_mali::rot1_dk,chr,1,,,"., 1",2,0.999567578,NA
111,rot1_hcid,hucs_gambia_mali,EUPATH_0031268,Rotavirus vaccine health center code,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,ROT1_HCID,hucs_gambia_mali::rot1_hcid,chr,102,,,>10 unique values,31,0.358958343,NA
112,rot2,hucs_gambia_mali,EUPATH_0031270,Rotavirus vaccine 2,,Observation,Rotavirus vaccine 2,"0=""No"", 1= ""Yes"", 9=""DK""",,EUPATH_0010947,Immunization and prevention,,,,ROT2,hucs_gambia_mali::rot2,chr,0,,,"., 0, 1, 9",4,0.356171624,NA
113,rot2_date,hucs_gambia_mali,EUPATH_0031343,Rotavirus vaccine 2 vaccination date,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,ROT2_DATE,hucs_gambia_mali::rot2_date,chr,1/8/15,date,,>10 unique values,1282,0.395281795,NA
114,rot2_hc,hucs_gambia_mali,EUPATH_0031273,Rotavirus vaccine 2 health center name,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,ROT2_HC,hucs_gambia_mali::rot2_hc,chr,GAMBISSARA H/C,,,>10 unique values,446,0.395185701,NA
115,rot2_dk,hucs_gambia_mali,EUPATH_0031271,Rotavirus vaccine 2 don't know health center code,,Observation,Rotavirus vaccine 2 don't know,"1=""Yes""",,EUPATH_0010947,Immunization and prevention,,,,ROT2_DK,hucs_gambia_mali::rot2_dk,chr,1,,,"., 1",2,0.999567578,NA
116,rot2_hcid,hucs_gambia_mali,EUPATH_0031272,Rotavirus vaccine 2 health center code,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,ROT2_HCID,hucs_gambia_mali::rot2_hcid,chr,102,,,>10 unique values,31,0.395618123,NA
117,rot3,hucs_gambia_mali,EUPATH_0031274,Rotavirus vaccine 3,,Observation,Rotavirus vaccine 3,"0=""No"", 1= ""Yes"", 9=""DK""",,EUPATH_0010947,Immunization and prevention,,,,ROT3,hucs_gambia_mali::rot3,chr,1,,,"., 0, 1, 9",4,0.3921107,NA
118,rot3_date,hucs_gambia_mali,EUPATH_0031344,Rotavirus vaccine 3 vaccination date,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,ROT3_DATE,hucs_gambia_mali::rot3_date,chr,3/5/15,date,,>10 unique values,1194,0.471964637,NA
119,rot3_hc,hucs_gambia_mali,EUPATH_0031277,Rotavirus vaccine 3 health center name,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,ROT3_HC,hucs_gambia_mali::rot3_hc,chr,GAMBISSARA H/C,,,>10 unique values,425,0.471916591,NA
120,rot3_dk,hucs_gambia_mali,EUPATH_0031275,Rotavirus vaccine 3 don't know health center code,,Observation,Rotavirus vaccine 3 don't know,"1=""Yes""",,EUPATH_0010947,Immunization and prevention,,,,ROT3_DK,hucs_gambia_mali::rot3_dk,chr,1,,,"., 1",2,0.999615625,NA
121,rot3_hcid,hucs_gambia_mali,EUPATH_0031276,Rotavirus vaccine 3 health center code,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,ROT3_HCID,hucs_gambia_mali::rot3_hcid,chr,102,,,>10 unique values,30,0.472300966,NA
122,opv1,hucs_gambia_mali,EUPATH_0031247,Oral poliovirus vaccine (OPV),,Observation,Oral polio vaccine 1,"0=""No"", 1= ""Yes"", 9=""DK""",,EUPATH_0010947,Immunization and prevention,,,,OPV1,hucs_gambia_mali::opv1,chr,1,,,"., 0, 1, 9",4,0.215346178,NA
123,opv1_date,hucs_gambia_mali,EUPATH_0031339,Oral poliovirus vaccine (OPV) vaccination date,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,OPV1_DATE,hucs_gambia_mali::opv1_date,chr,6/8/15,date,,>10 unique values,1925,0.239513765,NA
124,opv1_hc,hucs_gambia_mali,EUPATH_0031261,Oral poliovirus vaccine (OPV) health center name,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,OPV1_HC,hucs_gambia_mali::opv1_hc,chr,GAMBISSARA,,,>10 unique values,559,0.239081343,NA
125,opv1_dk,hucs_gambia_mali,EUPATH_0031259,Oral poliovirus vaccine (OPV) don't know health center code,,Observation,Oral polio vaccine 1 don't know,"1=""Yes""",,EUPATH_0010947,Immunization and prevention,,,,OPV1_DK,hucs_gambia_mali::opv1_dk,chr,1,,,"., 1",2,0.999519531,NA
126,opv1_hcid,hucs_gambia_mali,EUPATH_0031251,Oral poliovirus vaccine (OPV) health center code,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,OPV1_HCID,hucs_gambia_mali::opv1_hcid,chr,102,,,>10 unique values,36,0.239561812,NA
127,opv2,hucs_gambia_mali,EUPATH_0031248,Oral poliovirus vaccine (OPV) 2,,Observation,Oral polio vaccine 2,"0=""No"", 1= ""Yes"", 9=""DK""",,EUPATH_0010947,Immunization and prevention,,,,OPV2,hucs_gambia_mali::opv2,chr,0,,,"., 0, 1, 9",4,0.236678999,NA
128,opv2_date,hucs_gambia_mali,EUPATH_0031340,Oral poliovirus vaccine (OPV) 2 vaccination date,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,OPV2_DATE,hucs_gambia_mali::opv2_date,chr,1/8/15,date,,>10 unique values,1899,0.273675107,NA
129,opv2_hc,hucs_gambia_mali,EUPATH_0031255,Oral poliovirus vaccine (OPV) 2 health center name,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,OPV2_HC,hucs_gambia_mali::opv2_hc,chr,GAMBISSARA H/C,,,>10 unique values,538,0.273290732,NA
130,opv2_dk,hucs_gambia_mali,EUPATH_0031253,Oral poliovirus vaccine (OPV) 2 don't know health center code,,Observation,Oral polio vaccine 2 don't know,"1=""Yes""",,EUPATH_0010947,Immunization and prevention,,,,OPV2_DK,hucs_gambia_mali::opv2_dk,chr,1,,,"., 1",2,0.999519531,NA
131,opv2_hcid,hucs_gambia_mali,EUPATH_0031254,Oral poliovirus vaccine (OPV) 2 health center code,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,OPV2_HCID,hucs_gambia_mali::opv2_hcid,chr,102,,,>10 unique values,32,0.273771201,NA
132,opv3,hucs_gambia_mali,EUPATH_0031249,Oral poliovirus vaccine (OPV) 3,,Observation,Oral polio vaccine 3,"0=""No"", 1= ""Yes"", 9=""DK""",,EUPATH_0010947,Immunization and prevention,,,,OPV3,hucs_gambia_mali::opv3,chr,1,,,"., 0, 1, 9",4,0.270600106,NA
133,opv3_date,hucs_gambia_mali,EUPATH_0031341,Oral poliovirus vaccine (OPV) 3 vaccination date,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,OPV3_DATE,hucs_gambia_mali::opv3_date,chr,3/5/15,date,,>10 unique values,1865,0.324076298,NA
134,opv3_hc,hucs_gambia_mali,EUPATH_0031258,Oral poliovirus vaccine (OPV) 3 health center name,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,OPV3_HC,hucs_gambia_mali::opv3_hc,chr,GAMBISSARA H/C,,,>10 unique values,521,0.324028252,NA
135,opv3_dk,hucs_gambia_mali,EUPATH_0031256,Oral poliovirus vaccine (OPV) 3 don't know health center code,,Observation,Oral polio vaccine 3 don't know,"1=""Yes""",,EUPATH_0010947,Immunization and prevention,,,,OPV3_DK,hucs_gambia_mali::opv3_dk,chr,1,,,"., 1",2,0.999567578,NA
136,opv3_hcid,hucs_gambia_mali,EUPATH_0031257,Oral poliovirus vaccine (OPV) 3 health center code,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,OPV3_HCID,hucs_gambia_mali::opv3_hcid,chr,102,,,>10 unique values,32,0.324460674,NA
137,ipv1,hucs_gambia_mali,EUPATH_0031230,Inactivated poliovirus vaccine (IPV),,Observation,Inactivated polio vaccine 1,"0=""No"", 1= ""Yes"", 9=""DK""",,EUPATH_0010947,Immunization and prevention,,,,IPV1,hucs_gambia_mali::ipv1,chr,0,,,"., 0, 1, 9",4,0.215346178,NA
138,ipv1_date,hucs_gambia_mali,EUPATH_0031336,Inactivated poliovirus vaccine (IPV) vaccination date,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,IPV1_DATE,hucs_gambia_mali::ipv1_date,chr,4/20/15,date,,>10 unique values,758,0.819535867,NA
139,ipv1_hc,hucs_gambia_mali,EUPATH_0031233,Inactivated poliovirus vaccine (IPV) health center name,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,IPV1_HC,hucs_gambia_mali::ipv1_hc,chr,BANSANG,,,>10 unique values,113,0.819391726,NA
140,ipv1_dk,hucs_gambia_mali,EUPATH_0031231,Inactivated poliovirus vaccine (IPV) don't know health center code,,Observation,Inactivated polio vaccine 1 don't know,"1=""Yes""",,EUPATH_0010947,Immunization and prevention,,,,IPV1_DK,hucs_gambia_mali::ipv1_dk,chr,1,,,"., 1",2,0.999663672,NA
141,ipv1_hcid,hucs_gambia_mali,EUPATH_0031232,Inactivated poliovirus vaccine (IPV) health center code,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,IPV1_HCID,hucs_gambia_mali::ipv1_hcid,chr,107,,,>10 unique values,29,0.819728055,NA
142,ipv2,hucs_gambia_mali,EUPATH_0031234,Inactivated poliovirus vaccine (IPV) 2,,Observation,Inactivated polio vaccine 2,"0=""No"", 1= ""Yes"", 9=""DK""",,EUPATH_0010947,Immunization and prevention,,,,IPV2,hucs_gambia_mali::ipv2,chr,0,,,"., 0, 1, 9",4,0.817806179,NA
143,ipv2_date,hucs_gambia_mali,EUPATH_0031337,Inactivated poliovirus vaccine (IPV) 2 vaccination date,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,IPV2_DATE,hucs_gambia_mali::ipv2_date,chr,3/30/15,date,,"., 3/30/15, 6/11/15, 7/1/15, 7/14/15, 7/21/14, 9/15/16, 9/16/15",8,0.999663672,NA
144,ipv2_hc,hucs_gambia_mali,EUPATH_0031237,Inactivated poliovirus vaccine (IPV) 2 health center name,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,IPV2_HC,hucs_gambia_mali::ipv2_hc,chr,BANSANG,,,", BANSANG, CM ELRAZI, GAMBISSARA",3,0.999663672,NA
146,ipv2_hcid,hucs_gambia_mali,EUPATH_0031236,Inactivated poliovirus vaccine (IPV) 2 health center code,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,IPV2_HCID,hucs_gambia_mali::ipv2_hcid,chr,107,,,"., 102, 107, 90",4,0.999663672,NA
147,ipv3,hucs_gambia_mali,EUPATH_0031238,Inactivated poliovirus vaccine (IPV) 3,,Observation,Inactivated polio vaccine 3,"0=""No"", 1= ""Yes"", 9=""DK""",,EUPATH_0010947,Immunization and prevention,,,,IPV3,hucs_gambia_mali::ipv3,chr,1,,,"., 0, 1, 9",4,0.998558593,NA
148,ipv3_date,hucs_gambia_mali,EUPATH_0031338,Inactivated poliovirus vaccine (IPV) 3 vaccination date,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,IPV3_DATE,hucs_gambia_mali::ipv3_date,chr,4/7/15,date,,"., 10/20/16, 4/7/15, 7/9/15, 8/18/14",5,0.999807812,NA
149,ipv3_hc,hucs_gambia_mali,EUPATH_0031240,Inactivated poliovirus vaccine (IPV) 3 health center,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,IPV3_HC,hucs_gambia_mali::ipv3_hc,chr,BANSANG,,,", BANSANG, CM ELRAZI, GAMBISSARA",3,0.999807812,NA
151,ipv3_hcid,hucs_gambia_mali,EUPATH_0031241,Inactivated poliovirus vaccine (IPV) 3 health center code,,Observation,,,,EUPATH_0010947,Immunization and prevention,,,,IPV3_HCID,hucs_gambia_mali::ipv3_hcid,chr,107,,,"., 102, 107, 90",4,0.999807812,NA
158,agegroup,hucs_gambia_mali,EUPATH_0010367,Age group,,Participant,Age group,"1 = 0-11 months, 2 = 12-23 months, 3 = 24-59 months",,EUPATH_0000738,Observation,,,,AGEGROUP,hucs_gambia_mali::agegroup,int,1,,,1 to 3,3,0,NA
159,reason_noint,hucs_gambia_mali,,,,,,,,,,,Could not find in codebook,,REASON_NOINT,hucs_gambia_mali::reason_noint,chr,CHILD CANNOT BE SEEN,,,>10 unique values,680,0.959400375,NA
160,round,hucs_gambia_mali,,Round,,Household,,,,,,,,,ROUND,hucs_gambia_mali::round,int,1,,,1 to 7,7,0,NA
161,rnd_start,hucs_gambia_mali,,,,Household,,,,,,,,,RND_START,hucs_gambia_mali::rnd_start,chr,5/15/15,date,,>10 unique values,13,0,NA
162,rnd_stop,hucs_gambia_mali,,,,Household,,,,,,,,,RND_STOP,hucs_gambia_mali::rnd_stop,chr,6/30/15,date,,>10 unique values,13,0,NA
163,aswt,hucs_gambia_mali,,,,,,,,,,,Could not find in codebook,,ASWT,hucs_gambia_mali::aswt,dbl,38.75,,,6.27 to 170.4,76,0,NA
164,site_split,hucs_gambia_mali,OBI_0001627,Country,,Household,VIDA sites with extra deivision of The Gambia site to sllow for easier comparison to GEMS,"1 = The Gambia Basse, 2 = Mali, 3 = Kenya, 4 = The Gambia Bansang",,,,,,,SITE_SPLIT,hucs_gambia_mali::site_split,int,1,,,1 to 4,3,0,NA
165,vax_source,hucs_gambia_mali,EUPATH_0031005,Vaccination information source available,,,,,,,,,,,VAX_SOURCE,hucs_gambia_mali::vax_source,chr,1,,,"., 0, 1, 2, 3",5,0.918464421,NA
166,aswt_site_split,hucs_gambia_mali,,,,,,,,,,,Could not find in codebook,,ASWT_SITE_SPLIT,hucs_gambia_mali::aswt_site_split,dbl,36.63,,,6.27 to 204.1,117,0,NA
