"variable","dataFile","codebookDescription","suggested_IRI","suggested_label","parent_in_ontology","parent_IRI","score"
"f4a_water_rain","vida_enrl.csv","Rainwater","http://purl.obolibrary.org/obo/EUPATH_0010135","Water trips daily","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.0579453"
"f4a_water_rain","vida_enrl.csv","Rainwater","http://purl.obolibrary.org/obo/EUPATH_0010137","Water trips weekly","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.0579453"
"f4a_water_rain","vida_enrl.csv","Rainwater","http://purl.obolibrary.org/obo/EUPATH_0010151","Given untreated water","Feeding; Feeding summary","http://purl.obolibrary.org/obo/EUPATH_0000678","7.0579453"
"f4a_water_rain","vida_enrl.csv","Rainwater","http://purl.obolibrary.org/obo/EUPATH_0015049","Other water source","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","7.0579453"
"f4a_water_rain","vida_enrl.csv","Rainwater","http://purl.obolibrary.org/obo/EUPATH_0010108","Drinking water treatment","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","6.6424894"
"f4a_water_rain","vida_enrl.csv","Rainwater","http://purl.obolibrary.org/obo/EUPATH_0010234","Fetch drinking water everyday","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","6.5548553"
"f4a_water_rain","vida_enrl.csv","Rainwater","http://purl.obolibrary.org/obo/EUPATH_0000726","Time to retrieve drinking water","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","6.1427326"
"f4a_water_rain","vida_enrl.csv","Rainwater","http://purl.obolibrary.org/obo/EUPATH_0010141","Given stored water for drinking","Feeding; Feeding summary","http://purl.obolibrary.org/obo/EUPATH_0000678","6.1427326"
"f4a_water_deepwell","vida_enrl.csv","Deep tube well","http://purl.obolibrary.org/obo/EUPATH_0015045","Deep tube well","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","24.868992"
"f4a_water_deepwell","vida_enrl.csv","Deep tube well","http://purl.obolibrary.org/obo/EUPATH_0015047","Shallow tube well","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","16.3975"
"f4a_water_deepwell","vida_enrl.csv","Deep tube well","http://purl.obolibrary.org/obo/EUPATH_0015036","Covered public well","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","8.504263"
"f4a_water_deepwell","vida_enrl.csv","Deep tube well","http://purl.obolibrary.org/obo/EUPATH_0015041","Open public well","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","8.504263"
"f4a_water_deepwell","vida_enrl.csv","Deep tube well","http://purl.obolibrary.org/obo/EUPATH_0000730","Water availability","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.685854"
"f4a_water_deepwell","vida_enrl.csv","Deep tube well","http://purl.obolibrary.org/obo/EUPATH_0021077","Bore well","Water source","http://purl.obolibrary.org/obo/EUPATH_0021093","7.315247"
"f4a_water_deepwell","vida_enrl.csv","Deep tube well","http://purl.obolibrary.org/obo/EUPATH_0021078","Open well","Water source","http://purl.obolibrary.org/obo/EUPATH_0021093","7.315247"
"f4a_water_deepwell","vida_enrl.csv","Deep tube well","http://purl.obolibrary.org/obo/EUPATH_0010135","Water trips daily","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.0579453"
"f4a_water_deepwell","vida_enrl.csv","Deep tube well","http://purl.obolibrary.org/obo/EUPATH_0010137","Water trips weekly","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.0579453"
"f4a_water_deepwell","vida_enrl.csv","Deep tube well","http://purl.obolibrary.org/obo/EUPATH_0010151","Given untreated water","Feeding; Feeding summary","http://purl.obolibrary.org/obo/EUPATH_0000678","7.0579453"
"f4a_water_shallwell","vida_enrl.csv","Shallow tube well","http://purl.obolibrary.org/obo/EUPATH_0015047","Shallow tube well","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","24.868992"
"f4a_water_shallwell","vida_enrl.csv","Shallow tube well","http://purl.obolibrary.org/obo/EUPATH_0015045","Deep tube well","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","16.3975"
"f4a_water_shallwell","vida_enrl.csv","Shallow tube well","http://purl.obolibrary.org/obo/EUPATH_0015036","Covered public well","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","8.504263"
"f4a_water_shallwell","vida_enrl.csv","Shallow tube well","http://purl.obolibrary.org/obo/EUPATH_0015041","Open public well","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","8.504263"
"f4a_water_shallwell","vida_enrl.csv","Shallow tube well","http://purl.obolibrary.org/obo/EUPATH_0000730","Water availability","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.685854"
"f4a_water_shallwell","vida_enrl.csv","Shallow tube well","http://purl.obolibrary.org/obo/EUPATH_0021077","Bore well","Water source","http://purl.obolibrary.org/obo/EUPATH_0021093","7.315247"
"f4a_water_shallwell","vida_enrl.csv","Shallow tube well","http://purl.obolibrary.org/obo/EUPATH_0021078","Open well","Water source","http://purl.obolibrary.org/obo/EUPATH_0021093","7.315247"
"f4a_water_shallwell","vida_enrl.csv","Shallow tube well","http://purl.obolibrary.org/obo/EUPATH_0010135","Water trips daily","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.0579453"
"f4a_water_shallwell","vida_enrl.csv","Shallow tube well","http://purl.obolibrary.org/obo/EUPATH_0010137","Water trips weekly","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.0579453"
"f4a_water_shallwell","vida_enrl.csv","Shallow tube well","http://purl.obolibrary.org/obo/EUPATH_0010151","Given untreated water","Feeding; Feeding summary","http://purl.obolibrary.org/obo/EUPATH_0000678","7.0579453"
"f4a_water_bought","vida_enrl.csv","Bought (tank, bottles)","http://purl.obolibrary.org/obo/EUPATH_0015048","Bought (tank, bottle, etc)","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","22.123962"
"f4a_water_bought","vida_enrl.csv","Bought (tank, bottles)","http://purl.obolibrary.org/obo/EUPATH_0015098","Bought a remedy or drug","Previously sought care","http://purl.obolibrary.org/obo/EUPATH_0010380","13.838254"
"f4a_water_bought","vida_enrl.csv","Bought (tank, bottles)","http://purl.obolibrary.org/obo/EUPATH_0010251","Bought remedy or medicine, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","13.568083"
"f4a_water_bought","vida_enrl.csv","Bought (tank, bottles)","http://purl.obolibrary.org/obo/EUPATH_0010252","Bought remedy or medicine, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","13.568083"
"f4a_water_bought","vida_enrl.csv","Bought (tank, bottles)","http://purl.obolibrary.org/obo/EUPATH_0000730","Water availability","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.685854"
"f4a_water_bought","vida_enrl.csv","Bought (tank, bottles)","http://purl.obolibrary.org/obo/EUPATH_0021080","Public tank or pump","Water source","http://purl.obolibrary.org/obo/EUPATH_0021093","7.1087008"
"f4a_water_bought","vida_enrl.csv","Bought (tank, bottles)","http://purl.obolibrary.org/obo/EUPATH_0010135","Water trips daily","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.0579453"
"f4a_water_bought","vida_enrl.csv","Bought (tank, bottles)","http://purl.obolibrary.org/obo/EUPATH_0010137","Water trips weekly","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.0579453"
"f4a_water_bought","vida_enrl.csv","Bought (tank, bottles)","http://purl.obolibrary.org/obo/EUPATH_0010151","Given untreated water","Feeding; Feeding summary","http://purl.obolibrary.org/obo/EUPATH_0000678","7.0579453"
"f4a_water_bought","vida_enrl.csv","Bought (tank, bottles)","http://purl.obolibrary.org/obo/EUPATH_0015049","Other water source","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","7.0579453"
"f4a_water_bore","vida_enrl.csv","Bore hole","http://purl.obolibrary.org/obo/EUPATH_0015050","Bore hole","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","29.2636"
"f4a_water_bore","vida_enrl.csv","Bore hole","http://purl.obolibrary.org/obo/EUPATH_0021077","Bore well","Water source","http://purl.obolibrary.org/obo/EUPATH_0021093","17.74484"
"f4a_water_bore","vida_enrl.csv","Bore hole","http://purl.obolibrary.org/obo/EUPATH_0000730","Water availability","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.685854"
"f4a_water_bore","vida_enrl.csv","Bore hole","http://purl.obolibrary.org/obo/EUPATH_0010135","Water trips daily","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.0579453"
"f4a_water_bore","vida_enrl.csv","Bore hole","http://purl.obolibrary.org/obo/EUPATH_0010137","Water trips weekly","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","7.0579453"
"f4a_water_bore","vida_enrl.csv","Bore hole","http://purl.obolibrary.org/obo/EUPATH_0010151","Given untreated water","Feeding; Feeding summary","http://purl.obolibrary.org/obo/EUPATH_0000678","7.0579453"
"f4a_water_bore","vida_enrl.csv","Bore hole","http://purl.obolibrary.org/obo/EUPATH_0015049","Other water source","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","7.0579453"
"f4a_water_bore","vida_enrl.csv","Bore hole","http://purl.obolibrary.org/obo/EUPATH_0010108","Drinking water treatment","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","6.6424894"
"f4a_water_bore","vida_enrl.csv","Bore hole","http://purl.obolibrary.org/obo/EUPATH_0010234","Fetch drinking water everyday","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","6.5548553"
"f4a_water_bore","vida_enrl.csv","Bore hole","http://purl.obolibrary.org/obo/EUPATH_0000726","Time to retrieve drinking water","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","6.1427326"
"f4a_water_othr","vida_enrl.csv","Water source other","http://purl.obolibrary.org/obo/EUPATH_0015049","Other water source","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","21.54616"
"f4a_water_othr","vida_enrl.csv","Water source other","http://purl.obolibrary.org/obo/EUPATH_0021093","Water source","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","17.455614"
"f4a_water_othr","vida_enrl.csv","Water source other","http://purl.obolibrary.org/obo/EUPATH_0010099","Main drinking water source","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","15.566559"
"f4a_water_othr","vida_enrl.csv","Water source other","http://purl.obolibrary.org/obo/ENVO_00003064","Drinking water source","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","15.529166"
"f4a_water_othr","vida_enrl.csv","Water source other","http://purl.obolibrary.org/obo/EUPATH_0015275","Piped water source","Hand washing material","http://purl.obolibrary.org/obo/EUPATH_0010400","15.529166"
"f4a_water_othr","vida_enrl.csv","Water source other","http://purl.obolibrary.org/obo/EUPATH_0011603","Drinking water source categorization","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","13.985669"
"f4a_water_othr","vida_enrl.csv","Water source other","http://purl.obolibrary.org/obo/EUPATH_0000730","Water availability","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","13.375362"
"f4a_water_othr","vida_enrl.csv","Water source other","http://purl.obolibrary.org/obo/EUPATH_0015106","Other money source","Money source for expenses before visit","http://purl.obolibrary.org/obo/EUPATH_0010379","12.134622"
"f4a_water_othr","vida_enrl.csv","Water source other","http://purl.obolibrary.org/obo/EUPATH_0015114","Other money source","Money source for hospitalization or clinical visit expenses","http://purl.obolibrary.org/obo/EUPATH_0010011","12.134622"
"f4a_water_othr","vida_enrl.csv","Water source other","http://purl.obolibrary.org/obo/EUPATH_0010135","Water trips daily","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","12.119544"
"f4a_water_spec","vida_enrl.csv","Water source specify","http://purl.obolibrary.org/obo/EUPATH_0015049","Other water source","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","17.525513"
"f4a_water_spec","vida_enrl.csv","Water source specify","http://purl.obolibrary.org/obo/EUPATH_0021093","Water source","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","17.455614"
"f4a_water_spec","vida_enrl.csv","Water source specify","http://purl.obolibrary.org/obo/EUPATH_0010099","Main drinking water source","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","15.566559"
"f4a_water_spec","vida_enrl.csv","Water source specify","http://purl.obolibrary.org/obo/ENVO_00003064","Drinking water source","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","15.529166"
"f4a_water_spec","vida_enrl.csv","Water source specify","http://purl.obolibrary.org/obo/EUPATH_0015275","Piped water source","Hand washing material","http://purl.obolibrary.org/obo/EUPATH_0010400","15.529166"
"f4a_water_spec","vida_enrl.csv","Water source specify","http://purl.obolibrary.org/obo/EUPATH_0011603","Drinking water source categorization","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","13.985669"
"f4a_water_spec","vida_enrl.csv","Water source specify","http://purl.obolibrary.org/obo/EUPATH_0000730","Water availability","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","13.375362"
"f4a_water_spec","vida_enrl.csv","Water source specify","http://purl.obolibrary.org/obo/EUPATH_0010135","Water trips daily","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","12.119544"
"f4a_water_spec","vida_enrl.csv","Water source specify","http://purl.obolibrary.org/obo/EUPATH_0010137","Water trips weekly","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","12.119544"
"f4a_water_spec","vida_enrl.csv","Water source specify","http://purl.obolibrary.org/obo/EUPATH_0010151","Given untreated water","Feeding; Feeding summary","http://purl.obolibrary.org/obo/EUPATH_0000678","12.119544"
"f4a_ms_water","vida_enrl.csv","During the last two weeks, what was the main source of drinking water for the members of your Household has? (Check the response that relates to the main source of drinking water.)","http://purl.obolibrary.org/obo/EUPATH_0010099","Main drinking water source","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","49.84428"
"f4a_ms_water","vida_enrl.csv","During the last two weeks, what was the main source of drinking water for the members of your Household has? (Check the response that relates to the main source of drinking water.)","http://purl.obolibrary.org/obo/ENVO_00003064","Drinking water source","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","37.8034"
"f4a_ms_water","vida_enrl.csv","During the last two weeks, what was the main source of drinking water for the members of your Household has? (Check the response that relates to the main source of drinking water.)","http://purl.obolibrary.org/obo/EUPATH_0015011","None of the above","Assets","http://purl.obolibrary.org/obo/EUPATH_0000144","35.534935"
"f4a_ms_water","vida_enrl.csv","During the last two weeks, what was the main source of drinking water for the members of your Household has? (Check the response that relates to the main source of drinking water.)","http://purl.obolibrary.org/obo/EUPATH_0011603","Drinking water source categorization","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","34.04599"
"f4a_ms_water","vida_enrl.csv","During the last two weeks, what was the main source of drinking water for the members of your Household has? (Check the response that relates to the main source of drinking water.)","http://purl.obolibrary.org/obo/EUPATH_0021093","Water source","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","29.22172"
"f4a_ms_water","vida_enrl.csv","During the last two weeks, what was the main source of drinking water for the members of your Household has? (Check the response that relates to the main source of drinking water.)","http://purl.obolibrary.org/obo/EUPATH_0015433","Last day of diarrhea in the past 2 weeks","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","28.59466"
"f4a_ms_water","vida_enrl.csv","During the last two weeks, what was the main source of drinking water for the members of your Household has? (Check the response that relates to the main source of drinking water.)","http://purl.obolibrary.org/obo/EUPATH_0010108","Drinking water treatment","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","28.572353"
"f4a_ms_water","vida_enrl.csv","During the last two weeks, what was the main source of drinking water for the members of your Household has? (Check the response that relates to the main source of drinking water.)","http://purl.obolibrary.org/obo/EUPATH_0015104","Asking for donations outside the household","Money source for expenses before visit","http://purl.obolibrary.org/obo/EUPATH_0010379","28.188879"
"f4a_ms_water","vida_enrl.csv","During the last two weeks, what was the main source of drinking water for the members of your Household has? (Check the response that relates to the main source of drinking water.)","http://purl.obolibrary.org/obo/EUPATH_0015112","Asking for donations outside the household","Money source for hospitalization or clinical visit expenses","http://purl.obolibrary.org/obo/EUPATH_0010011","28.188879"
"f4a_ms_water","vida_enrl.csv","During the last two weeks, what was the main source of drinking water for the members of your Household has? (Check the response that relates to the main source of drinking water.)","http://purl.obolibrary.org/obo/EUPATH_0015049","Other water source","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","27.99308"
"f4a_ms_spec","vida_enrl.csv","Other, specify:","http://purl.obolibrary.org/obo/EUPATH_0024204","Other: specify","Overnight lodgings","http://purl.obolibrary.org/obo/EUPATH_0024205","13.391844"
"f4a_ms_spec","vida_enrl.csv","Other, specify:","http://purl.obolibrary.org/obo/EUPATH_0024010","Other work; Other (specify)","Reason for moving","http://purl.obolibrary.org/obo/EUPATH_0024012","12.057463"
"f4a_ms_spec","vida_enrl.csv","Other, specify:","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","7.4446325"
"f4a_ms_spec","vida_enrl.csv","Other, specify:","http://purl.obolibrary.org/obo/EUPATH_0015023","Other","Cooking fuel","http://purl.obolibrary.org/obo/EUPATH_0000023","7.15582"
"f4a_ms_spec","vida_enrl.csv","Other, specify:","http://purl.obolibrary.org/obo/EUPATH_0015031","Other","Animals on property","http://purl.obolibrary.org/obo/EUPATH_0000343","7.15582"
"f4a_ms_spec","vida_enrl.csv","Other, specify:","http://purl.obolibrary.org/obo/EUPATH_0010261","Other transportation expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","6.728654"
"f4a_ms_spec","vida_enrl.csv","Other, specify:","http://purl.obolibrary.org/obo/EUPATH_0010275","Other lost earnings","Caretaker income lost, enrollment","http://purl.obolibrary.org/obo/EUPATH_0010010","6.728654"
"f4a_ms_spec","vida_enrl.csv","Other, specify:","http://purl.obolibrary.org/obo/EUPATH_0015088","Any other liquids","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","6.728654"
"f4a_ms_spec","vida_enrl.csv","Other, specify:","http://purl.obolibrary.org/obo/EUPATH_0015106","Other money source","Money source for expenses before visit","http://purl.obolibrary.org/obo/EUPATH_0010379","6.728654"
"f4a_ms_spec","vida_enrl.csv","Other, specify:","http://purl.obolibrary.org/obo/EUPATH_0015114","Other money source","Money source for hospitalization or clinical visit expenses","http://purl.obolibrary.org/obo/EUPATH_0010011","6.728654"
"f4a_time_water","vida_enrl.csv","How long does it take to go there, get water, and come back?","http://purl.obolibrary.org/obo/EUPATH_0000726","Time to retrieve drinking water","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","17.736341"
"f4a_time_water","vida_enrl.csv","How long does it take to go there, get water, and come back?","http://purl.obolibrary.org/obo/EUPATH_0000730","Water availability","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","13.375362"
"f4a_time_water","vida_enrl.csv","How long does it take to go there, get water, and come back?","http://purl.obolibrary.org/obo/EUPATH_0011617","Sanitation and drinking water score","Dwelling facilities","http://purl.obolibrary.org/obo/EUPATH_0000302","12.439159"
"f4a_time_water","vida_enrl.csv","How long does it take to go there, get water, and come back?","http://purl.obolibrary.org/obo/EUPATH_0024061","Drink and eat clean water and food","Malaria prevention knowledge","http://purl.obolibrary.org/obo/EUPATH_0024067","12.198387"
"f4a_time_water","vida_enrl.csv","How long does it take to go there, get water, and come back?","http://purl.obolibrary.org/obo/EUPATH_0010135","Water trips daily","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","12.119544"
"f4a_time_water","vida_enrl.csv","How long does it take to go there, get water, and come back?","http://purl.obolibrary.org/obo/EUPATH_0010137","Water trips weekly","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","12.119544"
"f4a_time_water","vida_enrl.csv","How long does it take to go there, get water, and come back?","http://purl.obolibrary.org/obo/EUPATH_0010151","Given untreated water","Feeding; Feeding summary","http://purl.obolibrary.org/obo/EUPATH_0000678","12.119544"
"f4a_time_water","vida_enrl.csv","How long does it take to go there, get water, and come back?","http://purl.obolibrary.org/obo/EUPATH_0015049","Other water source","Drinking water source","http://purl.obolibrary.org/obo/ENVO_00003064","12.119544"
"f4a_time_water","vida_enrl.csv","How long does it take to go there, get water, and come back?","http://purl.obolibrary.org/obo/EUPATH_0010108","Drinking water treatment","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","11.704088"
"f4a_time_water","vida_enrl.csv","How long does it take to go there, get water, and come back?","http://purl.obolibrary.org/obo/EUPATH_0000731","Household water","Household","http://purl.obolibrary.org/obo/PCO_0000024","11.379017"
"f4a_fetch_water","vida_enrl.csv","Do you or other members from your Household has go and fetch drinking water for the Household has every day? (If \"Yes\", go to Question 16a, if \"No\" go to Question 16b.)","http://purl.obolibrary.org/obo/EUPATH_0010234","Fetch drinking water everyday","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","31.688911"
"f4a_fetch_water","vida_enrl.csv","Do you or other members from your Household has go and fetch drinking water for the Household has every day? (If \"Yes\", go to Question 16a, if \"No\" go to Question 16b.)","http://purl.obolibrary.org/obo/EUPATH_0000731","Household water","Household","http://purl.obolibrary.org/obo/PCO_0000024","22.930634"
"f4a_fetch_water","vida_enrl.csv","Do you or other members from your Household has go and fetch drinking water for the Household has every day? (If \"Yes\", go to Question 16a, if \"No\" go to Question 16b.)","http://purl.obolibrary.org/obo/EUPATH_0000726","Time to retrieve drinking water","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","21.786547"
"f4a_fetch_water","vida_enrl.csv","Do you or other members from your Household has go and fetch drinking water for the Household has every day? (If \"Yes\", go to Question 16a, if \"No\" go to Question 16b.)","http://purl.obolibrary.org/obo/EUPATH_0011612","Household toilet or latrine has concrete floor","Waste disposal","http://purl.obolibrary.org/obo/EUPATH_0000596","20.387568"
"f4a_fetch_water","vida_enrl.csv","Do you or other members from your Household has go and fetch drinking water for the Household has every day? (If \"Yes\", go to Question 16a, if \"No\" go to Question 16b.)","http://purl.obolibrary.org/obo/EUPATH_0024054","Do not go outside at certain times of day","Malaria prevention knowledge","http://purl.obolibrary.org/obo/EUPATH_0024067","19.205185"
"f4a_fetch_water","vida_enrl.csv","Do you or other members from your Household has go and fetch drinking water for the Household has every day? (If \"Yes\", go to Question 16a, if \"No\" go to Question 16b.)","http://purl.obolibrary.org/obo/EUPATH_0010265","Amount paid for transportation by other household members","Transportation to clinic","http://purl.obolibrary.org/obo/EUPATH_0010012","18.75977"
"f4a_fetch_water","vida_enrl.csv","Do you or other members from your Household has go and fetch drinking water for the Household has every day? (If \"Yes\", go to Question 16a, if \"No\" go to Question 16b.)","http://purl.obolibrary.org/obo/EUPATH_0010141","Given stored water for drinking","Feeding; Feeding summary","http://purl.obolibrary.org/obo/EUPATH_0000678","18.262852"
"f4a_fetch_water","vida_enrl.csv","Do you or other members from your Household has go and fetch drinking water for the Household has every day? (If \"Yes\", go to Question 16a, if \"No\" go to Question 16b.)","http://purl.obolibrary.org/obo/EUPATH_0010108","Drinking water treatment","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","17.607422"
"f4a_fetch_water","vida_enrl.csv","Do you or other members from your Household has go and fetch drinking water for the Household has every day? (If \"Yes\", go to Question 16a, if \"No\" go to Question 16b.)","http://purl.obolibrary.org/obo/EUPATH_0011617","Sanitation and drinking water score","Dwelling facilities","http://purl.obolibrary.org/obo/EUPATH_0000302","17.275082"
"f4a_fetch_water","vida_enrl.csv","Do you or other members from your Household has go and fetch drinking water for the Household has every day? (If \"Yes\", go to Question 16a, if \"No\" go to Question 16b.)","http://purl.obolibrary.org/obo/EUPATH_0015104","Asking for donations outside the household","Money source for expenses before visit","http://purl.obolibrary.org/obo/EUPATH_0010379","17.054806"
"f4a_trip_day","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each day?","http://purl.obolibrary.org/obo/EUPATH_0010135","Water trips daily","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","14.285804"
"f4a_trip_day","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each day?","http://purl.obolibrary.org/obo/EUPATH_0010137","Water trips weekly","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","14.285804"
"f4a_trip_day","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each day?","http://purl.obolibrary.org/obo/EUPATH_0010234","Fetch drinking water everyday","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","14.184338"
"f4a_trip_day","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each day?","http://purl.obolibrary.org/obo/EUPATH_0000731","Household water","Household","http://purl.obolibrary.org/obo/PCO_0000024","11.465317"
"f4a_trip_day","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each day?","http://purl.obolibrary.org/obo/EUPATH_0010265","Amount paid for transportation by other household members","Transportation to clinic","http://purl.obolibrary.org/obo/EUPATH_0010012","10.389288"
"f4a_trip_day","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each day?","http://purl.obolibrary.org/obo/EUPATH_0022038","River traveled on most recent trip","Travel details","http://purl.obolibrary.org/obo/EUPATH_0000340","9.504046"
"f4a_trip_day","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each day?","http://purl.obolibrary.org/obo/EUPATH_0022040","Community visited on most recent trip","Travel details","http://purl.obolibrary.org/obo/EUPATH_0000340","9.504046"
"f4a_trip_day","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each day?","http://purl.obolibrary.org/obo/EUPATH_0000726","Time to retrieve drinking water","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","9.473485"
"f4a_trip_day","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each day?","http://purl.obolibrary.org/obo/EUPATH_0009001","Host relationship to family members","Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000612","9.251707"
"f4a_trip_day","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each day?","http://purl.obolibrary.org/obo/EUPATH_0010264","Amount paid for trips to clinic after initial visit","Transportation to clinic","http://purl.obolibrary.org/obo/EUPATH_0010012","9.21498"
"f4a_trip_week","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each week? (If no trips are made, complete as \"00\".)","http://purl.obolibrary.org/obo/EUPATH_0010135","Water trips daily","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","21.513662"
"f4a_trip_week","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each week? (If no trips are made, complete as \"00\".)","http://purl.obolibrary.org/obo/EUPATH_0010137","Water trips weekly","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","21.513662"
"f4a_trip_week","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each week? (If no trips are made, complete as \"00\".)","http://purl.obolibrary.org/obo/EUPATH_0010234","Fetch drinking water everyday","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","14.184338"
"f4a_trip_week","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each week? (If no trips are made, complete as \"00\".)","http://purl.obolibrary.org/obo/EUPATH_0010264","Amount paid for trips to clinic after initial visit","Transportation to clinic","http://purl.obolibrary.org/obo/EUPATH_0010012","13.563412"
"f4a_trip_week","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each week? (If no trips are made, complete as \"00\".)","http://purl.obolibrary.org/obo/EUPATH_0024187","Trips in last 4 weeks (count)","Travel details","http://purl.obolibrary.org/obo/EUPATH_0000340","11.860077"
"f4a_trip_week","vida_enrl.csv","On average, how many trips do you and members from your Household has make to fetch water each week? (If no trips are made, complete as \"00\".)","http://purl.obolibrary.org/obo/EUPATH_0000731","Household water","Household","http://purl.obolibrary.org/obo/PCO_0000024","11.465317"
