"variable","dataFile","codebookDescription","suggested_IRI","suggested_label","parent_in_ontology","parent_IRI","score"
"f4a_dpt2_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010241","Amount offered to drink during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_dpt2_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010243","Pharmacy, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt2_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010244","Pharmacy, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt2_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010245","Traditional healer, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt2_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010246","Traditional healer, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_dpt3","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_dpt3","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_dpt3","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010177","Amount offered to eat during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_dpt3","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_dpt3","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010241","Amount offered to drink during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_dpt3","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010243","Pharmacy, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010244","Pharmacy, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010245","Traditional healer, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010246","Traditional healer, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0004991","Observation date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.342202"
"f4a_dpt3_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0004991","Observation date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.342202"
"f4a_dpt3_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0004991","Observation date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.342202"
"f4a_dpt3_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000091","Visit date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.1895905"
"f4a_dpt3_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000150","Death date","Death information","http://purl.obolibrary.org/obo/EUPATH_0000671","5.1895905"
"f4a_dpt3_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000151","Enrollment date","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","5.1895905"
"f4a_dpt3_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0005007","Withdrawl date","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","5.1895905"
"f4a_dpt3_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010319","Rehydration date","Rehydration therapy","http://purl.obolibrary.org/obo/EUPATH_0010024","5.1895905"
"f4a_dpt3_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0011213","Vaccination date","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","5.1895905"
"f4a_dpt3_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0011220","Deworming date","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","5.1895905"
"f4a_dpt3_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_dpt3_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_dpt3_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_dpt3_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010177","Amount offered to eat during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_dpt3_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_dpt3_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010241","Amount offered to drink during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_dpt3_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010243","Pharmacy, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010244","Pharmacy, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010245","Traditional healer, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010246","Traditional healer, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_dpt3_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_dpt3_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_dpt3_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010177","Amount offered to eat during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_dpt3_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_dpt3_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010241","Amount offered to drink during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_dpt3_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010243","Pharmacy, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010244","Pharmacy, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010245","Traditional healer, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010246","Traditional healer, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_dpt3_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_dpt3_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_dpt3_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010177","Amount offered to eat during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_dpt3_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_dpt3_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010241","Amount offered to drink during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_dpt3_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010243","Pharmacy, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010244","Pharmacy, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010245","Traditional healer, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt3_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010246","Traditional healer, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_dpt_type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0011234","Total DPT vaccine doses","Aggregated vaccination data","http://purl.obolibrary.org/obo/EUPATH_0011471","7.2543364"
"f4a_dpt_type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0011234","Total DPT vaccine doses","Aggregated vaccination data","http://purl.obolibrary.org/obo/EUPATH_0011471","7.2543364"
"f4a_dpt_type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0011234","Total DPT vaccine doses","Aggregated vaccination data","http://purl.obolibrary.org/obo/EUPATH_0011471","7.2543364"
"f4a_dpt_type","vida_enrl.csv","","http://purl.obolibrary.org/obo/BFO_0000015","Observation type","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","5.884178"
"f4a_dpt_type","vida_enrl.csv","","http://purl.obolibrary.org/obo/ENVO_01000744","Dwelling type","Dwelling characteristics; Dwelling chacteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","5.884178"
"f4a_dpt_type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000049","Visit type","Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000612","5.884178"
"f4a_dpt_type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000311","Visit type","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","5.884178"
"f4a_dpt_type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000514","Collection type","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","5.884178"
"f4a_dpt_type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0009016","Pathogen type","Stool microbiology test","http://purl.obolibrary.org/obo/EUPATH_0000724","5.884178"
"f4a_dpt_type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010869","Stool type","Stool sample","http://purl.obolibrary.org/obo/EUPATH_0011877","5.884178"
"f4a_rot1","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot1","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot1","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot1","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010177","Amount offered to eat during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot1","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot1","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010241","Amount offered to drink during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot1","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010243","Pharmacy, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010244","Pharmacy, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010245","Traditional healer, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010246","Traditional healer, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0004991","Observation date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.342202"
"f4a_rot1_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0004991","Observation date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.342202"
"f4a_rot1_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0004991","Observation date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.342202"
"f4a_rot1_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000091","Visit date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.1895905"
"f4a_rot1_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000150","Death date","Death information","http://purl.obolibrary.org/obo/EUPATH_0000671","5.1895905"
"f4a_rot1_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000151","Enrollment date","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","5.1895905"
"f4a_rot1_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0005007","Withdrawl date","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","5.1895905"
"f4a_rot1_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010319","Rehydration date","Rehydration therapy","http://purl.obolibrary.org/obo/EUPATH_0010024","5.1895905"
"f4a_rot1_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0011213","Vaccination date","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","5.1895905"
"f4a_rot1_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0011220","Deworming date","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","5.1895905"
"f4a_rot1_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot1_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot1_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot1_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010177","Amount offered to eat during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot1_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot1_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010241","Amount offered to drink during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot1_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010243","Pharmacy, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010244","Pharmacy, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010245","Traditional healer, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010246","Traditional healer, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot1_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot1_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot1_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010177","Amount offered to eat during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot1_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot1_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010241","Amount offered to drink during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot1_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010243","Pharmacy, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010244","Pharmacy, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010245","Traditional healer, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1_dk","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010246","Traditional healer, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot1_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot1_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot1_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010177","Amount offered to eat during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot1_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot1_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010241","Amount offered to drink during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot1_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010243","Pharmacy, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010244","Pharmacy, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010245","Traditional healer, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot1_hcid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010246","Traditional healer, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot2","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot2","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot2","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot2","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010177","Amount offered to eat during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot2","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot2","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010241","Amount offered to drink during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","2.7095633"
"f4a_rot2","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010243","Pharmacy, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot2","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010244","Pharmacy, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot2","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010245","Traditional healer, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot2","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010246","Traditional healer, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","2.7095633"
"f4a_rot2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0004991","Observation date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.342202"
"f4a_rot2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0004991","Observation date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.342202"
"f4a_rot2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0004991","Observation date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.342202"
"f4a_rot2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000091","Visit date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.1895905"
"f4a_rot2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000150","Death date","Death information","http://purl.obolibrary.org/obo/EUPATH_0000671","5.1895905"
"f4a_rot2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000151","Enrollment date","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","5.1895905"
"f4a_rot2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0005007","Withdrawl date","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","5.1895905"
"f4a_rot2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010319","Rehydration date","Rehydration therapy","http://purl.obolibrary.org/obo/EUPATH_0010024","5.1895905"
"f4a_rot2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0011213","Vaccination date","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","5.1895905"
"f4a_rot2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0011220","Deworming date","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","5.1895905"
"f4a_rot2_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot2_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
"f4a_rot2_hc","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015090","Other treatment","Diarrhea treatment before visit","http://purl.obolibrary.org/obo/EUPATH_0010378","2.9268913"
