IRI,label,variable,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,colOrder,notesForOnt
http://purl.obolibrary.org/obo/EUPATH_0051230,Breastfeeding,interview0::int_0_q34___8,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051372,FP method planned to initiate at childbirth facility,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,85,
http://purl.obolibrary.org/obo/EUPATH_0051231,Breastfeeding ,interview2::int_2_q4b___0,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051976,How to use breastfeeding to prevent pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,21,
http://purl.obolibrary.org/obo/EUPATH_0051231,Breastfeeding ,interview2::int_2_q18c___0,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051976,How to use breastfeeding to prevent pregnancy,Can you tell me what you mean when you say you use lam? Please tell me how lam must be performed as a family planning method.,,value,,,,PPFP Choices KenyaPP,,,,,,,,,130,
http://purl.obolibrary.org/obo/EUPATH_0051231,Breastfeeding ,interview1::int_1_q13___0,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051976,How to use breastfeeding to prevent pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,98,
http://purl.obolibrary.org/obo/EUPATH_0051231,Breastfeeding ,interview2::int_2_q6c___0,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051976,How to use breastfeeding to prevent pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,32,
http://purl.obolibrary.org/obo/EUPATH_0051231,Breastfeeding ,interview0::int_0_q34b___0,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051976,How to use breastfeeding to prevent pregnancy,Can you tell me what you mean when you say you will use breastfeeding? Please tell me how breastfeeding must be performed to prevent pregnancy.,,value,,,,PPFP Choices KenyaPP,,,,,,,,,94,
http://purl.obolibrary.org/obo/EUPATH_0051232,Breastfeeding/LAM,interview1::pre_int_q7___8,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051371,FP method planned after delivery,What method had you decided to use?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,25,
http://purl.obolibrary.org/obo/EUPATH_0051233,Breastfeeding/LAM,interview1::int_1_q12___8,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051374,FP method received after giving birth,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,90,
http://purl.obolibrary.org/obo/EUPATH_0051234,Breastfeeding/LAM,interview2::int_2_q18a1___8,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051379,FP method started after leaving delivery facility,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,118,
http://purl.obolibrary.org/obo/EUPATH_0051235,Breastfeeding/LAM,interview1::int_1_q9___8,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051387,FP methods considered after delivery,What methods have you considered with your health care provider after your delivery?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,70,
http://purl.obolibrary.org/obo/EUPATH_0051236,Breastfeeding/LAM,interview0::int_0_q44___8,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051388,FP methods ever used,What are all the methods you have ever used in your lifetime?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,158,
http://purl.obolibrary.org/obo/EUPATH_0051237,Breastfeeding/LAM,interview0::int_0_q45___8,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051533,Last FP method used before pregnancy,"What was the very last method you used before this pregnancy, even if you had stopped using it before getting pregnant?",,value,,,,PPFP Choices KenyaPP,,,,,,,,,172,
http://purl.obolibrary.org/obo/EUPATH_0051238,Breastfeeding/LAM,interview2::int_2_q32___8,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051585,Method being used at time of pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,201,
http://purl.obolibrary.org/obo/EUPATH_0051238,Breastfeeding/LAM,interview0::int_0_q47b___8,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051585,Method being used at time of pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,222,
http://purl.obolibrary.org/obo/EUPATH_0051239,Breastfeeding/LAM,interview2::int_2_q23a___8,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051592,Method started after second method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,164,
http://purl.obolibrary.org/obo/EUPATH_0051240,Breastfeeding/LAM,interview0::int_0_35d___3,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051729,Plan for avoiding pregnancy after giving birth,What are you planning to do?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,139,
http://purl.obolibrary.org/obo/EUPATH_0051241,Broken implant,interview1::int_1_q24___20,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051394,FP side effects mentioned by provider,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,220,
http://purl.obolibrary.org/obo/EUPATH_0051242,Broken implant,interview2::int_2_q8___20,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,60,
http://purl.obolibrary.org/obo/EUPATH_0051243,Burnt eggs,interview3::int_3_q9___28,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about ,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,81,
http://purl.obolibrary.org/obo/EUPATH_0051244,Cancer,interview3::int_3_q9___23,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about ,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,76,
http://purl.obolibrary.org/obo/EUPATH_0051245,Change in employment status,interview3::q7,interview3,"Since we met a few weeks ago, has your employment status changed?",Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,"Since we met a few weeks ago, has your employment status changed?","0 No (La)
1 Yes (Ndio)
99 Refused to answer",variable,,,,PPFP Choices KenyaPP,,,,,,,,,117,new term
http://purl.obolibrary.org/obo/EUPATH_0051246,Change in marital status,interview3::q8,interview3,"Since we met a few weeks ago, has your relationship status changed?",Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,"Since we met a few weeks ago, has your relationship status changed?","0 No (La)
1 Yes (Ndio)
99 Refused to answer",variable,,,,PPFP Choices KenyaPP,,,,,,,,,118,new term
http://purl.obolibrary.org/obo/EUPATH_0051247,Changes in menstruation,interview1::int_1_q24___1,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051394,FP side effects mentioned by provider,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,201,
http://purl.obolibrary.org/obo/EUPATH_0051248,Changes in menstruation,interview2::int_2_q8___1,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,41,
http://purl.obolibrary.org/obo/EUPATH_0051249,Child birth month,interview3::int_3_q1a_month,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042397,Child demographics,Month,"1 January
2 February
3 March
4 April
5 May
6 June
7 July
8 August
9 September
10 October
11 November
12 December",variable,,,,PPFP Choices KenyaPP,,,,,,,,,7,
http://purl.obolibrary.org/obo/EUPATH_0051250,Child immunization visit type,interview3::int0,interview3_imm_visits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,3,
http://purl.obolibrary.org/obo/EUPATH_0051251,Choose same ANC for next pregnancy,interview0::int_0_q22,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,Antenatal and postnatal care,"If you were to become pregnant again, would you choose the same type of antenatal care for your next pregnancy","0=No, 1=Yes, 88=Don't know/Don't remember, 99=Refused to answer",variable,,,,PPFP Choices KenyaPP,,,,,,,,,48,new term
http://purl.obolibrary.org/obo/EUPATH_0051252,Client eligibility by delivery time,interview1::elig_time,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Check client eligibility by delivery time,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,4,new term
http://purl.obolibrary.org/obo/EUPATH_0051253,Client status,interview3::client_status,interview3,Record status of client,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Record status of client,"1 Client was traced and Interview 1 had been conducted
2 Client was not reachable over the phone
3 Client was not traceable using locator information given
4 Client was reached",variable,,,,PPFP Choices KenyaPP,,,,,,,,,112,new term
http://purl.obolibrary.org/obo/EUPATH_0051254,Clinical officer,interview1::int_1_q8___5,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051423,Healthcare provider who discussed FP at delivery visit,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,58,
http://purl.obolibrary.org/obo/EUPATH_0051255,Combined pill,interview2::int_2_q4a___1,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047689,Current contraceptive method(s),,,value,,,,PPFP Choices KenyaPP,,,,,,,,,6,
http://purl.obolibrary.org/obo/EUPATH_0051256,Combined pill,interview0::int_0_q25___1,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051368,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? Combined pill",,value,,,,PPFP Choices KenyaPP,,,,,,,,,51,
http://purl.obolibrary.org/obo/EUPATH_0051257,Combined pill,interview0::int_0_q34d___1,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051370,FP method planned after breastfeeding,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,101,
http://purl.obolibrary.org/obo/EUPATH_0051258,Combined pill,interview1::pre_int_q7___1,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051371,FP method planned after delivery,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,18,
http://purl.obolibrary.org/obo/EUPATH_0051259,Combined pill,interview0::int_0_q34___1,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051372,FP method planned to initiate at childbirth facility,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,78,
http://purl.obolibrary.org/obo/EUPATH_0051260,Combined pill,interview1::int_1_q21a___1,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051373,FP method planned to use,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,184,
http://purl.obolibrary.org/obo/EUPATH_0051261,Combined pill,interview1::int_1_q12___1,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051374,FP method received after giving birth,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,83,
http://purl.obolibrary.org/obo/EUPATH_0051262,Combined pill,interview3_othervisits::fp1,interview3_othervisits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051375,FP method received at health care visit,,,value,yes,,,PPFP Choices KenyaPP,,,,,,,,,18,
http://purl.obolibrary.org/obo/EUPATH_0051263,Combined pill,interview2::int_2_q18a1___1,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051379,FP method started after leaving delivery facility,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,111,
http://purl.obolibrary.org/obo/EUPATH_0051264,Combined pill,interview1::int_1_q9___1,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051387,FP methods considered after delivery,What methods have you considered with your health care provider after your delivery?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,63,
http://purl.obolibrary.org/obo/EUPATH_0051265,Combined pill,interview0::int_0_q44___1,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051388,FP methods ever used,What are all the methods you have ever used in your lifetime?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,151,
http://purl.obolibrary.org/obo/EUPATH_0051266,Combined pill,interview3_imm_visits::fp1,interview3_imm_visits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051390,FP methods received at infant immunization visit,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,10,
http://purl.obolibrary.org/obo/EUPATH_0051267,Combined pill,interview0::int_0_q45___1,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051533,Last FP method used before pregnancy,"What was the very last method you used before this pregnancy, even if you had stopped using it before getting pregnant?",,value,,,,PPFP Choices KenyaPP,,,,,,,,,165,
http://purl.obolibrary.org/obo/EUPATH_0051268,Combined pill,interview2::int_2_q32___1,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051585,Method being used at time of pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,194,
http://purl.obolibrary.org/obo/EUPATH_0051268,Combined pill,interview0::int_0_q47b___1,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051585,Method being used at time of pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,215,
http://purl.obolibrary.org/obo/EUPATH_0051269,Combined pill,interview1::int_1_q15___1,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051587,Method intended to use after LAM,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,108,
http://purl.obolibrary.org/obo/EUPATH_0051270,Combined pill,interview2::int_2_q23a___1,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051592,Method started after second method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,157,
http://purl.obolibrary.org/obo/EUPATH_0051271,Comfort of procedure,interview1::int_1_q30,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051779,Rating of FP experience,,"1=1, 2=2, 3=3, 4=4, 5=5, 88=Don't know/Don't remember, 99=Refused to answer",value,,,,PPFP Choices KenyaPP,,,,,,,,,234,
http://purl.obolibrary.org/obo/EUPATH_0051272,Comfortable with provider,interview0::int_0_q19,interview0,"Overall, on a scale of 1 to 5, with 1 being least comfortable and 5 being most comfortable, how comfortable were you with the health care provider?",Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,Antenatal and postnatal care,"Overall, on a scale of 1 to 5, with 1 being least comfortable and 5 being most comfortable, how comfortable were you with the health care provider?","1=1, 2=2, 3=3, 4=4, 5=5, 88=Don't know/Don't remember, 99=Refused to answer",variable,,,,PPFP Choices KenyaPP,,,,,,,,,45,new term
http://purl.obolibrary.org/obo/EUPATH_0051273,Concerns about the side effects,interview1::int_1_q18___7,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051785,Reason for not receiving FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,169,
http://purl.obolibrary.org/obo/EUPATH_0051274,Concerns about the side effects,interview1::int_1_q17___7,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051786,Reason for not receiving FP method chosen during ANC,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,151,
http://purl.obolibrary.org/obo/EUPATH_0051275,Consent for interview,interview3::consent,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,Did the client consent?,"1 Yes
0 No",variable,,,,PPFP Choices KenyaPP,,,,,,,,,4,
http://purl.obolibrary.org/obo/EUPATH_0051276,Consent for screening,interview0::screening_consent,interview0,Do you agree?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,Do you agree?,"0=Does not agree, 1=Agree",variable,,,,PPFP Choices KenyaPP,,,,,,,,,6,new term
http://purl.obolibrary.org/obo/EUPATH_0051277,Contact information provided,interview0::contact_info,interview0,Client provided contact information for the coversheet,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Client provided contact information for the coversheet,"0=No, 1=Yes",variable,,,,PPFP Choices KenyaPP,,,,,,,,,15,new term
http://purl.obolibrary.org/obo/EUPATH_0051278,Contraceptive implants,interview2::int_2_q48,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051341,Effectiveness of FP method,,"1 Always/almost always effective, 2=usually effective, 3=sometimes effective, 88=don't know",value,,,,PPFP Choices KenyaPP,,,,,,,,,224,
http://purl.obolibrary.org/obo/EUPATH_0051278,Contraceptive implants,interview1::int_1_q54,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051341,Effectiveness of FP method,"Do you think that Contraceptive Implants are always/almost always effective, usually effective, or sometimes effective?","1 Always/almost always effective, 2=usually effective, 3=sometimes effective, 88=don't know",value,,,,PPFP Choices KenyaPP,,,,,,,,,266,
http://purl.obolibrary.org/obo/EUPATH_0051279,Contraceptive implants,interview2::int_2_q47,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051526,Knows about FP methods,,"0 No - LA
1 Yes - NDIO",value,,,,PPFP Choices KenyaPP,,,,,,,,,223,
http://purl.obolibrary.org/obo/EUPATH_0051279,Contraceptive implants,interview1::int_1_q53,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051526,Knows about FP methods,Do you know about the family planning method of CONTRACEPTIVE IMPLANTS?,"0=No, 1=Yes",value,,,,PPFP Choices KenyaPP,,,,,,,,,265,
http://purl.obolibrary.org/obo/EUPATH_0051280,Contraceptive injections,interview2::int_2_q52,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051341,Effectiveness of FP method,,"1 Always/almost always effective, 2=usually effective, 3=sometimes effective, 88=don't know",value,,,,PPFP Choices KenyaPP,,,,,,,,,228,
http://purl.obolibrary.org/obo/EUPATH_0051280,Contraceptive injections,interview1::int_1_q58,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051341,Effectiveness of FP method,"Do you think that IUDs are always/almost always effective, usually effective, or sometimes effective?","1 Always/almost always effective, 2=usually effective, 3=sometimes effective, 88=don't know",value,,,,PPFP Choices KenyaPP,,,,,,,,,270,
http://purl.obolibrary.org/obo/EUPATH_0051281,Contraceptive injections,interview2::int_2_q51,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051526,Knows about FP methods,,"0 No - LA
1 Yes - NDIO",value,,,,PPFP Choices KenyaPP,,,,,,,,,227,
http://purl.obolibrary.org/obo/EUPATH_0051281,Contraceptive injections,interview1::int_1_q57,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051526,Knows about FP methods,Do you know about the family planning method of CONTRACEPTIVE INJECTIONS?,"0=No, 1=Yes",value,,,,PPFP Choices KenyaPP,,,,,,,,,269,
http://purl.obolibrary.org/obo/EUPATH_0051282,Contraceptive pills,interview2::int_2_q54,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051341,Effectiveness of FP method,,"1 Always/almost always effective, 2=usually effective, 3=sometimes effective, 88=don't know",value,,,,PPFP Choices KenyaPP,,,,,,,,,230,
http://purl.obolibrary.org/obo/EUPATH_0051282,Contraceptive pills,interview1::int_1_q60,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051341,Effectiveness of FP method,"Do you think that contraceptive pills are always/almost always effective, usually effective, or sometimes effective?","1 Always/almost always effective, 2=usually effective, 3=sometimes effective, 88=don't know",value,,,,PPFP Choices KenyaPP,,,,,,,,,272,
http://purl.obolibrary.org/obo/EUPATH_0051283,Contraceptive pills,interview2::int_2_q53,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051526,Knows about FP methods,,"0 No - LA
1 Yes - NDIO",value,,,,PPFP Choices KenyaPP,,,,,,,,,229,
http://purl.obolibrary.org/obo/EUPATH_0051283,Contraceptive pills,interview1::int_1_q59,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051526,Knows about FP methods,Do you know about the family planning method of CONTRACEPTIVE PILLS?,"0=No, 1=Yes",value,,,,PPFP Choices KenyaPP,,,,,,,,,271,
http://purl.obolibrary.org/obo/EUPATH_0051284,Cost,interview0::int_0_q35a___5,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051783,Reason for intending to use this FP method,Why do you intend to use this particular family planning method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,120,
http://purl.obolibrary.org/obo/EUPATH_0051285,Cost,interview0::int_0_35b___8,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051784,Reason for not intending to use FP after birth,Why do you intend not to use family planning after birth?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,132,
http://purl.obolibrary.org/obo/EUPATH_0051286,Counseling from the provider,interview0::int_0_q35a___2,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051783,Reason for intending to use this FP method,Why do you intend to use this particular family planning method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,117,
http://purl.obolibrary.org/obo/EUPATH_0051287,County in Kenya,interview0::county,interview0,,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,County,"1=Kilifi, 2=Meru",variable,,,,PPFP Choices KenyaPP,,,,,,,,,5,new term
http://purl.obolibrary.org/obo/EUPATH_0051288,Couples who practice FP have a better quality of life than those who do not,interview2::int_2_q44,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051212,Perceptions about family planning,Couples who practice family planning have a better quality of life than those who do not,"0 Disagree (Sikubali)
1 Agree (Nakubali)
88 Don't know/Don't remember (Sijui/Sikumbuki) 99 Refused to answer (Alikataa kujibu)",value,,,,PPFP Choices KenyaPP,,,,,,,,,220,
http://purl.obolibrary.org/obo/EUPATH_0051288,Couples who practice FP have a better quality of life than those who do not,interview1::int_1_q50,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051212,Perceptions about family planning,,"0=Disagree, 1=Agree, 88=Don't know/Don't remember",value,,,,PPFP Choices KenyaPP,,,,,,,,,262,
http://purl.obolibrary.org/obo/EUPATH_0051289,Cramping,interview1::int_1_q24___11,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051394,FP side effects mentioned by provider,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,211,
http://purl.obolibrary.org/obo/EUPATH_0051290,Cramping,interview2::int_2_q8___11,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,51,
http://purl.obolibrary.org/obo/EUPATH_0051291,Current method received immediately after delivery,interview2::int_2_q5,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Is this the method you received immediately after delivery before leaving the health facility?,"0=No, 1=Yes, 88=Don't know/Don't remember, 99=Refused to answer",variable,,,,PPFP Choices KenyaPP,,,,,,,,,28,
http://purl.obolibrary.org/obo/EUPATH_0051292,Decreased sexual pleasure,interview3::int_3_q8___13,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,41,
http://purl.obolibrary.org/obo/EUPATH_0051293,Decreased sexual pleasure,interview3::int_3_q9___13,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about ,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,66,
http://purl.obolibrary.org/obo/EUPATH_0051294,Deformation of babies,interview3::int_3_q9___31,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about ,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,84,
http://purl.obolibrary.org/obo/EUPATH_0051295,Delayed return to fertility,interview3::int_3_q8___15,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,43,
http://purl.obolibrary.org/obo/EUPATH_0051296,Delayed return to fertility,interview3::int_3_q9___15,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about ,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,68,
http://purl.obolibrary.org/obo/EUPATH_0051297,Delivery care without being heard by other people,interview1::int_1_q5,interview1,Was your delivery care provided without you and your healthcare provider(s) being heard by other people,Participant,http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,Was your delivery care provided without you and your healthcare provider(s) being heard by other people,"0=No, 1=Yes, 88=Don't know/Don't remember",variable,,,,PPFP Choices KenyaPP,,,,,,,,,46,new term
http://purl.obolibrary.org/obo/EUPATH_0051298,Delivery care without being seen by other people,interview1::int_1_q4,interview1,"Was your delivery care provided without you and your healthcare provider being seen by other people, for example behind a screen?",Participant,http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,"Was your delivery care provided without you and your healthcare provider being seen by other people, for example behind a screen?","0=No, 1=Yes, 88=Don't know/Don't remember",variable,,,,PPFP Choices KenyaPP,,,,,,,,,45,new term
http://purl.obolibrary.org/obo/EUPATH_0051299,Depressed mood,interview1::int_1_q24___8,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051394,FP side effects mentioned by provider,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,208,
http://purl.obolibrary.org/obo/EUPATH_0051300,Depressed mood,interview2::int_2_q8___8,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,48,
http://purl.obolibrary.org/obo/EUPATH_0051301,Desire for another child,interview2::int_2_q26,interview2,Would you like to have another child after this one?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Would you like to have another child after this one?,"0 No (La)
1 Yes (Ndio)
2 It is up to God (Ni juu ya mungu)
88 Don't know/Don't remember (Sijui/Sikumbuki) 99 Refused to answer (Alikataa kujibu)",variable,,,,PPFP Choices KenyaPP,,,,,,,,,186,new term
http://purl.obolibrary.org/obo/EUPATH_0051302,Diabetes,interview1::pre_int_q5___2,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051576,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,9,
http://purl.obolibrary.org/obo/EUPATH_0051302,Diabetes,interview0::int_0_q55___2,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051576,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,240,
http://purl.obolibrary.org/obo/EUPATH_0051303,Diabetes,interview0::int_0_q57___2,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051578,Medical conditions recorded in ANC booklet,May I please look at your antenatal care card/Mother Child Booklet?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,252,
http://purl.obolibrary.org/obo/EUPATH_0051304,Diarrhea,interview3::int_3_q8___17,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,45,
http://purl.obolibrary.org/obo/EUPATH_0051305,Diarrhea,interview3::int_3_q9___17,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about ,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,70,
http://purl.obolibrary.org/obo/EUPATH_0051306,Different FP method after second method,interview2::int_2_q22,interview2,Did you start using a different method of family planning after stopping this second method?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Did you start using a different method of family planning after stopping this second method?,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,156,
http://purl.obolibrary.org/obo/EUPATH_0051307,Discomfort during procedure,interview1::int_1_q32___1,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051781,Reason for dissatisfaction with FP experience,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,236,
http://purl.obolibrary.org/obo/EUPATH_0051308,Discuss number of children with partner,interview1::int_1_q63,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,"Throughout your pregnancy, how often did you talk with your husband/father of your baby about the number of children you would like to have?","0=Never, 1=Once, 2=1 - 3 times, 3=More than 3 times, 88=Don't know/Don't remember",variable,,,,PPFP Choices KenyaPP,,,,,,,,,275,
