colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
169,interview0::int_0_q45___5,interview0,,IUD,,Participant,,Last FP method used before pregnancy,"What was the very last method you used before this pregnancy, even if you had stopped using it before getting pregnant?",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
170,interview0::int_0_q45___6,interview0,,Injectables,,Participant,,Last FP method used before pregnancy,"What was the very last method you used before this pregnancy, even if you had stopped using it before getting pregnant?",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
171,interview0::int_0_q45___7,interview0,,Implant,,Participant,,Last FP method used before pregnancy,"What was the very last method you used before this pregnancy, even if you had stopped using it before getting pregnant?",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
172,interview0::int_0_q45___8,interview0,,Breastfeeding/LAM,,Participant,,Last FP method used before pregnancy,"What was the very last method you used before this pregnancy, even if you had stopped using it before getting pregnant?",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
173,interview0::int_0_q45___9,interview0,,Male sterilization,,Participant,,Last FP method used before pregnancy,"What was the very last method you used before this pregnancy, even if you had stopped using it before getting pregnant?",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
174,interview0::int_0_q45___10,interview0,,Female sterilization,,Participant,,Last FP method used before pregnancy,"What was the very last method you used before this pregnancy, even if you had stopped using it before getting pregnant?",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
175,interview0::int_0_q45___11,interview0,,Emergency contraception,,Participant,,Last FP method used before pregnancy,"What was the very last method you used before this pregnancy, even if you had stopped using it before getting pregnant?",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
176,interview0::int_0_q45___77,interview0,,Other,,Participant,,Last FP method used before pregnancy,"What was the very last method you used before this pregnancy, even if you had stopped using it before getting pregnant?",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
177,interview0::int_0_q45___88,interview0,,Don't know/don't remember,,Participant,,Last FP method used before pregnancy,"What was the very last method you used before this pregnancy, even if you had stopped using it before getting pregnant?",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
178,interview0::int_0_q45other,interview0,,Other method before last pregnancy,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other method before last pregnancy,,variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
,,,,Who made final decision about FP method,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,"new multifilter term under ""Family planning""",yes,,,,,,,,,,,
179,interview0::int_0_q46a___1,interview0,,Self,,Participant,,Who made final decision about FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
180,interview0::int_0_q46a___2,interview0,,Partner,,Participant,,Who made final decision about FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
181,interview0::int_0_q46a___3,interview0,,Healthcare provider,,Participant,,Who made final decision about FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
182,interview0::int_0_q46a___4,interview0,,Mother in law,,Participant,,Who made final decision about FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
183,interview0::int_0_q46a___5,interview0,,Mother,,Participant,,Who made final decision about FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
184,interview0::int_0_q46a___77,interview0,,Other,,Participant,,Who made final decision about FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
185,interview0::int_0_q46a___88,interview0,,Don't know/don't remember,,Participant,,Who made final decision about FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
186,interview0::int_0_q46aother,interview0,,Other person responsible for FP method decision specified,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other person responsible,,variable,,,,,PPFP Choices KenyaPP,,,,,,,,
187,interview0::int_0_q46b,interview0,,Using FP method at the time you became pregnant,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,"At the time you became pregnant with this pregnancy, were you still using this method?","0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
188,interview0::int_0_q46cdays,interview0,,Stopped using FP method how long before you became pregnant,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,"About how many days, weeks or months before you became pregnant did you stop using this method? (days)",,variable,,,,,PPFP Choices KenyaPP,,,,,,,,
189,interview0::int_0_q46cweeks,interview0,,Stopped using FP method how long before you became pregnant,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,"About how many days, weeks or months before you became pregnant did you stop using this method? (weeks)",,variable,,,,,PPFP Choices KenyaPP,weeks,,,,,,,
190,interview0::int_0_q46cmonths,interview0,,Stopped using FP method how long before you became pregnant,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,"About how many days, weeks or months before you became pregnant did you stop using this method? (months)",,variable,,,,,PPFP Choices KenyaPP,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0047867,'Reason for discontinuing recent FP method,What are the reasons you stopped using this method?,Participant,,,,,multifilter,,yes,,,,,,,,,,,
191,interview0::int_0_q46d___1,interview0,http://purl.obolibrary.org/obo/EUPATH_0047870,Wanted to become pregnant,,Participant,,,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
192,interview0::int_0_q46d___2,interview0,http://purl.obolibrary.org/obo/EUPATH_0047869,Became pregnant,,Participant,,,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
193,interview0::int_0_q46d___3,interview0,http://purl.obolibrary.org/obo/EUPATH_0047868,Infrequent sex,,Participant,,,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
194,interview0::int_0_q46d___4,interview0,http://purl.obolibrary.org/obo/EUPATH_0047871,'Partner opposed,,Participant,,,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
195,interview0::int_0_q46d___5,interview0,http://purl.obolibrary.org/obo/EUPATH_0047873,'Wanted more effective method,,Participant,,,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
196,interview0::int_0_q46d___6,interview0,,Health concerns,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,'Reason for discontinuing recent FP method,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
197,interview0::int_0_q46d___7,interview0,http://purl.obolibrary.org/obo/EUPATH_0047875,Lack of access,,Participant,,,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
198,interview0::int_0_q46d___8,interview0,http://purl.obolibrary.org/obo/EUPATH_0047876,'Costs too much,,Participant,,,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
199,interview0::int_0_q46d___9,interview0,http://purl.obolibrary.org/obo/EUPATH_0047880,'Marital dissolution or separation,,Participant,,,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
200,interview0::int_0_q46d___10,interview0,,Side effects,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,'Reason for discontinuing recent FP method,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
201,interview0::int_0_q46d___11,interview0,http://purl.obolibrary.org/obo/EUPATH_0047877,'Inconvenient to use,,Participant,,,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
202,interview0::int_0_q46d___77,interview0,http://purl.obolibrary.org/obo/EUPATH_0047881,Other,,Participant,,,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
203,interview0::int_0_q46d___88,interview0,,Don't know/don't remember,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,'Reason for discontinuing recent FP method,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
204,interview0::int_0_q46d___99,interview0,,Refused to answer,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,'Reason for discontinuing recent FP method,What are the reasons you stopped using this method?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
205,interview0::int_0_46dother,interview0,,Other reason for discontinuing FP method,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other reason stopped method,,variable,new term,yes,,,PPFP Choices KenyaPP,,,,,,,,
,,,,Who made final decision to not use FP method,Who made the final decision to not use a family planning method?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,"new multifilter term under ""Family planning""",yes,,,,,,,,,,,
206,interview0::int_0_q46e___1,interview0,,Self,,Participant,,Who made final decision to not use FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
207,interview0::int_0_q46e___2,interview0,,Partner,,Participant,,Who made final decision to not use FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
208,interview0::int_0_q46e___3,interview0,,Healthcare provider,,Participant,,Who made final decision to not use FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
209,interview0::int_0_q46e___4,interview0,,Mother in law,,Participant,,Who made final decision to not use FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
210,interview0::int_0_q46e___5,interview0,,Mother,,Participant,,Who made final decision to not use FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
211,interview0::int_0_q46e___77,interview0,,Other,,Participant,,Who made final decision to not use FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
212,interview0::int_0_q46e___88,interview0,,Don't know/don't remember,,Participant,,Who made final decision to not use FP method,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
213,interview0::int_0_46eother,interview0,,Other person responsible for decision to not use FP specified,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other final decision 2,,variable,new term,yes,,,PPFP Choices KenyaPP,,,,,,,,
214,interview0::int_0_q47a,interview0,,Doing anything to avoid getting pregnant,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Were you doing anything to avoid getting pregnant at the time you became pregnant?,"0=No, 1=Yes, 88=Don't know/Don't remember, 99=Refused to answer",variable,new term,yes,,,PPFP Choices KenyaPP,,,,,,,,
,,,,Method being used at time of pregnancy,What were you doing to avoid getting pregnant at the time you became pregnant?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,"new multifilter term under ""Family planning""",yes,,,,,,,,,,,
215,interview0::int_0_q47b___1,interview0,,Combined pill,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
216,interview0::int_0_q47b___2,interview0,,Progestin only pill,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
217,interview0::int_0_q47b___3,interview0,,Male condom,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
218,interview0::int_0_q47b___4,interview0,,Female condom,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
219,interview0::int_0_q47b___5,interview0,,IUD,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
220,interview0::int_0_q47b___6,interview0,,Injectables,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
221,interview0::int_0_q47b___7,interview0,,Implant,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
222,interview0::int_0_q47b___8,interview0,,Breastfeeding/LAM,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
223,interview0::int_0_q47b___9,interview0,,Male sterilization,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
224,interview0::int_0_q47b___10,interview0,,Female sterilization,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
225,interview0::int_0_q47b___11,interview0,,Emergency contraception,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
226,interview0::int_0_q47b___12,interview0,,Withdrawal,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
227,interview0::int_0_q47b___13,interview0,,Avoid sex,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
228,interview0::int_0_q47b___14,interview0,,Use traditional method,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
229,interview0::int_0_q47b___77,interview0,,Other,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
230,interview0::int_0_q47b___88,interview0,,Don't know,,Participant,,Method being used at time of pregnancy,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
231,interview0::int_0_47bother,interview0,,Other method being used at time of pregnancy specified,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other avoid pregnancy,,variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0047633,'Perceptions about family planning,Please tell me if you would agree or disagree with the following statements.,Participant,,,,,multifilter,,,,,,,,,,,,,
232,interview0::int_0_q48,interview0,,You could start a conversation with your husband/partner about family planning.,,Participant,,Agreement with statements about FP,,"0=Disagree, 1=Agree, 88=Don't know/Don't remember",value,,,,,PPFP Choices KenyaPP,,,,,,,,
233,interview0::int_0_q49,interview0,,You could convince your husband/partner that you should use an FP method.,,Participant,,Agreement with statements about FP,,"0=Disagree, 1=Agree, 88=Don't know/Don't remember",value,,,,,PPFP Choices KenyaPP,,,,,,,,
234,interview0::int_0_q50,interview0,,You could use an FP method even if your husband/partner doesn't want you to.,,Participant,,Agreement with statements about FP,,"0=Disagree, 1=Agree, 88=Don't know/Don't remember",value,,,,,PPFP Choices KenyaPP,,,,,,,,
235,interview0::int_0_q51,interview0,,You could use an FP method even if none of your friends or neighbors use one.,,Participant,,Agreement with statements about FP,,"0=Disagree, 1=Agree, 88=Don't know/Don't remember",value,,,,,PPFP Choices KenyaPP,,,,,,,,
236,interview0::int_0_q52,interview0,,You could use an FP method even if your religious leader did not think you should use one.,,Participant,,Agreement with statements about FP,,"0=Disagree, 1=Agree, 88=Don't know/Don't remember",value,,,,,PPFP Choices KenyaPP,,,,,,,,
237,interview0::int_0_q53,interview0,,You could use an FP method even if your healthcare provider did not think you should use one.,,Participant,,Agreement with statements about FP,,"0=Disagree, 1=Agree, 88=Don't know/Don't remember",value,,,,,PPFP Choices KenyaPP,,,,,,,,
238,interview0::int_0_q54,interview0,,Told about medical conditions during pregnancy,"During this pregnancy, were you told by a healthcare provider that you have any medical conditions?",Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,"During this pregnancy, were you told by a healthcare provider that you have any medical conditions?","0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
,,,,Medical conditions during pregnancy,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,,,multifilter,"new multifilter term under ""Pregnancy""",,,,,,,,,,,,
239,interview0::int_0_q55___1,interview0,,Hypertension,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
240,interview0::int_0_q55___2,interview0,,Diabetes,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
241,interview0::int_0_q55___3,interview0,,Gestational diabetes,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
242,interview0::int_0_q55___4,interview0,,Tuberculosis,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
243,interview0::int_0_q55___5,interview0,,Sickle cell anemia,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
244,interview0::int_0_q55___6,interview0,,HIV/AIDS,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
245,interview0::int_0_q55___7,interview0,,Preeclampsia,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
246,interview0::int_0_q55___77,interview0,,Other,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
247,interview0::int_0_q55___88,interview0,,Don't know/don't remember,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
248,interview0::int_0_q55other,interview0,,Other medical condition during pregnancy,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,Other medical condition,,variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
249,interview0::int_0_q56,interview0,,Ever had multiple pregnancy,Have you ever been pregnant with more than one baby at the same time?,Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,Have you ever been pregnant with more than one baby at the same time?,,variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
,,,,Medical conditions recorded in ANC booklet,Medical conditions recorded in antenatal care card/Mother Child Booklet,Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,,,multifilter,"new multifilter term under ""Pregnancy""",,,,,,,,,,,,
250,interview0::int_0_q57___0,interview0,,None,,Participant,,Medical conditions recorded in ANC booklet,May I please look at your antenatal care card/Mother Child Booklet?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
251,interview0::int_0_q57___1,interview0,,Hypertension,,Participant,,Medical conditions recorded in ANC booklet,May I please look at your antenatal care card/Mother Child Booklet?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
252,interview0::int_0_q57___2,interview0,,Diabetes,,Participant,,Medical conditions recorded in ANC booklet,May I please look at your antenatal care card/Mother Child Booklet?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
253,interview0::int_0_q57___3,interview0,,Gestational diabetes,,Participant,,Medical conditions recorded in ANC booklet,May I please look at your antenatal care card/Mother Child Booklet?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
254,interview0::int_0_q57___4,interview0,,Tuberculosis,,Participant,,Medical conditions recorded in ANC booklet,May I please look at your antenatal care card/Mother Child Booklet?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
255,interview0::int_0_q57___5,interview0,,Sickle cell anemia,,Participant,,Medical conditions recorded in ANC booklet,May I please look at your antenatal care card/Mother Child Booklet?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
256,interview0::int_0_q57___6,interview0,,HIV/AIDS,,Participant,,Medical conditions recorded in ANC booklet,May I please look at your antenatal care card/Mother Child Booklet?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
257,interview0::int_0_q57___7,interview0,,Preeclampsia,,Participant,,Medical conditions recorded in ANC booklet,May I please look at your antenatal care card/Mother Child Booklet?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
258,interview0::int_0_q57___77,interview0,,Other,,Participant,,Medical conditions recorded in ANC booklet,May I please look at your antenatal care card/Mother Child Booklet?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
259,interview0::int_0_q57_other,interview0,,Other medical condition listed,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,Other medical condition,,variable,new term,,yes,,PPFP Choices KenyaPP,,,,,,,,
3,interview1::time_diff_deli,interview1,,Hours passed since delivery and interview,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,'Administrative information,Hours passed since delivery and interview,,variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
4,interview1::elig_time,interview1,,Client eligibility by delivery time,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,'Administrative information,Check client eligibility by delivery time,,variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
5,interview1::pre_int_q2,interview1,http://purl.obolibrary.org/obo/EUPATH_0047060,'Antenatal care visits count,,Participant,,,How many times did you visit ANY health facility to receive antenatal care for this pregnancy before today?,,variable,,yes,,,PPFP Choices KenyaPP,,,,,,,,
6,interview1::pre_int_q3,interview1,,Antenatal care visits count in this facility,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,'Antenatal and postnatal care,How many times did you visit THIS facility to receive antenatal care for this pregnancy before today?,,variable,new term,yes,,,PPFP Choices KenyaPP,,,,,,,,
7,interview1::pre_int_q4,interview1,,Told about medical conditions during pregnancy,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,"During any of those visits, were you told by your provider that you have any medical conditions?","0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,yes,,,PPFP Choices KenyaPP,,,,,,,,
,,,,Medical conditions during pregnancy,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,,,multifilter,"new multifilter term under ""Pregnancy""",yes,,,,,,,,,,,
8,interview1::pre_int_q5___1,interview1,,Hypertension,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
9,interview1::pre_int_q5___2,interview1,,Diabetes,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
10,interview1::pre_int_q5___3,interview1,,Gestational diabetes,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
11,interview1::pre_int_q5___4,interview1,,Tuberculosis,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
12,interview1::pre_int_q5___5,interview1,,Sickle cell anemia,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
13,interview1::pre_int_q5___6,interview1,,HIV/AIDS,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
14,interview1::pre_int_q5___7,interview1,,Preeclampsia,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
15,interview1::pre_int_q5___77,interview1,,Other,,Participant,,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
16,interview1::pre_int_q5other,interview1,,Other medical condition during pregnancy,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,Other specify,,variable,new term,yes,,,PPFP Choices KenyaPP,,,,,,,,
17,interview1::pre_int_q6,interview1,http://purl.obolibrary.org/obo/EUPATH_0047651,'Planned to start contraception right after delivery,"Before coming to this facility for delivery, had you planned to use a family planning method immediately after you gave birth and before you are discharged from this healthcare facility?",Participant,,,"Before coming to this facility for delivery, had you planned to use a family planning method immediately after you gave birth and before you are discharged from this healthcare facility?","0=No, 1=Yes, 88=Don't know/Don't remember",variable,,,,,PPFP Choices KenyaPP,,,,,,,,
,,,,FP method planned after delivery,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,"new multifilter term under ""Family planning""",,,,,,,,,,,,
18,interview1::pre_int_q7___1,interview1,,Combined pill,,Participant,,FP method planned after delivery,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
19,interview1::pre_int_q7___2,interview1,,Progestin only pill,,Participant,,FP method planned after delivery,What method had you decided to use?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
20,interview1::pre_int_q7___3,interview1,,Male condom,,Participant,,FP method planned after delivery,What method had you decided to use?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
21,interview1::pre_int_q7___4,interview1,,Female condom,,Participant,,FP method planned after delivery,What method had you decided to use?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
22,interview1::pre_int_q7___5,interview1,,IUD,,Participant,,FP method planned after delivery,What method had you decided to use?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
23,interview1::pre_int_q7___6,interview1,,Injectables,,Participant,,FP method planned after delivery,What method had you decided to use?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
24,interview1::pre_int_q7___7,interview1,,Implant,,Participant,,FP method planned after delivery,What method had you decided to use?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
25,interview1::pre_int_q7___8,interview1,,Breastfeeding/LAM,,Participant,,FP method planned after delivery,What method had you decided to use?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
26,interview1::pre_int_q7___9,interview1,,Male sterilization,,Participant,,FP method planned after delivery,What method had you decided to use?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
27,interview1::pre_int_q7___10,interview1,,Female sterilization,,Participant,,FP method planned after delivery,What method had you decided to use?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
28,interview1::pre_int_q7___11,interview1,,Emergency contraception,,Participant,,FP method planned after delivery,What method had you decided to use?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
29,interview1::pre_int_q7___77,interview1,,Other,,Participant,,FP method planned after delivery,What method had you decided to use?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
30,interview1::pre_int_q7___88,interview1,,Don't know/don't remember,,Participant,,FP method planned after delivery,What method had you decided to use?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
31,interview1::pre_int_q7___99,interview1,,Refused to answer,,Participant,,FP method planned after delivery,What method had you decided to use?,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
32,interview1::pre_int_q7other,interview1,,Other FP method planned after delivery,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other specify,,variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
33,interview1::pre_int_q8,interview1,,Want another child,Would you like to have another child after the delivery of this child?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Would you like to have another child after the delivery of this child?,,variable,new term,yes,,,PPFP Choices KenyaPP,,,,,,,,
34,interview1::pre_int_q9,interview1,,When want another child,When would you like to become pregnant again after giving birth?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,When would you like to become pregnant again after giving birth?,,variable,,yes,,,PPFP Choices KenyaPP,,,,,,,,
35,interview1::pre_int_9months,interview1,,When to become pregnant again,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,When to become pregnant again: Months,,variable,,yes,,,PPFP Choices KenyaPP,months,,,,,,,
36,interview1::pre_int_9years,interview1,,When to become pregnant again,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,When to become pregnant again: Years,,variable,,yes,,,PPFP Choices KenyaPP,,,,,,,,
37,interview1::pre_int_q10,interview1,http://purl.obolibrary.org/obo/EUPATH_0020217,'Transit to health facility,How did you get to this facility today?,Household,,,How did you get to this facility today?,"0=Ambulance, 1=Minibus/Matatu, 2=Own car, 3=Walked, 5=Motorcycle, 6=Special Hire Taxi, 9=Rented/Borrowed Car, 10=Tuk tuk, 77=Other",variable,,yes,,,PPFP Choices KenyaPP,,,,,,,,
38,interview1::pre_int_q10_other,interview1,,Other transit to health facility specified,,Household,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,Other specify,,variable,new term,yes,,,PPFP Choices KenyaPP,,,,,,,,
39,interview1::pre_int_q11_minutes,interview1,,Transit time to health facility,,Household,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,How long did it take you to get to this health facility today? (minutes),,variable,,yes,,,PPFP Choices KenyaPP,minutes,,,,,,,
