"displayOrder","IRI","label","variable","parentIRI","parentLabel","dataFile","definition","category","codebookDescription","codebookValues","termType","repeated","is_temporal","mergeKey","dataSet","replaces","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth"
3,"http://purl.obolibrary.org/obo/EUPATH_0049434","Valid 18 month weight-for-age z-score","mitt_waz","http://purl.obolibrary.org/obo/EUPATH_0010383","Anthropometry flag","elicit_data_for_plos_reshaped_v3","Indicator that weight-for-age z-score at 18 months was thought to be plausible during data cleaning and therefore included in the modified intention to treat (mITT) group.","Participant","Flag for all pids with a valid 18 month waz","1=yes, 0=no","variable",,,,"ELICIT",,,,,,,,,
1,"http://purl.obolibrary.org/obo/EUPATH_0033181","Exclusive breastfeeding duration","num.ebf","http://purl.obolibrary.org/obo/EUPATH_0011730","Breastfeeding","elicit_data_for_plos_reshaped_v3",,"Participant","Number of months of exclusive breastfeeding","range 0-6","variable",,,,"ELICIT",,"months","http://purl.obolibrary.org/obo/UO_0000035",,,,,,
1,"http://purl.obolibrary.org/obo/EUPATH_0049454","Firstborn","firstborn","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","elicit_data_for_plos_reshaped_v3",,"Participant","Derived based on cef_nbr_children","If the mother has only one child, than firstborn==1, else firstborn==0","variable",,,,"ELICIT",,,,,,,,,
1,"http://www.ebi.ac.uk/efo/EFO_0004950","Birth date","dob","http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","elicit_data_for_plos_reshaped_v3",,"Participant","Child date of birth",,"variable",,"yes",,"ELICIT",,,,,,,,,
2,"http://purl.obolibrary.org/obo/EUPATH_0048052","Birth month","mbirth","http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","elicit_data_for_plos_reshaped_v3",,"Participant","Birth month",,"variable",,,,"ELICIT",,,,,,,,,
4,"http://purl.obolibrary.org/obo/EUPATH_0038716","Birth location","iaf_borninhosp","http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","elicit_data_for_plos_reshaped_v3",,"Participant","Was the child born in the hospital?","1 = Yes; 0 = Home","variable",,,,"ELICIT",,,,,,,,,
3,"http://purl.obolibrary.org/obo/EUPATH_0049438","Birth season","season","http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","elicit_data_for_plos_reshaped_v3",,"Participant","Birth season","Born in April-October=Post-Harvest, Born November-March=Pre-Harvest","variable",,,,"ELICIT",,,,,,,,,
6,"http://purl.obolibrary.org/obo/PATO_0000047","Sex","gender","http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","elicit_data_for_plos_reshaped_v3",,"Participant","Child gender","1 = Male; 2 = Female","variable",,,,"ELICIT",,,,,,,,,
5,"http://purl.obolibrary.org/obo/EUPATH_0023056","Tribal affiliation","cef_tribal_group","http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","elicit_data_for_plos_reshaped_v3",,"Participant","What tribal group is the mother a member of?","1 = Datoga; 2 = Hadzabe; 3 = Iraqw; 4 = Nyiramba; 5 = Other","variable",,,,"ELICIT",,,,,,,,,
1,"http://purl.obolibrary.org/obo/EUPATH_0011730","Breastfeeding",,"http://purl.obolibrary.org/obo/EUPATH_0000678","Feeding","elicit_data_for_plos_reshaped_v3",,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
1,"http://purl.obolibrary.org/obo/EUPATH_0035109","Mother's age","iaf_age","http://purl.obolibrary.org/obo/EUPATH_0048282","Maternal demographics","elicit_data_for_plos_reshaped_v3",,"Participant","Mother`s age",,"variable",,"yes",,"ELICIT",,"years","http://purl.obolibrary.org/obo/UO_0000036",,,,,,
3,"http://purl.obolibrary.org/obo/EUPATH_0036218","Mother's living children count","cef_nbr_children","http://purl.obolibrary.org/obo/EUPATH_0010037","Individuals related to participant","elicit_data_for_plos_reshaped_v3",,"Participant","How many children does the mother have?",,"variable",,,,"ELICIT",,,,,,,,,
3,"http://purl.obolibrary.org/obo/EUPATH_0049429","Flag for imputed mother's height","is_mthr_height_imputed","http://purl.obolibrary.org/obo/EUPATH_0036012","Maternal anthropometry","elicit_data_for_plos_reshaped_v3",,"Participant",,"yes, no, na","variable",,,,"ELICIT",,,,,,,,,
4,"http://purl.obolibrary.org/obo/EUPATH_0049430","Flag for imputed mother's weight","is_mthr_weight_imputed","http://purl.obolibrary.org/obo/EUPATH_0036012","Maternal anthropometry","elicit_data_for_plos_reshaped_v3",,"Participant",,"yes, no, na","variable",,,,"ELICIT",,,,,,,,,
1,"http://purl.obolibrary.org/obo/EUPATH_0049431","Imputed mother's height","impute_mthr_height","http://purl.obolibrary.org/obo/EUPATH_0036012","Maternal anthropometry","elicit_data_for_plos_reshaped_v3","If maternal height missing, imputed mean, otherwise, maternal height","Participant","If maternal height missing, imputed mean, otherwise, maternal height",,"variable",,,,"ELICIT",,"cm","http://purl.obolibrary.org/obo/UO_0000015",,,,,,
2,"http://purl.obolibrary.org/obo/EUPATH_0049432","Imputed mother's weight","impute_mthr_weight","http://purl.obolibrary.org/obo/EUPATH_0036012","Maternal anthropometry","elicit_data_for_plos_reshaped_v3","If maternal weight missing, imputed mean, otherwise, maternal weight","Participant","If maternal weight missing, imputed mean, otherwise, maternal weight",,"variable",,,,"ELICIT",,"kg","http://purl.obolibrary.org/obo/UO_0000009",,,,,,
5,"http://purl.obolibrary.org/obo/EUPATH_0036079","Maternal age at 1st pregnancy","cef_mother_age_firstchild","http://purl.obolibrary.org/obo/EUPATH_0036493","Maternal clinical history","elicit_data_for_plos_reshaped_v3",,"Participant","How old was the mother when she had her first child?",,"variable",,"yes?",,"ELICIT",,"years","http://purl.obolibrary.org/obo/UO_0000036",,,,,,
2,"http://purl.obolibrary.org/obo/OBI_0001169","Age","agedays_maz | agedays_hcz | agedays_laz","http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","elicit_data_for_plos_reshaped_v3",,"Participant","age in days head circumference measurement | Age in days at enrollment length measurement | age in days mid upper arm circumference measurement",,"variable","yes","yes",,"ELICIT","EUPATH_0000579","days","http://purl.obolibrary.org/obo/UO_0000033","yes",,,,,
14,"http://purl.obolibrary.org/obo/EUPATH_0049455","Age at weight","agedays_waz","http://purl.obolibrary.org/obo/EUPATH_0000649","Anthropometry","elicit_data_for_plos_reshaped_v3","Weight was sometimes measured on a different day than length, head circumference, or mid-upper arm circumference.","Participant",,,"variable",,,,"ELICIT",,"days","http://purl.obolibrary.org/obo/UO_0000033",,,,,,
1,"http://purl.obolibrary.org/obo/OBI_0001508","Study timepoint","obs_number | month","http://purl.obolibrary.org/obo/EUPATH_0000310","Observation details","elicit_data_for_plos_reshaped_v3","Data was collected at certain months of age, as indicated. At 2 and 8 months, safety labs were collected on only a subset of children.","Participant","observation number in months",,"variable","yes","yes","yes","ELICIT",,,,"yes",,,,,
12,"http://purl.obolibrary.org/obo/EUPATH_0042172","Low birth weight (<2500 g)","lbw","http://purl.obolibrary.org/obo/EUPATH_0000649","Anthropometry","elicit_data_for_plos_reshaped_v3",,"Participant","Enrollment weight less than 2.5kg","1=yes, 0=no","variable",,,,"ELICIT",,,,,,,,,
1,"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information",,"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","elicit_data_for_plos_reshaped_v3",,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
6,"http://purl.obolibrary.org/obo/EUPATH_0020004","Aggregated illness data",,"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","elicit_data_for_plos_reshaped_v3",,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
4,"http://purl.obolibrary.org/obo/EUPATH_0000649","Anthropometry",,"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","elicit_data_for_plos_reshaped_v3",,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
5,"http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history",,"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","elicit_data_for_plos_reshaped_v3",,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
3,"http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics",,"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","elicit_data_for_plos_reshaped_v3",,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
7,"http://purl.obolibrary.org/obo/EUPATH_0000678","Feeding",,"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","elicit_data_for_plos_reshaped_v3",,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
8,"http://purl.obolibrary.org/obo/EUPATH_0010037","Individuals related to participant",,"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","elicit_data_for_plos_reshaped_v3",,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
9,"http://purl.obolibrary.org/obo/EUPATH_0036012","Maternal anthropometry",,"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","elicit_data_for_plos_reshaped_v3",,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
10,"http://purl.obolibrary.org/obo/EUPATH_0036493","Maternal clinical history",,"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","elicit_data_for_plos_reshaped_v3",,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
2,"http://purl.obolibrary.org/obo/EUPATH_0000310","Observation details",,"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","elicit_data_for_plos_reshaped_v3",,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
,"http://purl.obolibrary.org/obo/NCIT_C50996","Protocol deviations",,"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","elicit_data_for_plos_reshaped_v3",,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
2,"http://purl.obolibrary.org/obo/OBI_0003075","Age at enrollment","child_age","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","elicit_data_for_plos_reshaped_v3",,"Participant","Age at enrollment",,"variable",,"yes",,"ELICIT","EUPATH_0000120","days","http://purl.obolibrary.org/obo/UO_0000033",,,,,,
1,"http://purl.obolibrary.org/obo/EUPATH_0000151","Enrollment date","entry_date","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","elicit_data_for_plos_reshaped_v3",,"Participant","Date of initial visit",,"variable",,"yes",,"ELICIT",,,,,,,,,
3,"http://purl.obolibrary.org/obo/EUPATH_0049425","Follow-up time","last_month_completed","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","elicit_data_for_plos_reshaped_v3",,"Participant","The number of months each child was followed (up to 18, 24 month follow up not included)",,"variable",,,,"ELICIT",,"months","http://purl.obolibrary.org/obo/UO_0000035",,,,,,
5,"http://purl.obolibrary.org/obo/EUPATH_0000138","Observation period","pt","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","elicit_data_for_plos_reshaped_v3",,"Participant","person time in days",,"variable",,,,"ELICIT",,"days","http://purl.obolibrary.org/obo/UO_0000033",,,,,,
6,"http://purl.obolibrary.org/obo/EUPATH_0021104","Study completion status","completed.study","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","elicit_data_for_plos_reshaped_v3",,"Participant","All pids with an 18 month laz","1=yes, 0=no","variable",,,,"ELICIT",,,,,,,,,
4,"http://purl.obolibrary.org/obo/EUPATH_0049437","Protocol passed","pp","http://purl.obolibrary.org/obo/NCIT_C50996","Protocol deviations","elicit_data_for_plos_reshaped_v3","All pids in mITT who met the following:a. Breastfed (at least partially) through age 6 months; b. Received all doses of azithromycin; c. Received initial dose of each nitazoxanide course; d. Received no more than one drug administration (at 6, 9, 12, and 15 month visits) outside of the 14-day window around the target date; e. Received at least 50% of nicotinamide doses as measured by pill and sachet counting","Participant","All pids in mITT who met the following:a. Breastfed (at least partially) through age 6 months; b. Received all doses of azithromycin; c. Received initial dose of each nitazoxanide course; d. Received no more than one drug administration (at 6, 9, 12, and 15 month visits) outside of the 14-day window around the target date; e. Received at least 50% of nicotinamide doses as measured by pill and sachet counting","1=yes, 0=no","variable",,,,"ELICIT",,,,,,,,,
,"http://purl.obolibrary.org/obo/EUPATH_0000609","Sample",,,,"elicit_data_for_plos_reshaped_v3",,"Sample",,,"category",,,,"ELICIT",,,,,"everywhere",,,,
1,"http://purl.obolibrary.org/obo/EUPATH_0021144","Alanine aminotransferase","alt","http://purl.obolibrary.org/obo/OBI_0003040","Blood test","elicit_data_for_plos_reshaped_v3",,"Sample","Alanine aminotransaminase (U/L) at two months",,"variable","yes",,,"ELICIT",,"U/L","http://purl.obolibrary.org/obo/UO_0000179",,,,,,
2,"http://purl.obolibrary.org/obo/EUPATH_0021156","Aspartate aminotransferase","ast","http://purl.obolibrary.org/obo/OBI_0003040","Blood test","elicit_data_for_plos_reshaped_v3",,"Sample","Aspartate aminotransaminase (U/L) at two months",,"variable","yes",,,"ELICIT",,"U/L","http://purl.obolibrary.org/obo/UO_0000179",,,,,,
3,"http://purl.obolibrary.org/obo/EUPATH_0023005","Bicarbonate","bicarb","http://purl.obolibrary.org/obo/OBI_0003040","Blood test","elicit_data_for_plos_reshaped_v3",,"Sample","Bicarbonate (mmol/L) at two months",,"variable","yes",,,"ELICIT",,"umol/L","http://purl.obolibrary.org/obo/UO_0010003",,,,,,
4,"http://purl.obolibrary.org/obo/EUPATH_0049449","Bilirubin","bilirubin","http://purl.obolibrary.org/obo/OBI_0003040","Blood test","elicit_data_for_plos_reshaped_v3",,"Sample","Bilirubin (umol/L) at two months",,"variable","yes",,,"ELICIT",,"umol/L","http://purl.obolibrary.org/obo/UO_0010003",,,,,,
5,"http://purl.obolibrary.org/obo/EUPATH_0049451","Blood urea nitrogen","bun","http://purl.obolibrary.org/obo/OBI_0003040","Blood test","elicit_data_for_plos_reshaped_v3",,"Sample","Blood urea nitrogen (mmol/L) at two months",,"variable","yes",,,"ELICIT",,"umol/L","http://purl.obolibrary.org/obo/UO_0010003",,,,,,
6,"http://purl.obolibrary.org/obo/EUPATH_0049453","Chloride","chloride","http://purl.obolibrary.org/obo/OBI_0003040","Blood test","elicit_data_for_plos_reshaped_v3",,"Sample","Chloride (mmol/L) at two months",,"variable","yes",,,"ELICIT",,"umol/L","http://purl.obolibrary.org/obo/UO_0010003",,,,,,
7,"http://purl.obolibrary.org/obo/EUPATH_0023011","Creatinine","creatinine","http://purl.obolibrary.org/obo/OBI_0003040","Blood test","elicit_data_for_plos_reshaped_v3",,"Sample","Creatinine (mmol/L) at two months",,"variable","yes",,,"ELICIT","http://purl.obolibrary.org/obo/EUPATH_0049450","umol/L","http://purl.obolibrary.org/obo/UO_0010003",,,,,,
8,"http://www.ebi.ac.uk/efo/EFO_0004348","Hematocrit (%)","hct","http://purl.obolibrary.org/obo/OBI_0003040","Blood test","elicit_data_for_plos_reshaped_v3",,"Sample","Hematocrit (%) at two months",,"variable","yes",,,"ELICIT",,,,,,,,,
9,"http://purl.obolibrary.org/obo/CMO_0000026","Hemoglobin","hb","http://purl.obolibrary.org/obo/OBI_0003040","Blood test","elicit_data_for_plos_reshaped_v3",,"Sample","Hemoglobin (g/dL) at two months",,"variable","yes",,,"ELICIT","EUPATH_0000047","g/dL","http://purl.obolibrary.org/obo/UO_0000208",,,,,,
10,"http://www.ebi.ac.uk/efo/EFO_0004309","Platelets","platelets","http://purl.obolibrary.org/obo/OBI_0003040","Blood test","elicit_data_for_plos_reshaped_v3",,"Sample","Platelets (platelets/uL) at two months",,"variable","yes",,,"ELICIT",,"x10^3/uL","http://purl.obolibrary.org/obo/EUPATH_0023059",,,,,,
11,"http://purl.obolibrary.org/obo/EUPATH_0021223","Sodium","sodium","http://purl.obolibrary.org/obo/OBI_0003040","Blood test","elicit_data_for_plos_reshaped_v3",,"Sample","Sodium (mmol/L) at two months",,"variable","yes",,,"ELICIT",,"umol/L","http://purl.obolibrary.org/obo/UO_0010003",,,,,,
12,"http://purl.obolibrary.org/obo/CMO_0000027","White blood cells","wbc","http://purl.obolibrary.org/obo/OBI_0003040","Blood test","elicit_data_for_plos_reshaped_v3",,"Sample","White blood cell count (1000 cells/uL) at two months",,"variable","yes",,,"ELICIT",,"x10^3/uL","http://purl.obolibrary.org/obo/EUPATH_0023059",,,,,,
1,"http://purl.obolibrary.org/obo/EUPATH_0049424","Azithromycin E-test","amr_azi_etest","http://purl.obolibrary.org/obo/EUPATH_0032197","Antibiotic activity test","elicit_data_for_plos_reshaped_v3","The result of an Epsilometer test (E- test) which is defined as the ""exponential gradient"" method that determines the antimicrobial resistance of the microorganism.","Sample","Azithromycin etest value","0-256","variable","yes",,,"ELICIT",,,,,,,,,
1,"http://purl.obolibrary.org/obo/OBI_0003040","Blood test",,"http://purl.obolibrary.org/obo/OBI_0000070","Laboratory test","elicit_data_for_plos_reshaped_v3",,"Sample",,,"category",,,,"ELICIT","EUPATH_0011795",,,,,,,,
1,"http://purl.obolibrary.org/obo/OBI_0000070","Laboratory test",,"http://purl.obolibrary.org/obo/EUPATH_0000609","Sample","elicit_data_for_plos_reshaped_v3",,"Sample",,,"category",,,,"ELICIT","OGMS_0000056",,,,,,,,
,"http://purl.obolibrary.org/obo/OGMS_0000090","Treatment",,"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","elicit_data_for_plos_reshaped_v3",,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
,"http://purl.obolibrary.org/obo/EUPATH_0032197","Antibiotic activity test",,"http://purl.obolibrary.org/obo/OBI_0000070","Laboratory test","elicit_data_for_plos_reshaped_v3",,"Sample",,,"category",,,,"ELICIT",,,,,,,,,
,"http://purl.obolibrary.org/obo/EUPATH_0048282","Maternal demographics",,"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant",,,"Participant",,,"category",,,,"ELICIT",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2,"http://purl.obolibrary.org/obo/OBI_0001619","Sample collection date","scf_date","http://purl.obolibrary.org/obo/OBI_0000659","Sample collection process","ELICIT_TAC_datafile.csv","sample collection date","Sample","sample collection date",,"variable","yes","yes","yes","ELICIT_TAC",,,,"yes",,,,,
3,"http://purl.obolibrary.org/obo/EUPATH_0049403","Antibiotic arm","irs_ran_subgroup_anti","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","ELICIT_TAC_datafile.csv","Antibiotic arm","Participant","Antibiotic arm","Anti-A: Placebo, Anti-B: Antimicrobials","variable","yes",,,"ELICIT_TAC",,,,"yes",,,,,
4,"http://purl.obolibrary.org/obo/EUPATH_0049402","Nicotinamide arm","irs_ran_subgroup_nic","http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","ELICIT_TAC_datafile.csv","Nicotinamide arm","Participant","Nicotinamide arm","Nic-A: Placebo, Nic-B: Nicotinamide","variable","yes",,,"ELICIT_TAC",,,,"yes",,,,,
5,"http://purl.obolibrary.org/obo/EUPATH_0015331","Adenovirus 40/41, by TAC result","adenovirus_40_41","http://purl.obolibrary.org/obo/OBI_0003266","Raw virus data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for Adenovirus 40/41.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
6,"http://purl.obolibrary.org/obo/EUPATH_0015341","Campylobacter jejuni or C. coli, by TAC result","campylobacter_jejuni_coli","http://purl.obolibrary.org/obo/OBI_0003264","Raw bacteria data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for Campylobacter jejuni or C. coli.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
7,"http://purl.obolibrary.org/obo/EUPATH_0015342","Cryptosporidium, by TAC result","cryptosporidium","http://purl.obolibrary.org/obo/OBI_0003265","Raw eukaryota data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for Cryptosporidium.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
8,"http://purl.obolibrary.org/obo/EUPATH_0015350","Enterocytozoon bieneusi, by TAC result","e_bieneusi","http://purl.obolibrary.org/obo/OBI_0003265","Raw eukaryota data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for Enterocytozoon bieneusi.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
9,"http://purl.obolibrary.org/obo/EUPATH_0015360","Giardia, by TAC result","giardia","http://purl.obolibrary.org/obo/OBI_0003265","Raw eukaryota data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for Giardia.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
10,"http://purl.obolibrary.org/obo/EUPATH_0015365","Norovirus GII, by TAC result","norovirus_gii","http://purl.obolibrary.org/obo/OBI_0003266","Raw virus data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for Norovirus GII.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
11,"http://purl.obolibrary.org/obo/EUPATH_0015383","Shigella or EIEC, by TAC result","shigella_eiec","http://purl.obolibrary.org/obo/OBI_0003264","Raw bacteria data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for Shigella or EIEC.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
12,"http://purl.obolibrary.org/obo/EUPATH_0015389","EAEC, by TAC result","EAEC","http://purl.obolibrary.org/obo/OBI_0003264","Raw bacteria data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for EAEC.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
13,"http://purl.obolibrary.org/obo/EUPATH_0015392","ETEC ST-pos, by TAC result","ST_ETEC","http://purl.obolibrary.org/obo/OBI_0003264","Raw bacteria data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for ETEC ST-pos.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
14,"http://purl.obolibrary.org/obo/EUPATH_0015355","ETEC LT-pos, by TAC result","LT_ETEC","http://purl.obolibrary.org/obo/OBI_0003264","Raw bacteria data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for ETEC LT-pos.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
15,"http://purl.obolibrary.org/obo/EUPATH_0015396","Typical EPEC, by TAC result","tEPEC","http://purl.obolibrary.org/obo/OBI_0003264","Raw bacteria data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for Typical EPEC.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
16,"http://purl.obolibrary.org/obo/EUPATH_0015398","STEC, by TAC result","STEC","http://purl.obolibrary.org/obo/OBI_0003264","Raw bacteria data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for ETEC LT-pos.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
17,"http://purl.obolibrary.org/obo/CLINEPIDB_0000998","mphA, by TAC result","mpha","http://purl.obolibrary.org/obo/OBI_0003264","Raw bacteria data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for the mphA antibiotic resistance gene.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
18,"http://purl.obolibrary.org/obo/CLINEPIDB_0000999","ermB, by TAC result","ermb","http://purl.obolibrary.org/obo/OBI_0003264","Raw bacteria data for stool","ELICIT_TAC_datafile.csv","TaqMan Array Card (TAC) cycle threshold (Ct) values below 35 were considered positive for the ermB antibiotic resistance gene.","Sample","Cycle threshold",,"variable","yes",,,"ELICIT_TAC",,"Ct value","http://purl.obolibrary.org/obo/EUPATH_0015721",,,0,40,,
19,"http://purl.obolibrary.org/obo/CLINEPIDB_00450","Other antibiotics","abxT","http://purl.obolibrary.org/obo/CLINEPIDB_00478","Medication in last month","ELICIT_TAC_datafile.csv","Any antibiotic use in the last month (exclusive of study antibiotics)","Participant","Any antibiotic use in the last month (exclusive of study antibiotics)","1= Yes, 0=No","value","yes",,,"ELICIT_TAC",,,,,,,,,
20,"http://purl.obolibrary.org/obo/CLINEPIDB_00451","Other microlides","mac","http://purl.obolibrary.org/obo/CLINEPIDB_00478","Medication in last month","ELICIT_TAC_datafile.csv","Any macrolide use in the last month (exclusive of study antibiotics)","Participant","Any macrolide use in the last month (exclusive of study antibiotics)",,"value","yes",,,"ELICIT_TAC",,,,,,,,,
21,"http://purl.obolibrary.org/obo/CLINEPIDB_00452","Cephalosporin","ceph","http://purl.obolibrary.org/obo/CLINEPIDB_00478","Medication in last month","ELICIT_TAC_datafile.csv","Any cephalosporin use in the last month","Participant","Any cephalosporin use in the last month",,"value","yes",,,"ELICIT_TAC",,,,,,,,,
22,"http://purl.obolibrary.org/obo/CLINEPIDB_00453","Sulfonamide","sulf","http://purl.obolibrary.org/obo/CLINEPIDB_00478","Medication in last month","ELICIT_TAC_datafile.csv","Any sulfonamide use in the last month","Participant","Any sulfonamide use in the last month",,"value","yes",,,"ELICIT_TAC",,,,,,,,,
23,"http://purl.obolibrary.org/obo/CLINEPIDB_00454","Penicillin","pen","http://purl.obolibrary.org/obo/CLINEPIDB_00478","Medication in last month","ELICIT_TAC_datafile.csv","Any penicillin use in the last month","Participant","Any penicillin use in the last month",,"value","yes",,,"ELICIT_TAC",,,,,,,,,
24,"http://purl.obolibrary.org/obo/CLINEPIDB_00455","Metronidazole","metro","http://purl.obolibrary.org/obo/CLINEPIDB_00478","Medication in last month","ELICIT_TAC_datafile.csv","Any metronidazole use in the last month","Participant","Any metronidazole use in the last month",,"value","yes",,,"ELICIT_TAC",,,,,,,,,
25,"http://purl.obolibrary.org/obo/CLINEPIDB_00456","Tetracyline","tetra","http://purl.obolibrary.org/obo/CLINEPIDB_00478","Medication in last month","ELICIT_TAC_datafile.csv","Any tetracycline use in the last month","Participant","Any tetracycline use in the last month",,"value","yes",,,"ELICIT_TAC",,,,,,,,,
26,"http://purl.obolibrary.org/obo/CLINEPIDB_00457","Fluoroquinalone","fluor","http://purl.obolibrary.org/obo/CLINEPIDB_00478","Medication in last month","ELICIT_TAC_datafile.csv","Any fluoroquinalone use in the last month","Participant","Any fluoroquinalone use in the last month",,"value","yes",,,"ELICIT_TAC",,,,,,,,,
,"http://purl.obolibrary.org/obo/CLINEPIDB_00478","Medication in last month",,"http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history",,,"Participant",,,"multifilter",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
