IRI,label,clinEpi_label,definition,category,parentIRI,parentLabel,termType,unitLabel,unitIRI,replaces
http://purl.obolibrary.org/obo/VEuGEO_0045157,Flagler,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0046438,Flathead,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041043,Flen,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0015545,Flensburg,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0022423,Florence (Italy),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0020944,Flores Timur,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0014794,Florida (Colombia),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0022341,Foggia,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0015052,Fomento,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0019003,Foni Bintang Karanai,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0019005,Foni Brefet,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039918,Foondo - Gwaiau,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0022358,Forli' - Cesena,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041088,Forshaga,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0046750,Forsyth (North Carolina),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043866,Fort Portal,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0007379,Fortaleza,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018926,Forécariah,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039764,Foundiougne,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0009587,Foz do Iguaçu,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0014497,Francisco Pizarro,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0030048,Franekeradeel,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0015345,Frankfurt am Main,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0046894,Franklin (Ohio (United States)),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0046025,Frederick (Maryland (United States)),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0015644,Frederikshavn,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0005754,Freistadt,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0045016,Fresno (United States),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0015386,Friesland (Germany),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033896,Fronteira (Portugal),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0026022,Frontera Comalapa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0026023,Frontera Hidalgo,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0022369,Frosinone,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025407,Fuamah,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0019043,Fulacunda,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018999,Fulladu East,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018983,Fulladu West,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021915,Fuman,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033880,Funchal,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0035022,Fundulea,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033777,Fundão (Portugal),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018845,Ga West,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0019032,Gabu,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018703,Gagra,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0040685,Galanta,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025490,Galenbindunuwewa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025693,Galewela,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025661,Galgamuwa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018704,Gali,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0046439,Gallatin (Montana (United States)),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024740,Galole,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013754,Gamboma,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018303,Gamo Gofa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025662,Ganewatta,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025156,Ganghwa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025062,Gangneung,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013074,Gannan Tibetan,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024570,Ganze,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0006137,Ganzourgou,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0027821,Gao (Gao),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025085,Gapyeong,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0048394,García de Hevia,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018432,Gard,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021817,Garhwal,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024522,Garissa Township,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0029436,Garki,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024741,Garsen,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033268,Garwolin,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0038211,Gatchinskiy rayon,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0046753,Gates,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039660,Gatsibo,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021765,Gautam Buddha Nagar,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013413,Gbeke,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013389,Gbôkle,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033366,Gdańsk (City),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018304,Gedeo,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0043663,Geita (Geita),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0038051,Gelendzhik gorsovet,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024731,Gem (Kenya),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0022374,Genova,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0012875,Genève (Genève),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025137,Geoje,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0047165,Georgetown,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0015486,Germersheim,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021851,Germi,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021766,Ghaziabad,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0003980,Ghazni (Ghazni),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0035690,Gheorgheni,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0017924,Ghida`e,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0020680,Gianyar,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039648,Gicumbi,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0015387,Gifhorn,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0005884,Gihanga,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025010,Gijang,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0045160,Gilchrist,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0024689,Gilgil,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025116,Gimcheon,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025167,Gimje,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025086,Gimpo,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0048172,Girardot (Aragua),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021405,Giridih,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0017994,Girona,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039651,Gisagara (Rwanda),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0005940,Gitega (Gitega),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0029458,Giwa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039972,Gizo,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033438,Giżycko,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0004403,Gjirokastrës,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0045161,Glades,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0006370,Glavinitsa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0006060,Glazoué,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0045017,Glenn,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0005731,Gmünd,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041044,Gnesta,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0040942,Gnosjö,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021223,Goalpara,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021406,Godda,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0030447,Goedereede,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0030410,Goes,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025025,Goesan,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0017937,Gogne,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0007676,Goiania,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033047,Goilala,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0030242,Goirle,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049852,Gokwe North,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0049853,Gokwe South,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021224,Golaghat,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0014888,Golfito,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021730,Gomati,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0028915,Gombak,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018819,Gomoa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021925,Gonbad-e-Kavus,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0028365,Gondola,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013420,Gontougo,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0045271,Gordon,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0021926,Gorgan,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0022365,Gorizia,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0020101,Goričan,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0038274,Gornomariyskiy rayon,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039475,Gorodishchenskiy rayon (Volgograd),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033067,Goroka,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0030449,Gouda,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039792,Goudiry,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0027864,Goundam,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0006126,Gourma,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0027865,Gourma-Rharous,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025087,Goyang,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0039953,Graciosa Bay,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0030304,Graft-De Rijp,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0004397,Gramshit,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0014458,Granada (Meta),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0017970,Granada (Spain),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0006078,Grand-Popo,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013403,Grands Ponts,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0020388,Gračac,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0025451,Greater Monrovia,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0044855,Greene (Alabama),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0044959,Greene (Arkansas),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0003712,Grenadines,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0047443,Grimes,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0022424,Grosseto,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0029086,Groumdji,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0015348,Groß-Gerau,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0036073,Gruia,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041089,Grums,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033947,Grândola,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0041145,Grästorp,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033271,Grójec,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0028810,Gua Musang,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0017982,Guadalajara (Spain),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0014797,Guadalajara de Buga,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0014393,Guadalupe (Huila),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0011014,Guajará-Mirim,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0048456,Guajira,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013089,Guangzhou,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0010295,Guapimirim,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0033838,Guarda (Guarda),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0019146,Guastatoya,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0002731,Guayama,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0009596,Guaíra (Paraná (Brazil)),,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0046757,Guilford,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0013112,Guilin,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
http://purl.obolibrary.org/obo/VEuGEO_0018015,Guipúzcoa,,,,http://purl.obolibrary.org/obo/EUPATH_0000542,location of specimen collection,value,,,
