"colOrder","variable","dataFile","IRI","label","definition","category","parentIRI","parentLabel","codebookDescription","codebookValues","termType","notesForOnt","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType"
"76","lt_dim_fada_single_row::op1_fada_mat_bp_anytime_dia","lt_dim_fada_single_row","","Diastolic blood pressure on admission","Asked in regards to use of the birth checklist around admission","Participant","OGMS_0000083","Physical examination","5b(ii). What was the diastolic blood pressure? (from form where OP1 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"77","lt_dim_fada_single_row::op1_fada_date_of_delivery","lt_dim_fada_single_row","EUPATH_0042043","Delivery date","","Participant","","","5i. Date of Delivery (from form where OP1 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"78","lt_dim_fada_single_row::op2_fada_mat_temp_anytime_val","lt_dim_fada_single_row","","Temperature before delivery","Asked in regards to use of the birth checklist just before delivery (pushing or Caesarean)","Participant","OGMS_0000083","Physical examination","5a(i). What was the maternal temperature? (from form where OP2 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"79","lt_dim_fada_single_row::op2_fada_mat_bp_anytime_sys","lt_dim_fada_single_row","","Systolic blood pressure before delivery","Asked in regards to use of the birth checklist just before delivery (pushing or Caesarean)","Participant","OGMS_0000083","Physical examination","5b(i). What was the systolic blood pressure? (from form where OP2 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"80","lt_dim_fada_single_row::op2_fada_mat_bp_anytime_dia","lt_dim_fada_single_row","","Diastolic blood pressure before delivery","Asked in regards to use of the birth checklist just before delivery (pushing or Caesarean)","Participant","OGMS_0000083","Physical examination","5b(ii). What was the diastolic blood pressure? (from form where OP2 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"81","lt_dim_fada_single_row::op2_fada_date_of_delivery","lt_dim_fada_single_row","EUPATH_0042043","Delivery date","","Participant","","","5i. Date of Delivery (from form where OP2 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"82","lt_dim_fada_single_row::op3_fada_mat_temp_anytime_val","lt_dim_fada_single_row","","Temperature at delivery","Asked in regards to use of the birth checklist at delivery","Participant","OGMS_0000083","Physical examination","5a(i). What was the maternal temperature? (from form where OP3 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"83","lt_dim_fada_single_row::op3_fada_mat_bp_anytime_sys","lt_dim_fada_single_row","","Systolic blood pressure at delivery","Asked in regards to use of the birth checklist at delivery","Participant","OGMS_0000083","Physical examination","5b(i). What was the systolic blood pressure? (from form where OP3 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"84","lt_dim_fada_single_row::op3_fada_mat_bp_anytime_dia","lt_dim_fada_single_row","","Diastolic blood pressure at delivery","Asked in regards to use of the birth checklist at delivery","Participant","OGMS_0000083","Physical examination","5b(ii). What was the diastolic blood pressure? (from form where OP3 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"85","lt_dim_fada_single_row::op3_fada_date_of_delivery","lt_dim_fada_single_row","EUPATH_0042043","Delivery date","","Participant","","","5i. Date of Delivery (from form where OP3 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"86","lt_dim_fada_single_row::op4_fada_mat_temp_anytime_val","lt_dim_fada_single_row","","Temperature <1 hour after delivery","Asked in regards to use of the birth checklist within 1 hour after delivery","Participant","OGMS_0000083","Physical examination","5a(i). What was the maternal temperature? (from form where OP4 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"87","lt_dim_fada_single_row::op4_fada_mat_bp_anytime_sys","lt_dim_fada_single_row","","Systolic blood pressure <1 hour after delivery","Asked in regards to use of the birth checklist within 1 hour after delivery","Participant","OGMS_0000083","Physical examination","5b(i). What was the systolic blood pressure? (from form where OP4 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"88","lt_dim_fada_single_row::op4_fada_mat_bp_anytime_dia","lt_dim_fada_single_row","","Diastolic blood pressure <1 hour after delivery","Asked in regards to use of the birth checklist within 1 hour after delivery","Participant","OGMS_0000083","Physical examination","5b(ii). What was the diastolic blood pressure? (from form where OP4 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"89","lt_dim_fada_single_row::op4_fada_date_of_delivery","lt_dim_fada_single_row","EUPATH_0042043","Delivery date","","Participant","","","5i. Date of Delivery (from form where OP4 was observed)","","variable","","","","","BetterBirth","","","","","","","","",""
"90","lt_dim_fada_single_row::fada_op1_observed","lt_dim_fada_single_row","","On admission","","Participant","","Delivery care observed","F. Observation Points Observed: -> 1","","value","","","","","BetterBirth","","","","","","","","",""
"91","lt_dim_fada_single_row::fada_op2_observed","lt_dim_fada_single_row","","Just before delivery","","Participant","","Delivery care observed","F. Observation Points Observed: -> 2","","value","","","","","BetterBirth","","","","","","","","",""
"92","lt_dim_fada_single_row::fada_op3_observed","lt_dim_fada_single_row","","During delivery","","Participant","","Delivery care observed","F. Observation Points Observed: -> 3","","value","","","","","BetterBirth","","","","","","","","",""
"93","lt_dim_fada_single_row::fada_op4_observed","lt_dim_fada_single_row","","Within 1 hour after delivery","","Participant","","Delivery care observed","F. Observation Points Observed: -> 4","","value","","","","","BetterBirth","","","","","","","","",""
"94","lt_dim_fada_single_row::fada_all_op_observed","lt_dim_fada_single_row","","All delivery care observed","Whether care by staff was observed for all observation points on the birth checklist","Participant","EUPATH_0042001","Labor and delivery","derived from other columns in table as such: when fada_op1_observed = 1 and fada_op2_observed = 1 and fada_op3_observed = 1 and fada_op4_observed = 1 then 1 else 0","","variable","","","","","BetterBirth","","","","","","","","",""
"95","lt_dim_fada_single_row::comment_dai_flag","lt_dim_fada_single_row","","Dai","","Participant","EUPATH_0051421","Healthcare provider for delivery","Did the FADA comments indicate the dai delivered the baby? (0 = No; 1 = Yes)","","value","","","","","BetterBirth","","","","","","","","",""
"96","lt_dim_fada_single_row::comment_aya_flag","lt_dim_fada_single_row","","Aya","","Participant","EUPATH_0051421","Healthcare provider for delivery","Did the FADA comments indicate the aya delivered the baby? (0 = No; 1 = Yes)","","value","","","","","BetterBirth","","","","","","","","",""
"97","lt_dim_fada_single_row::comment_asha_flag","lt_dim_fada_single_row","","ASHA","","Participant","EUPATH_0051421","Healthcare provider for delivery","Did the FADA comments indicate the asha delivered the baby? (0 = No; 1 = Yes)","","value","","","","","BetterBirth","","","","","","","","",""
"98","lt_dim_fada_single_row::comment_other_flag","lt_dim_fada_single_row","","Other","","Participant","EUPATH_0051421","Healthcare provider for delivery","Did the FADA comments indicate that another person delivered the baby? (0 = No; 1 = Yes)","","value","","","","","BetterBirth","","","","","","","","",""
"99","lt_dim_fada_single_row::comment_refer_mom_flag","lt_dim_fada_single_row","","Referred to higher level facility","Whether the participant was referred to another facility based on comments","Participant","EUPATH_0042001","Labor and delivery","Did the FADA comments indicate that the mother was referred? (0 = No; 1 = Yes)","","variable","","","","","BetterBirth","","","","","","","","",""
"100","lt_dim_fada_single_row::comment_refer_baby_flag","lt_dim_fada_single_row","","Infant referred to higher level facility","Whether the baby was referred to another facility","Participant","EUPATH_0042001","Labor and delivery","Did the FADA comments indicate that the baby was referred? (0 = No; 1 = Yes)","","variable","","","","","BetterBirth","","","","","","","","",""
"101","lt_dim_fada_single_row::comment_notes","lt_dim_fada_single_row","","Delivery notes","","Participant","EUPATH_0042001","Labor and delivery","Free-form FADA comments (reviewed; does not contain PHI)","","variable","","","","","BetterBirth","","","","","","","","",""
"102","lt_dim_fada_single_row::arm_name","lt_dim_fada_single_row","EUPATH_0044124","Cluster study arm","","Community","","","which arm the site is in (control; intervention)","0","variable","","","","","BetterBirth","","","","","","","","",""
"103","lt_dim_fada_single_row::pair_name","lt_dim_fada_single_row","","Health center matched pair","","Community","EUPATH_0051003","Health center level information","pair to which the site belongs","","variable","","","","","BetterBirth","","","","","","","","",""
"3","lt_raw_coach_tl_sbs::otis_sl_survey_date","lt_raw_coach_tl_sbs","","Health center data collection date","","Community","","Health center observation details","Observation date","0","variable","","yes","","","BetterBirth","","","","","","","","",""
"","","","","Health center prepardness for delivery","","Community","","Health center observation details","","","category","","","","","BetterBirth","","","","","","","","",""
"","","","","Health center supplies available","","Community","","Health center prepardness for delivery","","","multifilter","","","","","BetterBirth","","","","","","","","",""
"4","lt_raw_coach_tl_sbs::otis_sl_aer_thermometer_avail","lt_raw_coach_tl_sbs","","Thermometer","","Community","","Health center supplies available","Thermometer available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"5","lt_raw_coach_tl_sbs::otis_sl_aer_bp_instrument_avail","lt_raw_coach_tl_sbs","","Blood pressure instrument","","Community","","Health center supplies available","BP Instrument (cuff or electronic) available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"6","lt_raw_coach_tl_sbs::otis_sl_aer_stethoscope_avail","lt_raw_coach_tl_sbs","","Stethoscope","","Community","","Health center supplies available","Stethoscope available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"7","lt_raw_coach_tl_sbs::otis_sl_aer_fetoscope_avail","lt_raw_coach_tl_sbs","","Fetoscope or doppler","","Community","","Health center supplies available","Fetoscope/doppler available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"8","lt_raw_coach_tl_sbs::otis_sl_aer_clean_gloves_avail","lt_raw_coach_tl_sbs","","Clean gloves","","Community","","Health center supplies available","Clean gloves available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"9","lt_raw_coach_tl_sbs::otis_sl_slr_soap_avail","lt_raw_coach_tl_sbs","","Soap","","Community","","Health center supplies available","Soap available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"10","lt_raw_coach_tl_sbs::otis_sl_slr_clean_water_avail","lt_raw_coach_tl_sbs","","Clean water","","Community","","Health center supplies available","Clean water available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"11","lt_raw_coach_tl_sbs::otis_sl_slr_clean_gloves_avail","lt_raw_coach_tl_sbs","","Clean gloves slr","","Community","","Health center supplies available","Clean gloves available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"12","lt_raw_coach_tl_sbs::otis_sl_slr_clean_pads_avail","lt_raw_coach_tl_sbs","","Clean pads","","Community","","Health center supplies available","Clean pads available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"13","lt_raw_coach_tl_sbs::otis_sl_slr_clean_towel_avail","lt_raw_coach_tl_sbs","","Clean towel","","Community","","Health center supplies available","Clean towel available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"14","lt_raw_coach_tl_sbs::otis_sl_slr_mucus_extract_avail","lt_raw_coach_tl_sbs","","Mucus extractor","","Community","","Health center supplies available","Mucus Extractor available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"15","lt_raw_coach_tl_sbs::otis_sl_slr_cord_tie_avail","lt_raw_coach_tl_sbs","","Cord tie or clamp","","Community","","Health center supplies available","Cord tie/ clamp available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"16","lt_raw_coach_tl_sbs::otis_sl_slr_steril_blade_avail","lt_raw_coach_tl_sbs","","Sterilized blade or scissors","","Community","","Health center supplies available","Sterilized blade/scissor available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"17","lt_raw_coach_tl_sbs::otis_sl_slr_neonatal_bag_avail","lt_raw_coach_tl_sbs","","Neonatal bag and mask","","Community","","Health center supplies available","Neonatal ambu bag & mask available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"18","lt_raw_coach_tl_sbs::otis_sl_slr_thermometer_avail","lt_raw_coach_tl_sbs","","Thermometer slr","","Community","","Health center supplies available","Thermometer available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"19","lt_raw_coach_tl_sbs::otis_sl_slr_bp_instrument_avail","lt_raw_coach_tl_sbs","","Blood pressure instrument slr","","Community","","Health center supplies available","BP instrument available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"20","lt_raw_coach_tl_sbs::otis_sl_slr_delivery_tray_avail","lt_raw_coach_tl_sbs","","Delivery tray at bedside","","Community","","Health center supplies available","Delivery tray at bedside available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"21","lt_raw_coach_tl_sbs::otis_sl_slr_inj_oxytocin_avail","lt_raw_coach_tl_sbs","","Injectable oxytocin","","Community","","Health center supplies available","Inj. Oxytocin at bedside available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"22","lt_raw_coach_tl_sbs::otis_sl_slr_baby_scale_avail","lt_raw_coach_tl_sbs","","Baby scale","","Community","","Health center supplies available","Baby scale available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"23","lt_raw_coach_tl_sbs::otis_sl_slr_needles_avail","lt_raw_coach_tl_sbs","","Needles and syringes","","Community","","Health center supplies available","Needles/syringe available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"24","lt_raw_coach_tl_sbs::otis_sl_slr_urine_dip_sti_avail","lt_raw_coach_tl_sbs","","Urine dip sticks","","Community","","Health center supplies available","Urine dip sticks available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"25","lt_raw_coach_tl_sbs::otis_sl_med_abx_mother_avail","lt_raw_coach_tl_sbs","","Antibiotics for mothers","","Community","","Health center supplies available","Antibiotics for mother available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"26","lt_raw_coach_tl_sbs::otis_sl_med_abx_baby_avail","lt_raw_coach_tl_sbs","","Antibiotics for infants","","Community","","Health center supplies available","Antibiotics for baby available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"27","lt_raw_coach_tl_sbs::otis_sl_med_inj_oxytocin_avail","lt_raw_coach_tl_sbs","","Injectable oxytocin med","","Community","","Health center supplies available","Inj. Oxytocin available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"28","lt_raw_coach_tl_sbs::otis_sl_med_inj_magnesium_avail","lt_raw_coach_tl_sbs","","Injectable magnesium","","Community","","Health center supplies available","Inj. Magnesium available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"29","lt_raw_coach_tl_sbs::otis_sl_med_vitamin_k_avail","lt_raw_coach_tl_sbs","","Vitamin K","","Community","","Health center supplies available","Vitamin K available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"30","lt_raw_coach_tl_sbs::otis_sl_vac_bcg_avail","lt_raw_coach_tl_sbs","","Bacille Calmette-Guerin (BCG) vaccine","","Community","","Health center supplies available","BCG vaccine available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"31","lt_raw_coach_tl_sbs::otis_sl_vac_polio_avail","lt_raw_coach_tl_sbs","","Polio vaccine","","Community","","Health center supplies available","Polio vaccine available at time of visit?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"32","lt_raw_coach_tl_sbs::otis_sl_vac_hepb_avail","lt_raw_coach_tl_sbs","","Hepatitis B vaccine","","Community","","Health center supplies available","","","value","","yes","","","BetterBirth","","","","","","","","",""
"33","lt_raw_coach_tl_sbs::otis_sl_fp_counselling_available","lt_raw_coach_tl_sbs","","Family planning counseling available","","Community","EUPATH_0051003","Health center level information","Is family planning counseling available?","1","variable","","yes","","","BetterBirth","","","","","","","","",""
"","","","","Family planning methods available","","Community","EUPATH_0051003","Health center level information","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"34","lt_raw_coach_tl_sbs::coach_tl_fp_lam","lt_raw_coach_tl_sbs","","Lactation amenorrhea method","LAM","Community","","Family planning methods available","Which family planning methods are available? -> Lactation Amenorrhea Method (LAM)","0","value","","yes","","","BetterBirth","","","","","","","","",""
"35","lt_raw_coach_tl_sbs::coach_tl_fp_iucd","lt_raw_coach_tl_sbs","","Intrauterine contraceptive device","","Community","","Family planning methods available","Which family planning methods are available? -> Intrauterine Contraceptive Device (IUCD)","0","value","","yes","","","BetterBirth","","","","","","","","",""
"36","lt_raw_coach_tl_sbs::coach_tl_fp_ocp","lt_raw_coach_tl_sbs","","Oral contraception","","Community","","Family planning methods available","Which family planning methods are available? -> Oral Contraceptive (OCP)","0","value","","yes","","","BetterBirth","","","","","","","","",""
"37","lt_raw_coach_tl_sbs::coach_tl_fp_condom","lt_raw_coach_tl_sbs","","Condom","","Community","","Family planning methods available","Which family planning methods are available? -> Condom","0","value","","yes","","","BetterBirth","","","","","","","","",""
"38","lt_raw_coach_tl_sbs::coach_tl_fp_inject","lt_raw_coach_tl_sbs","","Injectable contraception","","Community","","Family planning methods available","Which family planning methods are available? -> Injectable Contraceptives","0","value","","yes","","","BetterBirth","","","","","","","","",""
"39","lt_raw_coach_tl_sbs::coach_tl_fp_male_steril","lt_raw_coach_tl_sbs","","Male sterilization","","Community","","Family planning methods available","Which family planning methods are available? -> Male Sterilization","0","value","","yes","","","BetterBirth","","","","","","","","",""
"40","lt_raw_coach_tl_sbs::coach_tl_fp_female_steril","lt_raw_coach_tl_sbs","","Female sterilization","","Community","","Family planning methods available","Which family planning methods are available? -> Female Sterilization","0","value","","yes","","","BetterBirth","","","","","","","","",""
"41","lt_raw_coach_tl_sbs::coach_tl_fp_other","lt_raw_coach_tl_sbs","","Other","","Community","","Family planning methods available","Which family planning methods are available? -> Other","0","value","","yes","","","BetterBirth","","","","","","","","",""
"44","lt_raw_coach_tl_sbs::arm_name","lt_raw_coach_tl_sbs","EUPATH_0044124","Cluster study arm","","Community","","","which arm the site is in (control; intervention)","0","variable","","","","","BetterBirth","","","","","","","","",""
"45","lt_raw_coach_tl_sbs::pair_name","lt_raw_coach_tl_sbs","","Health center matched pair","","Community","EUPATH_0051003","Health center level information","pair to which the site belongs","","variable","","","","","BetterBirth","","","","","","","","",""
"3","lt_raw_otis_process_tl::otis_pt_observation_date","lt_raw_otis_process_tl","","Health center data collection date","","Community","","Health center observation details","Observation date","0","variable","","yes","","","BetterBirth","","","","","","","","",""
"4","lt_raw_otis_process_tl::otis_pt_visit_number","lt_raw_otis_process_tl","","Health center study timepoint","","Community","","Health center observation details","Visit Number","0","variable","","yes","","","BetterBirth","","","","","","","","",""
"5","lt_raw_otis_process_tl::otis_pt_sbs_list_completed","lt_raw_otis_process_tl","","Safe birth supplies list completed","","Community","","Health center prepardness for delivery","SBS List Completed:","1","variable","","yes","","","BetterBirth","","","","","","","","",""
"6","lt_raw_otis_process_tl::otis_pt_num_otis_forms","lt_raw_otis_process_tl","","Data quality assurance forms completed with coach count","","Community","","Health center level information","**QUESTIONABLE DATA QUALITY** No. of OTIS DQA forms completed with coach:","0","variable","","yes","","","BetterBirth","","","","","","","","",""
"7","lt_raw_otis_process_tl::otis_pt_no_of_otis_dqa_obs_pp1","lt_raw_otis_process_tl","","Pause point 1 observation count","","Community","","Health center level information","**QUESTIONABLE DATA QUALITY** No. of OTIS DQA by pause points observed (PP1)","0","variable","","yes","","","BetterBirth","","","","","","","","",""
"8","lt_raw_otis_process_tl::otis_pt_no_of_otis_dqa_obs_pp2","lt_raw_otis_process_tl","","Pause point 2 observations count","","Community","","Health center level information","**QUESTIONABLE DATA QUALITY** No. of OTIS DQA by pause points observed (PP2)","0","variable","","yes","","","BetterBirth","","","","","","","","",""
"9","lt_raw_otis_process_tl::otis_pt_no_of_otis_dqa_obs_pp3","lt_raw_otis_process_tl","","Pause point 3 observations count","","Community","","Health center level information","**QUESTIONABLE DATA QUALITY** No. of OTIS DQA by pause points observed (PP3)","0","variable","","yes","","","BetterBirth","","","","","","","","",""
"10","lt_raw_otis_process_tl::otis_pt_no_of_otis_dqa_obs_pp4","lt_raw_otis_process_tl","","Pause point 4 observations count","","Community","","Health center level information","**QUESTIONABLE DATA QUALITY** No. of OTIS DQA by pause points observed (PP4)","0","variable","","yes","","","BetterBirth","","","","","","","","",""
"11","lt_raw_otis_process_tl::otis_pt_coach_supp_supervision","lt_raw_otis_process_tl","","Coach performance discussed","","Community","","Health center level information","Did you have a discussion with the coach about their performance?","1","variable","","yes","","","BetterBirth","","","","","","","","",""
"12","lt_raw_otis_process_tl::otis_pt_inter_head_of_facility","lt_raw_otis_process_tl","","Interacted with facility head","","Community","","Health center level information","Interaction with Head of facility","1","variable","","yes","","","BetterBirth","","","","","","","","",""
"13","lt_raw_otis_process_tl::otis_pt_data_sharing_meeting","lt_raw_otis_process_tl","","Formal data sharing meeting","","Community","","Health center level information","Formal data sharing meeting?","1","variable","","yes","","","BetterBirth","","","","","","","","",""
"14","lt_raw_otis_process_tl::otis_pt_transfer_skills_to_cqc","lt_raw_otis_process_tl","","Skills transfreed to CQC/CQC team","","Community","","Health center level information","Transfer of skills to CQC/CQC Team?","1","variable","","yes","","","BetterBirth","","","","","","","","",""
"17","lt_raw_otis_process_tl::arm_name","lt_raw_otis_process_tl","EUPATH_0044124","Cluster study arm","","Community","","","which arm the site is in (control; intervention)","0","variable","","","","","BetterBirth","","","","","","","","",""
"18","lt_raw_otis_process_tl::pair_name","lt_raw_otis_process_tl","","Health center matched pair","","Community","EUPATH_0051003","Health center level information","pair to which the site belongs","","variable","","","","","BetterBirth","","","","","","","","",""
"3","lt_raw_otis_visit::otis_observation_date","lt_raw_otis_visit","","Health center data collection date","","Community","","Health center observation details","Observation date","0","variable","","yes","","","BetterBirth","","","","","","","","",""
"","","","","Pause points observed","Which pause points were observed during delivery","Community","","Health center observation details","","","variable","","yes","","","BetterBirth","","","","","","","","",""
"5","lt_raw_otis_visit::otis_op1_observed","lt_raw_otis_visit","","On admission","","Community","","Pause points observed","What was observed? -> On Admission","0","value","","yes","","","BetterBirth","","","","","","","","",""
"6","lt_raw_otis_visit::otis_op2_observed","lt_raw_otis_visit","","Just before delivery","","Community","","Pause points observed","What was observed? -> Birth Preparation/Just Before Delivery","0","value","","yes","","","BetterBirth","","","","","","","","",""
"7","lt_raw_otis_visit::otis_op3_observed","lt_raw_otis_visit","","Delivery","","Community","","Pause points observed","What was observed? -> At Birth","0","value","","yes","","","BetterBirth","","","","","","","","",""
"8","lt_raw_otis_visit::otis_op4_observed","lt_raw_otis_visit","","Within 1 hour after delivery","","Community","","Pause points observed","What was observed? -> After Birth (within one hour)","0","value","","yes","","","BetterBirth","","","","","","","","",""
"9","lt_raw_otis_visit::otis_op5_observed","lt_raw_otis_visit","","Before discharge","","Community","","Pause points observed","What was observed? -> Before Discharge","0","value","","yes","","","BetterBirth","","","","","","","","",""
"","","","","Health center delivery care","","Community","EUPATH_0035127","Community","","","category","","","","","BetterBirth","","","","","","","","",""
"","","","","Observed activites on admission","","Community","","Health center delivery care","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"10","lt_raw_otis_visit::otis_op1_mother_temp","lt_raw_otis_visit","","Temperature measured","","Community","","Observed activites on admission","Did birth attendant take Mother<U+2019>s temperature?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"11","lt_raw_otis_visit::otis_op1_mother_temp_value","lt_raw_otis_visit","","Patient temperature on admission","","Community","","Health center delivery care","Temperature Recorded (F)","0","variable","","yes","","","BetterBirth","F","","","","","","","",""
"","","","","Reason temperature not measured on admission","","Community","","Health center delivery care","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"12","lt_raw_otis_visit::otis_op1_mother_temp_no_supplies","lt_raw_otis_visit","","Supplies","","Community","","Reason temperature not measured on admission","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"13","lt_raw_otis_visit::otis_op1_mother_temp_no_skills","lt_raw_otis_visit","","Ability","","Community","","Reason temperature not measured on admission","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"14","lt_raw_otis_visit::otis_op1_mother_temp_no_motive","lt_raw_otis_visit","","Motivation","","Community","","Reason temperature not measured on admission","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"15","lt_raw_otis_visit::otis_op1_mother_temp_no_opp","lt_raw_otis_visit","","Opportunity","","Community","","Reason temperature not measured on admission","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"16","lt_raw_otis_visit::otis_op1_mother_bp","lt_raw_otis_visit","","Blood pressure measured","","Community","","Observed activites on admission","Did birth attendant take Mother's blood pressure?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"17","lt_raw_otis_visit::otis_op1_mother_bp_systolic","lt_raw_otis_visit","","Patient systolic blood pressure on admission","","Community","","Health center delivery care","Systolic","0","variable","","yes","","","BetterBirth","mmHg","","","","","","","",""
"18","lt_raw_otis_visit::otis_op1_mother_bp_diastolic","lt_raw_otis_visit","","Patient diastolic blood pressure on admission","","Community","","Health center delivery care","Diastolic","0","variable","","yes","","","BetterBirth","mmHg","","","","","","","",""
"","","","","Reason blood pressure not measured on admission","","Community","","Health center delivery care","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"19","lt_raw_otis_visit::otis_op1_mother_bp_no_supplies","lt_raw_otis_visit","","Supplies","","Community","","Reason blood pressure not measured on admission","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"20","lt_raw_otis_visit::otis_op1_mother_bp_no_skills","lt_raw_otis_visit","","Ability","","Community","","Reason blood pressure not measured on admission","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"21","lt_raw_otis_visit::otis_op1_mother_bp_no_motive","lt_raw_otis_visit","","Motivation","","Community","","Reason blood pressure not measured on admission","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"22","lt_raw_otis_visit::otis_op1_mother_bp_no_opp","lt_raw_otis_visit","","Opportunity","","Community","","Reason blood pressure not measured on admission","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"23","lt_raw_otis_visit::otis_op1_fhs","lt_raw_otis_visit","","Fetal heart sounds measured","","Community","","Observed activites on admission","Were FHS measured?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"","","","","Reason fetal heart sounds not measured on admission","","Community","","Health center delivery care","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"24","lt_raw_otis_visit::otis_op1_fhs_no_supplies","lt_raw_otis_visit","","Supplies","","Community","","Reason fetal heart sounds not measured on admission","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"25","lt_raw_otis_visit::otis_op1_fhs_no_skills","lt_raw_otis_visit","","Ability","","Community","","Reason fetal heart sounds not measured on admission","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"26","lt_raw_otis_visit::otis_op1_fhs_no_motive","lt_raw_otis_visit","","Motivation","","Community","","Reason fetal heart sounds not measured on admission","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"27","lt_raw_otis_visit::otis_op1_fhs_no_opp","lt_raw_otis_visit","","Opportunity","","Community","","Reason fetal heart sounds not measured on admission","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"28","lt_raw_otis_visit::otis_op1_exam","lt_raw_otis_visit","","Vaginal exam performed","","Community","","Observed activites on admission","Was a vaginal exam done?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"","","","","Reason vaginal exam not performed on admission","","Community","","Health center delivery care","","","multifilter","","yes","","","BetterBirth","","","","","","","","",""
"29","lt_raw_otis_visit::otis_op1_vag_exam_no_supplies","lt_raw_otis_visit","","Supplies","","Community","","Reason vaginal exam not performed on admission","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
