Term Ontology ID	Display Label	Term Parent Ontology ID	Term Parent display Label	Data Dictionary ID	Data Dictionary Label	Term Type
DOID_0060328	Anal fistula	EUPATH_0000317	Other diagnosis	PRISM_1000118	Anal fistula - acquired HIV-related recto-vesico	value
DOID_0060328	Anal fistula	EUPATH_0000317	Other diagnosis	PRISM_1000119	Anal fistula - unspecified	value
HP_0100845	Anaphylactic reaction	EUPATH_0000317	Other diagnosis	PRISM_1000120	Anaphylactic reaction	value
DOID_0060312	Angular chelitis	EUPATH_0000317	Other diagnosis	PRISM_1000121	Angular chelitis	value
SNOMEDCT_31986002	Animal bite	EUPATH_0000317	Other diagnosis	PRISM_1000122	Animal bite	value
SNOMEDCT_34842007	Antepartum hemorrhage	EUPATH_0000317	Other diagnosis	PRISM_1000123	Antepartum hemorrhage	value
DOID_8337	Appendicitis	EUPATH_0000317	Other diagnosis	PRISM_1000124	Appendicitis	value
DOID_848	Arthritis	EUPATH_0000317	Other diagnosis	PRISM_1000125	Arthritis	value
MEDDRA_10003497	Asphyxia	EUPATH_0000317	Other diagnosis	PRISM_1000126	Asphyxia	value
HP_0002835	Aspiration	EUPATH_0000317	Other diagnosis	PRISM_1000127	Aspiration	value
DOID_2841	Asthma Exacerbation	EUPATH_0000317	Other diagnosis	PRISM_1000128	Asthma Exacerbation	value
IDO_0000506	Bacteremia	EUPATH_0000317	Other diagnosis	PRISM_1000129	Bacteremia	value
SNOMEDCT_128936008	Bacterial skin infection	EUPATH_0000317	Other diagnosis	PRISM_1000130	Bacterial skin infection	value
DOID_3385	Bacterial Vaginosis	EUPATH_0000317	Other diagnosis	PRISM_1000131	Bacterial Vaginosis	value
DOID_13033	Balanitis	EUPATH_0000317	Other diagnosis	PRISM_1000132	Balanitis	value
DOID_12506	Bell's palsy	EUPATH_0000317	Other diagnosis	PRISM_1000133	Bell's palsy	value
DOID_8443	Brachial Plexus Injury	EUPATH_0000317	Other diagnosis	PRISM_1000134	Brachial Plexus Injury	value
DOID_0060323	Breast abscess	EUPATH_0000317	Other diagnosis	PRISM_1000135	Breast abscess	value
DOID_2942	Bronchiolitis	EUPATH_0000317	Other diagnosis	PRISM_1000136	Bronchiolitis	value
DOID_1176	Bronchospasm	EUPATH_0000317	Other diagnosis	PRISM_1000137	Bronchospasm	value
SNOMEDCT_125666000	Burns	EUPATH_0000317	Other diagnosis	PRISM_1000138	Burns	value
DOID_162	Cancer - non HIV-related	EUPATH_0000317	Other diagnosis	PRISM_1000139	Cancer - non HIV-related	value
DOID_1508	Candidiasis	EUPATH_0000317	Other diagnosis	PRISM_1000140	Candiasis - oral	value
DOID_1508	Candidiasis	EUPATH_0000317	Other diagnosis	PRISM_1000141	Candidiasis - esophageal	value
DOID_1508	Candidiasis	EUPATH_0000317	Other diagnosis	PRISM_1000142	Candidiasis - perianal	value
DOID_1508	Candidiasis	EUPATH_0000317	Other diagnosis	PRISM_1000143	Candidiasis - respiratory tract	value
DOID_1508	Candidiasis	EUPATH_0000317	Other diagnosis	PRISM_1000144	Candidiasis - vaginal	value
DOID_2176	Carbuncle/furuncle	EUPATH_0000317	Other diagnosis	PRISM_1000145	Carbuncle/furuncle	value
DOID_0060319	Cardio-respiratory arrest	EUPATH_0000317	Other diagnosis	PRISM_1000146	Cardio-respiratory arrest	value
DOID_0050700	Cardiomyopathy	EUPATH_0000317	Other diagnosis	PRISM_1000147	Cardiomyopathy	value
DOID_83	Cataract	EUPATH_0000317	Other diagnosis	PRISM_1000148	Cataract	value
DOID_3488	Cellulitis	EUPATH_0000317	Other diagnosis	PRISM_1000149	Cellulitis	value
DOID_3488	Cellulitis	EUPATH_0000317	Other diagnosis	PRISM_1000150	Cellulitis - orbital	value
DOID_0050753	Cerebellar dysfunction/Ataxia	EUPATH_0000317	Other diagnosis	PRISM_1000151	Cerebellar dysfunction/Ataxia	value
DOID_1969	Cerebral Palsy	EUPATH_0000317	Other diagnosis	PRISM_1000152	Cerebral Palsy	value
DOID_12140	Chagas disease	EUPATH_0000317	Other diagnosis	PRISM_1000153	Chagas disease	value
DOID_8659	Chicken pox	EUPATH_0000317	Other diagnosis	PRISM_1000154	Chicken pox	value
DOID_1003	Chlamydia	EUPATH_0000317	Other diagnosis	PRISM_1000155	Chlamydia	value
DOID_1949	Cholecystitis	EUPATH_0000317	Other diagnosis	PRISM_1000156	Cholecystitis	value
DOID_10211	Cholelithiasis	EUPATH_0000317	Other diagnosis	PRISM_1000157	Cholelithiasis	value
DOID_1498	Cholera	EUPATH_0000317	Other diagnosis	PRISM_1000158	Cholera	value
DOID_0050697	Chorioamnionitis	EUPATH_0000317	Other diagnosis	PRISM_1000159	Chorioamnionitis	value
DOID_10763	Chronic Hypertension	EUPATH_0000317	Other diagnosis	PRISM_1000160	Chronic Hypertension	value
DOID_13450	Coccidiomycosis	EUPATH_0000317	Other diagnosis	PRISM_1000161	Coccidiomycosis	value
DOID_0060180	Colitis	EUPATH_0000317	Other diagnosis	PRISM_1000162	Colitis	value
DOID_10459	Common cold / flu	EUPATH_0000317	Other diagnosis	PRISM_1000163	Common cold / flu	value
MEDDRA_10018159	Congenital malformation Ambiguous genitalia	EUPATH_0000317	Other diagnosis	PRISM_1000164	Congenital malformation Ambiguous genitalia	value
DOID_14250	Down syndrome	EUPATH_0000317	Other diagnosis	PRISM_1000165	Congenital malformation,  Down syndrome (Trisomy 21)	value
DOID_0050567	Cleft lip/cleft palate	EUPATH_0000317	Other diagnosis	PRISM_1000166	Congenital malformation, Cleft lip/cleft palate	value
DOID_11836	Clubfoot	EUPATH_0000317	Other diagnosis	PRISM_1000167	Congenital malformation, Clubfoot	value
DOID_1682	Congenital heart disease	EUPATH_0000317	Other diagnosis	PRISM_1000168	Congenital malformation, Congenital heart disease	value
DOID_3827	congenital diaphragmatic hernia	EUPATH_0000317	Other diagnosis	PRISM_1000169	Congenital malformation, Diaphragmatic Hernia	value
DOID_10485	Esophageal Atresia	EUPATH_0000317	Other diagnosis	PRISM_1000170	Congenital malformation, Esophageal Atresia	value
DOID_11044	Gastroschisis	EUPATH_0000317	Other diagnosis	PRISM_1000171	Congenital malformation, Gastroschisis	value
DOID_10892	Hypospadias	EUPATH_0000317	Other diagnosis	PRISM_1000172	Congenital malformation, hypospadias	value
DOID_0060326	Myelomeningocele	EUPATH_0000317	Other diagnosis	PRISM_1000173	Congenital malformation, Myelomeningocele	value
DOID_0060327	Omphalocele	EUPATH_0000317	Other diagnosis	PRISM_1000174	Congenital malformation, Omphalocele	value
DOID_2712	Phimosis/Paraphimosis	EUPATH_0000317	Other diagnosis	PRISM_1000175	Congenital malformation, Phimosis/Paraphimosis	value
DOID_12639	Pyloric stenosis	EUPATH_0000317	Other diagnosis	PRISM_1000176	Congenital malformation, Pyloric stenosis	value
DOID_3491	Turner syndrome	EUPATH_0000317	Other diagnosis	PRISM_1000177	Congenital malformation, Turner syndrome	value
DOID_6000	Congestive cardiac failure	EUPATH_0000317	Other diagnosis	PRISM_1000178	Congestive cardiac failure	value
DOID_6195	Conjunctivitis	EUPATH_0000317	Other diagnosis	PRISM_1000179	Conjunctivitis	value
DOID_2089	Constipation	EUPATH_0000317	Other diagnosis	PRISM_1000180	Constipation	value
SYMP_0000596	Convulsion / seizure	EUPATH_0000317	Other diagnosis	PRISM_1000181	Convulsion / seizure	value
DOID_8463	Corneal ulcer	EUPATH_0000317	Other diagnosis	PRISM_1000182	Corneal ulcer	value
DOID_3393	Coronary artery disease (not myocardial infarction)	EUPATH_0000317	Other diagnosis	PRISM_1000183	Coronary artery disease (not myocardial infarction)	value
DOID_5656	Cranial nerve disorders	EUPATH_0000317	Other diagnosis	PRISM_1000184	Cranial nerve disorders	value
DOID_12053	Cryptococcal infection	EUPATH_0000317	Other diagnosis	PRISM_1000185	Cryptococcal infection	value
DOID_1733	Cryptosporidiosis	EUPATH_0000317	Other diagnosis	PRISM_1000186	Cryptosporidiosis	value
DOID_11259	Cytomegalovirus infection	EUPATH_0000317	Other diagnosis	PRISM_1000187	Cytomegalovirus infection	value
HP_0002625	Deep vein thrombosis	EUPATH_0000317	Other diagnosis	PRISM_1000188	Deep vein thrombosis	value
HP_0001944	Dehydration	EUPATH_0000317	Other diagnosis	PRISM_1000189	Dehydration	value
DOID_0060324	Dental abscess	EUPATH_0000317	Other diagnosis	PRISM_1000190	Dental abscess	value
DOID_216	Dental caries	EUPATH_0000317	Other diagnosis	PRISM_1000191	Dental caries	value
DOID_1470	Depression, non-postpartum	EUPATH_0000317	Other diagnosis	PRISM_1000192	Depression, non-postpartum	value
DOID_9478	Depression, postpartum	EUPATH_0000317	Other diagnosis	PRISM_1000193	Depression, postpartum	value
DOID_2723	Dermatitis	EUPATH_0000317	Other diagnosis	PRISM_1000194	Dermatitis - atopic	value
DOID_2723	Dermatitis	EUPATH_0000317	Other diagnosis	PRISM_1000195	Dermatitis - papular pruiritic eruptions	value
DOID_2723	Dermatitis	EUPATH_0000317	Other diagnosis	PRISM_1000196	Dermatitis - seborrhoeic	value
DOID_2723	Dermatitis	EUPATH_0000317	Other diagnosis	PRISM_1000197	Dermatitis - unspecified	value
DOID_9351	Diabetes mellitus	EUPATH_0000317	Other diagnosis	PRISM_1000198	Diabetes mellitus	value
DOID_13250	Diarrhea	EUPATH_0000317	Other diagnosis	PRISM_1000199	Diarrhea - acute	value
DOID_13250	Diarrhea	EUPATH_0000317	Other diagnosis	PRISM_1000200	Diarrhea - persistent (> 14 days)	value
DOID_0050486	Drug rash	EUPATH_0000317	Other diagnosis	PRISM_1000201	Drug rash	value
DOID_12384	Dysentery	EUPATH_0000317	Other diagnosis	PRISM_1000202	Dysentery	value
DOID_3146	Dyslipidemia	EUPATH_0000317	Other diagnosis	PRISM_1000203	Dyslipidemia	value
DOID_2321	Dyspepsia / gastritis	EUPATH_0000317	Other diagnosis	PRISM_1000204	Dyspepsia / gastritis	value
DOID_13593	Eclampsia	EUPATH_0000317	Other diagnosis	PRISM_1000205	Eclampsia	value
DOID_0060329	Ectopic pregnancy	EUPATH_0000317	Other diagnosis	PRISM_1000206	Ectopic pregnancy	value
DOID_2723	Eczema	EUPATH_0000317	Other diagnosis	PRISM_1000207	Eczema	value
SNOMEDCT_105593004	Electrolyte imbalance	EUPATH_0000317	Other diagnosis	PRISM_1000208	Electrolyte imbalance	value
DOID_3798	Empyema	EUPATH_0000317	Other diagnosis	PRISM_1000209	Empyema	value
DOID_646	Encephalitis - viral	EUPATH_0000317	Other diagnosis	PRISM_1000210	Encephalitis - viral	value
HP_0001298	Encephalopathy - HIV-related (no other explanation such as stroke or infection)	EUPATH_0000317	Other diagnosis	PRISM_1000211	Encephalopathy - HIV-related (no other explanation such as stroke or infection)	value
DOID_936	Encephalopathy - unspecified	EUPATH_0000317	Other diagnosis	PRISM_1000212	Encephalopathy - unspecified	value
DOID_9401	Epididymo-orchitis	EUPATH_0000317	Other diagnosis	PRISM_1000213	Epididymo-orchitis	value
DOID_1826	Epilepsy	EUPATH_0000317	Other diagnosis	PRISM_1000214	Epilepsy	value
SNOMEDCT_300927001	Episiotomy infection	EUPATH_0000317	Other diagnosis	PRISM_1000215	Episiotomy infection	value
HP_0000421	Epistaxis	EUPATH_0000317	Other diagnosis	PRISM_1000216	Epistaxis	value
DOID_0050185	Erythema Multiforme	EUPATH_0000317	Other diagnosis	PRISM_1000217	Erythema Multiforme	value
DOID_11963	Esophagitis	EUPATH_0000317	Other diagnosis	PRISM_1000218	Esophagitis	value
SNOMEDCT_7520000	Pyrexia of unknown origin	EUPATH_0000317	Other diagnosis	PRISM_1000219	Fever of unknown origin  (FUO)	value
SNOMEDCT_7520000	Pyrexia of unknown origin	EUPATH_0000317	Other diagnosis	PRISM_1000220	Fever Without Source (FWS)	value
HP_0001945	Fever, Chronic HIV Associated	EUPATH_0000317	Other diagnosis	PRISM_1000221	Fever, Chronic HIV Associated	value
DOID_13223	Fibroid uterus	EUPATH_0000317	Other diagnosis	PRISM_1000222	Fibroid uterus	value
HP_0001319	Floppy Infant syndrome	EUPATH_0000317	Other diagnosis	PRISM_1000223	Floppy Infant syndrome	value
DOID_4409	Folliculitis	EUPATH_0000317	Other diagnosis	PRISM_1000224	Folliculitis	value
SNOMEDCT_125670008	Foreign body	EUPATH_0000317	Other diagnosis	PRISM_1000225	Foreign body	value
SNOMEDCT_19227008	Foreign body in eye	EUPATH_0000317	Other diagnosis	PRISM_1000226	Foreign body in eye	value
SNOMEDCT_72704001	Fracture  (bone)	EUPATH_0000317	Other diagnosis	PRISM_1000227	Fracture  (bone)	value
MEDDRA_10017076	fracture (bone)	EUPATH_0000317	Other diagnosis	PRISM_1000228	fracture (bone)	value
DOID_13117	Fungal nail infection	EUPATH_0000317	Other diagnosis	PRISM_1000229	Fungal nail infection	value
DOID_0050134	Fungal skin infection	EUPATH_0000317	Other diagnosis	PRISM_1000230	Fungal skin infection	value
DOID_13628	G6PD deficiency	EUPATH_0000317	Other diagnosis	PRISM_1000231	G6PD deficiency	value
DOID_2326	Gastroenteritis	EUPATH_0000317	Other diagnosis	PRISM_1000232	Gastroenteritis	value
DOID_8534	Gastroesophageal reflux	EUPATH_0000317	Other diagnosis	PRISM_1000233	Gastroesophageal reflux	value
HP_0003249	Genital Ulcer, unspecified	EUPATH_0000317	Other diagnosis	PRISM_1000234	Genital Ulcer, unspecified	value
DOID_11168	Genital Wart (Condyloma acuminata)	EUPATH_0000317	Other diagnosis	PRISM_1000235	Genital Wart (Condyloma acuminata)	value
HP_0002970	Genu varum / valgus	EUPATH_0000317	Other diagnosis	PRISM_1000236	Genu varum / valgus	value
DOID_11714	Gestational diabetes	EUPATH_0000317	Other diagnosis	PRISM_1000237	Gestational diabetes	value
MEDDRA_10070538	Gestational Hypertension	EUPATH_0000317	Other diagnosis	PRISM_1000238	Gestational Hypertension	value
DOID_10718	Giardiasis	EUPATH_0000317	Other diagnosis	PRISM_1000239	Giardiasis	value
DOID_3087	Gingivitis	EUPATH_0000317	Other diagnosis	PRISM_1000240	Gingivitis - acute necrotizing ulcerative	value
DOID_3087	Gingivitis	EUPATH_0000317	Other diagnosis	PRISM_1000241	Gingivitis - LGE (Linear Gingival Erythema)	value
DOID_3087	Gingivitis	EUPATH_0000317	Other diagnosis	PRISM_1000242	Gingivitis - unspecified	value
DOID_2921	Glomerulonephritis	EUPATH_0000317	Other diagnosis	PRISM_1000243	Glomerulonephritis	value
DOID_1456	Glossitis	EUPATH_0000317	Other diagnosis	PRISM_1000244	Glossitis	value
DOID_12176	Goitre	EUPATH_0000317	Other diagnosis	PRISM_1000245	Goitre	value
DOID_7551	Gonorrhea	EUPATH_0000317	Other diagnosis	PRISM_1000246	Gonorrhea	value
HP_0100812	Halitosis	EUPATH_0000317	Other diagnosis	PRISM_1000247	Halitosis	value
DOID_6364	Headache - migraine	EUPATH_0000317	Other diagnosis	PRISM_1000248	Headache - migraine	value
HP_0002315	Headache - unspecified	EUPATH_0000317	Other diagnosis	PRISM_1000249	Headache - unspecified	value
DOID_10003	Hearing loss / deficit	EUPATH_0000317	Other diagnosis	PRISM_1000250	Hearing loss / deficit	value
DOID_13133	HELLP syndrome	EUPATH_0000317	Other diagnosis	PRISM_1000251	HELLP syndrome	value
DOID_883	Helminth infection	EUPATH_0000317	Other diagnosis	PRISM_1000252	Helminth infection	value
DOID_582	Hemoglobinuria	EUPATH_0000317	Other diagnosis	PRISM_1000253	Hemoglobinuria	value
SYMP_0000041	Hemorrhage	EUPATH_0000317	Other diagnosis	PRISM_1000254	Hemorrhage	value
DOID_9746	Hemorrhoids	EUPATH_0000317	Other diagnosis	PRISM_1000255	Hemorrhoids	value
DOID_2237	Hepatitis	EUPATH_0000317	Other diagnosis	PRISM_1000256	Hepatitis	value
HP_0002240	Hepatomegaly	EUPATH_0000317	Other diagnosis	PRISM_1000257	Hepatomegaly	value
HP_0001433	Hepatosplenomegaly	EUPATH_0000317	Other diagnosis	PRISM_1000258	Hepatosplenomegaly	value
DOID_0060320	Hernia - inguinal	EUPATH_0000317	Other diagnosis	PRISM_1000259	Hernia - inguinal	value
HP_0100790	Hernia - others (femoral, hiatal)	EUPATH_0000317	Other diagnosis	PRISM_1000260	Hernia - others (femoral, hiatal)	value
DOID_0060321	Hernia - umbilical	EUPATH_0000317	Other diagnosis	PRISM_1000261	Hernia - umbilical	value
DOID_8566	Herpes Simplex	EUPATH_0000317	Other diagnosis	PRISM_1000262	Herpes Simplex - cutaneous	value
DOID_8566	Herpes Simplex	EUPATH_0000317	Other diagnosis	PRISM_1000263	Herpes Simplex - genital	value
DOID_8566	Herpes Simplex	EUPATH_0000317	Other diagnosis	PRISM_1000264	Herpes Simplex - orolabial	value
DOID_8536	Herpes Zoster	EUPATH_0000317	Other diagnosis	PRISM_1000265	Herpes Zoster	value
DOID_1731	Histoplasmosis	EUPATH_0000317	Other diagnosis	PRISM_1000266	Histoplasmosis	value
DOID_9912	Hydrocele	EUPATH_0000317	Other diagnosis	PRISM_1000267	Hydrocele	value
DOID_10908	Hydrocephalus	EUPATH_0000317	Other diagnosis	PRISM_1000268	Hydrocephalus	value
DOID_10763	Hypertension	EUPATH_0000317	Other diagnosis	PRISM_1000269	Hypertension	value
DOID_9993	Hypoglycaemia	EUPATH_0000317	Other diagnosis	PRISM_1000270	Hypoglycaemia	value
HP_0002045	Hypothermia	EUPATH_0000317	Other diagnosis	PRISM_1000271	Hypothermia	value
HP_0001290	Hypotonia	EUPATH_0000317	Other diagnosis	PRISM_1000272	Hypotonia	value
SNOMEDCT_18070006	Impacted cerumen	EUPATH_0000317	Other diagnosis	PRISM_1000273	Impacted cerumen	value
DOID_8504	Impetigo	EUPATH_0000317	Other diagnosis	PRISM_1000274	Impetigo	value
MEDDRA_10021634	Incomplete abortion	EUPATH_0000317	Other diagnosis	PRISM_1000275	Incomplete abortion	value
MEDDRA_10021732	Infant Colic	EUPATH_0000317	Other diagnosis	PRISM_1000276	Infant Colic	value
DOID_0060000	Infective Endocarditis	EUPATH_0000317	Other diagnosis	PRISM_1000277	Infective Endocarditis	value
SNOMEDCT_24734008	Insect bite	EUPATH_0000317	Other diagnosis	PRISM_1000278	Insect bite	value
DOID_8437	Intestinal obstruction	EUPATH_0000317	Other diagnosis	PRISM_1000279	Intestinal obstruction	value
SNOMEDCT_7000009	Intrauterine fetal demise	EUPATH_0000317	Other diagnosis	PRISM_1000280	Intrauterine fetal demise	value
DOID_8446	Intussusception	EUPATH_0000317	Other diagnosis	PRISM_1000281	Intussusception	value
DOID_305	Invasive cervical carcinoma	EUPATH_0000317	Other diagnosis	PRISM_1000282	Invasive cervical carcinoma	value
DOID_2112	Isosporiasis	EUPATH_0000317	Other diagnosis	PRISM_1000283	Isosporiasis	value
DOID_2383	Jaundice, neonatal	EUPATH_0000317	Other diagnosis	PRISM_1000284	Jaundice, neonatal	value
SNOMEDCT_32220002	Jiggers	EUPATH_0000317	Other diagnosis	PRISM_1000285	Jiggers	value
DOID_8632	Kaposi's Sarcoma	EUPATH_0000317	Other diagnosis	PRISM_1000286	Kaposi's Sarcoma	value
DOID_9368	Keratoconjunctivitis	EUPATH_0000317	Other diagnosis	PRISM_1000287	Keratoconjunctivitis	value
DOID_3390	Keratoderma Plantaris/Palmaris	EUPATH_0000317	Other diagnosis	PRISM_1000288	Keratoderma Plantaris/Palmaris	value
DOID_13579	Kwashiorkor	EUPATH_0000317	Other diagnosis	PRISM_1000289	Kwashiorkor	value
SNOMEDCT_289909005	Labor	EUPATH_0000317	Other diagnosis	PRISM_1000290	Labor	value
DOID_3650	Lactic acidosis	EUPATH_0000317	Other diagnosis	PRISM_1000291	Lactic acidosis	value
DOID_2615	Laryngeal papillomatosis	EUPATH_0000317	Other diagnosis	PRISM_1000292	Laryngeal papillomatosis	value
DOID_9395	Laryngeo-tracheo bronchitis	EUPATH_0000317	Other diagnosis	PRISM_1000293	Laryngeo-tracheo bronchitis	value
DOID_811	Lipodystrophy	EUPATH_0000317	Other diagnosis	PRISM_1000294	Lipodystrophy	value
DOID_409	Liver disease	EUPATH_0000317	Other diagnosis	PRISM_1000295	Liver disease	value
DOID_0060317	Lung abscess	EUPATH_0000317	Other diagnosis	PRISM_1000296	Lung abscess	value
DOID_850	Lung Disease, Chronic HIV Associated	EUPATH_0000317	Other diagnosis	PRISM_1000297	Lung Disease, Chronic HIV Associated	value
DOID_1602	Lymphadenitis	EUPATH_0000317	Other diagnosis	PRISM_1000298	Lymphadenitis	value
DOID_552	Lymphocytic Interstitial Pneumonia (LIP)	EUPATH_0000317	Other diagnosis	PRISM_1000299	Lymphocytic Interstitial Pneumonia (LIP)	value
DOID_8567	Lymphoma - Hodgkins	EUPATH_0000317	Other diagnosis	PRISM_1000300	Lymphoma - Hodgkins	value
MEDDRA_10029547	Lymphoma - Non Hodgkins	EUPATH_0000317	Other diagnosis	PRISM_1000301	Lymphoma - Non Hodgkins	value
DOID_0060058	Lymphoma - Primary CNS	EUPATH_0000317	Other diagnosis	PRISM_1000302	Lymphoma - Primary CNS	value
HP_0000692	Mal-aligned teeth	EUPATH_0000317	Other diagnosis	PRISM_1000303	Mal-aligned teeth	value
DOID_12365	Malaria	EUPATH_0000317	Other diagnosis	PRISM_1000304	Malaria	value
DOID_8452	Malnutrition	EUPATH_0000317	Other diagnosis	PRISM_1000305	Malnutrition - moderate	value
DOID_8452	Malnutrition	EUPATH_0000317	Other diagnosis	PRISM_1000306	Malnutrition - severe	value
DOID_13579	Marasmic- Kwashiorkor	EUPATH_0000317	Other diagnosis	PRISM_1000307	Marasmic- Kwashiorkor	value
DOID_12328	Marasmus	EUPATH_0000317	Other diagnosis	PRISM_1000308	Marasmus	value
DOID_10690	Mastitis	EUPATH_0000317	Other diagnosis	PRISM_1000309	Mastitis	value
DOID_0060322	Mastoiditis	EUPATH_0000317	Other diagnosis	PRISM_1000310	Mastoiditis	value
DOID_8622	Measles	EUPATH_0000317	Other diagnosis	PRISM_1000311	Measles	value
DOID_8622	Measles	EUPATH_0000317	Other diagnosis	PRISM_1000312	Measles-like illness	value
DOID_9471	Meningitis	EUPATH_0000317	Other diagnosis	PRISM_1000313	Meningitis - bacterial	value
DOID_9471	Meningitis	EUPATH_0000317	Other diagnosis	PRISM_1000314	Meningitis - Cryptococcal	value
DOID_9471	Meningitis	EUPATH_0000317	Other diagnosis	PRISM_1000315	Meningitis - nonbacterial	value
HP_0000132	Menorrhagia	EUPATH_0000317	Other diagnosis	PRISM_1000316	Menorrhagia	value
DOID_10907	Microcephaly	EUPATH_0000317	Other diagnosis	PRISM_1000317	Microcephaly	value
DOID_4271	Microsporidiosis	EUPATH_0000317	Other diagnosis	PRISM_1000318	Microsporidiosis	value
SNOMEDCT_16607004	Missed abortion	EUPATH_0000317	Other diagnosis	PRISM_1000319	Missed abortion	value
DOID_8867	Molluscum contangiosum	EUPATH_0000317	Other diagnosis	PRISM_1000320	Molluscum contangiosum (mild)	value
DOID_8867	Molluscum contangiosum	EUPATH_0000317	Other diagnosis	PRISM_1000321	Molluscum contangiosum (severe)	value
DOID_10264	Mumps	EUPATH_0000317	Other diagnosis	PRISM_1000322	Mumps	value
DOID_2755	Mycobacterial avium complex	EUPATH_0000317	Other diagnosis	PRISM_1000323	Mycobacterial avium complex - disseminated	value
DOID_2755	Mycobacterial avium complex	EUPATH_0000317	Other diagnosis	PRISM_1000324	Mycobacterial avium complex - localized	value
DOID_2757	Mycobacterial Infection	EUPATH_0000317	Other diagnosis	PRISM_1000325	Mycobacterial Infection - Non-TB	value
DOID_2757	Mycobacterial Infection	EUPATH_0000317	Other diagnosis	PRISM_1000326	Mycobacterial Infection- Non-TB, disseminated	value
DOID_5844	Myocardial infarction	EUPATH_0000317	Other diagnosis	PRISM_1000327	Myocardial infarction	value
DOID_633	Myositis	EUPATH_0000317	Other diagnosis	PRISM_1000328	Myositis	value
DOID_13117	Nail infection, Fungal	EUPATH_0000317	Other diagnosis	PRISM_1000329	Nail infection, Fungal	value
DOID_585	Nephrolithiasis	EUPATH_0000317	Other diagnosis	PRISM_1000330	Nephrolithiasis	value
DOID_557	Nephropathy	EUPATH_0000317	Other diagnosis	PRISM_1000331	Nephropathy	value
DOID_1184	Nephrotic syndrome	EUPATH_0000317	Other diagnosis	PRISM_1000332	Nephrotic syndrome	value
SNOMEDCT_16269008	Neuralgia	EUPATH_0000317	Other diagnosis	PRISM_1000333	Neuralgia	value
DOID_1227	Neutropenia	EUPATH_0000317	Other diagnosis	PRISM_1000334	Neutropenia  - general	value
DOID_1227	Neutropenia	EUPATH_0000317	Other diagnosis	PRISM_1000335	Neutropenia  - HIV Related	value
SNOMEDCT_85548006	Non-healing episiotomy (non-infected)	EUPATH_0000317	Other diagnosis	PRISM_1000336	Non-healing episiotomy (non-infected)	value
DOID_9970	Obesity	EUPATH_0000317	Other diagnosis	PRISM_1000337	Obesity	value
DOID_12215	Oligohydramnios	EUPATH_0000317	Other diagnosis	PRISM_1000338	Oligohydramnios	value
HP_0000876	Oligomenorrhea	EUPATH_0000317	Other diagnosis	PRISM_1000339	Oligomenorrhea	value
DOID_9699	Ophthalmia Neonatorum	EUPATH_0000317	Other diagnosis	PRISM_1000340	Ophthalmia Neonatorum	value
DOID_0060315	Oral hairy leukoplakia	EUPATH_0000317	Other diagnosis	PRISM_1000341	Oral hairy leukoplakia	value
DOID_9663	Oral ulcers	EUPATH_0000317	Other diagnosis	PRISM_1000342	Oral ulcers - recurrent	value
DOID_9663	Oral ulcers	EUPATH_0000317	Other diagnosis	PRISM_1000343	Oral ulcers - single episode	value
DOID_1019	Osteomyelitis	EUPATH_0000317	Other diagnosis	PRISM_1000344	Osteomyelitis	value
DOID_9463	Otitis externa	EUPATH_0000317	Other diagnosis	PRISM_1000345	Otitis externa	value
DOID_10754	Otitis media	EUPATH_0000317	Other diagnosis	PRISM_1000346	Otitis media - nonsuppurative	value
DOID_10754	Otitis media	EUPATH_0000317	Other diagnosis	PRISM_1000347	Otitis media - suppurative	value
HP_0012531	Pain	EUPATH_0000317	Other diagnosis	PRISM_1000348	Pain	value
DOID_4989	Pancreatitis	EUPATH_0000317	Other diagnosis	PRISM_1000349	Pancreatitis	value
HP_0003470	Paralysis	EUPATH_0000317	Other diagnosis	PRISM_1000350	Paralysis	value
SYMP_0000659	Paresis (impaired strength)	EUPATH_0000317	Other diagnosis	PRISM_1000351	Paresis (impaired strength)	value
DOID_13117	Paronychia	EUPATH_0000317	Other diagnosis	PRISM_1000352	Paronychia	value
HP_0011801	Parotid enlargement	EUPATH_0000317	Other diagnosis	PRISM_1000353	Parotid enlargement	value
HP_0011801	Parotid enlargement	EUPATH_0000317	Other diagnosis	PRISM_1000354	Parotid enlargement - HIV related	value
DOID_10301	Parotitis	EUPATH_0000317	Other diagnosis	PRISM_1000355	Parotitis	value
DOID_1003	Pelvic Inflammatory Disease	EUPATH_0000317	Other diagnosis	PRISM_1000356	Pelvic Inflammatory Disease	value
DOID_8506	Pemphigoid	EUPATH_0000317	Other diagnosis	PRISM_1000357	Pemphigoid	value
DOID_9182	Pemphigus	EUPATH_0000317	Other diagnosis	PRISM_1000358	Pemphigus	value
DOID_0050288	Penicilliosis	EUPATH_0000317	Other diagnosis	PRISM_1000359	Penicilliosis	value
DOID_750	Peptic ulcer disease	EUPATH_0000317	Other diagnosis	PRISM_1000360	Peptic ulcer disease	value
DOID_1787	Pericarditis	EUPATH_0000317	Other diagnosis	PRISM_1000361	Pericarditis	value
DOID_824	Periodontitis	EUPATH_0000317	Other diagnosis	PRISM_1000362	Periodontitis - acute necrotizing ulcerative	value
DOID_824	Periodontitis	EUPATH_0000317	Other diagnosis	PRISM_1000363	Periodontitis - unspecified	value
