colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
60,endline_individual_cross_sectional_forclinepidb::irsvsravc,endline_individual_cross_sectional_forclinepidb,,Spraying preference,How did you find NAMEP's RAVC compared to MoHSS seasonal spraying?,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,How did you find NAMEP's RAVC compared to MoHSS seasonal spraying?," 1= MoHSS spraying much more   acceptable , 2=  MoHSS spraying little more  acceptable, 3 = MoHSS and NAMEP spraying equal , 4 = NAMEP RAVC little more acceptable 5 =NAMEP RAVC much more acceptable",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
31,endline_individual_cross_sectional_forclinepidb::not_sleep_net_other,endline_individual_cross_sectional_forclinepidb,,Other reason for not sleeping under bednet,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,,"""""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
52,endline_individual_cross_sectional_forclinepidb::num_comm_interv,endline_individual_cross_sectional_forclinepidb,,Community level intervention count,How many community-level interventions have taken place?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,How many community-level interventions have taken place?,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
19,endline_individual_cross_sectional_forclinepidb::occupation_12,endline_individual_cross_sectional_forclinepidb,,Self-employment,Specify type of self-employment,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,Specify type of self-employment,"""""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
20,endline_individual_cross_sectional_forclinepidb::occupation_13,endline_individual_cross_sectional_forclinepidb,,Type of small business,Specify type of small business,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,Specify type of small business,"""""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
18,endline_individual_cross_sectional_forclinepidb::occupation_9,endline_individual_cross_sectional_forclinepidb,,Type of piece work,Specify type of piece work,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,Specify type of piece work,"""""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
22,endline_individual_cross_sectional_forclinepidb::occupation_earnings_1,endline_individual_cross_sectional_forclinepidb,,Type of cattle herder,Type of cattle herder,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,Type of cattle herder,"1=Sell/trade/earn money ,   2=  Self use",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
25,endline_individual_cross_sectional_forclinepidb::occupation_earnings_10,endline_individual_cross_sectional_forclinepidb,,Type of reed or wood cutter,Type of reed/wood cutter,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,Type of reed/wood cutter,"1= Sell/trade/earn money,   2  Self use",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
23,endline_individual_cross_sectional_forclinepidb::occupation_earnings_5,endline_individual_cross_sectional_forclinepidb,,Type of farm worker,Type of farm worker,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,Type of farm worker,"1= Sell/trade/earn money,   2  Self use",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
24,endline_individual_cross_sectional_forclinepidb::occupation_earnings_6,endline_individual_cross_sectional_forclinepidb,,Type of fisherman,Type of fisherman,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,Type of fisherman,.,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
21,endline_individual_cross_sectional_forclinepidb::occupation_other,endline_individual_cross_sectional_forclinepidb,,Occupation specified,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,,"""""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
40,endline_individual_cross_sectional_forclinepidb::primary_constituency,endline_individual_cross_sectional_forclinepidb,,Primary consituency,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,"""1"", ""2"", ""3"", ""4"", ""5"",""6"", ""7"", ""NA""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
37,endline_individual_cross_sectional_forclinepidb::primary_country,endline_individual_cross_sectional_forclinepidb,,Primary country,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,"""1"", ""2"",""NA""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
38,endline_individual_cross_sectional_forclinepidb::primary_country_other,endline_individual_cross_sectional_forclinepidb,,Primary country specified,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,"""NA""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
39,endline_individual_cross_sectional_forclinepidb::primary_region,endline_individual_cross_sectional_forclinepidb,,Primary region,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,"""1"",""11"",""21"",""28"",""3"",""30"", ""7"",""8"", ""NA""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
41,endline_individual_cross_sectional_forclinepidb::primary_village,endline_individual_cross_sectional_forclinepidb,,Primary village,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,"""""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
42,endline_individual_cross_sectional_forclinepidb::primary_village_other,endline_individual_cross_sectional_forclinepidb,,Primary village specified,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information, ,"""""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
13,endline_individual_cross_sectional_forclinepidb::relation_to_head,endline_individual_cross_sectional_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0000376,Relationship to household head,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,,"""""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
14,endline_individual_cross_sectional_forclinepidb::relation_to_head_other,endline_individual_cross_sectional_forclinepidb,,Relation to household head specified,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,,"""""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
34,endline_individual_cross_sectional_forclinepidb::residence_length_1y,endline_individual_cross_sectional_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0000377,Time living in dwelling,How long have you lived in this village?,Participant,http://purl.obolibrary.org/obo/EUPATH_0022068,Relocation,,"1,2,  .",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
36,endline_individual_cross_sectional_forclinepidb::residence_length_m,endline_individual_cross_sectional_forclinepidb,,Length of residence,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022068,Relocation,,,variable,,,,,Namibia_RACD_rfMDA_RAVC,months,,,,,,,
49,endline_individual_cross_sectional_forclinepidb::taken_medication1,endline_individual_cross_sectional_forclinepidb,,Taken medication,Did you take all the pills/dosage given?,Participant,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,Did you take all the pills/dosage given?,"0 =All the pills/dosage, missing= .  ",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
55,endline_individual_cross_sectional_forclinepidb::test_treat,endline_individual_cross_sectional_forclinepidb,,Intervention type,Did the investigators test everyone and treat positives or simply treat everyone?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,What was the intervention?,"1 = Test & treat, no spraying,  2 =Just treat, no spraying , 3 = Test & treat with spraying, 4 = Just treat with spraying, 888 = Don't know, 999= No response, missing= .  ",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
56,endline_individual_cross_sectional_forclinepidb::test_treat_mohss,endline_individual_cross_sectional_forclinepidb,,Intervention with spraying,"Was
  Was there additional spraying of the houses along with treatment?",Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Did the MoHSS also spray?,"1=  Test & treat, no spraying,  2=  Test & treat with spraying, missing=   .  ",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
59,endline_individual_cross_sectional_forclinepidb::tpevsracd,endline_individual_cross_sectional_forclinepidb,,Treatment preference,"For the malaria case response (treating people who live near a malaria case, without a test) that was provided to you by NAMEP, how acceptable did you find it, compared to the MoHSS intervention (testing then treating people who are For the malaria case response (treating people who live near a malaria case, without a test) that was provided to you by NAMEP, how acceptable did you find it, compared to the MoHSS intervention (testing then treating people who are positive)?",Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,How did you find TPE compared to MoHSS test & treat?,"1 = MoHSS T&T much more acceptable, 2=  MoHSS T&T little more acceptable, 3 = MoHSS T&T and NAMEP TPE equal, 4 = TPE little more acceptable. 5 = TPE much more acceptable",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
47,endline_individual_cross_sectional_forclinepidb::treatment,endline_individual_cross_sectional_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0000058,Antimalarial medication,What treatment was prescribed?,Participant,,,What treatment was prescribed?,"1 = AL/Coartem, 2 = SD primaquine,  8 = Paracetamol/Panado, missing=.",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
48,endline_individual_cross_sectional_forclinepidb::treatment_other,endline_individual_cross_sectional_forclinepidb,,"Antimalarial medication, other specified",,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,"""NA""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
54,endline_individual_cross_sectional_forclinepidb::who_invest,endline_individual_cross_sectional_forclinepidb,,Investigators,Where were the investigators from?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Where were the investigators from?,"1=MoHSS, 2=  UNAM/NAMEP,  888 = Don't know, 999=  No response, missing= .  ",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
30,endline_individual_cross_sectional_forclinepidb::why_not_sleep_net,endline_individual_cross_sectional_forclinepidb,,Reason to not always sleep under a mosquito net,What are the reasons you don't always sleep under a mosquito net?,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,What are the reasons you don't always sleep under a mosquito net?,"2 = Net not available,  2 = Net not available,  8 = No mosquitoes   missing=     .     ",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
49,individual_deidentified_forclinepidb::age_under_6mo,individual_deidentified_forclinepidb,,Age <6 months,Age under 6 months?,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Age under 6 months?,"0 = No, 1 = Yes                       ",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
20,individual_deidentified_forclinepidb::occupation |endline_individual_cross_sectional_forclinepidb::occupation,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0000359,Occupation,Occupation,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,,"8 = Unemployed/Homemaker/Retiree,  9 = Student, 10 = Other, 11 <=15 years old",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
45,individual_deidentified_forclinepidb::dose_direct,individual_deidentified_forclinepidb,,Dose directly observed,Was dose #1 directly observed?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Was dose #1 directly observed?,"0 = No, 1= Yes",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
16,individual_deidentified_forclinepidb::indexcase,individual_deidentified_forclinepidb,,Index case,Is this person the index case?- from tablet,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Is this person the index case?- from tablet,"0 = No, 1 = Yes                       ",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
13,individual_deidentified_forclinepidb::intarm |ravc_data_deidentified::intarm,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0015457,Study arm,Intervention arm- derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Intervention arm- derived,"""RO"", ""RV"", ""TO"", ""TV""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
12,individual_deidentified_forclinepidb::intervention,individual_deidentified_forclinepidb,,TPE or RACD Study arm,Intervention- derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Intervention- derived,"""RACD"", ""TPE""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
67,individual_deidentified_forclinepidb::language | ravc_data_deidentified::language,individual_deidentified_forclinepidb,,Interview language,Language of interview- from tablet,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Language of interview- from tablet,""""",  ""English"",  ""Silozi""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
68,individual_deidentified_forclinepidb::otherlang,individual_deidentified_forclinepidb,,Interview language other,Other language of interview- from tablet,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Other language of interview- from tablet,"""Lozi"",  ""Mbalangwe"",  ""Sifwe"", ""Silozi"",   ""Subia""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
43,individual_deidentified_forclinepidb::reasons_ineligible_al,individual_deidentified_forclinepidb,,Reasons ineligible for AL,Reasons ineligible for AL-derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Reasons ineligible for AL-derived,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
26,individual_deidentified_forclinepidb::c_antimalarialmed,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0049240,Consent for treatment,Consent to antimalarial medication,Participant,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,Consent to antimalarial medication,"0 = No, 1= Yes",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
25,individual_deidentified_forclinepidb::c_bloodrapidtesting,individual_deidentified_forclinepidb,,Consent for rapid testing,Consent to RDT,Sample,http://purl.obolibrary.org/obo/EUPATH_0011482,Blood sample collection process,Consent to RDT,"0 = No, 1= Yes",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
24,individual_deidentified_forclinepidb::c_questionnaire | endline_individual_cross_sectional_forclinepidb::c_questionnaire,individual_deidentified_forclinepidb,,Consent for questionnaire,Consent to questionnaire,Participant,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,Consent to questionnaire,"0 = No, 1= Yes",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
66,individual_deidentified_forclinepidb::inotherlang,individual_deidentified_forclinepidb,,Consent language,Was consent conducted in language other than Silozi or English?- from tablet,Participant,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,Was consent conducted in language other than Silozi or English?- from tablet,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
14,individual_deidentified_forclinepidb::age | sdss_index_deidentified_forclinepidb::age | endline_individual_cross_sectional_forclinepidb::age,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/OBI_0001169,Age,Age (years),Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Age (years),,variable,,,,,Namibia_RACD_rfMDA_RAVC,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,
21,individual_deidentified_forclinepidb::citizenship | endline_individual_cross_sectional_forclinepidb::citizenship,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0026001,Citizenship,Of what countries are you a citizen?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Of what countries are you a citizen?,"1=Namibia,2 = Zambia,  3=  Angola,4=  Botswana,777 = Other",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
27,individual_deidentified_forclinepidb::citizenship_other | endline_individual_cross_sectional_forclinepidb::citizenship_other,individual_deidentified_forclinepidb,,Citizenship other,questionnaire0_questionnaire1_citizenship_other,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,questionnaire0_questionnaire1_citizenship_other,""""",  ""Zimbabwe""",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
15,individual_deidentified_forclinepidb::sex |sdss_index_deidentified_forclinepidb::sex,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/PATO_0000047,Sex,Sex- from tablet,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Sex- from tablet,"0 = Male, 1 =Female",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
35,individual_deidentified_forclinepidb::sleep_net |endline_individual_cross_sectional_forclinepidb::sleep_net,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0029019,Bednet use frequency,How often do you sleep under a mosquito net?-from tablet,Participant,,,How often do you sleep under a mosquito net?-from tablet,"1= Always,  2 = Sometimes, 3=  Never,  999 = No response",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
37,individual_deidentified_forclinepidb::slept_net_yest | endline_individual_cross_sectional_forclinepidb::slept_net_yest,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0025013,Bednet last night,Did you sleep under a mosquito net last night?- from tablet,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Did you sleep under a mosquito net last night?- from tablet,"0 = No, 1=  Yes,  999  =No response",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
33,individual_deidentified_forclinepidb::slept_outdoors | endline_individual_cross_sectional_forclinepidb::slept_outdoors,individual_deidentified_forclinepidb,,Sleep outdoors in the past two weeks,Have you slept outdoors in the past two weeks?- from tablet,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Have you slept outdoors in the past two weeks?- from tablet,"0 = No, 1=  Yes,  999  =No response",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
71,individual_deidentified_forclinepidb::sleepschool,individual_deidentified_forclinepidb,,Sleep at school,Do you sleep at your school?-from tablet,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Do you sleep at your school?-from tablet,"0 = No, 1=  Yes,  999  =No response",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
73,individual_deidentified_forclinepidb::sleepschool_how,individual_deidentified_forclinepidb,,Sleeping location at school,"When you sleep at a school you are attending, where do you sleep?-from tablet",Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,"When you sleep at a school you are attending, where do you sleep?-from tablet","1=  In a dormitory,  2 = In a tent,  777 = Other",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
72,individual_deidentified_forclinepidb::sleepschool_howoften,individual_deidentified_forclinepidb,,Frequency of sleeping at school,"In the past three months, how often have you slept at school?-from tablet",Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,"In the past three months, how often have you slept at school?-from tablet","1= A least once a month, but not every week,  3 = 3-4 nights per week,   4 = 5 or more nights per week",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
32,individual_deidentified_forclinepidb::slept_community,individual_deidentified_forclinepidb,,Slept in this community during last four weeks ,Have you slept in this community one night or more over the last four weeks?- fr,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Have you slept in this community one night or more over the last four weeks?- fr,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
18,individual_deidentified_forclinepidb::rdt_result,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0024217,"Plasmodium, by RDT",RDT result,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,RDT result,"0 = Negative, 1=  Positive,  2 = Not conducted, .  ,   .a  ",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
50,individual_deidentified_forclinepidb::pregnant,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/UBERON_0009097,Pregnant,Pregnant?,Participant,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,Pregnant?,"1 = Less than 14 weeks,  2=  Greater than or equal to 14 weeks, .",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
52,individual_deidentified_forclinepidb::allergic_al,individual_deidentified_forclinepidb,,Drug allergy to artemether lumefantrine,Has you or your child ever had an allergic reaction to AL?,Participant,http://purl.obolibrary.org/obo/EUPATH_0042161,Medical history,Has you or your child ever had an allergic reaction to AL?,"0 = No, 1=  Yes,  999  =No response",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
2,individual_deidentified_forclinepidb::gpslatitude | ravc_data_deidentified::spray_latitude |sdss_index_deidentified_forclinepidb::latitude_combined,individual_deidentified_forclinepidb | ravc_data_deidentified |sdss_index_deidentified_forclinepidb,http://purl.obolibrary.org/obo/OBI_0001620,Latitude,Laitude- from tablet GPS,Community,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Longitude- from tablet GPS,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
1,individual_deidentified_forclinepidb::gpslongitude | ravc_data_deidentified::spray_longitude | sdss_index_deidentified_forclinepidb::longitude_combined,individual_deidentified_forclinepidb | ravc_data_deidentified |sdss_index_deidentified_forclinepidb,http://purl.obolibrary.org/obo/OBI_0001621,Longitude,Longitude- from tablet GPS,Community,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Longitude- from tablet GPS,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
58,individual_deidentified_forclinepidb::depress_meds,individual_deidentified_forclinepidb,,Medicine for mental and sleep issues,"Are you currently taking any meds for depression, anxiety, or sleep disorders?",Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,"Are you currently taking any meds for depression, anxiety, or sleep disorders?","0 = No, 1=  Yes ",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
29,individual_deidentified_forclinepidb::diagnosis |endline_individual_cross_sectional_forclinepidb::diagnosis,individual_deidentified_forclinepidb,,Malaria diagnosed in last 12 months,Have you been diagnosed with malaria by finger prick in the past 12 months?,Participant,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,Have you been diagnosed with malaria by finger prick in the past 12 months?,"0 =No,  1= Yes,  888= Don't know,  999=  No response",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
63,individual_deidentified_forclinepidb::other_meds,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0021102,Other medicine taken,Are you currently taking any other medication not listed?-from tablet,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Are you currently taking any other medication not listed?-from tablet,"0 = No, 1=  Yes ",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
64,individual_deidentified_forclinepidb::other_meds_specify,individual_deidentified_forclinepidb,,Other medicine taken specified,other meds-from tablet,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,other meds-from tablet,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
30,individual_deidentified_forclinepidb::last_diagnosis | endline_individual_cross_sectional_forclinepidb::last_diagnosis,individual_deidentified_forclinepidb,,Most recent malaria diagnosis,When was the most recent time you were diagnosed with malaria?,Participant,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,When was the most recent time you were diagnosed with malaria?,"1= Within the last 2 weeks, 2= 3-4 weeks ago, 3=  1-5 months ago, 4 = 6 months to a year ago, 888 = Don't know, 999  No response",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
55,individual_deidentified_forclinepidb::antimalarial_drugs,individual_deidentified_forclinepidb,,Antimalarial medication in last month,Taken antimalarial drugs in the past month?,Participant,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,Taken antimalarial drugs in the past month?,"0 =No,  1= Yes,  888= Don't know,  999=  No response, missing=.",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
56,individual_deidentified_forclinepidb::any_meds,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0010153,Currently receiving medication,Are you currently taking any medications?,Participant,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,Are you currently taking any medications?,"0 = No, 1=  Yes,  999  =No response, missing=.",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
59,individual_deidentified_forclinepidb::bacterial_meds,individual_deidentified_forclinepidb,,Medicine for bacterial infection,Are you currently taking certain medicines that treat bacterial infection?,Participant,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,Are you currently taking certain medicines that treat bacterial infection?,"0 = No, 1=  Yes ",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
17,individual_deidentified_forclinepidb::days,individual_deidentified_forclinepidb,,Duration between illness and seeking treatment,indexes: How many days after the illness begun did you seek treatment?- from tab,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,indexes: How many days after the illness begun did you seek treatment?- from tab,,variable,,,,,Namibia_RACD_rfMDA_RAVC,days,,,,,,,
42,individual_deidentified_forclinepidb::al_eligible,individual_deidentified_forclinepidb,,Eligible for treatment,AL eligible-derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,AL eligible-derived,"0 = No, 1=  Yes ",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
60,individual_deidentified_forclinepidb::antihistamines,individual_deidentified_forclinepidb,,Medicine for allergies or inflammation,Are you currently taking certain antihistamines for allergies/inflammation?,Participant,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,Are you currently taking certain antihistamines for allergies/inflammation?,"0 = No, 1=  Yes,  999  =No response, missing=.",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
69,individual_deidentified_forclinepidb::comm_interv | endline_individual_cross_sectional_forclinepidb::comm_interv,individual_deidentified_forclinepidb,,Malaria intervention in your community,Has a community-level malaria intervention taken place in your community before?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Has a community-level malaria intervention taken place in your community before?,"0 =No,  1= Yes,  888= Don't know, missing=.",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
19,individual_deidentified_forclinepidb::lamp_result,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0000487,"Plasmodium, by LAMP",LAMP result- from lab results,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,LAMP result- from lab results,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
70,individual_deidentified_forclinepidb::comm_interv_when | endline_individual_cross_sectional_forclinepidb::comm_interv_when,individual_deidentified_forclinepidb,,Date of recent intervention,When was the most recent time?- from tablet,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,When was the most recent time?- from tablet,"1=  Within the last 2 weeks, 2 = 3-4 weeks ago, 3 = 1-5 months ago, 4 = 6 months to a year ago, 888 = Don't know, 999 = No response",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
48,individual_deidentified_forclinepidb::dbs_collect_racd,individual_deidentified_forclinepidb,,Dried blood spot collected,DBS collected?,Sample,http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,DBS collected?,"0 = No, 1=  Yes ",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
54,individual_deidentified_forclinepidb::family_history_long_qt,individual_deidentified_forclinepidb,,Familial long QT syndrome,Does your family have a history of long QT syndrome?,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Does your family have a history of long QT syndrome?,"0 = No, 1=  Yes,  999  =No response, missing=.",variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
