colOrder,overallOrder,display_Order,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,cookbookValues,termType,notesforOnt,notesforProvider,notesForDL
,,,SHINE_ECD_Data_19 Jun 2020_RN::mdat_social,SHINE_ECD_Data_19 Jun 2020_RN,,Social Score,,Observation,Malawi Developmental Assessment Tool,,MDAT Social score,,variable,"please add parent ""Malawi Developmental Assessment Tool"" under ""Observation""",,
,,,SHINE_ECD_Data_19 Jun 2020_RN::mdat_totalscore,SHINE_ECD_Data_19 Jun 2020_RN,,Total MDAT score,,Observation,Malawi Developmental Assessment Tool,,MDAT Total score,,variable,"please add parent ""Malawi Developmental Assessment Tool"" under ""Observation""",,
,,,SHINE_ECD_Data_19 Jun 2020_RN::clusterid,SHINE_ECD_Data_19 Jun 2020_RN,ttp://purl.obolibrary.org/obo/EUPATH_0035024,Cluster ID,,Household,,,,,variable,,,
,,,SHINE_ECD_Data_19 Jun 2020_RN::hh_id,SHINE_ECD_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000094,Household ID,,Household,,,,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::age_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0015400,Age (months),,Observation,,,infant age at M18 visit,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::anaemic_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,,Anemia (hemoglobin less than 10.5g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,M18 Anaemic HB<105g/L,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::birthorder,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0035114,Birth order,,Participant,,,,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::birthweight,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://www.ebi.ac.uk/efo/EFO_0004344,Birth weight (kg),,Participant,,,infant birth weight kg,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::death_by_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000667,Deceased,,Observation,,,Infant Death by month 18 visit,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::female,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/PATO_0000047,Sex,,Participant,,,Is infant female?,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::gest_age_days,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,,Gestational age (days),,Participant,Gestational age assessment,http://purl.obolibrary.org/obo/EUPATH_0036006,Gestational age in days,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::hb_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,,,infant M18 HB-level,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::hc_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000683,Head circumference (cm),,Observation,,,bj17: m18 Head circumference (cm),,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::hcz_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000682,Head circumference-for-age z-score,,Observation,,,infant M18 HCZ-score,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::inf_m18_hivstatus,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0033193,HIV status,,Participant,,,Infant M18 HIV status,"1. HIV +ve,
2. HIV -ve,
3. HIV status unknown",variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::laz_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0015710,Length- or height-for-age z-score,,Observation,,,infant M18 LAZ-score,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::length_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0011918,Recumbent length (cm),,Observation,,,bj16: m18 Length (cm),,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::m12_ari_in_last_7days,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,,,,Observation,,,ARI_M12 004 ag01_a fast/difficult breathing,"1. Yes,
2. No,
88. Don't know",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::m12_diarrhea_in_last_7days,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,,,,Observation,,,Diarrhea_M12 001 ag01_a loosestool,"1. Yes,
2. No,
88. Don't know",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::m18_ari_in_last_7days,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,,,,Observation,,,ARI_M18 004 ag01_a fast/difficult breathing,"1. Yes,
2. No,
88. Don't know",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::m18_diarrhea_in_last_7days,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,,,,Observation,,,Diarrhea_M18 001 ag01_a loosestool,"1. Yes,
2. No,
88. Don't know",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::mode_of_delivery,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0036567,Mode of birth,,Participant,,,AC38: Mode of delivery_new,"1. normal vaginal,
2. Caesarean section,
3. forceps_vacuum",variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::muac_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,,MUAC (mm),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,bj18: m18 MUAC (mm),,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::muacz_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000710,MUAC-for-age z-score,,Observation,,,MUACZ,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::place_of_delivery,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0012417,Birth place,,Participant,,,AC02: Place of delivery_new,"1. Institution,
2.  Non Institution",variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::clusterid,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,ttp://purl.obolibrary.org/obo/EUPATH_0035024,Cluster ID,,Household,,,,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::hh_id,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000094,Household ID,,Household,,,,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::severe_anaemic_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0011190,Severe anemia (hemoglobin less than 7g/dL),,Sample,,,M18 Severe anaemic HB<70g/L,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::stunted_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0035062,Stunted,,Observation,,,M18 stunting LAZ<-2,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::wasted_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0035064,Wasted,,Observation,,,M18 wasting WHZ<-2,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::waz_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000733,Weight-for-age z-score,,Observation,,,infant M18 WAZ-score,,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::weight_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000732,Weight (kg),,Observation,,,bj15: m18 Weight (kg),,variable,,,
,,,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN::whz_m18,SHINE_Infant_Birth_m18_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0011895,Weight-for-height z-score,,Observation,,,infant M18 WHZ-score,,variable,,,
,,,SHINE_Infant_EBF_Data_19 Jun 2020_RN::birthorder,SHINE_Infant_EBF_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0035114,Birth order,,Participant,,,,,variable,,,
,,,SHINE_Infant_EBF_Data_19 Jun 2020_RN::ebf_init,SHINE_Infant_EBF_Data_19 Jun 2020_RN,,,,Observation,,,RECODE of ebfi (early breastfeeding initiation),,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Infant_EBF_Data_19 Jun 2020_RN::ebf_module1,SHINE_Infant_EBF_Data_19 Jun 2020_RN,,,,Observation,,,EBF module 1,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Infant_EBF_Data_19 Jun 2020_RN::ebf_module2,SHINE_Infant_EBF_Data_19 Jun 2020_RN,,,,Observation,,,EBF module 2,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Infant_EBF_Data_19 Jun 2020_RN::ebf_module3,SHINE_Infant_EBF_Data_19 Jun 2020_RN,,,,Observation,,,EBF module 3,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Infant_EBF_Data_19 Jun 2020_RN::ebf24hr_m01,SHINE_Infant_EBF_Data_19 Jun 2020_RN,,,,Observation,,,EBF at 1 month visit using 24 hour recall,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Infant_EBF_Data_19 Jun 2020_RN::ebf24hr_m03,SHINE_Infant_EBF_Data_19 Jun 2020_RN,,,,Observation,,,EBF at 3 months visit using 24 hour recall,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Infant_EBF_Data_19 Jun 2020_RN::ebfever_m01,SHINE_Infant_EBF_Data_19 Jun 2020_RN,,,,Observation,,,Ever EBF at 1 month visit,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Infant_EBF_Data_19 Jun 2020_RN::ebfever_m03,SHINE_Infant_EBF_Data_19 Jun 2020_RN,,,,Observation,,,Ever EBF at 3 months visit,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Infant_EBF_Data_19 Jun 2020_RN::clusterid,SHINE_Infant_EBF_Data_19 Jun 2020_RN,ttp://purl.obolibrary.org/obo/EUPATH_0035024,Cluster ID,,Household,,,,,variable,,,
,,,SHINE_Infant_EBF_Data_19 Jun 2020_RN::hh_id,SHINE_Infant_EBF_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000094,Household ID,,Household,,,,,variable,,,
,,,SHINE_Infant_EBF_Data_19 Jun 2020_RN::total_ebf_1_2_3,SHINE_Infant_EBF_Data_19 Jun 2020_RN,,,,Observation,,,"all EBF modules 1, 2 & 3",,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::age_mother_years,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0035109,Mother's age (years),,Participant,,,Age of mother in years,,variable,,,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::b06mom_marital_status,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,Mother's marital status,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,b06: Marital status,"1. Married,
2. Cohabitating partner,
3. Divorced/separated,
4. Widowed,
5. Never married",variable,,,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::b08religion_mult_cat,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,Mother's religon,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,b08: Religion,"1. Protestant,
2. Apostolic,
3. Catholic,
4. Other Christian,
5. Muslim,
6. Pentecostal,
7. Other religion,
8. No religion",variable,,,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::b09maternal_educ_yrs,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0036220,Mother's education level,,Participant,,,b09:Mternal Education(years),,variable,,,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::cd4result,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,,,Sample,Maternal blood test,http://purl.obolibrary.org/obo/EUPATH_0036022,CD4 result at baseline,,variable,,blood test,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::dma,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,,,Participant,,,Maternal decision making autonomy,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::epds,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,,,Observation,,,Maternal EPDS,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::gna,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,,,Observation,,,Maternal gender norms multiple score,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::is_mom_married,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,Mother married,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Is mother married - yes/no,"0. no,
1. yes,
88. N/A,
99. DK",variable,,,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::m18_hiv_status,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,,,Observation,,,Maternal HIV status at M18,"0. HIV-Unknown,
1. HIV-positive,
2. HIV-negative",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::maternal_cortisol_conc,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,Cortisol concentration,,Sample,Maternal saliva test ,,Maternal salivary cortisol concentration at baseline,,variable,"please add parent ""Maternal saliva test"" under ""Laboratory test""",,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::maternal_haematuria,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,Hematuria,,Sample,Maternal urine test,,wa07_06 Maternal haematuria,,variable,"please add parent ""Maternal urine test"" under ""Laboratory test""",,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::mom_evertook_art,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,Mother ever took antiretroviral therapy during pregnancy ,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Ever took any ART during pregnancy,"1. no,
2. yes,
88. N/A,
99. DK",variable,,,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::mom_evertook_ctx,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,Mother ever took Cotrimoxazole therapy during pregnancy ,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Ever took any Cotrimoxazole during pregnancy,"1. no,
2. yes,
88. N/A,
99. DK",variable,,,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::mse,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,,,,,,Maternal self-efficacy score,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::ovaseen,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,,,,,,Ova seen,"0. no,
1. yes,
88. N/A,
99. DK",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::phs,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,,,,,,Maternal physical health score,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::preg_hiv_status,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,Maternal HIV status,HIV status,,Participant,Maternal clinical history,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal pregnancy HIV status,"0. HIV-Unknown,
1. HIV-positive,
2. HIV-negative",variable,,,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::pss,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,,,Observation,,,Maternal perceived social support score,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::pts,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,,,Observation,,,Maternal perceived time stress score,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::clusterid,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,ttp://purl.obolibrary.org/obo/EUPATH_0035024,Cluster ID,,Household,,,,,variable,,,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::hh_id,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,http://purl.obolibrary.org/obo/EUPATH_0000094,Household ID,,Household,,,,,variable,,,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::suic,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,Maternal suicidal ideation,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Maternal suicidal ideation?,"0. no,
1. yes,
88. N/A,
99. DK",variable,,,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::v01mother_height,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,Mother's height,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,v01: Height of mother,,variable,,,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::v03mother_muac,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,Mother's MUAC,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,v03: MUAC of mother,,variable,,,
,,,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::wb10_mom_hb,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN,,Hemoglobin (g/dL),,Sample,Maternal blood test,http://purl.obolibrary.org/obo/EUPATH_0036022,wb10 hemoglobin level,,variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::birthorder,SHINE_Month12_Intervention_Uptake_Data_editSWS,http://purl.obolibrary.org/obo/EUPATH_0035114,Birth order,,Participant,,,,,variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::cc01,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,cc01:Are you breastfeeding your baby now?,"1. yes,
2. no",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::cc11,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,cc11: Have you seen your child eat soil?,"1. yes,
2. no,
99. dont know",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::cc15,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,cc15: Have you ever seen your child eat chicken poop?,"1. yes,
2. no,
99. dont know",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::cc21,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,"cc21:From sunrise yesterday till sunrise today,how many times did you feed<INDEX",,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::ch_dd_animal,SHINE_Month12_Intervention_Uptake_Data_editSWS,,"Dietary diversity, animal- source foods",,Observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,Dietary Diversity: Animal-source foods,"0. No,
1. Yes",variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::ch_dd_iron,SHINE_Month12_Intervention_Uptake_Data_editSWS,,"Dietary diversity, iron-rich foods",,Observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,Dietary Diversity: Iron-rich foods,"0. No,
1. Yes",variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::ch_dds_vitafv,SHINE_Month12_Intervention_Uptake_Data_editSWS,,"Dietary diversity, vitiamn A fruits and vegetables",,Observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,Dietary Diversity Score food groups: vit A fruits and vegetables,"0. no,
1. yes",variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::ch_mdds,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Minimum dietary diversity,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Child meets minimum dietary diversity,"0. Doesn't meet,
1. Meets",variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::ec03_04_cat,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,Knowledge of feeding during illness,"1. Yes,
2. No",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::exp_modules_done,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,,,,Expected modules delivered,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::gb44_3,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,,,,Need to fill back in,"1. Did not wash/rinse,
2. Toilet/latrine,
3. Rubbish pit,
4. Yard,
5. Don't remember,
9. Other",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::LNS_no_of_Expect_deliv,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::LS_no_of_Expect_deliv,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_latrine_present,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,M12 SHINE latrine present?,"1. yes,
2. no",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_liquidsoap_deliveries,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,Number of liquid soap deliveries by M12,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_LNS_no_of_deliveries,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_playmat_received,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,M12 SHINE playmat recieved?,"1. yes,
2. no",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_playyard_received,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,M12 SHINE playyard received?,"1. yes,
2. no",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_tippytape_present,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,M12 SHINE tippy tape present?,"1. yes,
2. no",variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_total_modules_done,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,Total modules delivered by M12,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_waterguard_deliveries,SHINE_Month12_Intervention_Uptake_Data_editSWS,,,,Observation,,,Number on water guard deliveries by M12,,variable,please hold a place ,need to confirm variable meaning,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::clusterid,SHINE_Month12_Intervention_Uptake_Data_editSWS,ttp://purl.obolibrary.org/obo/EUPATH_0035024,Cluster ID,,Household,,,,,variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::gb27,SHINE_Month12_Intervention_Uptake_Data_editSWS,http://purl.obolibrary.org/obo/EUPATH_0010108,Drinking water treatment,,Household,,,gb27: Do you treat your water in any way to make it safer to drink?,"1. Yes,
2. No,
88. NA,
99. DK",variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::gb38,SHINE_Month12_Intervention_Uptake_Data_editSWS,http://purl.obolibrary.org/obo/EUPATH_0011611,Toilet or latrine,,Household,,,gb38: Is there a toilet or latrine of any type at the homestead?,"1. Yes,
2. No,
88. NA,
99. DK",variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::gb40,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Persons sharing toliet,,Household,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,gb40a: How many HHs share this toilet facility?,,variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::handwash_items_h20,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Water,,Household,Item at handwashing station,,,,value,"please add parent ""Item at handwashing station"" under ""Hygiene""",,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::handwash_items_none,SHINE_Month12_Intervention_Uptake_Data_editSWS,,None,,Household,Item at handwashing station,,,,value,"please add parent ""Item at handwashing station"" under ""Hygiene""",,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::handwash_items_sandAsh,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Sand or ash,,Household,Item at handwashing station,,,,value,"please add parent ""Item at handwashing station"" under ""Hygiene""",,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::handwash_items_soap,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Soap,,Household,Item at handwashing station,,,,value,"please add parent ""Item at handwashing station"" under ""Hygiene""",,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::hh_id,SHINE_Month12_Intervention_Uptake_Data_editSWS,http://purl.obolibrary.org/obo/EUPATH_0000094,Household ID,,Household,,,,,variable,,,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::latrine_access_denseVeg,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Dense vegetation,,Household,Latrine Access,,,,value,"please add parent ""Latrine Access"" under ""Human waste facilities""",,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::latrine_access_obstructed,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Waste or debris in path,,Household,Latrine Access,,,,value,"please add parent ""Latrine Access"" under ""Human waste facilities""",,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::latrine_access_wasteDebris,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Entrance obstructed,,Household,Latrine Access,,,,value,"please add parent ""Latrine Access"" under ""Human waste facilities""",,
,,,SHINE_Month12_Intervention_Uptake_Data_editSWS::latrine_access_wellTrodden,SHINE_Month12_Intervention_Uptake_Data_editSWS,,Well-trodden,,Household,Latrine Access,,,,value,"please add parent ""Latrine Access"" under ""Human waste facilities""",,
