IRI	label	display label
http://purl.obolibrary.org/obo/CHEBI_24431	chemical entity	
http://purl.obolibrary.org/obo/CHEBI_59999	chemical substance	
http://purl.obolibrary.org/obo/CHEBI_138157	chemokine ligand 10	
http://purl.obolibrary.org/obo/HP_0100749	Chest pain	Chest pain
http://purl.obolibrary.org/obo/DOID_8659	chickenpox	
http://purl.obolibrary.org/obo/DOID_0050012	chikungunya	
http://purl.obolibrary.org/obo/NCBITaxon_37124	Chikungunya virus	
http://purl.obolibrary.org/obo/EUPATH_0010373	child study subject identifier at first enrollment	Participant ID at 1st enrollment
http://purl.obolibrary.org/obo/EUPATH_0000584	child's diet	
http://purl.obolibrary.org/obo/EUPATH_0000585	child's diet by month	
http://purl.obolibrary.org/obo/SYMP_0019174	chills	Chills
http://purl.obolibrary.org/obo/NCBITaxon_450634	Chilomastix	
http://purl.obolibrary.org/obo/NCBITaxon_472572	Chilomastix mesnili	
http://purl.obolibrary.org/obo/OBI_0001221	ChIP-chip by SNP array assay	
http://purl.obolibrary.org/obo/NCBITaxon_7149	Chironomidae	
http://purl.obolibrary.org/obo/NCBITaxon_41828	Chironomoidea	
http://purl.obolibrary.org/obo/NCBITaxon_810	Chlamydia	
http://purl.obolibrary.org/obo/NCBITaxon_83558	Chlamydia pneumoniae	
http://purl.obolibrary.org/obo/CHEBI_17698	chloramphenicol	
http://purl.obolibrary.org/obo/DRON_00001123	Chloramphenicol solution for otic and ophthalmic administration	Chloramphenicol eye drops
http://purl.obolibrary.org/obo/CHEBI_39347	chlorfenapyr	
http://purl.obolibrary.org/obo/EUPATH_0010111	chlorine test result	Chlorine test result
http://purl.obolibrary.org/obo/CHEBI_3638	chloroquine	Chloroquine
http://purl.obolibrary.org/obo/DRON_00021246	Chloroquine Injectable Solution	
http://purl.obolibrary.org/obo/EUPATH_0021040	chloroquine or primaquine as most recent malaria treatment	Chloroquine/primaquine
http://purl.obolibrary.org/obo/DRON_00021247	Chloroquine Oral Tablet	
http://purl.obolibrary.org/obo/DRON_00021279	Chlorpheniramine Oral Solution	Chlorpheniramine maleate syrup
http://purl.obolibrary.org/obo/CHEBI_82108	Chlorphoxim	
http://purl.obolibrary.org/obo/CHEBI_34631	chlorpyrifos	
http://purl.obolibrary.org/obo/CHEBI_34632	chlorpyrifos-methyl	
http://purl.obolibrary.org/obo/CHEBI_167184	chlorthion	
http://purl.obolibrary.org/obo/DOID_1498	cholera	
http://purl.obolibrary.org/obo/NCBITaxon_119089	Chromadorea	
http://purl.obolibrary.org/obo/OBI_00001975	chromatin immunoprecipitation	
http://purl.obolibrary.org/obo/SO_0000105	chromosome_arm	
http://purl.obolibrary.org/obo/DOID_2058	chronic mucocutaneous candidiasis	
http://purl.obolibrary.org/obo/NCBITaxon_59732	Chryseobacterium	
http://purl.obolibrary.org/obo/NCBITaxon_253	Chryseobacterium indologenes	
http://purl.obolibrary.org/obo/UBERON_0007592	ciliated columnar epithelium	
http://purl.obolibrary.org/obo/CHEBI_100241	ciprofloxacin	
http://purl.obolibrary.org/obo/DRON_00021346	Ciprofloxacin Oral Suspension	Ciprofloxacin syrup
http://purl.obolibrary.org/obo/DRON_00032549	Ciprofloxacin Otic Solution	Cipro ear drops
http://purl.obolibrary.org/obo/NCBITaxon_544	Citrobacter	
http://purl.obolibrary.org/obo/NCBITaxon_57706	Citrobacter braakii	
http://purl.obolibrary.org/obo/NCBITaxon_546	Citrobacter freundii	
http://purl.obolibrary.org/obo/NCBITaxon_1344959	Citrobacter freundii complex	
http://purl.obolibrary.org/obo/ENVO_00000856	city	
http://purl.obolibrary.org/obo/APOLLO_SV_00000232	clade name	
http://purl.obolibrary.org/obo/OGMS_0000123	clinical data item	
http://purl.obolibrary.org/obo/DRON_00000001	clinical drug role	
http://purl.obolibrary.org/obo/OGMS_0000014	clinical finding	
http://purl.obolibrary.org/obo/OGMS_0000015	clinical history	Clinical history
http://purl.obolibrary.org/obo/OGMS_0000056	clinical laboratory test	Laboratory test
http://purl.obolibrary.org/obo/OGMS_0000027	clinical phenotype	
http://purl.obolibrary.org/obo/OBI_0003068	clinical study center	
http://purl.obolibrary.org/obo/EUPATH_0000091	clinical visit date	Visit date
http://purl.obolibrary.org/obo/EUPATH_0000311	clinical visit type information	
http://purl.obolibrary.org/obo/ENVO_01000596	clock	Clock
http://purl.obolibrary.org/obo/NCBITaxon_1870884	Clostridioides	
http://purl.obolibrary.org/obo/NCBITaxon_1496	Clostridioides difficile	
http://purl.obolibrary.org/obo/NCBITaxon_1513	Clostridium tetani	
http://purl.obolibrary.org/obo/CHEBI_39178	clothianidin	
http://purl.obolibrary.org/obo/DRON_00001106	Clotrimazole skin cream	Clotrimazole cream
http://purl.obolibrary.org/obo/DRON_00021406	Clotrimazole Topical Solution	Clotrimazole ear drops
http://purl.obolibrary.org/obo/CHEBI_49566	cloxacillin	
http://purl.obolibrary.org/obo/EUPATH_0000737	cluster of differentiation 36 genotype	CD36 genotype
http://purl.obolibrary.org/obo/OBI_0002898	cluster study group role	
http://purl.obolibrary.org/obo/CHEBI_3770	co-trimoxazole	
http://purl.obolibrary.org/obo/NCIT_C62584	Coagulase-Negative Staphylococcus	
http://purl.obolibrary.org/obo/NCBITaxon_87177	Coereba flaveola	
http://purl.obolibrary.org/obo/OBCS_0000106	cohort study design	
http://purl.obolibrary.org/obo/HP_0033850	Coldness	
http://purl.obolibrary.org/obo/CHEBI_37943	colistin	
http://purl.obolibrary.org/obo/OBI_0600005	collecting specimen from organism	Sample collection process
http://purl.obolibrary.org/obo/OBI_0002600	collecting specimen with swab	
http://purl.obolibrary.org/obo/PCO_0000000	collection of organisms	
http://purl.obolibrary.org/obo/OBI_0002076	collection of specimens	
http://purl.obolibrary.org/obo/NCBITaxon_1529933	Collessius pseudotaeniatus	
http://purl.obolibrary.org/obo/NCBITaxon_8931	Columba	
http://purl.obolibrary.org/obo/NCBITaxon_8932	Columba livia	
http://purl.obolibrary.org/obo/NCBITaxon_160229	Columba oenas	
http://purl.obolibrary.org/obo/NCBITaxon_8934	Columba palumbus	
http://purl.obolibrary.org/obo/NCBITaxon_8930	Columbidae	
http://purl.obolibrary.org/obo/HP_0001259	Coma	Coma
http://purl.obolibrary.org/obo/OBI_0003035	coma severity assay	
http://purl.obolibrary.org/obo/OBI_0001898	comment on investigation	
http://purl.obolibrary.org/obo/DOID_10459	common cold	
http://purl.obolibrary.org/obo/OBI_0003074	common name of organism	
http://purl.obolibrary.org/obo/EUPATH_0022001	community	Settlement
http://purl.obolibrary.org/obo/EUPATH_0035127	community information	Community
http://purl.obolibrary.org/obo/EUPATH_0043226	community repeated measure	
http://purl.obolibrary.org/obo/EUPATH_0022046	community visited on fourth most recent trip	Settlement visited on 4th most recent trip
http://purl.obolibrary.org/obo/EUPATH_0022040	community visited on most recent trip	Settlement visited on most recent trip
http://purl.obolibrary.org/obo/EUPATH_0022042	community visited on second most recent trip	Settlement visited on 2nd most recent trip
http://purl.obolibrary.org/obo/EUPATH_0022044	community visited on third most recent trip	Settlement visited on 3rd most recent trip
http://purl.obolibrary.org/obo/OBI_0000857	complementary nucleotide probe role	
http://purl.obolibrary.org/obo/ENVO_00002170	compost	
http://purl.obolibrary.org/obo/ENVO_01000550	composting toilet	
http://purl.obolibrary.org/obo/UBERON_0003103	compound organ	
http://purl.obolibrary.org/obo/OBI_0002899	compound study group role	
http://purl.obolibrary.org/obo/OBI_0000951	compound treatment design	
http://purl.obolibrary.org/obo/PATO_0000033	concentration of	
http://purl.obolibrary.org/obo/UO_0000051	concentration unit	
http://purl.obolibrary.org/obo/OBI_0001909	conclusion based on data	
http://purl.obolibrary.org/obo/ENVO_01000458	concrete	
http://purl.obolibrary.org/obo/UO_0000194	confluence percentage	
http://purl.obolibrary.org/obo/UO_0000194	confluence percentage	
http://purl.obolibrary.org/obo/OGMS_0000089	congenital disorder	
http://purl.obolibrary.org/obo/DOID_1682	congenital heart disease	
http://purl.obolibrary.org/obo/HP_0001635	Congestive heart failure	
http://purl.obolibrary.org/obo/DOID_6195	conjunctivitis	
http://purl.obolibrary.org/obo/DOID_65	connective tissue disease	
http://purl.obolibrary.org/obo/DOID_2089	constipation	
http://purl.obolibrary.org/obo/HP_0025142	Constitutional symptom	
http://purl.obolibrary.org/obo/OBI_0001687	contact representative role	
http://purl.obolibrary.org/obo/OBI_0000370	contain function	
http://purl.obolibrary.org/obo/OBI_0000967	container	
http://purl.obolibrary.org/obo/GAZ_00000013	continent	
http://purl.obolibrary.org/obo/BFO_0000002	continuant	
http://purl.obolibrary.org/obo/BFO_0000140	continuant fiat boundary	
http://purl.obolibrary.org/obo/OBI_0002493	control role in case-control study	
http://purl.obolibrary.org/obo/SYMP_0000596	convulsion	Convulsions
http://purl.obolibrary.org/obo/EUPATH_0015073	convulsion since illness began information	Convulsion
http://purl.obolibrary.org/obo/EUPATH_0000023	cooking fuel material	Cooking fuel
http://purl.obolibrary.org/obo/OBI_0000387	cool function	
http://purl.obolibrary.org/obo/NCBITaxon_329110	Coquillettidia	
http://purl.obolibrary.org/obo/NCBITaxon_1799669	Coquillettidia chrysosoma	
http://purl.obolibrary.org/obo/NCBITaxon_667558	Coquillettidia fuscopennata	
http://purl.obolibrary.org/obo/NCBITaxon_1806174	Coquillettidia linealis	
http://purl.obolibrary.org/obo/NCBITaxon_667559	Coquillettidia maculipennis	
http://purl.obolibrary.org/obo/NCBITaxon_653292	Coquillettidia metallica	
http://purl.obolibrary.org/obo/NCBITaxon_329111	Coquillettidia perturbans	
http://purl.obolibrary.org/obo/NCBITaxon_1245328	Coquillettidia richiardii	
http://purl.obolibrary.org/obo/UBERON_0000964	cornea	
http://purl.obolibrary.org/obo/UBERON_0001772	corneal epithelium	
http://purl.obolibrary.org/obo/EUPATH_0000635	corneometry	
http://purl.obolibrary.org/obo/NCBITaxon_85007	Corynebacteriales	
http://purl.obolibrary.org/obo/NCBITaxon_1716	Corynebacterium	
http://purl.obolibrary.org/obo/HP_0012735	Cough	
http://purl.obolibrary.org/obo/STATO_0000047	count	
http://purl.obolibrary.org/obo/OBIB_0000687	count of current total human study participant	
http://purl.obolibrary.org/obo/UO_0000189	count unit	
http://purl.obolibrary.org/obo/OBI_0002686	counter current immunoelectrophoresis	
http://purl.obolibrary.org/obo/OBI_0001627	country name	
http://purl.obolibrary.org/obo/NCBITaxon_59130	coustani group	
http://purl.obolibrary.org/obo/EUPATH_0000380	covered area measured in square meter	Covered area
http://purl.obolibrary.org/obo/ENVO_01000532	covered pit latrine	
http://purl.obolibrary.org/obo/ENVO_01000533	covered pit latrine with slab floor	
http://purl.obolibrary.org/obo/CHEBI_16737	creatinine	
http://purl.obolibrary.org/obo/NCBITaxon_337677	Cricetidae	
http://purl.obolibrary.org/obo/NCBITaxon_413496	Cronobacter	
http://purl.obolibrary.org/obo/NCBITaxon_28141	Cronobacter sakazakii	
http://purl.obolibrary.org/obo/UBERON_0007356	crop	
http://purl.obolibrary.org/obo/OBIB_0000694	cross sectional study design	
http://purl.obolibrary.org/obo/NCBITaxon_232555	crucians species complex	
http://purl.obolibrary.org/obo/NCBITaxon_49916	crucians subgroup	
http://purl.obolibrary.org/obo/NCBITaxon_2665964	Cryptococcus neoformans var. grubii VNI	
http://purl.obolibrary.org/obo/NCBITaxon_5806	Cryptosporidium	
http://purl.obolibrary.org/obo/NCBITaxon_237895	Cryptosporidium hominis	
http://purl.obolibrary.org/obo/NCBITaxon_5807	Cryptosporidium parvum	
http://purl.obolibrary.org/obo/NCBITaxon_7174	Culex <genus>	
http://purl.obolibrary.org/obo/NCBITaxon_53527	Culex <subgenus>	
http://purl.obolibrary.org/obo/NCBITaxon_667566	Culex annulioris	
http://purl.obolibrary.org/obo/NCBITaxon_162997	Culex annulirostris	
http://purl.obolibrary.org/obo/NCBITaxon_911293	Culex antennatus	
http://purl.obolibrary.org/obo/NCBITaxon_1085685	Culex atratus	
http://purl.obolibrary.org/obo/NCBITaxon_2563468	Culex aurantapex	
http://purl.obolibrary.org/obo/NCBITaxon_260110	Culex australicus	
http://purl.obolibrary.org/obo/NCBITaxon_69822	Culex bitaeniorhynchus	
http://purl.obolibrary.org/obo/NCBITaxon_317797	Culex brevipalpis	
http://purl.obolibrary.org/obo/NCBITaxon_1085688	Culex cedecei	
http://purl.obolibrary.org/obo/EUPATH_0043098	Culex chorleyi	
http://purl.obolibrary.org/obo/EUPATH_0043099	Culex cinerellus	
http://purl.obolibrary.org/obo/NCBITaxon_526217	Culex coronator	
http://purl.obolibrary.org/obo/EUPATH_0043100	Culex cuyanus	
http://purl.obolibrary.org/obo/NCBITaxon_1808015	Culex cylindricus	
http://purl.obolibrary.org/obo/NCBITaxon_299630	Culex decens	
http://purl.obolibrary.org/obo/NCBITaxon_1799675	Culex duttoni	
http://purl.obolibrary.org/obo/NCBITaxon_42427	Culex erraticus	
http://purl.obolibrary.org/obo/NCBITaxon_42428	Culex erythrothorax	
http://purl.obolibrary.org/obo/NCBITaxon_345740	Culex fuscocephala	
http://purl.obolibrary.org/obo/NCBITaxon_308713	Culex gelidus	
http://purl.obolibrary.org/obo/NCBITaxon_1806176	Culex globocoxitus	
http://purl.obolibrary.org/obo/NCBITaxon_345742	Culex hutchinsoni	
http://purl.obolibrary.org/obo/EUPATH_0043101	Culex inconspicuosus	
http://purl.obolibrary.org/obo/NCBITaxon_308717	Culex infantulus	
http://purl.obolibrary.org/obo/NCBITaxon_1085689	Culex iolambdis	
http://purl.obolibrary.org/obo/EUPATH_0043102	Culex lineata	
http://purl.obolibrary.org/obo/NCBITaxon_345741	Culex malayi	
http://purl.obolibrary.org/obo/NCBITaxon_421623	Culex mimeticus	
http://purl.obolibrary.org/obo/NCBITaxon_325443	Culex minor	
http://purl.obolibrary.org/obo/NCBITaxon_345743	Culex minutissimus	
http://purl.obolibrary.org/obo/NCBITaxon_545656	Culex modestus	
http://purl.obolibrary.org/obo/NCBITaxon_1085690	Culex mulrennani	
http://purl.obolibrary.org/obo/NCBITaxon_864528	Culex neavei	
http://purl.obolibrary.org/obo/NCBITaxon_562834	Culex nebulosus	
http://purl.obolibrary.org/obo/NCBITaxon_42429	Culex nigripalpus	
http://purl.obolibrary.org/obo/NCBITaxon_308723	Culex nigropunctatus	
http://purl.obolibrary.org/obo/NCBITaxon_345924	Culex pallidothorax	
http://purl.obolibrary.org/obo/NCBITaxon_163000	Culex palpalis	
http://purl.obolibrary.org/obo/NCBITaxon_1085691	Culex peccator	
http://purl.obolibrary.org/obo/NCBITaxon_943103	Culex perexiguus	
http://purl.obolibrary.org/obo/EUPATH_0043103	Culex peringueyi	
http://purl.obolibrary.org/obo/NCBITaxon_42430	Culex pilosus	
http://purl.obolibrary.org/obo/NCBITaxon_7175	Culex pipiens	
http://purl.obolibrary.org/obo/NCBITaxon_518105	Culex pipiens complex	
http://purl.obolibrary.org/obo/NCBITaxon_233155	Culex pipiens molestus	
http://purl.obolibrary.org/obo/NCBITaxon_38569	Culex pipiens pipiens	
http://purl.obolibrary.org/obo/NCBITaxon_363521	Culex pluvialis	
http://purl.obolibrary.org/obo/NCBITaxon_450823	Culex poicilipes	
http://purl.obolibrary.org/obo/NCBITaxon_100677	Culex pseudovishnui	
http://purl.obolibrary.org/obo/NCBITaxon_7176	Culex quinquefasciatus	
http://purl.obolibrary.org/obo/NCBITaxon_38742	Culex restuans	
http://purl.obolibrary.org/obo/NCBITaxon_1678250	Culex rubinotus	
http://purl.obolibrary.org/obo/NCBITaxon_308724	Culex rubithoracis	
http://purl.obolibrary.org/obo/NCBITaxon_38743	Culex salinarius	
http://purl.obolibrary.org/obo/EUPATH_0043105	Culex salisburiensis	
http://purl.obolibrary.org/obo/NCBITaxon_1799676	Culex simpsoni	
http://purl.obolibrary.org/obo/NCBITaxon_162998	Culex sitiens	
http://purl.obolibrary.org/obo/NCBITaxon_284565	Culex spissipes	
http://purl.obolibrary.org/obo/NCBITaxon_1481111	Culex stigmatosoma	
http://purl.obolibrary.org/obo/NCBITaxon_284566	Culex taeniopus	
http://purl.obolibrary.org/obo/NCBITaxon_7177	Culex tarsalis	
http://purl.obolibrary.org/obo/NCBITaxon_42431	Culex territans	
http://purl.obolibrary.org/obo/NCBITaxon_1799681	Culex thalassius	
http://purl.obolibrary.org/obo/NCBITaxon_561267	Culex theileri	
http://purl.obolibrary.org/obo/NCBITaxon_871895	Culex thriambus	
http://purl.obolibrary.org/obo/NCBITaxon_42433	Culex torrentium	
http://purl.obolibrary.org/obo/EUPATH_0043107	Culex trifoliatus	
http://purl.obolibrary.org/obo/NCBITaxon_7178	Culex tritaeniorhynchus	
http://purl.obolibrary.org/obo/NCBITaxon_420550	Culex univittatus	
http://purl.obolibrary.org/obo/NCBITaxon_1799682	Culex vansomereni	
http://purl.obolibrary.org/obo/NCBITaxon_100678	Culex vishnui	
http://purl.obolibrary.org/obo/NCBITaxon_346051	Culex whitmorei	
http://purl.obolibrary.org/obo/NCBITaxon_7157	Culicidae	
http://purl.obolibrary.org/obo/NCBITaxon_63408	culicifacies species complex	
http://purl.obolibrary.org/obo/NCBITaxon_43817	Culicinae	
http://purl.obolibrary.org/obo/NCBITaxon_53550	Culicini	
http://purl.obolibrary.org/obo/NCBITaxon_53530	Culiciomyia	
http://purl.obolibrary.org/obo/NCBITaxon_41827	Culicoidea	
http://purl.obolibrary.org/obo/NCBITaxon_41820	Culicoides <genus>	
http://purl.obolibrary.org/obo/NCBITaxon_58271	Culicoides <subgenus>	
http://purl.obolibrary.org/obo/NCBITaxon_375138	Culicoides chiopterus	
http://purl.obolibrary.org/obo/NCBITaxon_289309	Culicoides dewulfi	
http://purl.obolibrary.org/obo/NCBITaxon_177094	Culicoides impunctatus	
http://purl.obolibrary.org/obo/NCBITaxon_289301	Culicoides obsoletus	
http://purl.obolibrary.org/obo/NCBITaxon_177093	Culicoides pulicaris	
http://purl.obolibrary.org/obo/NCBITaxon_41821	Culicoides punctatus	
http://purl.obolibrary.org/obo/NCBITaxon_289302	Culicoides scoticus	
http://purl.obolibrary.org/obo/NCBITaxon_43786	Culicomorpha	
http://purl.obolibrary.org/obo/NCBITaxon_174825	Culiseta	
http://purl.obolibrary.org/obo/NCBITaxon_332058	Culiseta annulata	
http://purl.obolibrary.org/obo/NCBITaxon_1538645	Culiseta fumipennis	
http://purl.obolibrary.org/obo/NCBITaxon_174826	Culiseta impatiens	
http://purl.obolibrary.org/obo/NCBITaxon_1582038	Culiseta incidens	
http://purl.obolibrary.org/obo/NCBITaxon_1806175	Culiseta inconspicua	
http://purl.obolibrary.org/obo/NCBITaxon_704160	Culiseta inornata	
http://purl.obolibrary.org/obo/NCBITaxon_329109	Culiseta melanura	
http://purl.obolibrary.org/obo/NCBITaxon_329108	Culiseta minnesotae	
http://purl.obolibrary.org/obo/NCBITaxon_329107	Culiseta morsitans	
http://purl.obolibrary.org/obo/NCBITaxon_866105	Culiseta ochroptera	
http://purl.obolibrary.org/obo/NCBITaxon_1206282	Culiseta particeps	
http://purl.obolibrary.org/obo/OBI_0000079	culture medium	
http://purl.obolibrary.org/obo/CL_0000010	cultured cell	
http://purl.obolibrary.org/obo/OBI_0100060	cultured cell population	
http://purl.obolibrary.org/obo/ENVO_01000595	cupboard	Cupboard
http://purl.obolibrary.org/obo/IAO_0000078	curation status specification	
http://purl.obolibrary.org/obo/IAO_8000007	curation subset ontology module	
http://purl.obolibrary.org/obo/DOID_9111	cutaneous leishmaniasis	
http://purl.obolibrary.org/obo/DOID_0050134	cutaneous mycosis	
http://purl.obolibrary.org/obo/NCBITaxon_6201	Cyclophyllidea	
http://purl.obolibrary.org/obo/NCBITaxon_44417	Cyclospora	
http://purl.obolibrary.org/obo/CHEBI_4034	cyfluthrin	
http://purl.obolibrary.org/obo/NCBITaxon_8869	Cygnus olor	
http://purl.obolibrary.org/obo/CHEBI_4035	cyhalothrin	
http://purl.obolibrary.org/obo/CHEBI_4042	cypermethrin	
http://purl.obolibrary.org/obo/NCBITaxon_482538	Cystoisospora belli	
http://purl.obolibrary.org/obo/NCBITaxon_10358	Cytomegalovirus	
http://purl.obolibrary.org/obo/OBI_0000920	cytometric bead array assay	
http://purl.obolibrary.org/obo/SO_0001000	cytosolic_16S_rRNA	
http://purl.obolibrary.org/obo/NCBITaxon_9361	Dasypus novemcinctus	
http://purl.obolibrary.org/obo/IAO_0000102	data about an ontology part	
http://purl.obolibrary.org/obo/EUPATH_0015462	data about Vibrio cholerae O1 by differential medium assay	"Vibrio cholerae O1, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0015463	data about Vibrio cholerae O139 by differential medium assay	"Vibrio cholerae O139, by bacteriology result"
http://purl.obolibrary.org/obo/IAO_0000027	data item	
http://purl.obolibrary.org/obo/IAO_0000100	data set	
http://purl.obolibrary.org/obo/OBI_0200000	data transformation	
http://purl.obolibrary.org/obo/OBI_0200166	data transformation objective	
http://purl.obolibrary.org/obo/DUO_0000001	data use permission	
http://www.ebi.ac.uk/efo/EFO_0004950	date of birth	Birth date
http://purl.obolibrary.org/obo/EUPATH_0010406	date of birth of matched case	"Birth date, matched case"
http://purl.obolibrary.org/obo/EUPATH_0000150	date of death	Death date
http://purl.obolibrary.org/obo/EUPATH_0010219	date of first antibiotic administration	First antibiotic administration date
http://purl.obolibrary.org/obo/EUPATH_0000319	date of hospital admission	Hospital admission date
http://purl.obolibrary.org/obo/EUPATH_0000320	date of hospital discharge	Hospital discharge date
http://purl.obolibrary.org/obo/EUPATH_0000390	date of last fumigation	Last fumigation date
http://purl.obolibrary.org/obo/EUPATH_0000151	date of participant first enrolled in a study	Enrollment date
http://purl.obolibrary.org/obo/EUPATH_0000152	date of participant last seen in a study	Last date observed
http://purl.obolibrary.org/obo/EUPATH_0010319	date of rehydration	Rehydration date
http://purl.obolibrary.org/obo/IAO_0000009	datum label	
http://purl.obolibrary.org/obo/UO_0000033	day	
http://purl.obolibrary.org/obo/UO_0000033	day	
http://purl.obolibrary.org/obo/EUPATH_0000525	days of follow up specimen collection	
http://purl.obolibrary.org/obo/OBI_0003001	daytime arthropod specimen collection by aspiration	
http://purl.obolibrary.org/obo/CHEBI_16130	DDT	
http://purl.obolibrary.org/obo/UBERON_0000071	death stage	
http://purl.obolibrary.org/obo/CHEBI_30813	decanoic acid	
http://purl.obolibrary.org/obo/HP_0004325	Decreased body weight	
http://purl.obolibrary.org/obo/HP_0000490	Deeply set eye	Sunken eye
http://purl.obolibrary.org/obo/EUPATH_0010215	defecation date	Date stool passed
http://purl.obolibrary.org/obo/IAO_0000420	defined class	
http://purl.obolibrary.org/obo/OBI_0002460	defined population inclusion criterion	
http://purl.obolibrary.org/obo/UO_0000027	degree Celsius	
http://purl.obolibrary.org/obo/UO_0000027	degree Celsius	
http://purl.obolibrary.org/obo/UO_0000195	degree Fahrenheit	
http://purl.obolibrary.org/obo/UO_0000195	degree Fahrenheit	
http://purl.obolibrary.org/obo/EUPATH_0000636	degree of hairloss	
http://purl.obolibrary.org/obo/EUPATH_0000634	degree of skin inflammation	
http://purl.obolibrary.org/obo/EUPATH_0000633	degree of skin redness	
http://purl.obolibrary.org/obo/EUPATH_0000620	degree of skin thickening	
http://purl.obolibrary.org/obo/HP_0001944	Dehydration	"Dehydration, caregiver report"
http://purl.obolibrary.org/obo/NCBITaxon_53525	Deinocerites cancer	
http://purl.obolibrary.org/obo/CHEBI_4388	deltamethrin	
http://purl.obolibrary.org/obo/DOID_12205	dengue disease	
http://purl.obolibrary.org/obo/NCBITaxon_12637	Dengue virus	
http://purl.obolibrary.org/obo/IAO_0000409	denotator type	
http://purl.obolibrary.org/obo/UO_0000182	density unit	
http://purl.obolibrary.org/obo/DOID_0060324	dental abscess	
http://purl.obolibrary.org/obo/DOID_216	dental caries	
http://purl.obolibrary.org/obo/DOID_5330	dental pulp disease	
http://purl.obolibrary.org/obo/CHEBI_16991	deoxyribonucleic acid	
http://purl.obolibrary.org/obo/DOID_2723	dermatitis	
http://purl.obolibrary.org/obo/DRON_00030841	desloratadine Oral Solution	Desloratadine syrup
http://purl.obolibrary.org/obo/OBI_0002689	detection of pathogenic organisms objective	
http://purl.obolibrary.org/obo/OBI_0000968	device	
http://purl.obolibrary.org/obo/OBI_0003005	device for collection of resting adult arthropods	
http://purl.obolibrary.org/obo/DRON_00001117	Dexamethasone injection	Dexamethasone injection
http://purl.obolibrary.org/obo/OGMS_0000073	diagnosis	Diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000321	diagnosis at discharge	Diagnosis at discharge
http://purl.obolibrary.org/obo/EUPATH_0000638	diagnosis at hospitalization	Diagnosis at hospitalization
http://purl.obolibrary.org/obo/EUPATH_0033382	diagnosis of anemia at discharge	Anemia
http://purl.obolibrary.org/obo/EUPATH_0033384	diagnosis of anemic heart failure at discharge	Anaemic heart failure
http://purl.obolibrary.org/obo/EUPATH_0033386	diagnosis of asthma at discharge	Asthma
http://purl.obolibrary.org/obo/EUPATH_0033421	diagnosis of asthma at hospitalization	Asthma or reactive airway disease
http://purl.obolibrary.org/obo/EUPATH_0033404	diagnosis of bacterial sepsis at discharge	Septicemia
http://purl.obolibrary.org/obo/EUPATH_0033377	diagnosis of bronchiolitis at discharge	Bronchiolitis
http://purl.obolibrary.org/obo/EUPATH_0033419	diagnosis of bronchiolitis or respiratory syncytial virus infectious disease at hospitalization	Bronchiolitis or respiratory syncytial virus
http://purl.obolibrary.org/obo/EUPATH_0033424	diagnosis of bronchitis at hospitalization	Bronchitis
http://purl.obolibrary.org/obo/EUPATH_0033390	diagnosis of cellulitis at discharge	Cellulitis
http://purl.obolibrary.org/obo/EUPATH_0033392	diagnosis of cerebral palsy at discharge	Cerebral palsy
http://purl.obolibrary.org/obo/EUPATH_0021163	diagnosis of chikungunya at discharge	Chikungunya
http://purl.obolibrary.org/obo/EUPATH_0033381	diagnosis of chronic mucocutaneous candidiasis at discharge	Mucocutaneous candidiasis
http://purl.obolibrary.org/obo/EUPATH_0000040	diagnosis of complicated malaria	Complicated malaria
http://purl.obolibrary.org/obo/EUPATH_0033394	diagnosis of congenital heart disease at discharge	Congenital heart disease
http://purl.obolibrary.org/obo/EUPATH_0021165	diagnosis of dengue disease at discharge	Dengue
http://purl.obolibrary.org/obo/EUPATH_0025044	diagnosis of diarrhea	Diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015130	diagnosis of diarrhea at discharge	Diarrhea
http://purl.obolibrary.org/obo/EUPATH_0000317	diagnosis of disease other than malaria	Other diagnosis
http://purl.obolibrary.org/obo/EUPATH_0015131	diagnosis of dysentery at discharge	Dysentery
http://purl.obolibrary.org/obo/EUPATH_0033401	diagnosis of epilepsy at discharge	Epilepsy
http://purl.obolibrary.org/obo/EUPATH_0033417	diagnosis of extrapulmonary tuberculosis at hospitalization	Extrapulmonary tuberculosis
http://purl.obolibrary.org/obo/EUPATH_0033407	diagnosis of gastroenteritis at discharge	Gastroenteritis
http://purl.obolibrary.org/obo/EUPATH_0021169	diagnosis of gastrointestinal infection at discharge	Gastrointestinal infection
http://purl.obolibrary.org/obo/EUPATH_0033426	diagnosis of global developmental delay or cerebral palsy at hospitalization	Developmental delay or cerebral palsy
http://purl.obolibrary.org/obo/EUPATH_0033411	diagnosis of human immunodeficiency virus infectious disease at discharge	HIV
http://purl.obolibrary.org/obo/EUPATH_0033413	diagnosis of immunosuppression at discharge	Immunosuppression
http://purl.obolibrary.org/obo/EUPATH_0021177	diagnosis of leptospirosis at discharge	Leptospirosis
http://purl.obolibrary.org/obo/EUPATH_0033379	diagnosis of lower respiratory tract disease at discharge	Lower respiratory tract infection
http://purl.obolibrary.org/obo/EUPATH_0025162	diagnosis of malaria	Malaria
http://purl.obolibrary.org/obo/EUPATH_0015135	diagnosis of malaria at discharge	Malaria
