colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag,variable_dataFile,uniqueVar
82,data_nascimento,banco_assis_brasil_final,http://www.ebi.ac.uk/efo/EFO_0004950,Birth date,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Date of birth,,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,5/10/78,date?,%Y-%m-%d,>10 unique values,1063,0.689628282,,data_nascimento,banco_assis_brasil_final::data_nascimento
83,idade_anos,banco_assis_brasil_final,http://purl.obolibrary.org/obo/OBI_0001169,Age,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,"Age, in years, of the resident",Numeric,,,,,yes,yes,,Brazil Villa Assis,years,,yes,,,,,,,dbl,39,,,0.17 to 97,104,,,idade_anos,banco_assis_brasil_final::idade_anos
84,agegrp1,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0010367,Age group,Age in 4 age-groups,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Age in 4 age-groups,1 - 0-5;,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,1 to 4,4,,,agegrp1,banco_assis_brasil_final::agegrp1
85,agegrp2,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066301,Age group 2,Age in 7 age-groups,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Age in 7 age-groups,1 - 0-9;,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,4,,,1 to 7,7,,,agegrp2,banco_assis_brasil_final::agegrp2
86,local_nasc,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0012417,Birth place,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Place of birth,0 - Cruzeiro do Sul,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,czs,,,", czs, nao sabe/respondeu, outro",3,0.559916818,,local_nasc,banco_assis_brasil_final::local_nasc
87,municipio_nasc,banco_assis_brasil_final,http://purl.obolibrary.org/obo/CLINEPIDB_00038,Municipality of birth,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Municipality of birth,Text,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,CZS,,,>10 unique values,37,0.634780348,,municipio_nasc,banco_assis_brasil_final::municipio_nasc
88,uf_nascimento,banco_assis_brasil_final,http://purl.obolibrary.org/obo/CLINEPIDB_00037,State of birth,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,State of birth,11 - Rondônia,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,12,,,5 to 43,13,0.561476475,,uf_nascimento,banco_assis_brasil_final::uf_nascimento
89,nascimento,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066302,Region of birth,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Region of birth,0 - Extra-Amazonian,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,0 to 1,2,0.003639199,,nascimento,banco_assis_brasil_final::nascimento
90,situacao_nasc,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066303,Birth household status,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Birth household status,0 - Urban,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,0 to 9,3,0.570574474,,situacao_nasc,banco_assis_brasil_final::situacao_nasc
91,ler_escrever,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022104,Literacy level,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Can read and write,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,1 to 3,3,,,ler_escrever,banco_assis_brasil_final::ler_escrever
92,escola_creche,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0054021,Currently in school,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Attends school or daycare,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,1 to 3,3,0.278138809,,escola_creche,banco_assis_brasil_final::escola_creche
93,anos_estudos,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022103,Total education,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Completed years of study,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,dbl,11,,,0 to 19,23,0.044970107,,anos_estudos,banco_assis_brasil_final::anos_estudos
94,tempo_casa,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0053075,Length of residence,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022068,Relocation,Residence time (in years),Numeric,,,,,yes,,,Brazil Villa Assis,years,,,,,,,,,dbl,16,,,0.08 to 64.5,114,0.046529763,,tempo_casa,banco_assis_brasil_final::tempo_casa
95,permanencia_local,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066304,Length of stay on site,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022068,Relocation,Length (?) of stay on site,Integer,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,2,,,0 to 31,30,0.003379257,,permanencia_local,banco_assis_brasil_final::permanencia_local
96,resid_ab_anos,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066305,Length of residence in Assis Brazil,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022068,Relocation,Length of residence in Assis Brazil,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,dbl,0.75,,,0.08 to 74,81,0.645178061,,resid_ab_anos,banco_assis_brasil_final::resid_ab_anos
97,trabalhou,banco_assis_brasil_final,http://purl.obolibrary.org/obo/APOLLO_SV_00000570,Employment status,"Did you work earning money, products, goods or benefits? (benefits: housing, food, training, etc.)",Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,"Did you work earning money, products, goods or benefits? (benefits: housing, food, training, etc.)",0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,1 to 3,3,0.020275539,,trabalhou,banco_assis_brasil_final::trabalhou
98,trabalho_era,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0063122,Employment type,In this job the person was,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,In this job the person was,0 - Employee with a formal contract,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,1 to 9,9,0.252924357,,trabalho_era,banco_assis_brasil_final::trabalho_era
99,agricultura_extrativismo,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066306,Works with agriculture or extractivism,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,Works with agriculture or extractivism,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,1 to 3,2,0.111775409,,agricultura_extrativismo,banco_assis_brasil_final::agricultura_extrativismo
100,trabalhou_tanques,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066307,Works on fish farm ponds,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,Worked on fish farm ponds,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,1 to 2,2,0.0018196,,trabalhou_tanques,banco_assis_brasil_final::trabalhou_tanques
101,horario_trabalho_tanques,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066308,Hours of work in the tanks,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,Hours of work in the tanks,Text,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,5 a 6,,,>10 unique values,40,0.979204575,,horario_trabalho_tanques,banco_assis_brasil_final::horario_trabalho_tanques
102,aposentadoria_pensao,banco_assis_brasil_final,http://purl.obolibrary.org/obo/CLINEPIDB_00042,Retirement or pension,"Retirement or pension from an official social security institute (federal, state, municipal)",Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,"Retirement or pension from an official social security institute (federal, state, municipal)",0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,1 to 3,3,0.031713023,,aposentadoria_pensao,banco_assis_brasil_final::aposentadoria_pensao
103,bolsa_familia,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066309,Enrolled in social program,Bolsa Familia social program or other,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,Bolsa Familia social program or other,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,2,,,1 to 2,2,0.021575253,,bolsa_familia,banco_assis_brasil_final::bolsa_familia
104,dorme_cat,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066310,Bed time before 20:00 hours,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Categorical bedtime,1 - Before  20:00 h,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,2,,,1 to 2,2,0.038471536,,dorme_cat,banco_assis_brasil_final::dorme_cat
105,dorme1,banco_assis_brasil_final,http://purl.obolibrary.org/obo/CLINEPIDB_00052,Sleep duration,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Sleep time,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,dbl,21,,,0 to 23.5,19,0.635300234,,dorme1,banco_assis_brasil_final::dorme1
106,acorda_cat,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066311,Awake before 07:00 hours,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Categorical wake-up time,1 - Before 07:00 h,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,1 to 2,2,0.038471536,,acorda_cat,banco_assis_brasil_final::acorda_cat
107,acorda1,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0020163,Out of bed time,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Wake-up time,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,dbl,4,,,2 to 13,18,0.635300234,,acorda1,banco_assis_brasil_final::acorda1
108,comodo_dorme,banco_assis_brasil_final,http://purl.obolibrary.org/obo/CLINEPIDB_00051,Sleeping room characteristic,Room where the person sleeps,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Room where the person sleeps,0 - Closed without gaps,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,1 to 3,3,0.006238628,,comodo_dorme,banco_assis_brasil_final::comodo_dorme
109,dorme_janela,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066312,Sleeping room window,Sleeping with the window,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Sleeping with the window,0 - Closed,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,fechada,,,", aberta, fechada, varia",3,0.004938913,,dorme_janela,banco_assis_brasil_final::dorme_janela
110,mosq_instalado_leito,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0024163,Bednet over bed,Mosquito net installed on the bed,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Mosquito net installed on the bed,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,2,,,1 to 2,2,0.250584871,,mosq_instalado_leito,banco_assis_brasil_final::mosq_instalado_leito
111,freq_uso_mosq_ult7d,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066313,Bednet use in last 7 days,Frequency of use of mosquito nets in the 7 days prior to the interview,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Frequency of use of mosquito nets in the 7 days prior to the interview,0 - Did not use,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,frequente>3d,,,", frequente>3d, nao, ocasional1-3d",3,0.005718742,,freq_uso_mosq_ult7d,banco_assis_brasil_final::freq_uso_mosq_ult7d
112,usou_mosquiteiros,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0025013,Bednet last night,Did the person use a mosquito net (previous night?),Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Did the person use a mosquito net (previous night?),0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,2,,,0 to 2,3,0.002859371,,usou_mosquiteiros,banco_assis_brasil_final::usou_mosquiteiros
113,tipo_mosquiteiro,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0025016,Bednet type,Type of mosquito net,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Type of mosquito net,1 - Not impregnated,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,2,,,1 to 99,4,0.368338965,,tipo_mosquiteiro,banco_assis_brasil_final::tipo_mosquiteiro
114,repouso,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066314,Rest period,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Rest period,1 - >8pm & <= 6am,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,1 to 4,4,0.038471536,,repouso,banco_assis_brasil_final::repouso
116,freq_uso_mosq_ult7d2,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066315,"Bednet use in last 7 days, 2",Frequency of use of mosquito nets in the 7 days prior to the interview,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Frequency of use of mosquito nets in the 7 days prior to the interview,0 - Frequent >3 d,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 2,3,0.354042111,,freq_uso_mosq_ult7d2,banco_assis_brasil_final::freq_uso_mosq_ult7d2
117,mosquiteiro,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0029019,Bednet use frequency,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Frequency of mosquito net use,0 - Impregnated  >3 days,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,4,,,0 to 4,5,0.005718742,,mosquiteiro,banco_assis_brasil_final::mosquiteiro
118,luz_acesa,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066316,Sleeping with the lights on,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Sleeping with the lights on,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,1 to 2,2,0.009617884,,luz_acesa,banco_assis_brasil_final::luz_acesa
119,ventilador,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066317,Sleeping with the fan on,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Sleeping with the fan on,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,2,,,1 to 2,2,0.008578113,,ventilador,banco_assis_brasil_final::ventilador
120,local_banho,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022252,Bathing location,Taking shower indoor(s) or outdoor(s),Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Taking shower indoor(s) or outdoor(s),0 - Indoor,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 2,3,0.003639199,,local_banho,banco_assis_brasil_final::local_banho
121,pesca_caca,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066318,Fish or hunt,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Used to fish or hunt?,0 - Indoor,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,1 to 3,3,0.001559657,,pesca_caca,banco_assis_brasil_final::pesca_caca
122,dormiu_rio,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066319,Sleep on riverbank or dam,Did you sleep on the riverbank or dam?,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Did you sleep on the riverbank or dam?,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,1 to 3,3,0.0018196,,dormiu_rio,banco_assis_brasil_final::dormiu_rio
123,habitos,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066320,Habits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Types of habits,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.007018456,,habitos,banco_assis_brasil_final::habitos
124,n_saidas,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066321,Trips since last survey count,Number of departures from the study area since the last survey?,Participant,http://purl.obolibrary.org/obo/OMRSE_00000142,Travel details,Number of departures from the study area since the last survey?,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 150,25,0.375097479,,n_saidas,banco_assis_brasil_final::n_saidas
125,malaria_na_vida,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066322,Ever had malaria,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Ever had malaria,Integer,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,sim,,,"0, 1, 9, 99, nao, nao sabe/respondeu, sim",7,,,malaria_na_vida,banco_assis_brasil_final::malaria_na_vida
224,quantas_malarias,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022094,Lifetime malaria diagnoses count,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,How many malarias?,Integer,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,7,,,0 to 85,39,0.722900962,,quantas_malarias,banco_assis_brasil_final::quantas_malarias
126,quantas_malaria,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022094,Lifetime malaria diagnoses count,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,How many malarias before,Integer,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,7,,,0 to 100,42,0.295554978,,quantas_malaria,banco_assis_brasil_final::quantas_malaria
127,ultima_malaria,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0000427,Time since last malaria diagnosis,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,When was the last malaria,Text,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,120 dias,,,>10 unique values,142,0.145048089,,ultima_malaria,banco_assis_brasil_final::ultima_malaria
128,malaria_6months,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066323,Malaria in the last 6 months,Malaria in the six months prior to the interview (?),Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Malaria in the six months prior to the interview (?),0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,0 to 1,2,0.005718742,,malaria_6months,banco_assis_brasil_final::malaria_6months
129,vivax,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066324,Vivax malaria in the last 6 months,Vivax malaria (within the previous 6 months),Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Vivax malaria (within the previous 6 months),0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,1 to 3,3,0.000259943,,vivax,banco_assis_brasil_final::vivax
130,falciparum,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066325,Falciparum malaria in the last 6 months,Falciparum malaria (within the previous 6 months),Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Falciparum malaria (within the previous 6 months),0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,1 to 3,3,,,falciparum,banco_assis_brasil_final::falciparum
131,tratamento_ult_30d,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0064608,Malaria treatment in last month,Treatment (for malaria?) in the thirty days prior to the interview,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Treatment (for malaria?) in the thirty days prior to the interview,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,1 to 3,3,0.008058227,,tratamento_ult_30d,banco_assis_brasil_final::tratamento_ult_30d
132,antimalarico_ult_30d,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022133,Malaria medication in last 30 days,Use of antimalarials in the thirty days prior to the interview,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Use of antimalarials in the thirty days prior to the interview,0 - Chloroquine,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,9,,,0 to 9,4,0.624122693,,antimalarico_ult_30d,banco_assis_brasil_final::antimalarico_ult_30d
133,antimalarico_vigente,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0000058,Antimalarial medication,Current antimalarial,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Current antimalarial,0 - Chloroquine,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 2,3,0.985703145,,antimalarico_vigente,banco_assis_brasil_final::antimalarico_vigente
134,tratamento_vigente,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0010153,Currently receiving medication,Current treatment,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Current treatment,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.00831817,,tratamento_vigente,banco_assis_brasil_final::tratamento_vigente
146,sintomas_30d,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066326,Malaria symptoms in last 30 days,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,Showed symptoms of malaria in the last 30 days prior to the interview,0 - No,variable,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,1 to 3,3,0.636080062,,sintomas_30d,banco_assis_brasil_final::sintomas_30d
135,sintomas_reduzido,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066327,Reduction in symptoms,Showed reduced symptoms (of malaria?),Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,Showed reduced symptoms (of malaria?),0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,,,sintomas_reduzido,banco_assis_brasil_final::sintomas_reduzido
,,,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,,multifilter,,,,yes,,,Brazil Villa Assis,,,,,,,,,,,,,,,,,,,
147,febre30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0047213,Fever,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Fever in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.637379776,,febre30,banco_assis_brasil_final::febre30
148,calafrios30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/SYMP_0019174,Chills,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Chillsin the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.637379776,,calafrios30,banco_assis_brasil_final::calafrios30
149,sudorese30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022341,Sweating,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Sweating in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,3,0.637379776,,sudorese30,banco_assis_brasil_final::sudorese30
150,fraqueza30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066328,Weakness ,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Weakness in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.637379776,,fraqueza30,banco_assis_brasil_final::fraqueza30
151,cefaleia30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0051408,Headache,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Headache in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.637379776,,cefaleia30,banco_assis_brasil_final::cefaleia30
152,perda_apetite30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0050177,Loss of appetite,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Loss of appetite in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,3,0.637379776,,perda_apetite30,banco_assis_brasil_final::perda_apetite30
153,dor_abdominal30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0049220,Abdominal pain,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Abdominal pain in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,3,0.637379776,,dor_abdominal30,banco_assis_brasil_final::dor_abdominal30
154,dor_hipocondrio30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022231,Hypochondrium pain,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Pain in the hypochondrium in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 2,3,0.637379776,,dor_hipocondrio30,banco_assis_brasil_final::dor_hipocondrio30
155,nauseas30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022235,Nausea,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Nausea in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 2,2,0.637379776,,nauseas30,banco_assis_brasil_final::nauseas30
156,vomito30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0050179,Vomiting,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Vomiting in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,3,0.637379776,,vomito30,banco_assis_brasil_final::vomito30
157,mialgia30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/HP_0003326,Muscle aches,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Myalgia in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.637379776,,mialgia30,banco_assis_brasil_final::mialgia30
158,artralgia30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/SYMP_0000064,Joint pain,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Arthralgia in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.637379776,,artralgia30,banco_assis_brasil_final::artralgia30
159,lombalgia30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022212,Lower back pain,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Backache in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,0.637379776,,lombalgia30,banco_assis_brasil_final::lombalgia30
160,diarreia30,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0051305,Diarrhea,,Participant,http://purl.obolibrary.org/obo/EUPATH_0066221,Symptom intensity in the last 30 days,Diarrhea in the last 30 days,0 - No,value,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 0,1,0.637379776,,diarreia30,banco_assis_brasil_final::diarreia30
