colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,uniqueVar
450,450,,anymalaria,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria diagnosed today,"0=No, 1=Yes",variable,,,,anymalaria|BC-3 childs expanded database FINAL
290,290,,mstatus,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,Was the participant diagnosed with malaria,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria status,"0=No Malaria diagnosed today,
1=Uncomplicated malaria treated with AL,
2=Complicated malaria treated with quinine",variable,,,,mstatus|BC-3 enrollment database FINAL
593,593,,mstatus,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria status,"0=No malaria,
1=Uncomplicated(AL),
2=Complicated malaria(Quinine),
3=AL treatment failure,
4=Quinine/artesunate treatment failure",variable,,,,mstatus|BC-3 mothers all visits database FINAL
856,856,,mstatus,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria status,"0=No malaria
1=Uncomplicated(AL)
2=Complicated malaria(Quinine)
3=AL treatment failure
4=Quinine/artesunate treatment failure",variable,,,,mstatus|BC-3 mothers delivery database FINAL
349,349,,mstatus,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria status,"0=No malaria,1=Uncomplicated(AL),2=Complicated malaria(Quinine),3=AL treatment failure,4=Quinine/artesunate treatment failure",variable,,,,mstatus|BC-3 mothers expanded database FINAL
1179,1179,,mstatus,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria status,"0=No Malaria diagnosed today,
1=Uncomplicated malaria treated with AL,
2=Complicated malaria treated with quinine",variable,,,,mstatus|BC-3 childs all visit database FINAL
449,449,,mstatus,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria status,"0=No malaria,1=Uncomplicated(AL),2=Complicated malaria(Quinine),3=AL treatment failure,4=Quinine/artesunate treatment failure",variable,,,,mstatus|BC-3 childs expanded database FINAL
373,373,,malaria,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010522,Malaria diagnosis by medical professional,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria diagnosed today,"0=No,1=Yes",variable,,,,malaria|BC-3 mothers expanded database FINAL
936,936,,malaria,Individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010522,Malaria diagnosis by medical professional,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Episodes of malaria,"0,1,2",variable,,,,malaria|Individual level database FINAL
451,451,,malariafuday,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020236,Malaria follow-up day,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria follow-up day,,variable,,,,malariafuday|BC-3 childs expanded database FINAL
245,245,,diag1,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,The 1st diagnosis of the participant at enrollment,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis Code,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,,diag1|BC-3 enrollment database FINAL
599,599,,diag1,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis1,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,,diag1|BC-3 mothers all visits database FINAL
1190,1190,,diag1,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis1,,variable,,,,diag1|BC-3 childs all visit database FINAL
453,453,,diag1,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis1,,variable,,Difference between Diganosis1-7?,,diag1|BC-3 childs expanded database FINAL
246,246,,diag2,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,The 2nd diagnosis of the participant at enrollment,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis Code,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,,diag2|BC-3 enrollment database FINAL
600,600,,diag2,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis2,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,,diag2|BC-3 mothers all visits database FINAL
1191,1191,,diag2,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis2,,variable,,,,diag2|BC-3 childs all visit database FINAL
454,454,,diag2,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis2,,variable,,,,diag2|BC-3 childs expanded database FINAL
601,601,,diag3,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis3,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,,diag3|BC-3 mothers all visits database FINAL
1192,1192,,diag3,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis3,,variable,,,,diag3|BC-3 childs all visit database FINAL
455,455,,diag3,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis3,,variable,,,,diag3|BC-3 childs expanded database FINAL
602,602,,diag4,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis4,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,,diag4|BC-3 mothers all visits database FINAL
1193,1193,,diag4,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis4,,variable,,,,diag4|BC-3 childs all visit database FINAL
456,456,,diag4,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis4,,variable,,,,diag4|BC-3 childs expanded database FINAL
603,603,,diag5,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis5,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,,diag5|BC-3 mothers all visits database FINAL
1194,1194,,diag5,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis5,,variable,,,,diag5|BC-3 childs all visit database FINAL
457,457,,diag5,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis5,,variable,,,,diag5|BC-3 childs expanded database FINAL
604,604,,diag6,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis6,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,,diag6|BC-3 mothers all visits database FINAL
1195,1195,,diag6,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis6,,variable,,,,diag6|BC-3 childs all visit database FINAL
458,458,,diag6,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis6,,variable,,,,diag6|BC-3 childs expanded database FINAL
605,605,,diag7,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis7,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,,diag7|BC-3 mothers all visits database FINAL
1196,1196,,diag7,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis7,,variable,,,,diag7|BC-3 childs all visit database FINAL
459,459,,diag7,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis7,,variable,,,,diag7|BC-3 childs expanded database FINAL
,,,housetype,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/ENVO_01000744,Dwelling type,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Housetype dichotomous,"0=Traditional, 1=Mordern",variable,,,,
,,,mmroof,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,main material of the roof.,"Thatched,mud,wood/planks,iron sheets,asbestos,other, skipped",variable,,,,
,,,othermmr,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,specify other material of the roof,,variable,,,,
,,,mmfloor,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,main material of the floor,"Earth or sand, earth and dung, parquet or polished wood, cement, stones, others, skipped",variable,,,,
,,,othermmf,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,specify other material of the floor,,variable,,,,
,,,mmfloordich,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material type,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Materials used for floor,"0=Earth, 1=Concrete/wood/stones",variable,,,,
,,,mmewalls,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,main material of the exterior walls.,"mud and poles, burnt bricks with plaster/cement",variable,,,,
,,,othermme,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,specify other material of the exterior walls,,variable,,,,
,,,eavesdich,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000015,Eaves,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Whether eaves present,"1=Eaves present, 2=Eaves not present",variable,,,,
,,,airbrick,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000018,Air bricks,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,observation: does the room have airbricks?,"1=Yes, 2=No, -9=Skipped",variable,,,,
,,,airbrnum,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000018,Air bricks count,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,observation: how many airbrick are in the room?,"1=1-3,2=4-6,3=6+,-9=skipped",variable,,,,
,,,hhrooms,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000025,Sleeping rooms in dwelling,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,how many rooms in your household  are used for sleeping?if there are 15 or more,,variable,,,,
,,,hhspaces,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000201,Sleeping places count,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,"how many sleeping spaces like mats, mattresses,  or beds are available in your household",,variable,,,,
,,,mmroofdich,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0025047,Roof material type,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Materials used for roof,"0=Thatched, 1=Iron sheets/wood",variable,,,,
,,,mmewallsdich,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0025167,Wall material type,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Materials used for walls,"0=thatched or mud, 1= plaster or cement",variable,,,,
,,,srentry,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042019,Room entryways count,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,how many entryways into the room are there,,variable,,,,
,,,srwindow,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042020,Room windows count,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,observation: how many windows are in the room,,variable,,,,
,,,eavescov,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042021,Eaves covered,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,"observation: if room has eaves, are the eaves covered?","1=completely covered, 2=partially covered, -9=skipped",variable,,,,
,,,eavesopn,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042022,Eaves open to outside,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,observation: do the eaves open to the outside?,"1=yes, 2=partially, 3 No,-9=skipped",variable,,,,
,,,airbrcov,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042023,Air bricks covered,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,"observation: if the roon has airbricks, are the airbricks covered?","1=completely covered, 2=partially covered, 3=open, -9=skipped",variable,,,,
,,,airbropn,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042024,Air bricks open to outside,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,observation: do the airbricks open to the outside?,"1=yes, 2=partially, 3 No,-9=skipped",variable,,,,
,,,sleep,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042025,Bed type,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,where does the study participant usually sleep?,"1=Directly on ground, 2=on matress/mat on the ground, 3=on a bed raised from ground,99=no response, -9=skipped",variable,,,,
,,,dhfcty,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0020213,Health facility distance,,Household,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032,"how far is it to the nearest health facility?if less than 1 km, enter 00 if more",,variable,,,,
,,,dmarkt,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0020215,Market distance,,Household,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032,how far is it to the nearest market place?,,variable,,,,
,,,mthfcty,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0020217,Transit to health facility,,Household,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032,"if you were to go this facility,how would you most likely go there?","1=car/motorcycle, 2=public transport, 4=walking, 5=bicycle, 8=DonÕt know, -9=skipped",variable,,,,
,,,amchwker,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0020229,Community health worker has malaria medication,,Household,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032,does the community health worker currently have malaria medicines available?,"2=No, 8=DonÕt know, -9=skipped",variable,,,,
,,,ahwker,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0020230,Community health worker present,,Household,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032,is there a community health worker who distributes malaria medicines in your village,"1=yes,2=No,8=DonÕt know, -9=skipped",variable,,,,
,,,fueltype,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,,Household,Dwelling facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,what type of fuel does your household mainly use for cooking?,"-9=skipped,2=natural gas, 3=biogas, 5=charcoal, 6=firewood, 7=starw/shrubs/grass",variable,,,,
,,,senergy,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/OBI_0400065,Lighting source,,Household,Dwelling facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,what is the main source of energy for lighting in the household?,"Paraffin - wick lamp, paraffin - hurricane lamp, solar, electricity,candles, torch,firewood, skipped",variable,,,,
,,,othereng,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/OBI_0400065,Lighting source,,Household,Dwelling facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,specify other source of energy for lighting,,variable,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,,,Eukaryota in blood,http://purl.obolibrary.org/obo/EUPATH_0033307,,,,,,,
,,,hhmeals,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000027,Meals per day,,Household,Food security,http://purl.obolibrary.org/obo/EUPATH_0011683,how many meals does your household usually have per day?,,variable,,,,
,,,hhnumt,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000028,Meat meals per week,,Household,Food security,http://purl.obolibrary.org/obo/EUPATH_0011683,"in the past week, on how many days did the household eat meat?",,variable,,,,
,,,hhpsf,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000029,Food problems per week,,Household,Food security,http://purl.obolibrary.org/obo/EUPATH_0011683,how often in the last year did you have problems in  satisfying the  food needs,,variable,,,,
,,,hhmealsdich,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0020237,Meals per day categorization,,Household,Food security,http://purl.obolibrary.org/obo/EUPATH_0011683,how many meals does your household usually have per day?,"0=2 or less, 1= 3 or more",variable,,,,
,,,hhnumtcat,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0020238,Meat meals per week categorization,,Household,Food security,http://purl.obolibrary.org/obo/EUPATH_0011683,"in the past week, on how many days did the household eat meat?","0,1,2=2 or more",variable,,,,
4,4,,namehosp,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000318,Admitting hospital,Which Hospital the participant was hospitalized,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospital,"1=Masafu General Hospital,
2=Tororo General District Hospital ,  
3=Mbale Regional Referral Hospital,
4=Mulago National Referral Hospital,
5=Cure Children’s Hospital,
6=Other",variable,,,,namehosp|BC-3 childs hospitalizations FINAL
5,5,,othhosp,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000318,Admitting hospital,Name of the hospital the participant was hospitalized,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Other hospital,text,variable,,,,othhosp|BC-3 childs hospitalizations FINAL
3,3,,datehosp,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000319,Hospital admission date,The date when the participant was hospitalized,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Date of Admission,date,variable,,,,datehosp|BC-3 childs hospitalizations FINAL
661,661,,hospdate,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000319? but this is mom,Hospitalization date,When participant presented to the hospital,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Presentation to hospital Date,date,variable,,,,hospdate|BC-3 mothers delivery database FINAL
872,872,,datedisch,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000320,Hospital discharge date,,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Date of discharge if hospitalized,date,variable,,,,datedisch|BC-3 mothers delivery database FINAL
17,17,,datedisch,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000320,Hospital discharge date,The date when the participant was discharged,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Date of Discharge,date,variable,,,,datedisch|BC-3 childs hospitalizations FINAL
13,13,,hospdx1,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000638,Diagnosis at hospitalization,The first diagnosis given to the participant,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,1st Diagnosis,numeric,variable,,,,hospdx1|BC-3 childs hospitalizations FINAL
14,14,,hospdx2,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000638,Diagnosis at hospitalization,The second diagnosis given to the participant,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,2nd Diagnosis,numeric,variable,,,,hospdx2|BC-3 childs hospitalizations FINAL
15,15,,hospdx3,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000638,Diagnosis at hospitalization,The third diagnosis given to the participant,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,3rd Diagnosis,numeric,variable,,,,hospdx3|BC-3 childs hospitalizations FINAL
16,16,,hospdx4,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000638,Diagnosis at hospitalization,The fourth diagnosis given to the participant,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,4th Diagnosis,numeric,variable,,,,hospdx4|BC-3 childs hospitalizations FINAL
1204,1204,,chosp,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010995,Hospitalized,,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,was the child hospitalized today,"0=Not referred,
1=Referred",variable,,IRI?,,chosp|BC-3 childs all visit database FINAL
616,616,,mhosp,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010995,Hospitalized,,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,was the mother hospitalized today,"0=No,
1=Yes",variable,,,,mhosp|BC-3 mothers all visits database FINAL
468,468,,hospitalized,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010995,Hospitalized,,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalized on this day,"0=No, 1=Yes",variable,,Not same as individual data.,,hospitalized|BC-3 childs expanded database FINAL
,,,,,http://purl.obolibrary.org/obo/EUPATH_0042005,Surgical ,,,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,,,,,,,
,,,visdate,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0021085,Household data collection date,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,date of final visit,date,variable,,,,
,,,vstatus,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0025075,Household visit status,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,result of visit,"1=completed, 2= no competent respondent household member,3=Entire household absent, 5=Refuded, 9=other",variable,,,,
,,,ovstatus,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0025075,Household visit status,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,specify other result,,variable,,,,
,,,gpspray,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,,Household,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,did you grant them permission to spray the interior walls of your dwelling?,,variable,,,,
,,,pspray,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0020224,Asked permission for IRS in last 12 months,,Household,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,"at any time in the past 12 months, has anyone asked permission to come into your household","1=Yes, 2=No, -9=Skipped",variable,,,,
,,,tspray,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042006,Time since last IRS (months),,Household,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,"how many months ago was the dwelling last sprayed?if less than 1 month, enter 0",,variable,,,,
,,,wspray,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042007,Last IRS source,,Household,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,who sprayed the dwelling?,"2=private company, 8=donÕt know, -9=skipped",variable,,,,
,,,mspray,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042008,Received IRS message in last 12 months,Whether any message about spraying was seen or heard in the last 12 months,Household,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,"in the past 12 months, have you seen or heard any messages about spraying the in",,variable,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0042009,IRS message in last 12 months,The type of message about spraying that was seen or heard in the last 12 months,Household,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,,,multifilter,,,,
,,,bednet,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0042031,Bednet before enrollment,,Household,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,Did you have any bednet before enrollment,"0=no bednet, 1=untreated bednet, 2 bednet - treatment unknown, 3= ITN",variable,,,,
,,,swater,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,,Household,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,what is the main source of drinking water for members of your household?,"borehole, public tap",variable,,,,
,,,otherscs,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,,Household,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,specify other source of water,,variable,,,,
543,543,,resp,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/DOID_1579,Respiratory condition,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Resp,,variable,,,,resp|BC-3 mothers all visits database FINAL
1126,1126,,resp,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/DOID_1579,Respiratory condition,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Resp,,variable,,Difference betweenthis and resprate?,,resp|BC-3 childs all visit database FINAL
