IRI,label,Notes,variable,definition,parentIRI,parentLabel,replaces,ISA_Type,ISA_Parent
http://purl.obolibrary.org/obo/EUPATH_0005011,Malaria incidence in the previous 365 days,,incMal,"Malaria incidence in the previous year, calculated as the number of symptomatic malaria episodes occurring 365 days before sample collection.",http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/PATO_0001415,Morbidity,,morbidity,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0005014,P. falciparum density at sample collection,,pardens,Plasmodium falciparum parasite density at the time of sample collection,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0005013,P. falciparum detected at sample collection,,par_at_plasma,Did the participant have any Plasmodium falciparum parasites detected at the time of sample collection? (Includes both symptomatic malaria and asymptomatic parasitemia),http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0005027,P. falciparum detected in 180 days before sample collection,,par180,Were any plasmodium parasites detected at least 1 time in the last 180 days since sample collection?,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0005025,P. falciparum detected in 30 days before sample collection,,par30,Were any plasmodium parasites detected at least 1 time in the last 30 days since sample collection?,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0005028,P. falciparum detected in 365 days before sample collection,,par365,Were any plasmodium parasites detected at least 1 time in the last 365 days since sample collection?,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0005026,P. falciparum detected in 90 days before sample collection,,par90,Were any plasmodium parasites detected at least 1 time in the last 90 days since sample collection?,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000276,Parasite clearance half life,,parasite clearance half life,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000277,Parasite clearance rate,,parasite clearance rate,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000278,Parasite clearance time,,parasite clearance time,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000290,Parasitemia start time,,parasitemia start time,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,subject,Unique participant ID,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,,,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,,
http://purl.obolibrary.org/obo/FLU_0001025,Passage history,,passage history,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000537,"Plasmodium, by microscopy result",,parasite_density_by_microscope,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/PATO_0000047,Sex,,sex,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0005031,Study cohort,,study_type,"Samples for this investigation were obtained from Ugandan children enrolled in either the Tororo Child Cohort (TCC) Study or the Kanungu site of the Program for Resistance, Immunology, and Surveillance of Malaria Cohort Study.",http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000639,Study group,,PNAS_paper,"Experimental sample, control sample, or assay control.",http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/OBI_0003073,Temperature,,body_temperature,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,EUPATH_0000110,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000750,Time to first malaria diagnosed,,time_to_first_malaria_dx,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000745,Time to onset,,time_to_onset,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000751,Time to reinfection,,time_to_reinfection,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,,treatment,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000291,Treatment outcome,,treatment outcome,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,,characteristicQualifier,Source
http://purl.obolibrary.org/obo/CHEBI_46081,Fluconazole,,Fluconazole Ave+Std Dev | FCZ,,http://purl.obolibrary.org/obo/CHEBI_35727,Triazoles,,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/CHEBI_6076,Itraconazole,,ICZ,,http://purl.obolibrary.org/obo/CHEBI_35727,Triazoles,,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/CHEBI_64355,Posaconazole,,PZ,,http://purl.obolibrary.org/obo/CHEBI_35727,Triazoles,,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/CHEBI_10023,Voriconazole,,VCZ,,http://purl.obolibrary.org/obo/CHEBI_35727,Triazoles,,characteristicQualifier,Sample
