overallOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
37,lrsgpcch,_lab_rev_de.sas7bdat,,Gram-positive cocci in chains,,Sample,,,Gram-pos cocci in chains,"0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty",variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
38,lrsgndc,_lab_rev_de.sas7bdat,,Gram-negative diplococci,,Sample,,,Gram-neg diplococci,"0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty",variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
39,lrsgpcsi,_lab_rev_de.sas7bdat,,Gram-positive cocci single,,Sample,,,Gram-pos cocci single,"0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty",variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
40,lrsgnc,_lab_rev_de.sas7bdat,,Gram-negative cocci,,Sample,,,Gram-negative cocci,"0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty",variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
41,lrsgpr,_lab_rev_de.sas7bdat,,Gram-positive rods,,Sample,,,Gram-positive rods,"0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty",variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
42,lrsgpdc,_lab_rev_de.sas7bdat,,Gram-positive diplococci,,Sample,,,Gram-pos diplococci,"0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty",variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
43,lrsyeast,_lab_rev_de.sas7bdat,,"Yeast, by microscopy",,Sample,,,Yeasts,"0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty",variable,Induced sputum microbiology test > Raw test result > Raw Eukaryota data
44,lrssprst,_lab_rev_de.sas7bdat,,Sputum culture positive,,Sample,Induced sputum/endotracheal tube aspirate microbiology test,,Sputum culture result,"1 - Growth (proceed), 2 - No growth (Stop here and end form)",variable,
45,lrs01org,_lab_rev_de.sas7bdat,,"Organism, by culture",Organism code does not reflect confirmatory testing or clinical review.,Sample,Induced sputum/endotracheal tube aspirate microbiology test,,Organism 1 code,,variable,
47,lrs02org,_lab_rev_de.sas7bdat,,"Organism 2, by culture",Organism code does not reflect confirmatory testing or clinical review.,Sample,Induced sputum/endotracheal tube aspirate microbiology test,,Organism 2 code,,variable,
49,lrs03org,_lab_rev_de.sas7bdat,,"Organism 3, by culture",Organism code does not reflect confirmatory testing or clinical review.,Sample,Induced sputum/endotracheal tube aspirate microbiology test,,Organism 3 code,,variable,
51,lrs04org,_lab_rev_de.sas7bdat,,"Organism 4, by culture",Organism code does not reflect confirmatory testing or clinical review.,Sample,Induced sputum/endotracheal tube aspirate microbiology test,,Organism 4 code,,variable,
53,_lrt1serp_fin,_lab_rev_de.sas7bdat,,"Streptococcus pneumoniae serotype, by culture",,Sample,,,IS Cx ST 1 final,,variable,Induced sputum/endotracheal tube aspirate microbiology test > Bacteria
54,_lrt2serp_fin,_lab_rev_de.sas7bdat,,"Streptococcus pneumoniae serotype 2, by culture",,Sample,,,IS Cx ST 2 final,,variable,Induced sputum/endotracheal tube aspirate microbiology test > Bacteria
56,adeno_ct_ispcr,_lab_rev_de.sas7bdat,,"Adenovirus Ct value, by FTD Resp-33 result",,Sample,,,Adenovirus IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
57,hbov_ct_ispcr,_lab_rev_de.sas7bdat,,"Human bocavirus Ct value, by FTD Resp-33 result",,Sample,,,HBoV IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
58,cmv_ct_ispcr,_lab_rev_de.sas7bdat,,"Cytomegalovirus Ct value, by FTD Resp-33 result",,Sample,,,CMV IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
59,cor_229_ct_ispcr,_lab_rev_de.sas7bdat,,"Coronoavirus 229 Ct value, by FTD Resp-33 result",,Sample,,,Cor229 IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
60,cor_43_ct_ispcr,_lab_rev_de.sas7bdat,,"Coronoavirus 43 Ct value, by FTD Resp-33 result",,Sample,,,Cor43 IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
61,cor_63_ct_ispcr,_lab_rev_de.sas7bdat,,"Coronoavirus 63 Ct value, by FTD Resp-33 result",,Sample,,,Cor63 IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
62,cor_hku_ct_ispcr,_lab_rev_de.sas7bdat,,"Coronoavirus HKU Ct value, by FTD Resp-33 result",,Sample,,,CorHKU IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
63,pv_ev_ct_ispcr,_lab_rev_de.sas7bdat,,"Parechovirus/Enterovirus Ct value, by FTD Resp-33 result",,Sample,,,EV/PV IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
64,flu_a_ct_ispcr,_lab_rev_de.sas7bdat,,"Influenza A Ct value, by FTD Resp-33 result",,Sample,,,Flu A IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
65,flu_b_ct_ispcr,_lab_rev_de.sas7bdat,,"Influenza B Ct value, by FTD Resp-33 result",,Sample,,,Flu B IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
66,hmpv_a_b_ct_ispcr,_lab_rev_de.sas7bdat,,"Human metapneumonoviruses A/B Ct value, by FTD Resp-33 result",,Sample,,,HMPV A/B IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
67,m_pneu_ct_ispcr,_lab_rev_de.sas7bdat,,"Mycoplasma pneumoniae Ct value, by FTD Resp-33 result",,Sample,,,M.pneu IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
68,para_1_ct_ispcr,_lab_rev_de.sas7bdat,,"Parainfluenza A Ct value, by FTD Resp-33 result",,Sample,,,Para1 IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
69,para_2_ct_ispcr,_lab_rev_de.sas7bdat,,"Parainfluenza B Ct value, by FTD Resp-33 result",,Sample,,,Para2 IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
70,para_3_ct_ispcr,_lab_rev_de.sas7bdat,,"Parainfluenza C Ct value, by FTD Resp-33 result",,Sample,,,Para3 IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
71,para_4_ct_ispcr,_lab_rev_de.sas7bdat,,"Parainfluenza D Ct value, by FTD Resp-33 result",,Sample,,,Para4 IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
72,rsv_ct_ispcr,_lab_rev_de.sas7bdat,,"Human respiratory syncytial viruses A/B Ct value, by FTD Resp-33 result",,Sample,,,RSV A/B IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
73,rhino_ct_ispcr,_lab_rev_de.sas7bdat,,"Rhinovirus Ct value, by FTD Resp-33 result",,Sample,,,Rhino IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
74,bope_ct_ispcr,_lab_rev_de.sas7bdat,,"Bordetella pertussis Ct value, by FTD Resp-33 result",,Sample,,,Bordatella IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
75,c_pneu_ct_ispcr,_lab_rev_de.sas7bdat,,"Chlamydophila pneumoniae Ct value, by FTD Resp-33 result",,Sample,,,C.pneu IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
76,flu_c_ct_ispcr,_lab_rev_de.sas7bdat,,"Influenza C Ct value, by FTD Resp-33 result",,Sample,,,Flu C IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw virus data
77,hinf_ct_ispcr,_lab_rev_de.sas7bdat,,"Haemophilus influenzae Ct value, by FTD Resp-33 result",,Sample,,,H.inf IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
78,hib_ct_ispcr,_lab_rev_de.sas7bdat,,"Haemophilus influenzae type B Ct value, by FTD Resp-33 result",,Sample,,,HiB IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
79,legs_ct_ispcr,_lab_rev_de.sas7bdat,,"Legionella Ct value, by FTD Resp-33 result",,Sample,,,Legio IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
80,mcat_ct_ispcr,_lab_rev_de.sas7bdat,,"Moraxella catarrhalis (Branhamella catarrhalis) Ct value, by FTD Resp-33 result",,Sample,,,Moraxella Catarrhalis IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
81,pcp_ct_ispcr,_lab_rev_de.sas7bdat,,"Pneumocystis jiroveci Ct value, by FTD Resp-33 result",,Sample,,,PCP IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw eukaryota data
82,saur_ct_ispcr,_lab_rev_de.sas7bdat,,"Staphylococcus aureus Ct value, by FTD Resp-33 result",,Sample,,,S.aur IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
83,pneu_ct_ispcr,_lab_rev_de.sas7bdat,,"Streptococcus pneumoniae Ct value, by FTD Resp-33 result",,Sample,,,S.pneu IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
84,sasp_ct_ispcr,_lab_rev_de.sas7bdat,,"Salmonella species Ct value, by FTD Resp-33 result",,Sample,,,Salmonella IS PCR Ct value,,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
85,adeno_sqty_ispcr,_lab_rev_de.sas7bdat,,"Adenovirus (copies/mL), by FTD Resp-33 result",,Sample,,,Adenovirus IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
86,hbov_sqty_ispcr,_lab_rev_de.sas7bdat,,"Human bocavirus (copies/mL), by FTD Resp-33 result",,Sample,,,HBoV IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
87,cmv_sqty_ispcr,_lab_rev_de.sas7bdat,,"Cytomegalovirus (copies/mL), by FTD Resp-33 result",,Sample,,,CMV IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
88,cor_229_sqty_ispcr,_lab_rev_de.sas7bdat,,"Coronoavirus 229 (copies/mL), by FTD Resp-33 result",,Sample,,,Cor229 IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
89,cor_43_sqty_ispcr,_lab_rev_de.sas7bdat,,"Coronoavirus 43 (copies/mL), by FTD Resp-33 result",,Sample,,,Cor43 IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
90,cor_63_sqty_ispcr,_lab_rev_de.sas7bdat,,"Coronoavirus 63 (copies/mL), by FTD Resp-33 result",,Sample,,,Cor63 IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
91,cor_hku_sqty_ispcr,_lab_rev_de.sas7bdat,,"Coronoavirus HKU (copies/mL), by FTD Resp-33 result",,Sample,,,CorHKU IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
92,pv_ev_sqty_ispcr,_lab_rev_de.sas7bdat,,"Parechovirus/Enterovirus (copies/mL), by FTD Resp-33 result",,Sample,,,EV/PV IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
93,flu_a_sqty_ispcr,_lab_rev_de.sas7bdat,,"Influenza A (copies/mL), by FTD Resp-33 result",,Sample,,,Flu A IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
94,flu_b_sqty_ispcr,_lab_rev_de.sas7bdat,,"Influenza B (copies/mL), by FTD Resp-33 result",,Sample,,,Flu B IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
95,hmpv_a_b_sqty_ispcr,_lab_rev_de.sas7bdat,,"Human metapneumonoviruses A/B (copies/mL), by FTD Resp-33 result",,Sample,,,HMPV A/B IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
96,m_pneu_sqty_ispcr,_lab_rev_de.sas7bdat,,"Mycoplasma pneumoniae (copies/mL), by FTD Resp-33 result",,Sample,,,M.pneu IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
97,para_1_sqty_ispcr,_lab_rev_de.sas7bdat,,"Parainfluenza A (copies/mL), by FTD Resp-33 result",,Sample,,,Para1 IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
98,para_2_sqty_ispcr,_lab_rev_de.sas7bdat,,"Parainfluenza B (copies/mL), by FTD Resp-33 result",,Sample,,,Para2 IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
99,para_3_sqty_ispcr,_lab_rev_de.sas7bdat,,"Parainfluenza c (copies/mL), by FTD Resp-33 result",,Sample,,,Para3 IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
100,para_4_sqty_ispcr,_lab_rev_de.sas7bdat,,"Parainfluenza D (copies/mL), by FTD Resp-33 result",,Sample,,,Para4 IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
101,rsv_sqty_ispcr,_lab_rev_de.sas7bdat,,"Human respiratory syncytial viruses A/B (copies/mL), by FTD Resp-33 result",,Sample,,,RSV A/B IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
102,rhino_sqty_ispcr,_lab_rev_de.sas7bdat,,"Rhinovirus (copies/mL), by FTD Resp-33 result",,Sample,,,Rhino IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
103,bope_sqty_ispcr,_lab_rev_de.sas7bdat,,"Bordetella pertussis (copies/mL), by FTD Resp-33 result",,Sample,,,Bordatella IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
104,c_pneu_sqty_ispcr,_lab_rev_de.sas7bdat,,"Chlamydophila pneumoniae (copies/mL), by FTD Resp-33 result",,Sample,,,C.pneu IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
105,flu_c_sqty_ispcr,_lab_rev_de.sas7bdat,,"Influenza C (copies/mL), by FTD Resp-33 result",,Sample,,,Flu C IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw virus data
106,hinf_sqty_ispcr,_lab_rev_de.sas7bdat,,"Haemophilus influenzae (copies/mL), by FTD Resp-33 result",,Sample,,,H.inf IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
107,hib_sqty_ispcr,_lab_rev_de.sas7bdat,,"Haemophilus influenzae type B (copies/mL), by FTD Resp-33 result",,Sample,,,HiB IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
108,legs_sqty_ispcr,_lab_rev_de.sas7bdat,,"Legionella (copies/mL), by FTD Resp-33 result",,Sample,,,Legio IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
109,mcat_sqty_ispcr,_lab_rev_de.sas7bdat,,"Moraxella catarrhalis (Branhamella catarrhalis) (copies/mL), by FTD Resp-33 result",,Sample,,,Moraxella Catarrhalis IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
110,pcp_sqty_ispcr,_lab_rev_de.sas7bdat,,"Pneumocystis jiroveci (copies/mL), by FTD Resp-33 result",,Sample,,,PCP IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw eukaryota data
111,saur_sqty_ispcr,_lab_rev_de.sas7bdat,,"Staphylococcus aureus (copies/mL), by FTD Resp-33 result",,Sample,,,S.aur IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
112,pneu_sqty_ispcr,_lab_rev_de.sas7bdat,,"Streptococcus pneumoniae (copies/mL), by FTD Resp-33 result",,Sample,,,S.pneu IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
113,sasp_sqty_ispcr,_lab_rev_de.sas7bdat,,"Salmonella species (copies/mL), by FTD Resp-33 result",,Sample,,,Salmonella IS PCR standardized quantity (copies/ml),,variable,Induced sputum microbiology test > Raw test result > Raw bacteria data
114,adeno_ispcr,_lab_rev_de.sas7bdat,,"Adenovirus, by FTD Resp-33",,Sample,,,Adenovirus induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
115,bope_ispcr,_lab_rev_de.sas7bdat,,"Bordetella pertussis, by FTD Resp-33",,Sample,,,Bordatella induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
116,cmv_ispcr,_lab_rev_de.sas7bdat,,"Cytomegalovirus, by FTD Resp-33",,Sample,,,CMV induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
117,cor_229_ispcr,_lab_rev_de.sas7bdat,,"Coronoavirus 229, by FTD Resp-33",,Sample,,,Cor229 induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
118,cor_43_ispcr,_lab_rev_de.sas7bdat,,"Coronoavirus 43, by FTD Resp-33",,Sample,,,Cor43 induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
119,cor_63_ispcr,_lab_rev_de.sas7bdat,,"Coronoavirus 63, by FTD Resp-33",,Sample,,,Cor63 induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
120,cor_hku_ispcr,_lab_rev_de.sas7bdat,,"Coronoavirus HKU, by FTD Resp-33",,Sample,,,CorHKU induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
121,c_pneu_ispcr,_lab_rev_de.sas7bdat,,"Chlamydophila pneumoniae, by FTD Resp-33",,Sample,,,C.pneu induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
122,flu_c_ispcr,_lab_rev_de.sas7bdat,,"Influenza C, by FTD Resp-33",,Sample,,,Flu C induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
123,hbov_ispcr,_lab_rev_de.sas7bdat,,"Human bocavirus, by FTD Resp-33",,Sample,,,HBoV induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
124,hib_ispcr,_lab_rev_de.sas7bdat,,"Haemophilus influenzae type B, by FTD Resp-33",,Sample,,,HiB induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
125,hinf_ispcr,_lab_rev_de.sas7bdat,,"Haemophilus influenzae, by FTD Resp-33",,Sample,,,H.inf induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
126,hmpv_a_b_ispcr,_lab_rev_de.sas7bdat,,"Human metapneumonoviruses A/B, by FTD Resp-33",,Sample,,,HMPV A/B induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
127,flu_a_ispcr,_lab_rev_de.sas7bdat,,"Influenza A, by FTD Resp-33",,Sample,,,Flu A induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
128,flu_b_ispcr,_lab_rev_de.sas7bdat,,"Influenza B, by FTD Resp-33",,Sample,,,Flu B induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
129,legs_ispcr,_lab_rev_de.sas7bdat,,"Legionella, by FTD Resp-33",,Sample,,,Legio induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
130,mcat_ispcr,_lab_rev_de.sas7bdat,,"Moraxella catarrhalis (Branhamella catarrhalis), by FTD Resp-33",,Sample,,,Moraxella Catarrhalis induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
131,m_pneu_ispcr,_lab_rev_de.sas7bdat,,"Mycoplasma pneumoniae, by FTD Resp-33",,Sample,,,M.pneu induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
132,para_1_ispcr,_lab_rev_de.sas7bdat,,"Parainfluenza A, by FTD Resp-33",,Sample,,,Para1 induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
133,para_2_ispcr,_lab_rev_de.sas7bdat,,"Parainfluenza B, by FTD Resp-33",,Sample,,,Para2 induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
134,para_3_ispcr,_lab_rev_de.sas7bdat,,"Parainfluenza c, by FTD Resp-33",,Sample,,,Para3 induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
135,para_4_ispcr,_lab_rev_de.sas7bdat,,"Parainfluenza D, by FTD Resp-33",,Sample,,,Para4 induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
136,pcp_ispcr,_lab_rev_de.sas7bdat,,"Pneumocystis jiroveci, by FTD Resp-33",,Sample,,,PCP induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Eukaryota
137,pneu_ispcr,_lab_rev_de.sas7bdat,,"Streptococcus pneumoniae, by FTD Resp-33",,Sample,,,S.pneu induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
138,pv_ev_ispcr,_lab_rev_de.sas7bdat,,"Parechovirus/Enterovirus, by FTD Resp-33",,Sample,,,EV/PV induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
139,rhino_ispcr,_lab_rev_de.sas7bdat,,"Rhinovirus, by FTD Resp-33",,Sample,,,Rhino induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
140,rsv_ispcr,_lab_rev_de.sas7bdat,,"Human respiratory syncytial viruses A/B, by FTD Resp-33",,Sample,,,RSV A/B induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Virus
141,sasp_ispcr,_lab_rev_de.sas7bdat,,"Salmonella species, by FTD Resp-33",,Sample,,,Salmonella induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
142,saur_ispcr,_lab_rev_de.sas7bdat,,"Staphylococcus aureus, by FTD Resp-33",,Sample,,,S.aur induced sputum PCR positive,0 = No 1 = Yes,value,Induced sputum microbiology test > Bacteria
143,adeno_ct_nppcr,_lab_rev_de.sas7bdat,,"Adenovirus Ct value, by FTD Resp-33 result",,Sample,,,Adenovirus NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
144,hbov_ct_nppcr,_lab_rev_de.sas7bdat,,"Human bocavirus Ct value, by FTD Resp-33 result",,Sample,,,HBoV NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
145,cmv_ct_nppcr,_lab_rev_de.sas7bdat,,"Cytomegalovirus Ct value, by FTD Resp-33 result",,Sample,,,CMV NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
146,cor_229_ct_nppcr,_lab_rev_de.sas7bdat,,"Coronoavirus 229 Ct value, by FTD Resp-33 result",,Sample,,,Cor229 NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
147,cor_43_ct_nppcr,_lab_rev_de.sas7bdat,,"Coronoavirus 43 Ct value, by FTD Resp-33 result",,Sample,,,Cor43 NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
148,cor_63_ct_nppcr,_lab_rev_de.sas7bdat,,"Coronoavirus 63 Ct value, by FTD Resp-33 result",,Sample,,,Cor63 NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
149,cor_hku_ct_nppcr,_lab_rev_de.sas7bdat,,"Coronoavirus HKU Ct value, by FTD Resp-33 result",,Sample,,,CorHKU NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
150,pv_ev_ct_nppcr,_lab_rev_de.sas7bdat,,"Parechovirus/Enterovirus Ct value, by FTD Resp-33 result",,Sample,,,EV/PV NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
151,flu_a_ct_nppcr,_lab_rev_de.sas7bdat,,"Influenza A Ct value, by FTD Resp-33 result",,Sample,,,Flu A NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
152,flu_b_ct_nppcr,_lab_rev_de.sas7bdat,,"Influenza B Ct value, by FTD Resp-33 result",,Sample,,,Flu B NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
153,hmpv_a_b_ct_nppcr,_lab_rev_de.sas7bdat,,"Human metapneumonoviruses A/B Ct value, by FTD Resp-33 result",,Sample,,,HMPV A/B NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
154,m_pneu_ct_nppcr,_lab_rev_de.sas7bdat,,"Mycoplasma pneumoniae Ct value, by FTD Resp-33 result",,Sample,,,M.pneu NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw bacteria data
155,para_1_ct_nppcr,_lab_rev_de.sas7bdat,,"Parainfluenza A Ct value, by FTD Resp-33 result",,Sample,,,Para1 NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
156,para_2_ct_nppcr,_lab_rev_de.sas7bdat,,"Parainfluenza B Ct value, by FTD Resp-33 result",,Sample,,,Para2 NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
157,para_3_ct_nppcr,_lab_rev_de.sas7bdat,,"Parainfluenza c Ct value, by FTD Resp-33 result",,Sample,,,Para3 NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
158,para_4_ct_nppcr,_lab_rev_de.sas7bdat,,"Parainfluenza D Ct value, by FTD Resp-33 result",,Sample,,,Para4 NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
159,rsv_ct_nppcr,_lab_rev_de.sas7bdat,,"Human respiratory syncytial viruses A/B Ct value, by FTD Resp-33 result",,Sample,,,RSV A/B NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
160,rhino_ct_nppcr,_lab_rev_de.sas7bdat,,"Rhinovirus Ct value, by FTD Resp-33 result",,Sample,,,Rhino NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
161,bope_ct_nppcr,_lab_rev_de.sas7bdat,,"Bordetella pertussis Ct value, by FTD Resp-33 result",,Sample,,,Bordatella NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw bacteria data
162,c_pneu_ct_nppcr,_lab_rev_de.sas7bdat,,"Chlamydophila pneumoniae Ct value, by FTD Resp-33 result",,Sample,,,C.pneu NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw bacteria data
163,flu_c_ct_nppcr,_lab_rev_de.sas7bdat,,"Influenza C Ct value, by FTD Resp-33 result",,Sample,,,Flu C NP PCR Ct value,,variable,Nasopharyngeal/oropharyngeal microbiology test > Raw test result > Raw virus data
