"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI"
"http://purl.obolibrary.org/obo/EUPATH_0011234","Total diphtheria, pertussis, and tetanus (DPT) vaccine doses","2","_dtpdoses_enr","_clin_rev_de","Number of doses received at the point of enrollment, regardless of timing of the dose.","Participant","Aggregated immunization and prevention data","http://purl.obolibrary.org/obo/EUPATH_0011471","Total number of DTP doses received, at enrollment","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0011394","Total pneumococcal conjugate vaccine (PCV) doses","12","_pcvdoses_enr","_clin_rev_de","Number of doses received at the point of enrollment, regardless of timing of the dose.","Participant","Aggregated immunization and prevention data","http://purl.obolibrary.org/obo/EUPATH_0011471","Total number of PCV doses received, at enrollment","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033152","Breastfeeding duration (months)","","_bfduration","_clin_rev_de","Number of months of breastfeeding with or without other food sources","Participant","Breastfeeding summary","http://purl.obolibrary.org/obo/EUPATH_0011690","Number of months of breastfeeding (any)","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033181","Exclusive breastfeeding duration","","_totexclu","_clin_rev_de","Number of months of exclusive breastfeeding","Participant","Breastfeeding summary","http://purl.obolibrary.org/obo/EUPATH_0011690","Number of months of exclusive breastfeeding","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033109","Admitted for pneumonia","6","chxadmp","_clin_rev_de","Ever admitted to the hospital for pneumonia since birth.","Participant","Clinical history","http://purl.obolibrary.org/obo/OGMS_0000015","Admitted for pneumonia","0 - No, 1 - Yes, 8 - UNK","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033110","Admitted since birth","7","chxadm","_clin_rev_de","Ever admitted to the hospital since birth.","Participant","Clinical history","http://purl.obolibrary.org/obo/OGMS_0000015","Admitted since birth","0 - No, 1 - Yes, 8 - UNK","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033191","HIV exposed","4","_hiv_exposed","_clin_rev_de","","Participant","Clinical history","http://purl.obolibrary.org/obo/OGMS_0000015","HIV exposed","1=HIV exposed, infected; 2=HIV exposed uninfected; 3=HIV unexposed, uninfected; 4=HIV presumably unexposed, uninfected; 5=HIV unknown exposure, uninfected; 6=HIV exposed, unknown HIV status; 7=HIV une","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033192","HIV exposed categorization","5","_hiv_exposed_cat","_clin_rev_de","","Participant","Clinical history","http://purl.obolibrary.org/obo/OGMS_0000015","HIV exposure (collapsed)","1 = HIV infected; 2 = HIV exposed uninfected; 3 = HIV unexposed uninfected; 8 = HIV unknown","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033193","HIV status","3","_hiv","_clin_rev_de","","Participant","Clinical history","http://purl.obolibrary.org/obo/OGMS_0000015","HIV status","0=Negative; 1=Positive; 8=Unconfirmed","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033231","Prophylactic cotrimoxazole","1","chxproph","_clin_rev_de","","Participant","Clinical history","http://purl.obolibrary.org/obo/OGMS_0000015","Cotrimoxazole prophylaxis","0 - No, 1 - Yes, 8 - UNK","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033279","Wheezing ever diagnosed","2","chxwhzdx","_clin_rev_de","Ever diagnosed with wheezing. Based on parental recall. Collected for both cases and controls.","Participant","Clinical history","http://purl.obolibrary.org/obo/OGMS_0000015","Wheezing diagnosis","0 - No, 1 - Yes, 8 - UNK","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000150","Death date","","cmrdthdt","_clin_rev_de","","Participant","Death information","http://purl.obolibrary.org/obo/EUPATH_0000671","Date of death","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033451","Died during hospitalization","8","_hospdied","_clin_rev_de","Died during hospitalization","Participant","Death information","http://purl.obolibrary.org/obo/EUPATH_0000671","Died while in hospital","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033172","Died within 30 days of admission","","_died_30d_adm","_clin_rev_de","Died in hospital or within 30 days of admission.","Participant","Death information","http://purl.obolibrary.org/obo/EUPATH_0000671","Died within 30 days of admission","1=Died within 30 days of admission 0=Alive at 30 days of admission 8=Unknown vital status at 30 days","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033173","Died within 30 days of discharge","","_died_30d_disch","_clin_rev_de","Died in hospital or within 30 days of discharge.","Participant","Death information","http://purl.obolibrary.org/obo/EUPATH_0000671","Died within 30 days of discharge","1=Died within 30 days of discharge 0=Alive at 30 days of discharge 8=Unknown vital status at 30 days","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010067","Place of death","","cmrlocat","_clin_rev_de","Died at study facility during case enrollment or post-discharge. Restricted to cases who died.","Participant","Death information","http://purl.obolibrary.org/obo/EUPATH_0000671","Die at study facility","0 - No, 1 - Yes, 8 - UNK","variable","","",""
"http://www.ebi.ac.uk/efo/EFO_0004950","Birth date","1","_dob","_clin_rev_de","","Participant","Demographics","http://purl.obolibrary.org/obo/EUPATH_0010981","Date of birth","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000671","Death information","3","","","","Participant","Demographics","http://purl.obolibrary.org/obo/EUPATH_0010981","","","category","","",""
"http://purl.obolibrary.org/obo/PATO_0000047","Sex","2","_sex","_clin_rev_de","","Participant","Demographics","http://purl.obolibrary.org/obo/EUPATH_0010981","Sex of the child: 0=Male 1=Female","0=Male 1=Female","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033153","Bronchodilator challenge","7","elcreqbd","_clin_rev_de","Was a bronchodilator challenge performed. Only applicable for cases with severe pneumonia who had lower chest wall indrawing and ausculatory wheeze at admission.","Participant","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","Required BD doses","1 - Yes, 8 - N/A (e.g. met quota or not during the hours of enrollment), 9 - No, pending","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033158","Chest indrawing after bronchodilator challenge","9","elclcwbd","_clin_rev_de","To be eligible as a case, participant must have very severe pneumonia or have severe pneumonia with chest indrawing after bronchodilator challenge","Participant","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","Lower chest wall indraw after BD","0 - No, 1 - Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033159","Chest indrawing and wheezing","6","elcwhz","_clin_rev_de","Only collected for cases with evidence of chest wall indrawing without pneumonia danger signs. Observed by clinician at admission to inform eligibility status.","Participant","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","LCWI and wheeze","0 - No, 1 - Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033168","Cough or difficulty breathing","1","elsill","_clin_rev_de","To be eligible as a case, must be yes.","Participant","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","Ill with cough","0 - No, 1 - Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033212","Multiple or prolonged convulsions","4","_mpconvul","_clin_rev_de","Multiple defined as 2 or more episodes. Prolonged defined as 15 or more minutes in duration. Only collected for cases. Observed by clinician at admission to inform eligibility status.","Participant","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","Multiple/prolonged convulsions at admission","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033104","Respiratory tract infection","10","_ari","_clin_rev_de","Respiratory tract illness was defined as presence of cough or runny nose, or if a child had (1) at least 1 of ear discharge, wheezing, or difficulty breathing and (2) either a measured temperature of >38.0°C within the previous 48 hours or a history of sore throat.","Participant","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","Acute respiratory infection (ARI)","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032053","Severe or very severe pneumonia eligibility","2","","","Severe pneumonia was defined as cough or difficulty breathing with lower chest wall indrawing. Very severe pneumonia was defined as cough or difficulty breathing and at least one of the following signs: central cyanosis, difficulty breastfeeding or drinking, vomiting everything, multiple or prolonged convulsions, lethargy or unconsciousness, or head nodding.","Participant","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","","","multifilter","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033268","Very severe case-defining symptoms","3","_vs_syndrome","_clin_rev_de","","Participant","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","Very severe case-defining symptom(s)","1=Head nodding; 2=Central cyanosis; 3=Unable to feed; 4=Vomiting everything; 5=Lethargic; 6=Convulsions; 7=Two symptoms; 8=Three or more symptoms","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033269","Very severe pneumonia","5","elcvspn","_clin_rev_de","Only relevant for cases.","Participant","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","Very severe pneumonia","0 - No, 1 - Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033277","Wheezing after bronchodilator challenge","8","elcwhzbd","_clin_rev_de","Was wheezing present after bronchodilator challenge. Only applicable for cases with severe pneumonia who had lower chest wall indrawing and ausculatory wheeze at admission.","Participant","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","Wheeze after BD","0 - No, 1 - Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0011690","Breastfeeding summary","","","","","Participant","Feeding","http://purl.obolibrary.org/obo/EUPATH_0000678","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","8","","","","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0011471","Aggregated immunization and prevention data","6","","","","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010375","Case or control participant","1","_casecont","_clin_rev_de","HIV controls were only enrolled in South Africa and Zambia.","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","Case-control status","1=Case; 2=Community control; 3=HIV control","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033155","Case-control sub-classification","2","_casecont_sub","_clin_rev_de","Respiratory tract illness (RTI) was defined as presence of cough or runny nose, or if a child had (1) at least 1 of ear discharge, wheezing, or difficulty breathing and (2) either a measured temperature of >38.0¬∞C within the previous 48 hours or a history of sore throat.","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","Case-control sub-classification","1=Control without RTI 2=Control with RIT","variable","","",""
"http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","4","","","","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","3","","","","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000678","Feeding","5","","","","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000307","Participant study details","7","","","","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000151","Enrollment date","","enrldate","_clin_rev_de","","Participant","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","PERCH Enrollment Date","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033156","Central cyanosis","3","elccentr","_clin_rev_de","Only collected for cases. Observed by clinician at admission to inform eligibility status.","Participant","Severe or very severe pneumonia eligibility","http://purl.obolibrary.org/obo/EUPATH_0032053","Central cyanosis","0 - No, 1 - Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033157","Chest indrawing","1","elclcwi","_clin_rev_de","Only collected for cases. Observed by clinician at admission to inform eligibility status.","Participant","Severe or very severe pneumonia eligibility","http://purl.obolibrary.org/obo/EUPATH_0032053","Lower chest wall indraw","0 - No, 1 - Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033190","Head nodding","2","elchead","_clin_rev_de","Only collected for cases. Observed by clinician at admission to inform eligibility status.","Participant","Severe or very severe pneumonia eligibility","http://purl.obolibrary.org/obo/EUPATH_0032053","Head nodding","0 - No, 1 - Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032058","Lethargic","6","_lethargic","_clin_rev_de","If the child was lethargic at admission, including 1) responds to voice, 2) responds to pain, or 3) unresponsive. Only collected for cases.","Participant","Severe or very severe pneumonia eligibility","http://purl.obolibrary.org/obo/EUPATH_0032053","Lethargic at admission","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033264","Unable to feed","4","elcfeed","_clin_rev_de","Only collected for cases. Inability to drink or breastfeed observed by clinician at admission to inform eligibility status.","Participant","Severe or very severe pneumonia eligibility","http://purl.obolibrary.org/obo/EUPATH_0032053","Unable to feed","0 - No, 1 - Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033271","Vomiting everything","5","elcvom","_clin_rev_de","Only collected for cases. Vomiting everything observed by clinician at admission to inform eligibility status.","Participant","Severe or very severe pneumonia eligibility","http://purl.obolibrary.org/obo/EUPATH_0032053","Vomiting","0 - No, 1 - Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000609","Sample","","","","","Sample","","http://www.w3.org/2002/07/owl#Thing","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032201","Acinetobacter, by culture","","_acin_bcx","_lab_rev_de","","Sample","Acinetobacter in blood","http://purl.obolibrary.org/obo/EUPATH_0033294","Acinetobacter Species blood culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032258","Acinetobacter baumannii, by bacteriology","3","_abau_iscxg","_lab_rev_de","","Sample","Acinetobacter in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032131","Acinetobacter baumannii induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032259","Acinetobacter baumannii, by culture","4","_abau_iscx","_lab_rev_de","","Sample","Acinetobacter in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032131","Acinetobacter Baumannii induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032260","Acinetobacter calcoaceticus, by bacteriology","5","_acal_iscxg","_lab_rev_de","","Sample","Acinetobacter in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032131","Acinetobacter calcoaceticus induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032261","Acinetobacter calcoaceticus, by culture","6","_acal_iscx","_lab_rev_de","","Sample","Acinetobacter in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032131","Acinetobacter Calcoaceticus induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032262","Acinetobacter lwoffii, by bacteriology","7","_alwo_iscxg","_lab_rev_de","","Sample","Acinetobacter in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032131","Acinetobacter lwoffii induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032263","Acinetobacter lwoffii, by culture","8","_alwo_iscx","_lab_rev_de","","Sample","Acinetobacter in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032131","Acinetobacter Lwoffii induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032264","Acinetobacter, by bacteriology","1","_acin_iscxg","_lab_rev_de","","Sample","Acinetobacter in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032131","Acinetobacter species induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032265","Acinetobacter, by culture","2","_acin_iscx","_lab_rev_de","","Sample","Acinetobacter in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032131","Acinetobacter Species induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032266","Aeromonas hydrophila, by bacteriology","","_aehy_iscxg","_lab_rev_de","","Sample","Aeromonas in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032132","Aeromonas hydrophila induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032267","Aeromonas hydrophila, by culture","","_aehy_iscx","_lab_rev_de","","Sample","Aeromonas in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032132","Aeromonas Hydrophila induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032268","Agregattibacter aphrophilus (Haemophilus aphrophilus), by bacteriology","","_agga_iscxg","_lab_rev_de","","Sample","Agregattibacter in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032133","Agregattibacter (haemophilus) aphrophilus induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032269","Agregattibacter aphrophilus (Haemophilus aphrophilus), by culture","","_agga_iscx","_lab_rev_de","","Sample","Agregattibacter in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032133","Agregattibacter (Haemophilus) Aphrophilus induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032612","Coronavirus 229, by multiplexed qPCR","","cor_229_ispcr","_lab_rev_de","","Sample","Alphacoronavirus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0033368","Cor229 induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032614","Coronavirus 63, by multiplexed qPCR","","cor_63_ispcr","_lab_rev_de","","Sample","Alphacoronavirus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0033368","Cor63 induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032718","Coronoavirus 229, by multiplexed qPCR","","cor_229_lapcr","_lab_rev_de","","Sample","Alphacoronavirus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0033370","Cor229 lung aspirate PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032720","Coronoavirus 63, by multiplexed qPCR","","cor_63_lapcr","_lab_rev_de","","Sample","Alphacoronavirus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0033370","Cor63 lung aspirate PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032810","Coronoavirus 229, by multiplexed qPCR","","cor_229_nppcr","_lab_rev_de","","Sample","Alphacoronavirus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0033372","Cor229 NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032812","Coronoavirus 63, by multiplexed qPCR","","cor_63_nppcr","_lab_rev_de","","Sample","Alphacoronavirus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0033372","Cor63 NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033075","Coronoavirus 229, by multiplexed qPCR","","cor_229_pfpcr","_lab_rev_de","","Sample","Alphacoronavirus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033374","Cor229 pleural fluid PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033077","Coronoavirus 63, by multiplexed qPCR","","cor_63_pfpcr","_lab_rev_de","","Sample","Alphacoronavirus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033374","Cor63 pleural fluid PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032620","Influenza A, by multiplexed qPCR","","flu_a_ispcr","_lab_rev_de","","Sample","Alphainfluenzavirus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0033287","Flu A induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032726","Influenza A, by multiplexed qPCR","","flu_a_lapcr","_lab_rev_de","","Sample","Alphainfluenzavirus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0033357","Flu A lung aspirate PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032818","Influenza A, by multiplexed qPCR","","flu_a_nppcr","_lab_rev_de","","Sample","Alphainfluenzavirus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0033333","Flu A NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033083","Influenza A, by multiplexed qPCR","","flu_a_pfpcr","_lab_rev_de","","Sample","Alphainfluenzavirus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033349","Flu A pleural fluid PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032990","Antibiotic activity sample type","","laasptyp","_clin_rev_de","","Sample","Antibiotic activity test","http://purl.obolibrary.org/obo/EUPATH_0032197","LAA specimen type","1 - Serum, 2 - Urine","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032991","Zone of inhibition diameter (mm)","","laainhzn","_clin_rev_de","","Sample","Antibiotic activity test","http://purl.obolibrary.org/obo/EUPATH_0032197","Diameter inhibition zone","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032992","Zone of inhibition diameter >6 mm","","_abxserum","_clin_rev_de","","Sample","Antibiotic activity test","http://purl.obolibrary.org/obo/EUPATH_0032197","Serum antibiotic activity: zone of inhibition diameter > 6mm","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033294","Acinetobacter in blood","5","","","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032202","Any bacteria, by culture","1","_anybac_all_bcx","_lab_rev_de","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","Any bacteria blood culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032203","Any noncontaminant bacteria, by culture","2","_anybac_noncontam_bcx","_lab_rev_de","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","Any noncontaminant bacteria blood culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033296","Enterobacter in blood","6","","","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032205","Enterobacteriaceae, by culture","7","_entrb_gp_bcx","_lab_rev_de","E. coli, Klebsiella pneumoniae, and/or Enterobacter cloacae","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","Enterobacteriaceae on blood culture (organism grouping; E. coli, Klebsiella pneumoniae, Enterobacter cloacae)","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033297","Enterococcus in blood","8","","","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033298","Escherichia in blood","9","","","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033303","Haemophilus in blood","10","","","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033299","Klebsiella in blood","11","","","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033300","Moraxella in blood","12","","","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033301","Neisseria in blood","13","","","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032217","Other Streptococci and Enterobacteriaceae, by culture","4","_othstr_gp_bcx","_lab_rev_de","Entercoccus faecium and/or Streptococcus Group A","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","Other Streptococci and Enterobacteriaceae on blood culture (organism grouping: Entercoccus faecium, Streptococcus Group A)","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032216","Other non-fermentative gram-negative rods, by culture","3","_nfgnr_gp_bcx","_lab_rev_de","Acinetobacter, Pseudomonas aeroginosa, Pseudomonas species, Pasteurella species, and/or Pseudomonas stutzeri","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","Other non-fermentative gram-negative rods on blood culture (organism grouping: Acinetobacter, Pseudomonas aeroginosa, Pseudomonas species, Pasteurella species, Pseudomonas stutzeri)","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033306","Pseudomonas in blood","14","","","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033304","Salmonella in blood","15","","","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033302","Staphylococcus in blood","16","","","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033305","Streptococcus in blood","17","","","","Sample","Bacteria in blood","http://purl.obolibrary.org/obo/EUPATH_0033293","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032131","Acinetobacter in induced sputum","7","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032132","Aeromonas in induced sputum","8","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032133","Agregattibacter in induced sputum","9","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032272","Any noncontaminant bacteria, by culture","1","_anybac_noncontam_iscx","_lab_rev_de","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","Any noncontaminant bacteria induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032273","Any noncontaminant bacteria, by multiplexed qPCR","2","_anybac_noncontam_ispcr","_lab_rev_de","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","Any noncontaminant bacteria induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032135","Bordetella in induced sputum","10","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032136","Burkholderia in induced sputum","11","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032138","Chlamydophila in induced sputum","12","","","","Sample","Bacteria in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032002","","","multifilter category","","",""
