ID	Name	EuPathDBLabel	Definition	EupathDefinition	Synonyms	URI
ENVO_01000597	pressure lamp		A pressure lamp is a portable paraffin or oil lamp in which fuel is forced up into the mantle or burner by air pressure in the reservoir, which can be increased by pumping with a plunger.			http://purl.obolibrary.org/obo/ENVO_01000597
ENVO_01000598	freshwater spring		A spring which emits fresh water.			http://purl.obolibrary.org/obo/ENVO_01000598
ENVO_01000599	river water		A spring which emits fresh water.			http://purl.obolibrary.org/obo/ENVO_01000599
ENVO_01000603	water truck		A water truck is a truck which transports water.			http://purl.obolibrary.org/obo/ENVO_01000603
ENVO_01001305	vegetated area		A vegetated area is a geographic feature which has ground cover dominated by plant communities.			http://purl.obolibrary.org/obo/ENVO_01001305
ENVO_02000072	mushroom					http://purl.obolibrary.org/obo/ENVO_02000072
EUPATH_0000001	building material		A material entity used to build a dwelling or part of a dwelling.			http://purl.obolibrary.org/obo/EUPATH_0000001
EUPATH_0000002	dwelling		A material entity for accommodation, such as a building, part of a building, caravan, houseboat or other mobile home. A tent is not normally considered to be substantial.			http://purl.obolibrary.org/obo/EUPATH_0000002
EUPATH_0000003	roof material		A building material used in the construction of a roof.			http://purl.obolibrary.org/obo/EUPATH_0000003
EUPATH_0000004	roof					http://purl.obolibrary.org/obo/EUPATH_0000004
EUPATH_0000005	material may be used for					http://purl.obolibrary.org/obo/EUPATH_0000005
EUPATH_0000006	floor material		A building material used in the construction of a floor			http://purl.obolibrary.org/obo/EUPATH_0000006
EUPATH_0000009	wall material		A building material used in the construction of a wall.			http://purl.obolibrary.org/obo/EUPATH_0000009
EUPATH_0000010	wall brick		A processed material shaped a small rectangular block typically made of clay mixed with sand and fired in a kiln or baked by the sun, used in building wall construction.			http://purl.obolibrary.org/obo/EUPATH_0000010
EUPATH_0000012	traditional house					http://purl.obolibrary.org/obo/EUPATH_0000012
EUPATH_0000013	modern house					http://purl.obolibrary.org/obo/EUPATH_0000013
EUPATH_0000014	numerical household wealth index		A data item of a household's cumulative living standard represented in a numerical datum. The wealth index is calculated using easy-to-collect data on a household's ownership of selected assets, such as televisions and bicycles; materials used for housing construction; and types of water access and sanitation facilities.			http://purl.obolibrary.org/obo/EUPATH_0000014
EUPATH_0000015	eaves		A processed material that is the bottom edge of a roof.  The primary function of the eaves is to keep rain water off the walls and to prevent the ingress of water at the junction where the roof meets the wall.  The secondary function is to control solar penetration; the eaves overhang can be designed to adjust the building's solar heat gain to suit the local climate, the latitude and orientation of the building, refer to passive solar building design. The eaves overhang may also shelter openings to ventilate the roof space.			http://purl.obolibrary.org/obo/EUPATH_0000015
EUPATH_0000016	open eaves					http://purl.obolibrary.org/obo/EUPATH_0000016
EUPATH_0000017	closed eaves					http://purl.obolibrary.org/obo/EUPATH_0000017
EUPATH_0000018	air brick		A brick with holes which is embedded in a wall to allow ventilation through it.			http://purl.obolibrary.org/obo/EUPATH_0000018
EUPATH_0000019	number of residents in a dwelling		A scalar measurements datum of resident in a dwelling.			http://purl.obolibrary.org/obo/EUPATH_0000019
EUPATH_0000022	household having electricity information		An information content entity to indicate whether a household has electricity in a dwelling.			http://purl.obolibrary.org/obo/EUPATH_0000022
EUPATH_0000023	cooking fuel material		A material entity that consists of fuel mainly used for cooking.			http://purl.obolibrary.org/obo/EUPATH_0000023
EUPATH_0000024	lighting material		A material entity that consists of an energy source for lighting.			http://purl.obolibrary.org/obo/EUPATH_0000024
EUPATH_0000025	number of rooms		number of rooms in a dwelling that may be of a particular type such as used for sleeping.			http://purl.obolibrary.org/obo/EUPATH_0000025
EUPATH_0000026	land area measured in acres		land area measured in acres: a scalar measurement datum of land measured in acres that may be of a particular type such as land owned by a household.			http://purl.obolibrary.org/obo/EUPATH_0000026
EUPATH_0000027	number of meals per day		A scalar measurement datum of meals per day in a household			http://purl.obolibrary.org/obo/EUPATH_0000027
EUPATH_0000028	number of days eating meat in a week		A scalar measurement datum of days eating meat in a  week in a household			http://purl.obolibrary.org/obo/EUPATH_0000028
EUPATH_0000029	frequency of not satisfying food needs		how often problems satisfying food needs in a household			http://purl.obolibrary.org/obo/EUPATH_0000029
EUPATH_0000030	distance to health facility in km		A length measurement datum of the distance in kilometers to from a dwelling to the nearest health facility.			http://purl.obolibrary.org/obo/EUPATH_0000030
EUPATH_0000032	date of birth					http://purl.obolibrary.org/obo/EUPATH_0000032
EUPATH_0000033	glucose 6 phosphate dehydrogenase genotype		A genotype information which is about the presence of certain genetic variants of glucose-6-phosphate dehydrogenase.			http://purl.obolibrary.org/obo/EUPATH_0000033
EUPATH_0000034	alpha thalassemia genotype		A genotype information which is about the presence and degree of alpha-thalassemia, a form of thalassemia involving the number of functional HBA1 and HBA2 genes.			http://purl.obolibrary.org/obo/EUPATH_0000034
EUPATH_0000035	sickle hemoglobin genotype		A genotype information which is about the presence of sickle-cell hemoglobin (HbS), an abnormal form of hemoglobin which is the oxygen-carrying protein within the red blood cells.			http://purl.obolibrary.org/obo/EUPATH_0000035
EUPATH_0000036	diagnosis of malaria					http://purl.obolibrary.org/obo/EUPATH_0000036
EUPATH_0000037	presence of bacteria in the blood		A phenotypic abnormality of the presence of bacteria in the blood.			http://purl.obolibrary.org/obo/EUPATH_0000037
EUPATH_0000038	diagnosis of uncomplicated malaria		A diagnosis of malaria without evidence of complicated malaria.			http://purl.obolibrary.org/obo/EUPATH_0000038
EUPATH_0000039	presence of virus in the blood		A phenotypic abnormality of the presence of a virus in the blood. It is a medical condition where viruses enter the bloodstream and hence have access to the rest of the body.			http://purl.obolibrary.org/obo/EUPATH_0000039
EUPATH_0000040	diagnosis of complicated malaria		A diagnosis of malaria with the presence of any danger signs including inability to sit up or stand, vomiting everything, unable to breastfeed or drink and lethargy or meeting criteria for severe malaria.			http://purl.obolibrary.org/obo/EUPATH_0000040
EUPATH_0000041	diagnosis of complicated malaria with high parasite density					http://purl.obolibrary.org/obo/EUPATH_0000041
EUPATH_0000042	diagnoses of complicated malaria with danger signs		A diagnosis of complicated malaria with signs and symptoms, such as inability to sit up or stand, vomiting everything, unable to breastfeed or drink, lethargy, which are not listed as WHO criteria used to diagnose severe malaria.			http://purl.obolibrary.org/obo/EUPATH_0000042
EUPATH_0000043	diagnosis of severe malaria		A diagnosis of complicated malaria based on WHO criteria that include the presence of parasite infections, most commonly P.falciparum, and any one or more of symptoms/signs of serious organ failures or abnormalities, including cerebral malaria, severe anemia, generalized convulsions, hypoglycemia, respiratory distress, fluid and electrolyte disturbances, acute renal failure, ARDS, circulatory collapse, abnormal bleeding, and Jaundice.			http://purl.obolibrary.org/obo/EUPATH_0000043
EUPATH_0000044	symptom or sign of					http://purl.obolibrary.org/obo/EUPATH_0000044
EUPATH_0000045	severe malaria					http://purl.obolibrary.org/obo/EUPATH_0000045
EUPATH_0000046	severe malaria symptom or sign		A symptom or sign that is used for the diagnosis of severe malaria based on World Health Organization (WHO) criteria.			http://purl.obolibrary.org/obo/EUPATH_0000046
EUPATH_0000047	hemoglobin level in gm per dL		A scalar measurement datum about the level of hemoglobin in the blood with a value in units of g/dl.			http://purl.obolibrary.org/obo/EUPATH_0000047
EUPATH_0000048	blood smear reading as positive or negative		A categorical measurement datum that indicates the presence of asexual parasites in blood cells by microscopy using a value of positive or negative.			http://purl.obolibrary.org/obo/EUPATH_0000048
EUPATH_0000049	clinical visit		A planned process in which a patient is seen by a medical practitioner.			http://purl.obolibrary.org/obo/EUPATH_0000049
EUPATH_0000050	routine clinical visit		A clinical visit that is primarily for a regular examination.			http://purl.obolibrary.org/obo/EUPATH_0000050
EUPATH_0000051	human participant under investigation					http://purl.obolibrary.org/obo/EUPATH_0000051
EUPATH_0000053	dwelling ventilation		A material entity whichis part of a dwelling for providing fresh air to the dwelling.			http://purl.obolibrary.org/obo/EUPATH_0000053
EUPATH_0000054	subcounty in Uganda		A geographical location which is part of Uganda.			http://purl.obolibrary.org/obo/EUPATH_0000054
EUPATH_0000055	CDC light trap assay					http://purl.obolibrary.org/obo/EUPATH_0000055
EUPATH_0000056	medication role		A role borne by some material entity which can be delivered/administrated into some organisms and the role is realized during clinical treatment process aiming to treat symptoms, signs or diagnosed disease.			http://purl.obolibrary.org/obo/EUPATH_0000056
EUPATH_0000057	medication material		A material entity that is bearer of a medication role.			http://purl.obolibrary.org/obo/EUPATH_0000057
EUPATH_0000058	malaria medication		A medication material intended to prevent or treat malaria.			http://purl.obolibrary.org/obo/EUPATH_0000058
EUPATH_0000059	non-malaria medication		A medication material intended to prevent or treat a disease other than malaria.			http://purl.obolibrary.org/obo/EUPATH_0000059
EUPATH_0000060	may treat		A relation between a medication material and a disease or symptom that it may treat.			http://purl.obolibrary.org/obo/EUPATH_0000060
EUPATH_0000061	has active ingredient		A relation between a drug product and (one of) its active ingredient.			http://purl.obolibrary.org/obo/EUPATH_0000061
EUPATH_0000062	quinine drug product		A drug product that has the chemical ingredient quinine and has antipyretic (fever-reducing), antimalarial, analgesic (painkilling), and anti-inflammatory properties.		quinine	http://purl.obolibrary.org/obo/EUPATH_0000062
EUPATH_0000063	artemether-lumefantrine drug product		A drug product that is the of combination artemether/lumefantrine (trade names Coartem and Riamet, Falcynate-LF). It is generally used for the treatment of acute uncomplicated Plasmodium falciparum malaria.		coartem,artemether-lumefantrine	http://purl.obolibrary.org/obo/EUPATH_0000063
EUPATH_0000064	clinical characteristics		A dependent continuant which is either disease or phenotypic abnormality.			http://purl.obolibrary.org/obo/EUPATH_0000064
EUPATH_0000087	household information		An information content entity is about household.			http://purl.obolibrary.org/obo/EUPATH_0000087
EUPATH_0000088	diagnosis of uncomplicated malaria in the 1st trimester of pregnancy		A diagnosis of uncomplicated malaria that occurs with the first trimester of pregnancy.			http://purl.obolibrary.org/obo/EUPATH_0000088
EUPATH_0000089	diagnosis of asymptomatic parasitemia		A diagnosis based on presence of asexual parasites by microscopy in the absence of subjective fever or documented elevated temperature			http://purl.obolibrary.org/obo/EUPATH_0000089
EUPATH_0000090	diagnosis of symptomatic malaria		A diagnosis to indicate whether a person has marlaria or not. It has value yes or no.			http://purl.obolibrary.org/obo/EUPATH_0000090
EUPATH_0000091	clinical visit date		A time measurement datum that specifies the date of a clinical visit.			http://purl.obolibrary.org/obo/EUPATH_0000091
EUPATH_0000092	asexual parasite density in count per ul		A scalar measurement datum that is the number of asexual parasites per ul.			http://purl.obolibrary.org/obo/EUPATH_0000092
EUPATH_0000093	dwelling information		An information content entity about dwelling.			http://purl.obolibrary.org/obo/EUPATH_0000093
EUPATH_0000094	household identifier		A symbol that denotes a specific household.			http://purl.obolibrary.org/obo/EUPATH_0000094
EUPATH_0000095	human participant identifier		A symbol that denotes a specific human participant under investigation.			http://purl.obolibrary.org/obo/EUPATH_0000095
EUPATH_0000096	study participant information		An information content entity which is about features of a participant under investigation.			http://purl.obolibrary.org/obo/EUPATH_0000096
EUPATH_0000097	febrile		elevated temperature or subjective fever			http://purl.obolibrary.org/obo/EUPATH_0000097
EUPATH_0000098	ventilation function		A function to provide fresh air to a closed space.			http://purl.obolibrary.org/obo/EUPATH_0000098
EUPATH_0000099	dwelling facility		A material entity in a dwelling that is designed, built, installed, selected, etc., to serve a specific function affording a convenience or service to people who are living in the dwelling.			http://purl.obolibrary.org/obo/EUPATH_0000099
EUPATH_0000100	subjective fever		A phenotypic abnormality of a subjective fever as reported by the study participant or their parent/guardian			http://purl.obolibrary.org/obo/EUPATH_0000100
EUPATH_0000101	elevated temperature					http://purl.obolibrary.org/obo/EUPATH_0000101
EUPATH_0000102	temperature measurement datum		A scalar measurement datum that is about temperature.			http://purl.obolibrary.org/obo/EUPATH_0000102
EUPATH_0000103	dwelling ventilation function					http://purl.obolibrary.org/obo/EUPATH_0000103
EUPATH_0000104	participant under investigation					http://purl.obolibrary.org/obo/EUPATH_0000104
EUPATH_0000105	building material role		A role that inheres in a material entity that is realized in a building process in which the material entity will become part of a structure with a roof and walls standing more or less permanently in one place.			http://purl.obolibrary.org/obo/EUPATH_0000105
EUPATH_0000106	roof material role		A building material role that inheres in a material entity that is realized in a building process in which the material entity will become part of a roof.			http://purl.obolibrary.org/obo/EUPATH_0000106
EUPATH_0000107	wall material role		A building material role that inheres in a material entity that is realized in a building process in which the material entity will become part of a wall.			http://purl.obolibrary.org/obo/EUPATH_0000107
EUPATH_0000108	floor material role		A building material role that inheres in a material entity that is realized in a building process in which the material entity will become part of a floor.			http://purl.obolibrary.org/obo/EUPATH_0000108
EUPATH_0000109	dwelling facility role		A role that inheres in a material entity that is realized in a process that provides a convenience or service to people who are living in a dwelling.			http://purl.obolibrary.org/obo/EUPATH_0000109
EUPATH_0000110	organismal body temperature measurement datum		A temperature measurement datum that is about an organism.			http://purl.obolibrary.org/obo/EUPATH_0000110
EUPATH_0000111	floor brick		A processed material shaped a small rectangular block typically made of clay mixed with sand and fired in a kiln or baked by the sun, used in building floor construction.			http://purl.obolibrary.org/obo/EUPATH_0000111
EUPATH_0000113	age since birth at time of visit		An age since birth measurement datum at the time of a clinical visit.			http://purl.obolibrary.org/obo/EUPATH_0000113
EUPATH_0000114	average asexual parasite density of a participant with asymptomatic parasitemia		An average value of asexual parasites counted per microliter of blood (i.e. malaria parasite density) across mulitiple clinical visits of a participant who was diagnosed with asymptomatic parasitemia.			http://purl.obolibrary.org/obo/EUPATH_0000114
EUPATH_0000115	average asexual parasite density of a participant with malaria		An average value of asexual parasites counted per microliter of blood (i.e. malaria parasite density) across mulitiple clinical visits of a participant who was diagnosed with malaria.			http://purl.obolibrary.org/obo/EUPATH_0000115
EUPATH_0000116	average number of female Anopheles		An average value of female Anopheles mosquitoes collected across multiple collections (e.g. from one or more households on a number of nights).			http://purl.obolibrary.org/obo/EUPATH_0000116
EUPATH_0000117	average number of female Anopheles tested for sporozoite		An average value of Anopheles mosquitoes tested for sporozoites across multiple collections (e.g. from a given household across CDC light trap collections) in a given period.			http://purl.obolibrary.org/obo/EUPATH_0000117
EUPATH_0000118	average number of sporozoite-positive female Anopheles		An average value of sporozoite positive female Anopheles mosquitoes across multiple collections (e.g. from a given household over a number of nights of collections).			http://purl.obolibrary.org/obo/EUPATH_0000118
EUPATH_0000119	average percent of female Anopheles with Plasmodium sporozoites		An average precentage value of female Anopheles mosquitoes tested as sporozoites-positive in all female mosquitoes tested for sporozoites across multiple collections.			http://purl.obolibrary.org/obo/EUPATH_0000119
EUPATH_0000120	age since birth at time of enrollment		An age since birth measurement datum at the time of subject enrollment.			http://purl.obolibrary.org/obo/EUPATH_0000120
EUPATH_0000121	number of clinical visits		A data item of the total number of clinical visits by a participant in an investigation.			http://purl.obolibrary.org/obo/EUPATH_0000121
EUPATH_0000122	number of clinical visits resulting in a malaria diagnosis		A data item of the number of clinical visits during which the participant was diagnosed with malaria			http://purl.obolibrary.org/obo/EUPATH_0000122
EUPATH_0000123	number of clinical visits resulting in an asymptomatic parasitemia diagnosis		A data item of the number of clinical visits during which the participant was diagnosed with asymptomatic parasitemia			http://purl.obolibrary.org/obo/EUPATH_0000123
EUPATH_0000124	number of non-routine clinical visits		A data item of the total number of clinical visits which were not sheduled routine visits.			http://purl.obolibrary.org/obo/EUPATH_0000124
EUPATH_0000125	number of routine clinical visits		A data item of the total number of clinical visits which were sheduled routine visits.			http://purl.obolibrary.org/obo/EUPATH_0000125
EUPATH_0000126	sample available information		An information content entity that is about the type of sample/specimen collected during a clinical visit.			http://purl.obolibrary.org/obo/EUPATH_0000126
EUPATH_0000127	blood specimen on filter paper		A blood specimen that is located on a filter paper.			http://purl.obolibrary.org/obo/EUPATH_0000127
EUPATH_0000128	peripheral blood mononuclear cell specimen		A processed specimen that is extracted from whole blood using gradient centrifugation that separates the blood into a layer of peripheral blood mononuclear cell under the top layer of plasma. It contains lymphocytes, monocytes or macrophages that are critical components in the immune system.		PBMC specimen	http://purl.obolibrary.org/obo/EUPATH_0000128
EUPATH_0000129	red blood cell specimen		A processed specimen consisting of red blood cells isolated from whole blood by centrifugation. 		erythrocyte specimen,RBC specimen	http://purl.obolibrary.org/obo/EUPATH_0000129
EUPATH_0000130	average number of Plasmodium parasite-positive female Anopheles		An average value for female Anopheles mosquitoes tested positive for carrying Plasmodium parasites across multiple collections (e.g. from a given household across CDC light trap collections) in a given period.			http://purl.obolibrary.org/obo/EUPATH_0000130
EUPATH_0000131	average number of female Anopheles tested for Plasmodium parasite		An average value for female Anopheles mosquitoes tested for carrying Plasmodium parasites across multiple collections (e.g. from a given household across CDC light trap collections) in a given period.			http://purl.obolibrary.org/obo/EUPATH_0000131
EUPATH_0000132	average percent of Plasmodium parasite-positive female Anopheles		An average percentage value for female Anopheles mosquitoes carrying Plasmodium parasites in all female mosquitoes tested for carrying Plasmodium parasites across multiple collections.			http://purl.obolibrary.org/obo/EUPATH_0000132
EUPATH_0000134	number of Anopheles collections		A count of Anopheles mosquitoes collections performed (e.g. from a given household) in a given period.			http://purl.obolibrary.org/obo/EUPATH_0000134
EUPATH_0000135	sum number of female Anopheles in a collection		A sum value for all species of female Anopheles mosquitoes in a given collections.			http://purl.obolibrary.org/obo/EUPATH_0000135
EUPATH_0000136	sum number of female Anopheles funestus in a collection		A sum value for all female Anopheles funestus mosquitoes in a given collections.			http://purl.obolibrary.org/obo/EUPATH_0000136
EUPATH_0000137	sum number of female Anopheles gambiae in a collection		A sum value for all female Anopheles gambiae mosquitoes in a given collections.			http://purl.obolibrary.org/obo/EUPATH_0000137
EUPATH_0000138	participant observation duration time		A time datum for the duration of a patients participation in an investigation.			http://purl.obolibrary.org/obo/EUPATH_0000138
EUPATH_0000139	average number of clinical visits per year		An average value for the number of clinical visits of a patient based on calendar years			http://purl.obolibrary.org/obo/EUPATH_0000139
EUPATH_0000140	average number of clinical visits with asymptomatic parasitemia diagnosis per year		An average value for the number of clinical visits of a patient with asymptomatic parasitemia based on calendar years			http://purl.obolibrary.org/obo/EUPATH_0000140
EUPATH_0000141	average number of clinical visits with malaria diagnosis per year		An average value for the number of clinical visits of a patient with malaria based on calendar years			http://purl.obolibrary.org/obo/EUPATH_0000141
EUPATH_0000142	routine clinical visit date		A clinical visit date that specifies the date/time period of a routine clinical visit.			http://purl.obolibrary.org/obo/EUPATH_0000142
EUPATH_0000143	categorical household wealth index		A data item of a household's cumulative living standard represented in a categorical datum. The wealth index is calculated using easy-to-collect data on a household's ownership of selected assets, such as televisions and bicycles; materials used for housing construction; and types of water access and sanitation facilities.			http://purl.obolibrary.org/obo/EUPATH_0000143
EUPATH_0000144	household asset information		An information content entity about items that a household owns such as a car, funiture, etc.			http://purl.obolibrary.org/obo/EUPATH_0000144
EUPATH_0000145	antimalarial therapy given outside the study since last seen information		An information content entity indicating whether a person was given antimalarial therapy outside the study since last seen as part of the study.			http://purl.obolibrary.org/obo/EUPATH_0000145
EUPATH_0000146	categorical household wealth index		A data item about a household's cumulative living standard represented in a categorical datum. The wealth index is calculated using data on a household's ownership of selected assets, such as televisions and bicycles; materials used for housing construction; and types of water access and sanitation facilities.			http://purl.obolibrary.org/obo/EUPATH_0000146
EUPATH_0000147	cause of participant death		An information content entity indicating the cause of death for a participant in the study.			http://purl.obolibrary.org/obo/EUPATH_0000147
EUPATH_0000148	clinical visit when sick		A clinical visit occuring because of a sickness.			http://purl.obolibrary.org/obo/EUPATH_0000148
EUPATH_0000149	covered pit latrine without slab		A covered pit latrine that does not have a latrine slab.			http://purl.obolibrary.org/obo/EUPATH_0000149
EUPATH_0000150	date of death		A time measurement datum specifying the date of death			http://purl.obolibrary.org/obo/EUPATH_0000150
EUPATH_0000151	date of participant first enrolled in a study		A time measurement datum that specified the date of participant first enrolled in a study			http://purl.obolibrary.org/obo/EUPATH_0000151
EUPATH_0000152	date of participant last seen in a study		A time measurement datum that specified the date of participant last seen in a study			http://purl.obolibrary.org/obo/EUPATH_0000152
EUPATH_0000153	days since a clinical visit with a malaria diagnosis		A time measurement datum measuring the number of days since a clinical visit took place which resulted in a malaria diagnosis.			http://purl.obolibrary.org/obo/EUPATH_0000153
EUPATH_0000154	duration of abdominal pain		A time measurement datum that measures the duration of having abdominal pain.			http://purl.obolibrary.org/obo/EUPATH_0000154
EUPATH_0000155	duration of anorexia		A time measurement datum that measures the duration of having anorexia.			http://purl.obolibrary.org/obo/EUPATH_0000155
EUPATH_0000156	duration of cough		A time measurement datum that measures the duration of having a cough.			http://purl.obolibrary.org/obo/EUPATH_0000156
EUPATH_0000157	duration of diarrhea		A time measurement datum that measures the duration of having diarrhea.			http://purl.obolibrary.org/obo/EUPATH_0000157
EUPATH_0000158	duration of fatigue		A time measurement datum that measures the duration of having fatigue.			http://purl.obolibrary.org/obo/EUPATH_0000158
EUPATH_0000159	duration of headache		A time measurement datum that measures the duration of having a headache.			http://purl.obolibrary.org/obo/EUPATH_0000159
EUPATH_0000160	duration of jaundice		A time measurement datum that measures the duration of having jaundice.			http://purl.obolibrary.org/obo/EUPATH_0000160
EUPATH_0000161	duration of joint pains		A time measurement datum that measures the duration of having joint pains.			http://purl.obolibrary.org/obo/EUPATH_0000161
EUPATH_0000162	duration of muscle aches		A time measurement datum that measures the duration of having muscle aches.			http://purl.obolibrary.org/obo/EUPATH_0000162
EUPATH_0000163	duration of seizures		A time measurement datum that measures the duration of having seizures.			http://purl.obolibrary.org/obo/EUPATH_0000163
EUPATH_0000164	duration of subjective fever		A time measurement datum that measures the duration of having subjective fever.			http://purl.obolibrary.org/obo/EUPATH_0000164
EUPATH_0000165	duration of vomiting		A time measurement datum that measures the duration of having vomiting.			http://purl.obolibrary.org/obo/EUPATH_0000165
EUPATH_0000166	household animal-drawn cart asset		A household asset information indicating whether a member of a household has or owns an animal-drawn cart.			http://purl.obolibrary.org/obo/EUPATH_0000166
EUPATH_0000167	household bank account asset		A household asset information indicating whether a member of a household has a bank account.			http://purl.obolibrary.org/obo/EUPATH_0000167
EUPATH_0000168	household bed asset		A household asset information indicating whether a household has a bed.			http://purl.obolibrary.org/obo/EUPATH_0000168
EUPATH_0000169	household bicycle asset		A household asset information indicating whether a member of a household has or owns a bicycle.			http://purl.obolibrary.org/obo/EUPATH_0000169
EUPATH_0000170	household boat without a motor asset		A household asset information indicating whether a member of a household has or owns a boat without a motor.			http://purl.obolibrary.org/obo/EUPATH_0000170
EUPATH_0000171	household car asset		A household asset information indicating whether a member of a household has or owns a car or truck.			http://purl.obolibrary.org/obo/EUPATH_0000171
EUPATH_0000172	household cassette player asset		A household asset information indicating whether a household has a cassette player.			http://purl.obolibrary.org/obo/EUPATH_0000172
EUPATH_0000173	household chair asset		A household asset information indicating whether a household has a chair.			http://purl.obolibrary.org/obo/EUPATH_0000173
EUPATH_0000174	household clock asset		A household asset information indicating whether a household has a clock.			http://purl.obolibrary.org/obo/EUPATH_0000174
EUPATH_0000175	household cupboard asset		A household asset information indicating whether a household has a cupboard.			http://purl.obolibrary.org/obo/EUPATH_0000175
EUPATH_0000176	household electricity asset		A household asset information indicating whether a household has electricity in their dwelling.			http://purl.obolibrary.org/obo/EUPATH_0000176
EUPATH_0000177	household fixed phone asset		A household asset information indicating whether a household has a land line or fixed location phone.			http://purl.obolibrary.org/obo/EUPATH_0000177
EUPATH_0000178	household mobile phone asset		A household asset information indicating whether a household has a mobile phone.			http://purl.obolibrary.org/obo/EUPATH_0000178
EUPATH_0000179	household motorboat asset		A household asset information indicating whether a member of a household has or owns a boat with a motor.			http://purl.obolibrary.org/obo/EUPATH_0000179
EUPATH_0000180	household motorcycle or scooter asset		A household asset information indicating whether a member of a household has or owns a motorcycle or motor scooter.			http://purl.obolibrary.org/obo/EUPATH_0000180
EUPATH_0000181	household radio asset		A household asset information indicating whether a household has a radio.			http://purl.obolibrary.org/obo/EUPATH_0000181
EUPATH_0000182	household refrigerator asset		A household asset information indicating whether a household has a refrigerator.			http://purl.obolibrary.org/obo/EUPATH_0000182
EUPATH_0000183	household sofa asset		A household asset information indicating whether a household has a sofa.			http://purl.obolibrary.org/obo/EUPATH_0000183
EUPATH_0000184	household table asset		A household asset information indicating whether a household has a table.			http://purl.obolibrary.org/obo/EUPATH_0000184
EUPATH_0000185	household television asset		A household asset information indicating whether a household has a television.			http://purl.obolibrary.org/obo/EUPATH_0000185
EUPATH_0000186	household watch asset		A household asset information indicating whether a member of a household has or owns a watch.			http://purl.obolibrary.org/obo/EUPATH_0000186
EUPATH_0000187	incident of malaria episode information		An information content entity indicating whether a malaria episode occurred			http://purl.obolibrary.org/obo/EUPATH_0000187
EUPATH_0000188	location of clinical visit		A material entity where a clinical visit took place.			http://purl.obolibrary.org/obo/EUPATH_0000188
EUPATH_0000189	location of death		A material entity where a death occurred.			http://purl.obolibrary.org/obo/EUPATH_0000189
EUPATH_0000190	medical care outside the study clinic since last seen information		An information content entity indicating whether medical care occurred outside the study clinic since last seen as part of the study.			http://purl.obolibrary.org/obo/EUPATH_0000190
EUPATH_0000191	number of days from time of participant enrollment in a study until current visit		A time measurement datum of the days from the time of participant enrollment in a study until the current visit.			http://purl.obolibrary.org/obo/EUPATH_0000191
EUPATH_0000192	number of fed female Anopheles funestus in a collection		A measurement datum of the number of female Anopheles funestus with a recent blood meal in a given collection			http://purl.obolibrary.org/obo/EUPATH_0000192
EUPATH_0000193	number of fed female Anopheles gambiae in a collection		A measurement datum of the number of female Anopheles gambiae with a recent blood meal in a given collection			http://purl.obolibrary.org/obo/EUPATH_0000193
EUPATH_0000194	number of female Anopheles dissected for parity in a collection		A measurement datum of the number of female Anopheles dissected for parity in a given collection.			http://purl.obolibrary.org/obo/EUPATH_0000194
EUPATH_0000195	number of female null parous Anopheles in a collection		A measurement datum of the number of female Anopheles that have never layed eggs in a given collection.			http://purl.obolibrary.org/obo/EUPATH_0000195
EUPATH_0000196	number of female parous Anopheles in a collection		A measurement datum of the number of female Anopheles that have layed eggs before or are pregnant in a given collection.			http://purl.obolibrary.org/obo/EUPATH_0000196
EUPATH_0000197	number of gravid or semi-gravid Anopheles funestus in a collection		A measurement datum of the number of gravid or semi-gravid female Anopheles funestus in a given collection			http://purl.obolibrary.org/obo/EUPATH_0000197
EUPATH_0000198	number of gravid or semi-gravid female Anopheles gambiae in a collection		A measurement datum of the number of gravid or semi-gravid female Anopheles gambiae in a given collection			http://purl.obolibrary.org/obo/EUPATH_0000198
EUPATH_0000199	number of insecticide treated mosquito net(s) per person		An average value for the number of insecticide treated mosquito net(s) per person.			http://purl.obolibrary.org/obo/EUPATH_0000199
EUPATH_0000200	number of non-gambiae or funestus female Anopheles species in a collection		A measurement datum of the number of female Anopheles that are not gambiae nor funestus in a given collection.			http://purl.obolibrary.org/obo/EUPATH_0000200
EUPATH_0000201	number of sleeping places in dwelling with a household		A data item of the number of sleeping spaces in a dwelling.			http://purl.obolibrary.org/obo/EUPATH_0000201
EUPATH_0000202	number of unassessable Anopheles funestus in a collection		A measurement datum of the number of Anopheles funestus that could not be accessed in a given collection			http://purl.obolibrary.org/obo/EUPATH_0000202
EUPATH_0000203	number of unassessable Anopheles gambiae in a collection		A measurement datum of the number of Anopheles gambiae that could not be assessed in a given collection			http://purl.obolibrary.org/obo/EUPATH_0000203
EUPATH_0000204	number of unfed female Anopheles funestus in a collection		A measurement datum of the number of female Anopheles funestus without a recent blood meal in a given collection			http://purl.obolibrary.org/obo/EUPATH_0000204
EUPATH_0000205	number of unfed female Anopheles gambiae in a collection		A measurement datum of the number of female Anopheles gambiae without a recent blood meal in a given collection			http://purl.obolibrary.org/obo/EUPATH_0000205
EUPATH_0000206	plasma sample lost information		An information content entity that indicates whether a plasma sample is lost or not.			http://purl.obolibrary.org/obo/EUPATH_0000206
EUPATH_0000207	presence of Plasmodium gametocytes		A data item indicating whether gametocytes were present in a sample.			http://purl.obolibrary.org/obo/EUPATH_0000207
EUPATH_0000208	reason for participant withdrawal		An information content entity indicating the reason why a participant withdrew from a study.			http://purl.obolibrary.org/obo/EUPATH_0000208
