ID,Label,unitLabel,unitIRI,dataset
EUPATH_0015365,"Norovirus GII, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015365,"Norovirus GII, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015365,"Norovirus GII, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015365,"Norovirus GII, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015366,"Rotavirus, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015366,"Rotavirus, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015366,"Rotavirus, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015366,"Rotavirus, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015366,"Rotavirus, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015367,"Rotavirus genotype G10, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015367,"Rotavirus genotype G10, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015368,"Rotavirus genotype G12, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015368,"Rotavirus genotype G12, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015368,"Rotavirus genotype G12, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015368,"Rotavirus genotype G12, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015368,"Rotavirus genotype G12, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015369,"Rotavirus genotype G1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015369,"Rotavirus genotype G1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015369,"Rotavirus genotype G1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015369,"Rotavirus genotype G1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015369,"Rotavirus genotype G1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015370,"Rotavirus genotype G2, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015370,"Rotavirus genotype G2, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015370,"Rotavirus genotype G2, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015370,"Rotavirus genotype G2, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015370,"Rotavirus genotype G2, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015371,"Rotavirus genotype G3, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015371,"Rotavirus genotype G3, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015371,"Rotavirus genotype G3, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015371,"Rotavirus genotype G3, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015371,"Rotavirus genotype G3, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015372,"Rotavirus genotype G4, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015372,"Rotavirus genotype G4, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015372,"Rotavirus genotype G4, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015372,"Rotavirus genotype G4, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015372,"Rotavirus genotype G4, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015373,"Rotavirus genotype G8, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015373,"Rotavirus genotype G8, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015373,"Rotavirus genotype G8, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015373,"Rotavirus genotype G8, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015373,"Rotavirus genotype G8, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015374,"Rotavirus genotype G9, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015374,"Rotavirus genotype G9, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015374,"Rotavirus genotype G9, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015374,"Rotavirus genotype G9, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015374,"Rotavirus genotype G9, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015375,"Rotavirus genotype P10, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015375,"Rotavirus genotype P10, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015376,"Rotavirus genotype P11, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015376,"Rotavirus genotype P11, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015377,"Rotavirus genotype P4, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015377,"Rotavirus genotype P4, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015377,"Rotavirus genotype P4, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015377,"Rotavirus genotype P4, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015377,"Rotavirus genotype P4, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015378,"Rotavirus genotype P6, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015378,"Rotavirus genotype P6, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015378,"Rotavirus genotype P6, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015378,"Rotavirus genotype P6, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015378,"Rotavirus genotype P6, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015379,"Rotavirus genotype P8, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015379,"Rotavirus genotype P8, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015379,"Rotavirus genotype P8, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015379,"Rotavirus genotype P8, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015379,"Rotavirus genotype P8, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015380,"Rotavirus genotype P9, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015380,"Rotavirus genotype P9, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015381,"Salmonella, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015381,"Salmonella, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015381,"Salmonella, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015381,"Salmonella, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015381,"Salmonella, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015382,"Sapovirus, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015382,"Sapovirus, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015382,"Sapovirus, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015382,"Sapovirus, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015382,"Sapovirus, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015383,"Shigella or EIEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015383,"Shigella or EIEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015383,"Shigella or EIEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015383,"Shigella or EIEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015383,"Shigella or EIEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015384,"STEC stx1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015384,"STEC stx1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015384,"STEC stx1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015384,"STEC stx1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015384,"STEC stx1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015385,"STEC stx2, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015385,"STEC stx2, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015385,"STEC stx2, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015385,"STEC stx2, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015385,"STEC stx2, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015386,"Strongyloides, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015386,"Strongyloides, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015386,"Strongyloides, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015386,"Strongyloides, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015386,"Strongyloides, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015387,"Trichuris trichiura, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015387,"Trichuris trichiura, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015387,"Trichuris trichiura, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015387,"Trichuris trichiura, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015387,"Trichuris trichiura, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015388,"Vibrio cholerae, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0015388,"Vibrio cholerae, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015388,"Vibrio cholerae, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015388,"Vibrio cholerae, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0015388,"Vibrio cholerae, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015389,"EAEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015389,"EAEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015389,"EAEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015392,"ETEC ST-pos, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015392,"ETEC ST-pos, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015392,"ETEC ST-pos, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015393,"ETEC LT-pos ST-neg, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015393,"ETEC LT-pos ST-neg, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015396,"Typical EPEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015396,"Typical EPEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015397,"Atypical EPEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015397,"Atypical EPEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015397,"Atypical EPEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0015398,"STEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_gems
EUPATH_0015398,"STEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0015398,"STEC, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0022059,"Plasmodium vivax, by qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,icemr_amazonia_peru
EUPATH_0022060,"Plasmodium falciparum, by qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,icemr_amazonia_peru
EUPATH_0031208,"Cystoisospora belli, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0031264,"Rotarix, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0031265,"RotaTeq, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0032253,"Streptococcus pneumoniae lytA, by qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032493,"Bordetella pertussis, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032496,"Chlamydophila pneumoniae, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032520,"Haemophilus influenzae, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032522,"Haemophilus influenzae type B, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032534,"Legionella, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032537,"Moraxella catarrhalis (Branhamella catarrhalis), by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032542,"Mycoplasma pneumoniae, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032550,"Salmonella, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032555,"Staphylococcus aureus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032564,"Streptococcus pneumoniae, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032571,"Pneumocystis jiroveci, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032574,"Adenovirus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032576,"Coronavirus 229, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032578,"Coronavirus 43, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032580,"Coronavirus 63, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032582,"Coronavirus HKU, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032584,"Cytomegalovirus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032586,"Human bocavirus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032588,"Human metapneumovirus A/B, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032590,"Human respiratory syncytial viruses A/B, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032592,"Influenza A, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032594,"Influenza B, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032596,"Influenza C, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032598,"Parainfluenza 1, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032600,"Parainfluenza 2, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032602,"Parainfluenza 3, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032604,"Parainfluenza 4, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032606,"Parechovirus/Enterovirus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032608,"Rhinovirus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032659,"Bordetella pertussis, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032661,"Chlamydophila pneumoniae, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032663,"Haemophilus influenzae, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032665,"Haemophilus influenzae type B, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032667,"Legionella, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032669,"Moraxella catarrhalis (Branhamella catarrhalis), by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032671,"Mycoplasma pneumoniae, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032673,"Salmonella, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032675,"Staphylococcus aureus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032677,"Streptococcus pneumoniae, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032679,"Pneumocystis jiroveci, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032681,"Adenovirus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032683,"Coronavirus 229, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032685,"Coronavirus 43, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032687,"Coronavirus 63, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032689,"Coronavirus HKU, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032691,"Cytomegalovirus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032693,"Human bocavirus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032695,"Human metapneumonoviruses A/B, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032697,"Human respiratory syncytial viruses A/B, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032699,"Influenza A, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032701,"Influenza B, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032703,"Influenza C, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032705,"Parainfluenza 1, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032707,"Parainfluenza 2, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032709,"Parainfluenza 3, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032711,"Parainfluenza 4, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032713,"Parechovirus/Enterovirus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032715,"Rhinovirus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032751,"Bordetella pertussis, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032753,"Chlamydophila pneumoniae, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032755,"Haemophilus influenzae, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032757,"Haemophilus influenzae type B, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032759,"Legionella, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032761,"Moraxella catarrhalis (Branhamella catarrhalis), by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032763,"Mycoplasma pneumoniae, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032765,"Salmonella, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032767,"Staphylococcus aureus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032769,"Streptococcus pneumoniae, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032772,"Pneumocystis jiroveci, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032774,"Adenovirus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032776,"Coronavirus 229, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032778,"Coronavirus 43, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032780,"Coronavirus 63, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032782,"Coronavirus HKU, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032784,"Cytomegalovirus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032786,"Human bocavirus, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032788,"Human metapneumonoviruses A/B, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032790,"Human respiratory syncytial viruses A/B, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032792,"Influenza A, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
EUPATH_0032794,"Influenza B, by multiplexed qPCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_perch
