Term Ontology ID	Display Label	Term Parent Ontology ID	Term Parent Display Label	Data Dictionary ID	Data Dictionary Label	Column Name	Term Type
ICEMR_0000213	Coils	EUPATH_0000439	Personal repellent	INDIAN_0000242	repellent_chk___2		values
ICEMR_0000214	Vapor/liquidizer	EUPATH_0000439	Personal repellent	INDIAN_0000243	cen_repellent___2		values
ICEMR_0000214	Vapor/liquidizer	EUPATH_0000439	Personal repellent	INDIAN_0000244	repellent_chk___3		values
ICEMR_0000215	Cream/spray	EUPATH_0000439	Personal repellent	INDIAN_0000245	cen_repellent___3		values
ICEMR_0000215	Cream/spray	EUPATH_0000439	Personal repellent	INDIAN_0000246	repellent_chk___4		values
ICEMR_0000216	Mat	EUPATH_0000439	Personal repellent	INDIAN_0000247	cen_repellent___4		values
ICEMR_0000216	Mat	EUPATH_0000439	Personal repellent	INDIAN_0000248	repellent_chk___5		values
ICEMR_0000156	None	EUPATH_0000439	Personal repellent	INDIAN_0000249	cen_repellent___5		values
ICEMR_0000156	None	EUPATH_0000439	Personal repellent	INDIAN_0000250	repellent_chk___1		values
ICEMR_0000192	Unknown	EUPATH_0000439	Personal repellent	INDIAN_0000251	cen_repellent___6		values
ICEMR_0000203	Can't remember	EUPATH_0000439	Personal repellent	INDIAN_0000252	repellent_chk___6		values
ICEMR_0000217	Fastcard	EUPATH_0000439	Personal repellent	INDIAN_0000253	repellent_chk___7		values
ICEMR_0000218	Permanent	EUPATH_0000440	Resident status	INDIAN_0000254	cen_resident_status___1		values
ICEMR_0000219	Temporary	EUPATH_0000440	Resident status	INDIAN_0000255	cen_resident_status___2		values
ICEMR_0000220	Smear - CSCMI	OBI_0100051	Specimen type	INDIAN_0000256	samples_chk___1		values
ICEMR_0000221	Smear - NVBDCP	OBI_0100051	Specimen type	INDIAN_0000257	samples_chk___2		values
EUPATH_0000127	filter paper	OBI_0100051	Specimen type	INDIAN_0000258	samples_chk___3		values
ICEMR_0000222	Small volume	OBI_0100051	Specimen type	INDIAN_0000259	samples_chk___4		values
ICEMR_0000223	Vacutainer	OBI_0100051	Specimen type	INDIAN_0000260	samples_chk___5		values
PATO_0000384	male	PATO_0000047	Sex	INDIAN_0000261	Male		values
PATO_0000383	female	PATO_0000047	Sex	INDIAN_0000262	Female		values
ICEMR_0000224	Indoor	EUPATH_0000441	Sprayed in last 12 months	INDIAN_0000263	cen_sprayed___1		values
ICEMR_0000224	Indoor	EUPATH_0000441	Sprayed in last 12 months	INDIAN_0000264	sprayed_chk___2		values
ICEMR_0000225	Outdoor	EUPATH_0000441	Sprayed in last 12 months	INDIAN_0000265	cen_sprayed___2		values
ICEMR_0000225	Outdoor	EUPATH_0000441	Sprayed in last 12 months	INDIAN_0000266	sprayed_chk___3		values
ICEMR_0000226	No / Not applicable	EUPATH_0000441	Sprayed in last 12 months	INDIAN_0000267	cen_sprayed___3		values
ICEMR_0000226	No / Not applicable	EUPATH_0000441	Sprayed in last 12 months	INDIAN_0000268	cen_sprayed___5		values
ICEMR_0000226	No / Not applicable	EUPATH_0000441	Sprayed in last 12 months	INDIAN_0000269	sprayed_chk___1		values
ICEMR_0000192	Unknown	EUPATH_0000441	Sprayed in last 12 months	INDIAN_0000270	cen_sprayed___4		values
ICEMR_0000192	Unknown	EUPATH_0000441	Sprayed in last 12 months	INDIAN_0000271	sprayed_chk___4		values
ICEMR_0000227	House	EUPATH_0000002	Dwelling type	INDIAN_0000272	House		values
ICEMR_0000228	Apartment	EUPATH_0000002	Dwelling type	INDIAN_0000273	Apartment		values
ICEMR_0000166	thatch	EUPATH_0000003	Roof material	INDIAN_0000274	cen_type_of_roof___1		values
ICEMR_0000229	tin	EUPATH_0000003	Roof material	INDIAN_0000275	cen_type_of_roof___2		values
ENVO_01000513	asbestos roof	EUPATH_0000003	Roof material	INDIAN_0000276	cen_type_of_roof___3		values
ICEMR_0000230	cement	EUPATH_0000003	Roof material	INDIAN_0000277	cen_type_of_roof___4		values
ICEMR_0000231	tiles	EUPATH_0000003	Roof material	INDIAN_0000278	cen_type_of_roof___5		values
ICEMR_0000232	Public	EUPATH_0000451	Heathcare type	INDIAN_0000279	cen_typical_healthcare___1		values
ICEMR_0000233	Private	EUPATH_0000451	Heathcare type	INDIAN_0000280	cen_typical_healthcare___2		values
EUPATH_0000256	pipe into dwelling	ENVO_00003064	Drinking water source	INDIAN_0000281	cen_water_supply___1		values
ENVO_00003097	borehole	ENVO_00003064	Drinking water source	INDIAN_0000282	cen_water_supply___2		values
ICEMR_0000234	open well	ENVO_00003064	Drinking water source	INDIAN_0000283	cen_water_supply___3		values
ENVO_01000599	river/stream	ENVO_00003064	Drinking water source	INDIAN_0000284	cen_water_supply___4		values
ICEMR_0000235	public tank/pump	ENVO_00003064	Drinking water source	INDIAN_0000285	cen_water_supply___5		values
OBI_0001620	GPS latitude	GAZ_00000448	Geographic location	INDIAN_0000286	cen_gps_lat		values
OBI_0001621	GPS Longitude	GAZ_00000448	Geographic location	INDIAN_0000287	cen_gps_long		values
ICEMR_0000236	Artesunate	EUPATH_0000430	Antimalarial drug used	INDIAN_0000288	pastyear_treatdrugs_chk___1		values
ICEMR_0000237	Artesunate/Pyrimethamine/Sulphadoxine	EUPATH_0000430	Antimalarial drug used	INDIAN_0000289	pastyear_treatdrugs_chk___2		values
ICEMR_0000238	Chloroquine	EUPATH_0000430	Antimalarial drug used	INDIAN_0000290	pastyear_treatdrugs_chk___3		values
ICEMR_0000239	Chloroquine/Primaquine	EUPATH_0000430	Antimalarial drug used	INDIAN_0000291	pastyear_treatdrugs_chk___4		values
ICEMR_0000240	Mefloquine	EUPATH_0000430	Antimalarial drug used	INDIAN_0000292	pastyear_treatdrugs_chk___5		values
ICEMR_0000241	Primaquine	EUPATH_0000430	Antimalarial drug used	INDIAN_0000293	pastyear_treatdrugs_chk___6		values
ICEMR_0000242	Pyrimethamine/Sulphadoxine	EUPATH_0000430	Antimalarial drug used	INDIAN_0000294	pastyear_treatdrugs_chk___7		values
ICEMR_0000243	Quinine/Quinidine	EUPATH_0000430	Antimalarial drug used	INDIAN_0000295	pastyear_treatdrugs_chk___8		values
ICEMR_0000244	Tetracycline/Doxycycline	EUPATH_0000430	Antimalarial drug used	INDIAN_0000296	pastyear_treatdrugs_chk___9		values
ICEMR_0000162	Other	EUPATH_0000430	Antimalarial drug used	INDIAN_0000297	pastyear_treatdrugs_chk___10		values
ICEMR_0000203	Can't remember	EUPATH_0000430	Antimalarial drug used	INDIAN_0000298	pastyear_treatdrugs_chk___11		values
