ontology term,ontology label,parent,parent label,definition,Source ID,label in variable mapping,column header
http://purl.obolibrary.org/obo/EUPATH_0000551,# asexual P. vivax parasites,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test ,,EUPATH_0000551,# asexual P. vivax parasites,mx_counts2_asexual_pv
http://purl.obolibrary.org/obo/EUPATH_0021076,Indoor plumbing,http://purl.obolibrary.org/obo/EUPATH_0000731,Water information,,EUPATH_0021076,Indoor plumbing,cen_water_supply___1
http://purl.obolibrary.org/obo/EUPATH_0021077,Bore well,http://purl.obolibrary.org/obo/EUPATH_0000731,Water information,,EUPATH_0021077,Bore well,cen_water_supply___2
http://purl.obolibrary.org/obo/EUPATH_0021078,Open well,http://purl.obolibrary.org/obo/EUPATH_0000731,Water information,,EUPATH_0021078,Open well,cen_water_supply___3
http://purl.obolibrary.org/obo/EUPATH_0021079,Stream/river,http://purl.obolibrary.org/obo/EUPATH_0000731,Water information,,EUPATH_0021079,Stream/river,cen_water_supply___4
http://purl.obolibrary.org/obo/EUPATH_0021080,Public tank/pump,http://purl.obolibrary.org/obo/EUPATH_0000731,Water information,,EUPATH_0021080,Public tank/pump,cen_water_supply___5
http://purl.obolibrary.org/obo/EUPATH_0021001,Visit number,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,EUPATH_0021001,Visit number,redcap_event_name
http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Symptoms or signs ,,EUPATH_0021002,Symptoms,symptoms_yn
http://purl.obolibrary.org/obo/EUPATH_0021003,Signs,http://purl.obolibrary.org/obo/EUPATH_0000309,Symptoms or signs ,,EUPATH_0021003,Manifestations,manifestations_yn
http://purl.obolibrary.org/obo/HP_0000952,Jaundice,http://purl.obolibrary.org/obo/EUPATH_0021003,Signs ,,HP_0000952,Jaundice,manifestations_chk___3
http://purl.obolibrary.org/obo/HP_0000975,Sweating,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,HP_0000975,Sweating,symptoms_chk___9
http://purl.obolibrary.org/obo/HP_0000980,Paleness,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,HP_0000980,Paleness,symptoms_chk___14
http://purl.obolibrary.org/obo/HP_0001744,Splenomegaly,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,HP_0001744,Splenomegaly,symptoms_chk___18
http://purl.obolibrary.org/obo/HP_0002013,Vomiting,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,HP_0002013,Vomiting,symptoms_chk___5
http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,HP_0002027,Abdominal pain,symptoms_chk___10
http://purl.obolibrary.org/obo/HP_0002315,Headache,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,HP_0002315,Headache,symptoms_chk___1
http://purl.obolibrary.org/obo/HP_0003419,Lower back pain,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,HP_0003419,Lower back pain,symptoms_chk___12
http://purl.obolibrary.org/obo/HP_0100749,Chest pain,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,HP_0100749,Chest pain,symptoms_chk___15
http://purl.obolibrary.org/obo/IAO_0000408,Height (cm),http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination ,,IAO_0000408,Height,height
http://purl.obolibrary.org/obo/IAO_0000414,Weight (kg),http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination ,,IAO_0000414,Weight,weight
http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,http://purl.obolibrary.org/obo/OBI_0100051,Sample type,,EUPATH_0021081,Blood smear,samples_chk___1
http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,http://purl.obolibrary.org/obo/OBI_0100051,Sample type,,EUPATH_0000127,Filter paper,samples_chk___3
http://purl.obolibrary.org/obo/EUPATH_0021082,Small volume sample,http://purl.obolibrary.org/obo/OBI_0100051,Sample type,,EUPATH_0021082,Small volume,samples_chk___4
http://purl.obolibrary.org/obo/EUPATH_0021083,Vacutainer sample,http://purl.obolibrary.org/obo/OBI_0100051,Sample type,,EUPATH_0021083,Vacutainer,samples_chk___5
http://purl.obolibrary.org/obo/PATO_0000047,Sex,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant ,,PATO_0000047,Sex,sex_rad
http://purl.obolibrary.org/obo/SYMP_0000007,Spontaneous bleeding,http://purl.obolibrary.org/obo/EUPATH_0021003,Signs ,,SYMP_0000007,Spontaneous bleeding,manifestations_chk___6
http://purl.obolibrary.org/obo/SYMP_0000099,Aches or pains,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,SYMP_0000099,Aches or pains,symptoms_chk___3
http://purl.obolibrary.org/obo/SYMP_0000523,Anorexia,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,SYMP_0000523,Anorexia,symptoms_chk___6
http://purl.obolibrary.org/obo/SYMP_0000610,Dizziness,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,SYMP_0000610,Dizziness,symptoms_chk___8
http://purl.obolibrary.org/obo/SYMP_0000614,Cough,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,SYMP_0000614,Cough,symptoms_chk___7
http://purl.obolibrary.org/obo/SYMP_0019174,Chills,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,SYMP_0019174,Chills,symptoms_chk___2
http://purl.obolibrary.org/obo/SYMP_0019177,Fatigue,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms ,,SYMP_0019177,Fatigue,symptoms_chk___4
http://purl.obolibrary.org/obo/EUPATH_0000001,Building material,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling physical characteristics ,,EUPATH_0000001,,
http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling physical characteristics ,,EUPATH_0000003,,
http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000339,Animal information ,,EUPATH_0000343,,
http://purl.obolibrary.org/obo/EUPATH_0000344,Bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000341,Vector intervention ,,EUPATH_0000344,,
http://purl.obolibrary.org/obo/EUPATH_0000413,Fever treatment location,http://purl.obolibrary.org/obo/EUPATH_0000309,Symptoms or signs ,,EUPATH_0000413,,
http://purl.obolibrary.org/obo/EUPATH_0000423,Parasite species by microscopy,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test ,,EUPATH_0000423,,
http://purl.obolibrary.org/obo/EUPATH_0000425,Plasmodium species in last year,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history ,,EUPATH_0000425,,
http://purl.obolibrary.org/obo/EUPATH_0000430,Antimalarial drugs used,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history ,,EUPATH_0000430,,
http://purl.obolibrary.org/obo/EUPATH_0000431,Where treated,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history ,,EUPATH_0000431,,
http://purl.obolibrary.org/obo/EUPATH_0000433,Parasite species by PCR,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test ,,EUPATH_0000433,,
http://purl.obolibrary.org/obo/EUPATH_0000437,FalciVax RDT,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test ,,EUPATH_0000437,,
http://purl.obolibrary.org/obo/EUPATH_0000438,OptiMAL RDT,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test ,,EUPATH_0000438,,
http://purl.obolibrary.org/obo/EUPATH_0000439,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000341,Vector intervention ,,EUPATH_0000439,,
http://purl.obolibrary.org/obo/EUPATH_0000440,Resident status,http://purl.obolibrary.org/obo/PCO_0000024,Household,,PCO_0000024,,
http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,http://purl.obolibrary.org/obo/EUPATH_0000341,Vector intervention ,,EUPATH_0000441,,
http://purl.obolibrary.org/obo/EUPATH_0000451,Typical healthcare,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors ,Typical healthcare,EUPATH_0000451,,
http://purl.obolibrary.org/obo/EUPATH_0000731,Water information,http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities ,,EUPATH_0000731,,
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test ,,OBI_0100051,,
http://purl.obolibrary.org/obo/EUPATH_0000339,Animal Information,http://purl.obolibrary.org/obo/PCO_0000024,Household,,EUPATH_0000339,,
http://purl.obolibrary.org/obo/EUPATH_0000302,Dewelling facilities,http://purl.obolibrary.org/obo/PCO_0000024,Household,,EUPATH_0000302,,
http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling physical Characteristics,http://purl.obolibrary.org/obo/PCO_0000024,Household,,EUPATH_0000303,,
http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic Factors,http://purl.obolibrary.org/obo/PCO_0000024,Household,,EUPATH_0000304,,
http://purl.obolibrary.org/obo/EUPATH_0000340,Traveling Details,http://purl.obolibrary.org/obo/PCO_0000024,Household,,EUPATH_0000340,,
http://purl.obolibrary.org/obo/EUPATH_0000341,Vector Intervention,http://purl.obolibrary.org/obo/PCO_0000024,Household,,EUPATH_0000341,,
http://purl.obolibrary.org/obo/EUPATH_0000306,Participant Genotype,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,EUPATH_0000306,,
http://purl.obolibrary.org/obo/EUPATH_0000307,Participant Study Details,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,EUPATH_0000307,,
http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant Study Details,,OGMS_0000015,,
http://purl.obolibrary.org/obo/OGMS_0000018,Laboratory Findings, http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,OGMS_0000018,,
http://purl.obolibrary.org/obo/EUPATH_0000057,Medication, http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,EUPATH_0000057,,
http://purl.obolibrary.org/obo/OGMS_0000083,Physical Examination, http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,OGMS_0000083,,
http://purl.obolibrary.org/obo/EUPATH_0000309,Symptoms or signs, http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,EUPATH_0000309,,
http://purl.obolibrary.org/obo/EUPATH_0000310,Visit Details, http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,EUPATH_0000310,,
http://purl.obolibrary.org/obo/EUPATH_0021003,,http://purl.obolibrary.org/obo/EUPATH_0000309,Symptoms or signs ,,Signs,,
http://purl.obolibrary.org/obo/EUPATH_0021002,,http://purl.obolibrary.org/obo/EUPATH_0000309,Symptoms or signs ,,Symptoms,,
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,http://purl.obolibrary.org/obo/PCO_0000024,Household ,,GAZ_00000448,,
http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,PCO_0000024,,
http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,EUPATH_0000096,,
http://purl.obolibrary.org/obo/OBI_0500000,Study type,,,,OBI_0500000,,
http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,,,EUPATH_0000738,,
http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test ,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,OGMS_0000056,,
