displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType
,gpd_rad,,http://purl.obolibrary.org/obo/EUPATH_0000033,G6PD genotype,"In this study, glucose-6-phosphate dehydrogenase (G6PD) deficiency was not identified in any of the participants who were genotyped",,Participant genotype,http://purl.obolibrary.org/obo/EUPATH_0000306,,,
4,sprayed_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021141,No/not applicable,,,Insecticide spraying in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0021138,,,value
2,drugs_2wk_codes_2,,http://purl.obolibrary.org/obo/EUPATH_0021091,Antimalarial medication in last 2 weeks,Malaria medication taken in last 2 weeks,,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,
2,drugs_2wk_codes_1,,http://purl.obolibrary.org/obo/EUPATH_0021091,Antimalarial medication in last 2 weeks,Malaria medication taken in last 2 weeks,,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,
4,travel_2wk_district,,http://purl.obolibrary.org/obo/EUPATH_0000446,District visited,,,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,,,
1,pcr_species_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021049,Plasmodium falciparum,,,"Plasmodium species, by qPCR",http://purl.obolibrary.org/obo/EUPATH_0000433,,,value
1,mx_species_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021028,Plasmodium falciparum,,,"Plasmodium species, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0000423,,,value
4,cen_building_material___4,,http://purl.obolibrary.org/obo/EUPATH_0021007,Thatch,,,Building material,http://purl.obolibrary.org/obo/EUPATH_0000001,,,value
4,cen_animals_pets_count,,http://purl.obolibrary.org/obo/EUPATH_0000396,Pet or other animal count,,,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032,,,
3,mx_counts1_sexual_pf,,http://purl.obolibrary.org/obo/EUPATH_0000546,"Plasmodium falciparum gametocytes (per uL blood), by microscopy",,,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,"variable, derived"
27,symptoms_chk___18,,http://purl.obolibrary.org/obo/HP_0001744,Splenomegaly,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
,age_en,,http://purl.obolibrary.org/obo/EUPATH_0000120,Age at enrollment,,,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,,,
1,,,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,
4,cen_water_supply___3,,http://purl.obolibrary.org/obo/EUPATH_0021078,Open well,,,Water source,http://purl.obolibrary.org/obo/EUPATH_0021093,,,value
,date,,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,,,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,,,
1,rdt_op_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021057,Plasmodium falciparum,,,"Plasmodium species, by OptiMAL RDT",http://purl.obolibrary.org/obo/EUPATH_0000438,,,value
1,pastyear_treatdrugs_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021036,Artesunate,,,Antimalarial medications used,http://purl.obolibrary.org/obo/EUPATH_0000430,,,value
1,existing_illness_yn,,http://purl.obolibrary.org/obo/EUPATH_0000412,Existing illness,,,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,,,
2,cen_animals___3,,http://purl.obolibrary.org/obo/EUPATH_0021015,Pets or other animals,,,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,value
3,symptoms_chk___10,,http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
,days,,http://purl.obolibrary.org/obo/EUPATH_0000191,Days since enrollment,,,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,,,
24,manifestations_chk___5,,http://purl.bioontology.org/ontology/MEDDRA/10009119,Respiratory distress,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
17,symptoms_chk___16,,http://purl.obolibrary.org/obo/DOID_0050486,Rash,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
2,SYSTOLIC_BP,,http://purl.obolibrary.org/obo/EUPATH_0021086,Systolic blood pressure (mmHg),,,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,"variable, derived"
4,repellent_chk___5,,http://purl.obolibrary.org/obo/EUPATH_0021065,Mat,,,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000439,,,value
1,pastyear_treatwhere_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021044,Clinic or hospital,,,Where treated,http://purl.obolibrary.org/obo/EUPATH_0000431,,,value
,height,,http://purl.obolibrary.org/obo/EUPATH_0010075,Height (cm),,,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,
1,fever_2wk_where_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021023,Clinic,,,Fever treatment location,http://purl.obolibrary.org/obo/EUPATH_0000413,,,value
,prelim_dx_rad,,http://purl.obolibrary.org/obo/EUPATH_0000036,Malaria-related diagnosis,Preliminary diagnosis based on symptoms and RDT results,,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,,,
16,symptoms_chk___14,,http://purl.obolibrary.org/obo/HP_0000980,Paleness,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
,,,http://purl.obolibrary.org/obo/EUPATH_0011802,Microscopy,,,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0011800,,,
4,studySite,,http://purl.obolibrary.org/obo/EUPATH_0021094,Study site,,,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,,,
6,travel_2wk_village,,http://purl.obolibrary.org/obo/EUPATH_0000449,Village visited,,,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,,,
4,pcr_species_chk___5,,http://purl.obolibrary.org/obo/EUPATH_0021052,Plasmodium ovale,,,"Plasmodium species, by qPCR",http://purl.obolibrary.org/obo/EUPATH_0000433,,,value
2,pastyear_treat_rad,,http://purl.obolibrary.org/obo/EUPATH_0000428,Treated with antimalarials,Whether antimalarials were used for the most recent malaria diagnosis within the last year. This variable was only collected at the first visit.,,Days since last malaria diagnosis,http://purl.obolibrary.org/obo/EUPATH_0000427,,,
,mx_species_chk___5,,http://purl.obolibrary.org/obo/EUPATH_0021031,Microscopy performed,,,Microscopy,http://purl.obolibrary.org/obo/EUPATH_0011802,,,
2,cen_district,,http://purl.obolibrary.org/obo/EUPATH_0000407,District,,,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,,,
,cen_type_of_roof___3,,http://purl.obolibrary.org/obo/EUPATH_0021010,Asbestos,,,Roof material,http://purl.obolibrary.org/obo/EUPATH_0000003,,,value
25,manifestations_chk___7,,http://purl.obolibrary.org/obo/EUPATH_0000215,Severe anemia,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
3,cen_bednet_count_3,,http://purl.obolibrary.org/obo/EUPATH_0000399,"ITN bednet count, treated more than 6 months ago",,,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,,,
12,symptoms_chk___13,,http://purl.bioontology.org/ontology/MEDDRA/10015958,Eye pain,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
,samples_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021081,Blood smear sample,,,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,,,
,rdt_op_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021060,OptiMAL RDT performed,,,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0011800,,,
10,cen_fid,,http://purl.obolibrary.org/obo/EUPATH_0000094,Household ID,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,
2,pastyear_treatdrugs_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021039,Artesunate/pyrimethamine/sulphadoxine,,,Antimalarial medications used,http://purl.obolibrary.org/obo/EUPATH_0000430,,,value
15,symptoms_chk___12,,http://purl.obolibrary.org/obo/HP_0003419,Lower back pain,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
2,bednet_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021018,"Regular ITN, treated more than 6 months ago",,,Personal bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000344,,,value
18,symptoms_chk___9,,http://purl.obolibrary.org/obo/HP_0000975,Sweating,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
3,sprayed_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021139,Can't remember,,,Insecticide spraying in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0021138,,,value
1,temp_celsius,,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,
2,symptoms_yn,,http://purl.obolibrary.org/obo/EUPATH_0021089,Any symptoms,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
,cen_resident_status___1,,http://purl.obolibrary.org/obo/EUPATH_0021068,Permanent,,,Resident status,http://purl.obolibrary.org/obo/EUPATH_0000440,,,value
3,cen_taluk,,http://purl.obolibrary.org/obo/EUPATH_0000444,Taluk,Administrative division with a city or town that serves as its administrative center. Generally encompasses an area of land with a number of villages and possibly some towns.,,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,,,
7,symptoms_chk___2,,http://purl.obolibrary.org/obo/SYMP_0019174,Chills,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
4,pastyear_treatwhere_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021047,Can't remember,,,Where treated,http://purl.obolibrary.org/obo/EUPATH_0000431,,,value
4,fever_2wk_where_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021026,Not treated,,,Fever treatment location,http://purl.obolibrary.org/obo/EUPATH_0000413,,,value
2,cen_building_material___2,,http://purl.obolibrary.org/obo/EUPATH_0021005,Brick,,,Building material,http://purl.obolibrary.org/obo/EUPATH_0000001,,,value
1,cen_water_supply___1,,http://purl.obolibrary.org/obo/EUPATH_0021076,Indoor plumbing,,,Water source,http://purl.obolibrary.org/obo/EUPATH_0021093,,,value
3,rdt_fv_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021055,Negative,,,"Plasmodium species, by FalciVax RDT",http://purl.obolibrary.org/obo/EUPATH_0000437,,,value
6,pastyear_treatdrugs_chk___6,,http://purl.obolibrary.org/obo/CHEBI_8405,Primaquine,,,Antimalarial medications used,http://purl.obolibrary.org/obo/EUPATH_0000430,,,value
3,pastyear_dx_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021034,Plasmodium malariae,,,Plasmodium species in last year,http://purl.obolibrary.org/obo/EUPATH_0000425,,,value
1,drugs_2wk_yn,,http://purl.obolibrary.org/obo/EUPATH_0000410,Took antimalarial medication,Took antimalarial medication in last 2 weeks,,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,
3,cen_animals___1,,http://purl.obolibrary.org/obo/EUPATH_0021013,None,,,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,value
1,hemocue,,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,
