displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType
4,pcr_species_chk___5,,http://purl.obolibrary.org/obo/EUPATH_0021052,Plasmodium ovale,,Sample,"Plasmodium species, by qPCR",http://purl.obolibrary.org/obo/EUPATH_0000433,,,value
5,pcr_species_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021048,Negative,,Sample,"Plasmodium species, by qPCR",http://purl.obolibrary.org/obo/EUPATH_0000433,,,value
,cen_resident_status___2,,http://purl.obolibrary.org/obo/EUPATH_0021069,Temporary,,Household,Resident status,http://purl.obolibrary.org/obo/EUPATH_0000440,,,value
,cen_resident_status___1,,http://purl.obolibrary.org/obo/EUPATH_0021068,Permanent,,Household,Resident status,http://purl.obolibrary.org/obo/EUPATH_0000440,,,value
,cen_type_of_roof___1,,http://purl.obolibrary.org/obo/EUPATH_0021008,Thatched,,Household,Roof material,http://purl.obolibrary.org/obo/EUPATH_0000003,,,value
,cen_type_of_roof___4,,http://purl.obolibrary.org/obo/EUPATH_0021011,Cement,,Household,Roof material,http://purl.obolibrary.org/obo/EUPATH_0000003,,,value
,cen_type_of_roof___2,,http://purl.obolibrary.org/obo/EUPATH_0021009,Tin,,Household,Roof material,http://purl.obolibrary.org/obo/EUPATH_0000003,,,value
,cen_type_of_roof___5,,http://purl.obolibrary.org/obo/EUPATH_0021012,Tile,,Household,Roof material,http://purl.obolibrary.org/obo/EUPATH_0000003,,,value
,cen_type_of_roof___3,,http://purl.obolibrary.org/obo/EUPATH_0021010,Asbestos,,Household,Roof material,http://purl.obolibrary.org/obo/EUPATH_0000003,,,value
,,,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,,,category
,,,http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,Types of blood samples obtained,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,,,multifilter
,,,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,multifilter
,fever_48hr_yn,,http://purl.obolibrary.org/obo/EUPATH_0021090,Fever in last 48hrs,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,variable
,fever_48hr_numdays,,http://purl.obolibrary.org/obo/EUPATH_0000414,Fever duration (days),"If the participant had a fever in the last 2 days, the number of days they were febrile.",Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,variable
,,,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,category
,,,http://purl.obolibrary.org/obo/EUPATH_0000451,Typical healthcare,Typical healthcare source,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,multifilter
,cen_household_size,,http://purl.obolibrary.org/obo/EUPATH_0000019,Persons living in house,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,variable
,cen_poverty_line,,http://purl.obolibrary.org/obo/EUPATH_0000435,Poverty line,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,variable
1,sprayed_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021071,Indoor,,Household,Sprayed in the last 12 months,http://purl.obolibrary.org/obo/EUPATH_0000441,,,value
2,sprayed_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021072,Outdoor,,Household,Sprayed in the last 12 months,http://purl.obolibrary.org/obo/EUPATH_0000441,,,value
3,sprayed_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021073,Can't remember,,Household,Sprayed in the last 12 months,http://purl.obolibrary.org/obo/EUPATH_0000441,,,value
4,sprayed_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021070,No/not applicable,,Household,Sprayed in the last 12 months,http://purl.obolibrary.org/obo/EUPATH_0000441,,,value
1,manifestations_yn,,http://purl.obolibrary.org/obo/EUPATH_0021088,Any signs,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
2,symptoms_yn,,http://purl.obolibrary.org/obo/EUPATH_0021089,Any symptoms,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
3,symptoms_chk___10,,http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
4,symptoms_chk___3,,http://purl.obolibrary.org/obo/SYMP_0000099,Aches or pains,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
5,symptoms_chk___6,,http://purl.obolibrary.org/obo/SYMP_0000523,Anorexia,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
6,symptoms_chk___15,,http://purl.obolibrary.org/obo/HP_0100749,Chest pain,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
7,symptoms_chk___2,,http://purl.obolibrary.org/obo/SYMP_0019174,Chills,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
8,symptoms_chk___7,,http://purl.obolibrary.org/obo/SYMP_0000614,Cough,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
9,symptoms_chk___11,,http://purl.obolibrary.org/obo/DOID_13250,Diarrhea,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
10,symptoms_chk___8,,http://purl.obolibrary.org/obo/SYMP_0000610,Dizziness,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
11,symptoms_chk___17,,http://purl.obolibrary.org/obo/HP_0030766,Ear pain,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
12,symptoms_chk___13,,http://purl.bioontology.org/ontology/MEDDRA/10015958,Eye pain,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
13,symptoms_chk___4,,http://purl.obolibrary.org/obo/SYMP_0019177,Fatigue,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
14,symptoms_chk___1,,http://purl.obolibrary.org/obo/HP_0002315,Headache,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
15,symptoms_chk___12,,http://purl.obolibrary.org/obo/HP_0003419,Lower back pain,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
16,symptoms_chk___14,,http://purl.obolibrary.org/obo/HP_0000980,Paleness,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
17,symptoms_chk___16,,http://purl.obolibrary.org/obo/DOID_0050486,Rash,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
18,symptoms_chk___9,,http://purl.obolibrary.org/obo/HP_0000975,Sweating,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
19,symptoms_chk___5,,http://purl.obolibrary.org/obo/HP_0002013,Vomiting,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
20,manifestations_chk___1,,http://purl.bioontology.org/ontology/SNOMEDCT/40541001,Acute pulmonary edema,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
21,manifestations_chk___2,,http://purl.bioontology.org/ontology/SNOMEDCT/371632003,Coma,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
22,manifestations_chk___3,,http://purl.obolibrary.org/obo/HP_0000952,Jaundice,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
23,manifestations_chk___4,,http://purl.obolibrary.org/obo/DOID_1074,Renal failure,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
24,manifestations_chk___5,,http://purl.bioontology.org/ontology/MEDDRA/10009119,Respiratory distress,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
25,manifestations_chk___7,,http://purl.obolibrary.org/obo/EUPATH_0000215,Severe anemia,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
26,manifestations_chk___6,,http://purl.obolibrary.org/obo/SYMP_0000007,Spontaneous bleeding,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
27,symptoms_chk___18,,http://purl.obolibrary.org/obo/HP_0001744,Splenomegaly,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
1,travel_2wk_yn,,http://purl.obolibrary.org/obo/EUPATH_0000450,Traveled in last 2 weeks,,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,,,variable
2,travel_2wk_country,,http://purl.obolibrary.org/obo/EUPATH_0000445,Country visited,,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,,,variable
3,travel_2wk_state,,http://purl.obolibrary.org/obo/EUPATH_0000447,State visited,,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,,,variable
4,travel_2wk_district,,http://purl.obolibrary.org/obo/EUPATH_0000446,District visited,,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,,,variable
5,travel_2wk_taluk,,http://purl.obolibrary.org/obo/EUPATH_0000448,Taluk visited,,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,,,variable
6,travel_2wk_village,,http://purl.obolibrary.org/obo/EUPATH_0000449,Village visited,,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,,,variable
1,drugs_2wk_yn,,http://purl.obolibrary.org/obo/EUPATH_0000410,Took antimalarial medication,Took antimalarial medication in last 2 weeks,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,variable
2,drugs_2wk_codes_2,,http://purl.obolibrary.org/obo/EUPATH_0021091,Antimalarial medication in last 2 weeks,Malaria medication taken in last 2 weeks,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,variable
2,drugs_2wk_codes_1,,http://purl.obolibrary.org/obo/EUPATH_0021091,Antimalarial medication in last 2 weeks,Malaria medication taken in last 2 weeks,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,variable
3,drugs_2wk_comply_yn,,http://purl.obolibrary.org/obo/EUPATH_0000409,Took antimalarial medication as advised,Took antimalarial medications as advised in the last 2 weeks.,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,variable
4,suppressant_now_yn,,http://purl.obolibrary.org/obo/EUPATH_0000443,On fever suppressant,On fever suppressant at visit,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,variable
,cen_typical_healthcare___1,,http://purl.obolibrary.org/obo/EUPATH_0021074,Public,,Household,Typical healthcare,http://purl.obolibrary.org/obo/EUPATH_0000451,,,value
,cen_typical_healthcare___2,,http://purl.obolibrary.org/obo/EUPATH_0021075,Private,,Household,Typical healthcare,http://purl.obolibrary.org/obo/EUPATH_0000451,,,value
1,cen_water_supply___1,,http://purl.obolibrary.org/obo/EUPATH_0021076,Indoor plumbing,,Household,Water source,http://purl.obolibrary.org/obo/EUPATH_0021093,,,value
2,cen_water_supply___5,,http://purl.obolibrary.org/obo/EUPATH_0021080,Public tank or pump,,Household,Water source,http://purl.obolibrary.org/obo/EUPATH_0021093,,,value
3,cen_water_supply___2,,http://purl.obolibrary.org/obo/EUPATH_0021077,Bore well,,Household,Water source,http://purl.obolibrary.org/obo/EUPATH_0021093,,,value
4,cen_water_supply___3,,http://purl.obolibrary.org/obo/EUPATH_0021078,Open well,,Household,Water source,http://purl.obolibrary.org/obo/EUPATH_0021093,,,value
5,cen_water_supply___4,,http://purl.obolibrary.org/obo/EUPATH_0021079,Stream or river,,Household,Water source,http://purl.obolibrary.org/obo/EUPATH_0021093,,,value
1,pastyear_treatwhere_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021044,Clinic or hospital,,Participant,Where treated,http://purl.obolibrary.org/obo/EUPATH_0000431,,,value
2,pastyear_treatwhere_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021045,Private doctor,,Participant,Where treated,http://purl.obolibrary.org/obo/EUPATH_0000431,,,value
3,pastyear_treatwhere_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021046,Self-treated,,Participant,Where treated,http://purl.obolibrary.org/obo/EUPATH_0000431,,,value
4,pastyear_treatwhere_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021047,Can't remember,,Participant,Where treated,http://purl.obolibrary.org/obo/EUPATH_0000431,,,value
,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,Sample,,,,,category
,,,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,Observation,,,,,category
,,,http://purl.obolibrary.org/obo/PCO_0000024,Household,,Household,,,,,category
,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,Participant,,,,,category
