colOrder,overallOrder,displayOrder,variable,dataFile,category,IRI,label,definition,termType,parentIRI,parentLabel,codebookDescription,codebookValues
34,91,2,anthro_dh::lazminus2,anthro_dh,Observation,,Stunted,"Whether the target child participant was stunted, defined as having a length- or height-for-age z-score of less than -2. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Stunted (LAZ<-2),0 to 1
43,92,3,anthro_dh::whzminus3,anthro_dh,Observation,,Severely wasted,"Whether the target child participant was severely wasted, defined as having a weight-for-length or -height z-score of less than -3. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Severely Wasted (WHZ<-3),0 to 1
42,93,4,anthro_dh::whzminus2,anthro_dh,Observation,,Wasted,"Whether the target child participant was wasted, defined as having a weight-for-length or -height z-score of less than -2. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Wasted (WHZ<-2),0 to 1
39,94,5,anthro_dh::wazminus3,anthro_dh,Observation,,Severely underweight,"Whether the target child participant was severely underweight, defined as having a weight-for-age z-score of less than -3. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Severely Underweight (WAZ<-3),0 to 1
38,95,6,anthro_dh::wazminus2,anthro_dh,Observation,,Underweight,"Whether the target child participant was underweight, defined as having a weight-for-age z-score of less than -2. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Underweight (WAZ<-2),0 to 1
32,96,7,anthro_dh::laz,anthro_dh,Observation,,"Length- or height-for-age z-score, using median stature","Length- or height-for-age z-score for the target child participant, using median stature. Values greater than 6 or less than -6 were flagged and set to missing.  Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Length/height-for-age Z-score,-5.68 to 5.18
33,97,8,anthro_dh::laz_x,anthro_dh,Observation,,Length- or height-for-age z-score flag,"Whether the length- or height-for-age z-score for the target child participant was flagged for being greater than 6 or less than -6. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,"Abs(LAZ)>6, set to missing",0 to 1
40,98,9,anthro_dh::whz,anthro_dh,Observation,,"Weight-for-length or -height z-score, using median weight and median length or height","Weight-for-length or -height z-score for the target child participant, using median weight and median length or height. Values greater than 5 or less than -5 were flagged and set to missing.  Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Weight-for-length/height Z-score,-4.91 to 4.97
41,99,10,anthro_dh::whz_x,anthro_dh,Observation,,Weight-for-length or -height z-score flag,"Whether the weight-for-length or -height z-score for the target child participant was flagged for being greater than 5 or less than -5. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,"Abs(WHZ)>5, set to missing",0 to 1
44,100,11,anthro_dh::bmiz,anthro_dh,Observation,,"BMI-for-age z-score, using median weight and median length or height","BMI-for-age z-score for the target child participant, using median weight and median length or height. Values greater than 5 or less than -5 were flagged and set to missing.  Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,BMI-for-age Z-score,-4.57 to 4.67
45,101,12,anthro_dh::bmiz_x,anthro_dh,Observation,,BMI-for-age z-score flag,"Whether the BMI-for-age z-score for the target child participant was flagged for being greater than 5 or less than -5. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,"Abs(BMIZ)>5, set to missing",0 to 1
36,102,13,anthro_dh::waz,anthro_dh,Observation,,"Weight-for-age z-score, using median weight","Weight-for-age z-score for the target child participant, using median weight. Values greater than 5 or less than -6 were flagged and set to missing.  Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Weight-for-age Z-score,-5.48 to 4.28
37,103,14,anthro_dh::waz_x,anthro_dh,Observation,,Weight-for-age z-score flag,"Whether the weight-for-age z-score for the target child participant was flagged for being greater than 5 or less than -6. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,"WAZ < -6 or WAZ > 5, set to missing",0 to 1
46,104,15,anthro_dh::hcz,anthro_dh,Observation,,"Head circumference-for-age z-score, using median circumference","Head circumference-for-age z-score for the target child participant, using median circumference. Values greater than 5 or less than -5 were flagged and set to missing.  Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Head circumference-for-age z-score,-4.96 to 3.33
47,105,16,anthro_dh::hcz_x,anthro_dh,Observation,,Head circumference-for-age z-score flag,"Whether the head circumference-for-age z-score for the target child participant was flagged for being greater than 5 or less than -5. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,"Abs(HCZ)>5, set to missing",0 to 1
30,106,17,anthro_dh::length,anthro_dh,Observation,,Median stature (cm),"Median stature of the target child participant, in cm. Stature was measured as either recumbent length or height while standing.  Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,"* Child length (median), cm",42.15 to 99.65
18,107,18,anthro_dh::c414,anthro_dh,Observation,http://purl.obolibrary.org/obo/EUPATH_0011893,Stature (cm),"Measurement #1 of the stature of the target child participant, in cm. Stature was measured as either recumbent length or height while standing. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Child length meas 1,42.1 to 999.9
19,108,19,anthro_dh::c415,anthro_dh,Observation,,"Stature (cm), 2nd","Measurement #2 of the stature of the target child participant, in cm. Stature was measured as either recumbent length or height while standing. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Child length meas 2,42.2 to 999.9
20,109,20,anthro_dh::c416,anthro_dh,Observation,,"Stature (cm), 3rd","Measurement #3 of the stature of the target child participant, in cm. Stature was measured as either recumbent length or height while standing. A 3rd measurement was only taken if the difference between measures 1 & 2 was greater than or equal to 0.5 cm. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Child length meas 3,0 to 999.9
29,110,21,anthro_dh::weight,anthro_dh,Observation,,Median weight (kg),"Median weight of the target child participant, in kg. Target child participant weight was either assessed directly or by measuring the weight of the mother plus the target child and subtracting out the mother's weight. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,"* Child weight (median), kg",3.275 to 19
15,111,22,anthro_dh::c411,anthro_dh,Observation,http://purl.obolibrary.org/obo/EUPATH_0000732,Weight (kg),"Direct measurement #1 of the weight of the target child participant, in kg. These direct weight measurement were reserved for endline anthropometric assessment and did not occur at the midline assessment. Target child participants who were not weighed directly at the endline assessment were weighed in combination with their mother.",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Child weight meas 1,5.2 to 19
16,112,23,anthro_dh::c412,anthro_dh,Observation,,"Weight (kg), 2nd","Direct measurement #2 of the weight of the target child participant, in kg. These direct weight measurement were reserved for endline anthropometric assessment and did not occur at the midline assessment. Target child participants who were not weighed directly at the endline assessment were weighed in combination with their mother.",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Child weight meas 2,5.2 to 19
17,113,24,anthro_dh::c413,anthro_dh,Observation,,"Weight (kg), 3rd","Direct measurement #3 of the weight of the target child participant, in kg. These direct weight measurement were reserved for endline anthropometric assessment and did not occur at the midline assessment. Target child participants who were not weighed directly at the endline assessment were weighed in combination with their mother. A 3rd measurement was only taken if the difference between measures 1 & 2 is greater than or equal to 0.1 kg.",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Child weight meas 3,8.25 to 14.35
31,114,25,anthro_dh::headcir,anthro_dh,Observation,,Median head circumference (cm),"Median head circumference of the target child participant, in cm. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,"* Child head circumference (median), cm",34.95 to 69.15
21,115,26,anthro_dh::c418,anthro_dh,Observation,http://purl.obolibrary.org/obo/EUPATH_0000683,Head circumference (cm),"Measurement #1 of the head circumference of the target child participant, in cm. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Head circumference meas 1,34.9 to 99.9
22,116,27,anthro_dh::c419,anthro_dh,Observation,,"Head circumference (cm), 2nd","Measurement #2 of the head circumference of the target child participant, in cm. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Head circumference meas 2,35 to 99.9
23,117,28,anthro_dh::c420,anthro_dh,Observation,,"Head circumference (cm), 3rd","Measurement #3 of the head circumference of the target child participant, in cm. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Head circumference meas 3,37.5 to 442.4
12,118,29,anthro_dh::c408,anthro_dh,Observation,http://purl.obolibrary.org/obo/EUPATH_0010070,Caretaker plus participant weight (kg),"Measurement #1 of the weight of the target child participant plus the mother, in kg. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Mother plus target child participant weights may not have been recorded at the endline anthropometry assessment if the target child was weighed directly.",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Child weight w/ mother meas 1,33.25 to 92.95
13,119,30,anthro_dh::c409,anthro_dh,Observation,,"Caretaker plus participant weight (kg), 2nd","Measurement #2 of the weight of the target child participant plus the mother, in kg. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Mother plus target child participant weights may not have been recorded at the endline anthropometry assessment if the target child was weighed directly.",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Child weight w/ mother meas 2,33.05 to 92.75
14,120,31,anthro_dh::c410,anthro_dh,Observation,,"Caretaker plus participant weight (kg), 3rd","Measurement #3 of the weight of the target child participant plus the mother, in kg. A 3rd measurement was only taken if the difference between measures 1 & 2 is greater than or equal to 0.1 kg. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Mother plus target child participant weights may not have been recorded at the endline anthropometry assessment if the target child was weighed directly.",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Child weight w/ mother meas 3,33.15 to 92.95
9,121,32,anthro_dh::c404,anthro_dh,Observation,http://purl.obolibrary.org/obo/EUPATH_0010071,Caretaker weight (kg),"Measurement #1 of the weight of the target child participant's mother, in kg. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Mother's weights may not have been recorded at the endline anthropometry assessment if the target child was weighed directly.",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Maternal weight meas 1,26.15 to 90
10,122,33,anthro_dh::c405,anthro_dh,Observation,,"Caretaker weight (kg), 2nd","Measurement #2 of the weight of the target child participant's mother, in kg. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Mother's weights may not have been recorded at the endline anthropometry assessment if the target child was weighed directly.",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Maternal weight meas 2,26.2 to 90
11,123,34,anthro_dh::c406,anthro_dh,Observation,,"Caretaker weight (kg), 3rd","Measurement #3 of the weight of the target child participant's mother, in kg. A 3rd measurement was only taken if the difference between measures 1 & 2 is greater than or equal to 0.1 kg. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Mother's weights may not have been recorded at the endline anthropometry assessment if the target child was weighed directly.",variabe,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Maternal weight meas 3,27.7 to 82.65
6,124,NA,uptake_dh::freechl,uptake_dh,Observation,,Chlorine detected in stored drinking water,"Whether more than 0.1 mg/L of free residual chlorine was detected in stored drinking water for target children. Only water samples collected from compounds that reported treating their drinking water with some form of chlorine were tested.  Assessed for the compound (multiple households sharing a common courtyard) 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,Free chlorine detected in stored water (>0.1 mg/L),0 to 1
5,125,NA,uptake_dh::storewat,uptake_dh,Observation,,Stored drinking water,"Whether drinking water for the compound was stored. Assessed for the compound (multiple households sharing a common courtyard) at enrollment (when target children were in utero), 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",variabe,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,Store drinking water (q10001),0 to 1
26,126,1,anthro_dh::aged,anthro_dh,Observation,http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,variabe,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,Age in days (anthro meas),42 to 1159
9,127,1,diar_dh::agedays,diar_dh,Observation,http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,variabe,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,Age in days,-42 to 2013
7,128,2,anthro_dh::svy,anthro_dh,Observation,,Study timepoint,"Survey data was collected at enrollment (baseline), and outcomes were measured after 12 months (midline) and 24 months (endline) of intervention delivery.",variabe,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,"Survey round (0,1,2)",1 to 2
6,129,2,diar_dh::svy,diar_dh,Observation,,Study timepoint,"Survey data was collected at enrollment (baseline), and outcomes were measured after 12 months (midline) and 24 months (endline) of intervention delivery.",variabe,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,"Survey round (0,1,2)",0 to 2
6,130,4,enrol_dh::fracode,enrol_dh,Observation,,Field research assistant code,Code to identify the field research assistant who took the measurement. This was used as an adjustment variable in case there was any measurement bias based on who collected the data.,variabe,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,FRA code (q4001),. to .
49,133,1,anthro_dh::anthroyear,anthro_dh,Observation,,Assessment year,Calendar year in which data on participants were collected.,variabe,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Year of anthropometry measurement,2013 to 2015
28,134,1,diar_dh::svyyear,diar_dh,Observation,,Assessment year,Calendar year in which data on participants were collected.,variabe,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Year of survey,2012 to 2015
8,135,2,anthro_dh::month,anthro_dh,Observation,,Assessment month,Calendar month in which data on participants was collected.,variabe,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Month of measurement,1 to 12
7,136,2,diar_dh::month,diar_dh,Observation,,Assessment month,Calendar month in which data on participants was collected.,variabe,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Month of measurement,1 to 12
48,137,3,anthro_dh::anthroweek,anthro_dh,Observation,,Assessment week,Calendar week in which data on participants were collected.,variabe,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Week of anthropometry measurement,1 to 52
27,138,3,diar_dh::svyweek,diar_dh,Observation,,Assessment week,Calendar week in which data on participants were collected.,variabe,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Week of survey,1 to 52
22,139,1,diar_dh::diar7d,diar_dh,Observation,,"Diarrhea case during the last 7 days, caregiver report","Whether the participant was classified as a diarrhea case within the last 7 days. To meet the definition for a diarrhea case, the participant must have had 3+ loose or watery stools in 24 hours OR 1+ stool with blood. This variable, with a 7-day recall period, was used in the primary analysis to improve power as there was no evidence for differential recall by arm. Caregiver reported symptoms were assessed in target children 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Caregiver reported symptoms were also assessed in sibling/neighbor participants at enrollment, midline, and endline.",variabe,http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by caregiver report,"* Diarrhea case, 7d recall",0 to 1
21,140,2,diar_dh::diar2d,diar_dh,Observation,,"Diarrhea case during the last 2 days, caregiver report","Whether the participant was classified as a diarrhea case within the last 2 days. To meet the definition for a diarrhea case, the participant must have had 3+ loose or watery stools in 24 hours OR 1+ stool with blood. Caregiver reported symptoms were assessed in target children 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Caregiver reported symptoms were also assessed in sibling/neighbor participants at enrollment, midline, and endline.",variabe,http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by caregiver report,"* Diarrhea case, 2d recall",0 to 1
18,141,3,diar_dh::dloose7d,diar_dh,Observation,,"Loose or watery stools during last 7 days, caregiver report","Whether the participant had loose or watery stools within in the last 2 days. Caregiver reported symptoms were assessed in target children 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Caregiver reported symptoms were also assessed in sibling/neighbor participants at enrollment, midline, and endline.",variabe,http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by caregiver report,"Loose or watery stool, 7d recall",0 to 1
17,142,4,diar_dh::dloose2d,diar_dh,Observation,,"Loose or watery stools during last 2 days, caregiver report","Whether the participant had loose or watery stools within in the last 2 days. Caregiver reported symptoms were assessed in target children 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Caregiver reported symptoms were also assessed in sibling/neighbor participants at enrollment, midline, and endline.",variabe,http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by caregiver report,"Loose or watery stool, 2d recall",0 to 1
20,143,5,diar_dh::dblood7d,diar_dh,Observation,,"Blood in stool during last 7 days, caregiver report","Whether the participant had blood in their stools within in the last 7 days. Caregiver reported symptoms were assessed in target children 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Caregiver reported symptoms were also assessed in sibling/neighbor participants at enrollment, midline, and endline.",variabe,http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by caregiver report,"Blood in stool, 7d recall",0 to 1
19,144,6,diar_dh::dblood2d,diar_dh,Observation,,"Blood in stool during last 2 days, caregiver report","Whether the participant had blood in their stools within in the last 2 days. Caregiver reported symptoms were assessed in target children 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Caregiver reported symptoms were also assessed in sibling/neighbor participants at enrollment, midline, and endline.",variabe,http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by caregiver report,"Blood in stool, 2d recall",0 to 1
16,145,7,diar_dh::d3plus7d,diar_dh,Observation,,"3+ stools in 24hrs during last 7 days, caregiver report","Whether the participant had 3 or more bowel movements in a 24 hour period within in the last 7 days. Caregiver reported symptoms were assessed in target children 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Caregiver reported symptoms were also assessed in sibling/neighbor participants at enrollment, midline, and endline.",variabe,http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by caregiver report,"3+ stools in 24 hr, 7d recall",0 to 1
15,146,8,diar_dh::d3plus2d,diar_dh,Observation,,"3+ stools in 24hrs during last 2 days, caregiver report","Whether the participant had 3 or more bowel movements in a 24 hour period within in the last 2 days. Caregiver reported symptoms were assessed in target children 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Caregiver reported symptoms were also assessed in sibling/neighbor participants at enrollment, midline, and endline.",variabe,http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by caregiver report,"3+ stools in 24 hr, 2d recall",0 to 1
26,147,9,diar_dh::tooth7d,diar_dh,Observation,,"Toothache during the last 7 days, caregiver report","Whether the participant had a toothache (a negative control outcome measured to detect potential differential bias in symptom reporting) within in the last 7 days. Caregiver reported symptoms were assessed in target children 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Caregiver reported symptoms were also assessed in sibling/neighbor participants at enrollment, midline, and endline.",variabe,http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by caregiver report,"Toothache, 7d recall",0 to 1
25,148,10,diar_dh::tooth2d,diar_dh,Observation,,"Toothache during the last 2 days, caregiver report","Whether the participant had a toothache (a negative control outcome measured to detect potential differential bias in symptom reporting) within in the last 2 days. Caregiver reported symptoms were assessed in target children 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Caregiver reported symptoms were also assessed in sibling/neighbor participants at enrollment, midline, and endline.",variabe,http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by caregiver report,"Toothache, 2d recall",0 to 1
24,149,11,diar_dh::bruise7d,diar_dh,Observation,,"Bruising during the last 7 days, caregiver report","Whether the participant had bruising (a negative control outcome measured to detect potential differential bias in symptom reporting) within in the last 7 days. Caregiver reported symptoms were assessed in target children 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Caregiver reported symptoms were also assessed in sibling/neighbor participants at enrollment, midline, and endline.",variabe,http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by caregiver report,"Bruising, 7d recall",0 to 1
23,150,12,diar_dh::bruise2d,diar_dh,Observation,,"Bruising during the last 2 days, caregiver report","Whether the participant had bruising (a negative control outcome measured to detect potential differential bias in symptom reporting) within in the last 2 days. Caregiver reported symptoms were assessed in target children 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Caregiver reported symptoms were also assessed in sibling/neighbor participants at enrollment, midline, and endline.",variabe,http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by caregiver report,"Bruising, 2d recall",0 to 1
8,152,,diar_dh::sex,diar_dh,Participant,http://purl.obolibrary.org/obo/PATO_0000047,Sex,,variabe,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Sex,0 to 1
10,153,1,enrol_dh::momage,enrol_dh,Participant,,Mother's age (years),"Age of the target child participant's mother, in years. Assessed at enrollment (when target children were in utero).",variabe,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,"Mother's age, years",14 to 60
11,154,2,enrol_dh::momheight,enrol_dh,Participant,,Median mother's height (cm),"Median height of the target child participant's mother, in centimeters, based on measurements taken 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age. Maternal height was measured in later visits and not at enrollment because it could have been influenced by pregnancy.",variabe,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,Maternal height (median),120.65 to 168
15,155,3,enrol_dh::dadagri,enrol_dh,Participant,,Father employed in agriculture,Whether the target child participant's father worked in agriculture. Assessed for the household at enrollment (when target children were in utero).,variabe,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,Father works in agriculture (q011),0 to 1
NA,156,1,anthro_dh::pid,anthro_dh,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,Unique identifier for the target child participant or sibling/neighbor participant.,"variable, derived",http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,
NA,157,1,diar_dh::pid,diar_dh,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,Unique identifier for the target child participant or sibling/neighbor participant.,"variable, derived",http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,
3,158,2,diar_dh::tchild,diar_dh,Participant,,Target child or sibling/neighbor,Target child participants were in utero at enrollment and were the primary study population. Older sibling or neighbor participants were less than 36m at the time of target child enrollment.,variabe,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,Target child in birth cohort,0 to 1
NA,159,3,anthro_dh::t_twin,anthro_dh,Participant,,Twin,Whether the target child participant was a twin.,"variable, derived",http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,
25,160,4,anthro_dh::birthord,anthro_dh,Participant,,Birth order,Order the target child participant was born into their family.,variabe,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,Birth order (target child),1 to 11
11,161,1,diar_dh::enrolage,diar_dh,Participant,http://purl.obolibrary.org/obo/EUPATH_0000120,Age at enrollment,,variabe,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,"Age at enrollment, years",-2.683094 to 3.000684
12,131,2,diar_dh::newbirth,diar_dh,Participant,,Participant born after enrollment,"Compounds with a pregnant women were enrolled. Target child participants (the primary study population) were, by definition, in utero at enrollment and always born after enrollment. Older sibling or neighbor participants who were less than 36m at the time of enrollment or who were born during follow-up were also included as participants.",variabe,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,New birth,0 to 1
