variable	variable2	values	mappedTerm	valueOrder
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	1,2		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	1,2,3		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	1,2,3,4		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	1,2,4		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	1,3		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	1,3,4		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	1,4		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	2		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	2,3		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	2,3,4		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	2,4		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	2,5		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	3		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	3,4		
household level data baseline survey::cov_spread	household level data baseline survey::cov_spread	4		
household level data baseline survey::cov_sx	household level data baseline survey::cov_sx	>30 categories		
household level data baseline survey::cov_daily	household level data baseline survey::cov_daily	-9		
household level data baseline survey::cov_daily	household level data baseline survey::cov_daily	-8		
household level data baseline survey::cov_daily	household level data baseline survey::cov_daily	-7		
household level data baseline survey::cov_daily	household level data baseline survey::cov_daily	0		
household level data baseline survey::cov_daily	household level data baseline survey::cov_daily	1		
household level data baseline survey::cov_daily1	household level data baseline survey::cov_daily1	>30 categories		
household level data baseline survey::cov_work	household level data baseline survey::cov_work	-9		
household level data baseline survey::cov_work	household level data baseline survey::cov_work	0		
household level data baseline survey::cov_work	household level data baseline survey::cov_work	1		
household level data baseline survey::hwcov_work	household level data baseline survey::hwcov_work	-9		
household level data baseline survey::hwcov_work	household level data baseline survey::hwcov_work	-7		
household level data baseline survey::hwcov_work	household level data baseline survey::hwcov_work	1		
household level data baseline survey::hwcov_work	household level data baseline survey::hwcov_work	2		
household level data baseline survey::hwcov_work	household level data baseline survey::hwcov_work	3		
household level data baseline survey::hwcov_work	household level data baseline survey::hwcov_work	4		
household level data baseline survey::cov_workothr	household level data baseline survey::cov_workothr	>30 categories		
household level data baseline survey::cov_cont	household level data baseline survey::cov_cont	-9		
household level data baseline survey::cov_cont	household level data baseline survey::cov_cont	-7		
household level data baseline survey::cov_cont	household level data baseline survey::cov_cont	0		
household level data baseline survey::cov_cont	household level data baseline survey::cov_cont	1		
household level data baseline survey::cov_crowd	household level data baseline survey::cov_crowd	-9		
household level data baseline survey::cov_crowd	household level data baseline survey::cov_crowd	0		
household level data baseline survey::cov_crowd	household level data baseline survey::cov_crowd	1		
household level data baseline survey::cov_handwash	household level data baseline survey::cov_handwash	-9		
household level data baseline survey::cov_handwash	household level data baseline survey::cov_handwash	0		
household level data baseline survey::cov_handwash	household level data baseline survey::cov_handwash	1		
household level data baseline survey::cov_sanit	household level data baseline survey::cov_sanit	-9		
household level data baseline survey::cov_sanit	household level data baseline survey::cov_sanit	0		
household level data baseline survey::cov_sanit	household level data baseline survey::cov_sanit	1		
household level data baseline survey::cov_mask	household level data baseline survey::cov_mask	-9		
household level data baseline survey::cov_mask	household level data baseline survey::cov_mask	0		
household level data baseline survey::cov_mask	household level data baseline survey::cov_mask	1		
household level data baseline survey::cov_masktype	household level data baseline survey::cov_masktype	-7		
household level data baseline survey::cov_masktype	household level data baseline survey::cov_masktype	-9		
household level data baseline survey::cov_masktype	household level data baseline survey::cov_masktype	1		
household level data baseline survey::cov_masktype	household level data baseline survey::cov_masktype	1,2		
household level data baseline survey::cov_masktype	household level data baseline survey::cov_masktype	1,2,3		
household level data baseline survey::cov_masktype	household level data baseline survey::cov_masktype	2		
household level data baseline survey::othmask	household level data baseline survey::othmask	>30 categories		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	-9		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	1		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	2		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	3		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	4		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	5		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	6		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	12		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	13		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	23		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	24		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	123		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	135		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	345		
household level data baseline survey::cov_nomask	household level data baseline survey::cov_nomask	1245		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	-9		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	CORONA HAS NOT REACHED OUR AREA		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	CORONA IS ONLY IN KAMPALA		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	EXPENSIVE		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	FELL SICK		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	HE KEEPS IT IN HIS POCKET		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	I ALWAYS FORGET		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	I FORGET ALWAYS		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	ISSUES ABOUT CORONA IS BECOMING NORMAL ROUTINE		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	IT CAUSES DIFFICULT IN BREATHING		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	IT GOT LOST		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	ITS EXPENSIVE		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	N0		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	NILL		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	NO		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	NO REASON 		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	NONE		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	SHE TRUSTIST THE PEOPLE SHE STAYS WITH		
household level data baseline survey::oth_nomask	household level data baseline survey::oth_nomask	THERE IS NO COVID IN OUR AREAR		
household level data baseline survey::cov_flu	household level data baseline survey::cov_flu	-9		
household level data baseline survey::cov_flu	household level data baseline survey::cov_flu	-7		
household level data baseline survey::cov_flu	household level data baseline survey::cov_flu	0		
household level data baseline survey::cov_flu	household level data baseline survey::cov_flu	1		
household level data baseline survey::cov_know	household level data baseline survey::cov_know	>30 categories		
household level data baseline survey::cov_protect	household level data baseline survey::cov_protect	>30 categories		
household level data baseline survey::hhpsf_covid	household level data baseline survey::hhpsf_covid	-9		
household level data baseline survey::hhpsf_covid	household level data baseline survey::hhpsf_covid	1		
household level data baseline survey::hhpsf_covid	household level data baseline survey::hhpsf_covid	2		
household level data baseline survey::hhpsf_covid	household level data baseline survey::hhpsf_covid	3		
household level data baseline survey::hhpsf_covid	household level data baseline survey::hhpsf_covid	4		
household level data baseline survey::hhpsf_covid	household level data baseline survey::hhpsf_covid	5		
household level data baseline survey::hfcty_covid1	household level data baseline survey::hfcty_covid1	-9		
household level data baseline survey::hfcty_covid1	household level data baseline survey::hfcty_covid1	0		
household level data baseline survey::hfcty_covid1	household level data baseline survey::hfcty_covid1	1		
household level data baseline survey::hfcty_covid2	household level data baseline survey::hfcty_covid2	-9		
household level data baseline survey::hfcty_covid2	household level data baseline survey::hfcty_covid2	0		
household level data baseline survey::hfcty_covid2	household level data baseline survey::hfcty_covid2	1		
household level data baseline survey::other_hfcty_cov2	household level data baseline survey::other_hfcty_cov2	>30 categories		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	-,8 		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	-7		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	-9		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	1		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	1,2 		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	1,2,3 		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	1,3 		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	1,3,4 		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	1,4 		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	2		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	2,3 		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	3		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	3,4 		
household level data baseline survey::hfcty_covid3	household level data baseline survey::hfcty_covid3	4		
household level data baseline survey::other_hfcty_cov3	household level data baseline survey::other_hfcty_cov3	>30 categories		
household level data baseline survey::travel_cov	household level data baseline survey::travel_cov	-9		
household level data baseline survey::travel_cov	household level data baseline survey::travel_cov	0		
household level data baseline survey::travel_cov	household level data baseline survey::travel_cov	1		
household member level data baseline survey::gender	household member level data baseline survey::gender	Female		
household member level data baseline survey::gender	household member level data baseline survey::gender	Male		
household member level data baseline survey::relation	household member level data baseline survey::relation	Aunt/Uncle		
household member level data baseline survey::relation	household member level data baseline survey::relation	Brother/Sister		
household member level data baseline survey::relation	household member level data baseline survey::relation	Cousin		
household member level data baseline survey::relation	household member level data baseline survey::relation	In-law		
household member level data baseline survey::relation	household member level data baseline survey::relation	Niece/Nephew		
household member level data baseline survey::relation	household member level data baseline survey::relation	Self (household head)		
household member level data baseline survey::relation	household member level data baseline survey::relation	Stepchild		
household member level data baseline survey::relation	household member level data baseline survey::relation	father/mother		
household member level data baseline survey::relation	household member level data baseline survey::relation	grandmother/grandfather/great-grandmother/great-grandfather		
household member level data baseline survey::relation	household member level data baseline survey::relation	grandson/granddaughter/great-grandson/great-granddaughter		
household member level data baseline survey::relation	household member level data baseline survey::relation	husband/wife		
household member level data baseline survey::relation	household member level data baseline survey::relation	son/daughter		
household member level data baseline survey::relation_oth	household member level data baseline survey::relation_oth	-9		
household member level data baseline survey::relation_oth	household member level data baseline survey::relation_oth	DAUGHTER IN LAW		
household member level data baseline survey::relation_oth	household member level data baseline survey::relation_oth	FATHER -IN- LAW		
household member level data baseline survey::relation_oth	household member level data baseline survey::relation_oth	SON IN LAW		
household member level data baseline survey::relationcat	household member level data baseline survey::relationcat	1		
household member level data baseline survey::relationcat	household member level data baseline survey::relationcat	2		
household member level data baseline survey::relationcat	household member level data baseline survey::relationcat	3		
household member level data baseline survey::relationcat	household member level data baseline survey::relationcat	4		
household member level data baseline survey::lessthantwo	household member level data baseline survey::lessthantwo	 Yes		
household member level data baseline survey::lessthantwo	household member level data baseline survey::lessthantwo	No			
household member level data baseline survey::agecat	household member level data baseline survey::agecat	1		
household member level data baseline survey::agecat	household member level data baseline survey::agecat	2		
household member level data baseline survey::agecat	household member level data baseline survey::agecat	3		
household member level data baseline survey::hm_malaria	household member level data baseline survey::hm_malaria	Don't know		
household member level data baseline survey::hm_malaria	household member level data baseline survey::hm_malaria	No		
household member level data baseline survey::hm_malaria	household member level data baseline survey::hm_malaria	Yes		
household member level data baseline survey::hm_malaria_mrc	household member level data baseline survey::hm_malaria_mrc	-9		
household member level data baseline survey::hm_malaria_mrc	household member level data baseline survey::hm_malaria_mrc	0		
household member level data baseline survey::hm_malaria_mrc	household member level data baseline survey::hm_malaria_mrc	1		
household member level data baseline survey::hm_seekcare	household member level data baseline survey::hm_seekcare	-9		
household member level data baseline survey::hm_seekcare	household member level data baseline survey::hm_seekcare	1		
household member level data baseline survey::hm_seekcare	household member level data baseline survey::hm_seekcare	3		
household member level data baseline survey::hm_seekcare	household member level data baseline survey::hm_seekcare	4		
household member level data baseline survey::hm_seekcare	household member level data baseline survey::hm_seekcare	5		
household member level data baseline survey::hm_seekcare	household member level data baseline survey::hm_seekcare	6		
household member level data baseline survey::hm_seekcare	household member level data baseline survey::hm_seekcare	8		
household member level data baseline survey::seekcare_oth	household member level data baseline survey::seekcare_oth	-9		
household member level data baseline survey::seekcare_oth	household member level data baseline survey::seekcare_oth	ADJUMANI HOSPITAL		
household member level data baseline survey::seekcare_oth	household member level data baseline survey::seekcare_oth	DRUG SHOP		
household member level data baseline survey::seekcare_oth	household member level data baseline survey::seekcare_oth	OUTREACH		
household member level data baseline survey::seekcare_oth	household member level data baseline survey::seekcare_oth	SCHOOL CLINIC		
household member level data baseline survey::seekcare_oth	household member level data baseline survey::seekcare_oth	SCHOOL DISPENSARY		
household member level data baseline survey::fever2wks	household member level data baseline survey::fever2wks	No		
household member level data baseline survey::fever2wks	household member level data baseline survey::fever2wks	Yes		
household member level data baseline survey::fever2wks_act	household member level data baseline survey::fever2wks_act	-9		
household member level data baseline survey::fever2wks_act	household member level data baseline survey::fever2wks_act	0		
household member level data baseline survey::fever2wks_act	household member level data baseline survey::fever2wks_act	1		
household member level data baseline survey::fever2wks_act	household member level data baseline survey::fever2wks_act	3		
household member level data baseline survey::fever2wks_act	household member level data baseline survey::fever2wks_act	4		
household member level data baseline survey::fever2wks_act	household member level data baseline survey::fever2wks_act	5		
household member level data baseline survey::fever2wks_act	household member level data baseline survey::fever2wks_act	6		
household member level data baseline survey::fever2wks_act	household member level data baseline survey::fever2wks_act	8		
household member level data baseline survey::fever2wks_act	household member level data baseline survey::fever2wks_act	9		
household member level data baseline survey::fever2wks_oth	household member level data baseline survey::fever2wks_oth	-9		
household member level data baseline survey::fever2wks_oth	household member level data baseline survey::fever2wks_oth	DRUG SHOP		
household member level data baseline survey::fever2wks_oth	household member level data baseline survey::fever2wks_oth	HAD NOT YET GOT TREATMENT		
household member level data baseline survey::fever2wks_oth	household member level data baseline survey::fever2wks_oth	N/A		
household member level data baseline survey::fever2wks_oth	household member level data baseline survey::fever2wks_oth	NEVER WENT FOR TREATMENT		
household member level data baseline survey::fever2wks_oth	household member level data baseline survey::fever2wks_oth	NO TREATMENT GIVEN		
household member level data baseline survey::fever2wks_oth	household member level data baseline survey::fever2wks_oth	NOT APPLICABLE		
household member level data baseline survey::fever2wks_oth	household member level data baseline survey::fever2wks_oth	NOT TAKEN FOR CARE		
household member level data baseline survey::fever2wks_oth	household member level data baseline survey::fever2wks_oth	NOT YET TAKEN TO THE HEALTH FACILITY		
household member level data baseline survey::fever2wks_oth	household member level data baseline survey::fever2wks_oth	SCHOOL  DISPENSARY		
household member level data baseline survey::hm_covid	household member level data baseline survey::hm_covid	No		
household member level data baseline survey::hm_covid	household member level data baseline survey::hm_covid	Yes		
household member level data baseline survey::hm_covidtest	household member level data baseline survey::hm_covidtest	No		
household member level data baseline survey::hm_covidtest	household member level data baseline survey::hm_covidtest	Yes		
household member level data baseline survey::hm_datecovid	household member level data baseline survey::hm_datecovid	-9			
household member level data baseline survey::netlastnight	household member level data baseline survey::netlastnight	0	No	
household member level data baseline survey::netlastnight	household member level data baseline survey::netlastnight	1	Yes	
household member level data baseline survey::llinlastnight	household member level data baseline survey::llinlastnight	0	No	
household member level data baseline survey::llinlastnight	household member level data baseline survey::llinlastnight	1	Yes	
household member level data baseline survey::inclusion_criteria	household member level data baseline survey::inclusion_criteria	No		
household member level data baseline survey::inclusion_criteria	household member level data baseline survey::inclusion_criteria	Yes		
household member level data baseline survey::consent	household member level data baseline survey::consent	NA		
household member level data baseline survey::consent	household member level data baseline survey::consent	No		
household member level data baseline survey::consent	household member level data baseline survey::consent	Not at home		
household member level data baseline survey::consent	household member level data baseline survey::consent	Yes		
household member level data baseline survey::consent2	household member level data baseline survey::consent2	NA		
household member level data baseline survey::consent2	household member level data baseline survey::consent2	No		
household member level data baseline survey::consent2	household member level data baseline survey::consent2	Skipped		
household member level data baseline survey::consent2	household member level data baseline survey::consent2	Yes		
household member level data baseline survey::fever	household member level data baseline survey::fever	-9		
household member level data baseline survey::fever	household member level data baseline survey::fever	0		
household member level data baseline survey::fever	household member level data baseline survey::fever	1		
household member level data baseline survey::fever	household member level data baseline survey::fever	NA				
household member level data baseline survey::temperature	household member level data baseline survey::temperature	NA		
household member level data baseline survey::febrile	household member level data baseline survey::febrile	0	No	
household member level data baseline survey::febrile	household member level data baseline survey::febrile	1	Yes	
household member level data baseline survey::febrile	household member level data baseline survey::febrile	NA	NA	
household member level data baseline survey::rdtdone	household member level data baseline survey::rdtdone	-9		
household member level data baseline survey::rdtdone	household member level data baseline survey::rdtdone	0		
household member level data baseline survey::rdtdone	household member level data baseline survey::rdtdone	1		
household member level data baseline survey::rdtdone	household member level data baseline survey::rdtdone	NA		
household member level data baseline survey::rdtrslt	household member level data baseline survey::rdtrslt	NA		
household member level data baseline survey::rdtrslt	household member level data baseline survey::rdtrslt	Negative		
household member level data baseline survey::rdtrslt	household member level data baseline survey::rdtrslt	Positive		
household member level data baseline survey::rdtrslt	household member level data baseline survey::rdtrslt	Skipped			
household member level data baseline survey::weight	household member level data baseline survey::weight	NA		
household member level data baseline survey::meds	household member level data baseline survey::meds	-9		
household member level data baseline survey::meds	household member level data baseline survey::meds	0		
household member level data baseline survey::meds	household member level data baseline survey::meds	1		
household member level data baseline survey::meds	household member level data baseline survey::meds	NA		
household member level data baseline survey::whichmeds	household member level data baseline survey::whichmeds	AL + pandadol		
household member level data baseline survey::whichmeds	household member level data baseline survey::whichmeds	None		
household member level data baseline survey::whichmeds	household member level data baseline survey::whichmeds	Only panadol		
household member level data baseline survey::descothermed	household member level data baseline survey::descothermed	-9		
household member level data baseline survey::descothermed	household member level data baseline survey::descothermed	NA		
household member level data baseline survey::referred	household member level data baseline survey::referred	-9		
household member level data baseline survey::referred	household member level data baseline survey::referred	0		
household member level data baseline survey::referred	household member level data baseline survey::referred	1		
household member level data baseline survey::referred	household member level data baseline survey::referred	NA		
household member level data baseline survey::whyreferred	household member level data baseline survey::whyreferred	-9		
household member level data baseline survey::whyreferred	household member level data baseline survey::whyreferred	FOR FURTHER MANAGEMENT		
household member level data baseline survey::whyreferred	household member level data baseline survey::whyreferred	FOR FUTHER MANAGEMNET		
household member level data baseline survey::whyreferred	household member level data baseline survey::whyreferred	FURTHER MANAGEMENT		
household member level data baseline survey::whyreferred	household member level data baseline survey::whyreferred	FURTHER MANAGENT		
household member level data baseline survey::whyreferred	household member level data baseline survey::whyreferred	HB IS TOO LOW		
household member level data baseline survey::hemocue	household member level data baseline survey::hemocue	NA		
household member level data baseline survey::hemocue	household member level data baseline survey::hemocue	Skipped		
household member level data baseline survey::hemocue	household member level data baseline survey::hemocue	Tested		
household member level data baseline survey::hbdone	household member level data baseline survey::hbdone	0	No	
household member level data baseline survey::hbdone	household member level data baseline survey::hbdone	1	Yes	
household member level data baseline survey::hbdone	household member level data baseline survey::hbdone	NA	NA		
household member level data baseline survey::hemoglobin	household member level data baseline survey::hemoglobin	NA		
household member level data baseline survey::anemia11	household member level data baseline survey::anemia11	0	No	
household member level data baseline survey::anemia11	household member level data baseline survey::anemia11	1	Yes	
household member level data baseline survey::anemia11	household member level data baseline survey::anemia11	NA	NA	
household member level data baseline survey::anemia10	household member level data baseline survey::anemia10	0	No	
household member level data baseline survey::anemia10	household member level data baseline survey::anemia10	1	Yes	
household member level data baseline survey::anemia10	household member level data baseline survey::anemia10	NA	NA	
household member level data baseline survey::anemia8	household member level data baseline survey::anemia8	0	No	
household member level data baseline survey::anemia8	household member level data baseline survey::anemia8	1	Yes	
household member level data baseline survey::anemia8	household member level data baseline survey::anemia8	NA	NA		
household member level data baseline survey::parasitedensity	household member level data baseline survey::parasitedensity	NA		
household member level data baseline survey::bsdich	household member level data baseline survey::bsdich	0	No	
household member level data baseline survey::bsdich	household member level data baseline survey::bsdich	1	Yes	
household member level data baseline survey::bsdich	household member level data baseline survey::bsdich	NA	NA	
household member level data baseline survey::gametocytes	household member level data baseline survey::gametocytes	Gametocytes detected		
household member level data baseline survey::gametocytes	household member level data baseline survey::gametocytes	Gametocytes not detected		
household member level data baseline survey::gametocytes	household member level data baseline survey::gametocytes	NA		
clusterarm final::mrccode	clusterarm final::mrccode	continuous		
clusterarm final::region	clusterarm final::region	1		
clusterarm final::region	clusterarm final::region	2		
clusterarm final::region	clusterarm final::region	3		
clusterarm final::region	clusterarm final::region	4		
clusterarm final::region	clusterarm final::region	5		
clusterarm final::region	clusterarm final::region	6		
clusterarm final::region	clusterarm final::region	7		
clusterarm final::llinarm	clusterarm final::llinarm	1		
clusterarm final::llinarm	clusterarm final::llinarm	2		
clusterarm final::llindistmonth	clusterarm final::llindistmonth	730		
clusterarm final::llindistmonth	clusterarm final::llindistmonth	731		
clusterarm final::llindistmonth	clusterarm final::llindistmonth	734		
