order,colOrder,IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
126,135,http://purl.obolibrary.org/obo/EUPATH_0020235,Long-lasting ITNs per person count,household level data baseline survey::llinsperperson,19,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
127,136,http://purl.obolibrary.org/obo/EUPATH_0064030,PermaNets per person count,household level data baseline survey::pnperperson,20,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
128,137,http://purl.obolibrary.org/obo/EUPATH_0064036,Royal Guard nets per person count,household level data baseline survey::rgperperson,21,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
129,138,http://purl.obolibrary.org/obo/EUPATH_0020219,One bednet per 2 people,household level data baseline survey::adequatenets,22,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
130,139,http://purl.obolibrary.org/obo/EUPATH_0020220,One long-lasting ITN per 2 people,household level data baseline survey::adequatellins,23,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
131,140,http://purl.obolibrary.org/obo/EUPATH_0064026,One PermaNet per 2 people,household level data baseline survey::adequatepn,24,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
132,141,http://purl.obolibrary.org/obo/EUPATH_0064027,One Royal Guard net per 2 people,household level data baseline survey::adequaterg,25,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
,,http://purl.obolibrary.org/obo/EUPATH_0044150,Universal Coverage Campaign,,26,,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,category,,,,LLINEUP2,,,,,,,,,,
35,27,http://purl.obolibrary.org/obo/EUPATH_0000335,Human waste facilities,household level data baseline survey::tfaclty,,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000596,Waste disposal,What kind of toilet facility do members of your household usually use?,"1 - flush toilet
2 - vip latrine
3 - covered pit latrine no slab
4 - covered pit latrine w/slab
5 - uncovered pit latrine no slab
6 - uncovered pit latrine w/slab
7 - composting  toilet
8 - no facility/bush/field
96 - other
-8: Refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
36,30,http://purl.obolibrary.org/obo/EUPATH_0000335,Human waste facilities,household level data baseline survey::otherfcy,,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000596,Waste disposal,Specify other kind of toilet facilities,,variable,,,,LLINEUP2,,,,,,,,,,
,,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,,3,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,category,,,,LLINEUP2,,,,,,,,,,
,,http://purl.obolibrary.org/obo/OBI_0000070,Laboratory test,,1,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,category,,,,LLINEUP2,,,,,,,,,,
,,http://purl.obolibrary.org/obo/OBI_0000070,Laboratory test,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,category,,,,LLINEUP2,,,,,,,,,,
,,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection process,,2,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,category,,,,LLINEUP2,,,,,,,,,,
18,29,http://purl.obolibrary.org/obo/IAO_0000414,Weight,clinical survey level data baseline survey::weight,,clinical survey level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Weight,,variable,,,,LLINEUP2,,,,,,,,,,
191,54,http://purl.obolibrary.org/obo/IAO_0000414,Weight,household member level data baseline survey::weight,,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,Weight,,variable,,,,LLINEUP2,,,,,,,,,,
33,24,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,household level data baseline survey::swater,,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,What is the main source of drinking water for members of your household?,"10 - borehole
11 - pipe into dwelling
12 - piped into yard/compound
13 - public tap
21 - open well in yard/compound
22 - open public well
31 - protected well in yard/compound
32 - protected public well
41 - protected spring
42 - unprotected spring
43 - river/stream
44 - pond/lake
45 - dam
51 - rainwater
61 - water truck
71 - bottled water
96 - other
-8: Refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
34,26,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,household level data baseline survey::otherscs,,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,Specify other source of water,,variable,,,,LLINEUP2,,,,,,,,,,
86,88,http://purl.obolibrary.org/obo/EUPATH_0020215,Market distance,household level data baseline survey::dmarkt,1,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,How far is it to the nearest market place?,"-7: Don't know
-8: Refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
92,97,http://purl.obolibrary.org/obo/EUPATH_0020213,Health facility distance,household level data baseline survey::dhfcty,2,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,"How far is it to the nearest health facility?

If less than 1 km, enter 0
If more than 100 km, enter 100","-7: Don't know
-8: Refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
93,98,http://purl.obolibrary.org/obo/EUPATH_0020214,Health facility distance categorization,household level data baseline survey::dhfctycat,3,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,,,variable,,,,LLINEUP2,,,,,,,,,,
94,99,http://purl.obolibrary.org/obo/EUPATH_0020217,Transit to health facility,household level data baseline survey::mthfcty,4,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,"If you were to go this facility,how would you most likely go there?","1 - car/motorcycle
2 - public transport(bus,taxi)
3 - animal/animal cart
4 - walking
5 - bicycle
7 - boat
96 - other
-7: Don't know
-8: Refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
95,101,http://purl.obolibrary.org/obo/EUPATH_0020217,Transit to health facility,household level data baseline survey::othermth,,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,Specify other means of transport to the health facility,,variable,,,,LLINEUP2,,,,,,,,,,
96,102,http://purl.obolibrary.org/obo/EUPATH_0020230,Community health worker present,household level data baseline survey::ahwker,5,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,"Is there a community health worker (community medicine distributor/CMD, village health team/VHT, community own resource person/CORP) who distributes malaria medicines in your village or community?","1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
97,103,http://purl.obolibrary.org/obo/EUPATH_0020229,Community health worker has malaria medication,household level data baseline survey::amchwker,6,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,Does the community health worker currently have malaria medicines available?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
181,39,http://purl.obolibrary.org/obo/EUPATH_0044101,Eligible for clinical survey,household member level data baseline survey::inclusion_criteria,,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,variable,,,,LLINEUP2,,,,,,,,,,
163,13,http://purl.obolibrary.org/obo/EUPATH_0000376,Relationship to household head,household member level data baseline survey::relation,1,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,What is [[participantsname]]'s relationship to the household head?,"0: Head of household (self)
1: husband/wife
2: son/daughter
3: father/mother
4: grandson/granddaughter/great-grandson/great-granddaughter
5: grandmother/grandfather/great-grandmother/great-grandfather
6: Brother/Sister
7: Aunt/Uncle 
8: Cousin
9: Niece/Nephew
10: Stepchild
11: Foster child
12: Girlfriend
13: Boyfriend
14: House helper
15: Employee
16: Renter
17: Student-boarder
18: Other",variable,,,,LLINEUP2,,,,,,,,,,
164,14,http://purl.obolibrary.org/obo/EUPATH_0000376,Relationship to household head,household member level data baseline survey::relation_oth,,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,Enter [[participantsname]]'s relationship to the household head,,variable,,,,LLINEUP2,,,,,,,,,,
165,15,http://purl.obolibrary.org/obo/EUPATH_0044138,Relationship to household head categorization,household member level data baseline survey::relationcat,2,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,,,variable,,,,LLINEUP2,,,,,,,,,,
2,7,http://purl.obolibrary.org/obo/OBI_0001169,Age,clinical survey level data baseline survey::age,2,clinical survey level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Age in years,,variable,,,,LLINEUP2,,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
162,10,http://purl.obolibrary.org/obo/PATO_0000047,Sex,household member level data baseline survey::gender,1,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Gender of [[participantsname]]?,"1 - Male
2 - Female",variable,,,,LLINEUP2,,,,,,,,,,
167,20,http://purl.obolibrary.org/obo/OBI_0001169,Age,household member level data baseline survey::ageyrs,,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,variable,,,,LLINEUP2,,,,,,,,,,
168,21,http://purl.obolibrary.org/obo/EUPATH_0010367,Age group,household member level data baseline survey::agecat,3,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,variable,,,,LLINEUP2,,,,,,,,,,
3,8,http://purl.obolibrary.org/obo/EUPATH_0044111,Consent for lab testing,clinical survey level data baseline survey::consent,1,clinical survey level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0011482,Blood sample collection process,"Does [[participantsname]] consent to laboratory testing?

(Adult consents if it is a child)","1 - Yes
0 - No
2 - Not at home",variable,,,,LLINEUP2,,,,,,,,,,
4,9,http://purl.obolibrary.org/obo/EUPATH_0064002,Consent for future specimen use,clinical survey level data baseline survey::consent2,2,clinical survey level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0011482,Blood sample collection process,Does [[participantsname]] consent to future use of biological specimens?,"1 - Yes
0 - No",variable,,,,LLINEUP2,,,,,,,,,,
182,40,http://purl.obolibrary.org/obo/EUPATH_0044111,Consent for lab testing,household member level data baseline survey::consent,,household member level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0011482,Blood sample collection process,"Does [[participantsname]] consent to laboratory testing?

(Adult consents if it is a child)","1 - Yes
0 - No
2 - Not at home",variable,,,,LLINEUP2,,,,,,,,,,
183,41,http://purl.obolibrary.org/obo/EUPATH_0064002,Consent for future specimen use,household member level data baseline survey::consent2,,household member level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0011482,Blood sample collection process,Does [[participantsname]] consent to future use of biological specimens?,"1 - Yes
0 - No",variable,,,,LLINEUP2,,,,,,,,,,
87,90,http://purl.obolibrary.org/obo/EUPATH_0000027,Meals per day,household level data baseline survey::hhmeals,1,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,"Now I would like to ask you about the food your household eats.
How many meals does your household usually have per day?",-8: Refused to answer,variable,,,,LLINEUP2,,,,,,,,,,
88,91,http://purl.obolibrary.org/obo/EUPATH_0020237,Meals per day categorization,household level data baseline survey::hhmealscat,2,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,,,variable,,,,LLINEUP2,,,,,,,,,,
89,92,http://purl.obolibrary.org/obo/EUPATH_0000028,Meat meals per week,household level data baseline survey::hhnumt,3,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,"In the past week, on how many days did the household eat meat?",-8: Refused to answer,variable,,,,LLINEUP2,,,,,,,,,,
90,94,http://purl.obolibrary.org/obo/EUPATH_0020238,Meat meals per week categorization,household level data baseline survey::hhnumtcat,4,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,,,variable,,,,LLINEUP2,,,,,,,,,,
91,95,http://purl.obolibrary.org/obo/EUPATH_0000029,Food problems per week,household level data baseline survey::hhpsf,5,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,How often in the last year did you have problems in  satisfying the  food needs of the household?,"1 - never
2 - seldom
3 - sometimes
4 - often
5 - always
-7: Don't know
-8: Refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
84,86,http://purl.obolibrary.org/obo/EUPATH_0000014,"Household wealth index, numerical",household level data baseline survey::wealthindex,6,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0011932,Socioeconomic status,,,variable,,,,LLINEUP2,,,,,,,,,,
85,87,http://purl.obolibrary.org/obo/EUPATH_0000143,"Household wealth index, categorical",household level data baseline survey::wealthcat,7,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0011932,Socioeconomic status,,,variable,,,,LLINEUP2,,,,,,,,,,
28,3,http://purl.obolibrary.org/obo/EUPATH_0021085,Household data collection date,household level data baseline survey::date,1,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0011995,Household observation details,,,variable,,,,LLINEUP2,,,,,,,,,,
29,4,http://purl.obolibrary.org/obo/EUPATH_0044122,Household study timepoint,household level data baseline survey::survey,2,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0011995,Household observation details,Survey round,"1 - Baseline
2 - 12-month
3 - 24-month
4 - 36-month",variable,,,,LLINEUP2,,,,,,,,,,
5,10,http://purl.obolibrary.org/obo/OBI_0001616,Sample ID,clinical survey level data baseline survey::fpbarcode1,,clinical survey level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,Barcode for Filter paper,-9: Skipped,variable,,,,LLINEUP2,,,,,,,,,,
6,12,http://purl.obolibrary.org/obo/OBI_0001616,Sample ID,clinical survey level data baseline survey::bsbarcode1,,clinical survey level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,Barcode for blood smear,-9: Skipped,variable,,,,LLINEUP2,,,,,,,,,,
184,42,http://purl.obolibrary.org/obo/OBI_0001616,Sample ID,household member level data baseline survey::fpbarcode1,,household member level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,Barcode for Filter paper,-9: Skipped,variable,,,,LLINEUP2,,,,,,,,,,
185,44,http://purl.obolibrary.org/obo/OBI_0001616,Sample ID,household member level data baseline survey::bsbarcode1,,household member level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,Barcode for blood smear,-9: Skipped,variable,,,,LLINEUP2,,,,,,,,,,
155,163,http://purl.obolibrary.org/obo/EUPATH_0064012,COVID-19 lockdown made travel to health facility harder,household level data baseline survey::hfcty_covid1,1,household level data baseline survey,Whether the prior national lockdown due to coronavirus made it more difficult to travel to the nearest health facility. Only answered by one person per household,,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,Did the prior national lockdown due to coronavirus make it more difficult to travel to the nearest health facility?,"1-	Yes
2-	No
-7 - don't know
-8 - refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
156,164,http://purl.obolibrary.org/obo/EUPATH_0064032,Public transit to health facility available,household level data baseline survey::hfcty_covid2,2,household level data baseline survey,Whether public transport to the nearest health facility is readily available at this point in the COVID-19 pandemic? Only answered by one person per household,,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,Is public transport to the nearest health facility readily available now?,"1-	yes 
2-	no 
-7 - don't know
-8 - refused to answer
",variable,,,,LLINEUP2,,,,,,,,,,
157,165,http://purl.obolibrary.org/obo/EUPATH_0064005,COVID-19 health facility access impact,household level data baseline survey::other_hfcty_cov2,3,household level data baseline survey,Whether there have been any other effects of the coronavirus pandemic on the participant's ability to access health facilities. Only answered by one person per household,,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,Have there been any other effects of the coronavirus pandemic on your ability to access health facilities?,"1 - Do not have masks and masks required to attend HF
2 - Social distancing protocols make accessing care difficult 
3 - Staff are fearful of patients 
4 - I have fear of traveling to HF or of patients at HF 
5 - Children at home 
6 - Transport limited
-7 - Don't know  
",variable,,,,LLINEUP2,,,,,,,,,,
158,166,http://purl.obolibrary.org/obo/EUPATH_0064006,COVID-19 health facility care impact,household level data baseline survey::hfcty_covid3,4,household level data baseline survey,Whether there have been any changes regarding the care available at the local health facility. Only answered by one person per household,,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,Have there been any changes you have noticed regarding the care available at your local health facility?,"1 - No (or less) medication available
2 - No malaria tests available
3 - Fewer staff present at clinic 
4 -Masks/SOPs make accessing care more difficult 
5- Staff are fearful 
6 -More hand washing 
7 - Quality of care has worsened
-7 - don't know
-8 - refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
159,167,http://purl.obolibrary.org/obo/EUPATH_0064006,COVID-19 health facility care impact,household level data baseline survey::other_hfcty_cov3,,household level data baseline survey,Only answered by one person per household,,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,,,variable,,,,LLINEUP2,,,,,,,,,,
,,http://purl.obolibrary.org/obo/EUPATH_0021130,Blood eukaryote testing,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0020125,Blood microbiology tests procedures,,,category,,,,LLINEUP2,,,,,,,,,,
13,21,http://purl.obolibrary.org/obo/EUPATH_0000100,Subjective fever,clinical survey level data baseline survey::fever,1,clinical survey level data baseline survey,Whether the participant had a fever in the last 48 hours,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,Did [[participantsname]] have a fever in the last 48 hours?,"1 - Yes
0 - No
-7: Don't know",variable,,,,LLINEUP2,,,,,,,,,,
15,24,http://purl.obolibrary.org/obo/EUPATH_0000097,Febrile,clinical survey level data baseline survey::febrile,2,clinical survey level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,,,variable,,,,LLINEUP2,,,,,,,,,,
186,46,http://purl.obolibrary.org/obo/EUPATH_0000100,Subjective fever,household member level data baseline survey::fever,,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,Did [[participantsname]] have a fever in the last 48 hours?,"1 - Yes
0 - No
-7: Don't know",variable,,,,LLINEUP2,,,,,,,,,,
188,49,http://purl.obolibrary.org/obo/EUPATH_0000097,Febrile,household member level data baseline survey::febrile,,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,,,variable,,,,LLINEUP2,,,,,,,,,,
179,35,http://purl.obolibrary.org/obo/EUPATH_0025013,Bednet last night,household member level data baseline survey::netlastnight,1,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
180,36,http://purl.obolibrary.org/obo/EUPATH_0020257,LLIN last night,household member level data baseline survey::llinlastnight,2,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
16,25,http://purl.obolibrary.org/obo/EUPATH_0027004,RDT performed,clinical survey level data baseline survey::rdtdone,,clinical survey level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0021130,Blood eukaryote testing,RDT Done?,"1 - Yes
0 - No",variable,,,,LLINEUP2,,,,,,,,,,
189,50,http://purl.obolibrary.org/obo/EUPATH_0027004,RDT performed,household member level data baseline survey::rdtdone,,household member level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0021130,Blood eukaryote testing,RDT Done?,"1 - Yes
0 - No",variable,,,,LLINEUP2,,,,,,,,,,
136,145,http://purl.obolibrary.org/obo/EUPATH_0064003,COVID-19 affected daily life,household level data baseline survey::cov_daily,1,household level data baseline survey,Only answered by one person per household,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Has your daily life been changed/disturbed by the coronavirus?,"1 - yes
2 - no
-7 - don't know
-8 - refused to answer
",variable,,,,LLINEUP2,,,,,,,,,,
137,146,http://purl.obolibrary.org/obo/EUPATH_0064008,COVID-19 daily life impact,household level data baseline survey::cov_daily1,2,household level data baseline survey,Only answered by one person per household,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,"If yes to the above, how has your daily life changed?","1 - Lost income
2 - Transport is more expensive
3 - Schools are closed 
4 - Visiting friends/family not allowed
5 - Unable to provide food for family
6- Fear of COVID
7 - Higher prices at the market 
8 - Church is closed 
9 - Unable to access needed medication",variable,,,,LLINEUP2,,,,,,,,,,
138,147,http://purl.obolibrary.org/obo/EUPATH_0064004,COVID-19 affected work,household level data baseline survey::cov_work,3,household level data baseline survey,Only answered by one person per household,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Has your work been affected/disrupted by the coronavirus?,"1 - yes
2 - no
-7 - don't know
-8 - refused to answer
",variable,,,,LLINEUP2,,,,,,,,,,
139,148,http://purl.obolibrary.org/obo/EUPATH_0064017,COVID-19 work impact,household level data baseline survey::hwcov_work,4,household level data baseline survey,Only answered by one person per household,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,If yes - How has your work been affected/disrupted?,"1 - I have had to reduce my work
2 - I am unable to find work
3 - I am physically unable to work 
4 - Lost income 
5 - Fear of getting COVID
6 - Children at home (schools closed) 
7 - Unable to garden with group 
8 - Increased use of mask/SOPs
-7 -  Other                                                                                                                                                                                                            
-8 - refused to answer
",variable,,,,LLINEUP2,,,,,,,,,,
140,149,http://purl.obolibrary.org/obo/EUPATH_0064017,COVID-19 work impact,household level data baseline survey::cov_workothr,,household level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,"Other , please specify how your work been affected/disrupted?",,variable,,,,LLINEUP2,,,,,,,,,,
142,,http://purl.obolibrary.org/obo/EUPATH_0064014,COVID-19 prevention,,5,,"Since the news of the COVID-19 pandemic, whether the participant does any of the following. Only answered by one person per household",Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,,multifilter,,,,LLINEUP2,,,,,,,,,,
147,155,http://purl.obolibrary.org/obo/EUPATH_0064025,Mask type,household level data baseline survey::cov_masktype,6,household level data baseline survey,Type of mask worn. Only answered by one person per household,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,What type of mask do you wear?,"1 - bandana/cloth
2 - surgical
3 - N95
4 - Govt provided mask
5 - face shield 
-7 - don't know
-8 - refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
148,156,http://purl.obolibrary.org/obo/EUPATH_0064025,Mask type,household level data baseline survey::othmask,,household level data baseline survey,Only answered by one person per household,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Any other type of mask mentioned,,variable,,,,LLINEUP2,,,,,,,,,,
149,157,http://purl.obolibrary.org/obo/EUPATH_0064033,Reason mask not worn,household level data baseline survey::cov_nomask,7,household level data baseline survey,Only answered by one person per household,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,"If no, why don't you wear a mask in public?
","1 - I do not have one
2 - too expensive
3 - gave to family member
4 - too hot to wear                                                                                                            5 - Uncomfortable/cannot breathe well
6 - I don't think it helps 
-7 - don't know
-8 - refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
150,158,http://purl.obolibrary.org/obo/EUPATH_0064033,Reason mask not worn,household level data baseline survey::oth_nomask,,household level data baseline survey,Only answered by one person per household,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Any other reason for not wearing a mask,,variable,,,,LLINEUP2,,,,,,,,,,
154,162,http://purl.obolibrary.org/obo/EUPATH_0064021,Issues satisfying food needs since COVID-19 pandemic,household level data baseline survey::hhpsf_covid,8,household level data baseline survey,Has the participant had additional problems satisifying the food needs of the household since the coronavirus pandemic? Only answered by one person per household,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Have you had additional problems satisifying the food needs of the household since the coronavirus pandemic?,"1 - never
2 - seldom
3 - sometimes 
4 - often
5 - always
-7 - don't know
-8 - refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
160,168,http://purl.obolibrary.org/obo/EUPATH_0064010,COVID-19 decreased travel,household level data baseline survey::travel_cov,9,household level data baseline survey,Whether the coronavirus made the participant less likely to travel. Only answered by one person per household,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,Has the coronavirus made you less likely to travel?,"1-	yes 
2-	no 
-7 - don't know
-8 - refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
7,15,http://purl.obolibrary.org/obo/EUPATH_0027005,Hemoglobin measurement performed,clinical survey level data baseline survey::hemocue,,clinical survey level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0027019,Blood tests performed,Result code of hemocue test.,"1 - Tested
2 - Not enough blood drawn
3 - Test Failed
-9: Skipped",variable,,,,LLINEUP2,,,,,,,,,,
9,17,http://purl.obolibrary.org/obo/EUPATH_0027005,Hemoglobin measurement performed,clinical survey level data baseline survey::hbdone,,clinical survey level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0027019,Blood tests performed,,,variable,,,,LLINEUP2,,,,,,,,,,
197,64,http://purl.obolibrary.org/obo/EUPATH_0027005,Hemoglobin measurement performed,household member level data baseline survey::hemocue,,household member level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0027019,Blood tests performed,Result code of hemocue test.,"1 - Tested
2 - Not enough blood drawn
3 - Test Failed
-9: Skipped",variable,,,,LLINEUP2,,,,,,,,,,
198,65,http://purl.obolibrary.org/obo/EUPATH_0027005,Hemoglobin measurement performed,household member level data baseline survey::hbdone,,household member level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0027019,Blood tests performed,,,variable,,,,LLINEUP2,,,,,,,,,,
,,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0033307,Eukaryota in blood,,,category,,,,LLINEUP2,,,,,,,,,,
17,27,http://purl.obolibrary.org/obo/EUPATH_0024217,"Plasmodium, by RDT",clinical survey level data baseline survey::rdtrslt,1,clinical survey level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Result of RDT,"1 - Positive
2 - Negative
-9: Skipped",variable,,,,LLINEUP2,,,,,,,,,,
190,52,http://purl.obolibrary.org/obo/EUPATH_0024217,"Plasmodium, by RDT",household member level data baseline survey::rdtrslt,,household member level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Result of RDT,"1 - Positive
2 - Negative
-9: Skipped",variable,,,,LLINEUP2,,,,,,,,,,
204,72,http://purl.obolibrary.org/obo/EUPATH_0024314,"Plasmodium, by thick smear microscopy",household member level data baseline survey::bsdich,2,household member level data baseline survey,,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,,,variable,,,,LLINEUP2,,,,,,,,,,
