colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,uniqueVar,dataSet,variable_dataFile,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
41,mmroofcol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::mmroofcol,LLINEUP2,mmroofCOL,int,0,NA,NA,-9 to 1,3,0,NA
42,othermmr,household level data baseline survey,keep,,,Specify other material of the roof,NA,,,,NA,household level data baseline survey::othermmr,LLINEUP2,othermmr,int,-9,NA,NA,-9 to -9,1,0,NA
43,mmewalls,household level data baseline survey,keep,,,"MAIN MATERIAL OF THE EXTERIOR WALLS.
  
RECORD OBSERVATION.","11 - thatched/straw
21 - mud and poles
22 - un-burnt bricks
23 - un-burnt bricks with plaster/cement
24 - burnt bricks with mud
31 - cement blocks
32 - stone
33 - timber
34 - burnt bricks with plaster/cement
35 - iron sheets
96 - other
-9: Skipped",,,,NA,household level data baseline survey::mmewalls,LLINEUP2,mmewalls,chr,mud and poles,NA,NA,"Skipped, burnt bricks with mud, burnt bricks with plaster/cement, cement blocks, mud and poles, thatched/straw, un-burnt bricks, un-burnt bricks with plaster/cement",8,0,NA
44,mmewallscol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::mmewallscol,LLINEUP2,mmewallsCOL,int,0,NA,NA,-9 to 1,3,0,NA
45,othermme,household level data baseline survey,keep,,,Specify other material of the exterior walls,NA,,,,NA,household level data baseline survey::othermme,LLINEUP2,othermme,int,-9,NA,NA,-9 to -9,1,0,NA
46,eaves,household level data baseline survey,keep,,,Does the household have eaves?,"1 - Yes
0 - No",,,,NA,household level data baseline survey::eaves,LLINEUP2,eaves,int,0,NA,NA,-9 to 1,3,0,NA
47,eavetype,household level data baseline survey,keep,,,"TYPE OF EAVES.
  
RECORD OBSERVATION.","1 - Open
2 - Closed",,,,NA,household level data baseline survey::eavetype,LLINEUP2,eavetype,int,-9,NA,NA,-9 to 2,3,0,NA
48,eavecol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::eavecol,LLINEUP2,eaveCOL,int,1,NA,NA,1 to 3,3,0.361530715,NA
49,housetype,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::housetype,LLINEUP2,housetype,int,0,NA,NA,0 to 1,2,0.361530715,NA
50,windows,household level data baseline survey,keep,,,Does the household have windows?,"1 - Yes
0 - No",,,,NA,household level data baseline survey::windows,LLINEUP2,windows,int,0,NA,NA,-9 to 1,3,0,NA
51,covered,household level data baseline survey,keep,,,"Are any of the windows covered?

Glass, screening, other material, etc.","1 - Yes
0 - No",,,,NA,household level data baseline survey::covered,LLINEUP2,covered,int,-9,NA,NA,-9 to 1,3,0,NA
52,screened,household level data baseline survey,keep,,,Are any of the windows screened?,"1 - Yes
0 - No",,,,NA,household level data baseline survey::screened,LLINEUP2,screened,chr,No,NA,NA,No,1,0,NA
53,hhrooms,household level data baseline survey,keep,,,"How many rooms in your household  are used for sleeping?

(INCLUDING ROOMS OUTSIDE THE MAIN DWELLING)

If there are 15 or more rooms, enter 15","-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::hhrooms,LLINEUP2,hhrooms,int,2,NA,NA,-9 to 8,9,0,NA
54,crowding,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::crowding,LLINEUP2,crowding,dbl,2,NA,NA,0.5 to 8,38,0.361530715,NA
55,crowdingcol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::crowdingcol,LLINEUP2,crowdingCOL,int,1,NA,NA,0 to 1,2,0.361530715,NA
56,hhspaces,household level data baseline survey,keep,,,"How many sleeping spaces like mats, mattresses,  or beds are available in your household?

If there are 25 or more sleeping places, enter 25","-7: Don't know
-8: Refused to answer",,,,cannot be less than hhrooms,household level data baseline survey::hhspaces,LLINEUP2,hhspaces,int,2,NA,NA,-9 to 10,10,0,NA
57,electricity,household level data baseline survey,keep,,,"Does your household have...

...Electricity?","1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::electricity,LLINEUP2,electricity,int,0,NA,NA,-9 to 1,3,0,NA
58,radio,household level data baseline survey,keep,,,...Radio?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::radio,LLINEUP2,radio,int,0,NA,NA,-9 to 1,3,0,NA
59,cassette,household level data baseline survey,keep,,,<U+2026>Cassette player?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::cassette,LLINEUP2,cassette,int,0,NA,NA,-9 to 1,3,0,NA
60,tv,household level data baseline survey,keep,,,<U+2026>Television?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::tv,LLINEUP2,tv,int,0,NA,NA,-9 to 1,3,0,NA
61,fridge,household level data baseline survey,keep,,,<U+2026>Refrigerator?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::fridge,LLINEUP2,fridge,int,0,NA,NA,-9 to 1,3,0,NA
62,tble,household level data baseline survey,keep,,,<U+2026>Table?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::tble,LLINEUP2,tble,int,1,NA,NA,-9 to 1,3,0,NA
63,chair,household level data baseline survey,keep,,,<U+2026>Chairs?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::chair,LLINEUP2,chair,int,1,NA,NA,-9 to 1,3,0,NA
64,sofa,household level data baseline survey,keep,,,<U+2026>Sofa set?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::sofa,LLINEUP2,sofa,int,0,NA,NA,-9 to 1,3,0,NA
65,bed,household level data baseline survey,keep,,,<U+2026>Bed?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::bed,LLINEUP2,bed,int,0,NA,NA,-9 to 1,3,0,NA
66,cupboard,household level data baseline survey,keep,,,<U+2026>Cupboard?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::cupboard,LLINEUP2,cupboard,int,0,NA,NA,-9 to 1,3,0,NA
67,clock,household level data baseline survey,keep,,,<U+2026>Clock?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::clock,LLINEUP2,clock,int,0,NA,NA,-9 to 1,3,0,NA
68,mobile,household level data baseline survey,keep,,,"Does any member of your household own or have<U+2026>

 <U+2026>Mobile phone?","1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::mobile,LLINEUP2,mobile,int,0,NA,NA,-9 to 1,3,0,NA
69,watch,household level data baseline survey,keep,,,<U+2026>A watch?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::watch,LLINEUP2,watch,int,0,NA,NA,-9 to 1,3,0,NA
70,bicycle,household level data baseline survey,keep,,,<U+2026>.A bicycle?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::bicycle,LLINEUP2,bicycle,int,0,NA,NA,-9 to 1,3,0,NA
71,scooter,household level data baseline survey,keep,,,<U+2026>A motorcycle or motor scooter?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::scooter,LLINEUP2,scooter,int,0,NA,NA,-9 to 1,3,0,NA
72,car,household level data baseline survey,keep,,,<U+2026>A car or truck?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::car,LLINEUP2,car,int,0,NA,NA,-9 to 1,3,0,NA
73,mboat,household level data baseline survey,keep,,,<U+2026>A boat with a motor?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::mboat,LLINEUP2,mboat,int,0,NA,NA,-9 to 0,2,0,NA
74,nomboat,household level data baseline survey,keep,,,<U+2026>A boat without a  motor?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::nomboat,LLINEUP2,nomboat,int,0,NA,NA,-9 to 0,2,0,NA
75,bankacco,household level data baseline survey,keep,,,<U+2026>A bank account?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::bankacco,LLINEUP2,bankacco,int,0,NA,NA,-9 to 1,3,0,NA
76,internet,household level data baseline survey,keep,,,<U+2026>A device that can be used to access the internet?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::internet,LLINEUP2,internet,int,0,NA,NA,-9 to 1,4,0,NA
77,device,household level data baseline survey,keep,,,"<U+2026>If yes, what type of device?","1 <U+2013> Smartphone
2 <U+2013> Tablet 
3 <U+2013> Laptop computer
4 <U+2013> Desktop computer 
-7: Don't know",,,,"Multiple response question; Comma separated list of each item selected
For example if 'Tablet' and 'Laptop computer' were both selected, 
the response would be: ""2,3""",household level data baseline survey::device,LLINEUP2,device,int,-9,NA,NA,-9 to 6,4,0,NA
78,devicecol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::devicecol,LLINEUP2,deviceCOL,int,-9,NA,NA,-9 to 2,3,0,NA
79,smartphone,household level data baseline survey,keep,,,<U+2026>Smartphone,"1 - Yes
0 - No",,,,"Individual responses for the 'decice' question.  For example, if 'Tablet' and 'Laptop computer' were both selected, the responses would be:
smartphone = 0
tablet = 1
laptop = 1
desktop = 0",household level data baseline survey::smartphone,LLINEUP2,smartphone,int,-9,NA,NA,-9 to 1,2,0,NA
80,tablet,household level data baseline survey,keep,,,<U+2026>Tablet,"1 - Yes
0 - No",,,,NA,household level data baseline survey::tablet,LLINEUP2,tablet,int,-9,NA,NA,-9 to 1,3,0,NA
81,laptop,household level data baseline survey,keep,,,<U+2026>laptop,"1 - Yes
0 - No",,,,NA,household level data baseline survey::laptop,LLINEUP2,laptop,int,-9,NA,NA,-9 to 1,3,0,NA
82,desktop,household level data baseline survey,keep,,,<U+2026>desktop,"1 - Yes
0 - No",,,,NA,household level data baseline survey::desktop,LLINEUP2,desktop,int,-9,NA,NA,-9 to 0,2,0,NA
83,numaland,household level data baseline survey,keep,,,"How many acres of agricultural land do members of this household own?

IF NONE, ENTER '0'
IF 10,000 OR MORE, ENTER 10,000","-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::numaland,LLINEUP2,numaland,dbl,1,NA,NA,-9 to 10000,37,0,NA
84,numalandcol,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::numalandcol,LLINEUP2,numalandCOL,int,2,NA,NA,1 to 4,4,0.361530715,NA
85,numalanddich,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::numalanddich,LLINEUP2,numalanddich,int,0,NA,NA,0 to 1,2,0.361530715,NA
86,wealthindex,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::wealthindex,LLINEUP2,wealthindex,dbl,-2.302829981,NA,NA,-3.59363579750061 to 6.20769500732422,311,0.361530715,NA
87,wealthcat,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::wealthcat,LLINEUP2,wealthcat,chr,Poorest,NA,NA,"Least poor, Middle, Poorest, NA",3,0.361530715,NA
88,dmarkt,household level data baseline survey,keep,,,How far is it to the nearest market place?,"-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::dmarkt,LLINEUP2,dmarkt,dbl,1,NA,NA,-9 to 8,30,0,NA
89,dmarktcol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::dmarktcol,LLINEUP2,dmarktCOL,int,1,NA,NA,-9 to 1,3,0,NA
90,hhmeals,household level data baseline survey,keep,,,"Now I would like to ask you about the food your household eats.
How many meals does your household usually have per day?",-8: Refused to answer,,,,NA,household level data baseline survey::hhmeals,LLINEUP2,hhmeals,int,2,NA,NA,-9 to 6,7,0,NA
91,hhmealscat,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::hhmealscat,LLINEUP2,hhmealscat,int,2,NA,NA,-9 to 4,5,0,NA
92,hhnumt,household level data baseline survey,keep,,,"In the past week, on how many days did the household eat meat?",-8: Refused to answer,,,,NA,household level data baseline survey::hhnumt,LLINEUP2,hhnumt,int,1,NA,NA,-9 to 7,10,0,NA
93,hhnumtcol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::hhnumtcol,LLINEUP2,hhnumtCOL,int,1,NA,NA,-9 to 1,4,0,NA
94,hhnumtcat,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::hhnumtcat,LLINEUP2,hhnumtcat,int,1,NA,NA,0 to 3,4,0.362537764,NA
95,hhpsf,household level data baseline survey,keep,,,How often in the last year did you have problems in  satisfying the  food needs of the household?,"1 - never
2 - seldom
3 - sometimes
4 - often
5 - always
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::hhpsf,LLINEUP2,hhpsf,int,4,NA,NA,-9 to 5,6,0,NA
96,hhpsfcol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::hhpsfcol,LLINEUP2,hhpsfCOL,int,0,NA,NA,-9 to 2,4,0,NA
97,dhfcty,household level data baseline survey,keep,,,"How far is it to the nearest health facility?

If less than 1 km, enter 0
If more than 100 km, enter 100","-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::dhfcty,LLINEUP2,dhfcty,dbl,1,NA,NA,-9 to 8,30,0,NA
98,dhfctycat,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::dhfctycat,LLINEUP2,dhfctycat,int,1,NA,NA,0 to 4,5,0,NA
99,mthfcty,household level data baseline survey,keep,,,"If you were to go this facility,how would you most likely go there?","1 - car/motorcycle
2 - public transport(bus,taxi)
3 - animal/animal cart
4 - walking
5 - bicycle
7 - boat
96 - other
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::mthfcty,LLINEUP2,mthfcty,int,5,NA,NA,-9 to 5,4,0,NA
100,mthfctycol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::mthfctycol,LLINEUP2,mthfctyCOL,int,1,NA,NA,-9 to 1,3,0,NA
101,othermth,household level data baseline survey,keep,,,Specify other means of transport to the health facility,NA,,,,NA,household level data baseline survey::othermth,LLINEUP2,othermth,int,-9,NA,NA,-9 to -9,1,0,NA
102,ahwker,household level data baseline survey,keep,,,"Is there a community health worker (community medicine distributor/CMD, village health team/VHT, community own resource person/CORP) who distributes malaria medicines in your village or community?","1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::ahwker,LLINEUP2,ahwker,int,1,NA,NA,-9 to 1,4,0,NA
103,amchwker,household level data baseline survey,keep,,,Does the community health worker currently have malaria medicines available?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::amchwker,LLINEUP2,amchwker,int,1,NA,NA,-9 to 1,4,0,NA
104,pspray,household level data baseline survey,keep,,,"At any time in the past 12 months, has anyone asked permission to come into your dwelling to spray the interior walls against mosquitoes?","1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::pspray,LLINEUP2,pspray,int,0,NA,NA,-9 to 1,4,0,NA
105,gpspray,household level data baseline survey,keep,,,Did you grant them permission to spray the interior walls of your dwelling?,"1 - Yes
0 - No",,,,NA,household level data baseline survey::gpspray,LLINEUP2,gpspray,chr,No,NA,NA,"No, Yes",2,0,NA
106,rgspray,household level data baseline survey,keep,,,"What was the primary reason that you did not grant permission to spray the interior walls of your dwelling against mosquitoes?

DO NOT PROMPT.","1 - had a sick person/baby
2 - spraying not effective against mosquitoes
3 - spraying chemicals are harmful
4 - someone in the house was pregnant
96 - other
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::rgspray,LLINEUP2,rgspray,int,-9,NA,NA,-9 to 96,2,0,NA
107,otherrgs,household level data baseline survey,keep,,,Specify other reasons for not granting permission to spray the interior walls of your dwelling against mosquitoes,NA,,,,NA,household level data baseline survey::otherrgs,LLINEUP2,otherrgs,chr,-9,NA,NA,"-9, WAS AWAY IN THE FARM LAND OUTSIDE STUDY AREA",2,0,NA
108,cov_spray,household level data baseline survey,keep,,,Would you be less likely to allow someone into your house to spray the interior walls of your dwelling against mosquitoes during this period of the Coronavirus pandemic?,"1-	yes 
0-	no 
-7 <U+2013> don<U+2019>t know
-8 <U+2013> refused to answer",,,,NA,household level data baseline survey::cov_spray,LLINEUP2,cov_spray,int,1,NA,NA,-9 to 1,5,0,NA
109,tspray,household level data baseline survey,keep,,,"How many months ago was the dwelling last sprayed?

If less than 1 month, enter 0",-8: Refused to answer,,,,NA,household level data baseline survey::tspray,LLINEUP2,tspray,int,-9,NA,NA,-9 to 12,3,0,NA
110,receivenet,household level data baseline survey,keep,,,Bednets were distributed in your community on <<Dates >> (programmed to know MRC date of distribution)  Did you receive one or more bednets in the recent net campaign (Universal Coverage Campaign) led by the Ministry of Health?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::receivenet,LLINEUP2,receivenet,int,1,NA,NA,-9 to 1,3,0,NA
111,manynet,household level data baseline survey,keep,,,"If yes <U+2013> 
How many nets did you receive? 
",NA,,,,NA,household level data baseline survey::manynet,LLINEUP2,manynet,int,1,NA,NA,-9 to 8,8,0,NA
112,manynetcol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::manynetcol,LLINEUP2,manynetCOL,int,1,NA,NA,0 to 4,5,0.361530715,NA
113,manynow,household level data baseline survey,keep,,,How many nets from the campaign do you still have?,NA,,,,NA,household level data baseline survey::manynow,LLINEUP2,manynow,int,1,NA,NA,-9 to 8,9,0,NA
114,manynowcol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::manynowcol,LLINEUP2,manynowCOL,int,1,NA,NA,0 to 4,5,0.361530715,NA
115,nettype,household level data baseline survey,keep,,,What type of nets did you receive,"1 : Royal Guard
2 :  Permanet 3.0
3:  Other
-7: Don<U+2019>t Know
-8: Refused to answer",,,,NA,household level data baseline survey::nettype,LLINEUP2,nettype,chr,Permanet 3.0,NA,NA,"No nets recieved, Permanet 3.0, Royal Guard, NA",3,0.361530715,NA
116,othernet,household level data baseline survey,keep,,,Please specify other net type,NA,,,,NA,household level data baseline survey::othernet,LLINEUP2,othernet,int,-9,NA,NA,-9 to -9,1,0,NA
117,neteduc,household level data baseline survey,keep,,,Did you receive any education on how to hang(or use) the bednets prior to or during distribution?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::neteduc,LLINEUP2,neteduc,int,0,NA,NA,-9 to 1,4,0,NA
118,whynonet,household level data baseline survey,keep,,,"If no, why did you not receive nets?","1 <U+2013> No nets were delivered to the area (village or parish) 
2 <U+2013> We did not go to collect the nets
3 <U+2013> We were never told to collect the nets 
4 <U+2013>We were told our household did not need nets
5 <U+2013>We were away when the nets were distributed 
6 <U+2013>The local leaders refused to accept the nets 
7 <U+2013> Given to a child to take to boarding school 
8 <U+2013> Other
-7: Don't know
-8: Refused to answer",,,,NA,household level data baseline survey::whynonet,LLINEUP2,whynonet,int,-9,NA,NA,-9 to 10,7,0,NA
119,whyother,household level data baseline survey,keep,,,Please specify other reason,NA,,,,NA,household level data baseline survey::whyother,LLINEUP2,whyother,chr,-9,NA,NA,>10 unique values,11,0,NA
120,havenets,household level data baseline survey,keep,,,Does your household have any mosquito nets that can be used while sleeping?,"1-	yes 
0-	no 
-7 <U+2013> don<U+2019>t know
-8 <U+2013> refused to answer",,,,NA,household level data baseline survey::havenets,LLINEUP2,havenets,int,1,NA,NA,-9 to 1,3,0,NA
121,nnets,household level data baseline survey,keep,,,How many bednets do you currently have in your household?,NA,,,,Consecutive number starting with 1 and continuing for all nets in the house,household level data baseline survey::nnets,LLINEUP2,nnets,int,1,NA,NA,-9 to 9,11,0,NA
122,totalnet,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::totalnet,LLINEUP2,totalnet,int,1,NA,NA,0 to 9,10,0.361530715,NA
123,totalnetcat,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::totalnetcat,LLINEUP2,totalnetcat,int,1,NA,NA,0 to 4,5,0.361530715,NA
124,totalllin,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::totalllin,LLINEUP2,totalLLIN,int,1,NA,NA,0 to 9,10,0.361530715,NA
125,totalllincat,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::totalllincat,LLINEUP2,totalLLINcat,int,1,NA,NA,0 to 4,5,0.361530715,NA
126,totalpermanet,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::totalpermanet,LLINEUP2,totalPermaNet,int,1,NA,NA,0 to 8,8,0.361530715,NA
127,totalpermanetcat,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::totalpermanetcat,LLINEUP2,totalPermaNetcat,int,1,NA,NA,0 to 4,5,0.361530715,NA
128,totalroyalguard,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::totalroyalguard,LLINEUP2,totalRoyalGuard,int,0,NA,NA,0 to 8,8,0.361530715,NA
129,totalroyalguardcat,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::totalroyalguardcat,LLINEUP2,totalRoyalGuardcat,int,0,NA,NA,0 to 4,5,0.361530715,NA
130,anynetdich,household level data baseline survey,discard,,,NA,NA,,duplicates the variable havenets,,NA,household level data baseline survey::anynetdich,LLINEUP2,ANYnetdich,int,1,NA,NA,0 to 1,2,0.361530715,NA
131,anyllindich,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::anyllindich,LLINEUP2,ANYLLINdich,int,1,NA,NA,0 to 1,2,0.361530715,NA
132,anypndich,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::anypndich,LLINEUP2,ANYPNdich,int,1,NA,NA,0 to 1,2,0.361530715,NA
133,anyrgdich,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::anyrgdich,LLINEUP2,ANYRGdich,int,0,NA,NA,0 to 1,2,0.361530715,NA
134,netsperperson,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::netsperperson,LLINEUP2,NETSPERPERSON,dbl,0.25,NA,NA,0 to 4,44,0.361530715,NA
135,llinsperperson,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::llinsperperson,LLINEUP2,LLINSPERPERSON,dbl,0.25,NA,NA,0 to 4,44,0.361530715,NA
136,pnperperson,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::pnperperson,LLINEUP2,PNPERPERSON,dbl,0.25,NA,NA,0 to 2,30,0.361530715,NA
137,rgperperson,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::rgperperson,LLINEUP2,RGPERPERSON,dbl,0,NA,NA,0 to 2,32,0.361530715,NA
138,adequatenets,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::adequatenets,LLINEUP2,ADEQUATENETS,int,0,NA,NA,0 to 1,2,0.361530715,NA
139,adequatellins,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::adequatellins,LLINEUP2,ADEQUATELLINS,int,0,NA,NA,0 to 1,2,0.361530715,NA
140,adequatepn,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::adequatepn,LLINEUP2,ADEQUATEPN,int,0,NA,NA,0 to 1,2,0.361530715,NA
141,adequaterg,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::adequaterg,LLINEUP2,ADEQUATERG,int,0,NA,NA,0 to 1,2,0.361530715,NA
142,cov_hear,household level data baseline survey,keep,,,"Have you heard of the coronavirus (Covid-19, ""Corona"", SARS-COV-2)?
","1 <U+2013> yes
2 <U+2013> no
-7 <U+2013> don<U+2019>t know
-8 <U+2013> refused to answer

",,,,NA,household level data baseline survey::cov_hear,LLINEUP2,cov_hear,int,1,NA,NA,-9 to 1,3,0,NA
143,cov_spread,household level data baseline survey,keep,,,How can the coronavirus be spread?,"1 <U+2013> cough/sneeze
2 <U+2013> face to face talking 
3- handshakes/hugs/touch
4 <U+2013> indirect hand contact (touching an item someone else has touched)
5- food
-7 <U+2013> don<U+2019>t know
-8 <U+2013> refused to answer
",,,,NA,household level data baseline survey::cov_spread,LLINEUP2,cov_spread,chr,"1,2,4",NA,NA,>10 unique values,18,0,NA
144,cov_sx,household level data baseline survey,keep,,,"If you had symptoms like cough, fever, and sore throat, what would you do?","1 <U+2013> Stay at home and wait to get better 
2 <U+2013> Use stored medicine at home 
3 <U+2013> Contact health worker 
4 <U+2013> Seek antibiotics 
5 <U+2013> Visit health facility
6 <U+2013> Visit a pharmacy 
7 <U+2013> Visit private hospital 
8 <U+2013> Visit traditional medicine practioner 
9 - Go for a test
10 - Call the ministry of health helpline 
-7 <U+2013> don<U+2019>t know
-8 <U+2013> refused to answer",,,,NA,household level data baseline survey::cov_sx,LLINEUP2,cov_sx,chr,"3,5",NA,NA,>10 unique values,48,0,NA
145,cov_daily,household level data baseline survey,keep,,,Has your daily life been changed/disturbed by the coronavirus?,"1 <U+2013> yes
2 <U+2013> no
-7 <U+2013> don<U+2019>t know
-8 <U+2013> refused to answer
",,,,NA,household level data baseline survey::cov_daily,LLINEUP2,cov_daily,int,0,NA,NA,-9 to 1,5,0,NA
146,cov_daily1,household level data baseline survey,keep,,,"If yes to the above, how has your daily life changed?","1 - Lost income
2 - Transport is more expensive
3 - Schools are closed 
4 - Visiting friends/family not allowed
5 - Unable to provide food for family
6- Fear of COVID
7 - Higher prices at the market 
8 - Church is closed 
9 - Unable to access needed medication",,,,NA,household level data baseline survey::cov_daily1,LLINEUP2,cov_daily1,chr,-9,NA,NA,>10 unique values,221,0,NA
147,cov_work,household level data baseline survey,keep,,,Has your work been affected/disrupted by the coronavirus?,"1 <U+2013> yes
2 <U+2013> no
-7 <U+2013> don<U+2019>t know
-8 <U+2013> refused to answer
",,,,NA,household level data baseline survey::cov_work,LLINEUP2,cov_work,int,0,NA,NA,-9 to 1,3,0,NA
148,hwcov_work,household level data baseline survey,keep,,,If yes - How has your work been affected/disrupted?,"1 <U+2013> I have had to reduce my work
2 <U+2013> I am unable to find work
3 - I am physically unable to work 
4 - Lost income 
5 - Fear of getting COVID
6 - Children at home (schools closed) 
7 - Unable to garden with group 
8 - Increased use of mask/SOPs
-7 <U+2013>  Other                                                                                                                                                                                                            
-8 <U+2013> refused to answer
",,,,NA,household level data baseline survey::hwcov_work,LLINEUP2,hwcov_work,int,-9,NA,NA,-9 to 4,6,0,NA
149,cov_workothr,household level data baseline survey,keep,,,"Other , please specify how your work been affected/disrupted?",NA,,,,NA,household level data baseline survey::cov_workothr,LLINEUP2,cov_workothr,chr,-9,NA,NA,>10 unique values,39,0,NA
150,cov_cont,household level data baseline survey,keep,,,Do you worry about you or your family contracting the coronavirus?,"1 <U+2013> yes
2 <U+2013> no
-7 <U+2013> don<U+2019>t know
-8 <U+2013> refused to answer",,,,NA,household level data baseline survey::cov_cont,LLINEUP2,cov_cont,int,1,NA,NA,-9 to 1,4,0,NA
151,cov_crowd,household level data baseline survey,keep,,,"Since the news of the coronavirus<U+2026>
Do you avoid crowded places?","1 <U+2013> yes
2 <U+2013> no
-7 <U+2013> don<U+2019>t know
-8 <U+2013> refused to answer",,,,NA,household level data baseline survey::cov_crowd,LLINEUP2,cov_crowd,int,1,NA,NA,-9 to 1,3,0,NA
