colOrder,IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notes,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
18,http://purl.obolibrary.org/obo/EUPATH_0064635,Reason filter paper not prepared,active_case_detect_arm_reshaped::no_filter_paper_exp_acd,,active_case_detect_arm_reshaped,,Sample,http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,"If the filter paper was not prepared, explain why not.",,variable,,,,,RIMDAMAL,,,,,,,,,
18,http://purl.obolibrary.org/obo/EUPATH_0064636,Reason for no hemocue,crosssectional_sam_arm_2020_reshaped::cross_sec_no_hemocue_v2,,crosssectional_sam_arm_2020_reshaped,,Sample,http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,"If hemocue was not obtained, please explain why.",,variable,,,,,RIMDAMAL,,,,,,,,,
9,http://purl.obolibrary.org/obo/EUPATH_0064638,Reason no blood smear prepared,active_case_detect_arm_reshaped::no_smear_exp_acd,,active_case_detect_arm_reshaped,,Sample,http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,If no thick/thin smear was prepared explain why,,variable,,,,,RIMDAMAL,,,,,,,,,
10,http://purl.obolibrary.org/obo/EUPATH_0064638,Reason no blood smear prepared,active_case_detect_arm_2020_reshaped::no_smear_exp_acd_v2,,active_case_detect_arm_2020_reshaped,,Sample,http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,If no thick/thin smear was prepared explain why,,variable,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0033146,Blood sample collected,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0011482,Blood sample collection process,The hemoglobin level is measured at these different times after the last dose of TM,,multifilter,,,,,RIMDAMAL,,,,,,,,,
12,http://purl.obolibrary.org/obo/EUPATH_0064519,Blood sample collected due to severe malaria risk,active_case_detect_arm_reshaped::sev_mal_doctor,,active_case_detect_arm_reshaped,Blood sample collected by doctor due to severe malaria risk,,http://purl.obolibrary.org/obo/EUPATH_0011482,Blood sample collection process,Is the doctor asking for a malaria smear reading because of the risk for severe malaria?,,variable,,,,,RIMDAMAL,,,,,,,,,
13,http://purl.obolibrary.org/obo/EUPATH_0064519,Blood sample collected due to severe malaria risk,active_case_detect_arm_2020_reshaped::sev_mal_doctor_v2,,active_case_detect_arm_2020_reshaped,,Sample,http://purl.obolibrary.org/obo/EUPATH_0011482,Blood sample collection process,Is the doctor asking for a malaria smear reading because of the risk for severe malaria?,,variable,,,,,RIMDAMAL,,,,,,,,,
19,http://purl.obolibrary.org/obo/EUPATH_0064599,Hemocue result,crosssectional_sam_arm_reshaped::cross_sec_hemocue_result,,crosssectional_sam_arm_reshaped,,Sample,http://purl.obolibrary.org/obo/OBI_0003040,Blood test,Please enter the hemocue result:,,variable,"JZ: CMO_0000026 is The amount of hemoglobin in a specific volume of blood, expressed as grams per deciliter of whole blood in humans. Changed parent to 'blood test'",,,,RIMDAMAL,,,,,,,,,
19,http://purl.obolibrary.org/obo/EUPATH_0064599,Hemocue result,crosssectional_sam_arm_2020_reshaped::cross_sec_hemocue_result_v2,,crosssectional_sam_arm_2020_reshaped,,Sample,http://purl.obolibrary.org/obo/OBI_0003040,Blood test,Please enter the hemocue result:,,variable,,,,,RIMDAMAL,,,,,,,,,
25,http://purl.obolibrary.org/obo/EUPATH_0064520,Breastfeeding baby under one week old,mass_drug_administ_arm_reshaped::mda3_fembreastfeed_recheck,,mass_drug_administ_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0011730,Breastfeeding,Does this person continue to breast feed a baby that is <1 week old?,"1, Oui | 0, Non",variable,,,,,RIMDAMAL,,,,,,,,,
8,http://purl.obolibrary.org/obo/EUPATH_0064520,Breastfeeding baby under one week old,mass_drug_administ_arm_2020_reshaped::mda5_fembreastfeed_recheck,,mass_drug_administ_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0011730,Breastfeeding,Does this person continue to breast feed a baby that is <1 week old?,"1, Oui | 0, Non",variable,,,,,RIMDAMAL,,,,,,,,,
8,http://purl.obolibrary.org/obo/EUPATH_0042293,Child age,enrollment__base_d_arm_reshaped::age_child_months,,enrollment__base_d_arm_reshaped,should this be child demographics?,Participant,http://purl.obolibrary.org/obo/EUPATH_0042397,Child demographics,Childs age in months,,variable,,,yes,,RIMDAMAL,months,http://purl.obolibrary.org/obo/UO_0000035,,,,,,,
8,http://purl.obolibrary.org/obo/EUPATH_0042293,Child age,enrollment_year1_year2_arm_2020_reshaped::age_child_months,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042397,Child demographics,Childs age in months,,variable,,,yes,,RIMDAMAL,months,http://purl.obolibrary.org/obo/UO_0000035,,,,,,,
26,http://purl.obolibrary.org/obo/EUPATH_0042293,Child age,enrollment_year1_year2_arm_2020_reshaped::age_child_months_2020,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042397,Child demographics,Childs age in months,,variable,,,yes,,RIMDAMAL,months,http://purl.obolibrary.org/obo/UO_0000035,,,,,,,
33,http://purl.obolibrary.org/obo/EUPATH_0042293,Child age,enrollment_year1_year2_arm_2020_reshaped::age_child_months_v2,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042397,Child demographics,Childs age in months,,variable,,,yes,,RIMDAMAL,months,http://purl.obolibrary.org/obo/UO_0000035,,,,,,,
22,http://purl.obolibrary.org/obo/EUPATH_0047315,Child bednet last night,mass_drug_administ_arm_2020_reshaped::mda5_childacd_netsleep,,mass_drug_administ_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042261,Child vector intervention,,"1, Oui | 0, Non",variable,,,,,RIMDAMAL,,,,,,,,,
16,http://purl.obolibrary.org/obo/EUPATH_0040017,Alcohol use,pregnancy_monitori_arm_reshaped::alcohol_usage,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Does the participant currently use alcohol?,,variable,,,,,RIMDAMAL,,,,,,,,,
16,http://purl.obolibrary.org/obo/EUPATH_0040017,Alcohol use,pregnancy_monitori_arm_2020_reshaped::alcohol_usage_v2,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Does the participant currently use alcohol?,,variable,,,,,RIMDAMAL,,,,,,,,,
11,http://purl.obolibrary.org/obo/EUPATH_0064607,Malaria treatment in last 28 days,active_case_detect_arm_reshaped::mal_failure,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Was the participant treated for simple malaria in the last 28 days?,,variable,,,,,RIMDAMAL,,,,,,,,,
12,http://purl.obolibrary.org/obo/EUPATH_0064607,Malaria treatment in last 28 days,active_case_detect_arm_2020_reshaped::mal_failure_v2,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Was the participant treated for simple malaria in the last 28 days?,,variable,,,,,RIMDAMAL,,,,,,,,,
22,http://purl.obolibrary.org/obo/EUPATH_0064608,Malaria treatment in last month,malaria_arm_2020_reshaped::unc_malaria_treat,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Was the participant treated for malaria last month?,,variable,,,,,RIMDAMAL,,,,,,,,,
21,http://purl.obolibrary.org/obo/EUPATH_0064608,Malaria treatment in last month,malaria_arm_reshaped::unc_malaria_treat,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Was the participant treated for malaria last month?,,variable,,,,,RIMDAMAL,,,,,,,,,
17,http://purl.obolibrary.org/obo/EUPATH_0040016,Tobacco use,pregnancy_monitori_arm_reshaped::tobacco_usage,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Does the participant currently use tobacco?,,variable,,,,,RIMDAMAL,,,,,,,,,
17,http://purl.obolibrary.org/obo/EUPATH_0040016,Tobacco use,pregnancy_monitori_arm_2020_reshaped::tobacco_usage_v2,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Does the participant currently use tobacco?,,variable,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0036006,Gestational age assessment,,,,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,,,category,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0042161,Medical history,,,,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,,,category,,,,,RIMDAMAL,,,,,,,,,
3,http://purl.obolibrary.org/obo/EUPATH_0047148,Withdrawal,withdrawaldisconti_arm_reshaped::withdraw_discont,,withdrawaldisconti_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047007,Contraception before current pregnancy,The subject was:,"1, Withdrawn from the study | 2, Stopped participating in the study",variable,,,,,RIMDAMAL,,,,,,,,,
3,http://purl.obolibrary.org/obo/EUPATH_0064503,"Cause of death, by death certificate or attestation of death report",death_report_arm_2020_reshaped::cause_death_v2,,death_report_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,Estimate the cause of death based on the death certificate or the attestation of death report by making a list of 3 diagnoses with their diagnostic codes,,variable,,,,,RIMDAMAL,,,,,,,,,
3,http://purl.obolibrary.org/obo/EUPATH_0010067,Death location,death_report_arm_1_reshaped::where_participant_died,,death_report_arm_1_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,Where did the subject die?,"1, at home | 2, CSPS | 3, CMA | 4, CHR | 5, Hospice | 6, Other",variable,,,,,RIMDAMAL,,,,,,,,,
5,http://purl.obolibrary.org/obo/EUPATH_0010067,Death location,death_report_arm_2020_reshaped::where_participant_died_v2,,death_report_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,Where did the subject die?,"1, at home | 2, CSPS | 3, CMA | 4, CHR | 5, Hospice | 6, Other",variable,,,,,RIMDAMAL,,,,,,,,,
4,http://purl.obolibrary.org/obo/EUPATH_0064504,Death related to mass drug adminisistration,death_report_arm_1_reshaped::death_relation_mda,,death_report_arm_1_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,"Relationship of AE (death) to the mass drug administration

(This will be completed ONLY by the study doctor or the coordinator)","1, Not related | 2, Unlikely to be related | 3, Possibly related | 4, Probably related | 5, Not classified",variable,,,,,RIMDAMAL,,,,,,,,,
6,http://purl.obolibrary.org/obo/EUPATH_0064504,Death related to mass drug adminisistration,death_report_arm_2020_reshaped::death_relation_mda_v2,,death_report_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,"Relationship of AE (death) to the mass drug administration

(This will be completed ONLY by the study doctor or the coordinator)","1, Not related | 2, Unlikely to be related | 3, Possibly related | 4, Probably related | 5, Not classified",variable,,,,,RIMDAMAL,,,,,,,,,
12,http://purl.obolibrary.org/obo/EUPATH_0000667,Died,withdrawaldisconti_arm_reshaped::withdraw_discont_reason___9,,withdrawaldisconti_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,Death of the patient,,variable,,,,,RIMDAMAL,,,,,,,,,
4,http://purl.obolibrary.org/obo/EUPATH_0064505,Source of death information,death_report_arm_2020_reshaped::source_info_death_v2,,death_report_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,How was the cause of death information obtained?,,variable,,,,,RIMDAMAL,,,,,,,,,
7,http://purl.obolibrary.org/obo/OBI_0001169,Age,enrollment__base_d_arm_reshaped::age,,enrollment__base_d_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,variable,,,yes,,RIMDAMAL,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
7,http://purl.obolibrary.org/obo/OBI_0001169,Age,enrollment_year1_year2_arm_2020_reshaped::age,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,variable,,,yes,,RIMDAMAL,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
25,http://purl.obolibrary.org/obo/OBI_0001169,Age,enrollment_year1_year2_arm_2020_reshaped::age_2020,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Age of participant in years,,variable,,,yes,,RIMDAMAL,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
32,http://purl.obolibrary.org/obo/OBI_0001169,Age,enrollment_year1_year2_arm_2020_reshaped::age_v2,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,variable,,,yes,,RIMDAMAL,,,,,,,,,
54,http://purl.obolibrary.org/obo/OMRSE_00002045,Education level,household_survey_f_arm_reshaped::edu_level_hsc,,household_survey_f_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,What is the level of education of this person?,,variable,,,,,RIMDAMAL,,,,,,,,,
56,http://purl.obolibrary.org/obo/OMRSE_00002045,Education level,household_survey_f_arm_2020_reshaped::edu_level_hsc_v2,,household_survey_f_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,What is the level of education of this person?,,variable,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0064515,Ethnicity of household members,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,multifilter,,,,,RIMDAMAL,,,,,,,,,
17,http://purl.obolibrary.org/obo/EUPATH_0064516,"Participant aged between 12 and 45, pregnancy test taken one week before MDA",mass_drug_administ_arm_reshaped::mda3_fem12_45_recheck,,mass_drug_administ_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,This participant is between 12 and 45 years old. Did she have a pregnancy test the week before this MDA?,"1, Oui | 0, Non",value,,yes,,,RIMDAMAL,,,,,,,,,
19,http://purl.obolibrary.org/obo/EUPATH_0064517,Participant is a woman between 12 and 45 years old,enrollment__base_d_arm_reshaped::eligible_pregtest,,enrollment__base_d_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,"Check ""Yes"" if the participant is a woman
and is between 12 and 45 years old
The participant must take a urine pregnancy test 1 week before each TM
",,variable,,,,,RIMDAMAL,,,,,,,,,
19,http://purl.obolibrary.org/obo/EUPATH_0064517,Participant is a woman between 12 and 45 years old,enrollment_year1_year2_arm_2020_reshaped::eligible_pregtest,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,"Check ""Yes"" if the participant is a woman
and is between 12 and 45 years old
The participant must take a urine pregnancy test 1 week before each TM
",,variable,,,,,RIMDAMAL,,,,,,,,,
44,http://purl.obolibrary.org/obo/EUPATH_0064517,Participant is a woman between 12 and 45 years old,enrollment_year1_year2_arm_2020_reshaped::eligible_pregtest_v2,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,"Check ""Yes"" if the participant is a woman
and is between 12 and 45 years old
The participant must take a urine pregnancy test 1 week before each TM
",,variable,,,,,RIMDAMAL,,,,,,,,,
20,http://purl.obolibrary.org/obo/EUPATH_0064517,Participant is a woman between 12 and 45 years old,enrollment__base_d_arm_reshaped::eligible_pregtest2,,enrollment__base_d_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,"Check 'Yes' if the subject is a woman whose age is >= 46, but who continues to have menstrual cycles
The subject must take a pregnancy test
urine 1 week before each TM",,variable,,,yes,,RIMDAMAL,,,,,,,,,
20,http://purl.obolibrary.org/obo/EUPATH_0064517,Participant is a woman between 12 and 45 years old,enrollment_year1_year2_arm_2020_reshaped::eligible_pregtest2,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,"Check 'Yes' if the subject is a woman whose age is >= 46, but who continues to have menstrual cycles
The subject must take a pregnancy test
urine 1 week before each TM",,variable,,,,,RIMDAMAL,,,,,,,,,
45,http://purl.obolibrary.org/obo/EUPATH_0064517,Participant is a woman between 12 and 45 years old,enrollment_year1_year2_arm_2020_reshaped::eligible_pregtest2_v2,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,"Check 'Yes' if the subject is a woman whose age is >= 46, but who continues to have menstrual cycles
The subject must take a pregnancy test
urine 1 week before each TM",,variable,,,,,RIMDAMAL,,,,,,,,,
18,http://purl.obolibrary.org/obo/EUPATH_0064518,Partipant over 45 and menstruating,mass_drug_administ_arm_reshaped::mda2_fem46plus_recheck,,mass_drug_administ_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,This participant is >45 years old. Is she still menstruating?,"1, Oui | 0, Non",variable,,,,,RIMDAMAL,,,,,,,,,
6,http://purl.obolibrary.org/obo/PATO_0000047,Sex,enrollment__base_d_arm_reshaped::gender,,enrollment__base_d_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,variable,,,,,RIMDAMAL,,,,,,,,,
6,http://purl.obolibrary.org/obo/PATO_0000047,Sex,enrollment_year1_year2_arm_2020_reshaped::gender,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,variable,,,,,RIMDAMAL,,,,,,,,,
31,http://purl.obolibrary.org/obo/PATO_0000047,Sex,enrollment_year1_year2_arm_2020_reshaped::gender_v2,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,variable,,,,,RIMDAMAL,,,,,,,,,
29,http://purl.obolibrary.org/obo/PATO_0000047,Sex,enrollment_year1_year2_arm_2020_reshaped::not_eligible_gender,,enrollment_year1_year2_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,What is the gender/sex of this participant,,variable,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,category,,,,,RIMDAMAL,,,,,,,,,
28,http://purl.obolibrary.org/obo/EUPATH_0000040,Complicated malaria,malaria_arm_reshaped::com_malaria,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,Does the participant have complicated malaria?,,variable,,,,,RIMDAMAL,,,,,,,,,
27,http://purl.obolibrary.org/obo/EUPATH_0040013,Malaria diagnosis in pregnancy,pregnancy_monitori_arm_reshaped::preg_part_malaria,,pregnancy_monitori_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,Has the participant had malaria during this pregnancy?,,variable,,,,,RIMDAMAL,,,,,,,,,
28,http://purl.obolibrary.org/obo/EUPATH_0040013,Malaria diagnosis in pregnancy,pregnancy_monitori_arm_2020_reshaped::preg_part_malaria_v2,,pregnancy_monitori_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,Has the participant had malaria during this pregnancy?,,variable,,,,,RIMDAMAL,,,,,,,,,
5,http://purl.obolibrary.org/obo/EUPATH_0000038,Uncomplicated malaria,malaria_arm_2020_reshaped::unc_malaria,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,Does the participant have uncomplicated malaria?,,variable,,,,,RIMDAMAL,,,,,,,,,
5,http://purl.obolibrary.org/obo/EUPATH_0000038,Uncomplicated malaria,malaria_arm_reshaped::unc_malaria,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,Does the participant have uncomplicated malaria?,,variable,,,,,RIMDAMAL,,,,,,,,,
11,http://purl.obolibrary.org/obo/EUPATH_0064576,Dose 1,mass_drug_administ_arm_reshaped::adv_event_mda1_dose1,,mass_drug_administ_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0064571,Did the participant present with an adverse event after a dose of the MDA,"Did the participant present with an Adverse Event after the first dose of the MDA? 
It may also include drug tolerance reactions, such as vomiting and abdominal pain.","1, Oui | 0, Non | 2, Did not receive the dose",value,,yes,,,RIMDAMAL,,,,,,,,,
12,http://purl.obolibrary.org/obo/EUPATH_0064577,Dose 2,mass_drug_administ_arm_reshaped::adv_event_mda1_dose2,,mass_drug_administ_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0064571,Did the participant present with an adverse event after a dose of the MDA,"Did the participant present with an Adverse Event after the second dose of the MDA? 
It may also include drug tolerance reactions, such as vomiting and abdominal pain.","1, Oui | 0, Non | 2, Did not receive the dose",value,,yes,,,RIMDAMAL,,,,,,,,,
14,http://purl.obolibrary.org/obo/EUPATH_0064578,Dose 3,mass_drug_administ_arm_reshaped::adv_event_mda1_dose3,,mass_drug_administ_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0064571,Did the participant present with an adverse event after a dose of the MDA,"Did the participant present with an Adverse Event after the third dose of the MDA? 
It may also include drug tolerance reactions, such as vomiting and abdominal pain.","1, Oui | 0, Non | 2, Did not receive the dose",variable,,,,,RIMDAMAL,,,,,,,,,
47,http://purl.obolibrary.org/obo/EUPATH_0042022,Eaves open to outside,household_survey_f_arm_reshaped::open_eaves_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,,variable,,,,,RIMDAMAL,,,,,,,,,
48,http://purl.obolibrary.org/obo/EUPATH_0042022,Eaves open to outside,household_survey_f_arm_2020_reshaped::open_eaves_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,,variable,,,,,RIMDAMAL,,,,,,,,,
46,http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,household_survey_f_arm_reshaped::floor_material_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,,variable,,,,,RIMDAMAL,,,,,,,,,
47,http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,household_survey_f_arm_2020_reshaped::floor_material_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,,variable,,,,,RIMDAMAL,,,,,,,,,
50,http://purl.obolibrary.org/obo/EUPATH_0000381,Kitchen location,household_survey_f_arm_reshaped::kitchen_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Is the kitchen inside or outside the bedrooms?,,variable,,,,,RIMDAMAL,,,,,,,,,
52,http://purl.obolibrary.org/obo/EUPATH_0000381,Kitchen location,household_survey_f_arm_2020_reshaped::kitchen_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,,variable,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Room roof material,,multifilter,,,,,RIMDAMAL,,,,,,,,,
17,http://purl.obolibrary.org/obo/EUPATH_0011593,Room count,household_survey_f_arm_reshaped::numb_indiv_house_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,How many rooms are there?,,variable,,,,,RIMDAMAL,,,,,,,,,
85,http://purl.obolibrary.org/obo/EUPATH_0011593,Room count,household_survey_f_arm_reshaped::numb_indiv_house_hsc_v2,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,How many rooms are there?,,variable,,,,,RIMDAMAL,,,,,,,,,
17,http://purl.obolibrary.org/obo/EUPATH_0011593,Room count,household_survey_f_arm_2020_reshaped::numb_indiv_house_hsc_v2_e3698f,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,How many rooms are there?,,variable,,,,,RIMDAMAL,,,,,,,,,
87,http://purl.obolibrary.org/obo/EUPATH_0011593,Room count,household_survey_f_arm_2020_reshaped::numb_indiv_house_hsc_v2_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,How many rooms are there?,,variable,,,,,RIMDAMAL,,,,,,,,,
44,http://purl.obolibrary.org/obo/EUPATH_0025048,Screened windows,household_survey_f_arm_reshaped::screen_wind_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Are the windows screened?,,variable,,,,,RIMDAMAL,,,,,,,,,
45,http://purl.obolibrary.org/obo/EUPATH_0025048,Screened windows,household_survey_f_arm_2020_reshaped::screen_wind_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Are the windows screened?,,variable,,,,,RIMDAMAL,,,,,,,,,
43,http://purl.obolibrary.org/obo/EUPATH_0064478,Sealed windows,household_survey_f_arm_reshaped::sealed_window_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Are the windows sealed?,,variable,,,,,RIMDAMAL,,,,,,,,,
44,http://purl.obolibrary.org/obo/EUPATH_0064478,Sealed windows,household_survey_f_arm_2020_reshaped::sealed_window_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Are the windows sealed?,,variable,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,,,,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,,multifilter,,,,,RIMDAMAL,,,,,,,,,
42,http://purl.obolibrary.org/obo/EUPATH_0064479,Windows close,household_survey_f_arm_reshaped::closeable_window_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Can you close these windows?,,variable,,,,,RIMDAMAL,,,,,,,,,
43,http://purl.obolibrary.org/obo/EUPATH_0064479,Windows close,household_survey_f_arm_2020_reshaped::closeable_window_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Can you close these windows?,,variable,,,,,RIMDAMAL,,,,,,,,,
45,http://purl.obolibrary.org/obo/EUPATH_0064480,Windows damaged,household_survey_f_arm_reshaped::wind_screen_damag_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Are the windows damaged,,variable,,,,,RIMDAMAL,,,,,,,,,
46,http://purl.obolibrary.org/obo/EUPATH_0064480,Windows damaged,household_survey_f_arm_2020_reshaped::wind_screen_damag_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Are the windows damaged,,variable,,,,,RIMDAMAL,,,,,,,,,
