IRI,variable,dataFile,label,displayOrder,definition,category,parentIRI,parentLabel,termType,codebookDescription,codebookValues,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceStringType,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
http://purl.obolibrary.org/obo/EUPATH_0000019,avenir census and treatment data clinepi round 2::form.hhnumber,avenir census and treatment data clinepi round 2,Persons living in house count,,How many people live in this household?,Participant,,,variable,How many people live in this household?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000019,avenir census and treatment data clinepi round 3::form.hhnumber,avenir census and treatment data clinepi round 3,Persons living in house count,,How many people live in this household?,Participant,,,variable,How many people live in this household?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0024217,avenir population level data clinepi round 1::rdtresult,avenir population level data clinepi round 1,"Plasmodium, by RDT",,Results of the RDT sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,variable,Results of the RDT sample,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050558,avenir population level data clinepi round 1::card_pneumo1,avenir population level data clinepi round 1,Pneumo-1 vaccine,,PCV 1 vaccination (on vaccination card,Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,PCV 1 vaccination (on vaccination card,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050559,avenir population level data clinepi round 1::card_pneumo2,avenir population level data clinepi round 1,Pneumo-2 vaccine,,PCV 2 vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,PCV 2 vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050560,avenir population level data clinepi round 1::card_pneumo3,avenir population level data clinepi round 1,Pneumo-3 vaccine,,PCV 3 vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,PCV 3 vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050598,avenir population level data clinepi round 1::vaccinationlist.nocard_pneumo,avenir population level data clinepi round 1,"Pneumococcal conjugate vaccine (PCV), undocumented",,PCV (pneumo) (through word of mouth),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,PCV (pneumo) (through word of mouth),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050553,avenir population level data clinepi round 1::vaccinationlist.nocard_polionum,avenir population level data clinepi round 1,Polio vaccine dose count,,How many times the participant received polio vaccine,Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,How many times the participant received polio vaccine,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050551,avenir population level data clinepi round 1::vaccinationlist.nocard_polio,avenir population level data clinepi round 1,"Polio vaccine, undocumented",,Polio vaccination (through word of mouth),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,Polio vaccination (through word of mouth),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050561,avenir population level data clinepi round 1::card_polio0,avenir population level data clinepi round 1,Polio-0 vaccine,,POLIO 0 vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,POLIO 0 vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050562,avenir population level data clinepi round 1::card_polio1,avenir population level data clinepi round 1,Polio-1 vaccine,,POLIO 1 vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,POLIO 1 vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050563,avenir population level data clinepi round 1::card_polio2,avenir population level data clinepi round 1,Polio-2 vaccine,,POLIO 2 vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,POLIO 2 vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050564,avenir population level data clinepi round 1::card_polio3,avenir population level data clinepi round 1,Polio-3 vaccine,,POLIO 3 vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,POLIO 3 vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050581,avenir census and treatment data clinepi round 1::form.childrenrepeat.childrengroup.notreatreason,avenir census and treatment data clinepi round 1,Reason child should not be treated,,Why should the child not be treated?,Participant,,,variable,Why should the child not be treated?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050581,avenir census and treatment data clinepi round 2::notreatreason,avenir census and treatment data clinepi round 2,Reason child should not be treated,,Why should the child not be treated?,Participant,,,variable,Why should the child not be treated?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050581,avenir census and treatment data clinepi round 3::notreatreason,avenir census and treatment data clinepi round 3,Reason child should not be treated,,Why should the child not be treated?,Participant,,,variable,Why should the child not be treated?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050505,avenir population level data clinepi round 1::health_facility_reason,avenir population level data clinepi round 1,Reason for health facility visit,,What was the reason for your visit?,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,What was the reason for your visit?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050583,avenir census and treatment data clinepi round 1::form.notreatreason,avenir census and treatment data clinepi round 1,Reason for lack of treatment consent,,Why is treatment consent not given,Participant,,,variable,Why is treatment consent not given,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050583,avenir census and treatment data clinepi round 2::form.notreatreason,avenir census and treatment data clinepi round 2,Reason for lack of treatment consent,,Why is treatment consent not given,Participant,,,variable,Why is treatment consent not given,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050583,avenir census and treatment data clinepi round 3::form.notreatreason,avenir census and treatment data clinepi round 3,Reason for lack of treatment consent,,Why is treatment consent not given,Participant,,,variable,Why is treatment consent not given,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050573,avenir population level data clinepi round 1::reasonnonpstgg,avenir population level data clinepi round 1,Reason not able to collect NP STGG swab,,What other reason were you not able to collect the NP STGG swab?,Sample,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection process,variable,What other reason were you not able to collect the NP STGG swab?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050574,avenir population level data clinepi round 1::reasonnorectal,avenir population level data clinepi round 1,Reason not able to collect rectal swab,,What other reason were you not able to collect the rectal swab?,Sample,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection process,variable,What other reason were you not able to collect the rectal swab?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050572,avenir population level data clinepi round 1::reasonnonpzymo,avenir population level data clinepi round 1,Reason not able to collect Zymo NP swab,,What other reason were you not able to collect the Zymo NP swab?,Sample,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection process,variable,What other reason were you not able to collect the Zymo NP swab?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050549,avenir census and treatment data clinepi round 1::form.hhreasonrefused,avenir census and treatment data clinepi round 1,Reason refused to participate,,Why did the household refuse to participate?,Participant,,,variable,Why did the household refuse to participate?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050549,avenir census and treatment data clinepi round 2::form.hhreasonrefused,avenir census and treatment data clinepi round 2,Reason refused to participate,,Why did the household refuse to participate?,Participant,,,variable,Why did the household refuse to participate?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050549,avenir census and treatment data clinepi round 3::form.hhreasonrefused,avenir census and treatment data clinepi round 3,Reason refused to participate,,Why did the household refuse to participate?,Participant,,,variable,Why did the household refuse to participate?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050605,avenir census and treatment data clinepi round 1::form.hhreasonrefusedother,avenir census and treatment data clinepi round 1,Reason refused to participate specified,,Please specify other reason,Participant,,,variable,Please specify other reason,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050605,avenir census and treatment data clinepi round 2::form.hhreasonrefusedother,avenir census and treatment data clinepi round 2,Reason refused to participate specified,,Please specify other reason,Participant,,,variable,Please specify other reason,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050605,avenir census and treatment data clinepi round 3::form.hhreasonrefusedother,avenir census and treatment data clinepi round 3,Reason refused to participate specified,,Please specify other reason,Participant,,,variable,Please specify other reason,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050542,avenir census and treatment data clinepi round 1::form.region.cen,avenir census and treatment data clinepi round 1,Region in Niger,,Region in census form,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,Region in census form,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050542,avenir census and treatment data clinepi round 2::form.region.cen,avenir census and treatment data clinepi round 2,Region in Niger,,Region in census form,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,Region in census form,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050542,avenir census and treatment data clinepi round 3::form.region.cen,avenir census and treatment data clinepi round 3,Region in Niger,,Region in census form,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,Region in census form,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0031266,avenir population level data clinepi round 1::card_rota1,avenir population level data clinepi round 1,Rotavirus vaccine,,ROTA 1 vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,ROTA 1 vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0031270,avenir population level data clinepi round 1::card_rota2,avenir population level data clinepi round 1,Rotavirus vaccine 2,,ROTA 2 vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,ROTA 2 vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0031274,avenir population level data clinepi round 1::card_rota3,avenir population level data clinepi round 1,Rotavirus vaccine 3,,ROTA 3 vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,ROTA 3 vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050603,avenir population level data clinepi round 1::vaccinationlist.nocard_rota,avenir population level data clinepi round 1,"Rotavirus vaccine, undocumented",,Rotavirus vaccination (through word of mouth),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,Rotavirus vaccination (through word of mouth),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0031417,avenir population level data clinepi round 1::runny_nose,avenir population level data clinepi round 1,Runny nose,,Was the fast or difficult breathing due to a problem in the chest or to a blocked or runny nose?,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,variable,Was the fast or difficult breathing due to a problem in the chest or to a blocked or runny nose?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/PATO_0000047,avenir census and treatment data clinepi round 1::form.childrenrepeat.childrengroup.childsex,avenir census and treatment data clinepi round 1,Sex,,What is the child's sex?,Participant,,,variable,What is the child's sex?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/PATO_0000047,avenir census and treatment data clinepi round 2::childsex,avenir census and treatment data clinepi round 2,Sex,,What is the child's sex?,Participant,,,variable,What is the child's sex?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/PATO_0000047,avenir census and treatment data clinepi round 3::childsex,avenir census and treatment data clinepi round 3,Sex,,What is the child's sex?,Participant,,,variable,What is the child's sex?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050526,avenir population level data clinepi round 1::dietlist.orange_veg,avenir population level data clinepi round 1,"Squash, carrots, yellow or orange sweet potatoes",,,Participant,http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,value,,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001508,avenir census and treatment data clinepi round 1::round,avenir census and treatment data clinepi round 1,Study timepoint,,Round of study,Participant,http://purl.obolibrary.org/obo/EUPATH_0035159,Community observation details,variable,Round of study,,,yes,,,avenir_rct,,,yes,,,,,,
http://purl.obolibrary.org/obo/OBI_0001508,avenir census and treatment data clinepi round 2::round,avenir census and treatment data clinepi round 2,Study timepoint,,Round of study,Participant,http://purl.obolibrary.org/obo/EUPATH_0035159,Community observation details,variable,Round of study,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001508,avenir census and treatment data clinepi round 3::round,avenir census and treatment data clinepi round 3,Study timepoint,,Round of study,Participant,http://purl.obolibrary.org/obo/EUPATH_0035159,Community observation details,variable,Round of study,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001508,avenir population level data clinepi round 1::round,avenir population level data clinepi round 1,Study timepoint,,Round of study,Participant,http://purl.obolibrary.org/obo/EUPATH_0035159,Community observation details,variable,Round of study,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049243,avenir census and treatment data clinepi round 1::form.isadministered,avenir census and treatment data clinepi round 1,Study treatment administered,,Has the treatment been administered?,Participant,,,variable,Has the treatment been administered?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049243,avenir census and treatment data clinepi round 2::form.isadministered,avenir census and treatment data clinepi round 2,Study treatment administered,,Has the treatment been administered?,Participant,,,variable,Has the treatment been administered?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049243,avenir census and treatment data clinepi round 3::form.isadministered,avenir census and treatment data clinepi round 3,Study treatment administered,,Has the treatment been administered?,Participant,,,variable,Has the treatment been administered?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050519,avenir population level data clinepi round 1::dietlist.sugary_drinks,avenir population level data clinepi round 1,"Sugary water, tea, or other sweet drinks",,,Participant,http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,value,,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050527,avenir population level data clinepi round 1::dietlist.plumpy_supp,avenir population level data clinepi round 1,Supplementary food (plumpy soup),,,Participant,http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,value,,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050565,avenir population level data clinepi round 1::card_tetanos,avenir population level data clinepi round 1,Tetanus vaccine,,TETANOS vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,TETANOS vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050528,avenir population level data clinepi round 1::dietlist.plumpy_nut,avenir population level data clinepi round 1,Therapeutic food (plumpy nut),,,Participant,http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,value,,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0011234,avenir population level data clinepi round 1::vaccinationlist.nocard_dptnum,avenir population level data clinepi round 1,"Total diphtheria, pertussis, and tetanus (DPT) vaccine doses",,How many times the participant received DPT vaccine,Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,How many times the participant received DPT vaccine,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0011257,avenir population level data clinepi round 1::vaccinationlist.nocard_hepbnum,avenir population level data clinepi round 1,Total hepatitis B vaccine doses,,How many times the participant received BCG vaccine,Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,How many times the participant received BCG vaccine,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0011306,avenir population level data clinepi round 1::vaccinationlist.nocard_measlesnum,avenir population level data clinepi round 1,Total measles vaccine doses,,How many times the participant received measles vaccine,Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,How many times the participant received measles vaccine,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0011394,avenir population level data clinepi round 1::vaccinationlist.nocard_pneumonum,avenir population level data clinepi round 1,Total pneumococcal conjugate vaccine (PCV) doses,,How many times?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,How many times?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0011427,avenir population level data clinepi round 1::vaccinationlist.nocard_rotanum,avenir population level data clinepi round 1,Total rotavirus vaccine doses,,How many times?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,How many times?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050577,avenir census and treatment data clinepi round 3::treatment_letter_12_59,avenir census and treatment data clinepi round 3,Treatment letter 12-59,,Treatment letter 12-59,Participant,,,variable,,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050576,avenir census and treatment data clinepi round 1::form.treatment_letter_1_11.cen,avenir census and treatment data clinepi round 1,Treatment_letter_1_11,,Treatment Letter for 1-11 months in census form,Participant,,,variable,Treatment Letter for 1-11 months in census form,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050576,avenir census and treatment data clinepi round 2::form.treatment_letter_1_11.cen,avenir census and treatment data clinepi round 2,Treatment_letter_1_11,,Treatment Letter for 1-11 months in census form,Participant,,,variable,Treatment Letter for 1-11 months in census form,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050576,avenir census and treatment data clinepi round 3::treatment_letter_1_11,avenir census and treatment data clinepi round 3,Treatment_letter_1_11,,Treatment_letter_1_11,Participant,,,variable,,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050577,avenir census and treatment data clinepi round 1::form.treatment_letter_12_59.cen,avenir census and treatment data clinepi round 1,Treatment_letter_12_59,,Treatment letter for 12-59 months in census form,Participant,,,variable,Treatment letter for 12-59 months in census form,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050577,avenir census and treatment data clinepi round 2::form.treatment_letter_12_59.cen,avenir census and treatment data clinepi round 2,Treatment_letter_12_59,,Treatment letter for 12-59 months in census form,Participant,,,variable,Treatment letter for 12-59 months in census form,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0021099,avenir population level data clinepi round 1::health_facility_type_other,avenir population level data clinepi round 1,Visited other health facility,,What other health facility?,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,What other health facility?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050606,avenir census and treatment data clinepi round 2::vital_status_child,avenir census and treatment data clinepi round 2,Vital status,,What is the vital status of this child?,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,variable,What is the vital status of this child?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050606,avenir census and treatment data clinepi round 3::vital_status_child,avenir census and treatment data clinepi round 3,Vital status,,What is the vital status of this child?,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,variable,What is the vital status of this child?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050566,avenir population level data clinepi round 1::card_vitamina,avenir population level data clinepi round 1,Vitamin A,,Vitamin A vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,Vitamin A vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050552,avenir population level data clinepi round 1::nocard_vitamina,avenir population level data clinepi round 1,Vitamin A dose in last 6 months,,"Within the last 6 months, has the participant received a Vitamin A dose",Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,"Within the last 6 months, has the participant received a Vitamin A dose",,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049241,avenir census and treatment data clinepi round 1::form.doseheight,avenir census and treatment data clinepi round 1,Volume of dose prepared,,Enter here the dose you prepared (ml),Participant,,,variable,Enter here the dose you prepared (ml),,,yes,,,avenir_rct,ml,http://purl.obolibrary.org/obo/UO_0000098,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049241,avenir census and treatment data clinepi round 2::form.doseheight,avenir census and treatment data clinepi round 2,Volume of dose prepared,,Enter here the dose you prepared (ml),Participant,,,variable,Enter here the dose you prepared (ml),,,yes,,,avenir_rct,ml,http://purl.obolibrary.org/obo/UO_0000098,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049241,avenir census and treatment data clinepi round 3::form.doseheight,avenir census and treatment data clinepi round 3,Volume of dose prepared,,Enter here the dose you prepared (ml),Participant,,,variable,Enter here the dose you prepared (ml),,,yes,,,avenir_rct,ml,http://purl.obolibrary.org/obo/UO_0000098,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000414,avenir census and treatment data clinepi round 1::form.weight,avenir census and treatment data clinepi round 1,Weight,,Enter child's weight (kg),Participant,,,variable,Enter child's weight (kg),,,yes,,,avenir_rct,kg,http://purl.obolibrary.org/obo/UO_0000009,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000414,avenir census and treatment data clinepi round 2::form.weight,avenir census and treatment data clinepi round 2,Weight,,Enter child's weight (kg),Participant,,,variable,Enter child's weight (kg),,,yes,,,avenir_rct,kg,http://purl.obolibrary.org/obo/UO_0000009,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000414,avenir census and treatment data clinepi round 3::form.weight,avenir census and treatment data clinepi round 3,Weight,,Enter child's weight (kg),Participant,,,variable,Enter child's weight (kg),,,yes,,,avenir_rct,kg,http://purl.obolibrary.org/obo/UO_0000009,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050541,avenir census and treatment data clinepi round 1::form.childreturnhome,avenir census and treatment data clinepi round 1,When child will return home,,When will the child return home?,Participant,,,variable,When will the child return home?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050541,avenir census and treatment data clinepi round 2::form.childreturnhome,avenir census and treatment data clinepi round 2,When child will return home,,When will the child return home?,Participant,,,variable,When will the child return home?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050541,avenir census and treatment data clinepi round 3::form.childreturnhome,avenir census and treatment data clinepi round 3,When child will return home,,When will the child return home?,Participant,,,variable,When will the child return home?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050567,avenir population level data clinepi round 1::card_yellow,avenir population level data clinepi round 1,Yellow fever vaccine,,Yellow fever vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,YELLOW FEVER vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,,,,,Participant,,,multifilter,,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,avenir_rct,,,,,,,,,
