sid,label,parent_entity,parent_label,project,new_label
EUPATH_0010238,Diarrheal episode duration (days),http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,gates_maled,
EUPATH_0010239,Describe stool since the illness began,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,gates_gems,
EUPATH_0010239,Describe stool since the illness began,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,gates_gems1a,
EUPATH_0010240,Daily maximum of loose stools,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,gates_gems,
EUPATH_0010240,Daily maximum of loose stools,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,gates_gems1a,
EUPATH_0010241,Amount offered to drink during diarrheal episode,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,gates_gems,
EUPATH_0010241,Amount offered to drink during diarrheal episode,http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,gates_gems1a,
EUPATH_0010243,Pharmacy medical expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010243,Pharmacy medical expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010244,Pharmacy transportation expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010244,Pharmacy transportation expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010245,Traditional healer medical expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010245,Traditional healer medical expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010246,Traditional healer transportation expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010246,Traditional healer transportation expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010247,"Unlicensed doctor, Total expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010247,"Unlicensed doctor, Total expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010248,"Unlicensed doctor, Transportation expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010248,"Unlicensed doctor, Transportation expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010249,Licensed doctor medical expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010249,Licensed doctor medical expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010250,Licensed doctor transport expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010250,Licensed doctor transport expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010251,Bought remedy/medicine medical expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010251,Bought remedy/medicine medical expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010252,Bought remedy/medicine transport expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010252,Bought remedy/medicine transport expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010253,"Hospital/Center of 1st choice, Total expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010253,"Hospital/Center of 1st choice, Total expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010254,"Hospital/Center of 1st choice, Transport expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010254,"Hospital/Center of 1st choice, Transport expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010255,Hospital/Center of 2nd choice Total expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010255,Hospital/Center of 2nd choice Total expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010256,"Hospital/Center of 2nd choice, Transport expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010256,"Hospital/Center of 2nd choice, Transport expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010257,"Hospital/Center of 3rd choice, Total expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010257,"Hospital/Center of 3rd choice, Total expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010258,"Hospital/Center of 3rd choice, Transport expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010258,"Hospital/Center of 3rd choice, Transport expenses",http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010260,Other expense amount,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010260,Other expense amount,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010261,Other transportation expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010261,Other transportation expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010262,Transportation time to clinic,http://purl.obolibrary.org/obo/EUPATH_0010012,Transportation to clinic,gates_gems,
EUPATH_0010262,Transportation time to clinic,http://purl.obolibrary.org/obo/EUPATH_0010012,Transportation to clinic,gates_gems1a,
EUPATH_0010263,Amount paid for initial transportation to clinic,http://purl.obolibrary.org/obo/EUPATH_0010012,Transportation to clinic,gates_gems,
EUPATH_0010263,Amount paid for initial transportation to clinic,http://purl.obolibrary.org/obo/EUPATH_0010012,Transportation to clinic,gates_gems1a,
EUPATH_0010264,Amount paid for trips to clinic after initial visit,http://purl.obolibrary.org/obo/EUPATH_0010012,Transportation to clinic,gates_gems,
EUPATH_0010264,Amount paid for trips to clinic after initial visit,http://purl.obolibrary.org/obo/EUPATH_0010012,Transportation to clinic,gates_gems1a,
EUPATH_0010265,Amount paid for transportation by other household members,http://purl.obolibrary.org/obo/EUPATH_0010012,Transportation to clinic,gates_gems,
EUPATH_0010265,Amount paid for transportation by other household members,http://purl.obolibrary.org/obo/EUPATH_0010012,Transportation to clinic,gates_gems1a,
EUPATH_0010266,Hospitalization/Visit Expenses for Consultation,http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems,
EUPATH_0010266,Hospitalization/Visit Expenses for Consultation,http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems1a,
EUPATH_0010267,Hospitalization/Visit Expenses for Drugs,http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems,
EUPATH_0010267,Hospitalization/Visit Expenses for Drugs,http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems1a,
EUPATH_0010268,Hospitalization/Visit Expenses for Diagnostics,http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems,
EUPATH_0010268,Hospitalization/Visit Expenses for Diagnostics,http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems1a,
EUPATH_0010269,Hospitalization/Visit Expenses for Food,http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems,
EUPATH_0010269,Hospitalization/Visit Expenses for Food,http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems1a,
EUPATH_0010270,"Other expenses, amount",http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems,
EUPATH_0010270,"Other expenses, amount",http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems1a,
EUPATH_0010271,"Other expense, specify",http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems,
EUPATH_0010271,"Other expense, specify",http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems1a,
EUPATH_0010272,Total hospitalization/visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems,
EUPATH_0010272,Total hospitalization/visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010009,Expenses of hospitalization clinical visits,gates_gems1a,
EUPATH_0010273,Lost earnings due to care,http://purl.obolibrary.org/obo/EUPATH_0010010,Caretaker income lost; Enrollment,gates_gems,
EUPATH_0010273,Lost earnings due to care,http://purl.obolibrary.org/obo/EUPATH_0010010,Caretaker income lost; Enrollment,gates_gems1a,
EUPATH_0010274,Amount earnings lost due to care,http://purl.obolibrary.org/obo/EUPATH_0010010,Caretaker income lost; Enrollment,gates_gems,
EUPATH_0010274,Amount earnings lost due to care,http://purl.obolibrary.org/obo/EUPATH_0010010,Caretaker income lost; Enrollment,gates_gems1a,
EUPATH_0010275,Other lost earnings,http://purl.obolibrary.org/obo/EUPATH_0010010,Caretaker income lost; Enrollment,gates_gems,
EUPATH_0010275,Other lost earnings,http://purl.obolibrary.org/obo/EUPATH_0010010,Caretaker income lost; Enrollment,gates_gems1a,
EUPATH_0010276,Amount other lost earnings,http://purl.obolibrary.org/obo/EUPATH_0010010,Caretaker income lost; Enrollment,gates_gems,
EUPATH_0010276,Amount other lost earnings,http://purl.obolibrary.org/obo/EUPATH_0010010,Caretaker income lost; Enrollment,gates_gems1a,
EUPATH_0010277,Income days lost while seeking care,http://purl.obolibrary.org/obo/EUPATH_0010010,Caretaker income lost; Enrollment,gates_gems,
EUPATH_0010277,Income days lost while seeking care,http://purl.obolibrary.org/obo/EUPATH_0010010,Caretaker income lost; Enrollment,gates_gems1a,
EUPATH_0010278,Other caregivers income days lost while seeking care,http://purl.obolibrary.org/obo/EUPATH_0010010,Caretaker income lost; Enrollment,gates_gems,
EUPATH_0010278,Other caregivers income days lost while seeking care,http://purl.obolibrary.org/obo/EUPATH_0010010,Caretaker income lost; Enrollment,gates_gems1a,
EUPATH_0010291,Sunken eyes,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems,
EUPATH_0010291,Sunken eyes,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems1a,
EUPATH_0010292,Dry mouth,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems,
EUPATH_0010292,Dry mouth,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems1a,
EUPATH_0010293,Skin pinch,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems,
EUPATH_0010293,Skin pinch,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems1a,
EUPATH_0010294,Mental status,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems,
EUPATH_0010294,Mental status,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems1a,
EUPATH_0010295,Staff observed stool sample,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems,
EUPATH_0010295,Staff observed stool sample,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems1a,
EUPATH_0010296,Nature of stool at collection,http://purl.obolibrary.org/obo/EUPATH_0010038,Stool characteristics,gates_gems,
EUPATH_0010296,Nature of stool at collection,http://purl.obolibrary.org/obo/EUPATH_0010038,Stool characteristics,gates_gems1a,
EUPATH_0010297,Child required rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems,
EUPATH_0010297,Child required rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems1a,
EUPATH_0010298,Child received recommended rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems,
EUPATH_0010298,Child received recommended rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems1a,
EUPATH_0010299,Child evaluated after 4 hours,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems,
EUPATH_0010299,Child evaluated after 4 hours,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems1a,
EUPATH_0010300,Reason not evaluated after rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems,
EUPATH_0010300,Reason not evaluated after rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems1a,
EUPATH_0010314,Child continued to purge watery stool after starting rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems,
EUPATH_0010314,Child continued to purge watery stool after starting rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems1a,
EUPATH_0010315,Total stool output measured during rehydration therapy,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems,
EUPATH_0010315,Total stool output measured during rehydration therapy,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems1a,
EUPATH_0010316,Stool volume (mL),http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems,
EUPATH_0010316,Stool volume (mL),http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems1a,
EUPATH_0010317,Required additional oral/IV rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems,
EUPATH_0010317,Required additional oral/IV rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems1a,
EUPATH_0010318,Completely rehydrated in hospital,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems,
EUPATH_0010318,Completely rehydrated in hospital,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems1a,
EUPATH_0010319,Date of rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems,
EUPATH_0010319,Date of rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems1a,
EUPATH_0010320,Time of rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems,
EUPATH_0010320,Time of rehydration,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,gates_gems1a,
EUPATH_0010335,Weight NA,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,gates_gems,
EUPATH_0010335,Weight NA,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,gates_gems1a,
EUPATH_0010345,Child admitted to hospital,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,gates_gems,
EUPATH_0010345,Child admitted to hospital,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,gates_gems1a,
EUPATH_0010346,Hospitalization duraton (days),http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,gates_gems,
EUPATH_0010346,Hospitalization duraton (days),http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,gates_gems1a,
EUPATH_0010346,Hospitalization duraton (days),http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,gates_maled,
EUPATH_0010347,Child in hospital > 60 days,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,gates_gems,
EUPATH_0010347,Child in hospital > 60 days,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,gates_gems1a,
EUPATH_0010351,Symptoms at Enrollment,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems,
EUPATH_0010351,Symptoms at Enrollment,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems1a,
EUPATH_0010353,Outcome leaving hospital/health center,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,gates_gems,
EUPATH_0010353,Outcome leaving hospital/health center,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,gates_gems1a,
EUPATH_0010356,Symptoms in the last 7 days,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems,
EUPATH_0010356,Symptoms in the last 7 days,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems1a,
EUPATH_0010357,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems,
EUPATH_0010357,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems1a,
EUPATH_0010367,Age group,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,gates_gems,
EUPATH_0010367,Age group,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,gates_gems1a,
EUPATH_0010368,Age at eligibility form completion (months),http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,gates_gems,
EUPATH_0010368,Age at eligibility form completion (months),http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,gates_gems1a,
EUPATH_0010369,Month of enrollment,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,gates_gems,
EUPATH_0010369,Month of enrollment,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,gates_gems1a,
EUPATH_0010370,Year of enrollment,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,gates_gems,
EUPATH_0010370,Year of enrollment,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,gates_gems1a,
EUPATH_0010371,Breastfed,http://purl.obolibrary.org/obo/EUPATH_0011690,Breastfeeding summary,gates_gems,
EUPATH_0010371,Breastfed,http://purl.obolibrary.org/obo/EUPATH_0011690,Breastfeeding summary,gates_gems1a,
EUPATH_0010373,Child ID at 1st enrollment,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,gates_gems,
EUPATH_0010374,Study year,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,gates_gems,
EUPATH_0010375,Case or Control Child,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,gates_gems,
EUPATH_0010375,Case or Control Child,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,gates_gems1a,
EUPATH_0010378,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems,
EUPATH_0010378,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems1a,
EUPATH_0010379,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems,
EUPATH_0010379,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,gates_gems1a,
EUPATH_0010380,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010013,Previous diarrheal care,gates_gems,
EUPATH_0010380,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010013,Previous diarrheal care,gates_gems1a,
EUPATH_0010381,When washes hands,http://purl.obolibrary.org/obo/EUPATH_0000686,Hygiene,gates_gems,
EUPATH_0010381,When washes hands,http://purl.obolibrary.org/obo/EUPATH_0000686,Hygiene,gates_gems1a,
EUPATH_0010383,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,gates_gems,
EUPATH_0010383,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,gates_gems1a,
EUPATH_0010389,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems,
EUPATH_0010389,Control Child Medication at enrollment,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems1a,
EUPATH_0010390,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems,
EUPATH_0010390,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems1a,
EUPATH_0010391,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems,
EUPATH_0010391,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems1a,
EUPATH_0010393,Previous diagnosis at 60 day follow-up visit,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,gates_gems,
EUPATH_0010393,Previous diagnosis at 60 day follow-up visit,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,gates_gems1a,
EUPATH_0010394,Illness since enrollment visit,http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,gates_gems,
EUPATH_0010394,Illness since enrollment visit,http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,gates_gems1a,
EUPATH_0010395,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,gates_gems,
EUPATH_0010395,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,gates_gems1a,
EUPATH_0010398,Chlorine treatment brand,http://purl.obolibrary.org/obo/EUPATH_0010108,Drinking water treatment,gates_gems,
EUPATH_0010398,Chlorine treatment brand,http://purl.obolibrary.org/obo/EUPATH_0010108,Drinking water treatment,gates_gems1a,
EUPATH_0010399,Drinking water retrieval method,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,gates_gems,
EUPATH_0010399,Drinking water retrieval method,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,gates_gems1a,
EUPATH_0010400,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0000686,Hygiene,gates_gems,
EUPATH_0010400,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0000686,Hygiene,gates_gems1a,
EUPATH_0010401,Water treatment materials,http://purl.obolibrary.org/obo/EUPATH_0010108,Drinking water treatment,gates_gems,
EUPATH_0010401,Water treatment materials,http://purl.obolibrary.org/obo/EUPATH_0010108,Drinking water treatment,gates_gems1a,
EUPATH_0010405,"Sex, corresponding case",http://purl.obolibrary.org/obo/EUPATH_0010002,Corresponding case,gates_gems,
EUPATH_0010405,"Sex, corresponding case",http://purl.obolibrary.org/obo/EUPATH_0010002,Corresponding case,gates_gems1a,
EUPATH_0010406,"Date of birth, corresponding case",http://purl.obolibrary.org/obo/EUPATH_0010002,Corresponding case,gates_gems,
EUPATH_0010406,"Date of birth, corresponding case",http://purl.obolibrary.org/obo/EUPATH_0010002,Corresponding case,gates_gems1a,
EUPATH_0010407,Child qualified as DSS resident,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems,
EUPATH_0010407,Child qualified as DSS resident,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems1a,
EUPATH_0010408,Child not currently enrolled as a GEMS Case,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems,
EUPATH_0010409,Child less than 60 months of age,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems,
EUPATH_0010409,Child less than 60 months of age,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems1a,
EUPATH_0010410,Child passed 3 or more abnormally loose stools during the previous 24 hours,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems,
EUPATH_0010410,Child passed 3 or more abnormally loose stools during the previous 24 hours,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems1a,
EUPATH_0010411,Current diarrhea episode began within the last 7 days,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems,
EUPATH_0010411,Current diarrhea episode began within the last 7 days,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems1a,
EUPATH_0010412,Child had at least 7 days w/o diarrhea before current episode,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems,
EUPATH_0010412,Child had at least 7 days w/o diarrhea before current episode,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems1a,
EUPATH_0010413,"Sunken eyes, more than normal",http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems,
EUPATH_0010413,"Sunken eyes, more than normal",http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems1a,
EUPATH_0010414,Loss of skin turgor,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems,
EUPATH_0010414,Loss of skin turgor,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems1a,
EUPATH_0010415,IV rehydration administered or prescribed,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems,
EUPATH_0010415,IV rehydration administered or prescribed,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems1a,
EUPATH_0010416,Dysentery,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems,
EUPATH_0010416,Dysentery,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems1a,
EUPATH_0010417,Hospitalized with diarrhea or dysentery,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems,
EUPATH_0010417,Hospitalized with diarrhea or dysentery,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems1a,
EUPATH_0010418,Eligibility for enrollment,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems,
EUPATH_0010419,Unable to determine eligibility,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems,
EUPATH_0010420,Consent for enrollment given,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems,
EUPATH_0010420,Consent for enrollment given,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems1a,
EUPATH_0010421,Child given antibiotic before stool sample collection,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems,
EUPATH_0010421,Child given antibiotic before stool sample collection,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems1a,
EUPATH_0010422,Whole stool collected within 12 hrs. of registration,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems,
EUPATH_0010422,Whole stool collected within 12 hrs. of registration,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems1a,
EUPATH_0010423,Rectal swabs collected before antibiotics and whole stool collected within 12 hrs of registration,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems,
EUPATH_0010423,Rectal swabs collected before antibiotics and whole stool collected within 12 hrs of registration,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems1a,
EUPATH_0010424,Child enrolled,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems,
EUPATH_0010424,Child enrolled,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems1a,
