ID,label,datasets,contain_unit
EUPATH_0023030,"Plasmodium vivax parasitemia (%), by microscopy",icemr_southAsia,Yes
EFO_0004309,Platelet count (x10^3/uL),icemr_india_gujarat | icemr_southAsia | general/general_promote_mothers,Yes
EUPATH_0036286,Platelet derived growth factor (pg/mL),gates_provide,Yes
EUPATH_0033454,Pneumococcal conjugate vaccine (PCV) dose categorization,gates_perch,Yes
EUPATH_0033224,Pneumococcal conjugate vaccine (PCV) doses 14 days before enrollment,gates_perch,Yes
EUPATH_0033225,Pneumococcal conjugate vaccine (PCV) status,gates_perch,Yes
EUPATH_0032570,"Pneumocystis jiroveci (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032678,"Pneumocystis jiroveci (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032771,"Pneumocystis jiroveci (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0011403,"Polio IgG titer (U/mL), by ELISA result",gates_maled_phase3,Yes
EUPATH_0036431,"Polio serotype 1 shedding duration (days), by multiplexed qRT-PCR",gates_provide,Yes
EUPATH_0036432,"Polio serotype 2 shedding duration (days), by multiplexed qRT-PCR",gates_provide,Yes
EUPATH_0036433,"Polio serotype 3 shedding duration (days), by multiplexed qRT-PCR",gates_provide,Yes
EUPATH_0036430,"Polio shedding duration (days), by culture",gates_provide,Yes
EUPATH_0021215,Potassium (mEq/L),icemr_india_gujarat,Yes
EUPATH_0042130,Preterm births (count),general/general_promote_mothers,Yes
EUPATH_0010260,Previously sought care other expenses (amount),gates_gems_huas | gates_gems1a | gates_gems,Yes
EUPATH_0000350,Primary occupation (days/week),icemr_amazoniaPeru_long,Yes
EUPATH_0000366,Primary occupation (hrs/day),icemr_amazoniaPeru_long,Yes
EUPATH_0000364,Primary occupation salary (sols),icemr_amazoniaPeru_long,Yes
EUPATH_0010973,Prolonged diarrheal episode (7 to 14 days),gates_maled_phase3,Yes
EUPATH_0036057,Pus cell (count),gates_provide,Yes
EUPATH_0036287,RANTES (pg/mL),gates_provide,Yes
EUPATH_0036161,RPM total test time (min),gates_provide,Yes
EUPATH_0021218,Random blood sugar (mg/dL),icemr_india_gujarat,Yes
EUPATH_0011918,Recumbent length (cm),gates_shine | gates_maled_phase3,Yes
EUPATH_0036058,Red blood cell (count),gates_provide,Yes
EUPATH_0036337,Regenerating family member 1 beta (ug/mL),gates_provide,Yes
CMO_0000289,Respiratory rate (breaths/min),gates_gems1a | gates_gems | icemr_southAsia | gates_vida | gates_perch | icemr_prism2 | gates_maled_phase3 | general/general_crompton,Yes
EUPATH_0010097,"Respiratory rate (breaths/min), 2nd",gates_gems1a | gates_gems | gates_vida | gates_maled_phase3,Yes
EUPATH_0042139,Respiratory symptom duration (days),general/general_promote_mothers,Yes
EUPATH_0011875,Retinol (ug/dL),gates_maled_phase3,Yes
EUPATH_0036336,Retinol Binding Protein (ng/ml),gates_provide,Yes
EUPATH_0032607,"Rhinovirus (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032807,"Rhinovirus (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0025137,Rooms aspirated (count),icemr_malawi,Yes
EUPATH_0011869,"Rotavirus (post-vax corrected) Ct value, by TAC result",gates_maled_phase3,Yes
EUPATH_0011516,"Rotavirus IgA titer (U/mL), by ELISA result",gates_maled_phase3 | gates_provide,Yes
EUPATH_0011515,"Rotavirus IgG titer (U/mL), by ELISA result",gates_maled_phase3,Yes
EUPATH_0033255,Runny nose duration (days),gates_perch,Yes
EUPATH_0032549,"Salmonella (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032764,"Salmonella (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0030124,"Schistosoma haematobium (per 10 ml), by microscopy",gates_scoreNig | gates_scoreMoz | gates_scoreSeasonal | gates_scoreFiveCountry | gates_scoreZanzibar,Yes
EUPATH_0030152,School based treatments in previous 12 months (count),gates_scoreBurundi,Yes
EUPATH_0000351,Secondary occupation (days/week),icemr_amazoniaPeru_long,Yes
EUPATH_0000367,Secondary occupation (hrs/day),icemr_amazoniaPeru_long,Yes
EUPATH_0000365,Secondary occupation salary (sols),icemr_amazoniaPeru_long,Yes
EUPATH_0000163,Seizures duration (days),icemr_prism2 | icemr_prism,Yes
EUPATH_0041079,Serum Separator Tube (SST) sample,general/general_crompton,Yes
EUPATH_0011190,Severe anemia (hemoglobin less than 7g/dL),gates_shine | gates_maled_phase3,Yes
EUPATH_0042142,Skin symptom duration (days),general/general_promote_mothers,Yes
EUPATH_0042028,Sleeping places in same room (count),general/general_promote_mothers,Yes
EUPATH_0021223,Sodium (mEq/L),icemr_india_gujarat,Yes
EUPATH_0036344,Soluble CD14 (ng/mL),gates_provide,Yes
EUPATH_0011156,Soluble transferrin receptor (ug/mL),gates_maled_phase3,Yes
NCIT_C120837,Spontaneous abortions (count),general/general_promote_mothers,Yes
EUPATH_0025145,Standing water distance (m),icemr_malawi,Yes
EUPATH_0032554,"Staphylococcus aureus (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032766,"Staphylococcus aureus (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0033030,"Staphylococcus aureus (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0011893,Stature (cm),gates_maled_phase3 | gates_washbBangladesh,Yes
EUPATH_0035078,"Stature (cm), 2nd",gates_washbBangladesh,Yes
EUPATH_0035079,"Stature (cm), 3rd",gates_washbBangladesh,Yes
EUPATH_0036253,Stearic acid (%),gates_provide,Yes
EUPATH_0010316,Stool volume (mL),gates_gems1a | gates_gems,Yes
EUPATH_0015454,Stool weight (g),gates_gems1a | gates_vida | gates_maled_phase3,Yes
EUPATH_0032559,"Streptococcus anginosus group (Streptococcus milleri group), by culture result",gates_perch,Yes
EUPATH_0032560,"Streptococcus group A (Streptococcus pyogenes), by culture result",gates_perch,Yes
EUPATH_0032563,"Streptococcus pneumoniae (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032676,"Streptococcus pneumoniae (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032768,"Streptococcus pneumoniae (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0033032,"Streptococcus pneumoniae (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032252,"Streptococcus pneumoniae lytA (copies/mL), by qPCR result",gates_perch,Yes
EUPATH_0021086,Systolic blood pressure (mmHg),icemr_india_gujarat | icemr_indian_cx | icemr_southAsia | icemr_india_feverSurv | icemr_prism2 | general/general_promote_mothers | gates_ganc | general/general_crompton | icemr_indian,Yes
EUPATH_0000110,Temperature (C),icemr_india_gujarat | icemr_indian_cx | icemr_southAsia | icemr_southernAfrica | gates_perch | icemr_malawi | icemr_india_feverSurv | icemr_southeastAsia | icemr_prism2 | icemr_amazoniaPeru_long | general/general_promote_mothers | gates_maled_phase3 | icemr_prism | gates_provide | icemr_westAfrica | general/general_crompton | icemr_indian,Yes
EUPATH_0011514,"Tetanus titer (IU/L), by ELISA result",gates_maled_phase3,Yes
EUPATH_0036261,"Tetanus toxoid IgG titer (IU/mL), by ELISA result",gates_provide,Yes
EUPATH_0036392,"Tetanus toxoid IgG titer (IU/mL), by MIA result",gates_provide,Yes
EUPATH_0024003,Time at current location (months),icemr_southernAfrica,Yes
EUPATH_0024002,Time at current location (years),icemr_southernAfrica,Yes
EUPATH_0033230,Time between blood collection and antibiotic administration (min),gates_perch,Yes
EUPATH_0033232,Time between endotracheal tube sample collection and antibiotic administration (min),gates_perch,Yes
EUPATH_0033233,Time between gastric aspirate collection and antibiotic administration (min),gates_perch,Yes
EUPATH_0033234,Time between induced sputum collection and antibiotic administration (min),gates_perch,Yes
EUPATH_0033240,Time between lung aspirate collection and antibiotic administration (min),gates_perch,Yes
EUPATH_0033242,Time between nasopharyngeal/oropharyngeal swab collection and antibiotic administration (min),gates_perch,Yes
EUPATH_0033249,Time between pleural fluid collection and antibiotic administration (min),gates_perch,Yes
EUPATH_0033262,Time between urine collection and antibiotic administration (min),gates_perch,Yes
EUPATH_0022187,Time in other home (days),icemr_amazoniaBrazil,Yes
EUPATH_0024015,Time in other home (months),icemr_southernAfrica,Yes
EUPATH_0025148,Time owned personal bednet (months),icemr_malawi,Yes
EUPATH_0042006,Time since last IRS (months),general/general_promote_mothers,Yes
EUPATH_0021239,Time since obtaining ITN (months),icemr_india_behavior,Yes
EUPATH_0024207,Time to diagnosis (days),icemr_southernAfrica,Yes
EUPATH_0035032,Time to drinking water source (min) | Compound time to drinking water source (min),gates_shine | gates_washbBangladesh,Yes
EUPATH_0037013,Time to water source (min),gates_washbKenya,Yes
EUPATH_0011210,Total Bacille Calmette-Guerin (BCG) vaccine doses,gates_maled_phase3 | gates_ganc,Yes
EUPATH_0000382,Total area (m2),icemr_amazoniaPeru_long,Yes
EUPATH_0023054,Total bilirubin (mg/dL),icemr_india_gujarat | icemr_southAsia,Yes
EUPATH_0011234,"Total diphtheria, pertussis, and tetanus (DPT) vaccine doses",gates_perch | gates_maled_phase3 | gates_ganc,Yes
EUPATH_0022103,Total education (years),icemr_amazoniaBrazil,Yes
EUPATH_0011484,Total inactivated poliovirus vaccine (IPV) doses,gates_maled_phase3,Yes
EUPATH_0011323,"Total measles, mumps, and rubella (MMR) vaccine doses",gates_maled_phase3,Yes
EUPATH_0011384,Total oral poliovirus vaccine (OPV) doses,gates_maled_phase3,Yes
EUPATH_0011394,Total pneumococcal conjugate vaccine (PCV) doses,gates_perch | gates_maled_phase3,Yes
EUPATH_0025155,Trips in last 2 weeks (count),icemr_malawi,Yes
EUPATH_0024187,Trips in last 4 weeks (count),icemr_southernAfrica,Yes
EUPATH_0036271,Tumor necrosis factor alpha (pg/mL),gates_provide,Yes
EUPATH_0036525,Tumor necrosis factor alpha (pg/mL),gates_provide,Yes
EUPATH_0036526,Tumor necrosis factor alpha (pg/mL),gates_provide,Yes
EUPATH_0021225,Two-hour postprandial blood sugar (mg/dL),icemr_india_gujarat,Yes
EUPATH_0042154,Umblical cords collected (count),general/general_promote_mothers,Yes
EUPATH_0025156,Under 5 years old treated for malaria (count),icemr_malawi,Yes
EUPATH_0025157,Under 5 years old with fever (count),icemr_malawi,Yes
EUPATH_0010911,Unique pathogen (ex NRV) count,gates_maled_phase3,Yes
EUPATH_0021227,Urea (mg/dL),icemr_india_gujarat,Yes
EUPATH_0021228,Uric acid (mg/dL),icemr_india_gujarat,Yes
EUPATH_0011194,Urine volume (mL),gates_maled_phase3 | gates_provide,Yes
EUPATH_0021083,Vacutainer sample (5 mL),icemr_indian_cx | icemr_india_feverSurv | icemr_indian,Yes
EUPATH_0036288,Vascular endothelial growth factor (pg/mL),gates_provide,Yes
EUPATH_0010927,Virus (ex NRV) count,gates_maled_phase3,Yes
EUPATH_0021230,Vitamin B12 (pg/mL),icemr_india_gujarat,Yes
EUPATH_0036393,Vitamin D (nmol/L),gates_provide,Yes
EUPATH_0000165,Vomiting duration (days),icemr_prism2 | general/general_promote_mothers | icemr_prism | gates_provide,Yes
EUPATH_0000732,Weight (kg),general/general_umsp | icemr_india_gujarat | icemr_indian_cx | gates_gems1a | icemr_amazoniaBrazil | gates_gems | gates_vida | icemr_southernAfrica | gates_perch | icemr_india_feverSurv | icemr_prism2 | gates_shine | general/general_promote_mothers | gates_maled_phase3 | icemr_prism | gates_provide | gates_scoreSmCohort | icemr_westAfrica | gates_washbBangladesh | gates_ganc | general/general_crompton | icemr_indian,Yes
EUPATH_0035081,"Weight (kg), 2nd",gates_washbBangladesh,Yes
EUPATH_0035082,"Weight (kg), 3rd",gates_washbBangladesh,Yes
EUPATH_0031329,"Weight (kg), incl rehydration",gates_vida,Yes
EUPATH_0033278,Wheezing duration (days),gates_perch,Yes
CMO_0000027,White blood cells (x10^3/uL),icemr_india_gujarat | icemr_southAsia | gates_perch | general/general_promote_mothers | general/general_crompton,Yes
EUPATH_0036394,Zinc (ug/L),gates_provide,Yes
EUPATH_0011166,Zinc (umol/L),gates_maled_phase3,Yes
EUPATH_0032991,Zone of inhibition diameter (mm),gates_perch,Yes
EUPATH_0044135,1 ITN per 2 people,gates_llineup,No
EUPATH_0020219,1 bednet per 2 people,icemr_prism2 | gates_llineup,No
EUPATH_0020220,1 long-lasting ITN per 2 people,icemr_prism2,No
EUPATH_0036358,"16S ribosomal Ct value, by TAC result",gates_provide,No
EUPATH_0010219,1st antibiotic administration date,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0010159,1st choice facility SHC,gates_gems_huas | gates_gems1a | gates_gems | gates_gems1a_huas,No
EUPATH_0010157,1st choice facility code,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | gates_gems1a_huas,No
EUPATH_0015624,1st choice health center for diarrhea with blood,gates_gems_huas,No
EUPATH_0015628,1st choice health center for diarrhea without blood,gates_gems_huas,No
EUPATH_0010155,1st choice hospital or health center,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | gates_gems1a_huas | gates_vida_hucs_kenya | gates_vida_hucs_gambia_mali,No
EUPATH_0015582,"1st choice hospital or health center, consultation expenses",gates_gems_huas,No
EUPATH_0015583,"1st choice hospital or health center, diagnostic expenses",gates_gems_huas,No
EUPATH_0015584,"1st choice hospital or health center, drug expenses",gates_gems_huas,No
EUPATH_0015585,"1st choice hospital or health center, other expenses",gates_gems_huas,No
EUPATH_0010253,"1st choice hospital or health center, total expenses",gates_gems_huas | gates_gems1a | gates_gems,No
EUPATH_0010254,"1st choice hospital or health center, transport expenses",gates_gems_huas | gates_gems1a | gates_gems,No
EUPATH_0015680,1st choice rank facility code,gates_gems_huas,No
EUPATH_0010509,1st day of ALRI episode,gates_maled_phase3,No
EUPATH_0015428,1st day of diarrhea in the past 2 weeks,gates_gems1a | gates_vida,No
EUPATH_0010473,1st day of diarrheal episode,gates_maled_phase3,No
EUPATH_0010865,1st diarrheal stool,gates_maled_phase3,No
EUPATH_0010867,1st monthly stool,gates_maled_phase3,No
EUPATH_0010857,1st sample ID if recollection,gates_maled_phase3,No
EUPATH_0011921,24hr food recall survey conducted in target window,gates_maled_phase3,No
EUPATH_0010165,2nd choice facility SHC,gates_gems_huas | gates_gems1a | gates_gems | gates_gems1a_huas,No
EUPATH_0010163,2nd choice facility code,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | gates_gems1a_huas,No
EUPATH_0015625,2nd choice health center for diarrhea with blood,gates_gems_huas,No
EUPATH_0015629,2nd choice health center for diarrhea without blood,gates_gems_huas,No
EUPATH_0010161,2nd choice hospital or health center,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | gates_gems1a_huas | gates_vida_hucs_kenya | gates_vida_hucs_gambia_mali,No
EUPATH_0015586,"2nd choice hospital or health center, consultation expenses",gates_gems_huas,No
EUPATH_0015587,"2nd choice hospital or health center, diagnostic expenses",gates_gems_huas,No
EUPATH_0015588,"2nd choice hospital or health center, drug expenses",gates_gems_huas,No
EUPATH_0015589,"2nd choice hospital or health center, other expenses",gates_gems_huas,No
EUPATH_0010255,"2nd choice hospital or health center, total expenses",gates_gems_huas | gates_gems1a | gates_gems,No
EUPATH_0010256,"2nd choice hospital or health center, transport expenses",gates_gems_huas | gates_gems1a | gates_gems,No
EUPATH_0015681,2nd choice rank facility code,gates_gems_huas,No
EUPATH_0022056,2nd most recent travel,icemr_amazoniaPeru_long,No
EUPATH_0035104,"3+ stools in 24hrs during last 2 days, caregiver report",gates_washbBangladesh,No
EUPATH_0035103,"3+ stools in 24hrs during last 7 days, caregiver report",gates_washbBangladesh,No
EUPATH_0010171,3rd choice facility SHC,gates_gems_huas | gates_gems1a | gates_gems | gates_gems1a_huas,No
EUPATH_0010169,3rd choice facility code,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | gates_gems1a_huas,No
EUPATH_0015626,3rd choice health center for diarrhea with blood,gates_gems_huas,No
EUPATH_0015630,3rd choice health center for diarrhea without blood,gates_gems_huas,No
EUPATH_0010167,3rd choice hospital or health center,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | gates_gems1a_huas | gates_vida_hucs_kenya | gates_vida_hucs_gambia_mali,No
EUPATH_0015590,"3rd choice hospital or health center, consultation expenses",gates_gems_huas,No
EUPATH_0015591,"3rd choice hospital or health center, diagnostic expenses",gates_gems_huas,No
EUPATH_0015592,"3rd choice hospital or health center, drug expenses",gates_gems_huas,No
EUPATH_0015593,"3rd choice hospital or health center, other expenses",gates_gems_huas,No
EUPATH_0010257,"3rd choice hospital or health center, total expenses",gates_gems_huas | gates_gems1a | gates_gems,No
EUPATH_0010258,"3rd choice hospital or health center, transport expenses",gates_gems_huas | gates_gems1a | gates_gems,No
EUPATH_0015682,3rd choice rank facility code,gates_gems_huas,No
EUPATH_0015627,4th choice health center for diarrhea with blood,gates_gems_huas,No
EUPATH_0015631,4th choice health center for diarrhea without blood,gates_gems_huas,No
EUPATH_0010061,60 day follow-up conducted,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0031118,ABA/CIN/RYAN,gates_vida,No
EUPATH_0012223,ABO blood group,icemr_amazoniaBrazil | gates_provide,No
EUPATH_0010521,ALRI diagnosed by medical professional,gates_maled_phase3,No
EUPATH_0010508,ALRI episode #,gates_maled_phase3,No
EUPATH_0010507,ALRI episode status,gates_maled_phase3,No
EUPATH_0010543,"ALRI, fieldworker assessment",gates_maled_phase3,No
EUPATH_0041083,Abdominal exam findings,general/general_crompton,No
HP_0002027,Abdominal pain,icemr_india_gujarat | icemr_indian_cx | icemr_india_feverSurv | icemr_prism2 | icemr_amazoniaPeru_long | general/general_promote_mothers | icemr_prism | icemr_indian,No
EUPATH_0031006,Able to identify child,gates_vida,No
EUPATH_0036088,Able to laugh and see the funny side of things in the past 7 days,gates_provide,No
HP_0001595,Abnormal hair,gates_gems1a | gates_gems | gates_vida,No
EFO_1001491,Abortion type,general/general_promote_mothers,No
EUPATH_0031119,Acceptable for accession,gates_vida,No
EUPATH_0031120,Acceptable temperature,gates_vida,No
EUPATH_0032485,"Acinetobacter baumannii, by culture result",gates_perch,No
EUPATH_0032486,"Acinetobacter calcoaceticus, by culture result",gates_perch,No
EUPATH_0032487,"Acinetobacter, by culture result",gates_perch,No
EUPATH_0000026,Acres,icemr_prism2 | general/general_promote_mothers | icemr_prism | gates_llineup | gates_washbBangladesh,No
EUPATH_0020221,Acres categorization,icemr_prism2 | general/general_promote_mothers | gates_llineup,No
EUPATH_0036557,Action taken,gates_provide,No
EUPATH_0011645,Active breastfeeding,gates_maled_phase3,No
EUPATH_0045036,Active date,general/general_nhs,No
EUPATH_0045037,Active time,general/general_nhs,No
EUPATH_0021290,Activites before 6 am,icemr_india_behavior,No
EUPATH_0021291,Activites before 6 am location,icemr_india_behavior,No
EUPATH_0021286,Activities before bedtime location,icemr_india_behavior,No
EUPATH_0010526,"Activity level, caregiver report",gates_maled_phase3,No
EUPATH_0033105,Additional induced sputum sample collected,gates_perch,No
EUPATH_0000358,Additional job in the past month,icemr_amazoniaPeru_long,No
EUPATH_0015331,"Adenovirus 40/41 Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0031345,"Adenovirus 40/41, by ELISA result",gates_vida,No
EUPATH_0015330,"Adenovirus Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0032574,"Adenovirus Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032681,"Adenovirus Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032774,"Adenovirus Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033037,"Adenovirus Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0010579,Adenovirus ELISA performed,gates_maled_phase3,No
EUPATH_0010719,"Adenovirus, by ELISA result",gates_maled_phase3,No
EUPATH_0031294,Adequate stool sample collected,gates_vida,No
EUPATH_0033107,Adjusted Haemophilus influenzae type B vaccine doses 14 days before enrollment,gates_perch,No
EUPATH_0011286,Adjusted L:M excretion ratio,gates_maled_phase3,No
EUPATH_0011476,Adjusted L:M excretion ratio greater than 90th percentile in Brazil,gates_maled_phase3,No
EUPATH_0011439,Adjusted L:M excretion ratio z-score,gates_maled_phase3,No
EUPATH_0011404,Adjusted lactulose z-score,gates_maled_phase3,No
EUPATH_0036443,"Adjusted log2 polio serotype 1 titer, by microneutralization result",gates_provide,No
EUPATH_0036444,"Adjusted log2 polio serotype 2 titer, by microneutralization result",gates_provide,No
EUPATH_0036445,"Adjusted log2 polio serotype 3 titer, by microneutralization result",gates_provide,No
EUPATH_0011405,Adjusted mannitol z-score,gates_maled_phase3,No
EUPATH_0011891,Adjusted soluble transferrin receptor level,gates_maled_phase3,No
EUPATH_0010218,Administered antibiotic,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0033109,Admitted for pneumonia,gates_perch,No
EUPATH_0033110,Admitted since birth,gates_perch,No
EUPATH_0010345,Admitted to hospital,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | gates_gems1a_huas | gates_vida_hucs_kenya | gates_vida_hucs_gambia_mali,No
EUPATH_0000318,Admitting hospital,icemr_prism | gates_vida_hucs_gambia_mali,No
EUPATH_0036534,Adverse event due to protocol deviation,gates_provide,No
EUPATH_0041154,Adverse event end date,gates_provide | general/general_crompton,No
EUPATH_0041155,Adverse event name,gates_provide | general/general_crompton,No
EUPATH_0041156,Adverse event outcome,gates_provide | general/general_crompton,No
EUPATH_0036554,Adverse event report date,gates_provide,No
EUPATH_0041157,Adverse event severity,gates_provide | general/general_crompton,No
EUPATH_0041158,Adverse event start date,gates_provide | general/general_crompton,No
EUPATH_0015553,Advised to take child to a hospital/health center,gates_gems_huas | gates_vida | gates_vida_hucs_kenya,No
EUPATH_0033097,Aerobic plate growth at 96h,gates_perch,No
EUPATH_0033441,Aerobic plate growth at 96h,gates_perch,No
EUPATH_0015332,"Aeromonas Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0032488,"Aeromonas hydrophila, by culture result",gates_perch,No
EUPATH_0010627,"Aeromonas, by bacteriology result",gates_maled_phase3,No
OBI_0001169,Age,general/general_umsp | icemr_amazoniaBrazil | gates_scoreBurundi | icemr_southernAfrica | general/general_nhs | gates_scoreRwanda | icemr_india_feverSurv | icemr_india_behavior | gates_scoreFiveCountry | gates_llineup | gates_scoreSmCohort,No
EUPATH_0033111,Age <1 month,gates_perch,No
EUPATH_0044139,Age <2 years,gates_llineup,No
EUPATH_0000120,Age at enrollment,gates_scoreNig | icemr_india_gujarat | icemr_indian_cx | icemr_amazoniaBrazil | icemr_southAsia | gates_scoreMoz | general/general_hcq_non_randomized | gates_scoreCrosssect | icemr_southeastAsia | icemr_amazoniaPeru_long | general/general_promote_mothers | gates_scoreSeasonal | icemr_prism | gates_scoreZanzibar | icemr_westAfrica | gates_washbBangladesh | general/general_crompton | icemr_indian,No
EUPATH_0020222,Age at visit categorization,icemr_prism2,No
EUPATH_0040020,Age category,general/general_umsp | gates_llineup,No
EUPATH_0010367,Age group,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | gates_gems1a_huas | gates_perch | gates_vida_hucs_kenya | gates_vida_hucs_gambia_mali,No
EUPATH_0030022,Age group at enrollment,gates_scoreNig | gates_scoreMoz | gates_scoreCrosssect | gates_scoreSeasonal,No
EUPATH_0000018,Air bricks,general/general_promote_mothers | icemr_prism | gates_llineup,No
EUPATH_0042035,Air bricks count,general/general_promote_mothers,No
EUPATH_0042023,Air bricks covered,general/general_promote_mothers,No
EUPATH_0042024,Air bricks open to outside,general/general_promote_mothers,No
EUPATH_0042051,Alanine aminotransferase grade,general/general_promote_mothers,No
EUPATH_0030165,Albendazole administration in the last 12 months,gates_scoreRwanda,No
EUPATH_0040017,Alcohol use,general/general_umsp | general/general_promote_mothers,No
EUPATH_0031121,Aliquoted for parasite test,gates_vida,No
EUPATH_0031122,Aliquoted for virus ELISA,gates_vida,No
EUPATH_0031123,Aliquoted for virus PCR,gates_vida,No
EUPATH_0010050,All forms complete,gates_gems,No
EUPATH_0010052,All forms complete for all Good Pair members,gates_gems,No
EUPATH_0010051,All lab forms complete,gates_gems,No
EUPATH_0010053,All lab forms complete for all Good Pair members,gates_gems,No
EUPATH_0000034,Alpha-thalassemia genotype,icemr_prism,No
EUPATH_0024001,Always stay at location,icemr_southernAfrica,No
EUPATH_0045024,Ambulance number,general/general_nhs,No
EUPATH_0010274,Amount earnings lost due to care,gates_gems1a | gates_gems,No
EUPATH_0010241,Amount offered to drink during diarrheal episode,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | gates_gems1a_huas | gates_vida_hucs_kenya | gates_vida_hucs_gambia_mali,No
EUPATH_0015465,Amount offered to drink during previous diarrheal episode,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0010177,Amount offered to eat during diarrheal episode,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | gates_gems1a_huas | gates_vida_hucs_kenya | gates_vida_hucs_gambia_mali,No
EUPATH_0015466,Amount offered to eat during previous diarrheal episode,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0010276,Amount other lost earnings,gates_gems1a | gates_gems,No
EUPATH_0010263,Amount paid for initial transportation to clinic,gates_gems1a | gates_gems,No
EUPATH_0010265,Amount paid for transportation by other household members,gates_gems1a | gates_gems,No
EUPATH_0010264,Amount paid for trips to clinic after initial visit,gates_gems1a | gates_gems,No
EUPATH_0033098,Anaerobic plate growth at 48h,gates_perch,No
EUPATH_0033442,Anaerobic plate growth at 48h,gates_perch,No
EUPATH_0021146,Analgesic treatment provided,icemr_india_gujarat,No
EUPATH_0010843,"Analysis stool, diarrhea",gates_maled_phase3,No
EUPATH_0010846,"Analysis stool, monthly",gates_maled_phase3,No
EUPATH_0015333,"Ancylostoma Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
DOID_2355,Anemia,icemr_amazoniaBrazil,No
EUPATH_0011662,Animal milk,gates_maled_phase3,No
EUPATH_0011663,"Animal milk feedings yesterday, daytime",gates_maled_phase3,No
EUPATH_0011664,"Animal milk feedings yesterday, nighttime",gates_maled_phase3,No
EUPATH_0011641,Animal milk or formula feedings yesterday,gates_maled_phase3,No
EUPATH_0000418,Animals indoors,icemr_indian_cx | gates_shine | icemr_indian,No
EUPATH_0025003,Anopheles abdomen ID,icemr_malawi,No
EUPATH_0020263,"Anopheles arabiensis count, by PCR",icemr_prism2,No
EUPATH_0020264,"Anopheles gambiae s.s. count, by PCR",icemr_prism2,No
EUPATH_0025005,Anopheles gonotrophic status,icemr_malawi,No
EUPATH_0025006,Anopheles head and thorax ID,icemr_malawi,No
EUPATH_0025007,"Anopheles species, by morphology",icemr_malawi,No
SYMP_0000523,Anorexia,icemr_india_gujarat | icemr_indian_cx | icemr_india_feverSurv | icemr_prism2 | icemr_amazoniaPeru_long | general/general_promote_mothers | icemr_prism | icemr_indian,No
EUPATH_0010438,Anthropometry assessed in target window,gates_maled_phase3,No
EUPATH_0032990,Antibiotic activity sample type,gates_perch,No
EUPATH_0033112,Antibiotic administered before blood collection,gates_perch,No
EUPATH_0033117,Antibiotic administered before endotracheal tube sample collection,gates_perch,No
EUPATH_0033119,Antibiotic administered before gastric aspirate collection,gates_perch,No
EUPATH_0033121,Antibiotic administered before induced sputum collection,gates_perch,No
EUPATH_0033124,Antibiotic administered before lung aspirate collection,gates_perch,No
EUPATH_0033126,Antibiotic administered before nasopharyngeal/oropharyngeal swab collection,gates_perch,No
EUPATH_0033128,Antibiotic administered before pleural fluid collection,gates_perch,No
EUPATH_0033130,Antibiotic administered before urine collection,gates_perch,No
EUPATH_0036050,Antibiotic prescribed,gates_provide,No
