sid,label,multifilter,parent_entity,parent_label,project
EUPATH_0010787,"Entamoeba histolytica, by ELISA",value,http://purl.obolibrary.org/obo/NCBITaxon_5759,Entamoeba histolytica,gates_gems1a
EUPATH_0010789,"Plesiomonas shigelloides, by bacteriology",value,http://purl.obolibrary.org/obo/NCBITaxon_703,Plesiomonas shigelloides,gates_maled
EUPATH_0010793,"Rotavirus, by ELISA",value,http://purl.obolibrary.org/obo/NCBITaxon_10912,Rotavirus,gates_gems
EUPATH_0010793,"Rotavirus, by ELISA",value,http://purl.obolibrary.org/obo/NCBITaxon_10912,Rotavirus,gates_gems1a
EUPATH_0010793,"Rotavirus, by ELISA",value,http://purl.obolibrary.org/obo/NCBITaxon_10912,Rotavirus,gates_maled
EUPATH_0010797,"Salmonella, by bacteriology",value,http://purl.obolibrary.org/obo/NCBITaxon_590,Salmonella,gates_maled
EUPATH_0010801,"Schistosoma, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_6181,Schistosoma,gates_maled
EUPATH_0010805,"Shigella, by bacteriology",value,http://purl.obolibrary.org/obo/NCBITaxon_620,Shigella,gates_gems
EUPATH_0010805,"Shigella, by bacteriology",value,http://purl.obolibrary.org/obo/NCBITaxon_620,Shigella,gates_gems1a
EUPATH_0010805,"Shigella, by bacteriology",value,http://purl.obolibrary.org/obo/NCBITaxon_620,Shigella,gates_maled
EUPATH_0010809,"Strongyloides stercoralis, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_6248,Strongyloides stercoralis,gates_maled
EUPATH_0010813,"ETEC LT neg ST pos, by PCR",,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems
EUPATH_0010813,"ETEC LT neg ST pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems1a
EUPATH_0010813,"ETEC LT neg ST pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_maled
EUPATH_0010817,"STEC stx1 or stx2 pos, by PCR",,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems
EUPATH_0010817,"STEC stx1 or stx2 pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems1a
EUPATH_0010817,"STEC stx1 or stx2 pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_maled
EUPATH_0010821,"Taenia, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_6202,Taenia,gates_maled
EUPATH_0010825,"Vibrio, by bacteriology",value,http://purl.obolibrary.org/obo/NCBITaxon_662,Vibrio,gates_maled
EUPATH_0010829,"Yersinia enterocolitica, by bacteriology",value,http://purl.obolibrary.org/obo/NCBITaxon_630,Yersinia enterocolitica,gates_maled
EUPATH_0010998,"Campylobacter, by bacteriology",,http://purl.obolibrary.org/obo/NCBITaxon_194,Campylobacter,gates_gems
EUPATH_0010998,"Campylobacter, by bacteriology",value,http://purl.obolibrary.org/obo/NCBITaxon_194,Campylobacter,gates_gems1a
EUPATH_0010998,"Campylobacter, by bacteriology",value,http://purl.obolibrary.org/obo/NCBITaxon_194,Campylobacter,gates_maled
EUPATH_0010999,"Campylobacter, by ELISA",value,http://purl.obolibrary.org/obo/NCBITaxon_194,Campylobacter,gates_maled
EUPATH_0011000,"Cryptosporidium, by ELISA",,http://purl.obolibrary.org/obo/NCBITaxon_5806,Cryptosporidium,gates_gems
EUPATH_0011000,"Cryptosporidium, by ELISA",value,http://purl.obolibrary.org/obo/NCBITaxon_5806,Cryptosporidium,gates_gems1a
EUPATH_0011000,"Cryptosporidium, by ELISA",value,http://purl.obolibrary.org/obo/NCBITaxon_5806,Cryptosporidium,gates_maled
EUPATH_0011003,"Giardia, by ELISA",,http://purl.obolibrary.org/obo/NCBITaxon_5740,Giardia,gates_gems
EUPATH_0011003,"Giardia, by ELISA",value,http://purl.obolibrary.org/obo/NCBITaxon_5740,Giardia,gates_gems1a
EUPATH_0011003,"Giardia, by ELISA",value,http://purl.obolibrary.org/obo/NCBITaxon_5740,Giardia,gates_maled
EUPATH_0011005,"Isospora, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_56625,Isospora,gates_maled
EUPATH_0011881,"EPEC eae pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_maled
EUPATH_0015001,Bicycle/rickshaw,,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems
EUPATH_0015001,Bicycle/rickshaw,value,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems1a
EUPATH_0015008,Agricultural Land,,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems
EUPATH_0015008,Agricultural Land,value,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems1a
EUPATH_0015011,None of the above,,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems
EUPATH_0015011,None of the above,value,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems1a
EUPATH_0015012,Electricity,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems
EUPATH_0015012,Electricity,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems1a
EUPATH_0015013,Biogas,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems
EUPATH_0015013,Biogas,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems1a
EUPATH_0015014,Straw/Shrubs/Grass,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems
EUPATH_0015014,Straw/Shrubs/Grass,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems1a
EUPATH_0015015,Liquid Propane Gas,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems
EUPATH_0015015,Liquid propane gas,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems1a
EUPATH_0015016,Coal/lignite,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems
EUPATH_0015016,Coal/lignite,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems1a
EUPATH_0015017,Animal dung,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems
EUPATH_0015017,Animal dung,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems1a
EUPATH_0015018,Natural gas,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems
EUPATH_0015018,Natural gas,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems1a
EUPATH_0015019,Charcoal,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems
EUPATH_0015019,Charcoal,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems1a
EUPATH_0015020,Agricultural crop residue,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems
EUPATH_0015020,Agricultural crop residue,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems1a
EUPATH_0015021,Kerosene,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems
EUPATH_0015021,Kerosene,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems1a
EUPATH_0015022,Wood,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems
EUPATH_0015022,Wood,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems1a
EUPATH_0015023,Other,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems
EUPATH_0015023,Other,value,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,gates_gems1a
EUPATH_0015024,Goat,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems
EUPATH_0015024,Goat,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems1a
EUPATH_0015025,Sheep,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems
EUPATH_0015025,Sheep,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems1a
EUPATH_0015026,Dog,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems
EUPATH_0015026,Dog,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems1a
EUPATH_0015027,Cat,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems
EUPATH_0015027,Cat,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems1a
EUPATH_0015028,Cow,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems
EUPATH_0015028,Cow,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems1a
EUPATH_0015029,Rodents,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems
EUPATH_0015029,Rodents,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems1a
EUPATH_0015030,Fowl,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems
EUPATH_0015030,Fowl,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems1a
EUPATH_0015031,Other,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems
EUPATH_0015031,Other,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems1a
EUPATH_0015032,No animals,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems
EUPATH_0015032,No animals,value,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,gates_gems1a
EUPATH_0015033,Piped into house,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015033,Piped into house,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015034,Covered well in house or yard,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015034,Covered well in house or yard,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015035,Piped into yard,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015035,Piped into yard,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015036,Covered public well,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015036,Covered public well,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015037,Public tap,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015037,Public tap,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015038,Protected spring,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015038,Protected spring,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015039,Open well in house or yard,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015039,Open well in house or yard,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015040,Unprotected spring,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015040,Unprotected spring,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015041,Open public well,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015041,Open public well,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015042,River or stream,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015042,River or stream,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015043,Pond or lake,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015043,Pond or lake,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015044,Dam or earth pan,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015044,Dam or earth pan,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015045,Deep tube well,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015045,Deep tube well,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015046,Rainwater,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015046,Rainwater,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015047,Shallow tube well,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015047,Shallow tube well,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015048,"Bought (tank, bottle, etc.)",value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015048,"Bought (tank, bottle, etc.)",value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015049,Other water source,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015049,Other water source,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015050,Bore hole,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems
EUPATH_0015050,Bore hole,value,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,gates_gems1a
EUPATH_0015051,Washes hands before eating,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems
EUPATH_0015051,Washes hands before eating,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems1a
EUPATH_0015052,Washes hands before cooking,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems
EUPATH_0015052,Washes hands before cooking,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems1a
EUPATH_0015053,Washes hands before nursing or preparing baby's food,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems
EUPATH_0015053,Washes hands before nursing or preparing baby's food,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems1a
EUPATH_0015054,Washes hands after defecatation,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems
EUPATH_0015054,Washes hands after defecatation,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems1a
EUPATH_0015055,Washes hands after handling domestic animals,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems
EUPATH_0015055,Washes hands after handling domestic animals,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems1a
EUPATH_0015056,Washes hands after cleaning child who defecated,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems
EUPATH_0015056,Washes hands after cleaning child who defecated,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems1a
EUPATH_0015057,Never washes hands,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems
EUPATH_0015057,Never washes hands,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems1a
EUPATH_0015058,Washes hands other times,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems
EUPATH_0015058,Washes hands other times,value,http://purl.obolibrary.org/obo/EUPATH_0010381,When washes hands,gates_gems1a
EUPATH_0015059,Blood in stools,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015059,Blood in stools,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015060,Vomiting 3 or more times per day,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015060,Vomiting 3 or more times per day,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015061,Very thirsty,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015061,Very thirsty,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015062,Drank much less than usual,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015062,Drank much less than usual,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015063,Unable to drink,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015063,Unable to drink,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015064,Abdominal pain,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015064,Abdominal pain,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015065,Fever measured at least 38C or parental perception,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015065,Fever measured at least 38C or parental perception,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015066,Irritable or restless,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015066,Irritable or restless,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015067,Decreased activity or lethargy,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015067,Decreased activity or lethargy,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015068,Loss of consciousness,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015068,Loss of consciousness,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015069,Rectal straining,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015069,Rectal straining,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015070,Rectal prolapse,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015070,Rectal prolapse,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015071,Cough,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015071,Cough,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015072,Difficulty breathing,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015072,Difficulty breathing,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015073,Convulsion,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems
EUPATH_0015073,Convulsion,value,http://purl.obolibrary.org/obo/EUPATH_0010357,Symptoms since illness began,gates_gems1a
EUPATH_0015074,Very thirsty,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems
EUPATH_0015074,Very thirsty,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems1a
EUPATH_0015075,Drinks poorly,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems
EUPATH_0015075,Drinks poorly,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems1a
EUPATH_0015076,Sunken eyes,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems
EUPATH_0015076,Sunken eyes,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems1a
EUPATH_0015077,Wrinkled skin,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems
EUPATH_0015077,Wrinkled skin,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems1a
EUPATH_0015078,Irritable or restless,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems
EUPATH_0015078,Irritable or restless,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems1a
EUPATH_0015079,Lethargy or loss of consciousness,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems
EUPATH_0015079,Lethargy or loss of consciousness,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems1a
EUPATH_0015080,Dry mouth,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems
EUPATH_0015080,Dry mouth,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems1a
EUPATH_0015081,Fast breathing,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems
EUPATH_0015081,Fast breathing,value,http://purl.obolibrary.org/obo/EUPATH_0010351,Symptoms at Enrollment,gates_gems1a
EUPATH_0015082,ORALITE or ORS,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems
EUPATH_0015082,ORALITE or ORS,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems1a
EUPATH_0015083,Homemade fluid,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems
EUPATH_0015083,Homemade fluid,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems1a
EUPATH_0015084,Special milk or infant formula,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems
EUPATH_0015084,Special milk or infant formula,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems1a
EUPATH_0015085,Home remedy/Herbal medication,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems
EUPATH_0015085,Home remedy/Herbal medication,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems1a
EUPATH_0015086,Zinc,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems
EUPATH_0015086,Zinc,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems1a
EUPATH_0015087,No special remedies given,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems
EUPATH_0015087,No special remedies given,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems1a
EUPATH_0015088,Any other liquids,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems
EUPATH_0015088,Any other liquids,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems1a
EUPATH_0015089,Antibiotics,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems
EUPATH_0015089,Antibiotics,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems1a
EUPATH_0015090,Other treatment,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems
EUPATH_0015090,Other treatment,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems1a
EUPATH_0015091,Other treatment,value,http://purl.obolibrary.org/obo/EUPATH_0010378,Diarrhea treatment before visit,gates_gems1a
EUPATH_0015092,Seek outside care,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems
EUPATH_0015092,Seek outside care,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems1a
EUPATH_0015093,Pharmacy,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems
EUPATH_0015093,Pharmacy,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems1a
EUPATH_0015094,Friend/Relative,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems
EUPATH_0015094,Friend/Relative,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems1a
EUPATH_0015095,Traditional healer,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems
EUPATH_0015095,Traditional healer,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems1a
EUPATH_0015096,Unlicensed practitioner,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems
EUPATH_0015096,Unlicensed practitioner,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems1a
EUPATH_0015097,Licensed practitioner,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems
EUPATH_0015097,Licensed practitioner,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems1a
EUPATH_0015098,Bought a remedy/drug,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems
EUPATH_0015098,Bought a remedy/drug,value,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,gates_gems1a
EUPATH_0015099,Cutting down expenses from meal,value,http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,gates_gems
EUPATH_0015099,Cutting down expenses from meal,value,http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,gates_gems1a
EUPATH_0015100,Cutting down from other expenses,value,http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,gates_gems
EUPATH_0015100,Cutting down from other expenses,value,http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,gates_gems1a
EUPATH_0015101,Using savings,value,http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,gates_gems
EUPATH_0015101,Using savings,value,http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,gates_gems1a
EUPATH_0015102,Borrowing,value,http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,gates_gems
EUPATH_0015102,Borrowing,value,http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,gates_gems1a
EUPATH_0015103,Selling assets,value,http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,gates_gems
EUPATH_0015103,Selling assets,value,http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,gates_gems1a
EUPATH_0015104,Asking for donations outside the household,value,http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,gates_gems
EUPATH_0015104,Asking for donations outside the household,value,http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,gates_gems1a
EUPATH_0015105,Paid by relative or friend,value,http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,gates_gems
