entity,label,pEntity,pLabel
http://purl.obolibrary.org/obo/EUPATH_0011819,"Shistosoma, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011821,"Strongyloides stercoralis, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011822,"Taenia, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011823,"Trichuris trichiura, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0000305,Aggregated visit details,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant
http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant
http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant
http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant
http://purl.obolibrary.org/obo/EUPATH_0000678,Feeding,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant
http://purl.obolibrary.org/obo/EUPATH_0010002,Corresponding case,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant
http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant
http://purl.obolibrary.org/obo/EUPATH_0010036,Case eligibility criteria,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant
http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to Child,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant
http://purl.obolibrary.org/obo/EUPATH_0000746,Summary of diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details
http://purl.obolibrary.org/obo/EUPATH_0010991,Summary of ALRI episodes,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details
http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details
http://purl.obolibrary.org/obo/EUPATH_0010014,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010013,Prior care
http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010013,Prior care
http://purl.obolibrary.org/obo/EUPATH_0000437,"Parasite species, FalciVax RDT",http://purl.obolibrary.org/obo/EUPATH_0000541,RDT results
http://purl.obolibrary.org/obo/EUPATH_0000438,"Parasite species, OptiMAL RDT",http://purl.obolibrary.org/obo/EUPATH_0000541,RDT results
http://purl.obolibrary.org/obo/EUPATH_0011843,Raw bacteria data,http://purl.obolibrary.org/obo/EUPATH_0010985,Raw test result
http://purl.obolibrary.org/obo/EUPATH_0011844,Raw virus data,http://purl.obolibrary.org/obo/EUPATH_0010985,Raw test result
http://purl.obolibrary.org/obo/EUPATH_0011845,Raw eukaryota data,http://purl.obolibrary.org/obo/EUPATH_0010985,Raw test result
http://purl.obolibrary.org/obo/EUPATH_0010551,Patient lost to follow-up,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample
http://purl.obolibrary.org/obo/EUPATH_0011877,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample
http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample
http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample
http://purl.obolibrary.org/obo/EUPATH_0010039,Stool specimen collection process,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection
http://purl.obolibrary.org/obo/EUPATH_0011829,"Virulence factor gene stx1, summary data",http://purl.obolibrary.org/obo/EUPATH_0011816,"Shigatoxin-producing E. coli (STEC), summary data"
http://purl.obolibrary.org/obo/EUPATH_0011830,"Virulence factor gene stx2, summary data",http://purl.obolibrary.org/obo/EUPATH_0011816,"Shigatoxin-producing E. coli (STEC), summary data"
http://purl.obolibrary.org/obo/NCBITaxon_621,Shigella boydii,http://purl.obolibrary.org/obo/NCBITaxon_620,Shigella
http://purl.obolibrary.org/obo/NCBITaxon_622,Shigella dysenteriae,http://purl.obolibrary.org/obo/NCBITaxon_620,Shigella
http://purl.obolibrary.org/obo/NCBITaxon_623,Shigella flexneri,http://purl.obolibrary.org/obo/NCBITaxon_620,Shigella
http://purl.obolibrary.org/obo/NCBITaxon_624,Shigella sonnei,http://purl.obolibrary.org/obo/NCBITaxon_620,Shigella
http://purl.obolibrary.org/obo/NCBITaxon_1288825,Shigella flexneri serotype 2B,http://purl.obolibrary.org/obo/NCBITaxon_623,Shigella flexneri
http://purl.obolibrary.org/obo/NCBITaxon_1617964,Shigella flexneri serotype 4C,http://purl.obolibrary.org/obo/NCBITaxon_623,Shigella flexneri
http://purl.obolibrary.org/obo/NCBITaxon_1935182,Shigella flexneri serotype X,http://purl.obolibrary.org/obo/NCBITaxon_623,Shigella flexneri
http://purl.obolibrary.org/obo/NCBITaxon_374923,Shigella flexneri serotype 1A,http://purl.obolibrary.org/obo/NCBITaxon_623,Shigella flexneri
http://purl.obolibrary.org/obo/NCBITaxon_41434,Shigella flexneri serotype 1B,http://purl.obolibrary.org/obo/NCBITaxon_623,Shigella flexneri
http://purl.obolibrary.org/obo/NCBITaxon_424717,Shigella flexneri serotype 3A,http://purl.obolibrary.org/obo/NCBITaxon_623,Shigella flexneri
http://purl.obolibrary.org/obo/NCBITaxon_424718,Shigella flexneri serotype 5A,http://purl.obolibrary.org/obo/NCBITaxon_623,Shigella flexneri
http://purl.obolibrary.org/obo/NCBITaxon_424720,Shigella flexneri serotype Y,http://purl.obolibrary.org/obo/NCBITaxon_623,Shigella flexneri
http://purl.obolibrary.org/obo/NCBITaxon_42897,Shigella flexneri serotype 2A,http://purl.obolibrary.org/obo/NCBITaxon_623,Shigella flexneri
http://purl.obolibrary.org/obo/NCBITaxon_435321,Shigella flexneri serotype 3B,http://purl.obolibrary.org/obo/NCBITaxon_623,Shigella flexneri
http://purl.obolibrary.org/obo/NCBITaxon_984898,Shigella flexneri serotype 4A,http://purl.obolibrary.org/obo/NCBITaxon_623,Shigella flexneri
http://purl.obolibrary.org/obo/EUPATH_0011878,"Symptoms, by maternal report",http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0021003,Signs,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors
http://purl.obolibrary.org/obo/EUPATH_0000451,Typical healthcare,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors
http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors
http://purl.obolibrary.org/obo/EUPATH_0011708,Schooling,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors
http://purl.obolibrary.org/obo/EUPATH_0010983,"Organism detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test
http://purl.obolibrary.org/obo/EUPATH_0010985,Raw test result,http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test
http://purl.obolibrary.org/obo/EUPATH_0011800,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test
http://purl.obolibrary.org/obo/EUPATH_0011876,Summary of test result,http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test
http://purl.obolibrary.org/obo/EUPATH_0015399,TaqMan Array Card result,http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test
http://purl.obolibrary.org/obo/NCBITaxon_10239,Virus,http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test
http://purl.obolibrary.org/obo/NCBITaxon_2,Bacteria,http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test
http://purl.obolibrary.org/obo/NCBITaxon_2759,Eukaryota,http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test
http://purl.obolibrary.org/obo/EUPATH_0010038,Stool characteristics,http://purl.obolibrary.org/obo/EUPATH_0011877,Stool sample
http://purl.obolibrary.org/obo/EUPATH_0011769,Diarrheal stool samples,http://purl.obolibrary.org/obo/EUPATH_0011877,Stool sample
http://purl.obolibrary.org/obo/EUPATH_0011803,Monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011877,Stool sample
http://purl.obolibrary.org/obo/EUPATH_0010001,Antibiotic administration,http://purl.obolibrary.org/obo/EUPATH_0010039,Stool specimen collection process
http://purl.obolibrary.org/obo/EUPATH_0011878,"Symptoms, by maternal report",http://purl.obolibrary.org/obo/EUPATH_0000309,Symptoms and signs
http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Symptoms and signs
http://purl.obolibrary.org/obo/EUPATH_0021003,Signs,http://purl.obolibrary.org/obo/EUPATH_0000309,Symptoms and signs
http://purl.obolibrary.org/obo/EUPATH_0011734,Calories,http://purl.obolibrary.org/obo/EUPATH_0011740,Total daily consumption
http://purl.obolibrary.org/obo/EUPATH_0011739,Proteins,http://purl.obolibrary.org/obo/EUPATH_0011740,Total daily consumption
http://purl.obolibrary.org/obo/EUPATH_0011743,Vitamins,http://purl.obolibrary.org/obo/EUPATH_0011740,Total daily consumption
http://purl.obolibrary.org/obo/EUPATH_0011783,Fat,http://purl.obolibrary.org/obo/EUPATH_0011740,Total daily consumption
http://purl.obolibrary.org/obo/EUPATH_0011801,Minerals,http://purl.obolibrary.org/obo/EUPATH_0011740,Total daily consumption
http://purl.obolibrary.org/obo/EUPATH_0000740,Malaria treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment
http://purl.obolibrary.org/obo/EUPATH_0011880,Antibiotic administration,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment
http://purl.obolibrary.org/obo/EUPATH_0000344,Bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000341,Vector information
http://purl.obolibrary.org/obo/EUPATH_0000344,Last bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000341,Vector information
http://purl.obolibrary.org/obo/EUPATH_0000439,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000341,Vector information
http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,http://purl.obolibrary.org/obo/EUPATH_0000341,Vector information
http://purl.obolibrary.org/obo/EUPATH_0000344,Bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000341,Vector intervention
http://purl.obolibrary.org/obo/EUPATH_0000344,Last bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000341,Vector intervention
http://purl.obolibrary.org/obo/EUPATH_0000439,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000341,Vector intervention
http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,http://purl.obolibrary.org/obo/EUPATH_0000341,Vector intervention
http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae,http://purl.obolibrary.org/obo/NCBITaxon_662,Vibrio
http://purl.obolibrary.org/obo/NCBITaxon_670,Vibrio parahaemolyticus,http://purl.obolibrary.org/obo/NCBITaxon_662,Vibrio
http://purl.obolibrary.org/obo/NCBITaxon_127906,Vibrio cholerae O1,http://purl.obolibrary.org/obo/NCBITaxon_666,Vibrio cholerae
http://purl.obolibrary.org/obo/NCBITaxon_10508,Adenovirus,http://purl.obolibrary.org/obo/NCBITaxon_10239,Virus
http://purl.obolibrary.org/obo/NCBITaxon_10912,Rotavirus,http://purl.obolibrary.org/obo/NCBITaxon_10239,Virus
http://purl.obolibrary.org/obo/NCBITaxon_142786,Norovirus,http://purl.obolibrary.org/obo/NCBITaxon_10239,Virus
http://purl.obolibrary.org/obo/NCBITaxon_39733,Astrovirus,http://purl.obolibrary.org/obo/NCBITaxon_10239,Virus
http://purl.obolibrary.org/obo/NCBITaxon_95341,Sapovirus,http://purl.obolibrary.org/obo/NCBITaxon_10239,Virus
http://purl.obolibrary.org/obo/EUPATH_0011759,"Astrovirus, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,"Virus detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011809,"Norovirus, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,"Virus detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011814,"Rotavirus, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,"Virus detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011837,"Adenovirus, summary data",http://purl.obolibrary.org/obo/EUPATH_0011832,"Virus detection, summary data"
http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,http://purl.obolibrary.org/obo/EUPATH_0000731,Water information
http://purl.obolibrary.org/obo/EUPATH_0010108,Drinking water treatment,http://purl.obolibrary.org/obo/EUPATH_0000731,Water information
http://purl.obolibrary.org/obo/EUPATH_0010399,Drinking water retrieval method,http://purl.obolibrary.org/obo/EUPATH_0000731,Water information
http://purl.obolibrary.org/obo/EUPATH_0021093,Water source,http://purl.obolibrary.org/obo/EUPATH_0000731,Water information
