entity,Num_datasets,labels,PARENT,direct_parent,category,termType
http://purl.obolibrary.org/obo/EUPATH_0022201,1,Loss of appetite,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022223,1,Loss of appetite,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022212,1,Lower back pain,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022233,1,Lower back pain,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0041032,1,Malaise,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0041008,1,Malaria signs,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010491,1,Max dehydration level at episode,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0036395,1,Max vomiting frequency,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0022205,1,Mental confusion,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022227,1,Mental confusion,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/HP_0001942,1,Metabolic acidosis,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0031111,1,Moderate dehydration indicator count,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0020109,1,More than 3 convulsions over 24h,Signs and symptoms,Severe malaria signs,observation,value
http://purl.obolibrary.org/obo/EUPATH_0036492,1,Mucus in stool,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0015512,1,Mucus/pus in stool,Signs and symptoms,Symptoms since illness began or during diarrhea,,value
http://purl.obolibrary.org/obo/EUPATH_0022213,1,Muscle aches,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022234,1,Muscle aches,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0033213,1,Nasal flaring,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/HP_0002018,1,Nausea,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022214,1,Nausea,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022235,1,Nausea,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0041009,1,Non-malarial fever signs,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0025104,1,Other duration,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0025105,1,Other duration units,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0025113,1,Other medical complaint specified,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0020142,1,Other severe disease,Signs and symptoms,Severe malaria signs,observation,value
http://purl.obolibrary.org/obo/EUPATH_0020143,1,Other severe malaria signs,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0041141,1,Other symptom type,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0022191,1,Other symptoms in last 30 days,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0022192,1,Other symptoms in last 7 days,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/SYMP_0000116,1,Prostration,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/HP_0100598,1,Pulmonary edema,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/HP_0012211,1,Renal impairment,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0020252,1,Respiratory distress,Signs and symptoms,Severe malaria signs,observation,value
http://purl.obolibrary.org/obo/MEDDRA_10009119,1,Respiratory distress,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0033255,1,Runny nose duration (days),Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/DOID_4483,1,Runny nose or nasal congestion,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0025138,1,Runny nose or nasal congestion duration,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0025139,1,Runny nose or nasal congestion duration units,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0033257,1,"Runny nose, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,value
http://purl.obolibrary.org/obo/EUPATH_0020182,1,Severe anemia (Hb <5 mg/dL),Signs and symptoms,Severe malaria signs,observation,value
http://purl.obolibrary.org/obo/EUPATH_0020184,1,Severe malaria signs,Signs and symptoms,Signs and symptoms,observation,multifilter
http://purl.obolibrary.org/obo/HP_0001897,1,Severe normocytic anemia,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022209,1,Shortness of breath,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022230,1,Shortness of breath,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0010539,1,"Shortness of breath, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/SYMP_0000505,1,Sore throat,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0025141,1,Sore throat duration,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0025142,1,Sore throat duration units,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0036053,1,"Stool consistency, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0033258,1,Stridor,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0033259,1,Stridor when participant quiet,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0031112,1,Stunting severity,Signs and symptoms,Signs and symptoms,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0024305,1,Sunken eyes,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0015517,1,Sunken eyes and loss of skin turgor,Signs and symptoms,Signs and symptoms,,variable
http://purl.obolibrary.org/obo/EUPATH_0022217,1,Sweating,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022238,1,Sweating,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022193,1,Symptom end date,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0022190,1,Symptoms in last 7 days order,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0024011,1,Symptoms in past day,Signs and symptoms,Signs and symptoms,observation,multifilter
http://purl.obolibrary.org/obo/EUPATH_0024095,1,Symptoms in past two weeks,Signs and symptoms,Signs and symptoms,observation,multifilter
http://purl.obolibrary.org/obo/EUPATH_0022069,1,Symptoms in the last 30 days,Signs and symptoms,Signs and symptoms,observation,multifilter
http://purl.obolibrary.org/obo/EUPATH_0024303,1,Thirsty,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035106,1,"Toothache during the last 2 days, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035105,1,"Toothache during the last 7 days, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0020191,1,Unable to breastfeed or drink,Signs and symptoms,Complicated malaria signs,observation,value
http://purl.obolibrary.org/obo/EUPATH_0033263,1,"Unable to eat, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,value
http://purl.obolibrary.org/obo/EUPATH_0020192,1,Unable to sit,Signs and symptoms,Complicated malaria signs,observation,value
http://purl.obolibrary.org/obo/EUPATH_0031116,1,Vomited,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0024085,1,Vomiting,Signs and symptoms,Symptoms in past day,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024092,1,Vomiting,Signs and symptoms,Symptoms in past two weeks,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022221,1,Vomiting,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022242,1,Vomiting,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024214,1,Vomiting and diarrhea,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0020202,1,Vomiting everything,Signs and symptoms,Complicated malaria signs,observation,value
http://purl.obolibrary.org/obo/EUPATH_0036055,1,Vomiting frequency,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031117,1,Wasting severity,Signs and symptoms,Signs and symptoms,observation,variable | derived
http://purl.obolibrary.org/obo/EUPATH_0022208,1,Weakness,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022229,1,Weakness,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0033278,1,Wheezing duration (days),Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0033280,1,Wheezing on auscultation,Signs and symptoms,Symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0033276,1,"Wheezing, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,value
