entity,Num_datasets,labels,PARENT,direct_parent,category,termType
http://purl.obolibrary.org/obo/EUPATH_0010897,1,Bacteria count,Laboratory test,Test result summary for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032002,1,Bacteria in induced sputum,Laboratory test,Induced sputum microbiology test,sample,multifilter
http://purl.obolibrary.org/obo/EUPATH_0032018,1,Bacteria in lung aspirate,Laboratory test,Lung aspirate microbiology test,sample,multifilter
http://purl.obolibrary.org/obo/EUPATH_0032026,1,Bacteria in nasopharyngeal/oropharyngeal swabs,Laboratory test,Nasopharyngeal/oropharyngeal swabs microbiology test,sample,multifilter
http://purl.obolibrary.org/obo/EUPATH_0032010,1,Bacteria in pleural fluid,Laboratory test,Pleural fluid microbiology test,sample,multifilter
http://purl.obolibrary.org/obo/EUPATH_0023004,1,"Bacteria, by microscopy",Laboratory test,Bacteria in blood,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010565,1,Bacteriology performed,Laboratory test,Stool bacteria testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010566,1,Bacteriology testing completed,Laboratory test,Stool bacteria testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015406,1,Bacteroides fragilis PCR performed,Laboratory test,Stool bacteria testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015460,1,"Bacteroides fragilis toxin-pos, by PCR",Laboratory test,Bacteroides in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015407,1,"Bacteroides fragilis, by RT-PCR result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015717,1,Bacteroides in stool,Laboratory test,Bacteria in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0011762,1,Balantidium coli aggregate data,Laboratory test,Aggregate data for eukaryota detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0010623,1,"Balantidium coli, by microscopy",Laboratory test,Balantidium in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0011968,1,Balantidium in stool,Laboratory test,Eukaryota in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0041020,1,Basophils (%),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0041021,1,Basophils (x10^3/uL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036231,1,Behenic acid (%),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032274,1,"Beta-hemolytic Streptococcus, by bacteriology",Laboratory test,Streptococcus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032275,1,"Beta-hemolytic Streptococcus, by culture",Laboratory test,Streptococcus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032491,1,"Beta-hemolytic Streptococcus, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033369,1,Betacoronavirus in induced sputum,Laboratory test,Virus in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033371,1,Betacoronavirus in lung aspirate,Laboratory test,Virus in lung aspirate,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033375,1,Betacoronavirus in pleural fluid,Laboratory test,Virus in pleural fluid,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033288,1,Betainfluenzavirus in induced sputum,Laboratory test,Virus in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033358,1,Betainfluenzavirus in lung aspirate,Laboratory test,Virus in lung aspirate,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033332,1,Betainfluenzavirus in nasopharyngeal/oropharyngeal swabs,Laboratory test,Virus in nasopharyngeal/oropharyngeal swabs,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033348,1,Betainfluenzavirus in pleural fluid,Laboratory test,Virus in pleural fluid,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0011854,1,"Blastocystis Ct value, by TAC result",Laboratory test,Raw eukaryota data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036060,1,"Blastocystis hominis, by microscopy",Laboratory test,Blastocystis in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0036001,1,Blastocystis in stool,Laboratory test,Eukaryota in stool,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0021158,1,Blood bacteria testing,Laboratory test,Blood microbiology tests procedures,sample,category
http://purl.obolibrary.org/obo/EUPATH_0033142,1,Blood culture contaminant,Laboratory test,Blood microbiology test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021159,1,Blood culture performed,Laboratory test,Blood bacteria testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033143,1,Blood culture positive,Laboratory test,Blood microbiology test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0020055,1,Blood smear reading,Laboratory test,Blood eukaryote testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033149,1,Blood sub-culture positive,Laboratory test,Blood microbiology test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033284,1,Bocaparvovirus in induced sputum,Laboratory test,Virus in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033359,1,Bocaparvovirus in lung aspirate,Laboratory test,Virus in lung aspirate,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033331,1,Bocaparvovirus in nasopharyngeal/oropharyngeal swabs,Laboratory test,Virus in nasopharyngeal/oropharyngeal swabs,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033354,1,Bocaparvovirus in pleural fluid,Laboratory test,Virus in pleural fluid,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032135,1,Bordetella in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033313,1,Bordetella in lung aspirate,Laboratory test,Bacteria in lung aspirate,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033321,1,Bordetella in nasopharyngeal/oropharyngeal swabs,Laboratory test,Bacteria in nasopharyngeal/oropharyngeal swabs,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033343,1,Bordetella in pleural fluid,Laboratory test,Bacteria in pleural fluid,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032492,1,"Bordetella pertussis (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032750,1,"Bordetella pertussis (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032493,1,"Bordetella pertussis Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032659,1,"Bordetella pertussis Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032751,1,"Bordetella pertussis Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033015,1,"Bordetella pertussis Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032276,1,"Bordetella pertussis, by multiplexed qPCR",Laboratory test,Bordetella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032635,1,"Bordetella pertussis, by multiplexed qPCR",Laboratory test,Bordetella in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032735,1,"Bordetella pertussis, by multiplexed qPCR",Laboratory test,Bordetella in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032995,1,"Bordetella pertussis, by multiplexed qPCR",Laboratory test,Bordetella in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0036030,1,Breath test,Laboratory test,Laboratory test,sample,category
http://purl.obolibrary.org/obo/EUPATH_0033440,1,Broth growth,Laboratory test,Lung aspirate microbiology test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033099,1,Broth growth,Laboratory test,Pleural fluid microbiology test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032277,1,"Burkholderia cepacia, by bacteriology",Laboratory test,Burkholderia in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032278,1,"Burkholderia cepacia, by culture",Laboratory test,Burkholderia in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032494,1,"Burkholderia cepacia, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032136,1,Burkholderia in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0021161,1,Calcium (mg/dL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036255,1,Calprotectin (ug/g),Laboratory test,Stool intestinal inflammation test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011763,1,Campylobacter aggregate data,Laboratory test,Aggregate data for bacteria detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0010999,1,"Campylobacter, by ELISA",Laboratory test,Campylobacter in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0010628,1,"Campylobacter, by ELISA result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011986,1,"Campylobacter, by bacteriology cleaned result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010629,1,"Campylobacter, by bacteriology result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032478,1,"Candida albicans, by bacteriology",Laboratory test,Candida in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032249,1,"Candida albicans, by culture",Laboratory test,Candida in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032479,1,"Candida albicans, by culture",Laboratory test,Candida in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032567,1,"Candida albicans, by culture result",Laboratory test,Raw eukaryota data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033295,1,Candida in blood,Laboratory test,Eukaryota in blood,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032181,1,Candida in induced sputum,Laboratory test,Eukaryota in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032480,1,"Candida krusei, by bacteriology",Laboratory test,Candida in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032481,1,"Candida krusei, by culture",Laboratory test,Candida in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032568,1,"Candida krusei, by culture result",Laboratory test,Raw eukaryota data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032482,1,"Candida, by bacteriology",Laboratory test,Candida in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032250,1,"Candida, by culture",Laboratory test,Candida in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032483,1,"Candida, by culture",Laboratory test,Candida in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032569,1,"Candida, by culture result",Laboratory test,Raw eukaryota data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036232,1,Capric acid (%),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036163,1,"Carbon dioxide (ppm), at 100 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036164,1,"Carbon dioxide (ppm), at 120 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036165,1,"Carbon dioxide (ppm), at 140 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036166,1,"Carbon dioxide (ppm), at 160 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036167,1,"Carbon dioxide (ppm), at 180 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036168,1,"Carbon dioxide (ppm), at 20 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036169,1,"Carbon dioxide (ppm), at 40 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036170,1,"Carbon dioxide (ppm), at 60 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036171,1,"Carbon dioxide (ppm), at 80 min",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036162,1,"Carbon dioxide (ppm), at baseline",Laboratory test,Breath test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021109,1,"Chikungunya OD cutoff value, SD Bioline IgM ELISA",Laboratory test,Raw virus data for blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021108,1,"Chikungunya OD value, by SD Bioline IgM ELISA result",Laboratory test,Raw virus data for blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021118,1,"Chikungunya, by Advantage Chikungunya IgM Card RDT",Laboratory test,Chikungunya in blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021119,1,"Chikungunya, by SD Bioline Chikungunya IgM RDT",Laboratory test,Chikungunya in blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021107,1,"Chikungunya, by SD Bioline IgM ELISA",Laboratory test,Chikungunya in blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021164,1,"Chikungunya, by any method",Laboratory test,Chikungunya in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0011970,1,Chilomastix in stool,Laboratory test,Eukaryota in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0011764,1,Chilomastix mesnili aggregate data,Laboratory test,Aggregate data for eukaryota detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0010643,1,"Chilomastix mesnili, by microscopy",Laboratory test,Chilomastix in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033312,1,Chlamydia in lung aspirate,Laboratory test,Bacteria in lung aspirate,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033322,1,Chlamydia in nasopharyngeal/oropharyngeal swabs,Laboratory test,Bacteria in nasopharyngeal/oropharyngeal swabs,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032138,1,Chlamydophila in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033356,1,Chlamydophila in pleural fluid,Laboratory test,Virus in pleural fluid,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032495,1,"Chlamydophila pneumoniae (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032660,1,"Chlamydophila pneumoniae (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032752,1,"Chlamydophila pneumoniae (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032496,1,"Chlamydophila pneumoniae Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032661,1,"Chlamydophila pneumoniae Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032753,1,"Chlamydophila pneumoniae Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033017,1,"Chlamydophila pneumoniae Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032636,1,"Chlamydophila pneumoniae, by multiplexed qPCR",Laboratory test,Chlamydia in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032736,1,"Chlamydophila pneumoniae, by multiplexed qPCR",Laboratory test,Chlamydia in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032279,1,"Chlamydophila pneumoniae, by multiplexed qPCR",Laboratory test,Chlamydophila in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033074,1,"Chlamydophila pneumoniae, by multiplexed qPCR",Laboratory test,Chlamydophila in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032280,1,"Citrobacter braakii, by bacteriology",Laboratory test,Citrobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032281,1,"Citrobacter braakii, by culture",Laboratory test,Citrobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032497,1,"Citrobacter braakii, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032282,1,"Citrobacter freundii, by bacteriology",Laboratory test,Citrobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032283,1,"Citrobacter freundii, by culture",Laboratory test,Citrobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032498,1,"Citrobacter freundii, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032137,1,Citrobacter in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0015417,1,"Clostridium difficile GDH Ag-pos toxin A/B-neg, by immunoassay",Laboratory test,Clostridium in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015421,1,"Clostridium difficile GDH Ag-pos, by immunoassay result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015419,1,"Clostridium difficile Toxin A/B-pos, by immunoassay result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015438,1,"Clostridium difficile neg toxin A/B-pos, by immunoassay",Laboratory test,Clostridium in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015339,1,"Clostridium difficile toxin A (TcdA) Ct value, by TAC result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015418,1,"Clostridium difficile toxin A/B-neg, by immunoassay",Laboratory test,Clostridium in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015416,1,"Clostridium difficile toxin A/B-pos GDH Ag-neg, by immunoassay",Laboratory test,Clostridium in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015420,1,"Clostridium difficile toxin A/B-pos, by immunoassay",Laboratory test,Clostridium in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015340,1,"Clostridium difficile toxin B (TcdB) Ct value, by TAC result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015718,1,Clostridium in stool,Laboratory test,Bacteria in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032284,1,"Coagulase-negative Staphylococcus, by bacteriology",Laboratory test,Staphylococcus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032285,1,"Coagulase-negative Staphylococcus, by culture",Laboratory test,Staphylococcus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032637,1,"Coagulase-negative Staphylococcus, by culture",Laboratory test,Staphylococcus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032499,1,"Coagulase-negative Staphylococcus, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032286,1,"Coliform bacilli, by bacteriology",Laboratory test,Coliform in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032287,1,"Coliform bacilli, by culture",Laboratory test,Coliform in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032500,1,"Coliform bacilli, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032140,1,Coliform in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032288,1,"Commensal diphtheroid bacilli, by bacteriology",Laboratory test,Bacteria in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032289,1,"Commensal diphtheroid bacilli, by culture",Laboratory test,Bacteria in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032501,1,"Commensal diphtheroid bacilli, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011765,1,Complete testing of diarrheal stool samples,Laboratory test,Complete testing of stool samples,sample,category
http://purl.obolibrary.org/obo/EUPATH_0011852,1,Complete testing of monthly stool samples,Laboratory test,Complete testing of stool samples,sample,category
http://purl.obolibrary.org/obo/EUPATH_0011766,1,Complete testing of stool samples,Laboratory test,Stool microbiology test procedures,sample,category
http://purl.obolibrary.org/obo/EUPATH_0010567,1,Completely tested diarrheal stool,Laboratory test,Complete testing of diarrheal stool samples,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010570,1,Completely tested diarrheal stool (ex NRV),Laboratory test,Complete testing of diarrheal stool samples,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010569,1,Completely tested diarrheal stool (ex microscopy and NRV),Laboratory test,Complete testing of diarrheal stool samples,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010568,1,Completely tested diarrheal stool (ex microscopy),Laboratory test,Complete testing of diarrheal stool samples,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010571,1,Completely tested monthly stool,Laboratory test,Complete testing of monthly stool samples,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010572,1,Completely tested monthly stool (ex archived stools),Laboratory test,Complete testing of monthly stool samples,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010574,1,"Completely tested monthly stool (ex archived, time zero stools)",Laboratory test,Complete testing of monthly stool samples,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010576,1,"Completely tested monthly stool (ex archived, time zero stools, ex microscopy)",Laboratory test,Complete testing of monthly stool samples,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010575,1,Completely tested monthly stool (ex microscopy),Laboratory test,Complete testing of monthly stool samples,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010573,1,Completely tested monthly stool (ex time zero stools),Laboratory test,Complete testing of monthly stool samples,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032830,1,"Confirmed Streptococcus pneumoniae, by culture",Laboratory test,Laboratory test,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032575,1,"Coronavirus 229 (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032576,1,"Coronavirus 229 Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032612,1,"Coronavirus 229, by multiplexed qPCR",Laboratory test,Alphacoronavirus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032577,1,"Coronavirus 43 (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032578,1,"Coronavirus 43 Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032613,1,"Coronavirus 43, by multiplexed qPCR",Laboratory test,Betacoronavirus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032579,1,"Coronavirus 63 (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032580,1,"Coronavirus 63 Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032614,1,"Coronavirus 63, by multiplexed qPCR",Laboratory test,Alphacoronavirus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032581,1,"Coronavirus HKU (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032582,1,"Coronavirus HKU Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032615,1,"Coronavirus HKU, by multiplexed qPCR",Laboratory test,Betacoronavirus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032775,1,"Coronoavirus 229 (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032683,1,"Coronoavirus 229 Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032776,1,"Coronoavirus 229 Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033039,1,"Coronoavirus 229 Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032718,1,"Coronoavirus 229, by multiplexed qPCR",Laboratory test,Alphacoronavirus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032810,1,"Coronoavirus 229, by multiplexed qPCR",Laboratory test,Alphacoronavirus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033075,1,"Coronoavirus 229, by multiplexed qPCR",Laboratory test,Alphacoronavirus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032777,1,"Coronoavirus 43 (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032685,1,"Coronoavirus 43 Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032778,1,"Coronoavirus 43 Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033041,1,"Coronoavirus 43 Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032719,1,"Coronoavirus 43, by multiplexed qPCR",Laboratory test,Betacoronavirus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032811,1,"Coronoavirus 43, by multiplexed qPCR",Laboratory test,Betacoronavirus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033076,1,"Coronoavirus 43, by multiplexed qPCR",Laboratory test,Betacoronavirus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032779,1,"Coronoavirus 63 (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032687,1,"Coronoavirus 63 Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032780,1,"Coronoavirus 63 Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
