IRI,label,dataSet,mergeKey,is_temporal,hidden
http://purl.obolibrary.org/obo/EUPATH_0049704,Other,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049705,Reason for discontinuing recent use of IUD,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049706,Infrequent sex,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049707,Became pregnant,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049708,Wanted to become pregnant,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049709,Partner opposed,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049710,Others opposed,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049711,Wanted more effective method,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049712,Side effects or health concerns,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049713,Lack of access,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049714,Costs too much,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049715,Inconvenient to use,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049716,Up to God or fatalistic,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049717,Difficult to get pregnant or menopausal,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049718,Marital dissolution or separation,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049719,Other,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049720,Factors contributing to recent use of IUD,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049721,Convenient to obtain,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049722,Easy to use,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049723,Availability,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049724,Cheap or free,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049725,Preferred method,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049726,Considered most effective,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049727,Side effects are unlikely,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049728,Safe,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049729,Health provider influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049730,Family or friends influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049731,Husband influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049732,Women in ANC or PNC group influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049733,Other,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049734,Reason for discontinuing recent use of emergency pill,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049735,Infrequent sex,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049736,Became pregnant,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049737,Wanted to become pregnant,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049738,Husband or partner opposed,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049739,Others opposed,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049740,Wanted more effective method,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049741,Side effects or health concerns,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049742,Lack of access,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049743,Costs too much,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049744,Inconvenient to use,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049745,Up to God or fatalistic,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049746,Difficult to get pregnant or menopausal,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049747,Marital dissolution or separation,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049748,Other,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049749,Factors contributing to recent use of emergency pill,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049750,Convenient to obtain,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049751,Easy to use,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049752,Availability,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049753,Cheap or free,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049754,Preferred method,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049755,Considered most effective,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049756,Side effects are unlikely,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049757,Safe,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049758,Health provider influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049759,Family or friends influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049760,Husband influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049761,Women in ANC or PNC group influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049762,Other,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049763,Factors contributing to recent use of sterilization,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049764,Convenient to obtain,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049765,Easy to use,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049766,Availability,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049767,Cheap or free,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049768,Preferred method,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049769,Considered most effective,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049770,Side effects are unlikely,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049771,Safe,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049772,Health provider influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049773,Family or friends influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049774,Husband influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049775,Women in ANC or PNC group influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049776,Other,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049777,Reason for discontinuing recent use of other method,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049778,Infrequent sex,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049779,Became pregnant,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049780,Wanted to become pregnant,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049781,Partner opposed,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049782,Others opposed,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049783,Wanted more effective method,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049784,Side effects or health concerns,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049785,Lack of access,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049786,Costs too much,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049787,Inconvenient to use,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049788,Up to God or fatalistic,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049789,Difficult to get pregnant or menopausal,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049790,Marital dissolution or separation,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049791,Other,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049792,Factors contributing to recent use of other method,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049793,Convenient to obtain,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049794,Easy to use,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049795,Availability,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049796,Cheap or free,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049797,Preferred method,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049798,Considered most effective,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049799,Side effects are unlikely,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049800,Safe,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049801,Health provider influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049802,Family or friends influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049803,Husband influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049804,Women in ANC or PNC group influenced choice,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049805,Other,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049807,Discuss family size with partner,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049808,Discuss with partner if and when would like to get pregnant again,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049809,Discuss specific family planning methods with partner,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049810,Fully express my opinions about family size and family planning methods with partner,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049811,Ask partner to use a condom if I want him to,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049812,Reach an agreement with my partner about use of family planning,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049813,"Choose a family size, time between births, or family planning method that mother in law does not agree with",GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049814,Start a family planning method if friends and family might find out,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049815,Continue a family planning method if friends and family found out,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049816,Bring up the topic of family planning with a health care provider,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049817,Ask a provider questions I have about family planning methods,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049818,Ask a provider if I'm not sure something I've heard about family planning is true or not,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049819,Ask a provider to clarify something they have told me about family planning,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049820,Tell a provider what is important to me in choosing a family planning method,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049821,Have some control over if and when I get pregnant again,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049822,Choose a family planning method that will work well for me,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049823,"Obtain the method of family planning I want, if I want one",GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049824,Obtain a different method of family planning if the one I want is not available,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049825,Find solutions to bothersome side effects from family planning or switch methods if needed,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049826,Use a family planning method according to instructions to prevent pregnancy,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049827,Stop using family planning and get pregnant again if and when I want to,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049828,PNC survey complete,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049829,Attitudes about life,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049830,Provider enquired at each ANC visit about,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049831,Sought help for pregnancy symptoms,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049832,Where sought help for pregnancy symptoms,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049833,Able to make decisions for myself,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049834,Can let others know what I really think,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049835,Like to make decisions for myself,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049836,Good at making health decisions,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049837,Can talk about difficult subjects,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049838,Ask provider to explain,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049839,Recognize problem with newborn,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049840,Recognize problem with pregnancy,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049841,Talk with husband or family,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049842,Know what actions to take if problem with newborn,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049843,Know what actions to take if problem with pregnancy,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049844,Prevent problems,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049845,Child care beliefs,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049846,Making contraception decision,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0049849,Child age at death,GANC,,,
http://purl.obolibrary.org/obo/EUPATH_0047131,Ideal pregnancy spacing,GANC,,yes,
http://purl.obolibrary.org/obo/EUPATH_0047243,Best age in months to start giving your baby fluids or food other than breastmilk,GANC,,yes,
http://purl.obolibrary.org/obo/EUPATH_0047244,Best age in weeks to start giving your baby fluids or food other than breastmilk,GANC,,yes,
http://purl.obolibrary.org/obo/EUPATH_0047390,Child visit number,GANC,yes,,
http://purl.obolibrary.org/obo/EUPATH_0047396,GANC meeting number,GANC,yes,,
http://purl.obolibrary.org/obo/EUPATH_0049847,Postnatal care visit number,GANC,yes,,
http://purl.obolibrary.org/obo/NCIT_C83101,ANC visit number,GANC,yes,,
http://purl.obolibrary.org/obo/EUPATH_0000374,Marital status,GANC | Amazonia ICEMR Peru Cohort,,,
http://purl.obolibrary.org/obo/EUPATH_0000730,Water availability,GANC | GEMS1 Case Control | GEMS1A Case Control | VIDA Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0011459,Total tetanus vaccine doses,GANC | MAL-ED 0-60m Cohort,,,
http://purl.obolibrary.org/obo/EUPATH_0024182,Household relocation,GANC | Malawi ICEMR Case-Control | Southern Africa ICEMR Cross-sectional,,,
http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,GANC | PRISM ICEMR Cohort | VIDA Case Control | PROMOTE BC3 Cohort | GEMS1 Case Control | PRISM2 ICEMR Border Cohort | Malawi ICEMR Case-Control | LLINE UP Cluster Randomized Trial | PERCH Case Control | Amazonia ICEMR Peru Cohort | PROVIDE Randomized Controlled Trial | PRISM2 ICEMR Cohort | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0042144,Child still alive | Child vital status,GANC | PROMOTE BC3 Cohort,,,
http://purl.obolibrary.org/obo/EUPATH_0042352,Child cause of death,GANC | PROMOTE BC3 Cohort,,,
http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure,GANC | PROMOTE BC3 Cohort | Kalifabougou | India ICEMR Fever Surveillance | PRISM2 ICEMR Border Cohort | India ICEMR Cohort | SIP | South Asia ICEMR Surveillance | India ICEMR Severe P.vivax and falciparum Cohort | India ICEMR Cross-Sectional | PRISM2 ICEMR Cohort,,,
http://purl.obolibrary.org/obo/EUPATH_0036122,Father read with child,GANC | PROVIDE Randomized Controlled Trial,,,
http://purl.obolibrary.org/obo/EUPATH_0036123,Father sang with child,GANC | PROVIDE Randomized Controlled Trial,,,
http://purl.obolibrary.org/obo/EUPATH_0036133,Other adult sang with child,GANC | PROVIDE Randomized Controlled Trial,,,
http://purl.obolibrary.org/obo/EUPATH_0036134,Other adult told child stories,GANC | PROVIDE Randomized Controlled Trial,,,
http://purl.obolibrary.org/obo/EUPATH_0047060,Antenatal care visits count,GANC | SIP,,,
http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,GANC | SIP | PROMOTE BC3 Cohort,,,
http://purl.obolibrary.org/obo/EUPATH_0031052,Natural floor material,GANC | VIDA HUCS Gambia Mali | VIDA HUCS Kenya | Malawi ICEMR Case-Control | VIDA Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010050,All forms complete,GEMS1 Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010051,All lab forms complete,GEMS1 Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010052,All forms complete for all Good Pair members,GEMS1 Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010053,All lab forms complete for all Good Pair members,GEMS1 Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010316,Stool volume,GEMS1 Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015291,"Vibrio cholerae O1 Inaba, by bacteriology",GEMS1 Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015292,"Vibrio cholerae O1 Ogawa, by bacteriology",GEMS1 Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015339,"Clostridium difficile toxin A (TcdA), by TAC result",GEMS1 Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015340,"Clostridium difficile toxin B (TcdB), by TAC result",GEMS1 Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015393,"ETEC LT-pos ST-neg, by TAC result",GEMS1 Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015396,"Typical EPEC, by TAC result",GEMS1 Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010373,Participant ID at 1st enrollment,GEMS1 Case Control,,,yes
http://purl.obolibrary.org/obo/EUPATH_0015720,Study year,GEMS1 Case Control,,yes,
http://purl.obolibrary.org/obo/EUPATH_0010244,"Pharmacy, transport expenses amount",GEMS1 Case Control | GEMS1 HUAS/HUAS Lite Survey | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010248,"Unlicensed doctor, transport expenses amount",GEMS1 Case Control | GEMS1 HUAS/HUAS Lite Survey | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010255,"Second choice hospital or health center, total expenses amount",GEMS1 Case Control | GEMS1 HUAS/HUAS Lite Survey | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015100,Cutting down from other expenses,GEMS1 Case Control | GEMS1 HUAS/HUAS Lite Survey | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0000720,Caregiver relationship to participant,GEMS1 Case Control | GEMS1 HUAS/HUAS Lite Survey | GEMS1A HUAS Lite Survey | GEMS1A Case Control | VIDA HUCS Gambia Mali | Southern Africa ICEMR Cross-sectional,,,
http://purl.obolibrary.org/obo/EUPATH_0000676,Father's residence,GEMS1 Case Control | GEMS1 HUAS/HUAS Lite Survey | VIDA Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010040,Antibiotic administered before stool collection,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010047,Study center,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010055,Lab form status,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010082,"Length- or height-for-age z-score, using median length or height",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010087,Mean MUAC,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010093,"BMI, using median length or height",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010094,"BMI-for-age z-score, using median length or height",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010098,Mean respiratory rate,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010101,Observed drinking water containers,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010102,Drinking water container,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010105,Pour (spigot or spout),GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010106,Scoop with cup,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010107,Scoop with ladle,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010115,Visible feces in defecation area,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010116,Visible feces elsewhere in house or yard,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010119,Control eligibility check date,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010147,Preferred chlorine treatment brand,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010151,Given untreated water,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010218,Administered antibiotic,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010221,Rectal swabs collected,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010245,"Traditional healer, medical expenses amount",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010265,Payment for transportation by other household members amount,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010266,"Hospitalization or visit, consultation expenses amount",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010267,"Hospitalization or visit, drug expenses amount",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010268,"Hospitalization or visit, diagnostic expenses amount",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010269,"Hospitalization or visit, food expenses amount",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010278,"Earning time lost due to care, other caregivers",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010293,Skin pinch,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010300,Reason not evaluated after rehydration,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010315,Total stool output measured during rehydration therapy,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010317,Required additional oral or IV rehydration,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010320,Rehydration time,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010398,Chlorine treatment brand,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010399,Drinking water retrieval method,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010595,"EAEC aatA-pos and aaiC-pos, by PCR",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010711,"ETEC LT-pos or ST-pos, by PCR",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010767,"Norovirus, by RT-PCR",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010775,"Norovirus GII, by RT-PCR",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010813,"ETEC ST-pos LT-neg, by PCR",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0010998,"Campylobacter, by bacteriology",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015042,River or stream,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015051,Washes hands before eating,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015052,Washes hands before cooking,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015053,Washes hands before nursing or preparing baby's food,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015054,Washes hands after defecatation,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015055,Washes hands after handling domestic animals,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015056,Washes hands after cleaning child who defecated,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015058,Washes hands other times,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015059,Blood in stools,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015060,Vomiting >=3 times per day,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015062,Drank much less than usual,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015065,Measured fever of >=38 C or parental perception,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015066,Irritable or restless,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015068,Loss of consciousness,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015069,Rectal straining,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015073,Convulsion,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015077,Wrinkled skin,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015078,Irritable or restless,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015109,Using savings,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015110,Borrowing,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015111,Selling assets,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015113,Paid by relative or friend,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015114,Other money source,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015115,Chest indrawing,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015116,Rectal prolapse,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015120,Skin has 'flaky paint' appearance,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015121,Weight-for-age z-score below -6 or above 5,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015122,Height-for-age z-score below -6 or above 6,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015123,Weight-for-length or -height z-score below -5 or above 5,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015124,"Height-for-age z-score below -6 or above 6, using median length or height",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015125,"Weight-for-length or -height z-score below -5 or above 5, using median length or height",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015126,MUAC-for-age z-score below -5 or above 5,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015127,"MUAC-for-age z-score below -5 or above 5, using median MUAC",GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015142,Normal food withheld,GEMS1 Case Control | GEMS1A Case Control,,,
http://purl.obolibrary.org/obo/EUPATH_0015218,Stool pus present,GEMS1 Case Control | GEMS1A Case Control,,,
