IRI,label,displayOrder,variable,dataFile,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType
http://purl.obolibrary.org/obo/EUPATH_0036569,"Adverse event name, other",4,ext_bv_sae_st::saespec,ext_bv_sae_st,Only collected for severe adverse events.,Observation,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001,"4b1. If the answer to question 4b is ‘other’ (88), please specify",,
http://purl.obolibrary.org/obo/EUPATH_0041156,Adverse event outcome,5 | 8,126plate200::aeoutcome | 227plate300::aeout | 226plate300::aeoutcome | ext_bv_sae_st::saeotc | ext_mgmt_bv_aed_st::outcome,226plate300 | 227plate300 | 126plate200 | ext_mgmt_bv_aed_st | ext_bv_sae_st,Collected for adverse events and severe adverse events.,Observation,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001,1g. Outcome | 1. AE outcome | Outcome of AE | 5d. Outcome,"0. Blank,  1. Resolved, 2. Residual effect, 3. Ongoing, 4. Death | [0=Blank] [1=Resolved] [2=Residual Effect] [3=Ongoing] [4=Death] [5=Unknown] | 1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU | 1 = Resolved ; 2 = Continuing, do not anticipate resolution; 3 = Death; 4 = Unknown/ lost to follow up",variable
http://purl.obolibrary.org/obo/EUPATH_0036554,Adverse event report date,1,ext_mgmt_bv_aed_st::aerepdt | ext_bv_sae_st::saedov,ext_mgmt_bv_aed_st | ext_bv_sae_st,Collected for adverse events and severe adverse events.,Observation,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001,1. Today’s Date | AE report date,09/09/1999=not done,variable
http://purl.obolibrary.org/obo/EUPATH_0041157,Adverse event severity,3 | 5,126plate200::aeintensity | 226plate300::aeintensity | 227plate300::aetoxgr | ext_mgmt_bv_aed_st::severity | ext_bv_sae_st::saegrd,226plate300 | 227plate300 | 126plate200 | ext_mgmt_bv_aed_st | ext_bv_sae_st,Collected for adverse events and severe adverse events.,Observation,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001,1f. Intensity | 1. AE severity | 5a. Severity of symptoms | Severity of AE,"[0=Blank] [1=Mild] [2=Moderate] [3=Severe] [4=Life-threatening] | 0. Blank, 1. Mild, 2. Moderate, 3. Severe, 4. Life threatening. | 1 = Mild, 2 = Moderate; 3= severe | 1 = Mild; 2 = Moderate; 3 = Severe",variable
http://purl.obolibrary.org/obo/EUPATH_0041158,Adverse event start date,2,226plate300::aestdt | 227plate300::aestdat | 126plate200::aestdt | ext_mgmt_bv_aed_st::aedt | ext_bv_sae_st::saerdt,226plate300 | 227plate300 | 126plate200 | ext_mgmt_bv_aed_st | ext_bv_sae_st,Collected for adverse events and severe adverse events.,Observation,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001,1b. Start Date | 1. AE start date | 2. Date of earliest symptom(s) onset | AE onset date,,variable
http://purl.obolibrary.org/obo/EUPATH_0036559,Associated study procedure,10,ext_mgmt_bv_aed_st::type,ext_mgmt_bv_aed_st,Indicates which study procedure occurred up to 48 hours before the reported adverse event. Not collected for serious adverse events (SAEs).,Observation,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001,AE type,L/M administration; Phlebotomy; Vaccination,variable
http://purl.obolibrary.org/obo/EUPATH_0041168,Relationship to study intervention,4 | 6,227plate300::aerelproc | 126plate200::aerelation | 226plate300::aerelation | ext_mgmt_bv_aed_st::relation | ext_bv_sae_st::saerlt,226plate300 | 227plate300 | 126plate200 | ext_mgmt_bv_aed_st | ext_bv_sae_st,Collected for adverse events and severe adverse events.,Observation,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001,1h. Relationship | 1. AE relationship | Relationship to intervention | 5b. Relationship to study interventions,"0. Blank, 1. Definitely Related, 2. Probably related, 3. Possibly related, 4. Unlikely related, 5. Not releated | [0=Blank] [1=Unrelated] [2=Unlikely] [3=Possibly] [4=Probably] [5=Definitely] | 1=  Definitely; 2= Possibly; 3= Unrelated | 1 = Definitely related; 2 = Possibly related; 3 = Unrelated",variable
http://purl.obolibrary.org/obo/EUPATH_0041169,Serious adverse event,9 | 11,126plate200::aesae | 226plate300::aesae | 227plate300::aeser | ext_mgmt_bv_aed_st::saeyes | ext_bv_sae_st::saeyes,226plate300 | 227plate300 | 126plate200 | ext_mgmt_bv_aed_st | ext_bv_sae_st,Indicates if the adverse event was considered a serious adverse event.,Observation,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001,1e. SAE | 1. AE is a SAE | 4.Did the event result in any of the following: Death; Life-Threatening event; Hospitalization or prolongatin in existing hospitalization; Significant disability or incapacity,[0=Blank] [1=Yes] [2=No] | 1. Yes or 2. No | 1=Yes; 2=No,variable
http://purl.obolibrary.org/obo/EUPATH_0036556,Serious adverse event hospitalization date,13,ext_bv_sae_st::saespdt,ext_bv_sae_st,Date hospitalized for severe adverse event (SAE). Only collected for serious adverse events.,Observation,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001,4c. Date of hospitalization,,variable
http://purl.obolibrary.org/obo/EUPATH_0036555,Seriousness criteria,12,ext_bv_sae_st::saevnt,ext_bv_sae_st,Only collected for serious adverse events.,Observation,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001,"4a.If the answer to # 4 is YES, which event was the final outcome?",1 = Death; 2 = Life-threatening event; 3 = Hospitalization or prolongationof existing hospitalizatio; 4 = Significant disability or incapacity,variable
http://purl.obolibrary.org/obo/EUPATH_0010084,'MUAC (cm)' | MUAC (cm),3 | 20,muac | 226plate012::muarmcircum | 226plate211::muarmcircum | 226plate042::muarmcircum | 226plate201::muarmcircum | 126plate313::muarmcircum | 226plate082::muarmcircum | 226plate221::muarmcircum | 126plate037::muarmcircum | 126plate033::muarmcircum | 126plate092::muarmcircum | 226plate102::muarmcircum | 126plate413::muarmcircum | 226plate112::muarmcircum112 | 226plate152::muarmcircum | 226plate004::muarmcircum | 226plate032::muarmcircum | 226plate022::muarmcircum | 226plate052::muarmcircum | _muc | csfarmci | f4b_out_muac1 | end_muac | base_rehyd_muac | f4b_muac1 | f7_muac1 | base_out_muac | f4b_rehyd_muac1 | base_muac | base_find_muac | f4b_find_muac1 | base_muac_comb | f5_muac1 | F4B_FIND_MUAC_1 | F4B_REHYD_MUAC_1 | F5_MUAC1 | F4B_MUAC1 | F4B_OUT_MUAC_1 | F7_MUAC1,umsp | 226plate211 | 226plate221 | 226plate102 | 126plate033 | 126plate092 | 226plate112 | 226plate012 | 126plate313 | 226plate022 | 226plate032 | 226plate201 | 126plate413 | 226plate004 | 226plate152 | 126plate037 | 226plate042 | 226plate052 | 226plate082 | _clin_rev_de | csf | vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,2.7./3.8 Mid-Upper Arm Circum | Mid-upper arm circumference (mm) | Mid-upper arm circumference of the child at follow-up in cm (taken as the median over three measurements) | MUAC: | Median mid-upper arm circumference (MUAC) of the child at the time of enrollment (cm). If the child was rehydrated in the hospital then the last measured MUAC is used. | MUAC 1st | First MUAC (cm) | Physical findings: 1c. MUAC 1st | Outcome if addl Rehyd Need. MUAC 1st | 4 hrs after. MUAC 1st | Outcome when Leaving. MUAC 1st,numeric | Num,variable | derived
http://purl.obolibrary.org/obo/EUPATH_0010383,Anthropometry flag,26,,,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,multifilter
http://purl.obolibrary.org/obo/EUPATH_0000661,BMI (kg/m2),4 | 1,ext_mgmt_bv_danth::bmi | base_bmi | F5_BMI | F4B_BMI | F4B_OUT_BMI | F7_BMI | F4B_FIND_BMI | F4B_Last_BMI | F4B_REHYD_BMI,ext_mgmt_bv_danth | vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,BMI derived (Wt in Kg/Ht in meter 2 | WHO growth standards body mass index (BMI) at enrollment | Outcome when Leaving Hosp/Health Center: After Rehyd Calculated BMI=weight / squared(_CLENHEI) | Outcome if addl Rehyd Need: After Rehyd Calculated BMI=weight / squared(_CLENHEI) | Outcome 4hrs After Rehyd: Calculated BMI=weight / squared(_CLENHEI) | Physical findings: Calculated BMI=weight / squared(_CLENHEI) | Last calculated BMI,numeric | Num,variable
http://purl.obolibrary.org/obo/EUPATH_0010093,"BMI, using median length or height",5,F5_MED_BMI | F4B_Last_med_BMI | F7_MED_BMI | F4B_REHYD_MED_BMI | F4B_OUT_MED_BMI | F4B_MED_BMI | F4B_FIND_MED_BMI,gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Outcome when Leaving Hosp/Health Center: After Rehyd Calculated BMI=weight / squared(_CLENHEI) | Physical findings: Calculated BMI=weight / squared(_CLENHEI) (median ht) | Outcome if addl Rehyd Need: After Rehyd Calculated BMI=weight / squared(_CLENHEI) | Last calculated BMI (median height) | Outcome 4hrs After Rehyd: Calculated BMI=weight / squared(_CLENHEI) (median ht),Num,variable
http://purl.obolibrary.org/obo/EUPATH_0000662,BMI-for-age z-score,10 | 12 | 13,zscores_all::zbmi | _zbmi | _zbmi_30d | end_bmi | end_baz | base_baz | F7_BMIZ | F4B_Last_BMIZ | F4B_FIND_BMIZ | F4B_REHYD_BMIZ | F4B_BMIZ | F5_BMIZ | F4B_OUT_BMIZ,zscores_all | _clin_rev_de | vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,"Body Mass Index (BMI)-for-age z-score, measured in participants 24m and older. Anthropometry was assessed on a monthly basis up to and including 36m of age, and subsequently every 3 months up to and including 60m of age. | Calculated using WHO child growth standards. Data from 30-day follow-up only available for cases.",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,"Body Mass Index (BMI)-for-age Z-score for children 2+ years old. calculated | BMI for age z-score (WHO) | BMI for age z-score (WHO), 30 day FU | WHO growth standards body mass index-for-age z-score at enrollment | WHO growth standards body mass index-for-age z-score at follow-up | WHO growth standards body mass index (BMI) at follow-up | Last BMI-for-Age Z-Score | Outcome if addl Rehyd Need: After Rehyd Calculated BMI for Age Z-score | Physical findings: BMI-for-age z-score | Outcome when Leaving Hosp/Health Center: After Rehyd Calculated BMI for Age Z-score | Outcome 4hrs After Rehyd: BMI-for-age z-score",NA | numeric | Num,variable | derived
http://purl.obolibrary.org/obo/EUPATH_0033150,BMI-for-age z-score categorization,13,_bmianthro_30d | _bmianthro,_clin_rev_de,Calculated using WHO child growth standards. Data from 30-day follow-up only available for cases.,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,"BMI for age (WHO) | BMI for age (WHO), 30 day FU",1 = Outlier low (z-score <-6 SDs); 2 = Severe (>=-6 SDs and <-3 SDs); 3 = Moderate (>=-3 SDs and <-2 SDs); 4 = Normal (>=-2 SDs and <=+5 SDs); 5 = Outlier high (+5 SDs),variable
http://purl.obolibrary.org/obo/EUPATH_0035072,BMI-for-age z-score flag,12,anthro_dh::bmiz_x,anthro_dh,"Whether the BMI-for-age z-score for the target child participant was flagged for being greater than 5 or less than -5. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,"Abs(BMIZ)>5, set to missing",0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0010094,"BMI-for-age z-score, using median length or height",14,F4B_OUT_MED_BMIZ | F4B_Last_med_BMIZ | F4B_FIND_MED_BMIZ | F5_MED_BMIZ | F4B_MED_BMIZ | F4B_REHYD_MED_BMIZ | F7_MED_BMIZ,gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Physical findings: BMI-for-age z-score (median ht) | Outcome if addl Rehyd Need: After Rehyd Calculated BMI for Age Z-score (median ht) | Outcome when Leaving Hosp/Health Center: After Rehyd Calculated BMI for Age Z-score (median ht) | Last calculated BMI-for-age z-score (median height) | Outcome 4hrs After Rehyd: BMI-for-age z-score (median ht),Num,variable
http://purl.obolibrary.org/obo/EUPATH_0035071,"BMI-for-age z-score, using median weight and median length or height",11,anthro_dh::bmiz,anthro_dh,"BMI-for-age z-score for the target child participant, using median weight and median length or height. Values greater than 5 or less than -5 were flagged and set to missing.  Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,BMI-for-age Z-score,-4.57 to 4.67,variable
http://purl.obolibrary.org/obo/EUPATH_0031205,Birth weight source,,f5_bwt_source,vida_enrl_040119.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,variable
http://purl.obolibrary.org/obo/EUPATH_0010070,Caretaker plus participant weight (kg) | Caregiver plus participant weight (kg),24 | 29,anthro_dh::c408 | f4b_out_wt_child | f4b_find_wt_child | f4b_wt_child | f5_wt_child | f7_wt_child | f4b_rehyd_wt_child | F4B_FIND_WT_CHILD | F4B_WT_CHILD | F4B_REHYD_WT_CHILD | F4B_OUT_WT_CHILD | F5_WT_CHILD | F7_WT_CHILD,anthro_dh | vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,"Measurement #1 of the weight of the target child participant plus the mother, in kg. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Mother plus target child participant weights may not have been recorded at the endline anthropometry assessment if the target child was weighed directly.",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Child weight w/ mother meas 1 | Weight of caretaker+child | 0-23 months old: (Weight of caretaker with and without child): | Caretaker + child weight | Outcome 4hrs After Rehyd: Weight 4 hrs after caretaker + child | Outcome when Leaving Hosp/Health Center: Weight of Caretaker + Child | Physical findings: Weight 0-23 months Caretaker + Child | Outcome if addl Rehyd Need: After Rehyd Weight of Caretaker + Child,numeric | 33.25 to 92.95 | Num,variable | derived
http://purl.obolibrary.org/obo/EUPATH_0035086,"Caretaker plus participant weight (kg), 2nd",30,anthro_dh::c409,anthro_dh,"Measurement #2 of the weight of the target child participant plus the mother, in kg. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Mother plus target child participant weights may not have been recorded at the endline anthropometry assessment if the target child was weighed directly.",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Child weight w/ mother meas 2,33.05 to 92.75,variable
http://purl.obolibrary.org/obo/EUPATH_0035087,"Caretaker plus participant weight (kg), 3rd",31,anthro_dh::c410,anthro_dh,"Measurement #3 of the weight of the target child participant plus the mother, in kg. A 3rd measurement was only taken if the difference between measures 1 & 2 is greater than or equal to 0.1 kg. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Mother plus target child participant weights may not have been recorded at the endline anthropometry assessment if the target child was weighed directly.",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Child weight w/ mother meas 3,33.15 to 92.95,variable
http://purl.obolibrary.org/obo/EUPATH_0010071,Caretaker weight (kg) | Caregiver weight (kg),25 | 32,anthro_dh::c404 | f7_wt_care | f5_wt_care | f4b_find_wt_care | f4b_wt_care | f4b_out_wt_care | f4b_rehyd_wt_care | F5_WT_CARE | F7_WT_CARE | F4B_FIND_WT_CARE | F4B_WT_CARE | F4B_REHYD_WT_CARE | F4B_OUT_WT_CARE,anthro_dh | vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,"Measurement #1 of the weight of the target child participant's mother, in kg. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Mother's weights may not have been recorded at the endline anthropometry assessment if the target child was weighed directly.",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Maternal weight meas 1 | Caretaker weight | Weight of caretaker | Physical findings: Weight 0-23 months Caretaker alone | Outcome when Leaving Hosp/Health Center:  Weight of Caretaker | Outcome if addl Rehyd Need: After Rehyd Weight of Caretaker | Outcome 4hrs After Rehyd: Weight after 4 hrs caretaker alone,numeric | 26.15 to 90 | Num,variable
http://purl.obolibrary.org/obo/EUPATH_0035088,"Caretaker weight (kg), 2nd",33,anthro_dh::c405,anthro_dh,"Measurement #2 of the weight of the target child participant's mother, in kg. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Mother's weights may not have been recorded at the endline anthropometry assessment if the target child was weighed directly.",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Maternal weight meas 2,26.2 to 90,variable
http://purl.obolibrary.org/obo/EUPATH_0035089,"Caretaker weight (kg), 3rd",34,anthro_dh::c406,anthro_dh,"Measurement #3 of the weight of the target child participant's mother, in kg. A 3rd measurement was only taken if the difference between measures 1 & 2 is greater than or equal to 0.1 kg. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age). Mother's weights may not have been recorded at the endline anthropometry assessment if the target child was weighed directly.",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Maternal weight meas 3,27.7 to 82.65,variable
http://purl.obolibrary.org/obo/EUPATH_0031026,Change in HAZ score from enrollment to follow-up,,delta_haz,vida_enrl_040119.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Change in HAZ score from enrollment to follow-up,numeric,derived
http://purl.obolibrary.org/obo/EUPATH_0031028,Change in MUAC from enrollment to follow-up,,delta_muac_comb | delta_muac,vida_enrl_040119.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Change in MUAC from enrollment to follow-up,numeric,derived
http://purl.obolibrary.org/obo/EUPATH_0031029,Change in MUACZ from enrollment to follow-up,,delta_muaz_comb | delta_muaz,vida_enrl_040119.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Change in MUACZ from enrollment to follow-up,numeric,derived
http://purl.obolibrary.org/obo/EUPATH_0031030,Change in WAZ from enrollment to follow-up,,delta_waz_comb | delta_waz,vida_enrl_040119.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Change in WAZ from enrollment to follow-up,numeric,derived
http://purl.obolibrary.org/obo/EUPATH_0031032,Change in WHZ score from enrollment to follow-up,,delta_whz | delta_whz_comb,vida_enrl_040119.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Change in WHZ score from enrollment to follow-up,numeric,derived
http://purl.obolibrary.org/obo/EUPATH_0031027,Change in height from enrollment to follow-up,,delta_ht,vida_enrl_040119.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Change in height from enrollment to follow-up,numeric,derived
http://purl.obolibrary.org/obo/EUPATH_0031031,Change in weight from enrollment to follow-up,,delta_wt_comb | delta_wt,vida_enrl_040119.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Change in weight from enrollment to follow-up,numeric,derived
http://purl.obolibrary.org/obo/EUPATH_0031209,Days after birth 1st weight taken,,f5_wt_days,vida_enrl_040119.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,variable
http://purl.obolibrary.org/obo/EUPATH_0000683,Head circumference (cm),16 | 26,zscores_all::head | anthro_dh::c418,zscores_all | anthro_dh,"Head circumference in cm. Anthropometry was assessed on a monthly basis up to and including 36m of age, and subsequently every 3 months up to and including 60m of age. | Measurement #1 of the head circumference of the target child participant, in cm. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Head circumference in cm. CAF/MOA/MOB/MOC | Head circumference meas 1,>10 unique values | 34.9 to 99.9,variable
http://purl.obolibrary.org/obo/EUPATH_0035084,"Head circumference (cm), 2nd",27,anthro_dh::c419,anthro_dh,"Measurement #2 of the head circumference of the target child participant, in cm. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Head circumference meas 2,35 to 99.9,variable
http://purl.obolibrary.org/obo/EUPATH_0035085,"Head circumference (cm), 3rd",28,anthro_dh::c420,anthro_dh,"Measurement #3 of the head circumference of the target child participant, in cm. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Head circumference meas 3,37.5 to 442.4,variable
http://purl.obolibrary.org/obo/EUPATH_0000682,Head circumference-for-age z-score,9,zscores_all::zhc,zscores_all,"Head circumference z-score. Anthropometry was assessed on a monthly basis up to and including 36m of age, and subsequently every 3 months up to and including 60m of age.",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Head circumference Z-score. calculated,>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0035076,Head circumference-for-age z-score flag,16,anthro_dh::hcz_x,anthro_dh,"Whether the head circumference-for-age z-score for the target child participant was flagged for being greater than 5 or less than -5. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,"Abs(HCZ)>5, set to missing",0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0035075,"Head circumference-for-age z-score, using median circumference",15,anthro_dh::hcz,anthro_dh,"Head circumference-for-age z-score for the target child participant, using median circumference. Values greater than 5 or less than -5 were flagged and set to missing.  Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Head circumference-for-age z-score,-4.96 to 3.33,variable
http://purl.obolibrary.org/obo/EUPATH_0010075,Height (cm),1 | 2 | 17 | 14,height | zscores_all::height | hght | 226plate004::height | 227plate005::vsorres.6 | ext_mgmt_bv_danth::htcm | ext_bv_sbo::sbht | _height | csfhele | f4b_ht1 | f5_ht1 | f7_ht1 | F7_HT1 | F5_HT1 | F4B_HT1,umsp | PRISM 2 expanded database through February 28th 2019.dta | zscores_all | score_sm_cohort_ken_tan_march3_2020 | gujaratseveremalaria_data_2020-03-015_revised | 227plate005 | 226plate004 | ext_mgmt_bv_danth | ext_bv_sbo | CRF_DATA | _clin_rev_de | csf | vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,"Height in cm, measured in participants 24m and older. Anthropometry was assessed on a monthly basis up to and including 36m of age, and subsequently every 3 months up to and including 60m of age. | Height | Only assessed at enrollment in the 2nd phase of data collection and at scheduled visits in the 3rd phase of data collection.",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Height (cm) | height | Height in cm | Height in cm (after 2y). MOC/AVF | Height | Height measured using standardized technique (stadiometer) | 1.6 Height result | 7.6 Height | 3b. Length of baby in Cm | 8. Length of the baby in cm | 0-23 month first height (cm) | Height 1st | Physical findings: 1b. Height 1st,0 - missing | NA | numeric | >10 unique values | 999.9 = missing | Num,variable
http://purl.obolibrary.org/obo/EUPATH_0010076,"Height (cm), 2nd",18,f7_ht2 | f4b_ht2 | f5_ht2 | F7_HT2 | F4B_HT2 | F5_HT2,vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,0-23 month second height (cm) | Height 2nd | Physical findings: 1b. Height 2nd,numeric | Num,variable
http://purl.obolibrary.org/obo/EUPATH_0010077,"Height (cm), 3rd",19,f4b_ht3 | f7_ht3 | f5_ht3 | F7_HT3 | F5_HT3 | F4B_HT3,vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Height 3rd | 0-23 month third height (cm) | Physical findings: 1b. Height 3rd,numeric | Num,variable
http://purl.obolibrary.org/obo/EUPATH_0011894,Height-for-age z-score,4 | 3,zscores_all::zhei | ext_mgmt_bv_danth::haz,zscores_all | ext_mgmt_bv_danth,"Height-for-age z-score. Anthropometry was assessed on a monthly basis up to and including 36m of age, and subsequently every 3 months up to and including 60m of age.",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Height-for-age Z-score (height from MOC/AVF). calculated | Height for age assessed using MGRS application,>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0015710,Length- or height-for-age z-score,4 | 2 | 11,zscores_all::haz | _zlen | _zlen_30d | base_haz | end_haz | F5_HAZ | F4B_HAZ | F7_HAZ,zscores_all | _clin_rev_de | vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,"Length-for-age or height-for-age z-score, as appropriate by age. Length used when younger than 24m, height used when older than 24m. Anthropometry was assessed on a monthly basis up to and including 36m of age, and subsequently every 3 months up to and including 60m of age. | Calculated using WHO child growth standards. Data from 30-day follow-up only available for cases.",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,"Length-for-age z-score or Height-for-age Z-score, as appropriate by age (length<2y, height>2y). calculated | Height/length for age z-score (WHO), 30 day FU | Height/length for age z-score (WHO) | WHO growth standards height-for-age z-score at enrollment | WHO growth standards height-for-age z-score at follow-up | Physical findings: Length/height-for-age z-score",NA | numeric | Num,variable | derived
http://purl.obolibrary.org/obo/EUPATH_0033199,Length- or height-for-age z-score categorization,5,_lenanthro | _lenanthro_30d,_clin_rev_de,Calculated using WHO child growth standards. Data from 30-day follow-up only available for cases.,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,"Height/length for age (WHO) | Height/length for age (WHO), 30 day FU",1=Outlier low (z-score <-6 SDs); 2=Severe (>=-6 SDs and <-3 SDs); 3=Moderate (>=-3 SDs and <-2 SDs); 4=Normal (>=-2 SDs and <=+6 SDs); 5=Outlier high (>+6 SDs);,variable
http://purl.obolibrary.org/obo/EUPATH_0035068,Length- or height-for-age z-score flag,8,anthro_dh::laz_x,anthro_dh,"Whether the length- or height-for-age z-score for the target child participant was flagged for being greater than 6 or less than -6. Anthropometry of target children was assessed 1 year after intervention initiation (midline, when target children were 8-15m of age) and 2 years after intervention initiation (endline, when target children were 21-27m of age).",Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,"Abs(LAZ)>6, set to missing",0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0010082,"Length- or height-for-age z-score, using median length or height",12,F7_MED_HAZ | F4B_MED_HAZ | F5_MED_HAZ,gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Physical findings: Length/height-for-age z-score (median ht),Num,variable
