IRI,label,parentIRI,parentLabel,replaces,dataSet
http://purl.obolibrary.org/obo/EUPATH_0054757,Most listen radio station 1,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054758,Most listen radio station 2,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054542,Newspapers that read most,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0058211,Newspapers that read most specified,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0029005,Nights in field count,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,India ICEMR Meghalaya Cohort
http://purl.obolibrary.org/obo/EUPATH_0021285,Other activity before bedtime,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,India ICEMR Behavior Cross-sectional
http://purl.obolibrary.org/obo/EUPATH_0022314,Other community engagement,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,ICEMR2_cross_sectional
http://purl.obolibrary.org/obo/EUPATH_0020163,Out of bed time,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Amazonia ICEMR Brazil Cohort | PRISM2 ICEMR Cohort | ICEMR2_cross_sectional | PRISM2 ICEMR Border Cohort | India ICEMR Meghalaya Cohort | India ICEMR Behavior Cross-sectional
http://purl.obolibrary.org/obo/EUPATH_0050121,Overnight stay for work or study,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0057932,Overnight stay location,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0028017,Overnight visitor since last visit,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,PRISM2 ICEMR Border Cohort
http://purl.obolibrary.org/obo/EUPATH_0050122,Plantation after dark,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050123,Plantation before sunrise,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050124,Plantation daytime,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050125,Plantation frequency,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050126,Plantation morning,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0054676,Read newspaper,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0041013,Reason for frequenting the river,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Kalifabougou
http://purl.obolibrary.org/obo/EUPATH_0022254,Reason in forest at night,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Amazonia ICEMR Brazil Cohort
http://purl.obolibrary.org/obo/EUPATH_0064033,Reason mask not worn,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,LLINEUP2
http://purl.obolibrary.org/obo/EUPATH_0053163,Reason to sleep outdoors,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Namibia_RACD_rfMDA_RAVC
http://purl.obolibrary.org/obo/EUPATH_0050190,Refugee camp in last 3 months,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050191,Refugee camp visted after dark,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050192,Refugee camp visted before sunrise,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050193,Refugee camp visted daytime,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050194,Refugee camp visted morning,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050195,Resided at current location > 6 months,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050127,Route description,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0021292,Seasonal change in activites before 6 am,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,India ICEMR Behavior Cross-sectional
http://purl.obolibrary.org/obo/EUPATH_0021293,Seasonal change in activites before 6 am description,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,India ICEMR Behavior Cross-sectional
http://purl.obolibrary.org/obo/EUPATH_0021287,Seasonal change in activities before bedtime,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,India ICEMR Behavior Cross-sectional
http://purl.obolibrary.org/obo/EUPATH_0021288,Seasonal change in activities before bedtime description,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,India ICEMR Behavior Cross-sectional
http://purl.obolibrary.org/obo/EUPATH_0050128,Seasonal change to route,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0053175,Sleep at school,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Namibia_RACD_rfMDA_RAVC
http://purl.obolibrary.org/obo/EUPATH_0022249,Sleep by river,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Amazonia ICEMR Brazil Cohort
http://purl.obolibrary.org/obo/EUPATH_0051101,Sleep outside,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,India ICEMR DAMaN
http://purl.obolibrary.org/obo/EUPATH_0051102,Sleep outside under ITN,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,India ICEMR DAMaN
http://purl.obolibrary.org/obo/EUPATH_0022194,Sleep with window open,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Amazonia ICEMR Brazil Cohort
http://purl.obolibrary.org/obo/EUPATH_0020169,Sleeping area ID,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,PRISM2 ICEMR Cohort
http://purl.obolibrary.org/obo/EUPATH_0021289,Sleeping location,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,India ICEMR Behavior Cross-sectional | India ICEMR Meghalaya Cohort
http://purl.obolibrary.org/obo/EUPATH_0053177,Sleeping location at school,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Namibia_RACD_rfMDA_RAVC
http://purl.obolibrary.org/obo/EUPATH_0022322,Sleeping location last night,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,ICEMR2_cross_sectional
http://purl.obolibrary.org/obo/EUPATH_0020170,Sleeping room number,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,PRISM2 ICEMR Cohort
http://purl.obolibrary.org/obo/EUPATH_0020268,Slept in dwelling last night,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,PRISM2 ICEMR Border Cohort | PRISM2 ICEMR Cohort
http://purl.obolibrary.org/obo/EUPATH_0053181,Slept in this community during last four weeks,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Namibia_RACD_rfMDA_RAVC
http://purl.obolibrary.org/obo/EUPATH_0057785,Slept indoors or outdoors last night,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0054852,Source of SMS/calls/WhatsApp specified,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054797,TV channel/station 1,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054798,TV channel/station 2,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054799,TV channel/station 3,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0029006,Take ITN when in fields at night,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,India ICEMR Meghalaya Cohort
http://purl.obolibrary.org/obo/EUPATH_0054800,Television Program 1,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054801,Television Program 2,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0054802,Television Program 3,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0057786,Time entered house last night,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0057933,Time in location,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0054544,Time to listen radio,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0057794,Time to seek medical treatment,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0057934,Transit time to location,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0057802,Transport to health facility,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SSA ICEMR Kenya Cohort | SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0057935,Transport to location,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0050129,Transport to work,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0057937,Trip frequency to location,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0050131,Trips to forest after dark,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050132,Trips to forest before sunrise,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050133,Trips to forest daytime,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050130,Trips to forest in last 3 months,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050134,Trips to forest morning,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050206,Trips to water after dark,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050207,Trips to water before sunrise,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050208,Trips to water daytime,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050209,Trips to water in last 3 months,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050210,Trips to water morning,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0054538,Using social media and dating App,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054862,Using social media and dating App specified,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054787,Watch television,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/FOODON_03450002,Way to cook food,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Demand_creation_evaluation_questionnaire | Jilinde_healthcareprovider_cohort | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0057936,Went alone to location,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0057817,Went to cassava field with,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0057938,Went to location with close relatives,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0057939,Went to location with coworkers,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0057940,Went to location with others,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0057941,Went to location with relatives or friends,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0057819,Went to other location,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0057818,Went to other location with,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0054749,When to listen to radio most,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054828,Whether access to a mobile phone,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054827,Whether have own mobile phone,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Jilinde_awareness_survey | Demand_creation_evaluation_questionnaire
http://purl.obolibrary.org/obo/EUPATH_0054711,Whether read magazines,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Demand_creation_evaluation_questionnaire | Jilinde_awareness_survey
http://purl.obolibrary.org/obo/EUPATH_0050135,Work departure time,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,ICEMR2_cross_sectional | Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0050136,Work on plantation in last 3 months,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Myanmar ICEMR
http://purl.obolibrary.org/obo/EUPATH_0022325,Work return time,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,ICEMR2_cross_sectional
http://purl.obolibrary.org/obo/EUPATH_0057942,Worked in location in last 2 months,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,SW PACIFIC
http://purl.obolibrary.org/obo/EUPATH_0049818,Ask a provider if I'm not sure something I've heard about family planning is true or not,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049817,Ask a provider questions I have about family planning methods,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049819,Ask a provider to clarify something they have told me about family planning,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049811,Ask partner to use a condom if I want him to,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049816,Bring up the topic of family planning with a health care provider,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049822,Choose a family planning method that will work well for me,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049813,"Choose a family size, time between births, or family planning method that mother in law does not agree with",http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049815,Continue a family planning method if friends and family found out,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049807,Discuss family size with partner,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049809,Discuss specific family planning methods with partner,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049808,Discuss with partner if and when would like to get pregnant again,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049825,Find solutions to bothersome side effects from family planning or switch methods if needed,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049810,Fully express my opinions about family size and family planning methods with partner,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049821,Have some control over if and when I get pregnant again,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049824,Obtain a different method of family planning if the one I want is not available,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049823,"Obtain the method of family planning I want, if I want one",http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049812,Reach an agreement with my partner about use of family planning,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049814,Start a family planning method if friends and family might find out,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049827,Stop using family planning and get pregnant again if and when I want to,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049820,Tell a provider what is important to me in choosing a family planning method,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049826,Use a family planning method according to instructions to prevent pregnancy,http://purl.obolibrary.org/obo/EUPATH_0049806,Adapted contraceptive self-efficacy scale,,GANC
http://purl.obolibrary.org/obo/EUPATH_0010601,Cumulative sum Adenovirus-pos 1st diarrheal stools,http://purl.obolibrary.org/obo/EUPATH_0011837,Adenovirus aggregate data,,MAL-ED 0-60m Cohort
http://purl.obolibrary.org/obo/EUPATH_0010602,Cumulative sum Adenovirus-pos 1st monthly stools,http://purl.obolibrary.org/obo/EUPATH_0011837,Adenovirus aggregate data,,MAL-ED 0-60m Cohort
http://purl.obolibrary.org/obo/EUPATH_0010600,Cumulative sum Adenovirus-pos stools,http://purl.obolibrary.org/obo/EUPATH_0011837,Adenovirus aggregate data,,MAL-ED 0-60m Cohort
http://purl.obolibrary.org/obo/EUPATH_0015288,"Adenovirus 40/41, by ELISA",http://purl.obolibrary.org/obo/EUPATH_0011964,Adenovirus in stool,,GEMS1 Case Control | GEMS1A Case Control
http://purl.obolibrary.org/obo/EUPATH_0015289,"Adenovirus non-40/41, by ELISA",http://purl.obolibrary.org/obo/EUPATH_0011964,Adenovirus in stool,,GEMS1 Case Control | GEMS1A Case Control
http://purl.obolibrary.org/obo/EUPATH_0010599,"Adenovirus, by ELISA",http://purl.obolibrary.org/obo/EUPATH_0011964,Adenovirus in stool,,MAL-ED 0-60m Cohort
http://purl.obolibrary.org/obo/EUPATH_0010061,60 day follow-up conducted,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,VIDA Case Control | GEMS1 Case Control | GEMS1A Case Control
http://purl.obolibrary.org/obo/EUPATH_0047023,ANC survey of recently delivered woman complete,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,GANC
http://purl.obolibrary.org/obo/EUPATH_0031006,Able to identify child,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,VIDA Case Control
http://purl.obolibrary.org/obo/EUPATH_0047022,Additional strategies to trace participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,PPFP Choices KenyaPP | GANC
http://purl.obolibrary.org/obo/EUPATH_0051208,Additional strategies to trace participant specified,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,PPFP Choices KenyaPP
http://purl.obolibrary.org/obo/EUPATH_0011028,Age at 1st day of biweekly breastfeeding surveillance,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,MAL-ED 0-60m Cohort
http://purl.obolibrary.org/obo/EUPATH_0010368,Age at eligibility form completion,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,GEMS1 Case Control | GEMS1A Case Control | VIDA Case Control
http://purl.obolibrary.org/obo/EUPATH_0031203,Age at follow-up,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,VIDA Case Control
http://purl.obolibrary.org/obo/EUPATH_0011147,Age at last contact,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,PROVIDE Randomized Controlled Trial | MAL-ED 0-60m Cohort
http://purl.obolibrary.org/obo/EUPATH_0010505,Age at last illness surveillance,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,MAL-ED 0-60m Cohort
http://purl.obolibrary.org/obo/EUPATH_0051008,Age group at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,Preventing Congenital Syphilis
http://purl.obolibrary.org/obo/EUPATH_0047431,Agree to be interviewed,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,PPFP Choices KenyaPP | GANC
http://purl.obolibrary.org/obo/EUPATH_0010050,All forms complete,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,GEMS1 Case Control
http://purl.obolibrary.org/obo/EUPATH_0010052,All forms complete for all Good Pair members,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,GEMS1 Case Control
http://purl.obolibrary.org/obo/EUPATH_0010051,All lab forms complete,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,GEMS1 Case Control
http://purl.obolibrary.org/obo/EUPATH_0010053,All lab forms complete for all Good Pair members,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,GEMS1 Case Control
http://purl.obolibrary.org/obo/EUPATH_0021266,Answered household questions,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,India ICEMR Meghalaya Cohort | India ICEMR Behavior Cross-sectional
http://purl.obolibrary.org/obo/EUPATH_0047024,Antenatal survey year,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,GANC
http://purl.obolibrary.org/obo/EUPATH_0049403,Antibiotic arm,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,ELICIT
http://purl.obolibrary.org/obo/EUPATH_0047025,Attempts done,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,PPFP Choices KenyaPP | GANC
http://purl.obolibrary.org/obo/EUPATH_0051219,Attended immunization visit,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,PPFP Choices KenyaPP
http://purl.obolibrary.org/obo/EUPATH_0038282,Autopsy consent,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,SIP
http://purl.obolibrary.org/obo/EUPATH_0049210,Available for study,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,GAMIN RCT
http://purl.obolibrary.org/obo/EUPATH_0047026,Baseline survey complete,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,GANC
http://purl.obolibrary.org/obo/EUPATH_0047251,Baseline survey year,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,GANC
http://purl.obolibrary.org/obo/EUPATH_0061013,Birth count on admission day,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,BetterBirth
http://purl.obolibrary.org/obo/EUPATH_0010049,Case ID,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,VIDA Case Control | Malawi ICEMR Case-Control | GEMS1 Case Control | GEMS1A Case Control
http://purl.obolibrary.org/obo/EUPATH_0010375,Case or control participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,Malawi ICEMR Case-Control | PERCH Case Control | GEMS1A Case Control | VIDA Case Control | GEMS1 Case Control
http://purl.obolibrary.org/obo/EUPATH_0033155,Case-control sub-classification,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,PERCH Case Control | GEMS1A Case Control
http://purl.obolibrary.org/obo/EUPATH_0050009,Census interval,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,mordor
http://purl.obolibrary.org/obo/EUPATH_0050011,Census timepoint,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,mordor
http://purl.obolibrary.org/obo/EUPATH_0051245,Change in employment status,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,PPFP Choices KenyaPP
http://purl.obolibrary.org/obo/EUPATH_0051246,Change in marital status,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,PPFP Choices KenyaPP
http://purl.obolibrary.org/obo/EUPATH_0050599,Child present,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,avenir_rct
http://purl.obolibrary.org/obo/EUPATH_0042400,Child withdrawal date,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,PROMOTE BC3 Cohort
http://purl.obolibrary.org/obo/EUPATH_0026004,Cohort member,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,Southeast Asia ICEMR Surveillance
http://purl.obolibrary.org/obo/EUPATH_0053026,Community level intervention count,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,Namibia_RACD_rfMDA_RAVC
http://purl.obolibrary.org/obo/EUPATH_0056517,Complete form of knowledge of PrEP,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,Jilinde_healthcareprovider_cohort
http://purl.obolibrary.org/obo/EUPATH_0056518,Complete form of perceptions of key populations,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,Jilinde_healthcareprovider_cohort
http://purl.obolibrary.org/obo/EUPATH_0056519,Complete form of perceptions towards prep,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,Jilinde_healthcareprovider_cohort
http://purl.obolibrary.org/obo/EUPATH_0056520,Complete form of practice_confidence,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,Jilinde_healthcareprovider_cohort
