variable	variable2	values	mappedTerm
prism border cohort study expanded database::convulsions	prism border cohort study expanded database::convulsions	0	No
prism border cohort study expanded database::unabletosit	prism border cohort study expanded database::unabletosit	0	No
prism border cohort study expanded database::unabletosit	prism border cohort study expanded database::unabletosit	1	Yes
prism border cohort study expanded database::vomitingc	prism border cohort study expanded database::vomitingc	0	No
prism border cohort study expanded database::vomitingc	prism border cohort study expanded database::vomitingc	1	Yes
prism border cohort study expanded database::unabletodrink	prism border cohort study expanded database::unabletodrink	0	No
prism border cohort study expanded database::lethargy	prism border cohort study expanded database::lethargy	0	No
prism border cohort study expanded database::lethargy	prism border cohort study expanded database::lethargy	1	Yes
prism border cohort study expanded database::cerebral	prism border cohort study expanded database::cerebral	0	No
prism border cohort study expanded database::convulsions3	prism border cohort study expanded database::convulsions3	0	No
prism border cohort study expanded database::severeanemia	prism border cohort study expanded database::severeanemia	0	No
prism border cohort study expanded database::distress	prism border cohort study expanded database::distress	0	No
prism border cohort study expanded database::jaundice	prism border cohort study expanded database::jaundice	0	No
prism border cohort study expanded database::other	prism border cohort study expanded database::other	0	No
prism border cohort study expanded database::othersigns	prism border cohort study expanded database::othersigns	-9	:::UNDEF:::
prism border cohort study expanded database::bsreading	prism border cohort study expanded database::bsreading	-9	:::UNDEF:::
prism border cohort study expanded database::bsreading	prism border cohort study expanded database::bsreading	0	Routine
prism border cohort study expanded database::bsreading	prism border cohort study expanded database::bsreading	1	Urgent
prism border cohort study expanded database::bsdich	prism border cohort study expanded database::bsdich	0	No
prism border cohort study expanded database::bsdich	prism border cohort study expanded database::bsdich	1	Yes
prism border cohort study expanded database::bscat	prism border cohort study expanded database::bscat	0	
prism border cohort study expanded database::bscat	prism border cohort study expanded database::bscat	2	
prism border cohort study expanded database::bscat	prism border cohort study expanded database::bscat	3	
prism border cohort study expanded database::bscat	prism border cohort study expanded database::bscat	4	
prism border cohort study expanded database::gamdich	prism border cohort study expanded database::gamdich	0	No
prism border cohort study expanded database::gamdich	prism border cohort study expanded database::gamdich	1	Yes
prism border cohort study expanded database::anemia11	prism border cohort study expanded database::anemia11	0	No
prism border cohort study expanded database::anemia11	prism border cohort study expanded database::anemia11	1	Yes
prism border cohort study expanded database::qpcrdich	prism border cohort study expanded database::qpcrdich	0	No
prism border cohort study expanded database::qpcrdich	prism border cohort study expanded database::qpcrdich	1	Yes
prism border cohort study expanded database::qpcrcat	prism border cohort study expanded database::qpcrcat	0	
prism border cohort study expanded database::qpcrcat	prism border cohort study expanded database::qpcrcat	1	
prism border cohort study expanded database::qpcrcat	prism border cohort study expanded database::qpcrcat	2	
prism border cohort study expanded database::qpcrcat	prism border cohort study expanded database::qpcrcat	3	
prism border cohort study expanded database::qpcrcat	prism border cohort study expanded database::qpcrcat	4	
prism border cohort study expanded database::qpcrcat	prism border cohort study expanded database::qpcrcat	5	
prism border cohort study expanded database::qpcrcat	prism border cohort study expanded database::qpcrcat	6	
prism border cohort study expanded database::qpcrcat	prism border cohort study expanded database::qpcrcat	7	
prism border cohort study expanded database::qpcrcat	prism border cohort study expanded database::qpcrcat	8	
prism border cohort study expanded database::hospitalizations	prism border cohort study expanded database::hospitalizations	0	No
prism border cohort study expanded database::hospitalizations	prism border cohort study expanded database::hospitalizations	1	Yes
prism border cohort study expanded database::mfdone	prism border cohort study expanded database::mfdone	1	Yes
prism border cohort study expanded database::source	prism border cohort study expanded database::source	1	Colony
prism border cohort study expanded database::media	prism border cohort study expanded database::media	1	Whole blood
prism border cohort study expanded database::feedingmethod	prism border cohort study expanded database::feedingmethod	1	Membrane feeding
prism border cohort study expanded database::leaking	prism border cohort study expanded database::leaking	0	No
prism border cohort study expanded database::notfeeding	prism border cohort study expanded database::notfeeding	0	No
prism border cohort study expanded database::slept	prism border cohort study expanded database::slept	0	No
prism border cohort study expanded database::slept	prism border cohort study expanded database::slept	1	Yes
prism border cohort study expanded database::llin	prism border cohort study expanded database::llin	0	No
prism border cohort study expanded database::llin	prism border cohort study expanded database::llin	1	Yes
prism border cohort study expanded database::hospitalized	prism border cohort study expanded database::hospitalized	1	Yes
prism border cohort study expanded database::roa	prism border cohort study expanded database::roa	child is very weak and vomits everything	Weakness and vomiting everything
prism border cohort study individual level database::screening	prism border cohort study individual level database::screening	0	
prism border cohort study individual level database::screening	prism border cohort study individual level database::screening	1	
prism border cohort study individual level database::gender	prism border cohort study individual level database::gender	1	Male
prism border cohort study individual level database::gender	prism border cohort study individual level database::gender	2	Female
prism border cohort study individual level database::agecat	prism border cohort study individual level database::agecat	1	
prism border cohort study individual level database::agecat	prism border cohort study individual level database::agecat	2	
prism border cohort study individual level database::agecat	prism border cohort study individual level database::agecat	3	
prism border cohort study expanded database::med4code	prism border cohort study expanded database::med4code	-9	:::UNDEF:::
prism border cohort study expanded database::med4code	prism border cohort study expanded database::med4code	13	Ampiclox syrup (250 mg/5 mL)
prism border cohort study expanded database::med4code	prism border cohort study expanded database::med4code	14	Ascorbic Acid tablets (300 mg)
prism border cohort study expanded database::med4code	prism border cohort study expanded database::med4code	14	Vitamin C 
prism border cohort study expanded database::med4code	prism border cohort study expanded database::med4code	46	Clotrimazole skin cream (0.01)
prism border cohort study expanded database::med4code	prism border cohort study expanded database::med4code	56	Cough linctus 
prism border cohort study expanded database::med4code	prism border cohort study expanded database::med4code	114	Paracetamol 
prism border cohort study expanded database::med4code	prism border cohort study expanded database::med4code	214	Ferrous sulfate/Folic acid 
prism border cohort study expanded database::med5code	prism border cohort study expanded database::med5code	-9	:::UNDEF:::
prism border cohort study expanded database::med5code	prism border cohort study expanded database::med5code	114	Paracetamol 
prism border cohort study expanded database::med5code	prism border cohort study expanded database::med5code	214	Ferrous sulfate/Folic acid 
prism border cohort study expanded database::med6code	prism border cohort study expanded database::med6code	-9	:::UNDEF:::
prism border cohort study expanded database::med7code	prism border cohort study expanded database::med7code	-9	:::UNDEF:::
prism border cohort study expanded database::med8code	prism border cohort study expanded database::med8code	-9	:::UNDEF:::
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	50	Artemether-lumefantrine
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	56	Cough linctus 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	113	ORS 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	214	Ferrous sulfate/Folic acid 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	203	Piritex syrup 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	185	Zinc gluconate 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	9	Amoxicillin syrup (125 mg/5 mL)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	114	Paracetamol 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	32	Ceftriaxone injection (1 g)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	13	Ampiclox syrup (250 mg/5 mL)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	46	Clotrimazole skin cream (0.01)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	99	Metronidazole tablets (200 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	34	Cetrizine tablets (10 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	105	Nasal Drops 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	42	Chlorpheniramine tablets (4 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	96	Mebendazole tablets (100 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	8	Amoxicillin caps (250 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	77	Gentamicin eye/ear drops 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	183	Artenum/Artemether (25 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	255	Artesunate 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	82	Griseofulvin tablets (500 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	134	Tetracycline eye ointment 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	30	Carbamazepine tablets (200 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	12	Ampiclox caps (500 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	68	Diphenhydramine tablets 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	59	Dexona eye/ear drops 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	14	Ascorbic Acid tablets (300 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	14	Vitamin C 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	88	Ibuprofen 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	86	Hydrocortisone skin cream (0.01)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	201	Omeprazole (20 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	253	Cefixime 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	239	Ranitidine 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	43	Ciprofloxacin tablets (500 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	110	Normal saline solution (0.90%)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	109	Nitrofurantoin 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	202	Oxygen 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	284	Nifedipine 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	94	Magnesium triscilicate tablets (120 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	97	Metoclopramide tablets (10 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	23	Betamethasone eye drops 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	65	Diclofenac tablets (50 mg)
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	2	Activated charcoal 
prism border cohort study expanded database::med1code	prism border cohort study expanded database::med1code	26	Bisacodyl tablets (5 mg)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	114	Paracetamol 
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	185	Zinc gluconate 
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	113	ORS 
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	56	Cough linctus 
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	13	Ampiclox syrup (250 mg/5 mL)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	96	Mebendazole tablets (100 mg)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	203	Piritex syrup 
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	14	Ascorbic Acid tablets (300 mg)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	14	Vitamin C 
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	34	Cetrizine tablets (10 mg)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	141	Vitamin A caps (200000 iu)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	99	Metronidazole tablets (200 mg)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	9	Amoxicillin syrup (125 mg/5 mL)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	82	Griseofulvin tablets (500 mg)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	50	Artemether-lumefantrine 
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	8	Amoxicillin caps (250 mg)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	60	Dextrose solution (0.05)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	46	Clotrimazole skin cream (0.01)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	94	Magnesium triscilicate tablets (120 mg)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	12	Ampiclox caps (500 mg)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	88	Ibuprofen 
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	240	Anti-fungal cream 
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	32	Ceftriaxone injection (1 g)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	201	Omeprazole (20 mg)
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	253	Cefixime 
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	23	Betamethasone eye drops 
prism border cohort study expanded database::med2code	prism border cohort study expanded database::med2code	65	Diclofenac tablets (50 mg)
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	185	Zinc gluconate 
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	46	Clotrimazole skin cream (0.01)
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	199	Metronidazole syrup (200 mg/5 mL)
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	56	Cough linctus 
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	214	Ferrous sulfate/Folic acid 
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	114	Paracetamol 
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	222	Vitamin A injection 
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	82	Griseofulvin tablets (500 mg)
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	9	Amoxicillin syrup (125 mg/5 mL)
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	113	ORS 
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	50	Artemether-lumefantrine 
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	13	Ampiclox syrup (250 mg/5 mL)
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	96	Mebendazole tablets (100 mg)
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	77	Gentamicin eye/ear drops 
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	8	Amoxicillin caps (250 mg)
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	34	Cetrizine tablets (10 mg)
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	99	Metronidazole tablets (200 mg)
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	101	Multivitamin 
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	217	Doxycycline 
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	94	Magnesium triscilicate tablets (120 mg)
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	88	Ibuprofen 
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	200	Clotrimazole Pessary (100 mg)
prism border cohort study expanded database::med3code	prism border cohort study expanded database::med3code	65	Diclofenac tablets (50 mg)
