colOrder,overallOrder,display_Order,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,cookbookValues,termType,notesforOnt,notesforProvider,notesForDL
42,,,diar-public::u18,diar-public,http://purl.obolibrary.org/obo/EUPATH_0035045,Persons 18yrs and younger living in house,,Household,,,,,variable,,,
54,,,endline-anthro-public::u18,endline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035045,Persons 18yrs and younger living in house,,Household,,,,,variable,,,
54,,,midline-anthro-public::u18,midline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035045,Persons 18yrs and younger living in house,,Household,,,,,variable,,,
32,,,endline-anthro-public::underhc,endline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035076,Head circumference-for-age z-score flag,,Observation,,,,,variable,,,
32,,,midline-anthro-public::underhc,midline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035076,Head circumference-for-age z-score flag,,Observation,,,,,variable,,,
27,,,endline-anthro-public::underwt,endline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035066,Underweight,,Observation,,,,,variable,,,
27,,,midline-anthro-public::underwt,midline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035066,Underweight,,Observation,,,,,variable,,,
30,,,diar-public::walls,diar-public,http://purl.obolibrary.org/obo/EUPATH_0025167,Wall material type,,Household,,,,"0. Bamboo/mud/cane,1. Concrete,9. Missing/DK",variable,,,
42,,,endline-anthro-public::walls,endline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0025167,Wall material type,,Household,,,,"0. Bamboo/mud/cane,1. Concrete,9. Missing/DK",variable,,,
42,,,midline-anthro-public::walls,midline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0025167,Wall material type,,Household,,,,"0. Bamboo/mud/cane,1. Concrete,9. Missing/DK",variable,,,
26,,,endline-anthro-public::wasted,endline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035064,Wasted,,Observation,,,,,variable,,,
26,,,midline-anthro-public::wasted,midline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035064,Wasted,,Observation,,,,,variable,,,
28,,,diar-public::water_time,diar-public,http://purl.obolibrary.org/obo/EUPATH_0035032,Time to drinking water source (min),,Household,,,,,variable,,,
40,,,endline-anthro-public::water_time,endline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035032,Time to drinking water source (min),,Household,,,,,variable,,,
40,,,midline-anthro-public::water_time,midline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035032,Time to drinking water source (min),,Household,,,,,variable,,,
21,,,endline-anthro-public::waz,endline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035073,"Weight-for-age z-score, using median weight",,Observation,,,Weight-for-age Z-score,,variable,,,
21,,,midline-anthro-public::waz,midline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035073,"Weight-for-age z-score, using median weight",,Observation,,,Weight-for-age Z-score,,variable,,,
,,,diar-public::week_baseline,diar-public,,Enrollment week,,Observation,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Week of baseline survey,,variable,placeholder - waiting for clarification from provider,,
,,,endline-anthro-public::week_baseline,endline-anthro-public,,Enrollment week,,Observation,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Week of baseline survey,,variable,placeholder - waiting for clarification from provider,,
56,,,midline-anthro-public::week_baseline,midline-anthro-public,,Enrollment week,,Observation,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Week of baseline survey,,variable,placeholder - waiting for clarification from provider,,
45,,,diar-public::week_survey,diar-public,http://purl.obolibrary.org/obo/EUPATH_0035096,Assessment week,,Observation,,,Week of measurement,,variable,,,
57,,,endline-anthro-public::week_survey,endline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035096,Assessment week,,Observation,,,Week of measurement,,variable,,,
57,,,midline-anthro-public::week_survey,midline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035096,Assessment week,,Observation,,,Week of measurement,,variable,,,
22,,,endline-anthro-public::whz,endline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035069,"Weight-for-length or -height z-score, using median weight and median length or height",,Observation,,,Weight-for-length/height Z-score,,variable,,,
22,,,midline-anthro-public::whz,midline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035069,"Weight-for-length or -height z-score, using median weight and median length or height",,Observation,,,Weight-for-length/height Z-score,,variable,,,
58,,,midline-anthro-public::year_baseline,midline-anthro-public,,Enrollment year,,Observation,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Year of baseline survey,,variable,,,
47,,,diar-public::year_survey,diar-public,http://purl.obolibrary.org/obo/EUPATH_0035094,Assessment year,,Observation,,,Year of measurement,,variable,placeholder - waiting for clarification from provider,,
59,,,endline-anthro-public::year_survey,endline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035094,Assessment year,,Observation,,,Year of measurement,,variable,placeholder - waiting for clarification from provider,,
59,,,midline-anthro-public::year_survey,midline-anthro-public,http://purl.obolibrary.org/obo/EUPATH_0035094,Assessment year,,Observation,,,Year of measurement,,variable,placeholder - waiting for clarification from provider,,
