colOrder,variable,dataFile,IRI,label,displayOrder,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
81,prism border cohort study expanded database::dx1code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Code 1st diagnosis,,variable,
82,prism border cohort study expanded database::dx2code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Code 2nd diagnosis,,variable,
83,prism border cohort study expanded database::dx3code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Code 3rd diagnosis,,variable,
84,prism border cohort study expanded database::dx4code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Code 4th diagnosis,,variable,
85,prism border cohort study expanded database::dx5code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Code 5th diagnosis,,variable,
86,prism border cohort study expanded database::dx6code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Code 6th diagnosis,,variable,
87,prism border cohort study expanded database::dx7code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Code 7th diagnosis,,variable,
88,prism border cohort study expanded database::dx8code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000317,Other diagnosis,,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Code 8th diagnosis,,variable,
145,prism border cohort study expanded database::roa,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000638,Diagnosis at hospitalization,3,,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Reason for hospitalization,,variable,
146,prism border cohort study expanded database::durationhosp,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0010346,Hospitalization duraton (days),4,,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Duration of hospitalization (days),,variable,
144,prism border cohort study expanded database::hospitalized,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000319,Hospital admission date,2,,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Day participant was hospitalized,"1-Yes
0-No",variable,
125,prism border cohort study expanded database::hospitalizations,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0010995,Hospitalized,1,,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Whether the participant was hospitalized,,variable,
36,prism border cohort study expanded database::dose1,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020132,Other health facility antimalarial dose,8,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Dose of 1st antimalarial given,,variable,
39,prism border cohort study expanded database::dose2,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0028007,"Other health facility antimalarial dose, 2",15,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Dose of 2nd antimalarial given,,variable,
35,prism border cohort study expanded database::antimalarial1,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020133,Other health facility antimalarial treatment,7,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,1st antimalarial given,,variable,
38,prism border cohort study expanded database::antimalarial2,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0028006,"Other health facility antimalarial treatment, 2",14,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,2nd antimalarial given,,variable,
29,prism border cohort study expanded database::bsdone1,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020134,Other health facility blood smear done,5,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Whether BS was done 1st time,"1-Yes
0-No
9 - Don't know",variable,
33,prism border cohort study expanded database::bsdone2,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0028005,"Other health facility blood smear done, 2",12,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Whether BS was done 2nd time,,variable,
28,prism border cohort study expanded database::diagnosis1,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020135,Other health facility diagnosis,6,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Diagnosis given 1st time,,variable,
32,prism border cohort study expanded database::diagnosis2,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0028004,"Other health facility diagnosis, 2",13,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Diagnosis given 2nd time,,variable,
37,prism border cohort study expanded database::lgdate1,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020136,Other health facility last antimalarial date,9,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Last date 1st antimalarial given,,variable,
40,prism border cohort study expanded database::lgdate2,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0028008,"Other health facility last antimalarial date, 2",16,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Last date 2nd antimalarial given,,variable,
26,prism border cohort study expanded database::wcaregiven1,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0021100,Other health facility name,3,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Where outside care given 1st time,,variable,
30,prism border cohort study expanded database::wcaregiven2,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0028002,"Other health facility name, 2",10,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Where outside care given 2nd time,,variable,
27,prism border cohort study expanded database::cdate1,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020137,Other health facility visit date,4,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Date of outside care 1st time,,variable,
31,prism border cohort study expanded database::cdate2,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0028003,"Other health facility visit date, 2",11,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Date of outside care 2nd time,,variable,
34,prism border cohort study expanded database::osantimalarial,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020168,Received antimalarial treatment,2,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Outside antimalarial given since last visit,"1-Yes
0-No",variable,
25,prism border cohort study expanded database::careoutside,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0021099,Visited other health facility,1,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Any outside medical care since last visit,"1-Yes
0-No",variable,
,,,http://purl.obolibrary.org/obo/OBI_0002926,CDC light trap,,,Observation,Mosquito trap,http://purl.obolibrary.org/obo/OBI_0002920,,,category,
,,,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,19,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
,,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,3,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
,,,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,9,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
,,,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,11,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
,,,http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,2,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
101,prism border cohort study expanded database::malariacat,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000338,Malaria diagnosis and parasite status,10,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Blood smear categories,,variable,
,,,http://purl.obolibrary.org/obo/OBI_0002920,Mosquito trap,16,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
,,,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,17,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
21,prism border cohort study expanded database::visittype,prism border cohort study expanded database,http://purl.obolibrary.org/obo/BFO_0000015,Observation type,1,"Information about clincial history, anthropometry, vital signs, symptoms, samples, and treatment were collected at enrollment as well as routine and non-routine visits to the cinic. Information about sleeping habits and mosquito traps were collected at entomology visits to the participant's home, which occured every 2 weeks.",Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Type of clinic visit,"1- Routine visit (done every 28 days)
2- Non-routine visit(all unsheduled days)",variable,
,,,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,18,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
,,,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,13,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
,,,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,4,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
,,,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,8,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
,,,http://purl.obolibrary.org/obo/EUPATH_0020255,Sleeping habits,15,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
,,,http://purl.obolibrary.org/obo/EUPATH_0000340,Travel details,14,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
,,,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,12,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
18,prism border cohort study expanded database::ageyrs,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000113,Age at visit (years),2,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Age in years,,variable,
19,prism border cohort study expanded database::agecat,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020222,Age at visit categorization,3,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Age categories,,variable,
14,prism border cohort study expanded database::n,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000191,Days since enrollment,4,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,day of observation,,variable,
15,prism border cohort study expanded database::date,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,1,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Date of observation,,variable,
22,prism border cohort study expanded database::childbearing,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020059,Child bearing age,1,Only assessed for women,Observation,Obstetrics,http://purl.obolibrary.org/obo/EUPATH_0042002,Whether a woman of childbearing age,"1-Yes
0-No",variable,
,,,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,3,,Observation,Obstetrics,http://purl.obolibrary.org/obo/EUPATH_0042002,,,category,
23,prism border cohort study expanded database::pregnant,prism border cohort study expanded database,http://purl.obolibrary.org/obo/UBERON_0009097,Pregnant,2,,Observation,Obstetrics,http://purl.obolibrary.org/obo/EUPATH_0042002,Whether pregnant if woman of childbearing age,"1-Yes
0-No",variable,
41,prism border cohort study expanded database::itnlastnight,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000216,ITN last night,,Asked at clinic visits,Observation,Personal vector intervention,http://purl.obolibrary.org/obo/EUPATH_0021097,Did the participant sleep under an LLIN last night,"1-Yes
0-No",variable,
141,prism border cohort study expanded database::llin,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020257,LLIN last night,,Asked when setting light traps at participant’s home,Observation,Personal vector intervention,http://purl.obolibrary.org/obo/EUPATH_0021097,Slept under an LLIN last night by entomology survey,"1 - Yes
0 - No              2- Unknown",variable,
52,prism border cohort study expanded database::dbp,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),3,,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Diastolic blood pressure,,variable,
50,prism border cohort study expanded database::heartrate,prism border cohort study expanded database,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),4,,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Heart rate,,variable,
54,prism border cohort study expanded database::sp02,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0032049,O2 saturation (%),6,,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Oxygen saturation,,variable,
53,prism border cohort study expanded database::resprate,prism border cohort study expanded database,http://purl.obolibrary.org/obo/CMO_0000289,Respiratory rate (breaths/min),5,,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Respiratory rate,,variable,
51,prism border cohort study expanded database::sbp,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0021086,Systolic blood pressure (mmHg),2,,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Systolic blood pressure,,variable,
46,prism border cohort study expanded database::temperature,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),1,,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Measured temperature,,variable,
24,prism border cohort study expanded database::trimister,prism border cohort study expanded database,http://purl.obolibrary.org/obo/NCIT_C69121,Trimester,,,Observation,Pregnancy,http://purl.obolibrary.org/obo/EUPATH_0042004,Trimester if pregnant,"1- 1st Trimister
2- 2nd Trimister
3- 3rd Trimister",variable,
107,prism border cohort study expanded database::cerebral,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020057,Celebral malaria,,,Observation,Severe malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020184,severe malaria: cerebral malaria,"1-Yes
0-No",value,
108,prism border cohort study expanded database::convulsions3,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020109,More than 3 convulsions over 24h,,,Observation,Severe malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020184,severe malaria: 3 or more convulsions,,value,
112,prism border cohort study expanded database::other,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020142,Other severe disease,,,Observation,Severe malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020184,severe malaria: other criteria,"1-Yes
0-No",value,
110,prism border cohort study expanded database::distress,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020252,Respiratory distress,,,Observation,Severe malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020184,severe malaria: respiratory distress,"1-Yes
0-No",value,
109,prism border cohort study expanded database::severeanemia,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020182,Severe anemia (Hb <5 mg/dL),,,Observation,Severe malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020184,severe malaria: severe anemia,"1-Yes
0-No",value,
61,prism border cohort study expanded database::apainduration,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000154,Abdominal pain duration (days),5,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Duration of abdominal pain,,variable,
63,prism border cohort study expanded database::aduration,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000155,Anorexia duration (days),6,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Duration of anorexia,,variable,
,,,http://purl.obolibrary.org/obo/EUPATH_0020254,Complicated malaria signs,2,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,multifilter,
69,prism border cohort study expanded database::cduration,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000156,Cough duration (days),7,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Duration of cough,,variable,
67,prism border cohort study expanded database::dduration,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000157,Diarrhea duration (days),8,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Duration of diarrhea,,variable,
59,prism border cohort study expanded database::fmduration,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000158,Fatigue duration (days),9,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Duration of fatigue,,variable,
57,prism border cohort study expanded database::fduration,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000164,"Fever, subjective duration (days)",10,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Duration of fever,,variable,
73,prism border cohort study expanded database::hduration,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000159,Headache duration (days),11,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Duration of headache,,variable,
75,prism border cohort study expanded database::djointpains,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000161,Joint pains duration (days),12,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Duration of joint pains,,variable,
77,prism border cohort study expanded database::mduration,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000162,Muscle aches duration (days),13,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Duration of muscle aches,,variable,
113,prism border cohort study expanded database::othersigns,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020143,Other severe malaria signs,14,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,other criteria for severe malaria,,variable,
79,prism border cohort study expanded database::sduration,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000163,Seizures duration (days),4,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Duration of seizures,,variable,
,,,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,15,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,multifilter,
71,prism border cohort study expanded database::sobduration,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0028009,Shortness of breath duration (days),3, ,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Duration of shortness of breath,,variable,
,,,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,1,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,multifilter,
65,prism border cohort study expanded database::vduration,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000165,Vomiting duration (days),16,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Duration of vomiting,,variable,
142,prism border cohort study expanded database::timetobed,prism border cohort study expanded database,http://purl.obolibrary.org/obo/NCIT_C64593,Bed time,,Asked when setting light traps at participant’s home during entomology observations.,Observation,Sleeping habits,http://purl.obolibrary.org/obo/EUPATH_0020255,Time they went to bed,,variable,
143,prism border cohort study expanded database::timeoutofbed,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020163,Out of bed time,,Asked when setting light traps at participant’s home during entomology observations.,Observation,Sleeping habits,http://purl.obolibrary.org/obo/EUPATH_0020255,Time they got out of bed,,variable,
140,prism border cohort study expanded database::slept,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020268,Slept in dwelling last night,,Asked when collecting light traps at participant’s home during entomology observations.,Observation,Sleeping habits,http://purl.obolibrary.org/obo/EUPATH_0020255,Slept in the house last night,,variable,
60,prism border cohort study expanded database::abdominalpain,prism border cohort study expanded database,http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Abdominal pain,"1-Yes
0-No
9-Cannot assess",value,
62,prism border cohort study expanded database::anorexia,prism border cohort study expanded database,http://purl.obolibrary.org/obo/SYMP_0000523,Anorexia,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Anorexia,"1-Yes
0-No
9-Cannot assess",value,
68,prism border cohort study expanded database::cough,prism border cohort study expanded database,http://purl.obolibrary.org/obo/SYMP_0000614,Cough,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Cough,"1-Yes
0-No
9-Cannot assess",value,
66,prism border cohort study expanded database::diarrhea,prism border cohort study expanded database,http://purl.obolibrary.org/obo/HP_0002014,Diarrhea,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Diarrhea,"1-Yes
0-No
9-Cannot assess",value,
58,prism border cohort study expanded database::fatigue,prism border cohort study expanded database,http://purl.obolibrary.org/obo/SYMP_0019177,Fatigue,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Fatigue,"1-Yes
0-No
9-Cannot assess",value,
56,prism border cohort study expanded database::febrile,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000097,Febrile,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Whether elevated temperature or subjective fever,,variable,
72,prism border cohort study expanded database::headache,prism border cohort study expanded database,http://purl.obolibrary.org/obo/HP_0002315,Headache,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Headache,"1-Yes
0-No
9-Cannot assess",value,
111,prism border cohort study expanded database::jaundice,prism border cohort study expanded database,http://purl.obolibrary.org/obo/HP_0000952,Jaundice,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,severe malaria: jaundice,"1-Yes
0-No
9-Cannot assess",value,
74,prism border cohort study expanded database::jointpains,prism border cohort study expanded database,http://purl.obolibrary.org/obo/SYMP_0000064,Joint pains,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Joint pains,"1-Yes
0-No
9-Cannot assess",value,
76,prism border cohort study expanded database::muscleaches,prism border cohort study expanded database,http://purl.obolibrary.org/obo/HP_0003326,Muscle aches,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Muscle aches,"1-Yes
0-No
9-Cannot assess",value,
78,prism border cohort study expanded database::seizure,prism border cohort study expanded database,http://purl.obolibrary.org/obo/SYMP_0000124,Seizures,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Seizures,"1-Yes
0-No
9-Cannot assess",value,
70,prism border cohort study expanded database::sob,prism border cohort study expanded database,http://purl.obolibrary.org/obo/HP_0002094,Shortness of breath,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Shortness of breath,,variable,
55,prism border cohort study expanded database::fever,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000100,Subjective fever,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Subjective fever,"1-Yes
0-No
9-Cannot assess",value,
64,prism border cohort study expanded database::vomiting,prism border cohort study expanded database,http://purl.obolibrary.org/obo/HP_0002013,Vomiting,,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Vomiting,"1-Yes
0-No
9-Cannot assess",value,
43,prism border cohort study expanded database::travelout,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0020181,Traveled since last clinic visit,,,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,Any overnight travel since last visit,,variable,
97,prism border cohort study expanded database::malaria,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000740,Malaria treatment,,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Malaria status,"1 - No Malaria diagnosed today
2 - Uncomplicated malaria > 14 days since last episode = AL
3 - Complicated malaria > 14 days since last episode = Quinine or IV artesunate
4 - Uncomplicated Malaria < = 14 days since treatment with AL = Quinine
5 - Complicated Malaria < = 14 days since treatment with AL = Quinine or  IV artesunate
6 - Uncomplicated Malaria < = 14 days since complicated malaria = Quinine + clindamycin
7 - Complicated Malaria < = 14 days since complicated malaria = Quinine + clindamycin
8 - Uncomplicated malaria during the 1st trimester of pregnancy = Quinine
9-  uncomplicated Malaria and < 5kg = Quinine",variable,
89,prism border cohort study expanded database::med1code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Code 1st medication,,variable,
90,prism border cohort study expanded database::med2code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Code 2nd medication,,variable,
91,prism border cohort study expanded database::med3code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Code 3rd medication,,variable,
92,prism border cohort study expanded database::med4code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Code 4th medication,,variable,
93,prism border cohort study expanded database::med5code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Code 5th medication,,variable,
94,prism border cohort study expanded database::med6code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Code 6th medication,,variable,
95,prism border cohort study expanded database::med7code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Code 7th medication,,variable,
96,prism border cohort study expanded database::med8code,prism border cohort study expanded database,http://purl.obolibrary.org/obo/EUPATH_0000059,Non-malaria medication,,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Code 8th medication,,variable,
28,prism border cohort study individual level database::mi,prism border cohort study individual level database,http://purl.obolibrary.org/obo/EUPATH_0028016,Malaria incidence (per person year),,Number of new Plasmodium infections per person year,Participant,Aggregated visit details,http://purl.obolibrary.org/obo/EUPATH_0000305,Incidence of malaria PPY,,variable,
21,prism border cohort study individual level database::mpp,prism border cohort study individual level database,http://purl.obolibrary.org/obo/EUPATH_0028011,"Plasmodium prevalence, by microscopy",,The total number of positive blood smears divided by the total number of blood smears,Participant,Aggregated visit details,http://purl.obolibrary.org/obo/EUPATH_0000305,Parasite prevalence by microscopy,,variable,
24,prism border cohort study individual level database::qpcrpp,prism border cohort study individual level database,http://purl.obolibrary.org/obo/EUPATH_0028013,"Plasmodium prevalence, by qPCR",,The total number of positive qPCR tests divided by the total number of qPCR tests,Participant,Aggregated visit details,http://purl.obolibrary.org/obo/EUPATH_0000305,Parasite prevalence by qPCR,,variable,
27,,prism border cohort study individual level database,http://purl.obolibrary.org/obo/EUPATH_0028015,Total incident Plasmodium infections,,Total number of new Plasmodium infections in the participant,Participant,Aggregated visit details,http://purl.obolibrary.org/obo/EUPATH_0000305,,,variable,
20,prism border cohort study individual level database::bsdone,prism border cohort study individual level database,http://purl.obolibrary.org/obo/EUPATH_0028010,Total routine blood smears,,Total number of routine blood smears for the participant,Participant,Aggregated visit details,http://purl.obolibrary.org/obo/EUPATH_0000305,Number of routine BS done,,variable,
