"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI","hidden"
"http://purl.obolibrary.org/obo/EUPATH_0020102","Lethargy","","prism border cohort study expanded database::lethargy","prism border cohort study expanded database","","Observation","Complicated malaria signs","http://purl.obolibrary.org/obo/EUPATH_0020254","danger signs: lethargy","1-Yes
0-No","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020191","Unable to breastfeed or drink","","prism border cohort study expanded database::unabletodrink","prism border cohort study expanded database","","Observation","Complicated malaria signs","http://purl.obolibrary.org/obo/EUPATH_0020254","danger signs: unable to eat or drink anything","1-Yes
0-No","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020192","Unable to sit","","prism border cohort study expanded database::unabletosit","prism border cohort study expanded database","","Observation","Complicated malaria signs","http://purl.obolibrary.org/obo/EUPATH_0020254","danger signs: unable to sit up","1-Yes
0-No","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020202","Vomiting everything","","prism border cohort study expanded database::vomitingc","prism border cohort study expanded database","","Observation","Complicated malaria signs","http://purl.obolibrary.org/obo/EUPATH_0020254","danger signs: vomiting everything","1-Yes
0-No","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000090","Malaria diagnosis","","prism border cohort study expanded database::anymalaria","prism border cohort study expanded database","","Observation","Diagnosis","http://purl.obolibrary.org/obo/OGMS_0000073","Whether any malaria diagnosed","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020236","Malaria follow up day","","prism border cohort study expanded database::malariafuday","prism border cohort study expanded database","","Observation","Diagnosis","http://purl.obolibrary.org/obo/OGMS_0000073","Malaria follow-up day","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000036","Malaria-related diagnosis","","prism border cohort study expanded database::incidentmalaria","prism border cohort study expanded database","","Observation","Diagnosis","http://purl.obolibrary.org/obo/OGMS_0000073","Incident episode of malaria","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000317","Other diagnosis","","prism border cohort study expanded database::dx7code | prism border cohort study expanded database::dx6code | prism border cohort study expanded database::dx5code | prism border cohort study expanded database::dx3code | prism border cohort study expanded database::dx4code | prism border cohort study expanded database::dx2code | prism border cohort study expanded database::dx8code | prism border cohort study expanded database::dx1code","prism border cohort study expanded database","","Observation","Diagnosis","http://purl.obolibrary.org/obo/OGMS_0000073","Code 1st diagnosis | Code 6th diagnosis | Code 4th diagnosis | Code 8th diagnosis | Code 5th diagnosis | Code 2nd diagnosis | Code 3rd diagnosis | Code 7th diagnosis","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000638","Diagnosis at hospitalization","3","prism border cohort study expanded database::roa","prism border cohort study expanded database","","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","Reason for hospitalization","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010346","Hospitalization duration","4","prism border cohort study expanded database::durationhosp","prism border cohort study expanded database","","Participant","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","Duration of hospitalization (days)","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","1","prism border cohort study expanded database::hospitalizations","prism border cohort study expanded database","","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","Whether the participant was hospitalized","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020132","Other health facility antimalarial dose","8","prism border cohort study expanded database::dose1","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Dose of 1st antimalarial given","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0028007","Other health facility antimalarial dose, 2","15","prism border cohort study expanded database::dose2","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Dose of 2nd antimalarial given","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020133","Other health facility antimalarial treatment","7","prism border cohort study expanded database::antimalarial1","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","1st antimalarial given","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0028006","Other health facility antimalarial treatment, 2","14","prism border cohort study expanded database::antimalarial2","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","2nd antimalarial given","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020134","Other health facility blood smear done","5","prism border cohort study expanded database::bsdone1","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Whether BS was done 1st time","1-Yes
0-No
9 - Don't know","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0028005","Other health facility blood smear done, 2","12","prism border cohort study expanded database::bsdone2","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Whether BS was done 2nd time","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020135","Other health facility diagnosis","6","prism border cohort study expanded database::diagnosis1","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Diagnosis given 1st time","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0028004","Other health facility diagnosis, 2","13","prism border cohort study expanded database::diagnosis2","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Diagnosis given 2nd time","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020136","Other health facility last antimalarial date","9","prism border cohort study expanded database::lgdate1","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Last date 1st antimalarial given","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0028008","Other health facility last antimalarial date, 2","16","prism border cohort study expanded database::lgdate2","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Last date 2nd antimalarial given","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0021100","Other health facility name","3","prism border cohort study expanded database::wcaregiven1","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Where outside care given 1st time","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0028002","Other health facility name, 2","10","prism border cohort study expanded database::wcaregiven2","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Where outside care given 2nd time","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020137","Other health facility visit date","4","prism border cohort study expanded database::cdate1","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Date of outside care 1st time","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0028003","Other health facility visit date, 2","11","prism border cohort study expanded database::cdate2","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Date of outside care 2nd time","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020168","Received antimalarial treatment","2","prism border cohort study expanded database::osantimalarial","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Outside antimalarial given since last visit","1-Yes
0-No","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0021099","Visited other health facility","1","prism border cohort study expanded database::careoutside","prism border cohort study expanded database","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","Any outside medical care since last visit","1-Yes
0-No","variable","","","",""
"http://purl.obolibrary.org/obo/OBI_0002926","CDC light trap","","","","","Observation","Mosquito trap","http://purl.obolibrary.org/obo/OBI_0002920","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0022066","Activity","19","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000649","Anthropometry","3","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","",""
"http://purl.obolibrary.org/obo/OGMS_0000073","Diagnosis","9","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000308","Hospitalization","11","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","",""
"http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","2","","","","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","","","category","EUPATH_0021098","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000338","Malaria diagnosis and parasite status","10","prism border cohort study expanded database::malariacat","prism border cohort study expanded database","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","Blood smear categories","","variable","","","",""
"http://purl.obolibrary.org/obo/OBI_0002920","Mosquito trap","16","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000310","Observation details","17","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","",""
"http://purl.obolibrary.org/obo/BFO_0000015","Observation type","1","prism border cohort study expanded database::visittype","prism border cohort study expanded database","Information about clincial history, anthropometry, vital signs, symptoms, samples, and treatment were collected at enrollment as well as routine and non-routine visits to the cinic. Information about sleeping habits and mosquito traps were collected at entomology visits to the participant's home, which occured every 2 weeks.","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","Type of clinic visit","1- Routine visit (done every 28 days)
2- Non-routine visit(all unsheduled days)","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0042002","Obstetrics","18","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0021097","Personal vector intervention","13","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","",""
"http://purl.obolibrary.org/obo/OGMS_0000083","Physical examination","4","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000309","Signs and symptoms","8","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020255","Sleeping habits","15","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000340","Travel details","14","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","",""
"http://purl.obolibrary.org/obo/OGMS_0000090","Treatment","12","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000113","Age at visit (years)","2","prism border cohort study expanded database::ageyrs","prism border cohort study expanded database","","Observation","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","Age in years","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020222","Age at visit categorization","3","prism border cohort study expanded database::agecat","prism border cohort study expanded database","","Observation","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","Age categories","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000191","Time since enrollment","4","prism border cohort study expanded database::n","prism border cohort study expanded database","","Participant","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","day of observation","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0000091","Visit date","1","prism border cohort study expanded database::date","prism border cohort study expanded database","","Observation","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","Date of observation","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020059","Child bearing age","1","prism border cohort study expanded database::childbearing","prism border cohort study expanded database","Only assessed for women","Observation","Obstetrics","http://purl.obolibrary.org/obo/EUPATH_0042002","Whether a woman of childbearing age","1-Yes
0-No","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0042004","Pregnancy","3","","","","Observation","Obstetrics","http://purl.obolibrary.org/obo/EUPATH_0042002","","","category","","","",""
"http://purl.obolibrary.org/obo/UBERON_0009097","Pregnant","2","prism border cohort study expanded database::pregnant","prism border cohort study expanded database","","Observation","Obstetrics","http://purl.obolibrary.org/obo/EUPATH_0042002","Whether pregnant if woman of childbearing age","1-Yes
0-No","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000216","ITN last night","","prism border cohort study expanded database::itnlastnight","prism border cohort study expanded database","Asked at clinic visits","Observation","Personal vector intervention","http://purl.obolibrary.org/obo/EUPATH_0021097","Did the participant sleep under an LLIN last night","1-Yes
0-No","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020257","LLIN last night","","prism border cohort study expanded database::llin","prism border cohort study expanded database","Asked when setting light traps at participant’s home","Observation","Personal vector intervention","http://purl.obolibrary.org/obo/EUPATH_0021097","Slept under an LLIN last night by entomology survey","1 - Yes
0 - No              2- Unknown","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0021087","Diastolic blood pressure","3","prism border cohort study expanded database::dbp","prism border cohort study expanded database","","Participant","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Diastolic blood pressure","","variable","","mmHg","http://purl.obolibrary.org/obo/UO_0000272",""
"http://www.ebi.ac.uk/efo/EFO_0004326","Heart rate","4","prism border cohort study expanded database::heartrate","prism border cohort study expanded database","","Participant","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Heart rate","","variable","","bpm","http://purl.obolibrary.org/obo/NCIT_C49673",""
"http://purl.obolibrary.org/obo/EUPATH_0032049","O2 saturation (%)","6","prism border cohort study expanded database::sp02","prism border cohort study expanded database","","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Oxygen saturation","","variable","","","",""
"http://purl.obolibrary.org/obo/CMO_0000289","Respiratory rate","5","prism border cohort study expanded database::resprate","prism border cohort study expanded database","","Participant","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Respiratory rate","","variable","","breaths/min","http://purl.obolibrary.org/obo/NCIT_C49674",""
"http://purl.obolibrary.org/obo/EUPATH_0021086","Systolic blood pressure","2","prism border cohort study expanded database::sbp","prism border cohort study expanded database","","Participant","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Systolic blood pressure","","variable","","mmHg","http://purl.obolibrary.org/obo/UO_0000272",""
"http://purl.obolibrary.org/obo/EUPATH_0000110","Temperature","1","prism border cohort study expanded database::temperature","prism border cohort study expanded database","","Participant","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Measured temperature","","variable","","C","http://purl.obolibrary.org/obo/UO_0000027",""
"http://purl.obolibrary.org/obo/NCIT_C69121","Trimester","","prism border cohort study expanded database::trimister","prism border cohort study expanded database","","Observation","Pregnancy","http://purl.obolibrary.org/obo/EUPATH_0042004","Trimester if pregnant","1- 1st Trimister
2- 2nd Trimister
3- 3rd Trimister","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020057","Celebral malaria","","prism border cohort study expanded database::cerebral","prism border cohort study expanded database","","Observation","Severe malaria signs","http://purl.obolibrary.org/obo/EUPATH_0020184","severe malaria: cerebral malaria","1-Yes
0-No","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020109","More than 3 convulsions over 24h","","prism border cohort study expanded database::convulsions3","prism border cohort study expanded database","","Observation","Severe malaria signs","http://purl.obolibrary.org/obo/EUPATH_0020184","severe malaria: 3 or more convulsions","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020142","Other severe disease","","prism border cohort study expanded database::other","prism border cohort study expanded database","","Observation","Severe malaria signs","http://purl.obolibrary.org/obo/EUPATH_0020184","severe malaria: other criteria","1-Yes
0-No","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020252","Respiratory distress","","prism border cohort study expanded database::distress","prism border cohort study expanded database","","Observation","Severe malaria signs","http://purl.obolibrary.org/obo/EUPATH_0020184","severe malaria: respiratory distress","1-Yes
0-No","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020182","Severe anemia (Hb <5 mg/dL)","","prism border cohort study expanded database::severeanemia","prism border cohort study expanded database","","Observation","Severe malaria signs","http://purl.obolibrary.org/obo/EUPATH_0020184","severe malaria: severe anemia","1-Yes
0-No","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000154","Abdominal pain duration","5","prism border cohort study expanded database::apainduration","prism border cohort study expanded database","","Participant","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Duration of abdominal pain","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0000155","Anorexia duration","6","prism border cohort study expanded database::aduration","prism border cohort study expanded database","","Participant","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Duration of anorexia","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0020254","Complicated malaria signs","2","","","","Participant","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","","","multifilter","EUPATH_0000316","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000156","Cough duration","7","prism border cohort study expanded database::cduration","prism border cohort study expanded database","","Participant","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Duration of cough","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0000157","Diarrhea duration","8","prism border cohort study expanded database::dduration","prism border cohort study expanded database","","Participant","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Duration of diarrhea","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0000158","Fatigue duration","9","prism border cohort study expanded database::fmduration","prism border cohort study expanded database","","Participant","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Duration of fatigue","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0000164","Fever, subjective duration","10","prism border cohort study expanded database::fduration","prism border cohort study expanded database","","Participant","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Duration of fever","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0000159","Headache duration","11","prism border cohort study expanded database::hduration","prism border cohort study expanded database","","Participant","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Duration of headache","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0000161","Joint pains duration","12","prism border cohort study expanded database::djointpains","prism border cohort study expanded database","","Participant","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Duration of joint pains","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0000162","Muscle aches duration","13","prism border cohort study expanded database::mduration","prism border cohort study expanded database","","Participant","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Duration of muscle aches","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0020143","Other severe malaria signs","14","prism border cohort study expanded database::othersigns","prism border cohort study expanded database","","Observation","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","other criteria for severe malaria","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000163","Seizures duration","4","prism border cohort study expanded database::sduration","prism border cohort study expanded database","","Participant","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Duration of seizures","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0020184","Severe malaria signs","15","","","","Observation","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","","","multifilter","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0028009","Shortness of breath duration (days)","3","prism border cohort study expanded database::sobduration","prism border cohort study expanded database","","Observation","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Duration of shortness of breath","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0021002","Symptoms","1","","","","Observation","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","","","multifilter","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000165","Vomiting duration","16","prism border cohort study expanded database::vduration","prism border cohort study expanded database","","Participant","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Duration of vomiting","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/NCIT_C64593","Bed time","","prism border cohort study expanded database::timetobed","prism border cohort study expanded database","Asked when setting light traps at participant’s home during entomology observations.","Observation","Sleeping habits","http://purl.obolibrary.org/obo/EUPATH_0020255","Time they went to bed","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020163","Out of bed time","","prism border cohort study expanded database::timeoutofbed","prism border cohort study expanded database","Asked when setting light traps at participant’s home during entomology observations.","Observation","Sleeping habits","http://purl.obolibrary.org/obo/EUPATH_0020255","Time they got out of bed","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020268","Slept in dwelling last night","","prism border cohort study expanded database::slept","prism border cohort study expanded database","Asked when collecting light traps at participant’s home during entomology observations.","Observation","Sleeping habits","http://purl.obolibrary.org/obo/EUPATH_0020255","Slept in the house last night","","variable","","","",""
"http://purl.obolibrary.org/obo/HP_0002027","Abdominal pain","","prism border cohort study expanded database::abdominalpain","prism border cohort study expanded database","","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Abdominal pain","1-Yes
0-No
9-Cannot assess","value","","","",""
"http://purl.obolibrary.org/obo/SYMP_0000523","Anorexia","","prism border cohort study expanded database::anorexia","prism border cohort study expanded database","","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Anorexia","1-Yes
0-No
9-Cannot assess","value","","","",""
"http://purl.obolibrary.org/obo/SYMP_0000614","Cough","","prism border cohort study expanded database::cough","prism border cohort study expanded database","","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Cough","1-Yes
0-No
9-Cannot assess","value","","","",""
"http://purl.obolibrary.org/obo/HP_0002014","Diarrhea","","prism border cohort study expanded database::diarrhea","prism border cohort study expanded database","","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Diarrhea","1-Yes
0-No
9-Cannot assess","value","","","",""
"http://purl.obolibrary.org/obo/SYMP_0019177","Fatigue","","prism border cohort study expanded database::fatigue","prism border cohort study expanded database","","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Fatigue","1-Yes
0-No
9-Cannot assess","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000097","Febrile","","prism border cohort study expanded database::febrile","prism border cohort study expanded database","","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Whether elevated temperature or subjective fever","","variable","","","",""
"http://purl.obolibrary.org/obo/HP_0002315","Headache","","prism border cohort study expanded database::headache","prism border cohort study expanded database","","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Headache","1-Yes
0-No
9-Cannot assess","value","","","",""
"http://purl.obolibrary.org/obo/HP_0000952","Jaundice","","prism border cohort study expanded database::jaundice","prism border cohort study expanded database","","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","severe malaria: jaundice","1-Yes
0-No
9-Cannot assess","value","","","",""
"http://purl.obolibrary.org/obo/SYMP_0000064","Joint pains","","prism border cohort study expanded database::jointpains","prism border cohort study expanded database","","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Joint pains","1-Yes
0-No
9-Cannot assess","value","","","",""
"http://purl.obolibrary.org/obo/HP_0003326","Muscle aches","","prism border cohort study expanded database::muscleaches","prism border cohort study expanded database","","Participant","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Muscle aches","1-Yes
0-No
9-Cannot assess","value","EUPATH_0000252","","",""
"http://purl.obolibrary.org/obo/SYMP_0000124","Seizures","","prism border cohort study expanded database::seizure","prism border cohort study expanded database","","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Seizures","1-Yes
0-No
9-Cannot assess","value","","","",""
"http://purl.obolibrary.org/obo/HP_0002094","Shortness of breath","","prism border cohort study expanded database::sob","prism border cohort study expanded database","","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Shortness of breath","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000100","Subjective fever","","prism border cohort study expanded database::fever","prism border cohort study expanded database","","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Subjective fever","1-Yes
0-No
9-Cannot assess","value","","","",""
"http://purl.obolibrary.org/obo/HP_0002013","Vomiting","","prism border cohort study expanded database::vomiting","prism border cohort study expanded database","","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Vomiting","1-Yes
0-No
9-Cannot assess","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020181","Traveled since last clinic visit","","prism border cohort study expanded database::travelout","prism border cohort study expanded database","","Observation","Travel details","http://purl.obolibrary.org/obo/EUPATH_0000340","Any overnight travel since last visit","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000740","Malaria treatment","","prism border cohort study expanded database::malaria","prism border cohort study expanded database","","Observation","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","Malaria status","1 - No Malaria diagnosed today
2 - Uncomplicated malaria > 14 days since last episode = AL
3 - Complicated malaria > 14 days since last episode = Quinine or IV artesunate
4 - Uncomplicated Malaria < = 14 days since treatment with AL = Quinine
5 - Complicated Malaria < = 14 days since treatment with AL = Quinine or  IV artesunate
6 - Uncomplicated Malaria < = 14 days since complicated malaria = Quinine + clindamycin
7 - Complicated Malaria < = 14 days since complicated malaria = Quinine + clindamycin
8 - Uncomplicated malaria during the 1st trimester of pregnancy = Quinine
9-  uncomplicated Malaria and < 5kg = Quinine","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000059","Non-malaria medication","","prism border cohort study expanded database::med3code | prism border cohort study expanded database::med8code | prism border cohort study expanded database::med7code | prism border cohort study expanded database::med6code | prism border cohort study expanded database::med5code | prism border cohort study expanded database::med2code | prism border cohort study expanded database::med1code | prism border cohort study expanded database::med4code","prism border cohort study expanded database","","Observation","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","Code 2nd medication | Code 1st medication | Code 5th medication | Code 3rd medication | Code 6th medication | Code 8th medication | Code 4th medication | Code 7th medication","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","","","","","Participant","","http://www.w3.org/2002/07/owl#Thing","","","category","","","","yes"
"http://purl.obolibrary.org/obo/EUPATH_0028016","Malaria incidence (per person year)","","prism border cohort study individual level database::mi","prism border cohort study individual level database","Number of new Plasmodium infections per person year","Participant","Aggregated lab tests","http://purl.obolibrary.org/obo/EUPATH_0028019","Incidence of malaria PPY","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0028011","Plasmodium prevalence, by microscopy","","prism border cohort study individual level database::mpp","prism border cohort study individual level database","The total number of positive blood smears divided by the total number of blood smears","Participant","Aggregated lab tests","http://purl.obolibrary.org/obo/EUPATH_0028019","Parasite prevalence by microscopy","","variable","","","",""
