colOrder,variable,dataFile,IRI,label,definition,category,codebookDescription,codebookValues,termType,parentIRI,parentLabel,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
113,baseline_women_q21___10,groupanc_kenyanigeria_combined_final,,Post-partum warning signs: Other,,Observation,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Other),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of post-partum warning signs,New multifilter term under pregnancy,NA,NA,baseline_women_q21___10,groupanc_kenyanigeria_combined_final::baseline_women_q21___10,int,0,date?,NA,0 to 1,2,0.816362472,NA
114,baseline_women_q21___11,groupanc_kenyanigeria_combined_final,,Post-partum warning signs: Don't know,,Observation,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Dont know),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of post-partum warning signs,New multifilter term under pregnancy,NA,NA,baseline_women_q21___11,groupanc_kenyanigeria_combined_final::baseline_women_q21___11,int,0,date?,NA,0 to 1,2,0.816362472,NA
115,baseline_women_q22___1,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Too hot or too cold,,Observation,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Too hot or too cold),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q22___1,groupanc_kenyanigeria_combined_final::baseline_women_q22___1,int,1,date?,NA,0 to 1,2,0.816362472,NA
116,baseline_women_q22___2,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Convulsions,,Observation,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Convulsions),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q22___2,groupanc_kenyanigeria_combined_final::baseline_women_q22___2,int,0,date?,NA,0 to 1,2,0.816362472,NA
117,baseline_women_q22___3,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Little/no movement,,Observation,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Little or no movement),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q22___3,groupanc_kenyanigeria_combined_final::baseline_women_q22___3,int,0,date?,NA,0 to 1,2,0.816362472,NA
118,baseline_women_q22___4,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Feeding poorly or not at all,,Observation,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Feeding poorly or not at all),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q22___4,groupanc_kenyanigeria_combined_final::baseline_women_q22___4,int,0,date?,NA,0 to 1,2,0.816362472,NA
119,baseline_women_q22___5,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Fast breathing,,Observation,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Fast breathing or chest indrawing),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q22___5,groupanc_kenyanigeria_combined_final::baseline_women_q22___5,int,0,date?,NA,0 to 1,2,0.816362472,NA
120,baseline_women_q22___6,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Not passing urine and/or stool,,Observation,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Not passing urine and/or stool),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q22___6,groupanc_kenyanigeria_combined_final::baseline_women_q22___6,int,0,date?,NA,0 to 1,2,0.816362472,NA
121,baseline_women_q22___7,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Umbilical cord stump bleeding/foul odor/redness,,Observation,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Umbilical cord stump is bleeding; has foul odor; or redness around it),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q22___7,groupanc_kenyanigeria_combined_final::baseline_women_q22___7,int,0,date?,NA,0 to 1,2,0.816362472,NA
122,baseline_women_q22___8,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Very small baby born at home,,Observation,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Very small baby born at home),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q22___8,groupanc_kenyanigeria_combined_final::baseline_women_q22___8,int,0,date?,NA,0 to 1,2,0.816362472,NA
123,baseline_women_q22___9,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Yellow palms or soles of feet,,Observation,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Yellow palms or soles of feet),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q22___9,groupanc_kenyanigeria_combined_final::baseline_women_q22___9,int,0,date?,NA,0 to 1,2,0.816362472,NA
124,baseline_women_q22___10,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Other,,Observation,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Other),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q22___10,groupanc_kenyanigeria_combined_final::baseline_women_q22___10,int,0,date?,NA,0 to 1,2,0.816362472,NA
125,baseline_women_q22___11,groupanc_kenyanigeria_combined_final,,Newborn warning signs: Don't know,,Observation,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Dont know),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of newborn warning signs,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q22___11,groupanc_kenyanigeria_combined_final::baseline_women_q22___11,int,0,date?,NA,0 to 1,2,0.816362472,NA
126,baseline_women_q23___1,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Keep warm,,Observation,23. What are the most important things you can do to help keep your newborn healthy? (choice=Keep warm (keep head and body covered; skin to skin with mom)),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q23___1,groupanc_kenyanigeria_combined_final::baseline_women_q23___1,int,1,date?,NA,0 to 1,2,0.816362472,NA
127,baseline_women_q23___2,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Feed only breastmilk,,Observation,23. What are the most important things you can do to help keep your newborn healthy? (choice=Feed only on breastmilk),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q23___2,groupanc_kenyanigeria_combined_final::baseline_women_q23___2,int,0,date?,NA,0 to 1,2,0.816362472,NA
128,baseline_women_q23___3,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Feed often,,Observation,23. What are the most important things you can do to help keep your newborn healthy? (choice=Feed often/whenever baby wants),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q23___3,groupanc_kenyanigeria_combined_final::baseline_women_q23___3,int,0,date?,NA,0 to 1,2,0.816362472,NA
129,baseline_women_q23___4,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Do not put anything on cord stump,,Observation,23. What are the most important things you can do to help keep your newborn healthy? (choice=Do  not put anything on cord stump),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q23___4,groupanc_kenyanigeria_combined_final::baseline_women_q23___4,int,0,date?,NA,0 to 1,2,0.816362472,NA
130,baseline_women_q23___5,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Keep cord stump clean,,Observation,23. What are the most important things you can do to help keep your newborn healthy? (choice=Keep cord stump clean),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q23___5,groupanc_kenyanigeria_combined_final::baseline_women_q23___5,int,0,date?,NA,0 to 1,2,0.816362472,NA
131,baseline_women_q23___6,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Wash hands,,Observation,23. What are the most important things you can do to help keep your newborn healthy? (choice=Wash hands),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q23___6,groupanc_kenyanigeria_combined_final::baseline_women_q23___6,int,0,date?,NA,0 to 1,2,0.816362472,NA
132,baseline_women_q23___7,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Have baby immunized,,Observation,23. What are the most important things you can do to help keep your newborn healthy? (choice=Have baby immunized),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q23___7,groupanc_kenyanigeria_combined_final::baseline_women_q23___7,int,0,date?,NA,0 to 1,2,0.816362472,NA
133,baseline_women_q23___8,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Wait atleast 24 hours before bathing baby,,Observation,23. What are the most important things you can do to help keep your newborn healthy? (choice=Wait atleast 24 hours before bathing baby),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q23___8,groupanc_kenyanigeria_combined_final::baseline_women_q23___8,int,0,date?,NA,0 to 1,2,0.816362472,NA
134,baseline_women_q23___9,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Other,,Observation,23. What are the most important things you can do to help keep your newborn healthy? (choice=Other),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q23___9,groupanc_kenyanigeria_combined_final::baseline_women_q23___9,int,0,date?,NA,0 to 1,2,0.816362472,NA
135,baseline_women_q23___10,groupanc_kenyanigeria_combined_final,,Keeping newborn healthy: Don't know,,Observation,23. What are the most important things you can do to help keep your newborn healthy? (choice=Dont know),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of keeping newborn healthy,"New multifilter term under ""Newborn care"" which would be  a new term under Observation",NA,NA,baseline_women_q23___10,groupanc_kenyanigeria_combined_final::baseline_women_q23___10,int,0,date?,NA,0 to 1,2,0.816362472,NA
136,baseline_women_q24,groupanc_kenyanigeria_combined_final,,Ask husband/partner to use condom,,Observation,24. Could you ask your husband/partner to use a condom if you wanted him to?,1 = Yes | 2 = No | 3 = Not sure/Depends,,Needs one,Contraception,Would need this term under Observation,NA,NA,baseline_women_q24,groupanc_kenyanigeria_combined_final::baseline_women_q24,int,2,date?,NA,1 to 3,3,0.828210054,NA
137,baseline_women_q25,groupanc_kenyanigeria_combined_final,,Healthcare decisions ,Who will usually make decisions about health care for yourself and your newborn?,Observation,25. Who will usually make decisions about health care for yourself and your newborn?,1 = You | 2 = Your husband/partner | 3 = You and your husband/partner jointly | 4 = Someone else  specify,,EUPATH_0000738,Observation,NA,NA,NA,baseline_women_q25,groupanc_kenyanigeria_combined_final::baseline_women_q25,int,3,date?,NA,1 to 4,4,0.828130003,NA
138,baseline_women_q26a,groupanc_kenyanigeria_combined_final,,Ask provider to explain,If I dont understand something a provider is telling me I will tell them and ask them to explain a different way,Observation,a. If I dont understand something a provider is telling me I will tell them and ask them to explain a different way,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,Needs one,Attitudes during pregnancy,New term under Pregnancy,NA,NA,baseline_women_q26a,groupanc_kenyanigeria_combined_final::baseline_women_q26a,int,1,date?,NA,1 to 3,3,0.828290106,NA
139,baseline_women_q26b,groupanc_kenyanigeria_combined_final,,Prevent problems,There are things I can do to help prevent problems and keep myself and my baby healthy,Observation,b. There are things I can do to help prevent problems and keep myself and my baby healthy,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,Needs one,Attitudes during pregnancy,New term under Pregnancy,NA,NA,baseline_women_q26b,groupanc_kenyanigeria_combined_final::baseline_women_q26b,int,1,date?,NA,1 to 3,3,0.828130003,NA
140,baseline_women_q26c,groupanc_kenyanigeria_combined_final,,Talk with husband/family,I will talk with my husband/family about how to keep myself and our baby healthy,Observation,c. I will talk with my husband/family about how to keep myself and our baby healthy,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,Needs one,Attitudes during pregnancy,New term under Pregnancy,NA,NA,baseline_women_q26c,groupanc_kenyanigeria_combined_final::baseline_women_q26c,int,1,date?,NA,1 to 3,3,0.828049952,NA
141,baseline_women_q26d,groupanc_kenyanigeria_combined_final,,Recognize problem with pregnancy,I know how to recognize a problem with my pregnancy,Observation,d. I know how to recognize a problem with my pregnancy,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,Needs one,Attitudes during pregnancy,New term under Pregnancy,NA,NA,baseline_women_q26d,groupanc_kenyanigeria_combined_final::baseline_women_q26d,int,1,date?,NA,1 to 3,3,0.828130003,NA
142,baseline_women_q26e,groupanc_kenyanigeria_combined_final,,Know what actions to take if problem with pregnancy,I know what actions I will take if I think there is a problem with my pregnancy,Observation,e. I know what actions I will take if I think there is a problem with my pregnancy,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,Needs one,Attitudes during pregnancy,New term under Pregnancy,NA,NA,baseline_women_q26e,groupanc_kenyanigeria_combined_final::baseline_women_q26e,int,3,date?,NA,1 to 3,3,0.828130003,NA
143,baseline_women_q26f,groupanc_kenyanigeria_combined_final,,Recognize problem with newborn,I know how to recognize a problem with my newborn,Observation,f. I know how to recognize a problem with my newborn,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,Needs one,Attitudes during pregnancy,New term under Pregnancy,NA,NA,baseline_women_q26f,groupanc_kenyanigeria_combined_final::baseline_women_q26f,int,1,date?,NA,1 to 3,3,0.828049952,NA
144,baseline_women_q26g,groupanc_kenyanigeria_combined_final,,Know what actions to take if problem with newborn,I know what actions I will take if I think there is a problem with my newborn,Observation,g. I know what actions I will take if I think there is a problem with my newborn,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,Needs one,Attitudes during pregnancy,New term under Pregnancy,NA,NA,baseline_women_q26g,groupanc_kenyanigeria_combined_final::baseline_women_q26g,int,1,date?,NA,1 to 3,3,0.828130003,NA
145,baseline_women_q26h,groupanc_kenyanigeria_combined_final,,Good at making health decisions, I am good at making decisions related to the health of myself and my family,Observation,h. I am good at making decisions related to the health of myself and my family,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,Needs one,Attitudes during pregnancy,New term under Pregnancy,NA,NA,baseline_women_q26h,groupanc_kenyanigeria_combined_final::baseline_women_q26h,int,1,date?,NA,1 to 3,3,0.828290106,NA
146,baseline_women_q27a,groupanc_kenyanigeria_combined_final,,Can talk about difficult subjects,I can talk to others about difficult subjects,Observation,a. I can talk to others about difficult subjects,1 = Agree | 2 = Disagree,,Needs one,Attitudes during pregnancy,New term under Pregnancy,NA,NA,baseline_women_q27a,groupanc_kenyanigeria_combined_final::baseline_women_q27a,int,1,date?,NA,1 to 2,2,0.828049952,NA
147,baseline_women_q27b,groupanc_kenyanigeria_combined_final,,Can let others know what I really think ,I can let others know what I really think  even if it is different from them,Observation,b. I can let others know what I really think  even if it is different from them,1 = Agree | 2 = Disagree,,Needs one,Attitudes during pregnancy,New term under Pregnancy,NA,NA,baseline_women_q27b,groupanc_kenyanigeria_combined_final::baseline_women_q27b,int,2,date?,NA,1 to 2,2,0.828210054,NA
148,baseline_women_q27c,groupanc_kenyanigeria_combined_final,,Like to make decisions for myself,I like to make decisions for myself,Observation,c.I like to make decisions for myself,1 = Agree | 2 = Disagree,,Needs one,Attitudes during pregnancy,New term under Pregnancy,NA,NA,baseline_women_q27c,groupanc_kenyanigeria_combined_final::baseline_women_q27c,int,2,date?,NA,1 to 2,2,0.828049952,NA
149,baseline_women_q27d,groupanc_kenyanigeria_combined_final,,Able to make decisions for myself,I am able to make decisions for myself,Observation,d. I am able to make decisions for myself,1 = Agree | 2 = Disagree,,Needs one,Attitudes during pregnancy,New term under Pregnancy,NA,NA,baseline_women_q27d,groupanc_kenyanigeria_combined_final::baseline_women_q27d,int,2,date?,NA,1 to 2,2,0.828130003,NA
150,baseline_survey_pregnant_women_complete,groupanc_kenyanigeria_combined_final,,Baseline survey complete,,Participant,Complete?,0 = Incomplete | 1 = Unverified | 2 = Complete,,EUPATH_0010035,Administrative information,NA,NA,NA,baseline_survey_pregnant_women_complete,groupanc_kenyanigeria_combined_final::baseline_survey_pregnant_women_complete,int,2,NA,NA,0 to 2,3,0.816362472,NA
152,anc_survey_date,groupanc_kenyanigeria_combined_final,,Antenatal survey date,,Participant,Antenatal survey date,NA,,EUPATH_0010035,Administrative information,NA,NA,NA,anc_survey_date,groupanc_kenyanigeria_combined_final::anc_survey_date,int,2017,date?,NA,2016 to 2018,3,0.83309318,NA
153,attempts_done,groupanc_kenyanigeria_combined_final,,Attempts done,,Participant,Attempts done,NA,,EUPATH_0010035,Administrative information,NA,NA,NA,attempts_done,groupanc_kenyanigeria_combined_final::attempts_done,int,2,NA,NA,0 to 70,33,0.833253282,NA
154,additional_strategies,groupanc_kenyanigeria_combined_final,,Additional strategies used to trace participant,Were additional strategies used to trace this participant?,Participant,Were additional strategies used to trace this participant?,0 = No | 1 = Yes,,EUPATH_0010035,Administrative information,NA,NA,NA,additional_strategies,groupanc_kenyanigeria_combined_final::additional_strategies,int,0,NA,NA,0 to 1,2,0.833493436,NA
155,person_lost,groupanc_kenyanigeria_combined_final,,Lost to follow up,Is this person lost to follow up?,Participant,Is this person lost to follow up?,0 = No | 1 = Yes,,EUPATH_0010035,Administrative information,NA,NA,NA,person_lost,groupanc_kenyanigeria_combined_final::person_lost,int,0,NA,NA,0 to 1,2,0.832772975,NA
156,attend_meetings,groupanc_kenyanigeria_combined_final,,Group meeting attendance ,Did woman attend any group meetings?,Participant,1. Did woman attend any group meetings?,0 = No | 1 = Yes,,EUPATH_0010035,Administrative information,NA,NA,NA,attend_meetings,groupanc_kenyanigeria_combined_final::attend_meetings,int,1,NA,NA,0 to 1,2,0.925792507,NA
157,hiv_status_known,groupanc_kenyanigeria_combined_final,EUPATH_0033193,HIV status,,Participant,2. HIV status known,0 = No | 1 = Yes,,,,NA,NA,NA,hiv_status_known,groupanc_kenyanigeria_combined_final::hiv_status_known,int,1,NA,NA,0 to 1,2,0.926993276,NA
158,hiv_partner_tested,groupanc_kenyanigeria_combined_final,,Partner HIV tested,,Participant,3. Partner HIV tested,0 = No | 1 = Yes,,EUPATH_0010037,Individuals related to participant,NA,NA,NA,hiv_partner_tested,groupanc_kenyanigeria_combined_final::hiv_partner_tested,int,0,NA,NA,0 to 1,2,0.927153378,NA
159,grp_meetings_attended___1,groupanc_kenyanigeria_combined_final,,Meeting 1 attended,,Participant,4. Which group meetings did the woman attend? (choice=M1),0 = Unchecked | 1 = Checked,,Needs one,Meetings attended ,"New multifilter term under EUPATH_0010035	Administrative information",NA,NA,grp_meetings_attended___1,groupanc_kenyanigeria_combined_final::grp_meetings_attended___1,int,0,NA,NA,0 to 1,2,0.832612872,NA
160,grp_meetings_attended___2,groupanc_kenyanigeria_combined_final,,Meeting 2 attended,,Participant,4. Which group meetings did the woman attend? (choice=M2),0 = Unchecked | 1 = Checked,,Needs one,Meetings attended ,"New multifilter term under EUPATH_0010035	Administrative information",NA,NA,grp_meetings_attended___2,groupanc_kenyanigeria_combined_final::grp_meetings_attended___2,int,0,NA,NA,0 to 1,2,0.832612872,NA
161,grp_meetings_attended___3,groupanc_kenyanigeria_combined_final,,Meeting 3 attended,,Participant,4. Which group meetings did the woman attend? (choice=M3),0 = Unchecked | 1 = Checked,,Needs one,Meetings attended ,"New multifilter term under EUPATH_0010035	Administrative information",NA,NA,grp_meetings_attended___3,groupanc_kenyanigeria_combined_final::grp_meetings_attended___3,int,0,NA,NA,0 to 1,2,0.832612872,NA
162,grp_meetings_attended___4,groupanc_kenyanigeria_combined_final,,Meeting 4 attended,,Participant,4. Which group meetings did the woman attend? (choice=M4),0 = Unchecked | 1 = Checked,,Needs one,Meetings attended ,"New multifilter term under EUPATH_0010035	Administrative information",NA,NA,grp_meetings_attended___4,groupanc_kenyanigeria_combined_final::grp_meetings_attended___4,int,0,NA,NA,0 to 1,2,0.832612872,NA
163,grp_meetings_attended___5,groupanc_kenyanigeria_combined_final,,Meeting 5 attended,,Participant,4. Which group meetings did the woman attend? (choice=M5),0 = Unchecked | 1 = Checked,,Needs one,Meetings attended ,"New multifilter term under EUPATH_0010035	Administrative information",NA,NA,grp_meetings_attended___5,groupanc_kenyanigeria_combined_final::grp_meetings_attended___5,int,0,NA,NA,0 to 1,2,0.832612872,NA
169,have_llin,groupanc_kenyanigeria_combined_final,,Participant has LLIN,,Participant,5. Woman has LLIN?,0 = No | 1 = Yes,,EUPATH_0011471,Aggregated immunization and prevention data,NA,NA,NA,have_llin,groupanc_kenyanigeria_combined_final::have_llin,int,1,NA,NA,0 to 1,2,0.927153378,NA
170,given_ifas,groupanc_kenyanigeria_combined_final,,Participant was given IFAS,,Participant,6. Given IFAS? (ever),0 = No | 1 = Yes,,EUPATH_0011471,Aggregated immunization and prevention data,NA,NA,NA,given_ifas,groupanc_kenyanigeria_combined_final::given_ifas,int,1,NA,NA,0 to 1,2,0.927233429,NA
171,meeting_1___1,groupanc_kenyanigeria_combined_final,,Meeting 1: Has IFA,,Observation,7. For meeting 1  select all that apply (choice=Has IFA),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_1___1,groupanc_kenyanigeria_combined_final::meeting_1___1,int,0,NA,NA,0 to 1,2,0.832612872,NA
172,meeting_1___2,groupanc_kenyanigeria_combined_final,,Meeting 1: Took IFA,,Observation,7. For meeting 1  select all that apply (choice=Took IFA),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_1___2,groupanc_kenyanigeria_combined_final::meeting_1___2,int,0,NA,NA,0 to 1,2,0.832612872,NA
173,meeting_1___3,groupanc_kenyanigeria_combined_final,,Meeting 1: Bed net,,Observation,7. For meeting 1  select all that apply (choice=Bed net),0 = Unchecked | 1 = Checked,,EUPATH_0021097,Personal vector intervention,NA,NA,NA,meeting_1___3,groupanc_kenyanigeria_combined_final::meeting_1___3,int,0,NA,NA,0 to 1,2,0.832612872,NA
174,meeting_1___4,groupanc_kenyanigeria_combined_final,,Meeting 1: Gave SP (IPTp sulfadoxine-pyrimethamine),,Observation,7. For meeting 1  select all that apply (choice=Gave SP),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_1___4,groupanc_kenyanigeria_combined_final::meeting_1___4,int,0,NA,NA,0 to 1,2,0.832612872,NA
175,meeting_1___5,groupanc_kenyanigeria_combined_final,,Missed meeting 1,,Observation,7. For meeting 1  select all that apply (choice=N/A  missed meeting),0 = Unchecked | 1 = Checked,,EUPATH_0000310,Observation details,NA,NA,NA,meeting_1___5,groupanc_kenyanigeria_combined_final::meeting_1___5,int,0,NA,NA,0 to 1,2,0.832612872,NA
176,meeting_2___1,groupanc_kenyanigeria_combined_final,,Meeting 2: Has IFA,,Observation,8. For meeting 2  select all that apply (choice=Has IFA),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_2___1,groupanc_kenyanigeria_combined_final::meeting_2___1,int,0,NA,NA,0 to 1,2,0.832612872,NA
177,meeting_2___2,groupanc_kenyanigeria_combined_final,,Meeting 2: Took IFA,,Observation,8. For meeting 2  select all that apply (choice=Took IFA),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_2___2,groupanc_kenyanigeria_combined_final::meeting_2___2,int,1,NA,NA,0 to 1,2,0.832612872,NA
178,meeting_2___3,groupanc_kenyanigeria_combined_final,,Meeting 2: Bed net,,Observation,8. For meeting 2  select all that apply (choice=Bed net),0 = Unchecked | 1 = Checked,,EUPATH_0021097,Personal vector intervention,NA,NA,NA,meeting_2___3,groupanc_kenyanigeria_combined_final::meeting_2___3,int,0,NA,NA,0 to 1,2,0.832612872,NA
179,meeting_2___4,groupanc_kenyanigeria_combined_final,,Meeting 2: Gave SP,,Observation,8. For meeting 2  select all that apply (choice=Gave SP),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_2___4,groupanc_kenyanigeria_combined_final::meeting_2___4,int,0,NA,NA,0 to 1,2,0.832612872,NA
180,meeting_2___5,groupanc_kenyanigeria_combined_final,,Missed meeting 2,,Observation,8. For meeting 2  select all that apply (choice=N/A  missed meeting),0 = Unchecked | 1 = Checked,,EUPATH_0000310,Observation details,NA,NA,NA,meeting_2___5,groupanc_kenyanigeria_combined_final::meeting_2___5,int,0,NA,NA,0 to 1,2,0.832612872,NA
181,meeting_3___1,groupanc_kenyanigeria_combined_final,,Meeting 3: Has IFA,,Observation,9. For meeting 3  select all that apply (choice=Has IFA),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_3___1,groupanc_kenyanigeria_combined_final::meeting_3___1,int,0,NA,NA,0 to 1,2,0.832612872,NA
182,meeting_3___2,groupanc_kenyanigeria_combined_final,,Meeting 3: Took IFA,,Observation,9. For meeting 3  select all that apply (choice=Took IFA),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_3___2,groupanc_kenyanigeria_combined_final::meeting_3___2,int,0,NA,NA,0 to 1,2,0.832612872,NA
183,meeting_3___3,groupanc_kenyanigeria_combined_final,,Meeting 3: Bed net,,Observation,9. For meeting 3  select all that apply (choice=Bed net),0 = Unchecked | 1 = Checked,,EUPATH_0021097,Personal vector intervention,NA,NA,NA,meeting_3___3,groupanc_kenyanigeria_combined_final::meeting_3___3,int,0,NA,NA,0 to 1,2,0.832612872,NA
184,meeting_3___4,groupanc_kenyanigeria_combined_final,,Meeting 3: Gave SP,,Observation,9. For meeting 3  select all that apply (choice=Gave SP),0 = Unchecked | 1 = Checked,,"OGMS_0000090	",Treatment,NA,NA,NA,meeting_3___4,groupanc_kenyanigeria_combined_final::meeting_3___4,int,0,NA,NA,0 to 1,2,0.832612872,NA
185,meeting_3___5,groupanc_kenyanigeria_combined_final,,Missed meeting 3,,Observation,9. For meeting 3  select all that apply (choice=N/A  missed meeting),0 = Unchecked | 1 = Checked,,EUPATH_0000310,Observation details,NA,NA,NA,meeting_3___5,groupanc_kenyanigeria_combined_final::meeting_3___5,int,0,NA,NA,0 to 1,2,0.832612872,NA
