colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
139,baseline_women_q26b,groupanc_kenyanigeria_combined_final,keep,,,b. There are things I can do to help prevent problems and keep myself and my baby healthy,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,,,NA,baseline_women_q26b,groupanc_kenyanigeria_combined_final::baseline_women_q26b,int,1,date?,NA,1 to 3,3,once,0.828130003,NA
140,baseline_women_q26c,groupanc_kenyanigeria_combined_final,keep,,,c. I will talk with my husband/family about how to keep myself and our baby healthy,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,,,NA,baseline_women_q26c,groupanc_kenyanigeria_combined_final::baseline_women_q26c,int,1,date?,NA,1 to 3,3,once,0.828049952,NA
141,baseline_women_q26d,groupanc_kenyanigeria_combined_final,keep,,,d. I know how to recognize a problem with my pregnancy,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,,,NA,baseline_women_q26d,groupanc_kenyanigeria_combined_final::baseline_women_q26d,int,1,date?,NA,1 to 3,3,once,0.828130003,NA
142,baseline_women_q26e,groupanc_kenyanigeria_combined_final,keep,,,e. I know what actions I will take if I think there is a problem with my pregnancy,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,,,NA,baseline_women_q26e,groupanc_kenyanigeria_combined_final::baseline_women_q26e,int,3,date?,NA,1 to 3,3,once,0.828130003,NA
143,baseline_women_q26f,groupanc_kenyanigeria_combined_final,keep,,,f. I know how to recognize a problem with my newborn,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,,,NA,baseline_women_q26f,groupanc_kenyanigeria_combined_final::baseline_women_q26f,int,1,date?,NA,1 to 3,3,once,0.828049952,NA
144,baseline_women_q26g,groupanc_kenyanigeria_combined_final,keep,,,g. I know what actions I will take if I think there is a problem with my newborn,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,,,NA,baseline_women_q26g,groupanc_kenyanigeria_combined_final::baseline_women_q26g,int,1,date?,NA,1 to 3,3,once,0.828130003,NA
145,baseline_women_q26h,groupanc_kenyanigeria_combined_final,keep,,,h. I am good at making decisions related to the health of myself and my family,1 = Agree | 2 = Disagree | 3 = Neither agree nor disagree,,,,NA,baseline_women_q26h,groupanc_kenyanigeria_combined_final::baseline_women_q26h,int,1,date?,NA,1 to 3,3,once,0.828290106,NA
146,baseline_women_q27a,groupanc_kenyanigeria_combined_final,keep,,,a. I can talk to others about difficult subjects,1 = Agree | 2 = Disagree,,,,NA,baseline_women_q27a,groupanc_kenyanigeria_combined_final::baseline_women_q27a,int,1,date?,NA,1 to 2,2,once,0.828049952,NA
147,baseline_women_q27b,groupanc_kenyanigeria_combined_final,keep,,,b. I can let others know what I really think  even if it is different from them,1 = Agree | 2 = Disagree,,,,NA,baseline_women_q27b,groupanc_kenyanigeria_combined_final::baseline_women_q27b,int,2,date?,NA,1 to 2,2,once,0.828210054,NA
148,baseline_women_q27c,groupanc_kenyanigeria_combined_final,keep,,,c.I like to make decisions for myself,1 = Agree | 2 = Disagree,,,,NA,baseline_women_q27c,groupanc_kenyanigeria_combined_final::baseline_women_q27c,int,2,date?,NA,1 to 2,2,once,0.828049952,NA
149,baseline_women_q27d,groupanc_kenyanigeria_combined_final,keep,,,d. I am able to make decisions for myself,1 = Agree | 2 = Disagree,,,,NA,baseline_women_q27d,groupanc_kenyanigeria_combined_final::baseline_women_q27d,int,2,date?,NA,1 to 2,2,once,0.828130003,NA
150,baseline_survey_pregnant_women_complete,groupanc_kenyanigeria_combined_final,keep,,,Complete?,0 = Incomplete | 1 = Unverified | 2 = Complete,,,,NA,baseline_survey_pregnant_women_complete,groupanc_kenyanigeria_combined_final::baseline_survey_pregnant_women_complete,int,2,NA,NA,0 to 2,3,once,0.816362472,NA
151,anc_survey_time,groupanc_kenyanigeria_combined_final,discard,,,NA,NA,,,,NA,anc_survey_time,groupanc_kenyanigeria_combined_final::anc_survey_time,int,2017,date?,NA,2016 to 2018,3,once,0.832772975,NA
152,anc_survey_date,groupanc_kenyanigeria_combined_final,keep,,,Antenatal survey date,NA,,,,NA,anc_survey_date,groupanc_kenyanigeria_combined_final::anc_survey_date,int,2017,date?,NA,2016 to 2018,3,once,0.83309318,NA
153,attempts_done,groupanc_kenyanigeria_combined_final,keep,,,Attempts done,NA,,,,NA,attempts_done,groupanc_kenyanigeria_combined_final::attempts_done,int,2,NA,NA,0 to 70,33,once,0.833253282,NA
154,additional_strategies,groupanc_kenyanigeria_combined_final,keep,,,Were additional strategies used to trace this participant?,0 = No | 1 = Yes,,,,NA,additional_strategies,groupanc_kenyanigeria_combined_final::additional_strategies,int,0,NA,NA,0 to 1,2,once,0.833493436,NA
155,person_lost,groupanc_kenyanigeria_combined_final,keep,,,Is this person lost to follow up?,0 = No | 1 = Yes,,,,NA,person_lost,groupanc_kenyanigeria_combined_final::person_lost,int,0,NA,NA,0 to 1,2,once,0.832772975,NA
156,attend_meetings,groupanc_kenyanigeria_combined_final,keep,,,1. Did woman attend any group meetings?,0 = No | 1 = Yes,,,,NA,attend_meetings,groupanc_kenyanigeria_combined_final::attend_meetings,int,1,NA,NA,0 to 1,2,once,0.925792507,NA
157,hiv_status_known,groupanc_kenyanigeria_combined_final,keep,,,2. HIV status known,0 = No | 1 = Yes,,,,NA,hiv_status_known,groupanc_kenyanigeria_combined_final::hiv_status_known,int,1,NA,NA,0 to 1,2,once,0.926993276,NA
158,hiv_partner_tested,groupanc_kenyanigeria_combined_final,keep,,,3. Partner HIV tested,0 = No | 1 = Yes,,,,NA,hiv_partner_tested,groupanc_kenyanigeria_combined_final::hiv_partner_tested,int,0,NA,NA,0 to 1,2,once,0.927153378,NA
159,grp_meetings_attended___1,groupanc_kenyanigeria_combined_final,keep,,,4. Which group meetings did the woman attend? (choice=M1),0 = Unchecked | 1 = Checked,,,,NA,grp_meetings_attended___1,groupanc_kenyanigeria_combined_final::grp_meetings_attended___1,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
160,grp_meetings_attended___2,groupanc_kenyanigeria_combined_final,keep,,,4. Which group meetings did the woman attend? (choice=M2),0 = Unchecked | 1 = Checked,,,,NA,grp_meetings_attended___2,groupanc_kenyanigeria_combined_final::grp_meetings_attended___2,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
161,grp_meetings_attended___3,groupanc_kenyanigeria_combined_final,keep,,,4. Which group meetings did the woman attend? (choice=M3),0 = Unchecked | 1 = Checked,,,,NA,grp_meetings_attended___3,groupanc_kenyanigeria_combined_final::grp_meetings_attended___3,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
162,grp_meetings_attended___4,groupanc_kenyanigeria_combined_final,keep,,,4. Which group meetings did the woman attend? (choice=M4),0 = Unchecked | 1 = Checked,,,,NA,grp_meetings_attended___4,groupanc_kenyanigeria_combined_final::grp_meetings_attended___4,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
163,grp_meetings_attended___5,groupanc_kenyanigeria_combined_final,keep,,,4. Which group meetings did the woman attend? (choice=M5),0 = Unchecked | 1 = Checked,,,,NA,grp_meetings_attended___5,groupanc_kenyanigeria_combined_final::grp_meetings_attended___5,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
164,meeting_1_date,groupanc_kenyanigeria_combined_final,keep,,,Meeting 1 date,NA,,,,NA,meeting_1_date,groupanc_kenyanigeria_combined_final::meeting_1_date,int,2016,NA,NA,2016 to 2017,2,once,0.925872558,NA
165,meeting_2_date,groupanc_kenyanigeria_combined_final,,,,Meeting 2 date,NA,,,,NA,meeting_2_date,groupanc_kenyanigeria_combined_final::meeting_2_date,int,2016,NA,NA,2016 to 2017,2,once,0.925872558,NA
166,meeting_3_date,groupanc_kenyanigeria_combined_final,,,,Meeting 3 date,NA,,,,NA,meeting_3_date,groupanc_kenyanigeria_combined_final::meeting_3_date,int,2017,NA,NA,2016 to 2017,2,once,0.925872558,NA
167,meeting_4_date,groupanc_kenyanigeria_combined_final,,,,Meeting 4 date,NA,,,,NA,meeting_4_date,groupanc_kenyanigeria_combined_final::meeting_4_date,int,2017,NA,NA,2016 to 2017,2,once,0.925872558,NA
168,meeting_5_date,groupanc_kenyanigeria_combined_final,,,,Meeting 5 date,NA,,,,NA,meeting_5_date,groupanc_kenyanigeria_combined_final::meeting_5_date,int,2017,NA,NA,2017 to 2017,1,once,0.926352866,NA
169,have_llin,groupanc_kenyanigeria_combined_final,,,,5. Woman has LLIN?,0 = No | 1 = Yes,,,,NA,have_llin,groupanc_kenyanigeria_combined_final::have_llin,int,1,NA,NA,0 to 1,2,once,0.927153378,NA
170,given_ifas,groupanc_kenyanigeria_combined_final,,,,6. Given IFAS? (ever),0 = No | 1 = Yes,,,,NA,given_ifas,groupanc_kenyanigeria_combined_final::given_ifas,int,1,NA,NA,0 to 1,2,once,0.927233429,NA
171,meeting_1___1,groupanc_kenyanigeria_combined_final,,,,7. For meeting 1  select all that apply (choice=Has IFA),0 = Unchecked | 1 = Checked,,,,NA,meeting_1___1,groupanc_kenyanigeria_combined_final::meeting_1___1,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
172,meeting_1___2,groupanc_kenyanigeria_combined_final,,,,7. For meeting 1  select all that apply (choice=Took IFA),0 = Unchecked | 1 = Checked,,,,NA,meeting_1___2,groupanc_kenyanigeria_combined_final::meeting_1___2,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
173,meeting_1___3,groupanc_kenyanigeria_combined_final,,,,7. For meeting 1  select all that apply (choice=Bed net),0 = Unchecked | 1 = Checked,,,,NA,meeting_1___3,groupanc_kenyanigeria_combined_final::meeting_1___3,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
174,meeting_1___4,groupanc_kenyanigeria_combined_final,,,,7. For meeting 1  select all that apply (choice=Gave SP),0 = Unchecked | 1 = Checked,,,,NA,meeting_1___4,groupanc_kenyanigeria_combined_final::meeting_1___4,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
175,meeting_1___5,groupanc_kenyanigeria_combined_final,,,,7. For meeting 1  select all that apply (choice=N/A  missed meeting),0 = Unchecked | 1 = Checked,,,,NA,meeting_1___5,groupanc_kenyanigeria_combined_final::meeting_1___5,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
176,meeting_2___1,groupanc_kenyanigeria_combined_final,,,,8. For meeting 2  select all that apply (choice=Has IFA),0 = Unchecked | 1 = Checked,,,,NA,meeting_2___1,groupanc_kenyanigeria_combined_final::meeting_2___1,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
177,meeting_2___2,groupanc_kenyanigeria_combined_final,,,,8. For meeting 2  select all that apply (choice=Took IFA),0 = Unchecked | 1 = Checked,,,,NA,meeting_2___2,groupanc_kenyanigeria_combined_final::meeting_2___2,int,1,NA,NA,0 to 1,2,once,0.832612872,NA
178,meeting_2___3,groupanc_kenyanigeria_combined_final,,,,8. For meeting 2  select all that apply (choice=Bed net),0 = Unchecked | 1 = Checked,,,,NA,meeting_2___3,groupanc_kenyanigeria_combined_final::meeting_2___3,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
179,meeting_2___4,groupanc_kenyanigeria_combined_final,,,,8. For meeting 2  select all that apply (choice=Gave SP),0 = Unchecked | 1 = Checked,,,,NA,meeting_2___4,groupanc_kenyanigeria_combined_final::meeting_2___4,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
180,meeting_2___5,groupanc_kenyanigeria_combined_final,,,,8. For meeting 2  select all that apply (choice=N/A  missed meeting),0 = Unchecked | 1 = Checked,,,,NA,meeting_2___5,groupanc_kenyanigeria_combined_final::meeting_2___5,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
181,meeting_3___1,groupanc_kenyanigeria_combined_final,,,,9. For meeting 3  select all that apply (choice=Has IFA),0 = Unchecked | 1 = Checked,,,,NA,meeting_3___1,groupanc_kenyanigeria_combined_final::meeting_3___1,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
182,meeting_3___2,groupanc_kenyanigeria_combined_final,,,,9. For meeting 3  select all that apply (choice=Took IFA),0 = Unchecked | 1 = Checked,,,,NA,meeting_3___2,groupanc_kenyanigeria_combined_final::meeting_3___2,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
183,meeting_3___3,groupanc_kenyanigeria_combined_final,,,,9. For meeting 3  select all that apply (choice=Bed net),0 = Unchecked | 1 = Checked,,,,NA,meeting_3___3,groupanc_kenyanigeria_combined_final::meeting_3___3,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
184,meeting_3___4,groupanc_kenyanigeria_combined_final,,,,9. For meeting 3  select all that apply (choice=Gave SP),0 = Unchecked | 1 = Checked,,,,NA,meeting_3___4,groupanc_kenyanigeria_combined_final::meeting_3___4,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
185,meeting_3___5,groupanc_kenyanigeria_combined_final,,,,9. For meeting 3  select all that apply (choice=N/A  missed meeting),0 = Unchecked | 1 = Checked,,,,NA,meeting_3___5,groupanc_kenyanigeria_combined_final::meeting_3___5,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
186,meeting_4___1,groupanc_kenyanigeria_combined_final,,,,10. For meeting 4  select all that apply (choice=Has IFA),0 = Unchecked | 1 = Checked,,,,NA,meeting_4___1,groupanc_kenyanigeria_combined_final::meeting_4___1,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
187,meeting_4___2,groupanc_kenyanigeria_combined_final,,,,10. For meeting 4  select all that apply (choice=Took IFA),0 = Unchecked | 1 = Checked,,,,NA,meeting_4___2,groupanc_kenyanigeria_combined_final::meeting_4___2,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
188,meeting_4___3,groupanc_kenyanigeria_combined_final,,,,10. For meeting 4  select all that apply (choice=Bed net),0 = Unchecked | 1 = Checked,,,,NA,meeting_4___3,groupanc_kenyanigeria_combined_final::meeting_4___3,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
189,meeting_4___4,groupanc_kenyanigeria_combined_final,,,,10. For meeting 4  select all that apply (choice=Gave SP),0 = Unchecked | 1 = Checked,,,,NA,meeting_4___4,groupanc_kenyanigeria_combined_final::meeting_4___4,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
190,meeting_4___5,groupanc_kenyanigeria_combined_final,,,,10. For meeting 4  select all that apply (choice=N/A  missed meeting),0 = Unchecked | 1 = Checked,,,,NA,meeting_4___5,groupanc_kenyanigeria_combined_final::meeting_4___5,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
191,meeting_5___1,groupanc_kenyanigeria_combined_final,,,,11. For meeting 5  select all that apply (choice=Has IFA),0 = Unchecked | 1 = Checked,,,,NA,meeting_5___1,groupanc_kenyanigeria_combined_final::meeting_5___1,int,1,NA,NA,0 to 1,2,once,0.832612872,NA
192,meeting_5___2,groupanc_kenyanigeria_combined_final,,,,11. For meeting 5  select all that apply (choice=Took IFA),0 = Unchecked | 1 = Checked,,,,NA,meeting_5___2,groupanc_kenyanigeria_combined_final::meeting_5___2,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
193,meeting_5___3,groupanc_kenyanigeria_combined_final,,,,11. For meeting 5  select all that apply (choice=Bed net),0 = Unchecked | 1 = Checked,,,,NA,meeting_5___3,groupanc_kenyanigeria_combined_final::meeting_5___3,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
194,meeting_5___4,groupanc_kenyanigeria_combined_final,,,,11. For meeting 5  select all that apply (choice=Gave SP),0 = Unchecked | 1 = Checked,,,,NA,meeting_5___4,groupanc_kenyanigeria_combined_final::meeting_5___4,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
195,meeting_5___5,groupanc_kenyanigeria_combined_final,,,,11. For meeting 5  select all that apply (choice=N/A  missed meeting),0 = Unchecked | 1 = Checked,,,,NA,meeting_5___5,groupanc_kenyanigeria_combined_final::meeting_5___5,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
196,meeting_1_sys,groupanc_kenyanigeria_combined_final,,,,Meeting 1 systolic,NA,,,,NA,meeting_1_sys,groupanc_kenyanigeria_combined_final::meeting_1_sys,int,100,NA,NA,0 to 192,71,once,0.927073327,NA
197,meeting_1_dias,groupanc_kenyanigeria_combined_final,,,,Meeting 1 diastolic,NA,,,,NA,meeting_1_dias,groupanc_kenyanigeria_combined_final::meeting_1_dias,int,60,NA,NA,0 to 131,59,once,0.927073327,NA
198,meeting_2_sys,groupanc_kenyanigeria_combined_final,,,,Meeting 2 systolic,NA,,,,NA,meeting_2_sys,groupanc_kenyanigeria_combined_final::meeting_2_sys,int,100,NA,NA,0 to 175,81,once,0.926993276,NA
199,meeting_2_dias,groupanc_kenyanigeria_combined_final,,,,Meeting 2 diastolic,NA,,,,NA,meeting_2_dias,groupanc_kenyanigeria_combined_final::meeting_2_dias,int,60,NA,NA,0 to 128,61,once,0.926993276,NA
200,meeting_3_sys,groupanc_kenyanigeria_combined_final,,,,Meeting 3 systolic,NA,,,,NA,meeting_3_sys,groupanc_kenyanigeria_combined_final::meeting_3_sys,int,111,NA,NA,0 to 167,79,once,0.926993276,NA
201,meeting_3_dias,groupanc_kenyanigeria_combined_final,,,,Meeting 3 diastolic,NA,,,,NA,meeting_3_dias,groupanc_kenyanigeria_combined_final::meeting_3_dias,int,80,NA,NA,0 to 120,56,once,0.926993276,NA
202,meeting_4_sys,groupanc_kenyanigeria_combined_final,,,,Meeting 4 systolic,NA,,,,NA,meeting_4_sys,groupanc_kenyanigeria_combined_final::meeting_4_sys,int,0,NA,NA,0 to 175,73,once,0.926993276,NA
203,meeting_4_dias,groupanc_kenyanigeria_combined_final,,,,Meeting 4 diastolic,NA,,,,NA,meeting_4_dias,groupanc_kenyanigeria_combined_final::meeting_4_dias,int,0,NA,NA,0 to 139,60,once,0.926993276,NA
204,meeting_5_sys,groupanc_kenyanigeria_combined_final,,,,Meeting 5 systolic,NA,,,,NA,meeting_5_sys,groupanc_kenyanigeria_combined_final::meeting_5_sys,int,127,NA,NA,0 to 606,65,once,0.927153378,NA
205,meeting_5_dias,groupanc_kenyanigeria_combined_final,,,,Meeting 5 diastolic,NA,,,,NA,meeting_5_dias,groupanc_kenyanigeria_combined_final::meeting_5_dias,int,97,NA,NA,0 to 121,57,once,0.927153378,NA
206,bp_counseling,groupanc_kenyanigeria_combined_final,,,,18. BP counseling,0 = No | 1 = Yes,,,,NA,bp_counseling,groupanc_kenyanigeria_combined_final::bp_counseling,int,0,NA,NA,0 to 1,2,once,0.927473583,NA
207,delivery_specified,groupanc_kenyanigeria_combined_final,,,,19. Place of delivery specified?,0 = No | 1 = Yes,,,,NA,delivery_specified,groupanc_kenyanigeria_combined_final::delivery_specified,int,1,NA,NA,0 to 1,2,once,0.927473583,NA
208,plan_transport,groupanc_kenyanigeria_combined_final,,,,21. Plan: transport,0 = No | 1 = Yes | 3 = N/A,,,,NA,plan_transport,groupanc_kenyanigeria_combined_final::plan_transport,int,1,NA,NA,0 to 3,3,once,0.927393532,NA
209,plan_emergency_cash,groupanc_kenyanigeria_combined_final,,,,22. Plan: emergency cash,0 = No | 1 = Yes | 3 = N/A,,,,NA,plan_emergency_cash,groupanc_kenyanigeria_combined_final::plan_emergency_cash,int,1,NA,NA,0 to 3,3,once,0.927393532,NA
210,plan_companion,groupanc_kenyanigeria_combined_final,,,,23. Plan: companion,0 = No | 1 = Yes | 3 = N/A,,,,NA,plan_companion,groupanc_kenyanigeria_combined_final::plan_companion,int,1,NA,NA,0 to 3,3,once,0.927393532,NA
211,plan_decision_maker,groupanc_kenyanigeria_combined_final,,,,24. Plan: decision maker,0 = No | 1 = Yes | 3 = N/A,,,,NA,plan_decision_maker,groupanc_kenyanigeria_combined_final::plan_decision_maker,int,1,NA,NA,0 to 3,3,once,0.927393532,NA
212,fp_desired_mtng4,groupanc_kenyanigeria_combined_final,,,,25. FP desired? Meeting 4,0 = No | 1 = Yes | 3 = N/A,,,,NA,fp_desired_mtng4,groupanc_kenyanigeria_combined_final::fp_desired_mtng4,int,3,NA,NA,0 to 3,3,once,0.927473583,NA
213,fp_desired_mtng5,groupanc_kenyanigeria_combined_final,,,,26. FP desired? Meeting 5,0 = No | 1 = Yes | 3 = N/A,,,,NA,fp_desired_mtng5,groupanc_kenyanigeria_combined_final::fp_desired_mtng5,int,1,NA,NA,0 to 3,3,once,0.927633686,NA
214,chose_method_g4,groupanc_kenyanigeria_combined_final,,,,27. Chosen desired method? Meeting 4 (G4),0 = No | 1 = Yes,,,,NA,chose_method_g4,groupanc_kenyanigeria_combined_final::chose_method_g4,int,0,NA,NA,0 to 1,2,once,0.927553634,NA
215,g4_desired_method,groupanc_kenyanigeria_combined_final,,,,27i. Specify method,1 = Injectable | 2 = Implants | 3 = Withdrawal | 4 = Condoms | 5 = Pill/Oral contraceptives | 6 = IUD | 7 = Emergency contraception | 8 = Sterilisation | 9 = Standard days or rhythm method | 10 = Other | 11 = LAM,,,,NA,g4_desired_method,groupanc_kenyanigeria_combined_final::g4_desired_method,int,2,NA,NA,1 to 11,10,once,0.961655459,NA
216,chose_method_g5,groupanc_kenyanigeria_combined_final,,,,28. Chosen desired method? Meeting 5 (G5),0 = No | 1 = Yes,,,,NA,chose_method_g5,groupanc_kenyanigeria_combined_final::chose_method_g5,int,1,NA,NA,0 to 1,2,once,0.927473583,NA
217,g5_desired_method,groupanc_kenyanigeria_combined_final,,,,28i. Specify method,1 = Injectable | 2 = Implants | 3 = Withdrawal | 4 = Condoms | 5 = Pill/Oral contraceptives | 6 = IUD | 7 = Emergency contraception | 8 = Sterilisation | 9 = Standard days or rhythm method | 10 = Other | 11 = LAM,,,,NA,g5_desired_method,groupanc_kenyanigeria_combined_final::g5_desired_method,int,4,NA,NA,1 to 11,10,once,0.971341659,NA
218,lam_chosen,groupanc_kenyanigeria_combined_final,,,,29. If LAM select method  transition method chosen?,0 = No | 1 = Yes | 3 = N/A,,,,NA,lam_chosen,groupanc_kenyanigeria_combined_final::lam_chosen,int,0,NA,NA,0 to 3,3,once,0.993996158,NA
219,transition_method,groupanc_kenyanigeria_combined_final,,,,29i. Specify method,1 = Injectable | 2 = Implants | 3 = Withdrawal | 4 = Condoms | 5 = Pill/Oral contraceptives | 6 = IUD | 7 = Emergency contraception | 8 = Sterilisation | 9 = Standard days or rhythm method | 10 = Other,,,,NA,transition_method,groupanc_kenyanigeria_combined_final::transition_method,int,2,NA,NA,1 to 10,5,once,0.998398975,NA
220,data_extraction_complete,groupanc_kenyanigeria_combined_final,,,,Complete?,0 = Incomplete | 1 = Unverified | 2 = Complete,,,,NA,data_extraction_complete,groupanc_kenyanigeria_combined_final::data_extraction_complete,int,2,NA,NA,0 to 2,3,once,0.832612872,NA
221,birth_classification,groupanc_kenyanigeria_combined_final,,,,1. Tell me what happened to your last pregnancy,1 = Live  birth | 2 = Still birth | 3 = Miscarriage,,,,NA,birth_classification,groupanc_kenyanigeria_combined_final::birth_classification,int,1,NA,NA,1 to 3,3,once,0.852065322,NA
222,live_birth_date,groupanc_kenyanigeria_combined_final,,,,Live birth date,NA,,,,NA,live_birth_date,groupanc_kenyanigeria_combined_final::live_birth_date,int,2017,date?,NA,2011 to 2017,3,once,0.861591419,NA
223,still_birth_date,groupanc_kenyanigeria_combined_final,,,,Stillbirth date,NA,,,,NA,still_birth_date,groupanc_kenyanigeria_combined_final::still_birth_date,int,2017,date?,NA,2016 to 2017,2,once,0.995837336,NA
224,miscarriage_ga,groupanc_kenyanigeria_combined_final,,,,Miscarriage gestational age,NA,,,,NA,miscarriage_ga,groupanc_kenyanigeria_combined_final::miscarriage_ga,int,9,NA,NA,0 to 34,26,once,0.995036824,NA
225,miscarriage_date,groupanc_kenyanigeria_combined_final,,,,Miscarriage date,NA,,,,NA,miscarriage_date,groupanc_kenyanigeria_combined_final::miscarriage_date,int,2016,NA,NA,2016 to 2017,2,once,0.994956772,NA
226,know_due_date,groupanc_kenyanigeria_combined_final,,,,2. Did you know your due date  the time around when the baby was suppose to be born?,1 = Yes | 2 = No | 3 = Not sure,,,,NA,know_due_date,groupanc_kenyanigeria_combined_final::know_due_date,int,1,NA,NA,1 to 3,3,once,0.857428754,NA
227,know_due_date_how,groupanc_kenyanigeria_combined_final,,,,3. If yes  how?,1 = Provider told me | 2 = Other,,,,NA,know_due_date_how,groupanc_kenyanigeria_combined_final::know_due_date_how,int,1,NA,NA,1 to 2,2,once,0.895933397,NA
228,baby_premature,groupanc_kenyanigeria_combined_final,,,,4. Do you think your baby was premature  that is born too soon?,1 = Yes | 2 = No | 3 = Not sure,,,,NA,baby_premature,groupanc_kenyanigeria_combined_final::baby_premature,int,2,NA,NA,1 to 3,3,once,0.857348703,NA
229,baby_alive,groupanc_kenyanigeria_combined_final,,,,5. Is your baby alive today?,1 = Yes | 2 = No,,,,NA,baby_alive,groupanc_kenyanigeria_combined_final::baby_alive,int,1,NA,NA,1 to 2,2,once,0.861511367,NA
230,consent_to_continue,groupanc_kenyanigeria_combined_final,,,,5a. Im sorry for your loss.  Is it OK if I ask you questions about the antenatal care you received?  If it will be too upsetting we can stop now.,1 = Yes | 2 = No,,,,NA,consent_to_continue,groupanc_kenyanigeria_combined_final::consent_to_continue,int,1,NA,NA,1 to 2,2,once,0.996477746,NA
231,danger_signs___1,groupanc_kenyanigeria_combined_final,,,,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Pain (not otherwise specified)),0 = Unchecked | 1 = Checked,,,,NA,danger_signs___1,groupanc_kenyanigeria_combined_final::danger_signs___1,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
232,danger_signs___2,groupanc_kenyanigeria_combined_final,,,,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Headache),0 = Unchecked | 1 = Checked,,,,NA,danger_signs___2,groupanc_kenyanigeria_combined_final::danger_signs___2,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
233,danger_signs___3,groupanc_kenyanigeria_combined_final,,,,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Vision changes/blurred vision),0 = Unchecked | 1 = Checked,,,,NA,danger_signs___3,groupanc_kenyanigeria_combined_final::danger_signs___3,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
234,danger_signs___4,groupanc_kenyanigeria_combined_final,,,,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Nausea and vomiting),0 = Unchecked | 1 = Checked,,,,NA,danger_signs___4,groupanc_kenyanigeria_combined_final::danger_signs___4,int,1,NA,NA,0 to 1,2,once,0.832612872,NA
235,danger_signs___5,groupanc_kenyanigeria_combined_final,,,,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Pain in abdomen),0 = Unchecked | 1 = Checked,,,,NA,danger_signs___5,groupanc_kenyanigeria_combined_final::danger_signs___5,int,1,NA,NA,0 to 1,2,once,0.832612872,NA
236,danger_signs___6,groupanc_kenyanigeria_combined_final,,,,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Shortness of breath),0 = Unchecked | 1 = Checked,,,,NA,danger_signs___6,groupanc_kenyanigeria_combined_final::danger_signs___6,int,0,NA,NA,0 to 1,2,once,0.832612872,NA
237,danger_signs___7,groupanc_kenyanigeria_combined_final,,,,6. What are danger/warning signs during pregnancy? Things that mean there might be a problem with you or the baby? (choice=Fever),0 = Unchecked | 1 = Checked,,,,NA,danger_signs___7,groupanc_kenyanigeria_combined_final::danger_signs___7,int,1,NA,NA,0 to 1,2,once,0.832612872,NA
