IRI,label,variable,dataset,definition,codebookValues,parentIRI,parentLabel,termType,replaces,category,ISA_Type,ISA_Parent
http://purl.obolibrary.org/obo/EUPATH_0009045,Glutamic acid decarboxylase antibodies positive,GADA,DIABIMMUNE.txt,Child has measured positive for Glutamic acid decarboxylase antibodies (GADA),,http://purl.obolibrary.org/obo/EUPATH_0009033,Diabetes-associated autoantibodies measurement,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,env_feature,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,ENVO_00002297,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0011894,Height-for-age z-score,haz_last,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009037,"HLA risk, by HLA haplotyping",HLA_risk_class,DIABIMMUNE.txt,"HLA (human leukocyte antigen) risk class for T1D and autoimmunity determined by HLA haplotyping, value between 1-4, 1=slightly increase risk, 4=high risk",,http://purl.obolibrary.org/obo/EUPATH_0022067,Diagnosis history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,body_habitat,DIABIMMUNE.txt,original body habitat where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,body_product,DIABIMMUNE.txt,"substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,body_site,DIABIMMUNE.txt,name of body site where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0000512,Host common name,host_common_name,DIABIMMUNE.txt,"common name of the host, e.g. human",,http://purl.obolibrary.org/obo/EUPATH_0000589,Host information,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009044,Insulin autoantibodies positive,IAA,DIABIMMUNE.txt,Child has measured positive for insulin autoantibodies (IAA),,http://purl.obolibrary.org/obo/EUPATH_0009033,Diabetes-associated autoantibodies measurement,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009046,Insulinoma-associated protein 2 autoantibody positive,IA2A,DIABIMMUNE.txt,Child has measured positive for insulinoma-associated protein 2 autoantibody (IA2A),,http://purl.obolibrary.org/obo/EUPATH_0009033,Diabetes-associated autoantibodies measurement,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009048,Islet cell autoantibodies positive,ICA,DIABIMMUNE.txt,Child has measured positive for Islet cell autoantibodies (ICA),,http://purl.obolibrary.org/obo/EUPATH_0009033,Diabetes-associated autoantibodies measurement,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009052,Linear growth during first year (cm),length_growth_pace_during_year_one,DIABIMMUNE.txt,"Linear growth during the first year of life, centimeters",,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009034,Maternal age at birth,mom_age_at_birth,DIABIMMUNE.txt,Maternal age at birth,,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009036,Mom reported antibiotic use during pregnancy,abx_while_pregnant,DIABIMMUNE.txt,Mom reported antibiotic use during pregnancy,,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009035,Mom reported gestational diabetes,gestational_diabetes,DIABIMMUNE.txt,Mom reported gestational diabetes,,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/SO_0001000,Region of 16S rRNA sequenced,region,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000603,Sequencing,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,sample_type,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/PATO_0000047,Sex,gender,DIABIMMUNE.txt,physical sex of the host,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000639,Study group,cohort,DIABIMMUNE.txt,"Describes treatment, infection status, etc.","Co-housed Naive, Infected",http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000606,Subject ID,subject,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009043,Type 1 diabetes diagnosed,t1d_diagnosed,DIABIMMUNE.txt,"Type 1 diabetes diagnosed, TRUE/FALSE",,http://purl.obolibrary.org/obo/EUPATH_0022067,Diagnosis history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0011928,Urban or rural site,birth_location,DIABIMMUNE.txt,"Location of the household when the child was born, urban or rural",,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009051,Weight gain during first year (kg),weight_growth_pace_during_year_one,DIABIMMUNE.txt,"Weight gain during the first year of life, kilograms",,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0011895,Weight-for-height z-score,waz_last,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009050,Yearly average linear growth during first three years (cm/year),length_growth_pace_during_three_years,DIABIMMUNE.txt,"Average linear growth pace during first three years, centimeters / year",,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009049,Yearly average weight gain during first three years (kg/year),weight_growth_pace_during_three_years,DIABIMMUNE.txt,"Average weight gain during first three years, kilograms / year",,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009047,Zinc transporter 8 autoantibody positive,ZNT8A,DIABIMMUNE.txt,Child has measured positive for Zinc transporter 8 autoantibody (ZnT8A),,http://purl.obolibrary.org/obo/EUPATH_0009033,Diabetes-associated autoantibodies measurement,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/NCBITaxon_222,Achromobacter,Achromobacter,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_85698,Achromobacter xylosoxidans,Achromobacter xyloxidans,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_469,Acinetobacter,Acinetobacter,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.bioontology.org/ontology/SNOMEDCT/83088009,Acinetobacter lwoffi,Acinetobacter lwoffi,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_10508,Adenovirus,Adenovirus,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009090,Virus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),Age (days),EcoCF.txt,the animal's or human's age counted in days,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/OBI_0001169,Age (years),Age (years),EcoCF.txt,"age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees. The unit of age is year.",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/NCBITaxon_5067,Aspergillus,Aspergillus,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009108,Fungus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/CHEBI_2955,Azithromycin,Azithromycin,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009093,Chronic maintenance therapy,value,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/CHEBI_161680,Aztreonam,Aztreonam,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009093,Chronic maintenance therapy,value,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/NCBITaxon_95486,Burkholderia cenocepacia,Burkholderia cenocepacia,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_87883,Burkholderia multivorans,Burkholderia multivorans,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_5476,Candida albicans,Candida albicans,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009108,Fungus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0009092,CFTR mutation (allele 1),Mutation 1,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009032,CFTR mutation (allele 2),Mutation 2,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009091,CFTR mutation (F508del),F508del-CFTR genotype,EcoCF.txt,"Whether the patient was homozygous or heterozygous for mutations at the cystic fibrosis transmembrane conductance regulator (CFTR) gene, or whether they had other mutations relevant to cystic fibrosis.",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/NCBITaxon_59732,Chryseobacterium,Chryseobacterium,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_253,Chryseobacterium indologenes,Chryseobacterium indologenes,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_544,Citrobacter,Citrobacter,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_546,Citrobacter freundii,Citrobacter freundii,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/HP_0032319,Clinical status,Clinical Status,EcoCF.txt,,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/CHEBI_37943,Colistin,Colistin,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009093,Chronic maintenance therapy,value,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/NCBITaxon_11118,Coronavirus,Coronavirus,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009090,Virus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_31631,Coronavirus OC43,Coronavirus OC43,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009090,Virus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/ENVO_00000004,Country,country,EcoCF.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,OBI_0001627,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/DRON_00018567,Dornase,Dornase,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009093,Chronic maintenance therapy,value,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/NCBITaxon_547,Enterobacter,Enterobacter,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_12059,Enterovirus,Enterovirus,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009090,Virus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,Escherichia coli,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0009087,Forced expiratory volume (%),Forced Expiratory Volume (FEV1) percentage,EcoCF.txt,"The amount of air you can force from your lungs in one second, expressed as a percentage of maximum.",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009088,Forced expiratory volume (L),Forced Expiratory Volume (FEV1) liter,EcoCF.txt,"The amount of air you can force from your lungs in one second, expressed in liters.",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,env_feature,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,ENVO_00002297,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/NCBITaxon_724,Haemophilus,Haemophilus,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_727,Haemophilus influenzae,Haemophilus influenza,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,body_habitat,EcoCF.txt,original body habitat where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,body_product,EcoCF.txt,"substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,body_site,EcoCF.txt,name of body site where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0000512,Host common name,host_common_name,EcoCF.txt,"common name of the host, e.g. human",,http://purl.obolibrary.org/obo/EUPATH_0000589,Host information,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/NCBITaxon_11137,Human coronavirus 229E,Coronavirus 229E,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009090,Virus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_290028,Human coronavirus HKU1,Coronavirus HKU1,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009090,Virus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_277944,Human coronavirus NL63,Coronavirus NL63,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009090,Virus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_162145,Human metapneumovirus,Human metapneumovirus,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009090,Virus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_11216,Human parainfluenza virus 3,parainfluenza 3,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009090,Virus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0009103,Influenza,Influenza,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009090,Virus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_36420,Influenza A 2009,Influenza A 2009,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009090,Virus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_570,Klebsiella,Klebsiella,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_571,Klebsiella oxytoca,Klebsiella oxytoca,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_573,Klebsiella pneumoniae,Klebsiella pneumoniae,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/ARO_3004306,Methicillin resistant Staphylococcus aureus,methicillin resistant Staphylococcus aureus (MRSA),EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0009096,Methicillin sensitive Staphylococcus aureus,methicillin sensitive Staphylococcus aureus (MSSA),EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0009119,Methicillin sensitive Staphylococcus aureus (prelim),MSSA (prelim),EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCIT_C120707,Mixed Commensal Flora,Mixed Commensal Flora (MCF),EcoCF.txt,,,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0009117,Mixed Commensal Flora (prelim),MCF (prelim),EcoCF.txt,,,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_36809,Mycobacteroides abscessus,Mycobacterium abcessus,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_487,Neisseria meningitidis,Neisseria meningitidis,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_1817,Nocardia,Nocardia,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_286,Pseudomonas,Pseudomonas,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0009105,Pseudomonas (mucoid),Pseudomonas (mucoid),EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0009106,Pseudomonas (nonmucoid),Pseudomonas (nonmucoid),EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0009120,Pseudomonas (prelim),Pseudomonas (prelim),EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_47886,Pseudomonas luteola,Pseudomonas luteola,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_303,Pseudomonas putida,Pseudomonas putida,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/SO_0001000,Region of 16S rRNA sequenced,region,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000603,Sequencing,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_12814,Respiratory syncytial virus,Respiratory syncytial virus,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009090,Virus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0009111,Rhinovirus,Rhinovirus,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009090,Virus detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/OBI_0001619,Sample collection date,Collection date,EcoCF.txt,"The time of sampling, either as an instance (single point in time) or interval. In case no exact time is available, the date/time can be right truncated i.e. all of these are valid times: 2008-01-23T19:23:10+00:00; 2008-01-23T19:23:10; 2008-01-23; 2008-01",,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,variable,,Human,protocolParameter,specimen collection
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,sample_type,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_613,Serratia,Serratia,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_614,Serratia liquefaciens,Serratia liquifaciens,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_615,Serratia marcescens,Serratia marcescens,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/PATO_0000047,Sex,Sex,EcoCF.txt,physical sex of the host,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/NCBITaxon_24,Shewanella putrefaciens,Shewanella putrifaciens,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_1279,Staphylococcus,Staphylococcus,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_40323,Stenotrophomonas,Stenotrophomonas,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_1313,Streptococcus pneumoniae,Streptococcus pneumoniae,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCBITaxon_1314,Streptococcus pyogenes,Streptococcus pyogenes,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009104,Bacteria detected,value,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0000606,Subject ID,host_subject_id,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/CHEBI_28864,Tobramycin,Tobramycin,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009093,Chronic maintenance therapy,value,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009089,Virology result,Virology result,EcoCF.txt,,,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/NCIT_C83101,Visit number,Visit Number,EcoCF.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),day_of_life,EMP_10249_ECAM.txt,the animal's or human's age counted in days,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/OBI_0001169,Age (years),age,EMP_10249_ECAM.txt,"age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees. The unit of age is year.",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009029,Age at sample collection (months),Age (months),EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0000580,Antibiotic exposure,antiexposedall,EMP_10249_ECAM.txt,was the host exposed to antibiotics?,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000582,Antibiotics,abx_name,EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000581,Baby's delivery mode,delivery,EMP_10249_ECAM.txt,Method of delivery (newborn),,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000584,Child's diet,diet_3,EMP_10249_ECAM.txt,"overall, what the main source of nutrition for the child?",,http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000585,Child's diet (by month),diet_2_month,EMP_10249_ECAM.txt,"For each month, what was the main source of nutrition for the child?",,http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000452,"City, village, or region",village,EMP_10249_ECAM.txt,"The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (v 1.512)  (http://purl.bioontology.org/ontology/GAZ)",,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/ENVO_00000004,Country,geo_loc_name,EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,OBI_0001627,Human,characteristicQualifier,Source
