Term Ontology IRI	Display Label	Term parent ontology IRI	Term Parent Display Label	Data Dictionary ID	PRISM Data Dictionary Label (en)	Term Type	PRISM Preferred Label (en)	Prism Description	EuPath Definition	ID#
http://purl.obolibrary.org/obo/EUPATH_0000165	Vomiting duration	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	PRISM_0100107	vduration	variable	duration of vomiting			3.2.6.24
http://purl.obolibrary.org/obo/EUPATH_0000139	Clinical visits per year	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	PRISM_0100108	Visits Per Year	variable	Clinical visits per year			2.3.2
http://purl.obolibrary.org/obo/EUPATH_0000140	Total with asymptomatic parasitemia per year	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	PRISM_0100109	Visits Per Year W/ Asymp Para	variable	Total with asymptomatic parasitemia per year			2.3.7
http://purl.obolibrary.org/obo/EUPATH_0000141	Visits with malaria per year	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	PRISM_0100110	Visits Per Year W/Malaria	variable	Visits with malaria per year			2.3.4
http://purl.obolibrary.org/obo/HP_0002013	Vomiting	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	PRISM_0100111	Vomiting	variable	Vomiting	Forceful ejection of the contents of the stomach through the mouth by means of a series of involuntary spasmic contractions	Forceful ejection of the contents of the stomach through the mouth by means of a series of involuntary spasmic contractions	3.2.6.23
http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	http://purl.obolibrary.org/obo/EUPATH_0000303	Physical Characteristics	PRISM_0100112	walltype	variable	Wall material	Primary material of exterior walls	Primary material of exterior walls	1.2.8
http://purl.obolibrary.org/obo/EUPATH_0000014	Numerical household wealth index	http://purl.obolibrary.org/obo/EUPATH_0000301	Dwelling Summary	PRISM_0100113	wealth_index	variable	numerical household wealth index	"The Household Wealth Index (HWI) is a cumulative living standard, calculated using easy-to-collect data on ownership of selected assets, such as televisions and bicycles, materials used for housing construction, types of water access, and sanitation facilities (continuous variable)."	"The Household Wealth Index (HWI) is a cumulative living standard, calculated using easy-to-collect data on ownership of selected assets, such as televisions and bicycles, materials used for housing construction, types of water access, and sanitation facilities (continuous variable)."	1.4.1
http://purl.obolibrary.org/obo/IAO_0000414	Weight	http://purl.obolibrary.org/obo/OGMS_0000083	Physical Examination	PRISM_0100114	weight	variable	Weight			3.1.6
http://purl.obolibrary.org/obo/EUPATH_0000208	Reason for withdrawal	http://purl.obolibrary.org/obo/EUPATH_0000307	Participant Study Details	PRISM_0100115	withdrawnreason	variable	Reason for withdrawal			2.1.6
http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	http://purl.obolibrary.org/obo/EUPATH_0000304	Socioeconomic Factors	PRISM_0100116	Assets	variable	Assets			
http://purl.obolibrary.org/obo/EUPATH_0000311	Visit type	http://purl.obolibrary.org/obo/EUPATH_0000328	Visit	PRISM_0100117	visittype	variable	Visit type			
http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	http://purl.obolibrary.org/obo/OGMS_0000073	Diagnosis	PRISM_0100118	dxcode	variable	Other diagnosis			
http://purl.obolibrary.org/obo/ICEMR_0100119	# non scheduled visits	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	PRISM_0100119	number of non scheduled clinical visits	variable				
http://purl.obolibrary.org/obo/ICEMR_0100120	# scheduled visits	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	PRISM_0100120	number of scheduled clinical visits	variable				
http://purl.obolibrary.org/obo/ICEMR_0100121	Malaria diagnosis	http://purl.obolibrary.org/obo/OGMS_0000073	Diagnosis	PRISM_0100121	malariacat	variable				
