Term Ontology ID	Display Label	Term Parent Ontology ID	Term Parent display Label	Data Dictionary Label (en)	Column Name (en)	Term Type	Data Dictionary ID	PRISM Preferred Label (en)	Prism Description	
http://purl.obolibrary.org/obo/EUPATH_0000137	# A. gambiae	http://purl.obolibrary.org/obo/EUPATH_0000323	Anopheles gambiae sl	Total_gambiae		variable	PRISM_0100104	# A. gambiae	Number of female Anopheles gambiae collected	
http://purl.obolibrary.org/obo/EUPATH_0000204	Unfed A. funestus	http://purl.obolibrary.org/obo/EUPATH_0000322	Anopheles funestus	unfedfunes		variable	PRISM_0100105	Unfed A. funestus	Number of female Anopheles funestus without a recent blood meal	
http://purl.obolibrary.org/obo/EUPATH_0000205	Unfed A. gambiae	http://purl.obolibrary.org/obo/EUPATH_0000323	Anopheles gambiae sl	unfedgamb		variable	PRISM_0100106	Unfed A. gambiae	Number of female Anopheles gambiae without a recent blood meal	
http://purl.obolibrary.org/obo/EUPATH_0000165	Vomiting duration	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	vduration		variable	PRISM_0100107	duration of vomiting		
http://purl.obolibrary.org/obo/EUPATH_0000139	Clinical visits per year	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	Visits Per Year		variable	PRISM_0100108	Clinical visits per year		
http://purl.obolibrary.org/obo/EUPATH_0000140	Total with asymptomatic parasitemia per year	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	Visits Per Year W/ Asymp Para		variable	PRISM_0100109	Total with asymptomatic parasitemia per year		
http://purl.obolibrary.org/obo/EUPATH_0000141	Visits with malaria per year	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	Visits Per Year W/Malaria		variable	PRISM_0100110	Visits with malaria per year		
http://purl.obolibrary.org/obo/HP_0002013	Vomiting	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	Vomiting		variable	PRISM_0100111	Vomiting	Forceful ejection of the contents of the stomach through the mouth by means of a series of involuntary spasmic contractions	
http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	http://purl.obolibrary.org/obo/EUPATH_0000303	Physical Characteristics	walltype		variable	PRISM_0100112	Wall material	Primary material of exterior walls	
http://purl.obolibrary.org/obo/EUPATH_0000014	Numerical household wealth index	http://purl.obolibrary.org/obo/EUPATH_0000301	Dwelling Summary	wealth_index		variable	PRISM_0100113	numerical household wealth index	"The Household Wealth Index (HWI) is a cumulative living standard, calculated using easy-to-collect data on ownership of selected assets, such as televisions and bicycles, materials used for housing construction, types of water access, and sanitation facilities (continuous variable)."	
http://purl.obolibrary.org/obo/IAO_0000414	Weight	http://purl.obolibrary.org/obo/OGMS_0000083	Physical Examination	weight		variable	PRISM_0100114	Weight		
http://purl.obolibrary.org/obo/EUPATH_0000208	Reason for withdrawal	http://purl.obolibrary.org/obo/EUPATH_0000307	Participant Study Details	withdrawnreason		variable	PRISM_0100115	Reason for withdrawal		
http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	http://purl.obolibrary.org/obo/EUPATH_0000304	Socioeconomic Factors	Assets		variable	PRISM_0100116	Assets		
http://purl.obolibrary.org/obo/EUPATH_0000311	Visit type	http://purl.obolibrary.org/obo/EUPATH_0000328	Visit	visittype		variable	PRISM_0100117	Visit type		
http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	http://purl.obolibrary.org/obo/OGMS_0000073	Diagnosis	dxcode		variable	PRISM_0100118	Other diagnosis		
http://purl.obolibrary.org/obo/EUPATH_0000336	# non scheduled visits	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	number of non scheduled clinical visits		variable	PRISM_0100119			
http://purl.obolibrary.org/obo/EUPATH_0000337	# scheduled visits	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	number of scheduled clinical visits		variable	PRISM_0100120			
http://purl.obolibrary.org/obo/EUPATH_0000338	Malaria diagnosis and parasite status	http://purl.obolibrary.org/obo/EUPATH_0000328	Visit	malariacat		variable	PRISM_0100122	Malaria diagnosis and parasite status		
http://purl.obolibrary.org/obo/EUPATH_0000484	Asymptomatic parasitemia	http://purl.obolibrary.org/obo/OGMS_0000073	Diagnosis	Asymptomatic parasitemia		variable	PRISM_0100123	Asymptomatic parasitemia	not febrile (no subjective fever and temperature<38) and parasites detected by microscopy (parasite density > 0) OR LAMP positive	
http://purl.obolibrary.org/obo/EUPATH_0000485	Submicroscopic parasitemia	http://purl.obolibrary.org/obo/OGMS_0000073	Diagnosis	Submicroscopic parasitemia		variable	PRISM_0100124	Submicroscopic parasitemia	positive LAMP result when microscopy was negative	
http://purl.obolibrary.org/obo/EUPATH_0000487	Submicroscopic parasites present (LAMP)	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	Submicroscopic parasites present (LAMP)		variable	PRISM_0100125	Submicroscopic parasites present (LAMP)		
http://purl.obolibrary.org/obo/EUPATH_0000488	Blood smear not performed	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	Blood smear not performed		variable	PRISM_0100126	Blood smear not performed		
http://purl.obolibrary.org/obo/EUPATH_0000489	Negative blood smear and negative LAMP	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	Negative blood smear and negative LAMP		variable	PRISM_0100127	Negative blood smear and negative LAMP		
http://purl.obolibrary.org/obo/EUPATH_0000490	Negative blood smear and LAMP not done	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	Negative blood smear and LAMP not done		variable	PRISM_0100128	Negative blood smear and LAMP not done		
http://purl.obolibrary.org/obo/ENVO_00003097	borehole	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	borehole		value	PRISM_1000001			
http://purl.obolibrary.org/obo/EUPATH_0000254	open public well	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	open public well		value	PRISM_1000002			
http://purl.obolibrary.org/obo/EUPATH_0000255	open well in yard/compound	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	open well in yard/compound		value	PRISM_1000003			
http://purl.obolibrary.org/obo/EUPATH_0000256	pipe into dwelling	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	pipe into dwelling		value	PRISM_1000004			
http://purl.obolibrary.org/obo/EUPATH_0000257	piped into yard/compound	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	piped into yard/compound		value	PRISM_1000005			
http://purl.obolibrary.org/obo/ENVO_00002228	pond/lake	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	pond/lake		value	PRISM_1000006			
http://purl.obolibrary.org/obo/EUPATH_0000258	protected public well	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	protected public well		value	PRISM_1000007			
http://purl.obolibrary.org/obo/EUPATH_0000259	protected spring	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	protected spring		value	PRISM_1000008			
http://purl.obolibrary.org/obo/EUPATH_0000260	protected well in yard/compound	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	protected well in yard/compound		value	PRISM_1000009			
http://purl.obolibrary.org/obo/ENVO_00003096	public tap	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	public tap		value	PRISM_1000010			
http://purl.obolibrary.org/obo/ENVO_01000599	river/stream	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	river/stream		value	PRISM_1000011			
http://purl.obolibrary.org/obo/EUPATH_0000261	unprotected spring	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	unprotected spring		value	PRISM_1000012			
http://purl.obolibrary.org/obo/EUPATH_0000262	water truck	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	water truck		value	PRISM_1000013			
http://purl.obolibrary.org/obo/ENVO_01000550	composting  toilet	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	composting  toilet		value	PRISM_1000014			
http://purl.obolibrary.org/obo/EUPATH_0000149	covered pit latrine no slab	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	covered pit latrine no slab		value	PRISM_1000015			
http://purl.obolibrary.org/obo/ENVO_01000533	covered pit latrine w/slab	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	covered pit latrine w/slab		value	PRISM_1000016			
http://purl.obolibrary.org/obo/ENVO_01000527	flush toilet	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	flush toilet		value	PRISM_1000017			
http://purl.obolibrary.org/obo/EUPATH_0000229	no facility/bush/field	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	no facility/bush/field		value	PRISM_1000018			
http://purl.obolibrary.org/obo/EUPATH_0000221	uncovered pit latrine no slab	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	uncovered pit latrine no slab		value	PRISM_1000019			
http://purl.obolibrary.org/obo/EUPATH_0000220	uncovered pit latrine w/slab	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	uncovered pit latrine w/slab		value	PRISM_1000020			
http://purl.obolibrary.org/obo/EUPATH_0000230	uses neighbours	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	uses neighbours		value	PRISM_1000021			
http://purl.obolibrary.org/obo/ENVO_01000530	vip latrine	http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	vip latrine		value	PRISM_1000022			
http://purl.obolibrary.org/obo/EUPATH_0000013	modern	http://purl.obolibrary.org/obo/EUPATH_0000002	Dwelling type	modern		value	PRISM_1000023			
http://purl.obolibrary.org/obo/EUPATH_0000012	traditional	http://purl.obolibrary.org/obo/EUPATH_0000002	Dwelling type	traditional		value	PRISM_1000024			
	metal	http://purl.obolibrary.org/obo/EUPATH_0000003	Roof material	metal		value				
http://purl.obolibrary.org/obo/ENVO_01000473	thatch	http://purl.obolibrary.org/obo/EUPATH_0000003	Roof material	thatch		value	PRISM_1000026			
http://purl.obolibrary.org/obo/ENVO_01000514	tiles	http://purl.obolibrary.org/obo/EUPATH_0000003	Roof material	tiles		value	PRISM_1000027			
http://purl.obolibrary.org/obo/ENVO_01000475	bricks	http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	bricks		value	PRISM_1000028			
	concrete	http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	cememt/concrete		value				
http://purl.obolibrary.org/obo/ENVO_00002003	earth and dung	http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	earth and dung		value	PRISM_1000030			
http://purl.obolibrary.org/obo/ENVO_01000017	earth or sand	http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	earth or sand		value	PRISM_1000031			
	wood	http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	parquet or polished wood		value				
http://purl.obolibrary.org/obo/ENVO_00001995	stones	http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	stones		value	PRISM_1000033			
	cement	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	cement		value				
	metal	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	metal		value				
http://purl.obolibrary.org/obo/ENVO_01000001	mud	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	mud		value	PRISM_1000036			
	wood	http://purl.obolibrary.org/obo/EUPATH_0000009	Wall material	wood		value				
http://purl.obolibrary.org/obo/EUPATH_0000017	closed	http://purl.obolibrary.org/obo/EUPATH_0000015	Eaves	closed		value	PRISM_1000038			
http://purl.obolibrary.org/obo/EUPATH_0000016	open	http://purl.obolibrary.org/obo/EUPATH_0000015	Eaves	open		value	PRISM_1000039			
http://purl.obolibrary.org/obo/EUPATH_0000226	no airbricks	http://purl.obolibrary.org/obo/EUPATH_0000018	Air bricks	no airbricks		value	PRISM_1000040			
http://purl.obolibrary.org/obo/EUPATH_0000214	screened airbricks	http://purl.obolibrary.org/obo/EUPATH_0000018	Air bricks	screened airbricks		value	PRISM_1000041			
http://purl.obolibrary.org/obo/EUPATH_0000222	unscreened airbricks	http://purl.obolibrary.org/obo/EUPATH_0000018	Air bricks	unscreened airbricks		value	PRISM_1000042			
http://purl.obolibrary.org/obo/ENVO_01000560	charcoal	http://purl.obolibrary.org/obo/EUPATH_0000023	Cooking fuel	charcoal		value	PRISM_1000043			
http://purl.obolibrary.org/obo/EUPATH_0000228	doesn't cook at home	http://purl.obolibrary.org/obo/EUPATH_0000023	Cooking fuel	doesn't cook at home		value	PRISM_1000044			
http://purl.obolibrary.org/obo/EUPATH_0000227	eats in restaurants	http://purl.obolibrary.org/obo/EUPATH_0000023	Cooking fuel	eats in restaurants		value	PRISM_1000045			
	wood	http://purl.obolibrary.org/obo/EUPATH_0000023	Cooking fuel	firewood		value				
	no complicated malaria	http://purl.obolibrary.org/obo/EUPATH_0000036	Basis of complicated diagnosis	no complicated malaria		value	PRISM_1000047			
http://purl.obolibrary.org/obo/EUPATH_0000042	only danger signs	http://purl.obolibrary.org/obo/EUPATH_0000036	Basis of complicated diagnosis	only danger signs		value	PRISM_1000048			
http://purl.obolibrary.org/obo/EUPATH_0000041	"only parasite density > 500,000"	http://purl.obolibrary.org/obo/EUPATH_0000036	Basis of complicated diagnosis	"only parasite density > 500,000"		value	PRISM_1000049			
http://purl.obolibrary.org/obo/EUPATH_0000043	severe malaria	http://purl.obolibrary.org/obo/EUPATH_0000036	Basis of complicated diagnosis	severe malaria		value	PRISM_1000050			
http://purl.obolibrary.org/obo/SYMP_0000596	generalized convulsions	http://purl.obolibrary.org/obo/EUPATH_0000046	Severe malaria criteria	generalized convulsions		value	PRISM_1000051			
http://purl.obolibrary.org/obo/SYMP_0000642	respiratory distress	http://purl.obolibrary.org/obo/EUPATH_0000046	Severe malaria criteria	respiratory distress		value	PRISM_1000052			
http://purl.obolibrary.org/obo/EUPATH_0000215	severe anemia	http://purl.obolibrary.org/obo/EUPATH_0000046	Severe malaria criteria	severe anemia		value	PRISM_1000053			
http://purl.obolibrary.org/obo/GAZ_00237250	Kihihi	http://purl.obolibrary.org/obo/EUPATH_0000054	Subcounty in Uganda	Kihihi		value	PRISM_1000054			
http://purl.obolibrary.org/obo/GAZ_00236889	Nagongera	http://purl.obolibrary.org/obo/EUPATH_0000054	Subcounty in Uganda	Nagongera		value	PRISM_1000055			
http://purl.obolibrary.org/obo/GAZ_00236721	Walukuba	http://purl.obolibrary.org/obo/EUPATH_0000054	Subcounty in Uganda	Walukuba		value	PRISM_1000056			
http://purl.obolibrary.org/obo/DRON_00021246	chloroquine injection	http://purl.obolibrary.org/obo/EUPATH_0000058	Malaria medication	chloroquine injection		value	PRISM_1000057			
http://purl.obolibrary.org/obo/DRON_00021247	chloroquine tablets	http://purl.obolibrary.org/obo/EUPATH_0000058	Malaria medication	chloroquine tablets		value	PRISM_1000058			
http://purl.obolibrary.org/obo/EUPATH_0000063	coartem (artemether-lumefantrine)	http://purl.obolibrary.org/obo/EUPATH_0000058	Malaria medication	coartem (artemether-lumefantrine)		value	PRISM_1000059			
http://purl.obolibrary.org/obo/EUPATH_0000225	first	http://purl.obolibrary.org/obo/EUPATH_0000143	Categorical household wealth index	1		value	PRISM_1000060			
http://purl.obolibrary.org/obo/EUPATH_0000224	second	http://purl.obolibrary.org/obo/EUPATH_0000143	Categorical household wealth index	2		value	PRISM_1000061			
http://purl.obolibrary.org/obo/EUPATH_0000223	third	http://purl.obolibrary.org/obo/EUPATH_0000143	Categorical household wealth index	3		value	PRISM_1000062			
http://purl.obolibrary.org/obo/EUPATH_0000167	Bank account	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	BANKACCO		value	PRISM_1000063			
http://purl.obolibrary.org/obo/EUPATH_0000168	Bed	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	BED		value	PRISM_1000064			
http://purl.obolibrary.org/obo/EUPATH_0000169	Bicycle	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	BICYCLE		value	PRISM_1000065			
http://purl.obolibrary.org/obo/EUPATH_0000171	Car	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	CAR		value	PRISM_1000066			
http://purl.obolibrary.org/obo/EUPATH_0000166	Cart	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	CART		value	PRISM_1000067			
http://purl.obolibrary.org/obo/EUPATH_0000172	Cassette	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	CASSETTE		value	PRISM_1000068			
http://purl.obolibrary.org/obo/EUPATH_0000173	Chair	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	CHAIR		value	PRISM_1000069			
http://purl.obolibrary.org/obo/EUPATH_0000174	Clock	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	CLOCK		value	PRISM_1000070			
http://purl.obolibrary.org/obo/EUPATH_0000175	Cupboard	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	CUPBOARD		value	PRISM_1000071			
http://purl.obolibrary.org/obo/EUPATH_0000176	Electric	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	ELECTRIC		value	PRISM_1000072			
http://purl.obolibrary.org/obo/EUPATH_0000182	Fridge	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	FRIDGE		value	PRISM_1000073			
http://purl.obolibrary.org/obo/EUPATH_0000179	Boat with motor	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	MBOAT		value	PRISM_1000074			
http://purl.obolibrary.org/obo/EUPATH_0000178	Mobile phone	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	MOBILE		value	PRISM_1000075			
http://purl.obolibrary.org/obo/EUPATH_0000170	Boat without motor	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	NOMBOAT		value	PRISM_1000076			
http://purl.obolibrary.org/obo/EUPATH_0000177	Fixed phone	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	PHONE		value	PRISM_1000077			
http://purl.obolibrary.org/obo/EUPATH_0000181	Radio	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	RADIO_OWNED		value	PRISM_1000078			
http://purl.obolibrary.org/obo/EUPATH_0000180	Motorbike / scooter	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	SCOOTER		value	PRISM_1000079			
http://purl.obolibrary.org/obo/EUPATH_0000183	Sofa	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	SOFA		value	PRISM_1000080			
http://purl.obolibrary.org/obo/EUPATH_0000184	Table	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	Table_present		value	PRISM_1000081			
http://purl.obolibrary.org/obo/EUPATH_0000185	TV	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	TV_OWNED		value	PRISM_1000082			
http://purl.obolibrary.org/obo/EUPATH_0000186	Watch	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	WATCH		value	PRISM_1000083			
http://purl.obolibrary.org/obo/EUPATH_0000234	death	http://purl.obolibrary.org/obo/EUPATH_0000208	Reason for withdrawal	death		value	PRISM_1000084			
http://purl.obolibrary.org/obo/EUPATH_0000235	inability to comply with protocol	http://purl.obolibrary.org/obo/EUPATH_0000208	Reason for withdrawal	inability to comply with protocol		value	PRISM_1000085			
http://purl.obolibrary.org/obo/EUPATH_0000236	moved out of area	http://purl.obolibrary.org/obo/EUPATH_0000208	Reason for withdrawal	moved out of area		value	PRISM_1000086			
http://purl.obolibrary.org/obo/EUPATH_0000237	reached 11 years of age	http://purl.obolibrary.org/obo/EUPATH_0000208	Reason for withdrawal	reached 11 years of age		value	PRISM_1000087			
http://purl.obolibrary.org/obo/EUPATH_0000238	unable to be located for > 120 days	http://purl.obolibrary.org/obo/EUPATH_0000208	Reason for withdrawal	unable to be located for > 120 days		value	PRISM_1000088			
http://purl.obolibrary.org/obo/EUPATH_0000233	Unknown	http://purl.obolibrary.org/obo/EUPATH_0000208	Reason for withdrawal	Unknown		value	PRISM_1000089			
http://purl.obolibrary.org/obo/EUPATH_0000239	withdrawal of all children under care	http://purl.obolibrary.org/obo/EUPATH_0000208	Reason for withdrawal	withdrawal of all children under care		value	PRISM_1000090			
http://purl.obolibrary.org/obo/EUPATH_0000240	withdrawal of informed consent	http://purl.obolibrary.org/obo/EUPATH_0000208	Reason for withdrawal	withdrawal of informed consent		value	PRISM_1000091			
http://purl.obolibrary.org/obo/EUPATH_0000232	after initial screening	http://purl.obolibrary.org/obo/EUPATH_0000219	Time of screening	after initial screening		value	PRISM_1000092			
http://purl.obolibrary.org/obo/EUPATH_0000231	during initial screening	http://purl.obolibrary.org/obo/EUPATH_0000219	Time of screening	during initial screening		value	PRISM_1000093			
http://purl.obolibrary.org/obo/OBIB_0000036	buffy coat	http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	buffy coat		value	PRISM_1000094			
http://purl.obolibrary.org/obo/EUPATH_0000127	filter paper	http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	filter paper		value	PRISM_1000095			
http://purl.obolibrary.org/obo/EUPATH_0000128	pbmc	http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	pbmc		value	PRISM_1000096			
http://purl.obolibrary.org/obo/EUPATH_0000129	pellet	http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	pellet		value	PRISM_1000097			
http://purl.obolibrary.org/obo/OBI_0100016	plasma	http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	plasma		value	PRISM_1000098			
http://purl.obolibrary.org/obo/ENVO_01000574	candles	http://purl.obolibrary.org/obo/OBI_0400065	Lighting source	candles		value	PRISM_1000099			
http://purl.obolibrary.org/obo/ENVO_01000572	electricity	http://purl.obolibrary.org/obo/OBI_0400065	Lighting source	electricity		value	PRISM_1000100			
http://purl.obolibrary.org/obo/ENVO_01000567	paraffin - hurricane lamp	http://purl.obolibrary.org/obo/OBI_0400065	Lighting source	paraffin - hurricane lamp		value	PRISM_1000101			
http://purl.obolibrary.org/obo/ENVO_01000597	paraffin - pressure lamp	http://purl.obolibrary.org/obo/OBI_0400065	Lighting source	paraffin - pressure lamp		value	PRISM_1000102			
http://purl.obolibrary.org/obo/ENVO_01000562	paraffin - wick lamp	http://purl.obolibrary.org/obo/OBI_0400065	Lighting source	paraffin - wick lamp		value	PRISM_1000103			
http://purl.obolibrary.org/obo/EUPATH_0000253	solar	http://purl.obolibrary.org/obo/OBI_0400065	Lighting source	solar		value	PRISM_1000104			
http://purl.obolibrary.org/obo/ENVO_01000573	torch/battery powered lamp	http://purl.obolibrary.org/obo/OBI_0400065	Lighting source	torch/battery powered lamp		value	PRISM_1000105			
http://purl.obolibrary.org/obo/HP_0011848	Abdominal colic	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Abdominal colic		value	PRISM_1000106			
http://purl.obolibrary.org/obo/HP_0002027	Abdominal pain - unspecified	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Abdominal pain - unspecified		value	PRISM_1000107			
http://purl.obolibrary.org/obo/DOID_9667	Abruptio placenta	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Abruptio placenta		value	PRISM_1000108			
http://purl.obolibrary.org/obo/SYMP_0000672	Abscess	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Abscess		value	PRISM_1000109			
http://purl.obolibrary.org/obo/DOID_9452	Acute Fatty Liver	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Acute Fatty Liver		value	PRISM_1000110			
http://purl.obolibrary.org/obo/DOID_0060310	Acute Uvulitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Acute Uvulitis		value	PRISM_1000111			
http://purl.obolibrary.org/obo/DOID_0060311	Adenoid hypertrophy	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Adenoid hypertrophy		value	PRISM_1000112			
http://purl.obolibrary.org/obo/DOID_4481	Allergic rhinitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Allergic rhinitis		value	PRISM_1000113			
http://purl.obolibrary.org/obo/DOID_13938	"Amenorrhea, secondary"	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	"Amenorrhea, secondary"		value	PRISM_1000114			
http://purl.obolibrary.org/obo/DOID_2355	Anaemia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Anaemia - general		value	PRISM_1000115			
http://purl.obolibrary.org/obo/DOID_2355	Anaemia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Anaemia - HIV related		value	PRISM_1000115			
http://purl.obolibrary.org/obo/DOID_3128	Anal fissure	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Anal fissure		value	PRISM_1000117			
http://purl.obolibrary.org/obo/DOID_0060328	Anal fistula	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Anal fistula - acquired HIV-related recto-vesico		value	PRISM_1000118			
http://purl.obolibrary.org/obo/DOID_0060328	Anal fistula	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Anal fistula - unspecified		value	PRISM_1000118			
http://purl.obolibrary.org/obo/HP_0100845	Anaphylactic reaction	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Anaphylactic reaction		value	PRISM_1000120			
http://purl.obolibrary.org/obo/DOID_0060312	Angular chelitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Angular chelitis		value	PRISM_1000121			
http://purl.bioontology.org/ontology/SNOMEDCT/31986002	Animal bite	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Animal bite		value	PRISM_1000122			
http://purl.bioontology.org/ontology/SNOMEDCT/34842007	Antepartum hemorrhage	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Antepartum hemorrhage		value	PRISM_1000123			
http://purl.obolibrary.org/obo/DOID_8337	Appendicitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Appendicitis		value	PRISM_1000124			
http://purl.obolibrary.org/obo/DOID_848	Arthritis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Arthritis		value	PRISM_1000125			
http://purl.bioontology.org/ontology/MEDDRA/10003497	Asphyxia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Asphyxia		value	PRISM_1000126			
http://purl.obolibrary.org/obo/HP_0002835	Aspiration	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Aspiration		value	PRISM_1000127			
http://purl.obolibrary.org/obo/DOID_2841	Asthma Exacerbation	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Asthma Exacerbation		value	PRISM_1000128			
http://purl.obolibrary.org/obo/IDO_0000506	Bacteremia	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Bacteremia		value	PRISM_1000129			
http://purl.bioontology.org/ontology/SNOMEDCT/128936008	Bacterial skin infection	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Bacterial skin infection		value	PRISM_1000130			
http://purl.obolibrary.org/obo/DOID_3385	Bacterial Vaginosis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Bacterial Vaginosis		value	PRISM_1000131			
http://purl.obolibrary.org/obo/DOID_13033	Balanitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Balanitis		value	PRISM_1000132			
http://purl.obolibrary.org/obo/DOID_12506	Bell's palsy	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Bell's palsy		value	PRISM_1000133			
http://purl.obolibrary.org/obo/DOID_8443	Brachial Plexus Injury	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Brachial Plexus Injury		value	PRISM_1000134			
http://purl.obolibrary.org/obo/DOID_0060323	Breast abscess	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Breast abscess		value	PRISM_1000135			
http://purl.obolibrary.org/obo/DOID_2942	Bronchiolitis	http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	Bronchiolitis		value	PRISM_1000136			
