overallOrder,variable,dataFile,dataSet,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,multifilter,notesForOnt
248,opvdate11,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
249,opvaged11,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
252,opvdate12,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
253,opvaged12,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
256,opvdate13,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
257,opvaged13,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
260,opvdate14,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
261,opvaged14,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
264,opvdate15,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
265,opvaged15,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
268,opvdate16,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
269,opvaged16,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
272,opvdate17,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
273,opvaged17,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
276,opvdate18,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
277,opvaged18,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
280,opvdate19,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
281,opvaged19,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
284,opvdate20,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
285,opvaged20,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
288,opvdate21,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
289,opvaged21,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
292,opvdate22,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
293,opvaged22,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
296,opvdate23,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
297,opvaged23,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
300,opvdate24,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
301,opvaged24,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
304,opvdate25,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
305,opvaged25,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
308,opvdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total OPV vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
309,hibdate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
310,hibaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
313,hibdate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
314,hibaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
317,hibdate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
318,hibaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
321,hibdate4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
322,hibaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
325,hibdate5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
329,hibdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total Haemophilus influenzae type B vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
330,rotadate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
331,rotaaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
334,rotadate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
335,rotaaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
338,rotadate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
339,rotaaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
342,rotadoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total rotavirus vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
343,hepbdate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
344,hepbaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
347,hepbdate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
348,hepbaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
351,hepbdate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
352,hepbaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
355,hepbdate4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
356,hepbaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
359,hepbdate5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
360,hepbaged5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
363,hepbdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total hepatitis B vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
364,tetadate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
365,tetaaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
366,tetaagem1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
368,tetadate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
369,tetaaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
370,tetaagem2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
372,tetadate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
373,tetaaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
376,tetadate4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
377,tetaaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
380,tetadate5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
381,tetaaged5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
384,tetadate6,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
385,tetaaged6,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
388,tetadate7,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
389,tetaaged7,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
392,tetadate8,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
393,tetaaged8,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
396,tetadate9,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
397,tetaaged9,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
400,tetadoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total tetanus vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
401,dptdate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
402,dptaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
405,dptdate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
406,dptaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
409,dptdate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
410,dptaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
413,dptdate4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
414,dptaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
417,dptdate5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
418,dptaged5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
421,dptdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total DPT vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
422,bcgdate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
423,bcgaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
426,bcgdate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
427,bcgaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
430,bcgdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total BCG vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
1,VRFSID,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/OBI_0001616,Sample ID,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
2,Pid,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,,,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,
3,Country_ID,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/OBI_0001627,Country,,Household,,,Country ID. Source=FRQ,,,
4,VRFMEASTIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Measles titer (IU/L), by ELISA result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
5,VRFTETTIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Tetanus titer (IU/L), by ELISA result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
6,VRFROTAGTIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Rotavirus IgG titer (U/L), by ELISA result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
7,VRFROTAATIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Rotavirus IgA titer (U/L), by ELISA result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
8,VRFPERTIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Purtussis titer (IU/L), by ELISA result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
9,VRFPOLSER1TIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio serotype 1 titer, by microneutralization result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
10,VRFPOLSER2TIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio serotype 2 titer, by microneutralization result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
11,VRFPOLSER3TIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio serotype 3 titer, by microneutralization result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
12,VRFPOLIgG,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio IgG titer (U/L), by ELISA result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
13,datecol,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/OBI_0001619,Sample collection date,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
14,target_month,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011122,,,NA,,,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,Ignore for now. Danica to figure out whether to load this or targetm
15,targetm,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,,,Observation,,,,,,Ignore for now. Danica to figure out whether to load this or target_month
16,agedays,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,Age in days at assessment date. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,
18,log2mea,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 measles titer (IU/L), by ELISA result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
19,log2tet,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 tetanus titer (IU/L), by ELISA result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
20,log2per,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 pertussis titer (IU/L), by ELISA result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
21,log2rotaa,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 rotavirus IgA titer (U/L), by ELISA result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
22,log2rotag,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 rotavirus IgG titer (U/L), by ELISA result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
23,log2poligg,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 polio IgG titer (U/L), by ELISA result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
24,log2pol1n,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 polio serotype 1 titer, by microneutralization result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
25,log2pol2n,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 polio serotype 2 titer, by microneutralization result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
26,log2pol3n,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 polio serotype 3 titer, by microneutralization result",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
27,meapos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Measles antibodies, by ELISA",Measle titer >250 IU/L,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
28,perpos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Pertussis antibodies, by ELISA",Pertussis titer > 38 IU/L at 7 months or >26 IU/Lat 15 months,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
29,tetpos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Tetanus antibodies, by ELISA",Tetanus titer > 100 IU/L,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
30,poliggpos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio IgG antibodies, by ELISA",Polio IgG titer > 10 U/L,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
31,pol1npos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio serotype 1 antibodies, by microneutralization",Polio serotype 1 titer > 8 IU/L,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
32,pol2npos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio serotype 2 antibodies, by microneutralization",Polio serotype 2 titer > 8 IU/L,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
33,pol3npos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio serotype 3 antibodies, by microneutralization",Polio serotype 3 titer > 8 IU/L,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
34,rotaapos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Rotavirus antibodies, by ELISA",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
35,cid,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/OBI_0001627,Country,,Household,,,,,,
36,rec,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,,,Observation,,,,,,Ignore for now. Checking with providers about loading this
37,CAFSEX,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/PATO_0000047,Sex,,Participant,,,sex of child. Source=PIDs,"1=male, 2=female",,
38,meadate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
39,meaaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
40,vifsource_mea1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
41,meadate2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
42,meaaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
43,vifsource_mea2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
44,meadate3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
45,meaaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
46,vifsource_mea3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
47,meadoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total measles vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
48,meaNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Measles vaccine doses prior to blood draw,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
49,tetadate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
50,tetaaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
51,vifsource_tet1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
52,tetadate2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
53,tetaaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
54,vifsource_tet2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
55,tetadate3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
56,tetaaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
57,vifsource_tet3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
58,tetadate4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
59,tetaaged4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
60,vifsource_tet4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
61,tetadate5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
62,tetaaged5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
63,vifsource_tet5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
64,tetadate6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
65,tetaaged6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
66,vifsource_tet6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
67,tetadate7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
68,tetaaged7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
69,vifsource_tet7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
70,tetadate8,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
71,tetaaged8,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
73,tetadate9,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
74,tetaaged9,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
76,tetadoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total tetanus vaccine doses,,Participant,Aggregated vaccination data,,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
77,tetNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Tetanus vaccine doses prior to blood draw,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
78,dptdate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
79,dptaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,,,,,,
80,vifsource_dpt1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,,,,
81,dptdate2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,,,,
