IRI,label,displayOrder,variable,dataFile,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType
http://purl.obolibrary.org/obo/EUPATH_0011809,Norovirus aggregate data,21,,,,Sample,Aggregate data for virus detection in stool,http://purl.obolibrary.org/obo/EUPATH_0011832,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011814,Rotavirus aggregate data,22,,,,Sample,Aggregate data for virus detection in stool,http://purl.obolibrary.org/obo/EUPATH_0011832,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0010734,"Hookworm, by microscopy",,micro_x::hook,micro_x,"Whether Hookworm was detected by microscopy for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",Sample,Ancylostomatoidea in stool,http://purl.obolibrary.org/obo/EUPATH_0030118,Hookworm detected?. . Source=Calculated. 1=yes;0=no,", 0, 1",value
http://purl.obolibrary.org/obo/EUPATH_0011309,"Measles antibodies, by ELISA",1,vax_and_titer_wdates::meapos,vax_and_titer_wdates,"Positive measles titer (>250 IU/L), by ELISA. Antibody titers in response to vaccination and/or natural exposure were assessed in blood samples collected at 7 and 15 months of age.",Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,0/1 'Positive' measles titer.1 if VRFMEASTIT>250.calculated,0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0011397,"Pertussis antibodies, by ELISA",2,vax_and_titer_wdates::perpos,vax_and_titer_wdates,"Positive pertussis titer (>38 IU/L at 7m or >26 IU/L at 15m of age), by ELISA. Antibody titers in response to vaccination and/or natural exposure were assessed in blood samples collected at 7 and 15 months of age.",Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,0/1 'Positive' pertussis titer.1 if (VRFPERTIT>38 &target_month=7) or (VRFPERTIT>26 & target_month>=15).calculated,0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0011400,"Polio IgG antibodies, by ELISA",3,vax_and_titer_wdates::poliggpos,vax_and_titer_wdates,"Positive polio IgG titer (>10 U/L), by ELISA. Antibody titers in response to vaccination and/or natural exposure were assessed in blood samples collected at 7 and 15 months of age.",Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,0/1 'Positive' polio IgG titer  (MAY NOT BE MEANINGFUL).1 if VRFPOLIgG>10 .calculated,"0, 1, NA",variable
http://purl.obolibrary.org/obo/EUPATH_0011478,"Polio serotype 1 antibodies, by microneutralization",4,vax_and_titer_wdates::pol1npos,vax_and_titer_wdates,"Positive polio serotype 1 titer (>8 U/L), by microneutralization. Antibody titers in response to vaccination and/or natural exposure were assessed in blood samples collected at 7 and 15 months of age.",Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,0/1 'Positive' polio serotype 1 titer.1 if VRFPOLSER1TIT>8.calculated,"0, 1, NA",variable
http://purl.obolibrary.org/obo/EUPATH_0011398,"Polio serotype 2 antibodies, by microneutralization",5,vax_and_titer_wdates::pol2npos,vax_and_titer_wdates,"Positive polio serotype 2 titer (>8 U/L), by microneutralization. Antibody titers in response to vaccination and/or natural exposure were assessed in blood samples collected at 7 and 15 months of age.",Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,0/1 'Positive' polio serotype 2 titer.1 if VRFPOLSER2TIT>8.calculated,"0, 1, NA",variable
http://purl.obolibrary.org/obo/EUPATH_0011479,"Polio serotype 3 antibodies, by microneutralization",6,vax_and_titer_wdates::pol3npos,vax_and_titer_wdates,"Positive polio serotype 3 titer (>8 U/L), by microneutralization. Antibody titers in response to vaccination and/or natural exposure were assessed in blood samples collected at 7 and 15 months of age.",Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,0/1 'Positive' polio serotype 3 titer.1 if VRFPOLSER3TIT>8.calculated,"0, 1, NA",variable
http://purl.obolibrary.org/obo/EUPATH_0011423,"Rotavirus antibodies, by ELISA",7,vax_and_titer_wdates::rotaapos,vax_and_titer_wdates,"Positive Rotavirus IgA titer (>20 U/mL), by ELISA. Antibody titers in response to vaccination and/or natural exposure were assessed in blood samples collected at 7 and 15 months of age.",Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,0/1 'Positive' rotavirus IgA titer.1 if VRFROTAATIT>20.calculated,"0, 1, NA",variable
http://purl.obolibrary.org/obo/EUPATH_0011461,"Tetanus antibodies, by ELISA",8,vax_and_titer_wdates::tetpos,vax_and_titer_wdates,"Positive tetanus titer (>100 IU/L), by ELISA. Antibody titers in response to vaccination and/or natural exposure were assessed in blood samples collected at 7 and 15 months of age.",Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,0/1 'Positive' tetanus titer.1 if VRFTETTIT>100.calculated,0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0010607,"Ascaris lumbricoides, by microscopy",,micro_x::alumb,micro_x,"Whether Ascaris lumbricoide was detected by microscopy for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",Sample,Ascaris in stool,http://purl.obolibrary.org/obo/EUPATH_0030119,A. lumbricoides detected?. . Source=Calculated. 1=yes;0=no,", 0, 1",value
http://purl.obolibrary.org/obo/EUPATH_0010609,Cumulative sum Ascaris lumbricoides-pos 1st diarrheal stools,3,micro_x::alumb_cum_d,micro_x,"Cumulative sum of first diarrheal stool samples positive for Ascaris lumbricoides by microscopy to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age).",Sample,Ascaris lumbricoides aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011758,cumulative count of the number of positive  A. lumbricoides samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4",variable
http://purl.obolibrary.org/obo/EUPATH_0010610,Cumulative sum Ascaris lumbricoides-pos 1st monthly stools,2,micro_x::alumb_cum_m,micro_x,"Cumulative sum of first monthly asymptomatic stool samples positive for Ascaris lumbricoides by microscopy to date per participant. Work up for detection of enteric pathogens was performed on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",Sample,Ascaris lumbricoides aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011758,cumulative count of the number of positive  A. lumbricoides samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6",variable
http://purl.obolibrary.org/obo/EUPATH_0010608,Cumulative sum Ascaris lumbricoides-pos stools,1,micro_x::alumb_cum,micro_x,"Cumulative sum of stool samples positive for Ascaris lumbricoides by microscopy to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",Sample,Ascaris lumbricoides aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011758,cumulative count of the number of positive A. lumbricoides samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7, 8",variable
http://purl.obolibrary.org/obo/EUPATH_0010613,Cumulative sum Astrovirus-pos 1st diarrheal stools,3,micro_x::astro_cum_d,micro_x,"Cumulative sum of first diarrheal stool samples positive for Astrovirus by ELISA to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age).",Sample,Astrovirus aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011759,cumulative count of the number of positive astrovirus samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3",variable
http://purl.obolibrary.org/obo/EUPATH_0010614,Cumulative sum Astrovirus-pos 1st monthly stools,2,micro_x::astro_cum_m,micro_x,"Cumulative sum of first monthly asymptomatic stool samples positive for Astrovirus by ELISA to date per participant. Work up for detection of enteric pathogens was performed on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",Sample,Astrovirus aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011759,cumulative count of the number of positive astrovirus samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4",variable
http://purl.obolibrary.org/obo/EUPATH_0010612,Cumulative sum Astrovirus-pos stools,1,micro_x::astro_cum,micro_x,"Cumulative sum of stool samples positive for Astrovirus by ELISA to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",Sample,Astrovirus aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011759,cumulative count of the number of positive astrovirus samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5",variable
http://purl.obolibrary.org/obo/EUPATH_0010611,"Astrovirus, by ELISA",,micro_x::astro,micro_x,"Whether Astrovirus was detected by ELISA for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",Sample,Astrovirus in stool,http://purl.obolibrary.org/obo/EUPATH_0011985,Astrovirus detected?. Indeterminate test result is coded as no.. Source=Calculated. 1=yes;0=no,", 0, 1",value
http://purl.obolibrary.org/obo/EUPATH_0011965,Aeromonas in stool,1,,,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011969,Campylobacter in stool,2,,,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011976,Escherichia in stool,3,,,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011981,Plesiomonas in stool,4,,,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011983,Salmonella in stool,5,,,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011984,Shigella in stool,6,,,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011958,Vibrio in stool,7,,,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011960,Yersinia in stool,8,,,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0010625,Cumulative sum Balantidium coli-pos 1st diarrheal stools,3,micro_x::bcoli_cum_d,micro_x,"Cumulative sum of first diarrheal stool samples positive for Balantidium coli by microscopy to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age).",Sample,Balantidium coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011762,cumulative count of the number of positive B. coli samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0",variable
http://purl.obolibrary.org/obo/EUPATH_0010626,Cumulative sum Balantidium coli-pos 1st monthly stools,2,micro_x::bcoli_cum_m,micro_x,"Cumulative sum of first monthly asymptomatic stool samples positive for Balantidium coli by microscopy to date per participant. Work up for detection of enteric pathogens was performed on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",Sample,Balantidium coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011762,cumulative count of the number of positive B. coli samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0010624,Cumulative sum Balantidium coli-pos stools,1,micro_x::bcoli_cum,micro_x,"Cumulative sum of stool samples positive for Balantidium coli by microscopy to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",Sample,Balantidium coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011762,cumulative count of the number of positive B. coli samples by PID. . Source=Calculated. continuous numeric,", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0010623,"Balantidium coli, by microscopy",,micro_x::bcoli,micro_x,"Whether Balantidium coli was detected by microscopy for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",Sample,Balantidium in stool,http://purl.obolibrary.org/obo/EUPATH_0011968,Balantidium coli detected?. . Source=Calculated. 1=yes;0=no,", 0, 1",value
http://purl.obolibrary.org/obo/EUPATH_0011480,Antibodies,1,,,,Sample,Blood antibody test,http://purl.obolibrary.org/obo/EUPATH_0011481,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011472,Raw antibody titer test result,2,,,,Sample,Blood antibody test,http://purl.obolibrary.org/obo/EUPATH_0011481,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011196,Hemolysis (color),,mn_blood::zarcolor,mn_blood,"Blood hemolysis, as represented by color of the sample. Blood samples were collected at 7, 15, 24, and 36 months of age.",Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,Zinc color. Source=ZAR.,>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0011211,Bacille Calmette-Guerin (BCG) vaccine doses prior to blood draw,4,vax_and_titer_wdates::bcgnbefbl,vax_and_titer_wdates,"Number of Bacille Calmette-Guerin (BCG) vaccine doses the participant received prior to blood draw. Relevant to assessment of antibody titers in blood samples collected at 7 and 15 months of age. Vaccination history was assessed every 3 months from 3-12 months of age and from 24-36 months of age. For more information about the information source for vaccinations, contact the provider.",Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Number of BCG vaccine doses received prior to blood draw..calculated,0 to 2,variable
http://purl.obolibrary.org/obo/EUPATH_0011924,Blood collected in target window,1,mn_blood::blood_window,mn_blood,"Blood collected within a -/+ 2 day target window or within a +12 day extended window. Blood samples were collected at 7, 15, 24, and 36 months of age.",Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,,,"variable, derived"
http://purl.obolibrary.org/obo/EUPATH_0011223,Deworming treatments prior to blood draw,11,vax_and_titer_wdates::dewormnbefbl,vax_and_titer_wdates,"Number of deworming treatments the participant received prior to blood draw. Relevant to assessment of antibody titers in blood samples collected at 7 and 15 months of age. Deworming history was assessed every 3 months from 3-12 months of age and from 24-36 months of age. For more information about the information source for dewormings, contact the provider.",Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Number of deworming treatments received prior to blood draw..calculated,0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0011396,"Diphtheria, pertussis, and tetanus (DPT) vaccine doses prior to blood draw",5,vax_and_titer_wdates::pernbefbl,vax_and_titer_wdates,"Number of diphtheria, pertussis, and tetanus (DPT) vaccine doses the participant received prior to blood draw. Relevant to assessment of antibody titers in blood samples collected at 7 and 15 months of age. Vaccination history was assessed every 3 months from 3-12 months of age and from 24-36 months of age. For more information about the information source for vaccinations, contact the provider.",Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Number of dpt vaccine doses received prior to blood draw..calculated,0 to 4,variable
http://purl.obolibrary.org/obo/EUPATH_0011279,Inactivated poliovirus vaccine (IPV) doses prior to blood draw,6,vax_and_titer_wdates::ipvnbefbl,vax_and_titer_wdates,"Number of Inactivated Poliovirus (IPV) vaccine doses the participant received prior to blood draw. Relevant to assessment of antibody titers in blood samples collected at 7 and 15 months of age. Vaccination history was assessed every 3 months from 3-12 months of age and from 24-36 months of age. For more information about the information source for vaccinations, contact the provider.",Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Number of ipv vaccine doses received prior to blood draw..calculated,0 to 4,variable
http://purl.obolibrary.org/obo/EUPATH_0011308,Measles vaccine doses prior to blood draw,7,vax_and_titer_wdates::meanbefbl,vax_and_titer_wdates,"Number of measles vaccine doses the participant received prior to blood draw. Relevant to assessment of antibody titers in blood samples collected at 7 and 15 months of age. Vaccination history was assessed every 3 months from 3-12 months of age and from 24-36 months of age. For more information about the information source for vaccinations, contact the provider.",Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Number of measles vaccine doses received prior to blood draw..calculated,0 to 3,variable
http://purl.obolibrary.org/obo/EUPATH_0011385,Oral poliovirus vaccine (OPV) doses prior to blood draw,8,vax_and_titer_wdates::opvnbefbl,vax_and_titer_wdates,"Number of oral Poliovirus (OPV) vaccine doses the participant received prior to blood draw. Relevant to assessment of antibody titers in blood samples collected at 7 and 15 months of age. Vaccination history was assessed every 3 months from 3-12 months of age and from 24-36 months of age. For more information about the information source for vaccinations, contact the provider.",Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Number of opv vaccine doses received prior to blood draw..calculated,0 to 14,variable
http://purl.obolibrary.org/obo/EUPATH_0011429,Rotavirus vaccine doses prior to blood draw,9,vax_and_titer_wdates::rotanbefbl,vax_and_titer_wdates,"Number of Rotavirus vaccine doses the participant received prior to blood draw. Relevant to assessment of antibody titers in blood samples collected at 7 and 15 months of age. Vaccination history was assessed every 3 months from 3-12 months of age and from 24-36 months of age. For more information about the information source for vaccinations, contact the provider.",Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Number of rotavirus vaccine doses received prior to blood draw..calculated,0 to 3,variable
http://purl.obolibrary.org/obo/EUPATH_0011307,Suspected measles infection prior to blood draw,2,vax_and_titer_wdates::meainf_befbl,vax_and_titer_wdates,Whether (suspected) measles infection occurred before blood draw. Relevant to assessment of antibody titers in blood samples collected at 7 and 15 months of age. Surveillance was conducted twice weekly for up to 3 years of age to assess illness on all days since the last surveillance visit.,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,0/1 Indicator of whether (suspected) measles infection occurred before blood draw..calculated,"0, 1, NA",variable
http://purl.obolibrary.org/obo/EUPATH_0011395,Suspected pertussis infection prior to blood draw,3,vax_and_titer_wdates::perinf_befbl,vax_and_titer_wdates,Whether (suspected) pertussis infection occurred before blood draw. Relevant to assessment of antibody titers in blood samples collected at 7 and 15 months of age. Surveillance was conducted twice weekly for up to 3 years of age to assess illness on all days since the last surveillance visit.,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,0/1 Indicator of whether (suspected) pertussis infection occurred before blood draw..calculated,"0, 1, NA",variable
http://purl.obolibrary.org/obo/EUPATH_0011460,Tetanus vaccine doses prior to blood draw,10,vax_and_titer_wdates::tetnbefbl,vax_and_titer_wdates,"Number of tetanus vaccine doses the participant received prior to blood draw. Relevant to assessment of antibody titers in blood samples collected at 7 and 15 months of age. Vaccination history was assessed every 3 months from 3-12 months of age and from 24-36 months of age. For more information about the information source for vaccinations, contact the provider.",Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Number of tetanus vaccine doses received prior to blood draw..calculated,0 to 9,variable
http://purl.obolibrary.org/obo/EUPATH_0011521,Vitamin A supplementations prior to blood draw,12,vax_and_titer_wdates::vitanbefbl,vax_and_titer_wdates,"Number of vitamin A supplementations the participant received prior to blood draw. Relevant to assessment of antibody titers in blood samples collected at 7 and 15 months of age. Vitamin supplementation history was assessed every 3 months from 3-12 months of age and from 24-36 months of age. For more information about the information source for vitamin supplementation, contact the provider.",Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Number of vitamin A supplementations received prior to blood draw..calculated,0 to 7,variable
http://purl.obolibrary.org/obo/EUPATH_0011154,Adjusted ferritin (ng/mL),15,mn_blood::adjfar,mn_blood,"Inflammation-adjusted concentration of ferritin in the blood (ng/mL), using site specific correction factors based on methods described in PMID: 16313694. Micronutrient status was assessed in blood samples collected at 7, 15, 24, and 36 months of age.",Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"inflammation (AGPVAL>100) adjusted ferritin concentration using site specific correction factors*. Correction factors: BG 1.211645, BR 1.202649, IN 1.195700, NP 1.146191, PE 1.066748, PK 1.706467, SA 1.048493, TZ 1.094226. Source=calculated.",>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0011172,Adjusted hemoglobin (g/dL),13,mn_blood::hb_adj,mn_blood,"Hemoglobin (g/dL), adjusted for high altitude in participants from Nepal and Tanzania. Hemoglobin was assessed in blood samples collected at 7, 15, 24, and 36 months of age.",Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"hb adjustment for high altitude (-0.3 in NP, -0.5 in TZ). Source=calculated.",>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0011155,Adjusted retinol (ug/dL),22,mn_blood::adjrar,mn_blood,"Inflammation-adjusted concentration of retinol in the blood (ug/dL), using site specific correction factors based on methods described in PMID: 16313694. Micronutrient status was assessed in blood samples collected at 7, 15, 24, and 36 months of age.",Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"inflammation (AGPVAL>100) adjusted retinol concentration using site specific correction factors*. Correction factors: BG 0.9448274, BR 0.9595399, IN 0.9563835, NP 0.9873698, PE 0.9767317, PK 0.9570328, SA 0.9355792, TZ 0.9670137. Source=calculated.",>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0011890,Adjusted soluble transferrin receptor (ug/mL),20,mn_blood::adjtfr,mn_blood,"Inflammation-adjusted concentration of soluble transferrin receptor (TfR) in the blood (ug/mL), using site specific correction factors based on methods described in PMID: 16313694. Micronutrient status was assessed in blood samples collected at 7, 15, 24, and 36 months of age.",Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"inflammation (AGPVAL>100) adjusted tfr concentration using site specific correction factors*. Correction factors: BG 1.0220263, BR 1.0004088, IN 1.0700322, NP 0.9913484, PE 1.0174282, PK 1.0372579, SA 1.2388953, TZ 1.0305495. Source=calculated.",>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0011891,Adjusted soluble transferrin receptor level,11,mn_blood::adjtfrcat,mn_blood,"Level of inflammation-adjusted soluble transferrin receptor (TfR) in the blood. Micronutrient status was assessed in blood samples collected at 7, 15, 24, and 36 months of age.",Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1= adjtfr<2.9; 2=  2.9<= adjtfr < 8.3; 3= adjtfr>=8.3 . Source=calculated.,"1, 2, 3, NA",variable
http://purl.obolibrary.org/obo/EUPATH_0011158,Adjusted zinc (umol/L),24,mn_blood::adjzinc_mml,mn_blood,"Inflammation-adjusted concentration of zinc in the blood (umol/L), using site specific correction factors based on methods described in PMID: 16313694. All zinc data from South Africa has been excluded. Micronutrient status was assessed in blood samples collected at 7, 15, 24, and 36 months of age.",Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,"inflammation (AGPVAL>100) adjusted zinc concentration in mml using site specific correction factors* . All zinc data from SAV should be excluded from analysis, not just records where SAVDONTUSE=1.Correction factors: BG 0.9808628, BR 0.9867873, IN 0.9890661, NP 0.9905681, PE 0.9922798, PK 1.0143075, SA 1.0190252, TZ 0.9826488. Source=calculated.",>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0000647,Alpha-1-acid glycoprotein (mg/dL),14,mn_blood::agpval1,mn_blood,"Concentration of alpha-1-acid glycoprotein (mg/dL). For analysis of environmental enteropathy, systemic inflammation was evaluated at 7, 15, and 24 months of age using alpha-1-acid glycoprotein concentration.",Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1= adjtfr<2.9; 2=  2.9<= adjtfr < 8.3; 3= adjtfr>=8.3 . Source=calculated.,"1, 2, 3, NA",variable
http://purl.obolibrary.org/obo/EUPATH_0011161,Anemia (hemoglobin less than 11g/dL),2,mn_blood::anemia,mn_blood,"Altitude-adjusted hemoglobin is less than 11g/dL. Hemoglobin was assessed in blood samples collected at 7, 15, 24, and 36 months of age.",Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1= hb_adj <11; 0= hb_adj>=11. anemia classification based on adjusted values. Source=calculated.,"0, 1, NA",variable
http://purl.obolibrary.org/obo/EUPATH_0011849,Ferritin (ng/mL),16,mn_blood::farval1,mn_blood,"Concentration of ferritin in the blood (ng/mL), 1st measurement. Micronutrient status was assessed in blood samples collected at 7, 15, 24, and 36 months of age.",Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1= adjtfr<2.9; 2=  2.9<= adjtfr < 8.3; 3= adjtfr>=8.3 . Source=calculated.,"1, 2, 3, NA",variable
http://purl.obolibrary.org/obo/EUPATH_0011850,"Ferritin (ng/mL), 2nd",17,mn_blood::farval2,mn_blood,"Concentration of ferritin in the blood (ng/mL), 2nd measurement. Micronutrient status was assessed in blood samples collected at 7, 15, 24, and 36 months of age.",Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1= adjtfr<2.9; 2=  2.9<= adjtfr < 8.3; 3= adjtfr>=8.3 . Source=calculated.,"1, 2, 3, NA",variable
http://purl.obolibrary.org/obo/EUPATH_0011173,High alpha-1-acid glycoprotein (greater than 100mg/dL),3,mn_blood::highagp,mn_blood,"Concentration of alpha-1-acid glycoprotein in plasma is greater than 100mg/dL. For analysis of environmental enteropathy, systemic inflammation was evaluated at 7, 15, and 24 months of age using alpha-1-acid glycoprotein concentration.",Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1= AGPVAL>100; 0=AGPVAL1<=100. Source=calculated.,"0, 1, NA",variable
http://purl.obolibrary.org/obo/EUPATH_0011174,High lead (greater than 10ug/dL),6,mn_blood::highbll,mn_blood,"Concentration of lead in the blood is greater than 10ug/dL. Lead was assessed in blood samples collected at 15, 24, and 36 months of age.",Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1= BLLCONC>-10; 0= BLLCONC<10. Source=calculated.,"0, 1, NA",variable
