colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
86,notsprayedreason___1,jaintia_data_2021-01-22_1315visits1_2_hh,keep,,,NA,NA,,,,NA,notsprayedreason___1,jaintia_data_2021-01-22_1315visits1_2_hh::notsprayedreason___1,int,0,NA,NA,0 to 1,2,NA,0,duplicated variable
87,notsprayedreason___2,jaintia_data_2021-01-22_1315visits1_2_hh,keep,,,NA,NA,,,,NA,notsprayedreason___2,jaintia_data_2021-01-22_1315visits1_2_hh::notsprayedreason___2,int,0,NA,NA,0 to 1,2,NA,0,duplicated variable
88,notsprayedreason___3,jaintia_data_2021-01-22_1315visits1_2_hh,keep,,,NA,NA,,,,NA,notsprayedreason___3,jaintia_data_2021-01-22_1315visits1_2_hh::notsprayedreason___3,int,0,NA,NA,0 to 0,1,NA,0,duplicated variable
89,notsprayedreason___4,jaintia_data_2021-01-22_1315visits1_2_hh,keep,,,NA,NA,,,,NA,notsprayedreason___4,jaintia_data_2021-01-22_1315visits1_2_hh::notsprayedreason___4,int,0,NA,NA,0 to 1,2,NA,0,duplicated variable
90,notsprayedreason___5,jaintia_data_2021-01-22_1315visits1_2_hh,keep,,,NA,NA,,,,NA,notsprayedreason___5,jaintia_data_2021-01-22_1315visits1_2_hh::notsprayedreason___5,int,1,NA,NA,0 to 1,2,NA,0,duplicated variable
91,notsprayedreasonother,jaintia_data_2021-01-22_1315visits1_2_hh,keep,,,B36. Specify other reason why house was not sprayed [Batai che],NA,,,,NA,notsprayedreasonother,jaintia_data_2021-01-22_1315visits1_2_hh::notsprayedreasonother,chr,No one came for spraying,NA,NA,>10 unique values,20,NA,0.10755814,duplicated variable
92,sprayedhousewhen,jaintia_data_2021-01-22_1315visits1_2_hh,keep,,,B37. What was the Month and Year of the last time spray? [Naduh ii u bnai wa u snem dep synreit?],NA,,,,NA,sprayedhousewhen,jaintia_data_2021-01-22_1315visits1_2_hh::sprayedhousewhen,chr,18-Jan,NA,NA,", 18-Jan, Sep-18, September, 2018, September,2018",4,NA,0.936046512,duplicated variable
93,walltreat_yn,jaintia_data_2021-01-22_1315visits1_2_hh,keep,,,"B38. Since the time of spraying, have you done anything to the walls (e.g. washing)? [Naduh ka por ba synreit phi lah ju leh eiei ia ka kynroh iing (e.g. sait)?] ",NA,,,,NA,walltreat_yn,jaintia_data_2021-01-22_1315visits1_2_hh::walltreat_yn,int,0,NA,NA,0 to 0,1,NA,0.936046512,duplicated variable
94,walltreatyes,jaintia_data_2021-01-22_1315visits1_2_hh,discard,,,"B39. if Yes, please describe what and when (after the IRS) [ Lada hooid, sngewbha batai]",NA,,,,NA,walltreatyes,jaintia_data_2021-01-22_1315visits1_2_hh::walltreatyes,lgl,NA,NA,NA,n/a,0,NA,1,no data
95,sprayedcompound_rad,jaintia_data_2021-01-22_1315visits1_2_hh,keep,,,B40. Has any other place on your compound been sprayed within the last year? [Lah synreit dawai ia kino kino ki jaka ha ka compound jong phi?] ,"1, Yes | 2, No | 3, Don't know",,,,NA,sprayedcompound_rad,jaintia_data_2021-01-22_1315visits1_2_hh::sprayedcompound_rad,int,2,NA,NA,1 to 2,2,NA,0,duplicated variable
96,antimmed_yn,jaintia_data_2021-01-22_1315visits1_2_hh,keep,,,B41. Do you know any antimalarial medicine? [Phi ju tip ia ki dawai khie-shoh ha iing?] ,NA,,,,NA,antimmed_yn,jaintia_data_2021-01-22_1315visits1_2_hh::antimmed_yn,int,0,NA,NA,0 to 1,2,NA,0,duplicated variable
97,antimmedyes,jaintia_data_2021-01-22_1315visits1_2_hh,keep,,,"B42. If yes, which ones? [Kiyi kite?]",NA,,,,NA,antimmedyes,jaintia_data_2021-01-22_1315visits1_2_hh::antimmedyes,chr,Quinine,NA,NA,", Acl, primaquine, artesunate injection, Chloroquine, Quinine, Quinine and chloroquinine",4,NA,0.979651163,duplicated variable
98,antimmedathome_rad,jaintia_data_2021-01-22_1315visits1_2_hh,keep,,,B43. Do you keep antimalarial medicine at home? [Juhbuh phi yei dawai khai-rih ha iung?],"1, Yes, always [Hao,man I por] | 2, Yes, sometimes [Hao,teintein] | 3, No [Lada ohoh]",,,,NA,antimmedathome_rad,jaintia_data_2021-01-22_1315visits1_2_hh::antimmedathome_rad,int,3,NA,NA,1 to 3,3,NA,0,duplicated variable
99,antimmedathomeyes,jaintia_data_2021-01-22_1315visits1_2_hh,discard,,,"B44. If yes, which medicines? [Lada hooid, ki dawai aiu?]",NA,,,,NA,antimmedathomeyes,jaintia_data_2021-01-22_1315visits1_2_hh::antimmedathomeyes,lgl,NA,NA,NA,n/a,0,NA,1,no data
100,notes,jaintia_data_2021-01-22_1315visits1_2_hh,discard,,,"Any Field worker remarks about the interview in general, or about specific questions or answers?",NA,,,,NA,notes,jaintia_data_2021-01-22_1315visits1_2_hh::notes,lgl,NA,NA,NA,n/a,0,NA,1,no data
101,interviewer,jaintia_data_2021-01-22_1315visits1_2_hh,discard,,,Interviewer Name,NA,,,,NA,interviewer,jaintia_data_2021-01-22_1315visits1_2_hh::interviewer,chr,Enrichson,NA,NA,"Christine, Enriched, Enrichson, Manroi, Watson",5,NA,0,duplicated variable
102,interviewerdate,jaintia_data_2021-01-22_1315visits1_2_hh,discard,,,Interviewer signed date,NA,,,,NA,interviewerdate,jaintia_data_2021-01-22_1315visits1_2_hh::interviewerdate,chr,8/15/18,date?,%d/%m/%Y,>10 unique values,22,NA,0,duplicated variable
103,checkedby,jaintia_data_2021-01-22_1315visits1_2_hh,discard,,,Checked by,NA,,,,NA,checkedby,jaintia_data_2021-01-22_1315visits1_2_hh::checkedby,chr,Christine,NA,NA,"Chhristine, Chisttine, Christine, Enriched, Enrichson, Manroi, Phiban, Watson",8,NA,0,duplicated variable
104,checkedbydate,jaintia_data_2021-01-22_1315visits1_2_hh,discard,,,Checked by signed date,NA,,,,NA,checkedbydate,jaintia_data_2021-01-22_1315visits1_2_hh::checkedbydate,chr,8/15/18,date?,%d/%m/%Y,>10 unique values,22,NA,0.002906977,duplicated variable
105,household_complete,jaintia_data_2021-01-22_1315visits1_2_hh,discard,,,NA,NA,,,,NA,household_complete,jaintia_data_2021-01-22_1315visits1_2_hh::household_complete,int,2,NA,NA,2 to 2,1,NA,0,duplicated variable
1,cenid,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,1. Census (household) number,NA,,,,NA,cenid,jaintia_data_2021-01-22_1315visits1_2_part::cenid,chr,bara001,NA,NA,>10 unique values,344,NA,0,duplicated variable
2,redcap_repeat_instrument,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,NA,NA,,,,NA,redcap_repeat_instrument,jaintia_data_2021-01-22_1315visits1_2_part::redcap_repeat_instrument,chr,occupant_1,NA,NA,>10 unique values,13,NA,0,duplicated variable
3,redcap_repeat_instance,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,NA,NA,,,,NA,redcap_repeat_instance,jaintia_data_2021-01-22_1315visits1_2_part::redcap_repeat_instance,int,1,NA,NA,1 to 2,2,NA,0,duplicated variable
4,part_id,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,NA,NA,,,,NA,part_id,jaintia_data_2021-01-22_1315visits1_2_part::part_id,chr,_o1,NA,NA,>10 unique values,13,NA,0,duplicated variable
5,occdate,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Date of Interview,NA,,,,NA,occdate,jaintia_data_2021-01-22_1315visits1_2_part::occdate,chr,8/15/18,date?,%d/%m/%Y,>10 unique values,49,NA,0,duplicated variable
6,respondent_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,O1. Is this Occupant the person who answered the Household questions? [Toh hi phi wa jubab ia ki jingkylli iong iung?],NA,,,,NA,respondent_yn,jaintia_data_2021-01-22_1315visits1_2_part::respondent_yn,int,1,NA,NA,0 to 1,2,NA,0.300455235,duplicated variable
7,initials,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,O2. Full Name,NA,,,,NA,initials,jaintia_data_2021-01-22_1315visits1_2_part::initials,chr,WS,NA,NA,>10 unique values,1176,NA,0.000379363,duplicated variable
8,age,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,O3. Age,NA,,,,NA,age,jaintia_data_2021-01-22_1315visits1_2_part::age,chr,67,NA,NA,>10 unique values,114,NA,0.003034901,duplicated variable
9,sex,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,O4. Gender,"1, Male | 2, Female | 3, Other | 999, Unknown",,,,NA,sex,jaintia_data_2021-01-22_1315visits1_2_part::sex,int,2,NA,NA,1 to 2,2,NA,0.002655539,duplicated variable
10,edulevel_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,O5. Highest education level [Kyrdan Pure],"1, None [Ym em lai skur] | 2, Below primary [Hapoh Primary] | 3, Primary [Primary (1-5)] | 4, Middle [Middle (6-8)] | 5, Secondayr/matric (class X) [Secondary/matric(class X)] | 6, Higher secondary (class XII) [Higher Secondary (class XII)] | 7, Graduate [Graduate] | 8, Post graduate [Post Graduate] | 9, Diploma, [Diploma] | 10, Other",,,,NA,edulevel_rad,jaintia_data_2021-01-22_1315visits1_2_part::edulevel_rad,int,1,NA,NA,1 to 9,9,NA,0.00569044,duplicated variable
11,edulevelother,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,O6. Specify other education level [Batai che],NA,,,,NA,edulevelother,jaintia_data_2021-01-22_1315visits1_2_part::edulevelother,lgl,NA,NA,NA,n/a,0,NA,1,no data
12,occupation_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,O7. Occupation [Jingtrei/ Kam],"1, Cultivator (independent farmer) [Nongrep] | 2, Agricultural laborer [Bylla rep] | 3, Daily wage/labor [Trei bylla/sngi] | 4, Salaried service [Trei kam sorkar] | 5, Self-employed/trade [Trei kam lajong] | 6, Housewife [Shong iing] | 7, Student [Khynnah pule] | 8, Child, not schooling [Khynnah, khlem pule] | 9, None [ym don] | 10, Other [Kiwei]",,,,NA,occupation_rad,jaintia_data_2021-01-22_1315visits1_2_part::occupation_rad,int,9,NA,NA,1 to 9,9,NA,0.004931715,duplicated variable
13,occupationother,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,O8. Specify other occupation [Batai shai ],NA,,,,NA,occupationother,jaintia_data_2021-01-22_1315visits1_2_part::occupationother,lgl,NA,NA,NA,n/a,0,NA,1,no data
14,headofhh_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,O9. Is this Occupant the head of the household? [Toh hi u/ka ka khlieh duh iong ka iung?],NA,,,,"i.e., is this Occupant the head of the family?",headofhh_yn,jaintia_data_2021-01-22_1315visits1_2_part::headofhh_yn,int,1,NA,NA,0 to 1,2,NA,0.00569044,duplicated variable
15,malarialast12mos_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,O10. Malaria in last 12 months [Da juh em khairieh phi ha ki 12 bnai wa da dep?],NA,,,,NA,malarialast12mos_yn,jaintia_data_2021-01-22_1315visits1_2_part::malarialast12mos_yn,int,0,NA,NA,0 to 1,2,NA,0.006069803,duplicated variable
16,enrolled_rad,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,O11. Enrollment status,"1, Enrolled | 2, Refused | 3, Unavailable | 4, Not eligible",,,,NA,enrolled_rad,jaintia_data_2021-01-22_1315visits1_2_part::enrolled_rad,int,1,NA,NA,1 to 4,4,NA,0.000758725,duplicated variable
17,firstenroll_yn,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,O12. Is this first time they agreed to enroll?,NA,,,,NA,firstenroll_yn,jaintia_data_2021-01-22_1315visits1_2_part::firstenroll_yn,int,1,NA,NA,0 to 1,2,NA,0.375189681,duplicated variable
18,bloodconsent_yn,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,A0. Did this Occupant consent to long term storage of blood sample? [Mynjur hi u/ka nongshimbynta iow buh slem ia ki nongmuna?],NA,,,,NA,bloodconsent_yn,jaintia_data_2021-01-22_1315visits1_2_part::bloodconsent_yn,int,1,NA,NA,0 to 1,2,NA,0.375189681,duplicated variable
19,travel14days_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"A1. Travel in the past 14 days? (spent a night somewhere else, hunting, farming, travel within or outside district) [Juh lai sah miet phi sha leit ha kini ki 14 sngi wad a dep?( sahmiet phi cheiwon cheiwon,lai siat doh/lai lum lai wah/lane hapoh ka district phi)]",NA,,,,NA,travel14days_yn,jaintia_data_2021-01-22_1315visits1_2_part::travel14days_yn,int,0,NA,NA,0 to 1,2,NA,0.375189681,duplicated variable
20,travel14daysreason,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"A2. If yes, what was the reason? [Lada hooid, kaei ka daw?]",NA,,,,NA,travel14daysreason,jaintia_data_2021-01-22_1315visits1_2_part::travel14daysreason,chr,Work purpose,NA,NA,"Cultivating, Harvesting, Work purpose, NA",3,NA,0.989757208,duplicated variable
21,travel14dayswhere,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"A3. If yes, where? [Lada hooid, shaei?]",NA,,,,NA,travel14dayswhere,jaintia_data_2021-01-22_1315visits1_2_part::travel14dayswhere,chr,Mariang,NA,NA,"Field, Forest, Mariang, Paddy fields, NA",4,NA,0.989757208,duplicated variable
22,travel14daysnights,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"A4. If yes, how many nights? [Lada hooid, katno miet?]",NA,,,,NA,travel14daysnights,jaintia_data_2021-01-22_1315visits1_2_part::travel14daysnights,int,7,NA,NA,3 to 7,5,NA,0.989757208,duplicated variable
23,farminfield_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,A5. Do you stay in the fields for any reason for one night or more? [Juhsah phi cha lum hei por thung por tep chi miet lane chibun miet?],"1, Yes | 2, No | 3, Not applicable",,,,NA,farminfield_rad,jaintia_data_2021-01-22_1315visits1_2_part::farminfield_rad,int,2,NA,NA,1 to 3,3,NA,0.376327769,duplicated variable
24,farminfieldnights,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"A6. If yes, how many nights usually? [Katwon miet juhsah phi?]",NA,,,,NA,farminfieldnights,jaintia_data_2021-01-22_1315visits1_2_part::farminfieldnights,int,14,NA,NA,2 to 15,8,NA,0.94461305,duplicated variable
25,farminfielditn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"A7. If yes, do you take an insecticide treated net ITN with you? [Lada hooid phi shait rah musari ITN?] ",NA,,,,NA,farminfielditn,jaintia_data_2021-01-22_1315visits1_2_part::farminfielditn,int,1,NA,NA,0 to 1,2,NA,0.944992413,duplicated variable
26,knowmsigns_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,B1. Do you know the signs and symptoms of malaria? [Lada phi don ki dak ki shin jong ka jingpang khieshoh?],NA,,,,NA,knowmsigns_yn,jaintia_data_2021-01-22_1315visits1_2_part::knowmsigns_yn,int,0,NA,NA,0 to 1,2,NA,0.480273141,duplicated variable
27,msign_fever_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Fever mentioned [indoh],"1, Yes | 2, No",,,,NA,msign_fever_rad,jaintia_data_2021-01-22_1315visits1_2_part::msign_fever_rad,int,2,NA,NA,1 to 2,2,NA,0.959408194,duplicated variable
28,msign_headache_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Headache mentioned [kjut khlieh],"1, Yes | 2, No",,,,NA,msign_headache_rad,jaintia_data_2021-01-22_1315visits1_2_part::msign_headache_rad,int,2,NA,NA,1 to 2,2,NA,0.959408194,duplicated variable
29,msign_chills_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Chills mentioned [ Suh khriat],"1, Yes | 2, No",,,,NA,msign_chills_rad,jaintia_data_2021-01-22_1315visits1_2_part::msign_chills_rad,int,2,NA,NA,1 to 2,2,NA,0.959408194,duplicated variable
30,msign_aches_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Body aches mentioned [Ktha met],"1, Yes | 2, No",,,,NA,msign_aches_rad,jaintia_data_2021-01-22_1315visits1_2_part::msign_aches_rad,int,2,NA,NA,1 to 2,2,NA,0.959408194,duplicated variable
31,msign_other_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,Any other [kiwi kiwi tawan],"1, Yes | 2, No",,,,NA,msign_other_rad,jaintia_data_2021-01-22_1315visits1_2_part::msign_other_rad,int,2,NA,NA,2 to 2,1,NA,0.959408194,duplicated variable
32,msign_ifother,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,B3. Specify other signs or symptoms known [Batai che],NA,,,,NA,msign_ifother,jaintia_data_2021-01-22_1315visits1_2_part::msign_ifother,lgl,NA,NA,NA,n/a,0,NA,1,no data
33,treatment1st_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"B4. If you (/this child) showed signs and symptoms of malaria, where would you seek treatment first? [Lada phi ( I khun jong phi) don ki dak ki shin jong ka jingpang khiehshoh rieh, ha kaba nyngkong eh shano phin leit naka bynta ban ioh jingsumar]? ","1, Asha | 2, Government local health center/clinic [Jaka ai sumar jong ka sorkar] | 3, Private clinic [Jaka ai sumar riew shimet] | 4, Pharmacy  | 6, Traditional healer / local practitioner [Nongsumar  khasi/ Nongsumar ba don ha shnong] | 7, Use local herbs / home remedies [Pyndonkam da ki kynbat ba ioh ha shnong/kaei kaei kaba shu  shna ha iing] | 8, Use medicines I still have at home [Pyndonkam da ki dawai kiba nga dang don ha iing] | 9, Nowhere [Shano shano ruh em] | 10, I don't know [Ngam tip] | 11, Other [Kiwei kiwei]",,,,NA,treatment1st_rad,jaintia_data_2021-01-22_1315visits1_2_part::treatment1st_rad,int,2,NA,NA,1 to 3,3,NA,0.480273141,duplicated variable
34,treatment1stother,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,B5. Specify other first treament option [Batai shai] ,NA,,,,NA,treatment1stother,jaintia_data_2021-01-22_1315visits1_2_part::treatment1stother,lgl,NA,NA,NA,n/a,0,NA,1,no data
35,howsoontreat,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,B6. How soon (in days) after suspecting malaria would you seek treatment for yourself (/this child)? [Hadein katno phin long ba la kloi ban wad ia ki lad jingsumar ynda phi sngew ba phi don ia ka jingpang khieshoh rieh?],NA,,,,Days (use 0 if the same day),howsoontreat,jaintia_data_2021-01-22_1315visits1_2_part::howsoontreat,chr,1,NA,NA,"0, 1, 2, 3, 4, 5, 6, O2, NA",8,NA,0.480652504,duplicated variable
36,treatment2nd_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"B7. If the first treatment did not help, where would you go next? [Lada phim ioh jingkoit haka jingsumar ba nyngkong, shano pat phin leit ban ioh jingsumar mynta?]","1, Asha | 2, Government local health center/clinic [Jaka ai sumar jong ka sorkar] | 3, Private clinic [Jaka ai sumar riew shimet] | 4, Pharmacy  | 6, Traditional healer / local practitioner [Nongsumar  khasi/ Nongsumar ba don ha shnong] | 7, Use local herbs / home remedies [Pyndonkam da ki kynbat ba ioh ha shnong/kaei kaei kaba shu  shna ha iing] | 8, Use medicines I still have at home [Pyndonkam da ki dawai kiba nga dang don ha iing] | 9, Nowhere [Shano shano ruh em] | 10, I don't know [Ngam tip] | 11, Other [Kiwei kiwei]",,,,NA,treatment2nd_rad,jaintia_data_2021-01-22_1315visits1_2_part::treatment2nd_rad,int,2,NA,NA,1 to 8,4,NA,0.480273141,duplicated variable
37,treatment2ndother,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,B8. Specify other second treament option [Batai che],NA,,,,NA,treatment2ndother,jaintia_data_2021-01-22_1315visits1_2_part::treatment2ndother,lgl,NA,NA,NA,n/a,0,NA,1,no data
38,dinnertime,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"C1. At what time do you (/this child) usually eat dinner? [Man ka por, katwon waje juh bamja miet phi (ne u/ka khyah)?]",NA,,,,NA,dinnertime,jaintia_data_2021-01-22_1315visits1_2_part::dinnertime,chr,20,NA,NA,>10 unique values,14,NA,0.480273141,duplicated variable
39,dinnerplace_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,C2. Where do you (/this child) usually eat dinner? [Hei won juh bamja miet phi man ka por?],"1, Inside the house [Hapoh iung] | 2, Outside the house [Shaleit iung] | 3, Location depending on season inside or outside [Chong ha ka aiom lane shaleit iung] | 4, Location changes every time [Man ka por kylla thaw] | 5, Other [Kiwi kiwi]",,,,NA,dinnerplace_rad,jaintia_data_2021-01-22_1315visits1_2_part::dinnerplace_rad,int,1,NA,NA,1 to 1,1,NA,0.480273141,duplicated variable
40,dinnerplaceother,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,C3. Specify other dinner place [Batai shai],NA,,,,NA,dinnerplaceother,jaintia_data_2021-01-22_1315visits1_2_part::dinnerplaceother,lgl,NA,NA,NA,n/a,0,NA,1,no data
41,bedtime,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,C4. At what time do you (/this child) go to bed? [Katwon waje juh thiah phi man ka por?],NA,,,,NA,bedtime,jaintia_data_2021-01-22_1315visits1_2_part::bedtime,chr,22,NA,NA,>10 unique values,21,NA,0.480273141,duplicated variable
42,sleepplace_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,C5. Where do you (/this child) usually sleep? [Heiwon juh thiah phi man ka por?],"1, Inside the house [Hapoh iung] | 2, Outside the house [Shaleit iung] | 3, Location depending on season inside or outside [Chong ha ka aiom lane shaleit iung] | 4, Location changes every time [Man ka por kylla thaw] | 5, Other [Kiwi kiwiKiweikiwei, bataishai]",,,,NA,sleepplace_rad,jaintia_data_2021-01-22_1315visits1_2_part::sleepplace_rad,int,1,NA,NA,1 to 4,2,NA,0.480273141,duplicated variable
43,sleepplaceother,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,C6. Specify other sleeping place [Batai che],NA,,,,NA,sleepplaceother,jaintia_data_2021-01-22_1315visits1_2_part::sleepplaceother,lgl,NA,NA,NA,n/a,0,NA,1,no data
44,prebedactivity,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,C7. What activities do you (/this child) usually do 1 hour before bedtime? [Kiei ki jait kam baphi ju leh shwa ka por ban thiah?],NA,,,,NA,prebedactivity,jaintia_data_2021-01-22_1315visits1_2_part::prebedactivity,chr,Hangout,NA,NA,>10 unique values,37,NA,0.480273141,duplicated variable
45,prebedactivityplace_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,C8. Where are these activities usually? [Heiwon juh leh phi kini ki jaitkam?],"1, Inside the house [Hapoh iung] | 2, Outside the house [Shaleit iung] | 3, Location depending on season inside or outside [Chong ha ka aiom lane shaleit iung] | 4, Location changes every time [Man ka por kylla thaw] | 5, Other [Kiwi kiwi]",,,,NA,prebedactivityplace_rad,jaintia_data_2021-01-22_1315visits1_2_part::prebedactivityplace_rad,int,1,NA,NA,1 to 5,4,NA,0.480273141,duplicated variable
46,prebedactivityother,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,C9. Specify other pre-bedtime activity place [Batai che],NA,,,,NA,prebedactivityother,jaintia_data_2021-01-22_1315visits1_2_part::prebedactivityother,lgl,NA,NA,NA,n/a,0,NA,1,no data
47,nighttoilet_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,C10. Do you (/this child) go out of the house at night to go to the toilet? [Juh mih cha lait hei pormiet ioh u lai painkhana?],NA,,,,NA,nighttoilet_yn,jaintia_data_2021-01-22_1315visits1_2_part::nighttoilet_yn,int,1,NA,NA,0 to 1,2,NA,0.375189681,duplicated variable
48,waketime,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,C11. At what time do you (/this child) wake up and get out of bed? [Katno baje phi ju hiar na jingthiah?],NA,,,,NA,waketime,jaintia_data_2021-01-22_1315visits1_2_part::waketime,chr,5,NA,NA,NA,10,NA,0.480273141,duplicated variable
49,pre6activity,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"C12. If before 6 o'clock in the morning, what activities do you (/ this child) usually do? [Lada shwa 6 o'clock in the morning, kiei ki jait kam phi leh barobor?]",NA,,,,NA,pre6activity,jaintia_data_2021-01-22_1315visits1_2_part::pre6activity,chr,Cleaning,NA,NA,>10 unique values,19,NA,0.877086495,duplicated variable
50,pre6activity_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,C13. Are these activities inside or outside the house? [Kini ki jait kam toh ki wa hapoh iung ne cha lait?],"1, Inside the house [Hapoh iung] | 2, Outside the house [Shaleit iung] | 3, Location depending on season inside or outside [Chong ha ka aiom lane shaleit iung] | 4, Location changes every time [Man ka por kylla thaw] | 5, Other [Kiwi kiwi]",,,,NA,pre6activity_rad,jaintia_data_2021-01-22_1315visits1_2_part::pre6activity_rad,int,2,NA,NA,1 to 4,4,NA,0.865705615,duplicated variable
51,pre6activityother,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,C14. Specify other early morning acivity place [Batai che],NA,,,,NA,pre6activityother,jaintia_data_2021-01-22_1315visits1_2_part::pre6activityother,lgl,NA,NA,NA,n/a,0,NA,1,no data
52,childtoiletuse_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,C15. Does the child use the toilet? [Ki khun jong phi ki ju pyndonkam ia ka painkhana?],NA,,,,NA,childtoiletuse_yn,jaintia_data_2021-01-22_1315visits1_2_part::childtoiletuse_yn,int,1,NA,NA,0 to 1,2,NA,0.797040971,duplicated variable
53,childtoiletuse_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"C16. If no, how are the faeces disposed of? [Lada em, haei ki ju bret ia ki painkhana?]","1, Put/rinsed into toilet or latrine[Painkhana theh um] | 2, Put/rinsed into drain or ditch [ ha thliew] | 3,  Thrown into garbage [Bret ha jaka bret niut] | 4, Buried [Tep] | 5, Left in the open [Buh khlem tep] | 6, Other (specify) [kiwei kiwei batai shai] |",,,,NA,childtoiletuse_rad,jaintia_data_2021-01-22_1315visits1_2_part::childtoiletuse_rad,int,1,NA,NA,1 to 5,3,NA,0.988998483,duplicated variable
54,childtoiletuseother,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,C17. Specify other,NA,,,,NA,childtoiletuseother,jaintia_data_2021-01-22_1315visits1_2_part::childtoiletuseother,lgl,NA,NA,NA,n/a,0,NA,1,no data
55,nightnet_yn,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,D1. Do you use a net at night? [Juh pynemkam phi ia ka musari hei pormiet?],NA,,,,NA,nightnet_yn,jaintia_data_2021-01-22_1315visits1_2_part::nightnet_yn,int,1,NA,NA,1 to 1,1,NA,0.375189681,duplicated variable
56,nightnetitn_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,"D2. If yes, is the net treated with insecticide? [Toh hi kini ki musari kiwa da dep wieh dawai?]","1, Yes | 2, No | 3, Don't know",,,,NA,nightnetitn_rad,jaintia_data_2021-01-22_1315visits1_2_part::nightnetitn_rad,int,1,NA,NA,1 to 3,3,NA,0.375948407,duplicated variable
57,nightnetitnfreq_rad,jaintia_data_2021-01-22_1315visits1_2_part,keep,,,D3. How often do you use the net? [Katno sein phi ju pydonkam ia ka?],"1, Every night [Man ka meit] | 2, Most of the times [Man ka por] | 3, Sometimes [Teng teng] | 4, Rarely [Kham niar] | 5, Only in rainy season [Tang ha ka por slap] | 6, Other [Kiwei kiwei]",,,,NA,nightnetitnfreq_rad,jaintia_data_2021-01-22_1315visits1_2_part::nightnetitnfreq_rad,int,1,NA,NA,1 to 5,3,NA,0.375569044,duplicated variable
58,nightnetitnfreqother,jaintia_data_2021-01-22_1315visits1_2_part,discard,,,D4. Specify other net use frequency [Batai che],NA,,,,NA,nightnetitnfreqother,jaintia_data_2021-01-22_1315visits1_2_part::nightnetitnfreqother,lgl,NA,NA,NA,n/a,0,NA,1,no data
