overallOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,displayOrder,notesForOnt
1389,anof4morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #4: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
397,anof5morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #5: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
795,anof5morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #5: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1406,anof5morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #5: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
404,anof6morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #6: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
812,anof6morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #6: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1423,anof6morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #6: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
411,anof7morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #7: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
829,anof7morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #7: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1440,anof7morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #7: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
418,anof8morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #8: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1457,anof8morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #8: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
425,anof9morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #9: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1474,anof9morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #9: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
293,anom1morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Male #1: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
554,anom1morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Male #1: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
561,anom2morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Male #2: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
287,anof,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025028,Female Anopheles count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Number of female <i>Anopheles</i>,,variable,,
547,anof_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025028,Female Anopheles count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Number of female <i>Anopheles</i>,,variable,,
1158,anof_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025028,Female Anopheles count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Number of female <i>Anopheles</i>,,variable,,
435,anof10tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025029,"Head and thorax, abdomen collected",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #10: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,,
372,anof1tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025029,"Head and thorax, abdomen collected",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #1: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,,
379,anof2tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025029,"Head and thorax, abdomen collected",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #2: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,,
386,anof3tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025029,"Head and thorax, abdomen collected",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #3: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,,
393,anof4tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025029,"Head and thorax, abdomen collected",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #4: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,,
400,anof5tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025029,"Head and thorax, abdomen collected",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #5: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,,
407,anof6tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025029,"Head and thorax, abdomen collected",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #6: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,,
414,anof7tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025029,"Head and thorax, abdomen collected",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #7: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,,
421,anof8tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025029,"Head and thorax, abdomen collected",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #8: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,,
428,anof9tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025029,"Head and thorax, abdomen collected",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #9: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,,
1341,anof1tubes_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025030,"Head and thorax, leg, abdomen collected",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,"Female #1: Head + thorax, a leg, and abdomen separated and placed into 3 separate tubes?","0, No | 1, Yes",variable,,
1358,anof2tubes_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025030,"Head and thorax, leg, abdomen collected",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,"Female #2: Head + thorax, a leg, and abdomen separated and placed into 3 separate tubes?","0, No | 1, Yes",variable,,
286,anom,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025031,Male Anopheles count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Number of male <i>Anopheles</i>,,variable,,
546,anom_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025031,Male Anopheles count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Number of male <i>Anopheles</i>,,variable,,
1157,anom_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025031,Male Anopheles count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Number of male <i>Anopheles</i>,,variable,,
292,anom1id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025032,Whole Anopheles ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Male #1: Whole male <i>Anopheles</i> barcode,,variable,,
295,anom2id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025032,Whole Anopheles ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Male #2: Whole male <i>Anopheles</i> barcode,,variable,,
285,culexf,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025042,Female Culex count,,Entomology,Culex,http://purl.obolibrary.org/obo/EUPATH_0025056,Number of female <i>Culex</i>,,variable,,
545,culexf_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025042,Female Culex count,,Entomology,Culex,http://purl.obolibrary.org/obo/EUPATH_0025056,Number of female <i>Culex</i>,,variable,,
1156,culexf_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025042,Female Culex count,,Entomology,Culex,http://purl.obolibrary.org/obo/EUPATH_0025056,Number of female <i>Culex</i>,,variable,,
284,culexm,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025043,Male Culex count,,Entomology,Culex,http://purl.obolibrary.org/obo/EUPATH_0025056,Number of male <i>Culex</i>,,variable,,
544,culexm_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025043,Male Culex count,,Entomology,Culex,http://purl.obolibrary.org/obo/EUPATH_0025056,Number of male <i>Culex</i>,,variable,,
1155,culexm_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025043,Male Culex count,,Entomology,Culex,http://purl.obolibrary.org/obo/EUPATH_0025056,Number of male <i>Culex</i>,,variable,,
239,mostime,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025020,Collection time,,Entomology,Entomological measurements,http://purl.obolibrary.org/obo/EUPATH_0000327,Time of collection,"1, 6:00-11:00am | 2, After 11:00am",variable,3,
1154,mossitrapid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025086,Light trap ID,,Entomology,Entomological measurements,http://purl.obolibrary.org/obo/EUPATH_0000327,Mosquito Light Trap ID,,variable,2,
551,mossit_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025098,Mosquito count,,Entomology,Entomological measurements,http://purl.obolibrary.org/obo/EUPATH_0000327,Total number of mosquitoes collected,[culexm_cup]+[culexf_cup]+[anom_cup]+[anof_cup]+[aedesm_cup]+[aedesf_cup],variable,4,
1162,mossit_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025098,Mosquito count,,Entomology,Entomological measurements,http://purl.obolibrary.org/obo/EUPATH_0000327,Total number of mosquitoes collected,[culexm_trap]+[culexf_trap]+[anom_trap]+[anof_trap]+[aedesm_trap]+[aedesf_trap],variable,4,
291,most,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025098,Mosquito count,,Entomology,Entomological measurements,http://purl.obolibrary.org/obo/EUPATH_0000327,Total count of all male and female mosquitoes in the petri dish,[culexm]+[culexf]+[anom]+[anof]+[aedesm]+[aedesf],variable,4,
,,,http://purl.obolibrary.org/obo/EUPATH_0025151,Trap type,,Entomology,Entomological measurements,http://purl.obolibrary.org/obo/EUPATH_0000327,,,derived,1,
,,,http://purl.obolibrary.org/obo/EUPATH_0000313,Individual entomological measurement,,Entomology,Entomological measurements,http://purl.obolibrary.org/obo/EUPATH_0000327,,,category,5,
223,asprooms,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025137,Rooms aspirated (count),,Entomology,Individual entomological measurement,http://purl.obolibrary.org/obo/EUPATH_0000313,How many rooms were aspirated?,,variable,,
,,,http://purl.obolibrary.org/obo/EUPATH_0025052,Aedes,,Entomology,Individual entomological measurement,http://purl.obolibrary.org/obo/EUPATH_0000313,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0025053,Anopheles,,Entomology,Individual entomological measurement,http://purl.obolibrary.org/obo/EUPATH_0000313,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0025056,Culex,,Entomology,Individual entomological measurement,http://purl.obolibrary.org/obo/EUPATH_0000313,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000327,Entomological measurements,,Entomology,,http://www.w3.org/2002/07/owl#Thing,,,category,,
179,bike,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/ENVO_01000614,Bicycle,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,"<font color=""blue"">Kodi m'nyumba mwanu muli ndi njinga? </font>","0, No | 1, Yes | -9, Unknown",value,,
180,car,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0000171,Car or truck,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,"<font color=""blue"">Kodi m'nyumba mwanu muli ndi galimoto? </font>","0, No | 1, Yes | -9, Unknown",value,,
182,electric,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0021084,Electricity,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,"<font color=""blue"">Kodi m'nyumba mwanu muli ndi magesti?</font>","0, No | 1, Yes | -9, Unknown",value,,
181,house,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025041,House,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,"<font color=""blue"">Kodi muli ndi malo/nyumba?</font>","0, No | 1, Yes | -9, Unknown",value,,
178,radio,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/ENVO_01000577,Radio,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,"<font color=""blue"">Kodi m'nyumba mwanu muli ndi wailesi?</font>","0, No | 1, Yes | -9, Unknown",value,,
183,tv,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/ENVO_01000579,Television,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,"<font color=""blue"">Kodi m'nyumba mwanu muli ndi kanema?</font>","0, No | 1, Yes | -9, Unknown",value,,
5,dob_ses,DATA_WHICEMR_PROJECT_3_SCREENING_ABAULENI_2019-02-28-11-41-09.csv,http://purl.obolibrary.org/obo/EFO_0004950,Birth date,,Household,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,<span class=noToday>Child's date of birth</span>,,variable,,
6,gender_ses,DATA_WHICEMR_PROJECT_3_SCREENING_ABAULENI_2019-02-28-11-41-09.csv,http://purl.obolibrary.org/obo/PATO_0000047,Sex,,Household,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Sex,"0, Male | 1, Female",variable,,
221,eaves,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0000015,Eaves,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,What is the condition of the house eaves? <i>(Observe)</i>,"1, Open | 2, Closed",variable,,
203,floor_fin,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0031049,Finished floor material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Select the type of finished floor,"31, Parquet or polished wood | 32, Vinyl or asphalt strips | 33, Ceramic tiles | 34, Cement | 35, Carpet",variable,3,
200,floormat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material type,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,"<font color=""blue"">Kodi pansi pa nyumba yanu ndipopangidwa ndi chiani?</font>","1, Natural floor | 2, Rudimentary floor | 3, Finished floor | 4, Other",variable,1,
201,floor_nat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0031052,Natural floor material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Select the type of natural floor,"11, Earth/sand | 12, Dung",variable,2,
192,roof_fin,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Select the type of finished roof,"31, Corrugated iron | 32, Wood | 33, Calamine/cement fiber | 34, Cement/concrete | 35, Roofing shingles",variable,7,map multiple variables to same IRI
190,roof_nat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Select the type of natural roof,"11, Thatch/leaf | 12, Sticks and mud",variable,7,map multiple variables to same IRI
193,roof_other,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,"<font color=""blue"">Ngati pali zina nenani</font>",,variable,7,map multiple variables to same IRI
191,roof_rud,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Select the type of rudementary roof,"21, Rustic mat/plastic sheet | 22, Reed/bamboo | 23, Wood planks",variable,7,map multiple variables to same IRI
189,roofmat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025047,Roof material type,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,"<font color =""blue"">Kodi denga lanyumba yanu ndi lopangidwa ndi chiani?</font> What is your home roof made of?","1, Natural roof | 2, Rudimentary roof | 3, Finished roof | 4, Other",variable,6,
222,nrooms,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0011593,Room count,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Number of rooms in the house?,,variable,11,
220,screen,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025048,Screened windows,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Are the windows of the house screened? <i>(Observe)</i>,"0, No | 1, Yes",variable,10,
187,hous_fin,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Select the type of finished wall,"31, Cement | 32, Stone with lime/cement | 33, Bricks | 34, Cement blocks | 35, Covered adobe | 36, Wood planks/shingles",variable,5,map multiple variables to same IRI
185,hous_nat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Select the type of natural wall,"11, No walls | 12, Cane/sticks/bamboo/reed",variable,5,map multiple variables to same IRI
188,hous_other,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,"<font color=""blue"">Ngati pali zina nenani</font>",,variable,5,map multiple variables to same IRI
186,hous_rud,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Select the type of rudementary wall,"21, Bamboo/wood with mud | 22, Stone with mud | 23, Uncovered abode | 24, Plywood | 25, Carton",variable,5,map multiple variables to same IRI
184,housemat,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025167,Wall material type,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,"<font color =""blue"">Kodi Khoma la nyumbayi linamangidwa ndi chiani?</font> What was the building of the building?","1, Natural wall | 2, Rudimentary wall | 3, Finished wall | 4, Other",variable,4,
,,,http://purl.obolibrary.org/obo/EUPATH_0025049,Window material,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,,,multifilter,9,
