Term Ontology IRI	Display Label	Term parent ontology IRI	Term parent display label	Data Dictionary Label (es)	Column Name (en)	Term Type	Indian Preferred Label (en)	Indian description	Var/Field name synonym	Field Type	Answers	Related Synonym
http://purl.obolibrary.org/obo/EUPATH_0000425	Past year diagnosis	http://purl.obolibrary.org/obo/OGMS_0000015	Clinical history	pastyear_dx_chk	pastyear_dx_chk	variable		Diagnosis		checkbox	1, P. falciparum | 2, P. vivax | 3, P. malariae | 4, Can't remember	
http://purl.obolibrary.org/obo/EUPATH_0000431	Who treated you	http://purl.obolibrary.org/obo/OGMS_0000015	Clinical history	pastyear_treatwhere_chk	pastyear_treatwhere_chk	variable		Who treated you		checkbox	1, Clinic/hospital | 2, Private doctor | 3, Self-treated | 4, Can't remember	
http://purl.obolibrary.org/obo/EUPATH_0000421	# Asexual parasite	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	mx_counts1	mx_counts1	variable		Mx Species 1 Asexual / Sexual counts		text		
http://purl.obolibrary.org/obo/EUPATH_0000422	# Sexual parasite	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	mx_counts2	mx_counts2	variable		Mx Species 2 Asexual / Sexual counts		text		
http://purl.obolibrary.org/obo/EUPATH_0000437	Falcivax RDT	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	rdt_falc_chk	rdt_falc_chk	variable		RDT - Falcivax	rdt_fv_chk	checkbox	1, Pf | 2, Pv | 3, Negative | 4, Not done / blank	
http://purl.obolibrary.org/obo/EUPATH_0000437	Falcivax RDT	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	rdt_fv_chk	rdt_fv_chk	variable						
http://purl.obolibrary.org/obo/EUPATH_0000047	Hemoglobin	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	hemocue	hemocue	variable		HemoCue, level of Hemoglobin measured at time of exam.  Belongs under Visit.		text		
http://purl.obolibrary.org/obo/EUPATH_0000438	Optimal RDT	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	rdt_opt_chk	rdt_opt_chk	variable		RDT - Optimal	rdt_op_chk	checkbox	1, Pf | 2, Pan | 3, Negative | 4, Not done / blank	
http://purl.obolibrary.org/obo/EUPATH_0000438	Optimal RDT	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	rdt_op_chk	rdt_op_chk	variable						
http://purl.obolibrary.org/obo/EUPATH_0000423	Parasite species	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	mx_species_chk	mx_species_chk	variable		Species		checkbox	1, Neg | 2, Pf | 3, Pv | 4, Pm | 5, ND	
http://purl.obolibrary.org/obo/EUPATH_0000433	Parasite species by PCR	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	pcr_species_chk	pcr_species_chk	variable		PCR Species		checkbox	1, negative | 2, Pf | 3, Pv | 4, Pm | 5, Po	
http://purl.obolibrary.org/obo/EUPATH_0000432	PCR DNA Source	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	pcr_dna_source_rad	pcr_dna_source_rad	variable		PCR DNA Source		radio	1, Filt | 2, SV | 3, Vac	
http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	samples_chk	samples_chk	variable		Samples collected		checkbox	1, Smear - CSCMI | 2, Smear - NVBDCP | 3, Filter | 4, Small volume | 5, Vacutainer	
http://purl.obolibrary.org/obo/EUPATH_0000089	Asymptomatic parasitemia	http://purl.obolibrary.org/obo/OGMS_0000073	Diagnosis	Asymptomatic malaria	Asymptomatic malaria	variable		Preliminary diagnosis		radio	prelim_dx_rad: 2, Asymptomatic malaria	
http://purl.obolibrary.org/obo/EUPATH_0000436	No illness	http://purl.obolibrary.org/obo/OGMS_0000073	Diagnosis	No illness	No illness	variable		Preliminary diagnosis		radio	prelim_dx_rad:  1, No illness	
http://purl.obolibrary.org/obo/EUPATH_0000317	Other diagnosis	http://purl.obolibrary.org/obo/OGMS_0000073	Diagnosis	Illness other than malaria	Illness other than malaria	variable		Preliminary diagnosis		radio	prelim_dx_rad: 5, Illness other than malaria	
http://purl.obolibrary.org/obo/EUPATH_0000043	Severe malaria	http://purl.obolibrary.org/obo/OGMS_0000073	Diagnosis	Severe malaria	Severe malaria	variable		Preliminary diagnosis		radio	prelim_dx_rad: 4, Severe malaria	
http://purl.obolibrary.org/obo/EUPATH_0000038	Uncomplicated malaria	http://purl.obolibrary.org/obo/OGMS_0000073	Diagnosis	Uncomplicated malaria	Uncomplicated malaria	variable		Preliminary diagnosis		radio	prelim_dx_rad: 3, Uncomplicated malaria	
http://purl.obolibrary.org/obo/EUPATH_0000402	Blood pressure	http://purl.obolibrary.org/obo/OGMS_0000083	Physical Examination	bp	bp	variable		Blood pressure		text		
http://purl.obolibrary.org/obo/IAO_0000408	Height	http://purl.obolibrary.org/obo/OGMS_0000083	Physical Examination	height	height	variable		Height		text		
http://purl.obolibrary.org/obo/EUPATH_0000110	Temperature	http://purl.obolibrary.org/obo/OGMS_0000083	Physical Examination	temperature	temperature	variable		Temperature		text		
http://purl.obolibrary.org/obo/IAO_0000414	Weight	http://purl.obolibrary.org/obo/OGMS_0000083	Physical Examination	weight	weight	variable		Weight		text		
http://purl.obolibrary.org/obo/EUPATH_0000176	Electric	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	electricity_yn	Electric	values						
http://purl.obolibrary.org/obo/EUPATH_0000176	Electric	http://purl.obolibrary.org/obo/EUPATH_0000144	Assets	cen_electricity_yesno	Electric	values						
	Initial visit	http://purl.obolibrary.org/obo/EUPATH_0000311	Visit type	1		values						
	Followup visit	http://purl.obolibrary.org/obo/EUPATH_0000311	Visit type	0		values						
	No animals	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	cen_animals___1		values						
	Livestock	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	cen_animals___2		values						
	Other/Pets	http://purl.obolibrary.org/obo/EUPATH_0000343	Animals on property	cen_animals___3		values						
	None	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet treatment	cen_bednet___1		values						
	None	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet treatment	bednet_chk___1		values						
	ITN, treated <6 mo ago	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet treatment	cen_bednet___2		values						
	ITN, treated <6 mo ago	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet treatment	bednet_chk___4		values						
	ITN, treated >6 mo ago	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet treatment	cen_bednet___3		values						
	ITN, treated >6 mo ago	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet treatment	bednet_chk___3		values						
	Long-lasting ITN	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet treatment	cen_bednet_count_4		values						
	Long-lasting ITN	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet treatment	bednet_chk___5		values						
	Untreated	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet treatment	cen_bednet_count_5		values						
	Untreated	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet treatment	bednet_chk___2		values						
	Electric bat	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet treatment	bednet_chk___7		values						
	Other	http://purl.obolibrary.org/obo/EUPATH_0000344	Bednet treatment	bednet_chk___6		values						
	mud	http://purl.obolibrary.org/obo/EUPATH_0000001	Building material	cen_building_material___1		values						http://purl.obolibrary.org/obo/ENVO_01000001
	bricks	http://purl.obolibrary.org/obo/EUPATH_0000001	Building material	cen_building_material___2		values						http://purl.obolibrary.org/obo/ENVO_01000475
	concrete	http://purl.obolibrary.org/obo/EUPATH_0000001	Building material	cen_building_material___3		values						http://purl.obolibrary.org/obo/ENVO_01000458
	thatch	http://purl.obolibrary.org/obo/EUPATH_0000001	Building material	cen_building_material___4		values						http://purl.obolibrary.org/obo/ENVO_01000473
	Index	http://purl.obolibrary.org/obo/EUPATH_0000403	Proximity to case dwelling	Index		values						
	Proximal	http://purl.obolibrary.org/obo/EUPATH_0000403	Proximity to case dwelling	Proximal		values						
	Distal	http://purl.obolibrary.org/obo/EUPATH_0000403	Proximity to case dwelling	Distal		values						
	Nadiad	http://purl.obolibrary.org/obo/EUPATH_0000406	Clinic location	Nadiad		values						
	Ahmedabad	http://purl.obolibrary.org/obo/EUPATH_0000406	Clinic location	Ahmedabad		values						
	Sector 1	http://purl.obolibrary.org/obo/EUPATH_0000406	Clinic location	Sector 1		values						
	Sector 5	http://purl.obolibrary.org/obo/EUPATH_0000406	Clinic location	Sector 5		values						
	IGH	http://purl.obolibrary.org/obo/EUPATH_0000406	Clinic location	IGH		values						
	None	http://purl.obolibrary.org/obo/EUPATH_0000345	Education level	None		values						
	Primary school	http://purl.obolibrary.org/obo/EUPATH_0000345	Education level	Primary		values						
	Primary school	http://purl.obolibrary.org/obo/EUPATH_0000345	Education level	Primary school		values						
	Secondary school	http://purl.obolibrary.org/obo/EUPATH_0000345	Education level	Secondary		values						
	Secondary school	http://purl.obolibrary.org/obo/EUPATH_0000345	Education level	Secondary school		values						
	Diploma	http://purl.obolibrary.org/obo/EUPATH_0000345	Education level	Diploma		values						
	University	http://purl.obolibrary.org/obo/EUPATH_0000345	Education level	University		values						
	Graduate or higher	http://purl.obolibrary.org/obo/EUPATH_0000345	Education level	Graduate or higher		values						
	Clinic	http://purl.obolibrary.org/obo/EUPATH_0000413	Fever treatment location	fever_2wk_where_chk___1		values						
	Private practice	http://purl.obolibrary.org/obo/EUPATH_0000413	Fever treatment location	fever_2wk_where_chk___2		values						
	Self-treated	http://purl.obolibrary.org/obo/EUPATH_0000413	Fever treatment location	fever_2wk_where_chk___3		values						
	Not treated	http://purl.obolibrary.org/obo/EUPATH_0000413	Fever treatment location	fever_2wk_where_chk___4		values						
	Normal	http://purl.obolibrary.org/obo/EUPATH_0000033	G6PD Genotype	Normal		values						
	Deficient	http://purl.obolibrary.org/obo/EUPATH_0000033	G6PD Genotype	Deficient		values						
	Not done / blank	http://purl.obolibrary.org/obo/EUPATH_0000033	G6PD Genotype	Not done / blank		values						
	Human only	http://purl.obolibrary.org/obo/EUPATH_0000418	Indoor residents	Human only		values						
	Mixed/Human+animal	http://purl.obolibrary.org/obo/EUPATH_0000418	Indoor residents	Mixed/Human+animal		values						
	Weekly	http://purl.obolibrary.org/obo/EUPATH_0000419	Freq larvicide in use	Weekly		values						
	Every 2 wks	http://purl.obolibrary.org/obo/EUPATH_0000419	Freq larvicide in use	Every 2 wks		values						
	Monthly	http://purl.obolibrary.org/obo/EUPATH_0000419	Freq larvicide in use	Monthly		values						
	No	http://purl.obolibrary.org/obo/EUPATH_0000419	Freq larvicide in use	No		values						
	Unknown	http://purl.obolibrary.org/obo/EUPATH_0000419	Freq larvicide in use	Unknown		values						
	Negative	http://purl.obolibrary.org/obo/EUPATH_0000423	Parasite species	mx_species_chk___1		values						
	P. falciparum	http://purl.obolibrary.org/obo/EUPATH_0000423	Parasite species	mx_species_chk___2		values						
	P. vivax	http://purl.obolibrary.org/obo/EUPATH_0000423	Parasite species	mx_species_chk___3		values						
	P. malariae	http://purl.obolibrary.org/obo/EUPATH_0000423	Parasite species	mx_species_chk___4		values						
	Not done	http://purl.obolibrary.org/obo/EUPATH_0000423	Parasite species	mx_species_chk___5		values						
	None	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	None		values						
	Daily wage/laborer	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	Daily wage/laborer		values						
	Service	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	Service		values						
	Service	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	Service (=salaried)		values						
	Trade	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	Trade		values						
	Trade	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	Trade (=self-employed)		values						
	Housewife	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	Housewife		values						
	Student	http://purl.obolibrary.org/obo/EUPATH_0000359	Occupation	Student		values						
	P. falciparum	http://purl.obolibrary.org/obo/EUPATH_0000425	Past year diagnosis	pastyear_dx_chk___1		values						
	P. vivax	http://purl.obolibrary.org/obo/EUPATH_0000425	Past year diagnosis	pastyear_dx_chk___2		values						
	P. malariae	http://purl.obolibrary.org/obo/EUPATH_0000425	Past year diagnosis	pastyear_dx_chk___3		values						
	Can't remember	http://purl.obolibrary.org/obo/EUPATH_0000425	Past year diagnosis	pastyear_dx_chk___4		values						
	Yes	http://purl.obolibrary.org/obo/EUPATH_0000428	Antimalarial drug treated?	Yes		values						
	No	http://purl.obolibrary.org/obo/EUPATH_0000428	Antimalarial drug treated?	No		values						
	Can't remember	http://purl.obolibrary.org/obo/EUPATH_0000428	Antimalarial drug treated?	Can't remember		values						
	Clinic/hospital	http://purl.obolibrary.org/obo/EUPATH_0000431	Who treated you	pastyear_treatwhere_chk___1		values						
	Private doctor	http://purl.obolibrary.org/obo/EUPATH_0000431	Who treated you	pastyear_treatwhere_chk___2		values						
	Self-treated	http://purl.obolibrary.org/obo/EUPATH_0000431	Who treated you	pastyear_treatwhere_chk___3		values						
	Can't remember	http://purl.obolibrary.org/obo/EUPATH_0000431	Who treated you	pastyear_treatwhere_chk___4		values						
	Filt	http://purl.obolibrary.org/obo/EUPATH_0000432	PCR DNA Source	Filt		values						
	SV	http://purl.obolibrary.org/obo/EUPATH_0000432	PCR DNA Source	SV		values						
	Vac	http://purl.obolibrary.org/obo/EUPATH_0000432	PCR DNA Source	Vac		values						
	Negative	http://purl.obolibrary.org/obo/EUPATH_0000433	Parasite species by PCR	pcr_species_chk___1		values						
	P. falciparum	http://purl.obolibrary.org/obo/EUPATH_0000433	Parasite species by PCR	pcr_species_chk___2		values						
	P. vivax	http://purl.obolibrary.org/obo/EUPATH_0000433	Parasite species by PCR	pcr_species_chk___3		values						
	P. malariae	http://purl.obolibrary.org/obo/EUPATH_0000433	Parasite species by PCR	pcr_species_chk___4		values						
	P. ovale	http://purl.obolibrary.org/obo/EUPATH_0000433	Parasite species by PCR	pcr_species_chk___5		values						
	Above	http://purl.obolibrary.org/obo/EUPATH_0000435	Proverty line	Above		values						
	Below	http://purl.obolibrary.org/obo/EUPATH_0000435	Proverty line	Below		values						
	P. falciparum	http://purl.obolibrary.org/obo/EUPATH_0000437	Falcivax RDT	rdt_fv_chk___1		values						
	P. vivax	http://purl.obolibrary.org/obo/EUPATH_0000437	Falcivax RDT	rdt_fv_chk___2		values						
	Negative	http://purl.obolibrary.org/obo/EUPATH_0000437	Falcivax RDT	rdt_fv_chk___3		values						
	Not done	http://purl.obolibrary.org/obo/EUPATH_0000437	Falcivax RDT	rdt_fv_chk___4		values						
	Coils	http://purl.obolibrary.org/obo/EUPATH_0000439	Personal repellent	cen_repellent___1		values						
	Coils	http://purl.obolibrary.org/obo/EUPATH_0000439	Personal repellent	repellent_chk___2		values						
	Vapor/liquidizer	http://purl.obolibrary.org/obo/EUPATH_0000439	Personal repellent	cen_repellent___2		values						
	Vapor/liquidizer	http://purl.obolibrary.org/obo/EUPATH_0000439	Personal repellent	repellent_chk___3		values						
	Cream/spray	http://purl.obolibrary.org/obo/EUPATH_0000439	Personal repellent	cen_repellent___3		values						
	Cream/spray	http://purl.obolibrary.org/obo/EUPATH_0000439	Personal repellent	repellent_chk___4		values						
	Mat	http://purl.obolibrary.org/obo/EUPATH_0000439	Personal repellent	cen_repellent___4		values						
	Mat	http://purl.obolibrary.org/obo/EUPATH_0000439	Personal repellent	repellent_chk___5		values						
	None	http://purl.obolibrary.org/obo/EUPATH_0000439	Personal repellent	cen_repellent___5		values						
	None	http://purl.obolibrary.org/obo/EUPATH_0000439	Personal repellent	repellent_chk___1		values						
	Unknown	http://purl.obolibrary.org/obo/EUPATH_0000439	Personal repellent	cen_repellent___6		values						
	Can't remember	http://purl.obolibrary.org/obo/EUPATH_0000439	Personal repellent	repellent_chk___6		values						
	Fastcard	http://purl.obolibrary.org/obo/EUPATH_0000439	Personal repellent	repellent_chk___7		values						
	Permanent	http://purl.obolibrary.org/obo/EUPATH_0000440	Resident status	cen_resident_status___1		values						
	Temporary	http://purl.obolibrary.org/obo/EUPATH_0000440	Resident status	cen_resident_status___2		values						
	Smear - CSCMI	http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	samples_chk___1		values						
	Smear - NVBDCP	http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	samples_chk___2		values						
http://purl.obolibrary.org/obo/EUPATH_0000127	filter paper	http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	samples_chk___3		values						
	Small volume	http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	samples_chk___4		values						
	Vacutainer	http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	samples_chk___5		values						
http://purl.obolibrary.org/obo/PATO_0000384	male	http://purl.obolibrary.org/obo/PATO_0000047	Sex	Male		values						
http://purl.obolibrary.org/obo/PATO_0000383	female	http://purl.obolibrary.org/obo/PATO_0000047	Sex	Female		values						
	Indoor	http://purl.obolibrary.org/obo/EUPATH_0000441	Sprayed in last 12 months	cen_sprayed___1		values						
	Indoor	http://purl.obolibrary.org/obo/EUPATH_0000441	Sprayed in last 12 months	sprayed_chk___2		values						
	Outdoor	http://purl.obolibrary.org/obo/EUPATH_0000441	Sprayed in last 12 months	cen_sprayed___2		values						
	Outdoor	http://purl.obolibrary.org/obo/EUPATH_0000441	Sprayed in last 12 months	sprayed_chk___3		values						
	No / Not applicable	http://purl.obolibrary.org/obo/EUPATH_0000441	Sprayed in last 12 months	cen_sprayed___3		values						
	No / Not applicable	http://purl.obolibrary.org/obo/EUPATH_0000441	Sprayed in last 12 months	cen_sprayed___5		values						
	No / Not applicable	http://purl.obolibrary.org/obo/EUPATH_0000441	Sprayed in last 12 months	sprayed_chk___1		values						
	Unknown	http://purl.obolibrary.org/obo/EUPATH_0000441	Sprayed in last 12 months	cen_sprayed___4		values						
	Unknown	http://purl.obolibrary.org/obo/EUPATH_0000441	Sprayed in last 12 months	sprayed_chk___4		values						
	House	http://purl.obolibrary.org/obo/EUPATH_0000002	Dwelling type	House		values						
	Apartment	http://purl.obolibrary.org/obo/EUPATH_0000002	Dwelling type	Apartment		values						
	thatch	http://purl.obolibrary.org/obo/EUPATH_0000003	Roof material	cen_type_of_roof___1		values						http://purl.obolibrary.org/obo/ENVO_01000473
	tin	http://purl.obolibrary.org/obo/EUPATH_0000003	Roof material	cen_type_of_roof___2		values						http://purl.obolibrary.org/obo/CHEBI_32990
http://purl.obolibrary.org/obo/ENVO_01000513	asbestos roof	http://purl.obolibrary.org/obo/EUPATH_0000003	Roof material	cen_type_of_roof___3		values						
	cement	http://purl.obolibrary.org/obo/EUPATH_0000003	Roof material	cen_type_of_roof___4		values						http://purl.obolibrary.org/obo/ENVO_01000458
	tiles	http://purl.obolibrary.org/obo/EUPATH_0000003	Roof material	cen_type_of_roof___5		values						http://purl.obolibrary.org/obo/ENVO_01000514
	Public	http://purl.obolibrary.org/obo/EUPATH_0000451	Heathcare type	cen_typical_healthcare___1		values						
	Private	http://purl.obolibrary.org/obo/EUPATH_0000451	Heathcare type	cen_typical_healthcare___2		values						
http://purl.obolibrary.org/obo/EUPATH_0000256	pipe into dwelling	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	cen_water_supply___1		values						
http://purl.obolibrary.org/obo/ENVO_00003097	borehole	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	cen_water_supply___2		values						
	open well	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	cen_water_supply___3		values						
http://purl.obolibrary.org/obo/ENVO_01000599	river/stream	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	cen_water_supply___4		values						
	public tank/pump	http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	cen_water_supply___5		values						
http://purl.obolibrary.org/obo/OBI_0001620	GPS latitude	http://purl.obolibrary.org/obo/GAZ_00000448	Geographic location	cen_gps_lat		values						
http://purl.obolibrary.org/obo/OBI_0001621	GPS Longitude	http://purl.obolibrary.org/obo/GAZ_00000448	Geographic location	cen_gps_long		values						
	Artesunate	http://purl.obolibrary.org/obo/EUPATH_0000430	Antimalarial drug used	pastyear_treatdrugs_chk___1		values						
	Artesunate/Pyrimethamine/Sulphadoxine	http://purl.obolibrary.org/obo/EUPATH_0000430	Antimalarial drug used	pastyear_treatdrugs_chk___2		values						
	Chloroquine	http://purl.obolibrary.org/obo/EUPATH_0000430	Antimalarial drug used	pastyear_treatdrugs_chk___3		values						
	Chloroquine/Primaquine	http://purl.obolibrary.org/obo/EUPATH_0000430	Antimalarial drug used	pastyear_treatdrugs_chk___4		values						
	Mefloquine	http://purl.obolibrary.org/obo/EUPATH_0000430	Antimalarial drug used	pastyear_treatdrugs_chk___5		values						
	Primaquine	http://purl.obolibrary.org/obo/EUPATH_0000430	Antimalarial drug used	pastyear_treatdrugs_chk___6		values						
	Pyrimethamine/Sulphadoxine	http://purl.obolibrary.org/obo/EUPATH_0000430	Antimalarial drug used	pastyear_treatdrugs_chk___7		values						
	Quinine/Quinidine	http://purl.obolibrary.org/obo/EUPATH_0000430	Antimalarial drug used	pastyear_treatdrugs_chk___8		values						
	Tetracycline/Doxycycline	http://purl.obolibrary.org/obo/EUPATH_0000430	Antimalarial drug used	pastyear_treatdrugs_chk___9		values						
	Other	http://purl.obolibrary.org/obo/EUPATH_0000430	Antimalarial drug used	pastyear_treatdrugs_chk___10		values						
	Can't remember	http://purl.obolibrary.org/obo/EUPATH_0000430	Antimalarial drug used	pastyear_treatdrugs_chk___11		values						
