"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI","hidden"
"http://purl.obolibrary.org/obo/EUPATH_0038253","Other infection","16","form03b::n16otherinfection","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038254","Other metabolic disease","8","form03b::n8othermetabolicdisorders","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038255","Other neurologic disease","30","form03b::n30otherneurologic","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038256","Other respiratory disease","5","form03b::n5otherrespiratory","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038257","Perinatal asphyxia with multiple organ involvement","25","form03b::n25perinatalasphyxiawithmultipleorganinvolvement","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038258","Pneumonia","11","form03b::n11pneumonia","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038259","Polycthemia","18","form03b::n18polycythemia","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038260","Pulmonary hemorrhage","4","form03b::n4pulmonaryhemorrhage","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038263","RH incompatibility","20","form03b::n20rhincompatibility","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038261","Renal failure","38","form03b::renalfailure","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038262","Respiratory distress syndrome","1","form03b::n1respiratorydistresssyndrome","form03b","RDS. Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038264","Seizures","27","form03b::seizuredisorder","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038265","Shock","31","form03b::shock","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038266","Traumatic birth injury","39","form03b::traumaticbirthinjury","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038267","Uvulectomy","41","form03b::uvelectomy","form03b","Assessed once for infants admitted to NICU","Observation","Diagnosis at hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000638","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038165","Apnea or not breathing","2","form03b::periodsofapneanotbreathingatall","form03b","Assessed once for infants admitted to NICU","Observation","Difficulty breathing type, caregiver report","http://purl.obolibrary.org/obo/EUPATH_0038163","if breathing abnormal, what the issue is","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038168","Cyanosis","5","form03b::cyanosis","form03b","Assessed once for infants admitted to NICU","Observation","Difficulty breathing type, caregiver report","http://purl.obolibrary.org/obo/EUPATH_0038163","if breathing abnormal, what the issue is","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038169","Don't know","6","form03b::dontknow1","form03b","Assessed once for infants admitted to NICU","Observation","Difficulty breathing type, caregiver report","http://purl.obolibrary.org/obo/EUPATH_0038163","if breathing abnormal, what the issue is","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038164","Fast breathing","1","form03b::fastbreathing","form03b","Assessed once for infants admitted to NICU","Observation","Difficulty breathing type, caregiver report","http://purl.obolibrary.org/obo/EUPATH_0038163","if breathing abnormal, what the issue is","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038167","Gasping","4","form03b::gaspingdifficultybreathing","form03b","Assessed once for infants admitted to NICU","Observation","Difficulty breathing type, caregiver report","http://purl.obolibrary.org/obo/EUPATH_0038163","if breathing abnormal, what the issue is","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038166","Grunting","3","form03b::grunting1","form03b","Assessed once for infants admitted to NICU","Observation","Difficulty breathing type, caregiver report","http://purl.obolibrary.org/obo/EUPATH_0038163","if breathing abnormal, what the issue is","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000318","Admitting hospital","1","form05_long::ifyeslocation","form05_long","Collected for infants who had been discharged home with weekly follow-up and were readmitted to the hospital","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","If re-admitted to NICU or another unit, where admitted","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038170","Alive and discharged at day 28","24","form06::infantaliveanddischargedatbeforeday28","form06","Whether the infant is still alive but was discharged from the hospital before day 28. Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038171","Alive and hospitalized at day 28","25","form06::infantaliveandinhospitalatday28","form06","Whether the infant is still alive and hospitalized at day 28. Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038172","Diagnosed at discharge","15","form06::wereanyconditiondiagnosed","form06","Whether any conditions were diagnosed at discharge from the NICU. Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038173","Diagnosed at hospitalization","7","form03b::n82wereanyconditionsdiagnosed","form03b","Whether any conditions were diagnosed at admission to the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000321","Diagnosis at discharge","16","","","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","multifilter","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000638","Diagnosis at hospitalization","8","","","Assessed once for infants admitted to NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","multifilter","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038174","Died after discharge before day 28","26","form06::infantdiedbeforeoratday28","form06","Whether the infant died following discharge but before day 28. Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038175","Died prior to discharge","27","form06::infantdiedpriortodischarge","form06","Whether the infant died prior to discharge and before day 28. Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000319","Hospital admission date","2","form05_long::ifyesdateofadmission","form05_long","If re-admitted to NICU or another unit, date of admission. Collected for infants who had been discharged home with weekly follow-up and were readmitted to the hospital","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","If re-admitted to NICU or another unit, date of admission","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000320","Hospital discharge date","3","form06::dateofnicudischarge.death","form06","Date of discharge from the hospital. If the infant died, then date of death. If the infant was still hospitalized at 28 days, date of 28 days. Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010346","Hospitalization duration","4","form06::duration.in.hospital","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Participant","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0033434","Other diagnosis at discharge","23","form06::specify15","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033431","Other diagnosis at hospitalization","14","form03b::miscellaneousspecify","form03b","Assessed once for infants admitted to NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038176","Other electrolyte disorder at discharge","20","form06::specify12","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038177","Other hematologic disease at discharge","19","form06::specify11","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038178","Other hematologic disease at hospitalization","12","form03b::specify18","form03b","Assessed once for infants admitted to NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038179","Other infection at discharge","18","form06::specify10","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038180","Other infection at hospitalization","11","form03b::specify17","form03b","Assessed once for infants admitted to NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038181","Other metabolic disease at discharge","21","form06::specify13","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038182","Other metabolic disease at hospitalization","10","form03b::specify16","form03b","Assessed once for infants admitted to NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038183","Other neurologic disease at discharge","22","form06::specify14","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038184","Other neurologic disease at hospitalization","13","form03b::neurologicspecify","form03b","Assessed once for infants admitted to NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038141","Other reason brought to NICU","6","form03b::specify1","form03b","Assessed once for infants admitted to NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","Other main reason baby came to NICU specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038185","Other respiratory disease at discharge","17","form06::specify9","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038186","Other respiratory disease at hospitalization","9","form03b::specify15","form03b","Assessed once for infants admitted to NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038152","Reason brought to NICU","5","","","Assessed once for infants admitted to NICU","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","","","multifilter","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038656","Reason for readmission","17","form05_long::reasonforadmission","form05_long","Asked at the first follow-up visit. Collected for infants who had been discharged home with weekly follow-up and were readmitted to the hospital","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","If re-admitted to NICU or another unit, reason for admission","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038059","Chronic hypertension","4","form02_long::chronichypertension","form02_long","Asked at enrollment","Observation","Hypertensive disorders type","http://purl.obolibrary.org/obo/EUPATH_0038055","hypertensive disorders of pregnancy","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038060","Don't know","5","form02_long::dontknow","form02_long","Asked at enrollment","Observation","Hypertensive disorders type","http://purl.obolibrary.org/obo/EUPATH_0038055","hypertensive disorders of pregnancy","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038057","Eclampsia","2","form02_long::eclampsia","form02_long","Asked at enrollment","Observation","Hypertensive disorders type","http://purl.obolibrary.org/obo/EUPATH_0038055","hypertensive disorders of pregnancy","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038056","Preeclampsia","1","form02_long::preeclampsia","form02_long","Asked at enrollment","Observation","Hypertensive disorders type","http://purl.obolibrary.org/obo/EUPATH_0038055","hypertensive disorders of pregnancy","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038058","Superimposed preeclampsia","3","form02_long::superimposedpreeclampsia","form02_long","Asked at enrollment","Observation","Hypertensive disorders type","http://purl.obolibrary.org/obo/EUPATH_0038055","hypertensive disorders of pregnancy","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038025","Tuberculosis","","form02_long::historyoftuberculosis1","form02_long","Asked at enrollment","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038402","Acute or old intraventricular hemorrhage","1","form08a::intraventricularhaemorrageacuteoroldinsectionsofthecerebrumatdee | form08b::intraventricularhaemorrageacuteoroldinsectionsofthecerebrumatdee","form08a | form08b","In sections of the cerebrum, at deeper level","Observation","Intraventricular hemorrhage autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038641","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038504","Brian congested with characteristic-infarction of the sub-ependymal matrix tissue","4","form08b::braincongestedwithcharacteristicinfarctionofthesubepydymalmatrix | form08a::braincongestedwithcharacteristicinfarctionofthesubepydymalmatrix","form08b | form08a","","Observation","Intraventricular hemorrhage autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038641","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038505","Extensive matrix infarction","2","form08a::extensivematrixinfarction | form08b::extensivematrixinfarction","form08b | form08a","","Observation","Intraventricular hemorrhage autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038641","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038506","Leakage of blood into the ventricles","3","form08a::leakageofbloodintotheventricles | form08b::leakageofbloodintotheventricles","form08b | form08a","","Observation","Intraventricular hemorrhage autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038641","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038507","Organic changes associated with systemic circulatory failure including swelling of the liver, spleen, other viscera, lung","5","form08b::necropsyrevealsorganicchangesassociatedwithsystemiccirculatoryfa | form08a::necropsyrevealsorganicchangesassociatedwithsystemiccirculatoryfa","form08a | form08b","","Observation","Intraventricular hemorrhage autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038641","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038508","Other","6","form08b::otherfindings1 | form08a::otherfindings1","form08a | form08b","","Observation","Intraventricular hemorrhage autopsy evidence","http://purl.obolibrary.org/obo/EUPATH_0038641","Other findings of intraventricular hemorrage","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038664","Abdomen","4","form04::abdomen","form04","Assessed daily for infants admitted to the NICU","Observation","Jaundice location","http://purl.obolibrary.org/obo/EUPATH_0038660","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038661","Absent","1","form04::absent","form04","Assessed daily for infants admitted to the NICU","Observation","Jaundice location","http://purl.obolibrary.org/obo/EUPATH_0038660","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038663","Chest","3","form04::chest","form04","Assessed daily for infants admitted to the NICU","Observation","Jaundice location","http://purl.obolibrary.org/obo/EUPATH_0038660","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038662","Face","2","form04::face","form04","Assessed daily for infants admitted to the NICU","Observation","Jaundice location","http://purl.obolibrary.org/obo/EUPATH_0038660","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038665","Sole","5","form04::sole","form04","Assessed daily for infants admitted to the NICU","Observation","Jaundice location","http://purl.obolibrary.org/obo/EUPATH_0038660","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038113","Apgar score, 1 min","14","form02_long::baby1min","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038114","Apgar score, 5 min","15","form02_long::baby5min","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038090","Bag and mask resuscitation","24","form02_long::wasbabyresuscitatedwithbagandmask","form02_long","Whether infant was resuscitated with a bag and mask. Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038047","Caesarean section","6","form02_long::csection","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/HP_0001787","Delivery complications","20","","","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","multifilter","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0042043","Delivery date","12","form02_long::dateandtimeofdelivery","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable, derived","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038078","Delivery duration (hrs)","16","form02_long::laborduration","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","hours of labor | min of labor","","variable, derived","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000581","Delivery mode","11","form02_long::deliverymode","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0042061","Delivery time","13","form02_long::dateandtimeofdelivery","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable, derived","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038082","Delivery timing","18","form02_long::diddeliveryoccurduring","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","Whether delivery occurred during working hours (8am-5pm weekdays) or doctor duty hours (after 5 pm, holidays, weekends)","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038048","Fetal presentation","10","form02_long::presentation","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/NCIT_C124435","Gestational age at delivery (weeks)","25","form01::bestgawk","form01","Best estimate of gestational age at enrollment between last menstrual period, ultrasound, and Ballard methods. Collected once at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable, derived","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038006","Gestational age at delivery (weeks), by last menstrual period","26","form01::gaatdeliveryinweeksfromlmp","form01","Gestational age estimated by LMP. Collected once at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","gestational age at delivery in weeks from lmpwks, the days portion","","variable, derived","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038011","Gestational age at delivery (weeks), by ultrasound","27","form01::gaatdeliverybasedonfirstonlyus","form01","Gestational age estimated by ultrasound. Collected once at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","gestational age at delivery based on first/only ultrasound, the days portion","","variable, derived","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038044","Induced labor","3","form02_long::inductionoflabor","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0042087","Infant count","9","form02_long::ispregnancy","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038088","Intrapartum fetal heart rate monitoring","22","form02_long::intrapartumfhrmonitoring","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038089","Intrapartum fetal heart rate monitoring type","23","form02_long::ifyes3","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0042099","Other delivery complication","21","form02_long::ifyesspecify1","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038076","Other reason for cesarean section","8","form02_long::specify3","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","other reason for c-section specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038046","Other reason for induced labor","5","form02_long::specify2","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","other reason for induced labor specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038064","Reason for cesarean section","7","","","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","multifilter","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038045","Reason for induced labor","4","form02_long::ifinduced","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038080","Ruptured membranes duration (hrs)","17","form02_long::romduration","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","How long from rupture of membranes to birth","","variable, derived","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038083","Senior attendant at delivery","19","form02_long::deliveryattendant","form02_long","Most senior care giver present at delivery. Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038042","Spontaneous labor","1","form02_long::spontaneouslabor","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038043","Spontaneous rupture of membranes","2","form02_long::spontaneousrom","form02_long","Asked at enrollment","Observation","Labor and delivery","http://purl.obolibrary.org/obo/EUPATH_0042001","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038029","Malaria during pregnancy","1","form02_long::malariaduringhecurrentpregnancy1","form02_long","Whether the mother had malaria during the current pregnancy. Evaluated at enrollment.","Observation","Maternal immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0038028","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038031","Maternal cardiac disease","3","form02_long::cardiacdisease","form02_long","Asked at enrollment","Observation","Maternal immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0038028","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038032","Maternal diabetes mellitus","4","form02_long::diabetesmellitus","form02_long","Asked at enrollment","Observation","Maternal immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0038028","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038033","Maternal diabetes mellitus type","5","form02_long::ifyes","form02_long","Asked at enrollment","Observation","Maternal immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0038028","if diabetes, type","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038034","Maternal thyroid disease","6","form02_long::thyroiddisease","form02_long","Asked at enrollment","Observation","Maternal immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0038028","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038035","Maternal thyroid disease type","7","form02_long::ifyes1","form02_long","Asked at enrollment","Observation","Maternal immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0038028","if thyroid disease, type","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038036","Other maternal disease","8","form02_long::otherdisorders","form02_long","Asked at enrollment","Observation","Maternal immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0038028","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038037","Other maternal disease type","9","form02_long::ifyesspecify","form02_long","Asked at enrollment","Observation","Maternal immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0038028","If other disorders, specified","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038030","Tetanus vaccination during pregnancy","2","form02_long::ttvaccination1","form02_long","Asked at enrollment","Observation","Maternal immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0038028","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038527","Congenital heart disease","9","form08a::isthereacongenitalheartdisease | form08b::isthereacongenitalheartdisease","form08b | form08a","","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038528","Congenital malformations and chromosomal anomalies","8","form08b::congenitalmalformationsandchromosomalanomaliestypicalofthefol | form08a::congenitalmalformationsandchromosomalanomaliestypicalofthefol","form08a | form08b","","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038529","Congenital syphilis","13","form08b::congenitalsyphilis | form08a::congenitalsyphilis","form08b | form08a","","Observation","Medical conditions identified on autopsy","http://purl.obolibrary.org/obo/EUPATH_0038411","","","value","","","",""
