colOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
32,form03b::preterm,form03b,,Preterm,,,Reason brought to NICU,,main reason baby came to NICU,,value,
33,form03b::coldtotouch,form03b,,Cold to touch,,,Reason brought to NICU,,main reason baby came to NICU,,value,
34,form03b::feedingdifficulty,form03b,,Difficulty feeding,,,Reason brought to NICU,,main reason baby came to NICU,,value,
35,form03b::seizure,form03b,,Seizure,,,Reason brought to NICU,,main reason baby came to NICU,,value,
36,form03b::referred,form03b,,Referred,,,Reason brought to NICU,,main reason baby came to NICU,,value,
37,form03b::lookedsick,form03b,,Looked sick,,,Reason brought to NICU,,main reason baby came to NICU,,value,
38,form03b::fever,form03b,,Fever,,,Reason brought to NICU,,main reason baby came to NICU,,value,
39,form03b::breathingproblem,form03b,,Breathing problem,,,Reason brought to NICU,,main reason baby came to NICU,,value,
40,form03b::dontknow,form03b,,Don't know,,,Reason brought to NICU,,main reason baby came to NICU,,value,
41,form03b::other2,form03b,,Other,,,Reason brought to NICU,,main reason baby came to NICU,,value,
,,,,"Difficulty breathing type, caregiver report",,,Symptoms by caregiver report,EUPATH_0011878,,,multifilter,
42,form03b::fastbreathing,form03b,,Fast breathing,,,"Difficulty breathing type, caregiver report",,"if breathing abnormal, what the issue is",,value,
43,form03b::periodsofapneanotbreathingatall,form03b,,Apnea or not breathing,,,"Difficulty breathing type, caregiver report",,"if breathing abnormal, what the issue is",,value,
44,form03b::grunting1,form03b,,Grunting,,,"Difficulty breathing type, caregiver report",,"if breathing abnormal, what the issue is",,value,
45,form03b::gaspingdifficultybreathing,form03b,,Gasping,,,"Difficulty breathing type, caregiver report",,"if breathing abnormal, what the issue is",,value,
46,form03b::cyanosis,form03b,,Cyanosis,,,"Difficulty breathing type, caregiver report",,"if breathing abnormal, what the issue is",,value,
47,form03b::dontknow1,form03b,,Don't know,,,"Difficulty breathing type, caregiver report",,"if breathing abnormal, what the issue is",,value,
48,form03b::healthname,form03b,,"Birth place, specified",,,Demographics,EUPATH_0010981,Health center name specified as place of birth,,variable,
49,form03b::kebele,form03b,EUPATH_0026002,Subdistrict,"A kebele, or ward, is the smallest administrative unit of Ethiopia. Consists of >500 families, generally 3,500-4,000 people",,Geographic location,GAZ_00000448,,,variable,
52,form03b::dateofexam,form03b,EUPATH_0004991,Observation date,,,,,,,variable,
53,form03b::timeofexam,form03b,EUPATH_0023052,Observation time,,,,,,,variable,
54,form03b::hr,form03b,,Age (hours),Age at exam in days if less than 3 days old,,,,postnatal age at exam in hours (if <72 hrs old),,"variable, derived",
55,form03b::postmin,form03b,,Age (hours),Age at exam in days if less than 3 days old,,,,postnatal age at exam min portion (if <72 hrs old),,"variable, derived",
56,form03b::days1,form03b,EUPATH_0000579,Age (days),Age at exam in days if more than 3 days old,,,,postnatal age at exam in days (if >72 hrs old),,variable,
57,form03b::respiratoryrate,form03b,CMO_0000289,Respiratory rate (breaths/min),,,,,,,variable,
59,form03b::apicalheartrate,form03b,EFO_0004326,Heart rate (bpm),,,,,,,variable,
61,form03b::temperature,form03b,EUPATH_0000110,Temperature (C),,,,,,,variable,
63,form03b::systolic,form03b,EUPATH_0021086,Systolic blood pressure (mmHg),,,,,,,variable,
64,form03b::diastolic,form03b,EUPATH_0021087,Diastolic blood pressure (mmHg),,,,,,,variable,
66,form03b::weightatexam,form03b,EUPATH_0000732,Weight (kg),,,,,,,variable,
68,form03b::hlength,form03b,EUPATH_0010075,Height (cm),,,,,,,variable,
70,form03b::headcircumference,form03b,EUPATH_0000683,Head circumference (cm),,,,,,,variable,
71,form03b::o2saturation,form03b,EUPATH_0032049,O2 saturation (%),,,,,,,variable,
72,form03b::ifo2satdonewasbabyonoxygen,form03b,EUPATH_0032051,Oxygen source,,,,,,,variable,
73,form03b::levelofconsciousness,form03b,,Consciousness level,,,Physical examination,OGMS_0000083,,,variable,
74,form03b::respiratorydistress,form03b,HP_0002098,Respiratory distress,Only assessed for infants who were admitted to the NICU,,,,,,value,
75,form03b::movementoractivity,form03b,,Activity level,,,Physical examination,OGMS_0000083,,,variable,
76,form03b::dysmorphicfeatures,form03b,,Dysmorphic features,,,Physical examination,OGMS_0000083,,,variable,
77,form03b::ifdysmorphicdescribe,form03b,,Dysmorphic feature type,,,Physical examination,OGMS_0000083,,,variable,
78,form03b::specify2,form03b,,Other dysmorphic features,,,Physical examination,OGMS_0000083,"If features other dysmorphic, specified ",,variable,
79,form03b::normalposture,form03b,,Posture,,,Abnormal physical exam,EUPATH_0041001,,,value,
80,form03b::skincolor,form03b,,Skin color,,,Physical examination,OGMS_0000083,,,variable,
81,form03b::skullnormal,form03b,,Skull,,,Abnormal physical exam,EUPATH_0041001,,,value,
82,form03b::ifabnormal1,form03b,,Skull exam findings,Assessed on NICU admission,,Physical examination,OGMS_0000083,how skull abnormal ,,variable,
83,form03b::specify3,form03b,,Other skull exam findings,Assessed on NICU admission,,Physical examination,OGMS_0000083,"if skull abnormal and other, specified",,variable,
84,form03b::eyesnormal,form03b,,Eyes,,,Abnormal physical exam,EUPATH_0041001,,,value,
85,form03b::ifabnormal2,form03b,,Eye exam findings,Assessed on NICU admission,,Physical examination,OGMS_0000083,"if eyes abnormal, how",,variable,
86,form03b::specify4,form03b,,Other eye exam findings,Assessed on NICU admission,,Physical examination,OGMS_0000083,"if eyes abnormal and other, specified",,variable,
87,form03b::nosepatent,form03b,,Nose,,,Abnormal physical exam,EUPATH_0041001,,,value,
88,form03b::earsnormal,form03b,,Ears,,,Abnormal physical exam,EUPATH_0041001,,,value,
89,form03b::mouthnormal,form03b,,Mouth,,,Abnormal physical exam,EUPATH_0041001,,,value,
90,form03b::ifabnormal3,form03b,,Mouth exam findings,Assessed on NICU admission,,Physical examination,OGMS_0000083,"If lips abnormal, how",,variable,
91,form03b::specify5,form03b,,Other mouth exam findings,Assessed on NICU admission,,Physical examination,OGMS_0000083,"if lips abnormal and other, specified",,variable,
92,form03b::necknormal,form03b,,Neck,,,Abnormal physical exam,EUPATH_0041001,,,value,
93,form03b::ifabnormal4,form03b,,Neck exam findings,Assessed on NICU admission,,Physical examination,OGMS_0000083,"if neck abnormal, how",,variable,
95,form03b::breathingnormal,form03b,EUPATH_0041143,Pulmonary,,,Abnormal physical exam,EUPATH_0041001,,,value,
97,form03b::chestindrawing,form03b,,Chest indrawing,,,Pulmonary exam findings,EUPATH_0041090,how breathing abnormal,,value,
98,form03b::chestretractions,form03b,,Chest retractions,,,Pulmonary exam findings,EUPATH_0041090,how breathing abnormal,,value,
99,form03b::nasalflaring,form03b,,Nasal flaring,,,Pulmonary exam findings,EUPATH_0041090,how breathing abnormal,,value,
100,form03b::grunting,form03b,,Grunting,,,Pulmonary exam findings,EUPATH_0041090,how breathing abnormal,,value,
101,form03b::unilateralcrepitations,form03b,,Unilateral crepitations,,,Pulmonary exam findings,EUPATH_0041090,how breathing abnormal,,value,
102,form03b::bilateralcrepitations,form03b,,Bilateral crepitations,,,Pulmonary exam findings,EUPATH_0041090,how breathing abnormal,,value,
103,form03b::unilateraldecreasedairentry,form03b,,Unilateral decreased air entry,,,Pulmonary exam findings,EUPATH_0041090,how breathing abnormal,,value,
104,form03b::bilateraldecreasedairentry,form03b,,Bilateral decreased air entry,,,Pulmonary exam findings,EUPATH_0041090,how breathing abnormal,,value,
105,form03b::periodicapnea,form03b,,Periodic apnea,,,Pulmonary exam findings,EUPATH_0041090,how breathing abnormal,,value,
106,form03b::other1,form03b,,Other,,,Pulmonary exam findings,EUPATH_0041090,how breathing abnormal,,value,
107,form03b::specify7,form03b,,Other pulmonary exam findings,,,Physical examination,OGMS_0000083,"how breathing abnormal, specified",,variable,
108,form03b::capillaryrefill,form03b,,Capillary refill time (s),,,Physical examination,OGMS_0000083,,,variable,
111,form03b::heartexamnormal,form03b,EUPATH_0041099,Cardiac,,,Abnormal physical exam,EUPATH_0041001,,,value,
112,form03b::ifno1,form03b,EUPATH_0041084,Cardiac exam findings,,,Physical examination,OGMS_0000083,"if heart not normal, how",,variable,
113,form03b::specify8,form03b,,Other cardiac exam findings,,,Physical examination,OGMS_0000083,"if heart not normal and other, specified",,variable,
114,form03b::abdomennormal,form03b,EUPATH_0041093,Abdominal,,,Abnormal physical exam,EUPATH_0041001,,,value,
115,form03b::ifno2,form03b,EUPATH_0041083,Abdominal exam findings,,,Physical examination,OGMS_0000083,"if abdomen not normal, how",,variable,
116,form03b::specify9,form03b,,Other abdominal exam findings,,,Physical examination,OGMS_0000083,"if abdomen not normal and other, specified",,variable,
117,form03b::bowelsounds,form03b,,Bowel sounds,,,Physical examination,OGMS_0000083,,,variable,
118,form03b::organsizenormal,form03b,,Organ size,,,Abnormal physical exam,EUPATH_0041001,,,value,
119,form03b::ifno3,form03b,,Organ size findings,,,Physical examination,OGMS_0000083,"if organ abnormal, how",,variable,
120,form03b::anuspatent,form03b,,Anus patent,,,Physical examination,OGMS_0000083,,,variable,
121,form03b::stoolpresent,form03b,,Stool present,,,Physical examination,OGMS_0000083,,,variable,
122,form03b::n451ifyes,form03b,,Stool description,,,Physical examination,OGMS_0000083,"If stool present, description",,variable,
123,form03b::urineoutputnormal,form03b,,Urine output,,,Abnormal physical exam,EUPATH_0041001,,,value,
124,form03b::genitaliakidneysnormal,form03b,,Genitalia and kidneys,,,Abnormal physical exam,EUPATH_0041001,,,value,
125,form03b::ifno4,form03b,,Genitalia and kidneys findings,,,Physical examination,OGMS_0000083,"if genitalia/kidneys abnormal, how",,variable,
126,form03b::specify10,form03b,,Other genitalia and kidneys findings,,,Physical examination,OGMS_0000083,"if genitalia/kidneys abnormal and other, specified",,variable,
127,form03b::skintexturenormal,form03b,,Skin,,,Abnormal physical exam,EUPATH_0041001,,,value,
128,form03b::n481ifno,form03b,,Skin exam findings,,,Physical examination,OGMS_0000083,"if skin abnormal, how",,variable,
129,form03b::specify11,form03b,,Other skin exam findings,,,Physical examination,OGMS_0000083,"if skin abnormal and other, specified",,variable,
130,form03b::umbilicalstumpnormal,form03b,,Umbilical stump,,,Abnormal physical exam,EUPATH_0041001,,,value,
131,form03b::n491ifno,form03b,,Umbilical stump exam findings,,,Physical examination,OGMS_0000083,"if umbilical stump abnormal, how",,variable,
132,form03b::specify12,form03b,,Umbilical stump exam findings,,,Physical examination,OGMS_0000083,"if umbilical stump abnormal and other, specified",,variable,
133,form03b::musculoskeletalsystemnormal,form03b,,Musculoskeletal,,,Abnormal physical exam,EUPATH_0041001,,,value,
134,form03b::ifno5,form03b,,Musculoskeletal exam findings,,,Physical examination,OGMS_0000083,"if musculoskeletal system abnormal, how",,variable,
135,form03b::specify13,form03b,,Other musculoskeletal exam findings,,,Physical examination,OGMS_0000083,"if musculoskeletal system abnormal and other, specified",,variable,
136,form03b::indicateconsciousnessstatus,form03b,,Consciousness status,,,Physical examination,OGMS_0000083,,,variable,
137,form03b::reflexesappropriateforage,form03b,,Reflexes,,,Abnormal physical exam,EUPATH_0041001,,,value,
138,form03b::moronormalforage,form03b,,Moro reflex,,,Abnormal physical exam,EUPATH_0041001,,,value,
139,form03b::suckingnormalforage,form03b,,Sucking,,,Abnormal physical exam,EUPATH_0041001,,,value,
140,form03b::graspappropriateforage,form03b,,Grasp,,,Abnormal physical exam,EUPATH_0041001,,,value,
141,form03b::tonenormal,form03b,,Muscle tone,,,Abnormal physical exam,EUPATH_0041001,,,value,
142,form03b::ifabnormal5,form03b,,Muscle tone exam findings,,,Physical examination,OGMS_0000083,"If tone abnormal, how it's abnormal",,variable,
143,form03b::presenceofseizures,form03b,SYMP_0000124,Seizures,,,,,,,value,
144,form03b::qualityofcry,form03b,,Cry quality,,,Physical examination,OGMS_0000083,,,variable,
145,form03b::imaginganyimagingdone,form03b,,Imaging performed,,,Physical examination,OGMS_0000083,,,variable,
146,form03b::chestxray,form03b,EUPATH_0021162,Chest X-ray performed,,,Physical examination,OGMS_0000083,Chest xray performed,,variable,
147,form03b::ifdone,form03b,,Chest X-ray,,,Abnormal physical exam,EUPATH_0041001,"If chest x-ray performed, whether findings were normal",,value,
148,form03b::n571specify,form03b,EUPATH_0033161,Chest X-ray interpretation,,,Physical examination,OGMS_0000083,"If chest x-ray abnormal, specify",,variable,
149,form03b::abdominalxray,form03b,,Abdominal X-ray performed,,,Physical examination,OGMS_0000083,abdominal xray performed,,variable,
150,form03b::ifdone1,form03b,,Abdominal X-ray,,,Abnormal physical exam,EUPATH_0041001,"If abdominal x-ray performed, whether findings were normal",,value,
151,form03b::specify14,form03b,,Abdominal X-ray interpretation,,,Physical examination,OGMS_0000083,"If abdominal x-ray abnormal, specify",,variable,
152,form03b::necdiagnosedbyxray,form03b,,"Necrotizing enterocolitis, by X-ray",Necrotizing enterocolitis diagnosed by abdominal X-ray,,Diagnosis,OGMS_0000073,"If abdominal x-ray done, NEC diagnosed",,variable,
153,form03b::otherxray,form03b,,Other X-ray performed,,,Physical examination,OGMS_0000083,Other xray performed,,variable,
154,form03b::n591ifdone,form03b,,Other X-ray,,,Abnormal physical exam,EUPATH_0041001,"If other x-ray performed, whether findings were normal",,value,
155,form03b::n591specify,form03b,,Other X-ray interpretation,,,Physical examination,OGMS_0000083,"If other x-ray abnormal, specify",,variable,
156,form03b::headultrasound,form03b,,Cranial ultrasound performed,,,Physical examination,OGMS_0000083,head ultrasound performed,,variable,
157,form03b::n601ifdone,form03b,,Cranial ultrasound,,,Abnormal physical exam,EUPATH_0041001,"If head ultrasound performed, whether findings were normal",,value,
158,form03b::n601specify,form03b,,Cranial ultrasound interpretation,,,Physical examination,OGMS_0000083,"If head ultrasound abnormal, specify",,variable,
159,form03b::n602ivhdiagnosedbyus,form03b,,"Intraventricular hemorrhage, by ultrasound",Intraventricular hemorrhage diagnosed by head ultrasound,,Diagnosis,OGMS_0000073,"If head ultrasound done, IVH diagnosed",,variable,
160,form03b::abdominalultrasound,form03b,,Abdominal ultrasound performed,,,Physical examination,OGMS_0000083,abdominal ultrasound performed,,variable,
161,form03b::n611ifdone,form03b,,Abdominal ultrasound,,,Abnormal physical exam,EUPATH_0041001,"If abdominal ultrasound performed, whether findings were normal",,value,
162,form03b::n611specify,form03b,,Abdominal ultrasound interpretation,,,Physical examination,OGMS_0000083,"If abdominal ultrasound abnormal, specify",,variable,
163,form03b::n62specify,form03b,,Other ultrasound interpretation,,,Physical examination,OGMS_0000083,"If other ultrasound abnormal, specify ",,variable,
164,form03b::n621ifdone,form03b,,Other ultrasound performed,,,Physical examination,OGMS_0000083,other ultrasound performed,,variable,
165,form03b::n62otherultrasound,form03b,,Other ultrasound,,,Abnormal physical exam,EUPATH_0041001,"If other ultrasound performed, whether findings were normal",,value,
166,form03b::n63mri,form03b,,MRI performed,,,Physical examination,OGMS_0000083,MRI performed,,variable,
167,form03b::n631ifdone,form03b,,MRI,,,Abnormal physical exam,EUPATH_0041001,"If MRI performed, whether findings were normal",,value,
168,form03b::n631specify,form03b,,MRI interpretation,,,Physical examination,OGMS_0000083,"If MRI abnormal, specify",,variable,
169,form03b::laboratoryanalysesdone,form03b,,Laboratory tests performed,,,Laboratory test,OGMS_0000056,,,variable,
170,form03b::completebloodcount,form03b,,Complete blood count performed,,,Blood tests performed,EUPATH_0027019,CBC performed,,variable,
171,form03b::n651ifdone,form03b,,Complete blood count normal,,,Blood test,EUPATH_0011795,"If CBC performed, whether findings were normal",,variable,
172,form03b::n651specify,form03b,,Complete blood count interpretation,,,Blood test,EUPATH_0011795,"If CBC abnormal, specify",,variable,
173,form03b::bloodgasanalysis,form03b,,Blood gas analysis performed,,,Blood tests performed,EUPATH_0027019,Blood gas analysis performed,,variable,
174,form03b::n661ifdone,form03b,,Blood gas analysis normal,,,Blood test,EUPATH_0011795,"If Blood gas analysis performed, whether findings were normal",,variable,
175,form03b::n661specify,form03b,,Blood gas analysis interpretation,,,Blood test,EUPATH_0011795,"If Blood gas analysis abnormal, specify",,variable,
176,form03b::n67bilirubintest,form03b,,Bilirubin measurement performed,,,Blood tests performed,EUPATH_0027019,bilirubin test performed,,variable,
177,form03b::n671ifdone,form03b,,Bilirubin normal,,,Blood test,EUPATH_0011795,"If bilirubin test performed, whether findings were normal",,variable,
178,form03b::n67specify,form03b,,Bilirubin measurement interpretation,,,Blood test,EUPATH_0011795,"If bilirubin test abnormal, specify",,variable,
179,form03b::n68randombloodsugar,form03b,,Random blood sugar measurement performed,,,Blood tests performed,EUPATH_0027019,random blood sugar performed,,variable,
180,form03b::n681ifdone,form03b,,Random blood sugar normal,,,Blood test,EUPATH_0011795,"Ifrandom blood sugar  performed, whether findings were normal",,variable,
181,form03b::n681specify,form03b,,Random blood sugar measurement interpretation,,,Blood test,EUPATH_0011795,"If random blood sugar abnormal, specify",,variable,
182,form03b::n69bloodculture,form03b,EUPATH_0021159,Blood culture performed,,,,,blood culture performed,,variable,
183,form03b::n691ifdone,form03b,EUPATH_0033143,Blood culture positive,,,,,"If blood culture performed, whether findings were normal",,variable,
184,form03b::n691specify,form03b,EUPATH_0033227,"Organism, by culture",,,,,"If blood culture abnormal, specify",,variable,
,,,,Cerebrospinal fluid test,,,Laboratory test,OGMS_0000056,,,category,
,,,,Cerebrospinal fluid tests performed,,,Cerebrospinal fluid test,,,,category,
185,form03b::n70csfanalysis,form03b,,Cerebrospinal fluid analysis performed,,,Cerebrospinal fluid tests performed,,CSF performed,,variable,
186,form03b::n701ifdone,form03b,,Cerebrospinal fluid analysis normal,,,Cerebrospinal fluid test,,"If CSF performed, whether findings were normal",,variable,
187,form03b::n701specify,form03b,,Cerebrospinal fluid analysis interpretation,,,Cerebrospinal fluid test,,"If CSF abnormal, specify",,variable,
,,,,Cerebrospinal fluid microbiology test,,,Laboratory test,OGMS_0000056,,,category,
,,,,Cerebrospinal fluid microbiology test procedures,,,Cerebrospinal fluid microbiology test,,,,category,
188,form03b::n71csfculture,form03b,,Cerebrospinal fluid culture performed,CSF culture performed,,Cerebrospinal fluid microbiology test procedures,, CSF culture performed,,variable,
189,form03b::n711ifdone,form03b,,Cerebrospinal fluid culture positive,,,Cerebrospinal fluid microbiology test,,"If CSF culture performed, whether findings were normal",,variable,
190,form03b::n711specify1,form03b,,"Organism, by culture",,,Cerebrospinal fluid microbiology test,,"If CSF culture abnormal, specify",,variable,
,,,,Other sample microbiology test,,,Laboratory test,OGMS_0000056,,,category,
,,,,Other sample microbiology test procedures,,,Other sample microbiology test,,,,category,
191,form03b::n72otherculture,form03b,,Other culture performed,,,Other sample microbiology test procedures,,Other culture performed,,variable,
192,form03b::n721ifdone,form03b,,Other culture sample,Sample used for other culture. From NICU admission,,Other sample microbiology test,,"If Other culture performed, what sample used",,variable,
193,form03b::n722ifdone,form03b,,Other culture positive,From NICU admission,,Other sample microbiology test,,"If Other culture performed, whether findings were normal",,variable,
194,form03b::n73gramstain,form03b,,Gram stain performed,,,Other sample microbiology test procedures,,gram stain performed,,variable,
195,form03b::n731ifdonewhere,form03b,,Gram stain sample,,,Other sample microbiology test,,"If gram stained performed, what sample used",,variable,
196,form03b::n731ifdone,form03b,,Gram stain normal,,,Other sample microbiology test,,"If gram stain performed, whether findings were normal",,variable,
197,form03b::n722specify,form03b,,"Organism, by culture",,,Other sample microbiology test,,"If Other culture abnormal, specify",,variable,
198,form03b::n731specify,form03b,,Gram stain interpretation,,,Other sample microbiology test,,"If gram stain abnormal, specify",,variable,
199,form03b::n74creactiveproteintest,form03b,,C-reactive protein measurement performed,CRP measurement performed,,Blood tests performed,EUPATH_0027019,C-reactive protein test performed,,variable,
200,form03b::n741ifdone,form03b,,C-reactive protein normal,CRP normal,,Blood test,EUPATH_0011795,"If C-reactive protein test performed, whether findings were normal",,variable,
201,form03b::n741specify,form03b,,C-reactive protein measurement interpretation,CRP measurement findings,,Blood test,EUPATH_0011795,"If C-reactive protein test abnormal, specify",,variable,
202,form03b::n75esrdone,form03b,,Erythrocyte sedimentation rate measurement performed,ESR measurement performed,,Blood tests performed,EUPATH_0027019,ESR performed,,variable,
203,form03b::n751ifdone,form03b,,Erythrocyte sedimentation rate normal,ESR normal,,Blood test,EUPATH_0011795,"If ESR performed, whether findings were normal",,variable,
204,form03b::n751specify,form03b,,Erythrocyte sedimentation rate measurement interpretation,ESR measurement findings,,Blood test,EUPATH_0011795,"If ESR abnormal, specify",,variable,
205,form03b::n76serumalbumin,form03b,,Albumin measurement performed,,,Blood tests performed,EUPATH_0027019,serum albumin performed,,variable,
206,form03b::n761ifdone,form03b,,Albumin normal,,,Blood test,EUPATH_0011795,"If serum albumin performed, whether findings were normal",,variable,
207,form03b::n761specify,form03b,,Albumin measurement interpretation,,,Blood test,EUPATH_0011795,"If serum albumin abnormal, specify",,variable,
208,form03b::n77vdrlinbaby,form03b,,VDRL test performed,,,Blood bacteria testing,EUPATH_0021158,VDRL performed,,variable,
209,form03b::n771ifdone,form03b,,"Treponema, by VDRL",Infant positive for syphilis ,,Bacteria in blood,EUPATH_0033293,"If VDRL performed, whether findings were normal",,variable,see non-raw detection template
,,,,Blood virus testing,,,Blood microbiology tests procedures,EUPATH_0020125,,,category,
211,form03b::n78hivtestformother,form03b,,HIV test performed,,,Blood virus testing,,HIV test morther performed,,variable,
212,form03b::n781ifdone,form03b,,"HIV, by any method",,,Lentivirus in maternal blood,,"If HIV test morther performed, whether findings were normal",,variable,see non-raw detection template
213,form03b::n781specify,form03b,,HIV test interpretation,,,Lentivirus in maternal blood,,"If HIV test morther abnormal, specify",,variable,
214,form03b::n79liverfunctiontestlft,form03b,,Liver function tests performed,,,Blood tests performed,EUPATH_0027019,liver function test performed,,variable,
215,form03b::n791ifdone,form03b,,Liver function tests normal,,,Blood test,EUPATH_0011795,"If liver function test performed, whether findings were normal",,variable,
216,form03b::n791specify,form03b,,Liver function tests interpretation,,,Blood test,EUPATH_0011795,"If liver function test abnormal, specify",,variable,
217,form03b::n80serumelectrolytes,form03b,,Electrolyte panel performed,,,Blood tests performed,EUPATH_0027019,serum electrolytes performed,,variable,
218,form03b::n801ifdone,form03b,,Electrolyte panel normal,,,Blood test,EUPATH_0011795,"If serum electrolytes performed, whether findings were normal",,variable,
219,form03b::n801specify,form03b,,Electrolyte panel interpretation,,,Blood test,EUPATH_0011795,"If serum electrolytes abnormal, specify",,variable,
220,form03b::n802ifabnormalspecifyelectrolyte,form03b,,Abnormal electrolyte,,,Blood test,EUPATH_0011795,"If serum electrolytes abnormal, specify electrolyte",,variable,
221,form03b::n81othertest,form03b,,Other lab test performed,,,Laboratory test,OGMS_0000056,Other test performed,,variable,
222,form03b::n81specifytest,form03b,EUPATH_0042103,Other lab test result,,,,,"If other test performed, specify test",,variable,
223,form03b::n82wereanyconditionsdiagnosed,form03b,,Diagnosed at hospitalization,Whether any conditions were diagnosed at admission to the NICU,,Hospitalization,EUPATH_0000308,,,variable,
224,form03b::n1respiratorydistresssyndrome,form03b,,Respiratory distress syndrome,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
225,form03b::n2meconomiumaspirationsyndrome,form03b,,Meconium aspiration syndrome,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
226,form03b::n4apnea,form03b,,Apnea,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
227,form03b::n4pulmonaryhemorrhage,form03b,,Pulmonary hemorrhage,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
228,form03b::n5otherrespiratory,form03b,,Other respiratory disease,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
229,form03b::specify15,form03b,,Other respiratory disease at hospitalization,,,Hospitalization,EUPATH_0000308,,,variable,
230,form03b::n6hypoglycemia,form03b,,Hypoglycemia,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
231,form03b::n7electrolytedisorders,form03b,,Electrolyte disorder,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
232,form03b::n8othermetabolicdisorders,form03b,,Other metabolic disease,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
233,form03b::specify16,form03b,,Other metabolic disease at hospitalization,,,Hospitalization,EUPATH_0000308,,,variable,
234,form03b::n9earlyonsetneonatalsepsis72hours,form03b,,Early onset neonatal sepsis,<72 hours,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
235,form03b::n10lateonsetneonatalsepsis72hours,form03b,,Late onset neonatal sepsis,>= 72 hours,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
236,form03b::n11pneumonia,form03b,,Pneumonia,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
237,form03b::n12meningitis,form03b,EUPATH_0033427,Meningitis,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
238,form03b::n13hivexposed,form03b,,HIV exposure,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
239,form03b::n14congenitalsyphilis,form03b,,Congenital syphilis,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
240,form03b::ophthalmianeonatorum,form03b,,Ophthalmia neonatorum,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
241,form03b::n16otherinfection,form03b,,Other infection,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
242,form03b::specify17,form03b,,Other infection at hospitalization,,,Hospitalization,EUPATH_0000308,,,variable,
243,form03b::n17anemia,form03b,,Anemia,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
244,form03b::n18polycythemia,form03b,,Polycthemia,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
245,form03b::n19dic,form03b,,Disseminated intravascular coagulation,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
246,form03b::n20rhincompatibility,form03b,,RH incompatibility,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
247,form03b::n21aboincompatibility,form03b,,ABO incompatibility,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
248,form03b::n22hyperbilirubinemia,form03b,,Hyperbilirubinemia,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
249,form03b::n23hemorrhagicdiseaseofthenewborn,form03b,,Hemorrhagic disease of the newborn,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
250,form03b::n24otherhematologic,form03b,,Other hematologic disease,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
251,form03b::specify18,form03b,,Other hematologic disease at hospitalization,,,Hospitalization,EUPATH_0000308,,,variable,
252,form03b::n25perinatalasphyxiawithmultipleorganinvolvement,form03b,,Perinatal asphyxia with multiple organ involvement,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
253,form03b::n26acutebilirubinencephalopathyabe,form03b,,Acute bilirubin encephalopathy,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
254,form03b::seizuredisorder,form03b,,Seizures,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
255,form03b::intraventricularhemorrhageivh,form03b,,Intraventricular hemorrhage,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
256,form03b::neuraltubedefect,form03b,,Neural tube defect,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
257,form03b::n30otherneurologic,form03b,,Other neurologic disease,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
258,form03b::neurologicspecify,form03b,,Other neurologic disease at hospitalization,,,Hospitalization,EUPATH_0000308,,,variable,
259,form03b::shock,form03b,,Shock,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
260,form03b::feedingproblem,form03b,,Feeding problem,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
261,form03b::necrotizingenterocolitisnec,form03b,,Necrotizing enterocolitis,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
262,form03b::congenitalmalformation,form03b,,Congential abnormality,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
263,form03b::chromosomalanomalies,form03b,,Chromosomal anomalies,,,Diagnosis at hospitalization,EUPATH_0000638,,,value,
