colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceTostring,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
106,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x106,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Additional support,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Additional support),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
107,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x107,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Provision of more information,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Provision of more information),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
108,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x108,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Change packaging,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Change packaging),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
109,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x109,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Reduce wait time,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Reduce wait time),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
110,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x110,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Train more providers,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Train more providers),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
111,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x111,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Support from peer educators,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Support from peer educators),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
112,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x112,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Consistent supply of drugs,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Consistent supply of drugs),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
113,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x113,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Detailed counselling,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Detailed counselling),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
114,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x114,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Increase staff providing PrEP,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Increase staff providing PrEP),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
115,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x115,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Increase facilities offering PrEP,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Increase facilities offering PrEP),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
116,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x116,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Change the location of clinic,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Change the location of clinic),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
117,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x117,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Change where drugs are collected,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Change where drugs are collected),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
118,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x118,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Reduce the questions being asked,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Reduce the questions being asked),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
119,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x119,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Provide more than one month refills,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Provide more than one month refills),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
120,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x120,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,"Provide PrEP through hotspots, pharmacies etc ",,Participant,,Reason to adhere to PrEP,"29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Provide PrEP through hotspots, pharmacies etc)",,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
121,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x121,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Others,,Participant,,Reason to adhere to PrEP,29. What would need to change about PrEP so that you would try it again or continue using PrEP? (choice=Others),,value,,,,,Jilinde_prospective_cohort,,,,,,,,,
122,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x122,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Factor to adhere to PrEP  specified,,Participant,,PrEP,Other specify,,variable,,,,,Jilinde_prospective_cohort,,,,,,,,,
123,jilinde_retrospective_data_labels_2021-11-29_1127_rev1::x123,jilinde_retrospective_data_labels_2021-11-29_1127_rev1,,Complete survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Complete?,,variable,,,,,Jilinde_prospective_cohort,,,,,,,,,
