hh,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0036425,Square window,ext_crypto_cr_gaa_2000::window,,ext_crypto_cr_gaa_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036006,Gestational age assessment,Square window :,"""""-1 = >90 degrees,
00 = 90 degrees,
01 = 60 degrees,
02 = 45 degrees,
03 = 30 degrees,
04 = 0 degrees """"""""""""""""
00 = 90 degrees,
01 = 60 degrees,
02 = 45 degrees,
03 = 30 degrees,
04 = 0 degrees",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060071,Fever,ext_crypt_ari::pqx_1,,ext_crypt_ari,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010394,Illness since enrollment,Have subjective fever?,"0=No ,  1=Yes",variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036213,Father's education level,ext_crypto_ses_3000::f_edu | ext_crypto_ses_2000::f_edu,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,"Father education (please see code list in worksheet """"""""""""""""SES_OCCU_EDU_CODES"""""""""""""""") | Father education (please see code list in worksheet """"""""""""""""""""""""""""""""SES_OCCU_EDU_CODES"""""""""""""""""""""""""""""""")",,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036214,Father's occupation,ext_crypto_ses_3000::f_occu | ext_crypto_ses_2000::f_occu,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,"Father occupation (please see code list in worksheet """"""""""""""""""""""""""""""""SES_OCCU_EDU_CODES"""""""""""""""""""""""""""""""") | Father occupation (please see code list in worksheet """"""""""""""""SES_OCCU_EDU_CODES"""""""""""""""")",,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060015,Mother eligibility,ext_crypto_mscr_2000::eligible,,ext_crypto_mscr_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,Is mother eligible to participate in the study?,"1 = Yes, 2 = No",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036220,Mother's education level,ext_crypto_ses_2000::m_edu | ext_crypto_ses_3000::m_edu,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,"Mother education (please see code list in worksheet """"""""""""""""SES_OCCU_EDU_CODES"""""""""""""""") | Mother education (please see code list in worksheet """"""""""""""""""""""""""""""""SES_OCCU_EDU_CODES"""""""""""""""""""""""""""""""")",,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060019,Mother's income,ext_crypto_ses_2000::m_income | ext_crypto_ses_3000::m_income,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,"Mother's income: If HH head, enter zeros",,variable | flag for owl file review,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036218,Mother's living children count,ext_crypto_ses_3000::children | ext_crypto_ses_2000::children,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,Number of living children.,,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036082,Mother's marriages count,ext_crypto_enr7mo_3000::n_marr | ext_crypto_menr_2000::n_marr,,ext_crypto_menr_2000 | ext_crypto_enr7mo_3000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,Number of marriages,,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036221,Mother's occupation,ext_crypto_ses_2000::m_occu | ext_crypto_ses_3000::m_occu,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,"Mother occupation (please see code list in worksheet """"""""""""""""""""""""""""""""SES_OCCU_EDU_CODES"""""""""""""""""""""""""""""""") | Mother occupation (please see code list in worksheet """"""""""""""""SES_OCCU_EDU_CODES"""""""""""""""")",,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036224,Siblings <5 years count,ext_crypto_ses_3000::sibling | ext_crypto_cscr_3000::sibling | ext_crypto_cscr_2000::sibling | ext_crypto_ses_2000::sibling,,ext_crypto_ses_3000 | ext_crypto_cscr_3000 | ext_crypto_ses_2000 | ext_crypto_cscr_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,"Infant has any sibling currently or previously enrolled in the study, including a twin | Number of siblings under 5 years, excluding enrolled child","1 = Yes,  2 = No | 1 = Yes, 2 = No, 9 = not applicable",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036149,Mother's weight,ext_crypto_manthro_3000::wt | ext_crypto_manthro_2000::wt,,ext_crypto_manthro_3000 | ext_crypto_manthro_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036012,Maternal anthropometry,Weight in Kg | Weight in Kg.,999.99 means not collected,variable,yes,,,NIH Crypto,,kg,http://purl.obolibrary.org/obo/UO_0000009,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036355,Maternal Lewis secretor,ext_crypt_cs_sspa::secretor_status,,ext_crypt_cs_sspa,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,Lewis Secretor status,"Positive=1, Negative=2 and inconclusive=3",variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036356,Maternal Lewis type a,ext_crypt_cs_sspa::result_a,,ext_crypt_cs_sspa,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,Lewis Type 'a',Positive=1 and  Negative=2,variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036357,Maternal Lewis type b,ext_crypt_cs_sspa::result_b,,ext_crypt_cs_sspa,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,Lewis Type 'b',Positive=1 and  Negative=2,variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036079,Maternal age at 1st pregnancy,ext_crypto_menr_2000::age1preg | ext_crypto_enr7mo_3000::age1preg,,ext_crypto_enr7mo_3000 | ext_crypto_menr_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,Age at first pregnancy (in years),,variable,,,,NIH Crypto,,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036080,Maternal age at menarche,ext_crypto_menr_2000::age_mena | ext_crypto_enr7mo_3000::age_mena,,ext_crypto_menr_2000 | ext_crypto_enr7mo_3000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,Age of menarche (in years),,variable,,,,NIH Crypto,,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036086,Maternal live births count,ext_crypto_menr_2000::n_living | ext_crypto_enr7mo_3000::n_living,,ext_crypto_menr_2000 | ext_crypto_enr7mo_3000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,Total live births in lifetime (except this pregnancy) | Total live births in lifetime (including the current one),,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036083,Maternal non-live birth pregnancies count,ext_crypto_menr_2000::n_stillb | ext_crypto_enr7mo_3000::n_stillb,,ext_crypto_enr7mo_3000 | ext_crypto_menr_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,"Number of still birth/death/ abortion/Menstrual regulation (MR), Dilation, Evacuation and Curettage (DE&C)",,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036023,Maternal supplementation during pregnancy,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036084,Maternal tetanus vaccinations count during pregnancy,ext_crypto_enr7mo_3000::tt | ext_crypto_menr_2000::tt,,ext_crypto_menr_2000 | ext_crypto_enr7mo_3000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,Number of Tetanus Toxoid (TT) doses received during THIS pregnancy,,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035109,Mother's age,ext_crypto_menr_2000::age | ext_crypto_enr7mo_3000::age,,ext_crypto_menr_2000 | ext_crypto_enr7mo_3000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0048282,Maternal demographics,Age of woman (in years),,variable,,,,NIH Crypto,,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036078,Mother's age at 1st marriage,ext_crypto_menr_2000::age_marr | ext_crypto_enr7mo_3000::age_marr,,ext_crypto_enr7mo_3000 | ext_crypto_menr_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0048282,Maternal demographics,Age at first marriage (in years),,variable,,,,NIH Crypto,,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060014,Mother's birth date,ext_crypto_menr_2000::dob_m,,ext_crypto_menr_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0048282,Maternal demographics,Date of Birth of mother,,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036073,Calcium,ext_crypto_enr7mo_3000::calcium | ext_crypto_menr_2000::calcium,,ext_crypto_enr7mo_3000 | ext_crypto_menr_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036023,Maternal supplementation during pregnancy,Calcium (History of any supplementation during THIS pregnancy) | Calcium,"1 = Yes,  2 = No,   8 = Don't know",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036075,Folic acid,ext_crypto_enr7mo_3000::folic | ext_crypto_menr_2000::folic,,ext_crypto_menr_2000 | ext_crypto_enr7mo_3000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036023,Maternal supplementation during pregnancy,Folic acid (History of any supplementation during THIS pregnancy) | Folic acid,"1 = Yes,  2 = No,   8 = Don't know",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036076,Iron,ext_crypto_menr_2000::iron | ext_crypto_enr7mo_3000::iron,,ext_crypto_enr7mo_3000 | ext_crypto_menr_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036023,Maternal supplementation during pregnancy,Iron (History of any supplementation during THIS pregnancy) | Iron,"1 = Yes,  2 = No,   8 = Don't know",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036560,Other,ext_crypto_enr7mo_3000::supple_o | ext_crypto_enr7mo_3000::specify | ext_crypto_menr_2000::supple_o | ext_crypto_menr_2000::specify,,ext_crypto_enr7mo_3000 | ext_crypto_menr_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036023,Maternal supplementation during pregnancy,If Q11f (other) yes then specify. | Other supplements | Other (History of any supplementation during THIS pregnancy),"1=Vitamin B complex/Vplex, 2=Multi Vitamin, 3=ESKA SAF | 1 = Yes,  2 = No,   8 = Don't know",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036087,Vitamin A,ext_crypto_menr_2000::vitamin | ext_crypto_enr7mo_3000::vitamin,,ext_crypto_enr7mo_3000 | ext_crypto_menr_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036023,Maternal supplementation during pregnancy,Vitamin A | Vitamin A (History of any supplementation during THIS pregnancy),"1 = Yes,  2 = No,   8 = Don't know",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036571,Zinc,ext_crypto_cr_diarr_2000::zinc | ext_crypto_menr_2000::zinc | ext_crypto_cr_diarr_3000::zinc | ext_crypto_enr7mo_3000::zinc,,ext_crypto_cr_diarr_2000 | ext_crypto_enr7mo_3000 | ext_crypto_cr_diarr_3000 | ext_crypto_menr_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0036023,Maternal supplementation during pregnancy,Zinc (History of any supplementation during THIS pregnancy) | Zinc | Use of Zinc,"1 = Yes,  2 = No,   8 = Don't know | 1=Yes, 2=No",variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060018,Inhaled beta agonist,ext_crypt_wztrack::inhaled,,ext_crypt_wztrack,,Participant,http://purl.obolibrary.org/obo/EUPATH_0025092,Medication,Inhaled Beta agonist,"Yes =1,  No=0, 9= NA",variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060055,Steroid,ext_crypt_wztrack::steroid,,ext_crypt_wztrack,,Participant,http://purl.obolibrary.org/obo/EUPATH_0025092,Medication,Steroid,"Yes =1,  No=0, 9= NA",variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060016,Interview end date,ext_crypt_wztrack::enddate,,ext_crypt_wztrack,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Period of interview (End date),,variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060056,Interview start date,ext_crypt_wztrack::strtdate,,ext_crypt_wztrack,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Period of interview (Start date),,variable,yes,yes,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,ext_crypto_cr_diarr_2000::doc | ext_crypto_cr_anthro_3000::doc | ext_crypto_cenr_3000::doc | ext_crypt_sb_fuv::dov | ext_crypt_wztalsc::dov | ext_crypto_mgmt_cranthz_2000::doc | ext_crypto_mgmt_cranthz_3000::doc | ext_crypto_cr_anthro_2000::doc | ext_crypt_bayleysc::date | ext_crypt_wztrack::doi | ext_crypto_enr7mo_3000::doc | ext_crypto_cenr_2000::doc | ext_crypt_sb_btestr::dop | ext_crypt_ari::dov | ext_crypto_cr_diarep_2000::doi | ext_crypto_manthro_2000::doc | ext_crypto_manthro_3000::doc | ext_crypto_cr_diarep_3000::doi | ext_crypto_cr_diarr_3000::doc | ext_crypto_cr_gaa_2000::doi | ext_crypto_cr_ter_3000::doi | ext_crypto_cr_ter_2000::doi | ext_crypt_ctreat::dov | ext_crypt_sb_btest::dop,,ext_crypto_cenr_3000 | ext_crypto_cr_ter_3000 | ext_crypt_bayleysc | ext_crypto_cr_anthro_2000 | ext_crypt_wztrack | ext_crypto_cr_diarep_2000 | ext_crypto_manthro_3000 | ext_crypto_cr_gaa_2000 | ext_crypt_wztalsc | ext_crypt_sb_fuv | ext_crypto_enr7mo_3000 | ext_crypto_cr_ter_2000 | ext_crypt_sb_btest | ext_crypto_cr_anthro_3000 | ext_crypto_cr_diarr_3000 | ext_crypto_mgmt_cranthz_3000 | ext_crypt_sb_btestr | ext_crypto_cr_diarr_2000 | ext_crypto_cenr_2000 | ext_crypto_manthro_2000 | ext_crypt_ari | ext_crypto_mgmt_cranthz_2000 | ext_crypt_ctreat | ext_crypto_cr_diarep_3000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,"Date of visit [Medicine start date] | Date of measurement; | 3. Date of measurement | Date of collection . | Date of collection | Date of collection; | Date of Interview | Date of assessment | Date of measurement | Date of collection (DD/MM/YYYY) | Date of visit | Date of clinic visit | Date of visit (If missed visit, enter 09/09/9999) | Date (Date of visit) | Date of procedure   (If missed procedure, enter 09/09/9999) (CRF Q# 1) | Date of Interview - collected every 4 months; 09/09/1999 = Missed | Birth weight collection date  (DD/MM/YYYY) | Date of interview (DD/MM/YYYY)","09/09/9999 = not collected, 08/08/8888 = not collected, during COVID-19 pandemic (April 2020 to August 2020) | 09/09/9999 = not collected",variable,yes,yes,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/BFO_0000015,Observation type,ext_crypto_cr_anthro_2000::vtype | ext_crypto_enr7mo_3000::vtype | ext_crypto_manthro_3000::an_num | ext_crypto_mgmt_cranthz_3000::vtype | ext_crypto_mgmt_cranthz_2000::vtype | ext_crypto_cr_anthro_3000::vtype | ext_crypto_manthro_2000::an_num | ext_crypt_bayleysc::vnum,,ext_crypto_manthro_2000 | ext_crypto_enr7mo_3000 | ext_crypto_cr_anthro_3000 | ext_crypto_cr_anthro_2000 | ext_crypto_mgmt_cranthz_2000 | ext_crypt_bayleysc | ext_crypto_mgmt_cranthz_3000 | ext_crypto_manthro_3000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Visit type(Anthro information collected at following time) | Anthro Number | 1. Visit number,"[AN01]=At Enrollment,          [AN02]=At 3 months,                           [AN03]=At 4.5 months,          [AN04]=At 6 months                            [AN05]=At 9 months,              [AN06]=At 12 months                          [AN07]=At 15 months             [AN08]=At 18 months                          [AN09]=At 21 months             [AN10]=At 24 months | [AN01]=At Enrollment, [AN02]=At 3 months,  [AN03]=At 4.5 months,   [AN04]=At 6 months,  [AN05]=At 9 months, [AN06]=At 12 months,  [AN07]=At 15 months ,  [AN08]=At 18 months,  [AN09]=At 21 months,  [AN10]=At 24 months; post 24 months the measurements are made every 6 months | 1= Within 1 month post partum, 2= At 4 months of breastfeeding (+ 7 days) | [AN01]=At Enrollment, [AN02]=At 3 months,   [AN03]=At 4.5 months,  [AN04]=At 6 months ,   [AN05]=At 9 months,   [AN06]=At 12 months,                          [AN07]=At 15 months, [AN08]=At 18 months, [AN09]=At 21 months             [AN10]=At 24 months",variable,yes,yes,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036002,Bayley scales of infant and toddler development,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000678,Feeding,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036012,Maternal anthropometry,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0048282,Maternal demographics,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036258,CREM genotype,ext_crypt_cs_crem_prkca::crem_rs2148483_a,,ext_crypt_cs_crem_prkca,infant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,"The genotype for the top EH-associated SNP in CREM. This is in an additive format for the minor (risk) allele. Therefore: 0=GG, 1=AG, 2=AA, NA=missing.",,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036259,PRKCA genotype,ext_crypt_cs_crem_prkca::prkca_rs58296998_t,,ext_crypt_cs_crem_prkca,infant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,"The genotype for the top cryptosporidium-associated SNP in PRKCA. This is in an additive format for the minor (risk) allele. Therefore: 0=CC, 1=CT, 2=TT, NA=missing.",,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060021,Accessory respiratory muscle utilization,ext_crypt_wztalsc::muscle,,ext_crypt_wztalsc,,Participant,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,Accessory respiratory muscle utilization; Codes:,"0 = None (no chest in-drawing, i.e., absence of lower part of the chest moves in or retracts when inhalation occurs),
1 = Presence of mild intercostal in-drawing (just visible), no head bobbing or tracheal tug,
2 = Moderate amount of intercostal in-drawing, no head bobbing or tracheal tug,
3 = Moderate or marked intercostal in-drawing with presence of head bobbing or tracheal tug",variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060031,Breath sounds,ext_crypt_ari::pq30,,ext_crypt_ari,,Participant,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,Breath sound,"1=Normal,  2=Diminished, 3=Rales /Crepitatio, 4=Rhonchi,  5=Bronchial,  6 =Vesicular with prolonged expiration",variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0041085,General appearance exam findings,ext_crypt_ctreat::gc,,ext_crypt_ctreat,,Participant,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,General condition (Codes are below):,"0=Normal; 1= In looking; 2=Lethargic; 9=Child was not stable, cannot perform observation.",variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0041088,Other exam findings,ext_crypt_ctreat::other,,ext_crypt_ctreat,,Participant,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,Others symptoms. ** Codes below,,variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0041090,Pulmonary exam findings,ext_crypt_ctreat::lungs,,ext_crypt_ctreat,,Participant,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,In Lungs. (Codes are below):,"0=Normal ; 1=Spasm; 2=Ronchi, 3=Crepetation ; 4=Ronchi+ Crepetation; 9=Child was not stable, cannot perform observation.",variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060030,Pulse,ext_crypt_ari::pq29,,ext_crypt_ari,,Participant,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,Pulse (per minute),,variable,yes,,,NIH Crypto,,bpm,http://purl.obolibrary.org/obo/NCIT_C49673,,,,,,,
http://purl.obolibrary.org/obo/CMO_0000289,Respiratory rate,ext_crypt_ari::pq27 | ext_crypt_ctreat::rate,,ext_crypt_ari | ext_crypt_ctreat,,Participant,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,Respiratory rate (per minute) | Respiratory rate,"99=Child was not stable, cannot perform observation.",variable,yes,,,NIH Crypto,,breaths/min,http://purl.obolibrary.org/obo/NCIT_C49674,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060051,Respiratory rate categorization,ext_crypt_wztalsc::respira,,ext_crypt_wztalsc,,Participant,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,What is the respiratory rate (breaths/minute),"0 = < 30,
1 = 30-45,
2 = 46-60,
3 = >60",variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0003073,Temperature,ext_crypt_ari::pq28 | ext_crypto_cr_diarr_2000::temp | ext_crypto_cr_diarr_3000::temp | ext_crypt_ctreat::temp | ext_crypto_cr_diarep_2000::temp | ext_crypto_cr_diarep_3000::temp,,ext_crypto_cr_diarr_2000 | ext_crypto_cr_diarep_3000 | ext_crypto_cr_diarep_2000 | ext_crypto_cr_diarr_3000 | ext_crypt_ctreat | ext_crypt_ari,,Participant,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,"Temperature (°C) | Temperature (0  C))( Points for Ruuska score) | Temperature | Temperature (C), measured only when FRA visits the household","Up to 37.0C = 0 Points, 37.1 to 37.90C = 1 point, 38.0 to 38.40C = 2 points, 38.5 to 38.90C = 3 Points,  >=39.0C= 4 Points | 99.9=not available",variable,yes,,,NIH Crypto,,C,http://purl.obolibrary.org/obo/UO_0000027,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060009,Wheeze characteristics,ext_crypt_wztalsc::chwheeze,,ext_crypt_wztalsc,,Participant,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,What is the character of the wheeze? Codes:,"0 = None,
1 = Terminal expiration only,
2 = Expiration and inspiration with stethoscope only,
3 = Expiration and inspiration without stethoscope",variable,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/ONTONEO_00000255,Gestational age,ext_crypto_cr_ga_3000::ga_wks,,ext_crypto_cr_ga_3000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,Gesatational age in weeks,,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0031101,IV or oral rehydration,ext_crypto_cr_diarep_2000::rehyd | ext_crypto_cr_diarep_3000::rehyd,,ext_crypto_cr_diarep_3000 | ext_crypto_cr_diarep_2000,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,Rehydration treatment prescribed today(points for Ruuska score),"1 = None (0 points), 2 = ORS (1 point), 3 =  I.V. fluid (2 points)",variable,yes,,,NIH Crypto,,,,,,,,,,
