"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI","is_featured","hidden"
"http://purl.obolibrary.org/obo/EUPATH_0015690","Vomiting 3 or more times per day","10","vomit","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Symptoms since illness began or during diarrhea","http://purl.obolibrary.org/obo/EUPATH_0015684","","0, 1, 2","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015515","Wrinkled skin","5","drh_wrnkskin","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Symptoms since illness began or during diarrhea","http://purl.obolibrary.org/obo/EUPATH_0015684","D27: Diarrhea history. Multifilter: Did the child have any of the following symptoms during his/her diarrheal illness? Wrinkled skin. Only complete for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, 9=NOT IN CODEBOOK, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015669","Diarrhea treament","","","","","Observation","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","","","multifilter","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","2","","","","Participant","","http://www.w3.org/2002/07/owl#Thing","","","category","","","","","yes"
"http://purl.obolibrary.org/obo/EUPATH_0010036","Eligibility criteria","","","","","Participant","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","","","category","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030002","Study type","","","","","Participant","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","The variable indicate which datafile/survey the data came from.","","derived variable","","","","",""
"http://purl.obolibrary.org/obo/PATO_0000047","Sex","","gender","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Participant","Demographics","http://purl.obolibrary.org/obo/EUPATH_0010981","A05: Eligibility information. Is the child a boy or girl.","0=NOT IN CODEBOOK, 1=Boy, 2=Girl","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010420","Consent for enrollment given","","consent","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Participant","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","A03: Eligibility information. Was consent given by the parent, primary caregiver, or guardian. If ""refused"" or ""not available after 3 attempts, stop here","1=Yes, 2=Refused, 3=Not available after 3 attempts","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000720","Caregiver relationship to participant","","primcare","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Participant","Individuals related to participant","http://purl.obolibrary.org/obo/EUPATH_0010037","A04: Eligibility information. Are you a primary caregiver of the child. If ""no"", ask if a primary caregiver is available. If not available, make an appointment for a return visit.","1=No, 2=Yes","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010035","Administrative information","3","","","","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","","","category","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","1","","","","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","","","category","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010037","Individuals related to participant","2","","","","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","","","category","","","","",""
